"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
4282,3763,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Madcap Shield Skin.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],470,"","",""
4283,3764,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Huntsman Shield Skin.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],470,"","",""
4284,3765,1,1,"grant_micro","","","Your Storm Call becomes an Astral Effect.",[],"","Storm Call Skin","",[],[],0,"",0,"","",[],[],[],17,[37],550,"","",""
4285,3766,1,1,"grant_micro","","","Changes the appearance of any equipped  to the Gothic Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",402,"","",""
4286,3767,1,1,"grant_micro","","","Adds the Celestial Emperor Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],366,"","",""
4287,3768,1,1,"grant_micro","","","Your Energy Blade becomes a Celestial Effect.",[],"","Energy Blade Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],366,"","",""
4288,3769,1,1,"modify_portal_variation","","","This character's portals use the Smoke Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],343,"","",""
4289,3770,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Knightmaster Helmet. Your actions are periodically duplicated by an ethereal copy of yourself.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],589,"","",""
4290,3771,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Knightmaster Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],589,"","",""
4291,3772,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Knightmaster Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],589,"","",""
4292,3773,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Knightmaster Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],589,"","",""
4293,3774,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Knightmaster Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],382,"","",""
4294,3775,1,1,"grant_micro","","","Adds the Bloodscouring Cloak back attachment to any equipped body armour, absorbing the blood of slain enemies and tracking your kill-streak. Absorbed blood is scoured once the slaughter ends.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],589,"","",""
4295,3776,1,1,"grant_micro","","","Change the appearance of your equipped ring to the Ring of the Victor. When standing still, a podium rises up underneath you, elevating you above other players.",[],"","Ring Skin","",[],[],0,"",0,"",2,[],[],[],28,"[31,32]",589,"","",""
4296,3777,1,1,"modify_portal_variation","","","This character's portals use the Warlord's Lieutenant Portal Effect, which summons a warrior spirit that greets you and cheers you on.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],589,"","",""
4297,3778,1,1,"grant_micro","","","Adds the Knightmaster Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",382,"","",""
4298,3779,1,1,"grant_micro","","","Your Mjölner is imbued with lightning, striking your foes with bolts from the sky as you slay them.",[],"","Mjölner Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",562,"","",""
4299,3780,1,1,"grant_micro","","","Your Hands of the High Templar spill out corruption based on how many implicit modifiers they have.",[],"","Hands of the High Templar Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],562,"","",""
4300,3781,1,1,"grant_micro","","","Your Aegis Aurora flares with energy shield when you block.",[],"","Aegis Aurora Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],562,"","",""
4301,3782,1,1,"grant_micro","","","An Eye of a Watcher of Decay infests your Passive Skill Tree and observes your actions.",[],"","Watcher's Eye Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],562,"","",""
4302,3783,1,1,"grant_micro","","","A copy of Paradoxica attacks your enemies alongside you.",[],"","Paradoxica Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",562,"","",""
4303,3784,1,1,"grant_micro","","","Projectiles fired take on a celestial form while your Dying Sun is active.",[],"","Dying Sun Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",562,"","",""
4304,3785,1,1,"grant_micro","","","Your Headhunter claims skulls in an explosive shower of gore.",[],"","Headhunter Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],562,"","",""
4305,3786,1,1,"grant_micro","","","Your Bottled Faith's Consecrated Ground becomes imbued with a heretic's influence.",[],"","Bottled Faith Unique Item Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",562,"","",""
4306,3787,1,1,"grant_micro","","","Change the appearance of your equipped Amulet to the Godslayer's Pride.",[],"","Amulet Skin","",[],[],0,"",0,"",3,[],[],[],24,[25],382,"","",""
4307,3788,1,1,"grant_micro","","","Its effect plays while the affected Life Flask is being used.",[],"","Flask Effect","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",382,"","",""
4308,3789,1,1,"grant_micro","","","Its effect plays while the affected Mana Flask is being used.",[],"","Flask Effect","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",382,"","",""
4309,3790,1,1,"grant_micro","","","Its effect plays while the affected Hybrid Flask is being used.",[],"","Flask Effect","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",382,"","",""
4310,3791,1,1,"grant_micro","","","Its effect plays while the affected Utility Flask is being used.",[],"","Flask Effect","",[],[],0,"",0,"","",[],[],[],26,"[26,27,28,29,30]",382,"","",""
4311,3792,1,1,"grant_micro","","","Your Forbidden Rite becomes a Celestial Cat Effect.",[],"","Forbidden Rite Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],366,"","",""
4312,3794,1,1,"grant_micro","","","Your Shockwave becomes an Apollyon Effect.",[],"","Shockwave Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],534,"","",""
4313,3795,1,1,"grant_micro","","","Your Cast when Damage Taken becomes a Madcap Effect.",[],"","Cast when Damage Taken Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],470,"","",""
4314,3796,1,1,"grant_micro","","","Your Seismic Trap becomes a Stygian Effect.",[],"","Seismic Trap Skin","",[],[],0,"",0,"","",[],[],[],17,[37],405,"","",""
4315,3797,1,1,"grant_micro","","","Your Lightning Arrow becomes a Divine Effect.",[],"","Lightning Arrow Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],362,"","",""
4316,3798,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Voidbane Shield. Its effect scales with the highest level chaos spell that you have used in the area.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],563,"","",""
4317,3799,1,1,"grant_micro","","","Adds the Iridescent Helmet Attachment to your headdress. Additional tiers are available based on the number of challenges you completed in the Kalandra League.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",589,"","",""
4318,3800,1,1,"grant_micro","","","Adds the Iridescent Weapon Effect to any equipped weapon. Additional tiers are available based on the number of challenges you completed in the Kalandra League.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",589,"","",""
4319,3801,1,1,"grant_micro","","","Adds the Arcanist Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],565,"","",""
4320,3802,1,1,"grant_micro","","","Adds the Iridescent Wings back attachment to any equipped body armour. Additional tiers are available based on the number of challenges you completed in the Kalandra League.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],589,"","",""
4321,3803,1,1,"grant_micro","","","Adds the Esteemed Arcanist Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],565,"","",""
4322,3804,1,1,"grant_micro","","","Attaches the Iridescent Character Effect to your belt. Additional tiers are available based on the number of challenges you completed in the Kalandra League.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],589,"","",""
4323,3805,1,1,"grant_micro","","","Adds the Grand Arcanist Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],565,"","",""
4324,3806,1,1,"grant_micro","","","Adds the Eldritch Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",565,"","",""
4325,3807,1,1,"grant_micro","","","Adds The Soul Harvester's Cloak back attachment to any equipped body armour, its power is based on the number of enemies your character has killed. Type \""/kills\"" to see your character's kill count.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],565,"","",""
4326,3808,1,1,"grant_micro","","","Adds the Reaper Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],565,"","",""
4327,3809,1,1,"modify_portal_variation","","","This character's portals use the Underworld Portal Effect. Its effect changes in Part 2 of the campaign and again in Maps, indicating what tier of map you're playing.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],565,"","",""
4328,3810,1,1,"grant_micro","","","Adds the Savage Reaper Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],565,"","",""
4329,3811,1,1,"grant_micro","","","The Grim Reaper Apparition possesses your character, appearing for any Rare or Unique enemies you slay.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],565,"","",""
4330,3812,1,1,"grant_micro","","","Adds the Sanguine Reaper Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],565,"","",""
4331,3813,1,1,"grant_micro","","","Attaches the Ooze Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],382,"","",""
4332,3814,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Big Brain Helmet. Its appearance scales with your intelligence.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],347,"","",""
4333,3815,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Maroider Body Armour. Your muscular physique scales with your strength.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],382,"","",""
4334,3816,1,1,"grant_micro","","","Changes the appearance of any equipped wand to the Sorcerer Wand. Its appearance scales with your spell damage.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",354,"","",""
4335,3817,1,1,"grant_micro","","","Changes the appearance of any equipped wand to the Ghostflame Summoner's Wand. A Ghostflame effect is played when you summon a minion.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",348,"","",""
4336,3818,1,1,"grant_micro","","","Your Explosive Arrow becomes a Pandemonium Effect.",[],"","Explosive Arrow Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],514,"","",""
4337,3819,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Automaton Stormstrider Boots. Its effect scales with your movement speed.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],414,"","",""
4338,3820,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Vulcan Stormstrider Boots. Its effect scales with your movement speed.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],558,"","",""
4339,3821,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Radiant Stormstrider Boots. Its effect scales with your movement speed.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],362,"","",""
4340,3822,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Stormstrider Boots. Its effect scales with your movement speed.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],363,"","",""
4341,3823,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Astral Stormstrider Boots. Its effect scales with your movement speed.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],550,"","",""
4342,3824,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Fiery Phoenix Helmet. Its effect scales with the number of fire skills you have used in the last 16 seconds.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],390,"","",""
4343,3825,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Stygian Phoenix Helmet. Its effect scales with the number of fire skills you have used in the last 16 seconds.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],405,"","",""
4344,3826,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Purple Pyre Phoenix Helmet. Its effect scales with the number of fire skills you have used in the last 16 seconds.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],368,"","",""
4345,3827,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Demonflame Phoenix Helmet. Its effect scales with the number of fire skills you have used in the last 16 seconds.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],351,"","",""
4346,3828,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crystallised Amber Body Armour. Amber crystals erupts from your body as your strength increases.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],589,"","",""
4347,3829,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crystallised Jade Body Armour. Jade crystals erupts from your body as your dexterity increases.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],589,"","",""
4348,3830,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crystallised Lapis Body Armour. Lapis crystals erupts from your body as your intelligence increases.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],589,"","",""
4349,3831,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crystallised Quartz Body Armour. Quartz crystals erupts from your body as your attributes increases.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],589,"","",""
4350,3832,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Omniscience Scaling Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],411,"","",""
4351,3833,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Automaton Thunderstrike Gloves. Its effect scales with the number of lightning skills you have used in the last 16 seconds.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],414,"","",""
4352,3834,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Vulcan Thunderstrike Gloves. Its effect scales with the number of lightning skills you have used in the last 16 seconds.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],558,"","",""
4353,3835,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Radiant Thunderstrike Gloves. Its effect scales with the number of lightning skills you have used in the last 16 seconds.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],362,"","",""
4354,3836,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Thunderstrike Gloves. Its effect scales with the number of lightning skills you have used in the last 16 seconds.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],363,"","",""
4355,3837,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Astral Thunderstrike Gloves. Its effect scales with the number of lightning skills you have used in the last 16 seconds.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],550,"","",""
4356,3838,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sanguine Ngamahu Body Armour. Its effect scales with your percentage of current life.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],446,"","",""
4357,3839,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Verdant Ngamahu Body Armour. Its effect scales with your percentage of current life.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],446,"","",""
4358,3840,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Molten Ngamahu Body Armour. Its effect scales with your percentage of current life.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],446,"","",""
4359,3841,1,1,"grant_micro","","","Adds the Treasure Weapon Effect to any equipped weapon. Its on-kill effect scales with your item rarity bonus and the innate bonus of the monsters you slay.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",535,"","",""
4360,3842,1,1,"grant_micro","","","Adds the Silver Treasure Hunter Weapon Effect to any equipped weapon. Its on-kill effect scales with your item rarity bonus and the innate bonus of the monsters you slay.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",535,"","",""
4361,3843,1,1,"grant_micro","","","Adds the Bronze Treasure Hunter Weapon Effect to any equipped weapon. Its on-kill effect scales with your item rarity bonus and the innate bonus of the monsters you slay.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",535,"","",""
4362,3844,1,1,"grant_micro","","","Adds the Ghostflame Treasure Hunter Weapon Effect to any equipped weapon. Its on-kill effect scales with your item rarity bonus and the innate bonus of the monsters you slay.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",348,"","",""
4363,3845,1,1,"grant_micro","","","Attaches the Amber Flare Character Effect to your belt. Its effect scales with your character level. A separate effect is played on level-up.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],343,"","",""
4364,3846,1,1,"grant_micro","","","Attaches the Divine Flare Character Effect to your belt. Its effect scales with your character level. A separate effect is played on level-up.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],362,"","",""
4365,3847,1,1,"grant_micro","","","Attaches the Cerulean Flare Character Effect to your belt. Its effect scales with your character level. A separate effect is played on level-up.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],568,"","",""
4366,3848,1,1,"grant_micro","","","Attaches the Violet Flare Character Effect to your belt. Its effect scales with your character level. A separate effect is played on level-up.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],368,"","",""
4367,3849,1,1,"grant_micro","","","Changes the appearance of any equipped bow to the Arcane Deathnotch Bow. It changes the appearance of your bow, its arrows, and displays arrows notched on your bow based on how many you fired in your last attack.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],354,"","",""
4368,3850,1,1,"grant_micro","","","Changes the appearance of any equipped bow to the Automaton Deathnotch Bow. It changes the appearance of your bow, its arrows, and displays arrows notched on your bow based on how many you fired in your last attack.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],414,"","",""
4369,3851,1,1,"grant_micro","","","Changes the appearance of any equipped bow to the Shadow Deathnotch Bow. It changes the appearance of your bow, its arrows, and displays arrows notched on your bow based on how many you fired in your last attack.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],349,"","",""
4370,3852,1,1,"grant_micro","","","Changes the appearance of any equipped bow to the Spectral Deathnotch Bow. It changes the appearance of your bow, its arrows, and displays arrows notched on your bow based on how many you fired in your last attack.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],382,"","",""
4371,3853,1,1,"grant_micro","","","Adds the Mana Tank Back Attachment to any equipped body armour. Its effect scales with your percentage of current mana.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],355,"","",""
4372,3854,1,1,"grant_micro","","","Adds the Celestial Mana Tank Back Attachment to any equipped body armour. Its effect scales with your percentage of current mana.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],366,"","",""
4373,3855,1,1,"grant_micro","","","Adds the Frosted Mana Tank Back Attachment to any equipped body armour. Its effect scales with your percentage of current mana.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],391,"","",""
4374,3856,1,1,"grant_micro","","","Adds the Necrotic Mana Tank Back Attachment to any equipped body armour. Its effect scales with your percentage of current mana.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],344,"","",""
4375,3857,1,1,"grant_micro","","","Adds the Steampunk Mana Tank Back Attachment to any equipped body armour. Its effect scales with your percentage of current mana.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],355,"","",""
4376,3858,1,1,"grant_micro","","","Adds the Pure Mana Tank Back Attachment to any equipped body armour. Its effect scales with your percentage of current mana.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],362,"","",""
4377,3859,1,1,"grant_micro","","","Adds the Alchemist's Belt skin to your character.",[],"","Belt Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],382,"","",""
4378,3860,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Berserker Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],382,"","",""
4379,3861,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Emerald Shardcrown. Its effect scales with your maximum number of Frenzy Charges. It also replaces your Frenzy Charges with floating shards.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],411,"","",""
4380,3862,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Quartz Shardcrown. Its effect scales with your maximum number of Frenzy Charges. It also replaces your Frenzy Charges with floating shards.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],411,"","",""
4381,3863,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Topaz Shardcrown. Its effect scales with your maximum number of Frenzy Charges. It also replaces your Frenzy Charges with floating shards.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],411,"","",""
4382,3864,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ruby Shardcrown. Its effect scales with your maximum number of Frenzy Charges. It also replaces your Frenzy Charges with floating shards.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],411,"","",""
4383,3865,1,1,"grant_micro","","","Adds the Turquoise Pendant of Willpower to your character. It visualises your character's energy shield as a protective bubble that becomes more intense the more energy shield you have.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],605,"","",""
4384,3866,1,1,"grant_micro","","","Adds the Sunprism Pendant of Willpower to your character. It visualises your character's energy shield as a protective bubble that becomes more intense the more energy shield you have.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],605,"","",""
4385,3867,1,1,"grant_micro","","","Adds the Pure Pendant of Willpower to your character. It visualises your character's energy shield as a protective bubble that becomes more intense the more energy shield you have.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],605,"","",""
4386,3868,1,1,"grant_micro","","","Adds the Purple Pendant of Willpower to your character. It visualises your character's energy shield as a protective bubble that becomes more intense the more energy shield you have.",[],"","Amulet Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],605,"","",""
4387,3869,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Diamond Splintering Shield. Its effect scales with the number of hits you have blocked in the last 30 seconds.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],362,"","",""
4388,3870,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sapphire Splintering Shield. Its effect scales with the number of hits you have blocked in the last 30 seconds.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],568,"","",""
4389,3871,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Ruby Splintering Shield. Its effect scales with the number of hits you have blocked in the last 30 seconds.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],567,"","",""
4390,3872,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Emerald Splintering Shield. Its effect scales with the number of hits you have blocked in the last 30 seconds.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],369,"","",""
4391,3873,1,1,"grant_micro","","","Changes the appearance of any equipped staff to the Elemental Staff.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,[1],382,"","",""
4392,3874,1,1,"grant_micro","","","Replaces the appearance of Power, Frenzy and Endurance charges with a Stygian Crystalline version.",[],"","Charge Skin","",[],[],0,"",0,"",2,[],[],[],30,[34],411,"","",""
4393,3875,1,1,"grant_micro","","","Replaces the appearance of Power, Frenzy and Endurance charges with an Infernal Crystalline version.",[],"","Charge Skin","",[],[],0,"",0,"",2,[],[],[],30,[34],351,"","",""
4394,3876,1,1,"grant_micro","","","Replaces the appearance of Power, Frenzy and Endurance charges with a Ghostflame Crystalline version.",[],"","Charge Skin","",[],[],0,"",0,"",2,[],[],[],30,[34],348,"","",""
4395,3877,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ruby Scintillation Body Armour. Its effect scales with your fire resistance.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],482,"","",""
4396,3878,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sapphire Scintillation Body Armour. Its effect scales with your cold resistance.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],482,"","",""
4397,3879,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Topaz Scintillation Body Armour. Its effect scales with your lightning resistance.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],482,"","",""
4398,3880,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Prismatic Scintillation Body Armour. Its effect scales with your elemental resistances.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],482,"","",""
4399,3881,1,1,"grant_micro","","","Your Arakaali's Fang is covered in bloodstained webs and summons demonic spiders.",[],"","Arakaali's Fang Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",562,"","",""
4400,3882,1,1,"grant_micro","","","Your Ashes of the Stars takes on a celestial appearance, causing the corpses of your enemies to shimmer with an iridescent cosmic glow.",[],"","Ashes of the Stars Skin","",[],[],0,"",0,"",2,[],[],[],24,[25],562,"","",""
4401,3883,1,1,"grant_micro","","","Your Dead Reckoning jewel and summoned Skeleton Mages become shrouded in a vile mist.",[],"","Dead Reckoning Skin","",[],[],0,"",0,"",2,[],[],[],27,[36],562,"","",""
4402,3884,1,1,"grant_micro","","","Your Devouring Diadem triggers a cosmic Feast of Flesh effect and causes your Energy Shield to take on an ethereal appearance.",[],"","Devouring Diadem Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],562,"","",""
4403,3885,1,1,"grant_micro","","","Magic Utility Flasks enabled by Mageblood drain directly into your bloodstream.",[],"","Mageblood Skin","",[],[],0,"",0,"",2,[],[],[],25,[24],562,"","",""
4404,3886,1,1,"grant_micro","","","Your Hyrri's Ire is imbued with frost, causing enemies chilled by your projectiles to become skewered with shards of crystalline ice. ",[],"","Hyrri's Ire Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],562,"","",""
4405,3887,1,1,"grant_micro","","","A phantasmal bull charges around you while your Rumi's Concoction is active.",[],"","Rumi's Concoction Skin","",[],[],0,"",0,"",2,[],[],[],26,"[26,27,28,29,30]",562,"","",""
4406,3888,1,1,"grant_micro","","","Your power charges take on a mystical appearance. The force within your Void Battery grows as your maximum number of power charges increases.",[],"","Void Battery Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",562,"","",""
4407,3889,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ophidian Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],566,"","",""
