"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]"
1283,"breach-uber-lightning-map3",[1085],7,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1284,"breach-uber-physical-map1",[1081],7,9,100,1,[5150],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1285,"breach-uber-physical-map2",[1081],7,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1286,"breach-uber-physical-map3",[1081],7,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1287,"breach-uber-chaos-map1",[1082],7,9,100,1,[5128],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1288,"breach-uber-chaos-map2",[1082],7,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1289,"breach-uber-chaos-map3",[1082],7,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1290,"p2-crossroads-traps",[104],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1291,"rampage-leaguestone",[0],10,14,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1292,"mudflats-karui",[0],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1293,"parasite-bandits",[0],5,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1294,"a10q1-bannon-cultists",[148],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1295,"harbinger-tigers1","[1087,1088,1089,1253,1254,1255]",3,6,50,1,"[5627,5628,5629,5630,5631]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1296,"harbinger-cannibals1","[1087,1088,1089,1253,1254,1255]",4,8,50,1,"[2751,5627,5628,5629,5630,5631]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1297,"harbinger-cannibals2","[1087,1088,1089,1253,1254,1255]",4,8,50,1,"[5627,5628,5629,5630,5631]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1298,"harbinger-shieldcrab1","[1087,1088,1089,1253,1254,1255]",5,9,50,1,"[5627,5628,5629,5630,5631]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1299,"harbinger-crabs1","[1087,1088,1089,1253,1254,1255]",6,10,50,1,"[5627,5628,5629,5630,5631]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1300,"harbinger-tigers2",[1256],3,6,50,1,"[5633,5634,5635,5636,5637]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1301,"harbinger-cannibals3",[1256],4,8,50,1,"[2751,5633,5634,5635,5636,5637]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1302,"harbinger-cannibals4",[1256],4,8,50,1,"[5633,5634,5635,5636,5637]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1303,"harbinger-shieldcrab2",[1256],5,9,50,1,"[5633,5634,5635,5636,5637]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1304,"harbinger-crabs2",[1256],6,10,50,1,"[5633,5634,5635,5636,5637]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1305,"abyss_skeletons",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1306,"abyss_chasm1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1307,"machinarium_vaal1",[1126],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1308,"machinarium_vaal2",[1126],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1309,"machinarium_vaal3",[1126],5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1310,"machinarium_vaal4",[1126],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1311,"shaperinfluence-golems1",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1312,"shaperinfluence-golems2",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1313,"shaperinfluence-golems3",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1314,"shaperinfluence-golems4",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1315,"shaperinfluence-citystalkers1",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1316,"shaperinfluence-citystalkers2",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1317,"chaos-spacecitystalkers1",[166],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1318,"shaperinfluence-bosspack1",[0],5,8,100,1,[2033],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1319,"shaperinfluence-bosspack2",[0],5,8,100,1,[2034],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1320,"zanaatlasquest5elderpack",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1321,"laboratory-ambushpack1",[0],4,4,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1322,"laboratory-ambushpack2",[0],4,4,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1323,"elderinfluence-portal1",[0],5,8,100,1,[6139],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1324,"elderinfluence-portal2",[0],5,8,100,1,[6140],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1325,"elderinfluence-portal3",[0],5,8,100,1,[6141],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1326,"elderinfluence-tentacleminion1",[0],5,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1327,"Master_TH_Shipgraveyard-entrypack",[1501],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1328,"Master_TH_Shipgraveyard-piratepack1",[1501],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1329,"bestiary_hellion",[0],4,6,0,0,[],"",0,[],"[92,57,102,96]",0,100,[],0,"",0,"",[],1,"","",1,[]
1330,"bestiary_rhoa",[0],4,6,0,0,[],"",0,[],"[90,92,57,113]",0,100,[],0,"",0,"",[],1,"","",1,[]
1331,"bestiary_tiger",[0],4,6,0,0,[],"",0,[],"[96,57,102,100,108]",0,100,[],0,"",0,"",[],1,"","",1,[]
1332,"bestiary_hellion2",[0],4,6,0,0,[],"",0,[],"[67,57,102,114,115]",0,100,[],0,"",0,"",[],1,"","",1,[]
1333,"bestiary_lynx",[0],4,6,0,0,[],"",0,[],"[67,57,111,98]",0,100,[],0,"",0,"",[],1,"","",1,[]
1334,"bestiary_chieftain",[0],4,6,0,0,[],"",0,[],"[96,57,97,100]",0,100,[],0,"",0,"",[],1,"","",1,[]
1335,"bestiary_monkey",[0],4,6,0,0,[],"",0,[],"[96,57,97,100]",0,100,[],0,"",0,"",[],1,"","",1,[]
1336,"bestiary_goatmen",[0],4,6,0,0,[],"",0,[],"[92,57,67,96]",0,100,[],0,"",0,"",[],1,"","",1,[]
1337,"bestiary_wolf",[0],4,6,0,0,[],"",0,[],"[67,95,57,94]",0,100,[],0,"",0,"",[],1,"","",1,[]
1338,"bestiary_hound",[0],4,6,0,0,[],"",0,[],"[111,57,102,108,112]",0,100,[],0,"",0,"",[],1,"","",1,[]
1339,"bestiary_pitbull",[0],4,6,0,0,[],"",0,[],"[111,57,94,105]",0,100,[],0,"",0,"",[],1,"","",1,[]
1340,"bestiary_beast",[0],4,6,0,0,[],"",0,[],"[95,57,99,96,97,100]",0,100,[],0,"",0,"",[],1,"","",1,[]
1341,"bestiary_ursa",[0],4,6,0,0,[],"",0,[],"[96,95,57,104]",0,100,[],0,"",0,"",[],1,"","",1,[]
1342,"bestiary_bull",[0],4,6,0,0,[],"",0,[],"[67,57,105,113]",0,100,[],0,"",0,"",[],1,"","",1,[]
1343,"bestiary_spiker",[0],4,6,0,0,[],"",0,[],"[113,57,115,114]",0,100,[],0,"",0,"",[],1,"","",1,[]
1344,"bestiary_kiweth",[0],4,6,0,0,[],"",0,[],"[113,92,111,57,114]",0,100,[],0,"",0,"",[],1,"","",1,[]
1345,"bestiary_vulture",[0],4,6,0,0,[],"",0,[],"[93,109,57,98]",0,100,[],0,"",0,"",[],1,"","",1,[]
1346,"bestiary_rhex",[0],4,6,0,0,[],"",0,[],"[67,103,57,92]",0,100,[],0,"",0,"",[],1,"","",1,[]
1347,"bestiary_forestsnake",[0],4,6,0,0,[],"",0,[],"[96,57,97,100,110]",0,100,[],0,"",0,"",[],1,"","",1,[]
1348,"bestiary_sandsnake",[0],4,6,0,0,[],"",0,[],"[67,104,57,103,105]",0,100,[],0,"",0,"",[],1,"","",1,[]
1349,"bestiary_iguana",[0],4,6,0,0,[],"",0,[],"[67,104,57,103,105,115]",0,100,[],0,"",0,"",[],1,"","",1,[]
1350,"bestiary_carrionqueen",[0],4,6,0,0,[],"",0,[],"[103,104,105,57,92]",0,100,[],0,"",0,"",[],1,"","",1,[]
1351,"bestiary_sandleaper",[0],4,6,0,0,[],"",0,[],"[109,111,57,103]",0,100,[],0,"",0,"",[],1,"","",1,[]
1352,"bestiary_devourer",[0],4,6,0,0,[],"",0,[],"[96,57,101,98,107,110]",0,100,[],0,"",0,"",[],1,"","",1,[]
1353,"bestiary_plaguespider",[0],4,6,0,0,[],"",0,[],"[95,110,57,107,101]",0,100,[],0,"",0,"",[],1,"","",1,[]
1354,"bestiary_platedspider",[0],4,6,0,0,[],"",0,[],"[95,93,57,107,101]",0,100,[],0,"",0,"",[],1,"","",1,[]
1355,"bestiary_spider",[0],4,6,0,0,[],"",0,[],"[96,57,101,107,98]",0,100,[],0,"",0,"",[],1,"","",1,[]
1356,"bestiary_scorpion",[0],4,6,0,0,[],"",0,[],"[104,67,57,92,113]",0,100,[],0,"",0,"",[],1,"","",1,[]
1357,"bestiary_parasiticsquid",[0],4,6,0,0,[],"",0,[],"[95,93,57,110,114]",0,100,[],0,"",0,"",[],1,"","",1,[]
1358,"bestiary_sirenspawn",[0],4,6,0,0,[],"",0,[],"[95,90,109,57,112,108]",0,100,[],0,"",0,"",[],1,"","",1,[]
1359,"bestiary_squid",[0],4,6,0,0,[],"",0,[],"[95,93,99,112,57,108]",0,100,[],0,"",0,"",[],1,"","",1,[]
1360,"bestiary_sandspitter",[0],4,6,0,0,[],"",0,[],"[57,90,92,95,110]",0,100,[],0,"",0,"",[],1,"","",1,[]
1361,"bestiary_shieldcrab",[0],4,6,0,0,[],"",0,[],"[57,90,92,95,110]",0,100,[],0,"",0,"",[],1,"","",1,[]
1362,"bestiary_crab",[0],4,6,0,0,[],"",0,[],"[97,96,57]",0,100,[],0,"",0,"",[],1,"","",1,[]
1363,"bestiary_crab2",[0],4,6,0,0,[],"",0,[],"[90,64,103,57,111]",0,100,[],0,"",0,"",[],1,"","",1,[]
1364,"bestiary_frog",[0],4,6,0,0,[],"",0,[],"[110,112,57,105,108]",0,100,[],0,"",0,"",[],1,"","",1,[]
1365,"bestiary_gemfrog",[0],4,6,0,0,[],"",0,[],"[108,57,114,115]",0,100,[],0,"",0,"",[],1,"","",1,[]
1366,"bestiary_tigerboss",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
1367,"bestiary_rhexboss",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
1368,"bestiary_scorpionboss",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
1369,"bestiary_crabboss",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
1370,"bestiary_purgehound",[0],4,6,0,0,[],"",0,[],"[57,103,104,105,93]",0,100,[],0,"",0,"",[],1,"","",1,[]
1371,"bestiary_harvest_beast_red",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1372,"bestiary_harvest_hellion_red",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1373,"bestiary_harvest_bramblehulk_red",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1374,"bestiary_harvest_squid_green",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1375,"bestiary_harvest_vultureparasite_green",[0],5,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1376,"bestiary_harvest_platedscorpion_green",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1377,"bestiary_harvest_rhex_blue",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1378,"bestiary_harvest_nessacrab_blue",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1379,"bestiary_harvest_goatman_blue",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1380,"tigerboss-spiritworld",[1294],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1381,"birdboss-snakepacks",[1297],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1382,"birdboss-avianpacks",[1297],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1383,"birdboss-chimeralpacks",[1297],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1384,"birdboss-rhexpacks",[1297],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1385,"BestiaryLeague_CrabBoss-miscpack",[1295],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1386,"royale_beach1",[1370],3,5,0,0,[],"",1,"[""BeachBottomWet""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1387,"royale_beach2",[1370],3,5,0,0,[],"",1,"[""BeachBottomWet""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1388,"royale_beach3",[1370],3,5,0,0,[],"",1,"[""BeachBottomWet""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1389,"royale_plains1",[1370],4,8,0,0,[],"",1,"[""RoyalePlains""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1390,"royale_desert1",[1370],4,8,0,0,[],"",1,"[""RoyaleDesert""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1391,"royale_desert2",[1370],4,8,0,0,[],"",1,"[""RoyaleDesert""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1392,"royale_iceberg1",[1370],4,8,0,0,[],"",1,"[""RoyaleIceberg""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1393,"royale_iceberg2",[1370],4,8,0,0,[],"",1,"[""RoyaleIceberg""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1394,"royale_boiling1",[1370],4,8,0,0,[],"",1,"[""RoyaleBoilingLake""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1395,"royale_boiling2",[1370],4,8,0,0,[],"",1,"[""RoyaleBoilingLake""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1396,"royale_swamp1",[1370],4,8,0,0,[],"",1,"[""RoyaleSwamp""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1397,"royale_swamp2",[1370],4,8,0,0,[],"",1,"[""RoyaleSwamp""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1398,"royale_forest1",[1370],6,9,0,0,[],"",1,"[""RoyaleForest""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1399,"royale_city1",[1370],3,8,0,0,[],"",1,"[""RoyaleCity""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1400,"royale_city2",[1370],5,9,0,0,[],"",1,"[""RoyaleCity""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1401,"royale_city3",[1370],7,13,0,0,[],"",1,"[""RoyaleCity""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1402,"incursion-temple-fire1","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1403,"incursion-temple-lightning1","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1404,"incursion-temple-blood1","[299,300,301]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1405,"incursion-temple-construct1","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1406,"incursion-temple-snake1","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""ForestFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1407,"incursion-temple-snake2","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1408,"incursion-temple-fragment1","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1409,"incursion-temple-gemmonsters1","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""ForestFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1410,"incursion-temple-monkeys1","[295,296,297,298,299,300,301]",8,12,0,0,[],"",1,"[""ForestFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1411,"incursion-temple-wraiths1","[295,296,297,298,299,300,301]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1412,"incursion-temple-map-fire1","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1413,"incursion-temple-map-lightning1","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1414,"incursion-temple-map-blood1","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1415,"incursion-temple-map-chaos1","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1416,"incursion-temple-map-construct1","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1417,"incursion-temple-map-snake1","[302,303,304]",5,8,0,0,[],"",1,"[""ForestFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1418,"incursion-temple-map-snake2","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1419,"incursion-temple-map-fragment1","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1420,"incursion-temple-map-gemmonsters1","[302,303,304]",5,8,0,0,[],"",1,"[""ForestFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1421,"incursion-temple-map-monkeys1","[302,303,304]",8,12,0,0,[],"",1,"[""ForestFloor""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1422,"incursion-temple-map-wraiths1","[302,303,304]",5,8,0,0,[],"",1,"[""IncursionFloorOld""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
1423,"incursion-temple-map-minions1",[0],5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1424,"delve-amplifier-pack",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1425,"delve-skeleton-pack",[0],8,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1426,"delve-essence-pack",[0],8,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1427,"delve-azurite-weta-pack",[0],3,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1428,"delve-azurite-spider-pack",[0],3,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1429,"delve-azurite-monkey-pack",[0],4,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1430,"delve-azurite-bat-pack",[0],4,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1431,"delve-rhoa-pack",[0],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1432,"delve-rhoa-pack2",[0],4,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1433,"delve-wolf-pack",[0],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1434,"delve-furyhound-pack",[0],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1435,"delve-mossmonster-pack",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1436,"delve-crab-pack",[0],5,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1437,"delve-hellion-pack",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1438,"delve-ghostpirate-pack",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1439,"delve-cavedweller",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1440,"delve-bat",[0],4,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1441,"delve-monkey",[0],4,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1442,"delve-qiongqi",[0],2,4,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1443,"delve-weta",[0],4,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1444,"delve-spider",[0],4,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1445,"delve-skeleton-fire",[0],8,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1446,"delve-skeleton-phys",[0],8,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1447,"delve-skeleton-cold",[0],8,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1448,"betrayal-siegepack1",[0],5,8,25,1,[7072],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1449,"betrayal-siegepack2",[0],5,10,25,1,[7072],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1450,"betrayal-siegepack3",[0],6,10,25,1,[7072],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1451,"betrayal-cartguard1",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1452,"betrayal-cartguard2",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1453,"einhar-beast1",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1454,"einhar-beast2",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1455,"einhar-beast3",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1456,"einhar-beast4",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1457,"einhar-monkey1",[0],8,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1458,"einhar-monkey2",[0],8,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1459,"einhar-monkey3",[0],8,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1460,"einhar-cavespiders1",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1461,"einhar-cavespiders2",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1462,"einhar-cavespiders3",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1463,"einhar-cavespiders4",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1464,"einhar-dropbear1",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1465,"einhar-dropbear2",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1466,"einhar-dropbear3",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1467,"einhar-snake1",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1468,"einhar-snake2",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1469,"einhar-snake3",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1470,"einhar-thornspiders1",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1471,"einhar-thornspiders2",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1472,"einhar-rhoa1",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1473,"einhar-rhoa2",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1474,"einhar-bonerhoa1",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1475,"einhar-bonerhoa2",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1476,"einhar-insectspawner1",[0],6,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1477,"einhar-spiker1",[0],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1478,"einhar-kiweth1",[0],3,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1479,"einhar-kiweth2",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1480,"einhar-chimeral1",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1481,"einhar-chimeral2",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1482,"einhar-vultureparasite1",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1483,"einhar-vultureparasite2",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
1484,"einhar-vultureparasite3",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
