"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3"
851,"nemesis_physical_retaliation_charging","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/chargeup_small_epk.epk"",""Metadata/Effects/Spells/monsters_effects/nemesis_mods/chargeup_epk.epk""]",[],[],"","","","","","","","",[],[],[],""
852,"nemesis_cold_retaliation","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/Cold_beam/small_epk.epk"",""Metadata/Effects/Spells/monsters_effects/nemesis_mods/Cold_beam/epk.epk""]",[],[],"","","","","","","","",[],[],[],""
853,"ice_siphon_trap_debuff","Art/2DArt/SkillIcons/IceSiphon.dds","[""Metadata/Effects/Spells/trap_02/ice_siphon/affected.epk""]",[],[],"","","","","","","","",[],[],[],""
854,"ice_siphon_trap_buff","Art/2DArt/SkillIcons/IceSiphon.dds","[""Metadata/Effects/Spells/trap_02/ice_siphon/player_leech.epk""]",[],[],"","","","","","","","",[],[],[],""
855,"vaal_lightning_strike_debuff","","[""Metadata/Effects/Spells/lightning_strike/VaalEPK.epk""]",[],[],"","","","","","","","",[],[],[],""
856,"vaal_double_strike_two","","[""Metadata/Effects/Spells/doublestrike/shadow_clone.epk""]",[],[],"","","","","","","","",[],[],[],""
857,"vaal_double_strike_two_luminous","","[""Metadata/Effects/Microtransactions/Spells/double_strike/rainbow/vaal_EPK.epk""]",[],[],"","","","","","","","",[],[],[],""
858,"nemesis_fire_retaliation","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/fire_mod/rune_epk/rune.epk""]",[],[],"","","","","","","","",[],[],[],""
859,"nemesis_fire_retaliation_charging","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/fire_mod/fire_epk/charge_up.epk""]",[],[],"","","","","","","","",[],[],[],""
860,"architect_healing_beam","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/healing_totems/healing/healing.epk""]",[],[],"","","","","","","","",[],[],[],""
861,"impurity_enemy_debuff_fire","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalaurafireresist.dds","[""Metadata/Effects/StatusAilments/impurity_enemy_debuff.epk""]",[],[],"","","","","","","","",[],[],[],""
862,"impurity_enemy_debuff_cold","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalauracoldresist.dds","[""Metadata/Effects/StatusAilments/impurity_enemy_debuff.epk""]",[],[],"","","","","","","","",[],[],[],""
863,"impurity_enemy_debuff_lightning","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalauralightningresist.dds","[""Metadata/Effects/StatusAilments/impurity_enemy_debuff.epk""]",[],[],"","","","","","","","",[],[],[],""
864,"blood_ground","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","",[],[],[],""
865,"quicksand_display_buff_architect","Art/2DArt/SkillIcons/BreachPortal.dds","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/breach_quicksands/charaFX.epk""]",[],[],"","Breach Void","","","The Breach consumes you, dealing Physical Damage over time.","","","",[],[],[],""
866,"vaal_novasoul_immune","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/protective_shield/protshield.epk""]",[],[],"","","","","","","","",[],[],[],""
867,"incursion_demon_sacrifice_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/demon_sacrifice/sacrifice_state/sacrifice_state.epk""]",[],[],"","","","","","","","",[],[],[],""
868,"infernal_blow_new_debuff","Art/2DArt/SkillIcons/iconinnerfire.dds","[""Metadata/Particles/infernal_blow/new/epk1.epk""]",[],[],"","","","","","","","",[],[],[],""
869,"infernal_blow_new_debuff2","","[""Metadata/Particles/infernal_blow/new/epk2.epk""]",[],[],"","","","","","","","",[],[],[],""
870,"infernal_blow_new_debuff3","","[""Metadata/Particles/infernal_blow/new/epk3.epk""]",[],[],"","","","","","","","",[],[],[],""
871,"incursion_construct_enrage","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/buffs/generic/vaal_enrage.epk""]",[],[],"","","","","","","","",[],[],[],""
872,"vaal_earthquake_display","Art/2DArt/SkillIcons/QuakeSlam.dds",[],[],[],"","","","","","","","",[],[],[],""
873,"vaal_earthquake_stationary","","[""Metadata/Effects/Spells/vaal_skills/earthquake/buff/vaal_earthquake_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
874,"wasteland_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/fire/wasteland_fire.epk""]",[],[],"","","","","","","","",[],[],[],""
875,"wasteland_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/ice/wasteland_ice.epk""]",[],[],"","","","","","","","",[],[],[],""
876,"wasteland_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/lightning/wasteland_lightning.epk""]",[],[],"","","","","","","","",[],[],[],""
877,"wasteland_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/lightning/wasteland_lightning_active.epk""]",[],[],"","","","","","","","",[],[],[],""
878,"automaton_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_FIRE.epk""]",[],[],"","","","","","","","",[],[],[],""
879,"automaton_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_ICE.epk""]",[],[],"","","","","","","","",[],[],[],""
880,"automaton_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_LIT.epk""]",[],[],"","","","","","","","",[],[],[],""
881,"automaton_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_LIT_active.epk""]",[],[],"","","","","","","","",[],[],[],""
882,"arc_damage_is_lucky","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Spells/vaal_skills/arc/buff/vaalarcbuff.epk""]",[],[],"","","","","","","","",[],[],[],""
883,"arc_damage_is_lucky_automaton","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Microtransactions/Spells/arc/crimson/VaalBuff.epk""]",[],[],"","","","","","","","",[],[],[],""
884,"cold_snap_chilled","Art/2DArt/SkillIcons/iconcoldsnap.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/vaal_skills/cold_snap/player_epk/player_epk.epk""]",[],"","","","","","","","",[],[],[],""
885,"omnitect_thruster","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/thruster/debuff.epk""]",[],[],"","","","","","","","",[],[],[],""
886,"omnitect_cone_debuff","Art/2DArt/BuffIcons/SeaWitchScreech.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[],""
887,"celestial_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_FIRE.epk""]",[],[],"","","","","","","","",[],[],[],""
888,"celestial_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_ICE.epk""]",[],[],"","","","","","","","",[],[],[],""
889,"celestial_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_LIT.epk""]",[],[],"","","","","","","","",[],[],[],""
890,"celestial_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial/epk_LIT_active.epk""]",[],[],"","","","","","","","",[],[],[],""
891,"delve_darkness","Art/2DArt/BuffIcons/AbyssShadowForm.dds",[],[],[],"","","","","","","","",[],[],[],""
892,"delve_light","Art/2DArt/BuffIcons/DivineFlare.dds",[],[],[],"","","","","","","","",[],[],[],""
893,"vanished_icon_only","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
894,"vanished_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
895,"vanished_vaal_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
896,"smite_aura","Art/2DArt/SkillIcons/Smite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/smite/smite_lightning_aura.epk""]",[],"","","","","","","","",[],[],[],""
897,"valkyrie_smite_aura","Art/2DArt/SkillIcons/Smite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Spells/smite/valhalla/valkyrie_aura.epk""]",[],"","","","","","","","",[],[],[],""
898,"blood_guard_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/fire/herald_of_fire.epk""]",[],[],"","","","","","","","",[],[],[],""
899,"blood_guard_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/ice/herald_of_ice.epk""]",[],[],"","","","","","","","",[],[],[],""
900,"blood_guard_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/lightning/herald_of_lightning.epk""]",[],[],"","","","","","","","",[],[],[],""
901,"blood_guard_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/lightning/herald_of_lightning_active.epk""]",[],[],"","","","","","","","",[],[],[],""
902,"fire_beam_shaper_visual","","[""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/beam_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
903,"oriathan_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/fire/herald_of_fire.epk""]",[],[],"","","","","","","","",[],[],[],""
904,"oriathan_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/ice/herald_of_ice.epk""]",[],[],"","","","","","","","",[],[],[],""
905,"oriathan_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/lightning/herald_lightning.epk""]",[],[],"","","","","","","","",[],[],[],""
906,"oriathan_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/lightning/herald_lightning_active.epk""]",[],[],"","","","","","","","",[],[],[],""
907,"unique_perquils_toe_lucky_damage","Art/2DArt/BuffIcons/PerquilsToe.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
908,"static_strike_buff","Art/2DArt/SkillIcons/StaticStrikeSkillIcon.dds","[""Metadata/Effects/Spells/static_strike_02/player_buff/player_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
909,"summoned_relic_regeneration","Art/2DArt/SkillIcons/HolyRelicSkillIcon.dds","[""Metadata/Effects/Spells/summon_relic/holy_relic/healing_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
910,"herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Spells/herald/agony/hand_buff/hand_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
911,"herald_of_agony_blood_guard","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/agony/bloodguard_herald_agony.epk""]",[],[],"","","","","","","","",[],[],[],""
912,"herald_of_agony_faith_guard","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/agony/faithguard_herald_agony.epk""]",[],[],"","","","","","","","",[],[],[],""
913,"herald_of_agony_celestial","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial_agonypurity/agony/celestial_herald_agony.epk""]",[],[],"","","","","","","","",[],[],[],""
914,"herald_of_agony_demonic","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_agony.epk""]",[],[],"","","","","","","","",[],[],[],""
915,"herald_of_agony_empyrean","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Agony.epk""]",[],[],"","","","","","","","",[],[],[],""
916,"virulence","Art/2DArt/SkillIcons/HeraldOfAgony.dds",[],[],[],"","","","","","","","",[],[],[],""
917,"herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Spells/herald/light/hand_buff/hand_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
918,"herald_of_light_blood_guard","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/cultist/purity/bloodguard_herald_purity.epk""]",[],[],"","","","","","","","",[],[],[],""
919,"herald_of_light_faith_guard","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/oriathan/divine/purity/faithguard_herald_purity.epk""]",[],[],"","","","","","","","",[],[],[],""
920,"herald_of_light_celestial","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/celestial_agonypurity/purity/celestial_heraldpurity.epk""]",[],[],"","","","","","","","",[],[],[],""
921,"herald_of_light_demonic","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_purity.epk""]",[],[],"","","","","","","","",[],[],[],""
922,"herald_of_light_empyrean","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Purity.epk""]",[],[],"","","","","","","","",[],[],[],""
923,"virulent_arrow_counter","Art/2DArt/SkillIcons/VirulentArrowSkillIcon.dds",[],[],[],"","","","","","","","",[],[],[],""
924,"dominating_blow_normal_visual","","[""Metadata/Effects/Spells/dominating_blow/minion_epk/minion_normal.epk""]",[],[],"","","","","","","","",[],[],[],""
925,"dominating_blow_magic_visual","","[""Metadata/Effects/Spells/dominating_blow/minion_epk/minion_magic.epk""]",[],[],"","","","","","","","",[],[],[],""
926,"dominating_blow_rare_visual","","[""Metadata/Effects/Spells/dominating_blow/minion_epk/minion_rare.epk""]",[],[],"","","","","","","","",[],[],[],""
927,"azurite_debuff","Art/2DArt/BuffIcons/AzuriteDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
928,"reduced_enemy_resistance_from_item","Art/2DArt/BuffIcons/DelveResist.dds","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura/affected/monster_debuffed.epk""]","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura/player/playerAura.epk""]",[],"","","","","","","","",[],[],[],""
929,"nearby_enemy_delve_unique","Art/2DArt/BuffIcons/DelveResist2.dds","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura_azurite/affected/monster_debuffed.epk""]","[""Metadata/Effects/Auras/league_delve/resist_debuff_aura_azurite/player/playerAura.epk""]",[],"","","","","","","","",[],[],[],""
930,"added_damage_per_socket_unique","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]",[],[],"","","","","","","","",[],[],[],""
931,"arc_damage_is_lucky_sulphite","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Microtransactions/Spells/arc/sulphite/vaal_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
932,"impale","Art/2DArt/BuffIcons/ImpaleDebuff.dds","[""Metadata/Effects/Spells/impale/debuff/on_monster/monster_debuff.epk"",""Metadata/Effects/Spells/impale/debuff/on_monster/monster_sml_debuff.epk"",""Metadata/Effects/Spells/impale/debuff/on_monster/monster_mid_debuff.epk"",""Metadata/Effects/Spells/impale/debuff/on_monster/monster_large_debuff.epk""]",[],[],1,"","","","","","","",[],[],[],""
933,"zana_bubble","Art/2DArt/BuffIcons/invulnerability.dds",[],[],[],"","","","","","","","",[],[],[],""
934,"einhar_life_aura","Art/2DArt/BuffIcons/EinharLifeAura.dds","[""Metadata/Effects/Spells/Masters/Einhar/aura/player_affected.epk""]","[""Metadata/Effects/Spells/Masters/Einhar/aura/einhar_aura.epk""]",[],"","","","","","","","",[],[],[],""
935,"focus","Art/2DArt/SkillIcons/DjinnFocus.dds","[""Metadata/Effects/Spells/Masters/NinjaCop/player_buff/playerEffect.epk""]",[],[],"","","","","","","","",[],[],[],""
936,"quicksand_display_buff_ninjacop","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/Spells/Masters/NinjaCop/ink_ripple/monster_effect.epk""]",[],[],"","","","","","","","",[],[],[],""
937,"betrayal_zombie_enrage","","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Necromancer/ZombieEnraged.epk""]",[],[],"","","","","","","","",[],[],[],""
938,"secret_police_taser","Art/2DArt/BuffIcons/ArcTrap.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[],""
939,"frost_fury_stages","Art/2DArt/SkillIcons/FrostFury.dds",[],[],[],"","","","","","","","",[],[],[],""
940,"bloodstained_banner","Art/2DArt/SkillIcons/WarBanner.dds",[],[],[],"","","","","","","","",[],[],[],""
941,"bloodstained_banner_debuff","Art/2DArt/BuffIcons/WarbannerDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
942,"puresteel_banner","Art/2DArt/SkillIcons/DreadBanner.dds",[],[],[],"","","","","","","","",[],[],[],""
943,"puresteel_banner_debuff","Art/2DArt/BuffIcons/DreadBannerDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
944,"armourevasion_banner","Art/2DArt/SkillIcons/ArmourandEvasionBanner.dds",[],[],[],"","","","","","","","",[],[],[],""
945,"armourevasion_banner_debuff","Art/2DArt/BuffIcons/ArmourandEvasionBannerBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
946,"banner_stage","Art/2DArt/SkillIcons/DefaultBanner.dds",[],[],[],"","","","","","","","",[],[],[],""
947,"conduit_sigil","Art/2DArt/SkillIcons/ConduitSigil.dds",[],[],[],"","","","","","","","",[],[],[],""
948,"player_aura_corsair_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/fairgraves_corsair/corsair_aura.epk""]",[],"","","","","","","","",[],[],[],""
949,"betrayal_scientist_reflection_beam","Art/2DArt/BuffIcons/LightningSearingBond.dds","[""Metadata/Effects/StatusAilments/shocked_red.epk""]",[],[],"","","","","","","","",[],[],[],""
950,"arctic_breath_cold_damage_over_time","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","",[],[],[],""
951,"shapers_presence","Art/2DArt/BuffIcons/ShapersPresence.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/shapers_presence/fade_in.epk""]",[],"","","","","","","","",[],[],[],""
952,"betrayal_healing_totem_buff","","[""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/GhostFire.epk""]",[],[],"","","","","","","","",[],[],[],""
953,"summoned_spider_buff","Art/2DArt/SkillIcons/ArakaalisFang.dds",[],[],[],"","","","","","","","",[],[],[],""
954,"player_aura_betrayal_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/betrayal_aura/betrayal_aura.epk""]",[],"","","","","","","","",[],[],[],""
955,"ignited_damage_increase","Art/2DArt/BuffIcons/buffonfire.dds",[],[],[],"","","","","","","","",[],[],[],""
956,"armageddon_brand","Art/2DArt/SkillIcons/ArmageddonBrand.dds",[],[],[],"","","","","","","","",[],[],[],""
957,"champion_master_of_metal","Art/2DArt/SkillIcons/passives/Champion/ImpalePassiveNotable.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
958,"betrayal_banner","","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/banner/defense_epk.epk""]",[],[],"","","","","","","","",[],[],[],""
959,"player_aura_mystic_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/fairgraves_mystic/corsair_aura.epk""]",[],"","","","","","","","",[],[],[],""
960,"betrayal_keema_enrage","","[""Metadata/Effects/Spells/Masters/Keema/enrage_epk/enrage.epk""]",[],[],"","","","","","","","",[],[],[],""
961,"overpowered","Art/2DArt/BuffIcons/OverpoweredDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
962,"ground_consecration_elreon","Art/2DArt/BuffIcons/consecrated.dds","[""Metadata/Effects/Spells/Masters/Elreon/consecrated_ground/unholy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
963,"ground_consecration_stygian","Art/2DArt/BuffIcons/consecrated.dds","[""Metadata/Effects/Spells/ground_effects_v2/consecrated_stygian/holy_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
964,"betrayal_hillock_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Hillock/roar_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
965,"arctic_breath_ground","Art/2DArt/SkillIcons/arcticbreath.dds","[""Metadata/Effects/Spells/arctic_breath_02/aura/Arctic_Frost_In.epk""]",[],[],"","","","","","","","",[],[],[],""
966,"scorched","Art/2DArt/BuffIcons/ScorchedBuff.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk"",""Metadata/Effects/Spells/supports/aurafy/fire.epk"",""Metadata/Effects/Spells/supports/aurafy/large_fire.epk""]",[],1,"","","","","","","",[],[],[],""
967,"brittle","Art/2DArt/BuffIcons/BrittleBuff.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/supports/aurafy/chilled.epk""]",[],1,"","","","","","","",[],[],[],""
968,"sapped","Art/2DArt/BuffIcons/SappedBuff.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]","[""Metadata/Effects/Spells/supports/aurafy/light.epk"",""Metadata/Effects/Spells/supports/aurafy/light.epk"",""Metadata/Effects/Spells/supports/aurafy/large_light.epk""]",[],1,"","","","","","","",[],[],[],""
969,"unique_life_regen_aura_from_block","Art/2DArt/BuffIcons/UniqueLifeRegenAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]",[],[],"","","","","","","","",[],[],[],""
970,"betrayal_catarina_blackflame","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/deathflame_ignite/deathflame_ignite.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
971,"betrayal_catarina_ghostflame","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
972,"betrayal_catarina_ritual","Art/2DArt/BuffIcons/undyingbreath.dds",[],[],[],"","","","","","","","",[],[],[],""
973,"betrayal_catarina_immunity","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/undead_pillar/healing.epk""]",[],[],"","","","","","","","",[],[],[],""
974,"stygian_mirage_archer_effect","","[""Metadata/Effects/Microtransactions/Spells/mirage_archer/stygian/stygian.epk""]",[],[],"","","","","","","","",[],[],[],""
975,"stygian_mirage_archer_fadein_effect","","[""Metadata/Effects/Microtransactions/Spells/mirage_archer/stygian/fadein.epk""]",[],[],"","","","","","","","",[],[],[],""
976,"player_aura_lava_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/LavaAura/lava_aura.epk""]",[],"","","","","","","","",[],[],[],""
977,"soulrend","Art/2DArt/SkillIcons/Soulrend.dds","[""Metadata/Effects/Spells/soulrend/soulrend.epk""]",[],[],"","","","","","","","",[],[],[],""
978,"quicksand_display_buff_synthesis","Art/2DArt/BuffIcons/SynthesisVoidSand.dds","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/voidsand_charafx.epk""]",[],[],"","Void Pit","","","You are slowed and taking physical damage over time.","","","",[],[],[],""
979,"quicksand_display_buff_maven","Art/2DArt/BuffIcons/SynthesisVoidSand.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/void_zone/epk/void_zone.epk""]",[],[],"","Gravity Well","","","You are slowed and taking Cold Damage over time.","","","",[],[],[],""
980,"dark_ritual","Art/2DArt/SkillIcons/DarkRitual.dds","[""Metadata/Effects/Spells/dark_ritual/dot.epk""]",[],[],"","","","","","","","",[],[],[],""
981,"storm_barrier_support_damage","Art/2DArt/BuffIcons/InfusionBuff.dds","[""Metadata/Effects/Spells/storm_barrier/epk/power_buff.epk""]",[],[],"","","","","","Metadata/Effects/Spells/storm_barrier/epk/power_buff_player.epk","","",[],[],[],""
982,"player_aura_stygian_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/stygian/stygianaura.epk""]",[],"","","","","","","","",[],[],[],""
983,"player_aura_spell_damage","Art/2DArt/SkillIcons/SpellDamageAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/spell_damage/SpellDamageAura.epk""]",[],1,"","","","","","","",[],[],[],""
984,"divine_tempest_stage","Art/2DArt/SkillIcons/DivineTempest.dds",[],[],[],"","","","","","","","",[],[],[],""
985,"soulrend_fade_out","","[""Metadata/Effects/Spells/soulrend/soulrend_fadeout.epk""]",[],[],"","","","","","","","",[],[],[],""
986,"player_aura_damage_over_time","Art/2DArt/SkillIcons/DeliriumAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/delirium/DeliriumAura.epk""]",[],1,"","","","","","","",[],[],[],""
