"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","[i32]","[i32]","[i32]","[i32]","[rid]","rid","i32","bool","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid","bool"
2995,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestBoots",40,2,2,"Harvest Core Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-66516258,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",9,"","",""
2996,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestGloves",40,2,2,"Harvest Core Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1661112682,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",4,"","",""
2997,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestBodyArmour",40,2,2,"Harvest Core Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1900149280,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",3,"","",""
2998,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestWings",40,2,2,"Harvest Core Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1322211458,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",2,"","",""
2999,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestWeaponEffect",40,2,2,"Harvest Core Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",611820793,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",21,"","",""
3000,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreHarvestPortalEffect",40,2,2,"Harvest Core Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-923235520,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",16,"","",""
3001,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreHarvestPortraitFrame",40,2,2,"Harvest Core Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1827988205,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",18,"","",""
3002,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasHood",40,2,2,"Atlas Core Alternate Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1979311516,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",11,"","",""
3003,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasHelmet",40,2,2,"Atlas Core Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",555900301,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",11,"","",""
3004,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasBoots",40,2,2,"Atlas Core Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1613880840,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",9,"","",""
3005,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasGloves",40,2,2,"Atlas Core Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",629714098,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",4,"","",""
3006,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasBodyArmour",40,2,2,"Atlas Core Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1797323612,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",3,"","",""
3007,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasWings",40,2,2,"Atlas Core Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1763986430,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",2,"","",""
3008,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTencentCoreAtlasWings",40,2,2,"Tencent Atlas Core Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1898693241,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",2,"","",""
3009,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreAtlasCharacterEffect",40,2,2,"Atlas Core Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1044827192,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",5,"","",""
3010,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasWeaponEffect",40,2,2,"Atlas Core Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1397080615,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",21,"","",""
3011,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCoreAtlasPortalEffect",40,2,2,"Atlas Core Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1986317318,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",16,"","",""
3012,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCoreAtlasPortraitFrame",40,2,2,"Atlas Core Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",917018396,[],[],[],[],[],264,"","",[],184,[],-16843010,-16843010,"",18,"","",""
3013,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainHelmet",40,2,2,"Chieftain Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-451768595,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",11,"","",""
3014,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainBoots",40,2,2,"Chieftain Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-2044884762,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",4,"","",""
3015,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainGloves",40,2,2,"Chieftain Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1732331794,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",9,"","",""
3016,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChieftainBodyArmour",40,2,2,"Chieftain Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1854767918,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",3,"","",""
3017,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualBrimmedHat",40,2,2,"Ritual Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",35196128,[],[],[],[],[],264,"","",[],182,[],-16843010,-16843010,"",11,"","",""
3018,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualWeaponEffect",40,2,2,"Ritual Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",478196693,[],[],[],[],[],264,"","",[],182,[],-16843010,-16843010,"",21,"","",""
3019,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionRitualCharacterEffect",40,2,2,"Ritual Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-676999253,[],[],[],[],[],264,"","",[],182,[],-16843010,-16843010,"",5,"","",""
3020,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingHelmetAttachment",40,2,2,"Suffering Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",616941871,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",10,"","",""
3021,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingHelmet",40,2,2,"Suffering Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-23060404,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",11,"","",""
3022,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingBoots",40,2,2,"Suffering Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-954815298,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",4,"","",""
3023,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingGloves",40,2,2,"Suffering Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1403139748,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",9,"","",""
3024,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingBodyArmour",40,2,2,"Suffering Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",512999841,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",3,"","",""
3025,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingCloak",40,2,2,"Suffering Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",763274791,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",2,"","",""
3026,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingWings",40,2,2,"Suffering Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1484901607,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",2,"","",""
3027,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingWeapon",40,2,2,"Suffering Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1592970305,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",22,"","",""
3028,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingWeaponEffect",40,2,2,"Suffering Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-124878497,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",21,"","",""
3029,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSufferingCharacterEffect",40,2,2,"Suffering Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2060290186,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",5,"","",""
3030,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingPortalEffect",40,2,2,"Suffering Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1289523652,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",16,"","",""
3031,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSufferingFootprintsEffect",40,2,2,"Suffering Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-413776737,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",8,"","",""
3032,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSufferingAuraEffect",40,2,2,"Suffering Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-891556766,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",17,"","",""
3033,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSufferingToxicRainEffect",40,2,2,"Suffering Toxic Rain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1056675745,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",17,"","",""
3034,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSufferingMirageArcher",40,2,2,"Suffering Mirage Archer","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",836897753,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",17,"","",""
3035,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryHelmetAttachment",40,2,2,"Misery Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-2052049755,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",10,"","",""
3036,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryHelmet",40,2,2,"Misery Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1712345709,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",11,"","",""
3037,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryBoots",40,2,2,"Misery Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-757295137,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",4,"","",""
3038,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryGloves",40,2,2,"Misery Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1744616239,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",9,"","",""
3039,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryBodyArmour",40,2,2,"Misery Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",334578738,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",3,"","",""
3040,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryCloak",40,2,2,"Misery Swords Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-543582936,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",2,"","",""
3041,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryWings",40,2,2,"Misery Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-109708995,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",2,"","",""
3042,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryWeapon",40,2,2,"Misery Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1765727510,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",22,"","",""
3043,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryWeaponEffect",40,2,2,"Misery Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1468180769,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",21,"","",""
3044,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMiseryCharacterEffect",40,2,2,"Misery Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1784782689,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",5,"","",""
3045,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryPortalEffect",40,2,2,"Misery Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1839263753,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",16,"","",""
3046,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMiseryFootprintsEffect",40,2,2,"Misery Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-661442958,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",8,"","",""
3047,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMiseryAuraEffect",40,2,2,"Misery Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-806844049,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",17,"","",""
3048,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMiseryShieldChargeEffect",40,2,2,"Misery Shield Charge Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1900176607,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",17,"","",""
3049,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairHelmetAttachment",40,2,2,"Despair Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1659514628,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",10,"","",""
3050,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairHelmet",40,2,2,"Despair Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1919274400,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",11,"","",""
3051,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairBoots",40,2,2,"Despair Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-767120330,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",4,"","",""
3052,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairGloves",40,2,2,"Despair Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-557949269,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",9,"","",""
3053,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairBodyArmour",40,2,2,"Despair Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1710077607,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",3,"","",""
3054,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairCloak",40,2,2,"Despair Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-881287370,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",2,"","",""
3055,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairWings",40,2,2,"Despair Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1809260536,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",2,"","",""
3056,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDespairHeraldEffect",40,2,2,"Despair Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1423226584,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",17,"","",""
3057,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairPortalEffect",40,2,2,"Despair Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2086668481,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",16,"","",""
3058,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDespairFootprintsEffect",40,2,2,"Despair Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",346170636,[],[],[],[],[],264,"","",[],181,[],-16843010,-16843010,"",8,"","",""
3059,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionScythe",40,2,2,"Banebrand Scythe","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-846019931,[],[],[],[],[],264,"","",[],198,[],-16843010,-16843010,"",22,"","",""
3060,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialGroundSlamEffect",40,2,2,"Celestial Ground Slam Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1496102003,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"","",""
3061,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingHelmetAttachment",40,2,2,"Frost Viking Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1330630462,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",10,"","",""
3062,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingAlternateHelmet",40,2,2,"Frost Viking Alternate Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",45316955,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",11,"","",""
3063,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingHelmet",40,2,2,"Frost Viking Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1492526402,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",11,"","",""
3064,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingBoots",40,2,2,"Frost Viking Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-217380157,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",4,"","",""
3065,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingGloves",40,2,2,"Frost Viking Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1210217473,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",9,"","",""
3066,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingBodyArmour",40,2,2,"Frost Viking Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",181219190,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",3,"","",""
3067,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingCloak",40,2,2,"Frost Viking Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",746949993,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",2,"","",""
3068,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingBackAttachment",40,2,2,"Frost Viking Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-150719453,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",2,"","",""
3069,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingWeapon",40,2,2,"Frost Viking Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1388102092,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",22,"","",""
3070,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionFrostVikingAuraEffect",40,2,2,"Frost Viking Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1043247798,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",17,"","",""
3071,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFrostVikingPortalEffect",40,2,2,"Frost Viking Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-735960431,[],[],[],[],[],264,"","",[],189,[],-16843010,-16843010,"",16,"","",""
3072,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialToxicRainEffect",40,2,2,"Celestial Toxic Rain Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",993010580,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"","",""
3073,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialFirestormEffect",40,2,2,"Celestial Firestorm Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1014198317,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"","",""
3074,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureHelmetAttachment",40,2,2,"Rapture Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1715336965,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",10,"","",""
3075,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureHelmet",40,2,2,"Rapture Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1322370289,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",11,"","",""
3076,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureBoots",40,2,2,"Rapture Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-246728306,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",4,"","",""
3077,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureGloves",40,2,2,"Rapture Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1209646852,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",9,"","",""
3078,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureBodyArmour",40,2,2,"Rapture Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1917292948,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",3,"","",""
3079,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureWings",40,2,2,"Rapture Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",419442247,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",2,"","",""
3080,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaptureWeapon",40,2,2,"Rapture Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",470229412,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",22,"","",""
3081,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRapturePortalEffect",40,2,2,"Rapture Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1497100687,[],[],[],[],[],264,"","",[],179,[],-16843010,-16843010,"",16,"","",""
