"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","i32","i32","ShowIfEmpty","bool","RenamedVersion","BaseVersion","IsAlternateArt"
1066,1169,10465,12,90,0,0,0,1,1,"","",""
1067,1171,10467,14,126,0,0,0,1,1,"","",""
1068,1172,10468,13,128,0,0,0,1,1,"","",""
1069,1175,10469,4,18,0,0,0,1,1,"","",""
1070,1173,8728,19,133,0,0,0,1,1,"","",""
1071,1174,8726,19,134,0,0,0,1,1,"","",""
1072,1177,10474,14,128,0,0,0,1,1,"","",""
1073,1182,10476,13,130,0,0,0,1,1,"","",""
1074,1179,10471,16,180,0,0,0,1,1,"","",""
1075,1180,10472,16,182,0,0,0,1,1,"","",""
1076,1181,10473,16,184,0,0,0,1,1,"","",""
1077,1183,10477,15,162,0,0,0,1,1,"","",""
1078,1184,10478,1,88,0,0,0,1,1,"","",""
1079,1189,10483,12,92,0,0,0,1,1,"","",""
1080,1194,10488,13,132,0,0,0,1,1,"","",""
1081,1188,10482,17,124,0,0,0,1,1,"","",""
1082,1185,10479,1,89,0,0,0,1,1,"","",""
1083,1186,10480,16,186,0,0,0,1,1,"","",""
1084,1190,10484,17,126,0,0,0,1,1,"","",""
1085,1196,10489,12,94,0,0,0,1,1,"","",""
1086,1197,10490,2,103,0,0,0,1,1,"","",""
1087,1198,10491,2,104,0,0,0,1,1,"","",""
1088,1187,10481,15,164,0,0,0,1,1,"","",""
1089,1192,10486,13,134,0,0,0,1,1,"","",""
1090,1200,10493,1,90,0,0,0,1,1,"","",""
1091,1202,10495,16,188,0,0,0,1,1,"","",""
1092,1199,10492,6,112,0,0,0,1,1,"","",""
1093,1193,10487,8,98,0,0,0,1,1,"","",""
1094,1201,10494,19,135,0,0,0,1,1,"","",""
1095,1158,10454,18,22,0,0,0,1,1,"","",""
1096,1159,10455,18,23,0,0,0,1,1,"","",""
1097,1160,10456,18,24,0,0,0,1,1,"","",""
1098,1161,10457,18,25,0,0,0,1,1,"","",""
1099,1162,10458,18,26,0,0,0,1,1,"","",""
1100,1203,10499,20,0,0,0,0,1,1,"","",""
1101,1204,10500,20,1,0,0,0,1,1,"","",""
1102,1205,10501,20,2,0,0,0,1,1,"","",""
1103,1206,10502,20,3,0,0,0,1,1,"","",""
1104,1207,10503,20,4,0,0,0,1,1,"","",""
1105,1208,10504,20,5,0,0,0,1,1,"","",""
1106,1209,10505,20,6,0,0,0,1,1,"","",""
1107,1213,10612,2,105,0,0,0,1,1,"","",""
1108,1214,10613,19,136,0,0,0,1,1,"","",""
1109,1215,10614,19,137,0,0,0,1,1,"","",""
1110,1216,10615,19,138,0,0,0,1,1,"","",""
1111,1217,10616,19,139,0,0,0,1,1,"","",""
1112,1218,10617,19,140,0,0,0,1,1,"","",""
1113,1220,10619,19,141,0,0,0,1,1,"","",""
1114,1221,10620,19,142,0,0,0,1,1,"","",""
1115,1224,10621,19,143,0,0,0,1,1,"","",""
1116,1223,10622,19,144,0,0,0,1,1,"","",""
1117,1222,10623,19,145,0,0,0,1,1,"","",""
1118,1210,10496,13,136,0,0,0,1,1,"","",""
1119,1211,10497,15,166,0,0,0,1,1,"","",""
1120,1212,10498,16,190,0,0,0,1,1,"","",""
1121,1225,10624,14,130,0,0,0,1,1,"","",""
1122,1225,10625,14,132,0,0,0,1,1,"","",""
1123,1225,10626,14,134,0,0,0,1,1,"","",""
1124,1227,10628,2,106,0,0,0,1,1,"","",""
1125,1230,10631,15,168,0,0,0,1,1,"","",""
1126,1229,10630,13,138,0,0,0,1,1,"","",""
1127,1236,10637,17,128,0,0,0,1,1,"","",""
1128,1231,10632,16,192,0,0,0,1,1,"","",""
1129,1235,10636,15,170,0,0,0,1,1,"","",""
1130,1239,10640,10,70,0,0,0,1,1,"","",""
1131,1234,10635,11,40,0,0,0,1,1,"","",""
1132,1243,9935,6,114,0,0,0,1,1,"",670,""
1133,1240,9936,12,96,0,0,0,1,1,"",671,""
1134,1245,9937,17,130,0,0,0,1,1,"",672,""
1135,1241,9938,11,42,0,0,0,1,1,"",673,""
1136,1242,9939,16,194,0,0,0,1,1,"",674,""
1137,1244,9940,10,72,0,0,0,1,1,"",675,""
1138,1237,10638,1,91,0,0,0,1,1,"","",""
1139,1233,10634,13,140,0,0,0,1,1,"","",""
1140,1249,9920,18,27,0,0,0,1,1,"",684,""
1141,1246,9941,1,92,0,0,0,1,1,"","",""
1142,1247,9942,16,196,0,0,0,1,1,"","",""
1143,1248,9943,12,98,0,0,0,1,1,"","",""
1144,1238,10639,3,36,0,0,0,1,1,"","",""
1145,181,7079,16,198,0,0,0,1,1,"",136,""
1146,630,9277,8,100,0,0,0,1,1,"",474,""
1147,64,5576,14,136,0,0,0,1,1,"",39,""
1148,624,9288,9,58,0,0,0,1,1,"",470,""
1149,93,6426,15,172,0,0,0,1,1,"",68,""
1150,1142,10406,11,44,0,0,0,1,1,"",863,""
1151,338,7373,13,142,0,0,0,1,1,"",232,""
1152,172,7070,13,144,0,0,0,1,1,"",132,""
1153,834,9758,17,132,0,0,0,1,1,"",619,""
1154,675,9346,0,31,0,0,0,1,1,"",504,""
1155,1257,9951,7,58,0,0,0,1,1,"","",""
1156,1256,9950,12,100,0,0,0,1,1,"","",""
1157,1252,9946,15,174,0,0,0,1,1,"","",""
1158,1251,9944,6,116,0,0,0,1,1,"","",""
1159,50,5562,15,176,0,0,0,1,1,"",26,""
1160,46,5558,1,93,0,0,0,1,1,"",23,""
1161,193,7093,1,94,0,0,0,1,1,"",142,""
1162,645,9307,1,95,0,0,0,1,1,"",493,""
1163,405,8097,12,102,0,0,0,1,1,"",280,""
1164,836,9756,12,104,0,0,0,1,1,"",618,""
1165,388,8105,2,107,0,0,0,1,1,"",270,""
1166,421,8572,2,108,0,0,0,1,1,"",295,""
1167,572,9186,2,109,0,0,0,1,1,"",427,""
1168,329,7361,2,110,0,0,0,1,1,"",224,""
1169,358,7467,11,46,0,0,0,1,1,"",248,""
1170,807,9729,15,178,0,0,0,1,1,"",593,""
1171,1010,10123,15,180,0,0,0,1,1,"",771,""
1172,972,10075,15,182,0,0,0,1,1,"",734,""
1173,706,9505,14,138,0,0,0,1,1,"",527,""
1174,912,9916,13,146,0,0,0,1,1,"",681,""
1175,159,7056,16,200,0,0,0,1,1,"",121,""
1176,1232,10633,16,202,0,0,0,1,1,"",1128,""
1177,213,7111,7,60,0,0,0,1,1,"",151,""
1178,382,7716,7,62,0,0,0,1,1,"",266,""
1179,115,6446,9,60,0,0,0,1,1,"",85,""
1180,237,7187,9,62,0,0,0,1,1,"",171,""
1181,544,8786,4,19,0,0,0,1,1,"",400,""
1182,108,6439,4,20,0,0,0,1,1,"",80,""
1183,1176,10470,4,21,0,0,0,1,1,"",1069,""
1184,1118,10275,6,118,0,0,0,1,1,"",841,""
1185,515,8755,19,146,0,0,0,1,1,"",374,""
1186,670,9341,6,120,0,0,0,1,1,"",500,""
1187,702,9375,6,122,0,0,0,1,1,"",526,""
1188,597,9247,19,147,0,0,0,1,1,"",449,""
1189,459,8631,15,184,0,0,0,1,1,"",323,""
1190,1254,9948,14,140,0,0,0,1,1,"","",""
1191,1253,9947,1,96,0,0,0,1,1,"","",""
1192,1138,10402,1,97,0,0,0,1,1,"",860,""
1193,40,5552,2,111,0,0,0,1,1,"",19,""
1194,1170,10466,12,106,0,0,0,1,1,"",1066,""
1195,284,7268,12,108,0,0,0,1,1,"",202,""
1196,1001,10114,15,186,0,0,0,1,1,"",763,""
1197,1113,10270,15,188,0,0,0,1,1,"",847,""
1198,326,7357,14,142,0,0,0,1,1,"",222,""
1199,1178,10475,14,144,0,0,0,1,1,"",1072,""
1200,779,9685,14,146,0,0,0,1,1,"",572,""
1201,736,9535,13,148,0,0,0,1,1,"",551,""
1202,888,9907,13,150,0,0,0,1,1,"",664,""
1203,244,7201,16,204,0,0,0,1,1,"",175,""
1204,1191,10485,17,134,0,0,0,1,1,"",1084,""
1205,699,9372,17,136,0,0,0,1,1,"",524,""
1206,188,7088,3,38,0,0,0,1,1,"",140,""
1207,147,6988,4,22,0,0,0,1,1,"",113,""
1208,372,7569,6,124,0,0,0,1,1,"",257,""
1209,1073,10155,8,102,0,0,0,1,1,"",801,""
1210,264,7239,6,126,0,0,0,1,1,"",185,""
1211,804,9726,5,22,0,0,0,1,1,"",591,""
1212,490,8731,19,148,0,0,0,1,1,"",354,""
1213,950,10077,19,149,0,0,0,1,1,"",707,""
1214,400,8093,10,74,0,0,0,1,1,"",277,""
1215,1261,9955,2,112,0,0,0,1,1,"","",""
1216,1268,9962,16,206,0,0,0,1,1,"","",""
1217,818,9740,14,148,0,0,0,1,1,"",603,""
1218,111,6442,14,150,0,0,0,1,1,"",82,""
1219,886,9903,14,152,0,0,0,1,1,"",661,""
1220,281,7273,0,32,0,0,0,1,1,"",200,""
1221,318,7338,16,208,0,0,0,1,1,"",215,""
1222,496,8736,19,150,0,0,0,1,1,"",358,""
1223,403,8095,12,110,0,0,0,1,1,"",279,""
1224,655,9319,3,40,0,0,0,1,1,"",494,""
1225,575,9191,3,42,0,0,0,1,1,"",428,""
1226,668,9339,8,104,0,0,0,1,1,"",499,""
1227,664,9335,8,106,0,0,0,1,1,"",496,""
1228,848,9803,10,76,0,0,0,1,1,"",629,""
1229,315,7335,10,78,0,0,0,1,1,"",213,""
1230,468,8702,5,23,0,0,0,1,1,"",336,""
1231,120,6451,5,24,0,0,0,1,1,"",89,""
1232,370,7567,0,33,0,0,0,1,1,"",256,""
1233,692,9365,19,151,0,0,0,1,1,"",518,""
1234,526,8766,19,152,0,0,0,1,1,"",383,""
1235,1163,10459,18,28,0,0,0,1,1,"",1099,""
1236,939,9924,18,29,0,0,0,1,1,"",703,""
1237,185,7085,18,30,0,0,0,1,1,"",333,""
1238,686,9359,19,153,0,0,0,1,1,"",513,""
1239,790,9702,19,154,0,0,0,1,1,"",579,""
1240,1282,9969,12,112,0,0,0,1,1,"","",""
1241,1255,9949,13,152,0,0,0,1,1,"","",""
1242,1269,9963,17,138,0,0,0,1,1,"","",""
1243,1265,9959,15,190,0,0,0,1,1,"","",""
1244,1259,9953,12,114,0,0,0,1,1,"","",""
1245,226,7177,8,108,0,0,0,1,1,"",161,""
1246,1126,10390,8,110,0,0,0,1,1,"",854,""
1247,257,7215,7,64,0,0,0,1,1,"",173,""
1248,1262,9956,2,113,0,0,0,1,1,"","",""
1249,128,6459,9,64,0,0,0,1,1,"",95,""
1250,1279,9966,17,140,0,0,0,1,1,"","",""
1251,1276,10829,19,155,0,0,0,1,1,"","",""
1252,1276,10830,19,156,0,0,0,1,1,"","",""
1253,1276,10831,19,157,0,0,0,1,1,"","",""
1254,1264,9958,15,192,0,0,0,1,1,"","",""
1255,1281,9968,16,210,0,0,0,1,1,"","",""
1256,1283,9970,1,98,0,0,0,1,1,"","",""
1257,1277,9964,19,158,0,0,0,1,1,"","",""
1258,1278,9965,19,159,0,0,0,1,1,"","",""
1259,1260,9954,19,160,0,0,0,1,1,"","",""
1260,1270,10726,21,0,0,0,0,"","","","",""
1261,1271,10725,21,1,0,0,0,1,1,"","",""
1262,1272,10727,21,2,0,0,0,1,1,"","",""
1263,1273,10729,21,3,0,0,0,1,1,"","",""
1264,1274,10728,21,4,0,0,0,1,1,"","",""
1265,1275,10730,21,5,0,0,0,1,1,"","",""
1266,1258,9952,16,212,0,0,0,1,1,"","",""
1267,1263,9957,4,23,0,0,0,1,1,"","",""
1268,1266,9960,16,214,0,0,0,1,1,"","",""
1269,1280,9967,17,142,0,0,0,1,1,"","",""
1270,1267,9961,10,80,0,0,0,1,1,"","",""
1271,1284,9971,17,144,0,0,0,1,1,"","",""
1272,1285,9972,2,114,0,0,0,1,1,"","",""
1273,1287,9974,12,116,0,0,0,1,1,"","",""
1274,1286,9973,13,154,0,0,0,1,1,"","",""
1275,1294,9982,2,115,0,0,0,1,1,"","",""
1276,1289,9976,4,24,0,0,0,1,1,"","",""
1277,1295,9983,16,216,0,0,0,1,1,"","",""
1278,1291,9979,12,118,0,0,0,1,1,"","",""
1279,1292,9980,12,120,0,0,0,1,1,"","",""
1280,1293,9981,12,122,0,0,0,1,1,"","",""
1281,1296,9984,14,154,0,0,0,1,1,"","",""
1282,1288,9975,16,218,0,0,0,1,1,"","",""
1283,1290,9977,15,194,0,0,0,1,1,"","",""
1284,1298,10932,20,7,0,0,0,1,1,"","",""
1285,1299,10933,20,8,0,0,0,1,1,"","",""
1286,1302,10934,20,9,0,0,0,1,1,"","",""
1287,1305,10935,20,10,0,0,0,1,1,"","",""
1288,1301,10936,20,11,0,0,0,1,1,"","",""
1289,1300,10937,20,12,0,0,0,1,1,"","",""
1290,1303,10938,20,13,0,0,0,1,1,"","",""
1291,1304,10939,20,14,0,0,0,1,1,"","",""
1292,1306,11019,17,146,0,0,0,1,"","","",""
1293,1307,11020,13,156,0,0,0,1,"","","",""
1294,1308,11021,8,112,0,0,0,1,"","","",""
1295,1309,11022,14,156,0,0,0,1,"","","",""
1296,1310,11023,16,220,0,0,0,1,"","","",""
1297,1311,11024,5,25,0,0,0,1,"","","",""
1298,1312,11025,10,82,0,0,0,1,1,"","",""
1299,1313,11026,2,116,0,0,0,1,1,"","",""
1300,1314,11027,10,84,0,0,0,1,1,"","",""
1301,1315,11028,19,161,0,0,0,1,1,"","",""
1302,1316,11029,19,162,0,0,0,1,1,"","",""
1303,1317,11030,19,163,0,0,0,1,1,"","",""
1304,1318,11031,19,164,0,0,0,1,1,"","",""
1305,1319,11032,11,48,0,0,0,1,1,"","",""
1306,1320,11033,17,148,0,0,0,1,1,"","",""
1307,1226,10627,16,222,0,0,0,1,1,"","",""
1308,1321,11034,13,158,0,0,0,1,"","","",""
1309,1322,11035,13,160,0,0,0,1,"","","",""
1310,1323,11038,16,224,0,0,0,1,"","","",""
1311,1324,11039,16,226,0,0,0,1,"","","",""
1312,1325,11036,14,158,0,0,0,1,"","","",""
1313,1326,11037,14,160,0,0,0,1,"","","",""
1314,1327,11040,0,34,0,0,0,1,"","","",""
1315,1328,11041,0,35,0,0,0,1,"","","",""
1316,1329,11042,0,36,0,0,0,1,"","","",""
1317,1330,11043,0,37,0,0,0,1,"","","",""
