"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","Tags","i32","i32","i32","i32","i32","i32","bool","rid","rid","rid","rid"
295,3,206,16525,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[1],[],0,0,33472,0,1155,1155,"","","",1,2432
296,3,207,16520,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,33556,0,1155,1155,"","","",1,2432
297,3,208,16521,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,33640,0,1155,1155,"","","",1,2432
298,3,209,16522,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,33724,0,1155,1155,"","","",1,2432
299,3,210,16526,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[],0,0,33808,0,1155,1155,"","","",2,281
300,3,211,16527,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[],0,0,33892,0,1155,1155,"","","",2,281
301,3,212,16528,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[],0,0,33976,0,1155,1155,"","","",2,281
302,3,213,16529,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[],0,0,34060,0,1155,1155,"","","",2,215
303,3,214,16530,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[],0,0,34144,0,1155,1155,"","","",2,215
304,3,215,16531,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[],0,0,34228,0,1155,1155,"","","",2,215
305,3,216,16534,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,[1],1,"",0,0,[1],[],0,0,34280,0,1155,1155,"","","",2,217
306,3,217,16535,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,[1],1,"",0,0,[1],[],0,0,34332,0,1155,1155,"","","",2,217
307,3,218,16532,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,34416,0,1155,1155,"","","",2,217
308,3,219,16533,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,34500,0,1155,1155,"","","",2,217
309,3,220,16536,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[13,10]",1,"",0,0,[],[],0,0,34556,0,1155,1155,"","","",2,207
310,3,221,16537,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[13,10]",1,"",0,0,[],[],0,0,34608,0,1155,1155,"","","",2,207
311,3,222,16538,[17],[2],0,"",7,[],0,"",0,0,[],"","","",[192],1,[11],1,"",0,0,[],[],0,0,34644,0,1155,1155,"","","",2,438
312,3,223,16539,[17],[4],0,"",7,[],0,"",0,0,[],"","","",[193],2,[11],1,"",0,0,[],[],0,0,34680,0,1155,1155,"","","",2,438
313,3,224,16540,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[5,7]",1,"",0,0,[],[],0,0,34732,0,1155,1155,"","","",2,1963
314,3,225,16541,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[5,7]",1,"",0,0,[],[],0,0,34784,0,1155,1155,"","","",2,1963
315,3,226,16542,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,4]",1,"",0,0,[],[],0,0,34836,0,1155,1155,"","","",2,2068
316,3,227,16543,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,4]",1,"",0,0,[],[],0,0,34888,0,1155,1155,"","","",2,2068
317,3,228,16544,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,7]",0,"",0,0,[],[],0,0,34940,0,1155,1155,"","","",2,7449
318,3,229,16545,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,7]",0,"",0,0,[],[],0,0,34992,0,1155,1155,"","","",2,7449
319,3,230,16546,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[],0,0,35028,0,1155,1155,"","","",2,34
320,3,231,16547,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[],0,0,35064,0,1155,1155,"","","",2,34
321,3,232,16548,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[],0,0,35100,0,1155,1155,"","","",2,1495
322,3,233,16549,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[],0,0,35136,0,1155,1155,"","","",2,1495
323,3,234,16550,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,[9],1,"",0,0,[],[],0,0,35172,0,1155,1155,"","","",1,128
324,3,235,16551,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,[9],1,"",0,0,[],[],0,0,35208,0,1155,1155,"","","",1,128
325,3,236,16552,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[226],0,[4],1,"",0,0,[],[],0,0,35244,0,1155,1155,"","","",2,1961
326,3,237,16553,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[227],0,[6],1,"",0,0,[],[],0,0,35280,0,1155,1155,"","","",1,1923
327,3,238,16554,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[227],0,"[5,9]",0,"",0,0,[],[],0,0,35332,0,1155,1155,"","","",2,1924
328,3,239,16555,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,[5],1,"",0,0,[],[],0,0,35368,0,1155,1155,"","","",2,399
329,3,240,16556,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,[5],1,"",0,0,[],[],0,0,35404,0,1155,1155,"","","",2,399
330,3,241,16557,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[228],0,[7],1,"",0,0,[],[],0,0,35440,0,1155,1155,"","","",1,401
331,3,242,16558,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[9,10]",1,"",0,0,[],[],0,0,35492,0,1155,1155,"","","",2,398
332,3,243,16559,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[9,10]",1,"",0,0,[],[],0,0,35544,0,1155,1155,"","","",2,398
333,3,244,16563,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[1,3]",1,"",0,0,"[1,3]",[],0,0,35628,0,1155,1155,"","","",1,406
334,3,245,16564,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[1,3]",1,"",0,0,"[1,3]",[],0,0,35712,0,1155,1155,"","","",1,406
335,3,246,16565,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[1,3]",1,"",0,0,"[1,3]",[],0,0,35796,0,1155,1155,"","","",1,406
336,3,247,16560,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,35880,0,1155,1155,"","","",1,406
337,3,248,16561,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,35964,0,1155,1155,"","","",1,406
338,3,249,16562,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,36048,0,1155,1155,"","","",1,406
339,3,250,16568,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,"[1,3]",[],0,0,36132,0,1155,1155,"","","",1,1267
340,3,251,16569,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,"[1,3]",[],0,0,36216,0,1155,1155,"","","",1,1267
341,3,252,16566,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,36300,0,1155,1155,"","","",1,1267
342,3,253,16567,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,36384,0,1155,1155,"","","",1,1267
343,3,254,16572,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,"[1,3]",[],0,0,36468,0,1155,1155,"","","",1,1268
344,3,255,16573,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,"[1,3]",[],0,0,36552,0,1155,1155,"","","",1,1268
345,3,256,16570,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,36636,0,1155,1155,"","","",1,1268
346,3,257,16571,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,36720,0,1155,1155,"","","",1,1268
347,3,258,16576,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",0,"",0,0,"[1,3]",[],0,0,36804,0,1155,1155,"","","",2,1269
348,3,259,16577,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",0,"",0,0,"[1,3]",[],0,0,36888,0,1155,1155,"","","",2,1269
349,3,260,16574,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,36972,0,1155,1155,"","","",2,1269
350,3,261,16575,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,37056,0,1155,1155,"","","",2,1269
351,3,262,16580,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,"[1,3]",[],0,0,37140,0,1155,1155,"","","",2,1270
352,3,263,16581,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,"[1,3]",[],0,0,37224,0,1155,1155,"","","",2,1270
353,3,264,16578,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,37308,0,1155,1155,"","","",2,1270
354,3,265,16579,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,37392,0,1155,1155,"","","",2,1270
355,3,266,16394,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[4,9]",1,"",0,0,"[4,9]",[],0,0,37476,0,1155,1155,"","","",2,96
356,3,267,16396,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[4,10]",1,"",0,0,"[4,10]",[],0,0,37560,0,1155,1155,"","","",2,93
357,3,268,16402,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],0,[10],0,"",0,0,[10],[],0,0,37612,0,1155,1155,"","","",2,7422
358,3,269,20963,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[147],0,"[9,10,11]",0,"",0,0,"[9,10,11]",[],0,0,37728,0,1155,1155,"","","",2,7521
359,3,270,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,37804,0,1155,1155,"","",23360,4,""
360,3,271,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,37872,0,1155,1155,"","",23361,4,""
361,3,272,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,37940,0,1155,1155,"","",23362,4,""
362,3,273,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38008,0,1155,1155,"","",23363,4,""
363,3,274,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38076,0,1155,1155,"","",23364,4,""
364,3,275,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38144,0,1155,1155,"","",23366,4,""
365,3,276,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38212,0,1155,1155,"","",23367,4,""
366,3,277,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38280,0,1155,1155,"","",23368,4,""
367,3,278,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38348,0,1155,1155,"","",23369,4,""
368,3,279,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38416,0,1155,1155,"","",23370,4,""
369,3,280,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38484,0,1155,1155,"","",23371,4,""
370,3,281,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38552,0,1155,1155,"","",23372,4,""
371,3,282,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38620,0,1155,1155,"","",23373,4,""
372,3,283,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38688,0,1155,1155,"","",23374,4,""
373,3,284,"","[8171,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],0,0,38756,0,1155,1155,"","",23375,4,""
374,3,285,"",[12],[3],0,"Remove Enchantments",1,[],0,"",0,0,[],"","","",[],0,"[12,0,1,2,3,6,7,8,5,4,11,10,9,13]",0,"",0,0,[],[],0,0,39038,0,1155,1155,"","","",3,""
375,5,0,15175,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,68,2,2,[],[],0,0,39118,0,1155,1155,"",16113,"",1,5898
376,5,1,15176,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,68,4,2,[],[],0,0,39198,0,1155,1155,"",16113,"",1,5898
377,5,2,15177,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,68,6,2,[],[],0,0,39278,0,1155,1155,"",16113,"",1,5898
378,5,3,15178,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,66,2,2,[],[],0,0,39358,0,1155,1155,"",16114,"",1,5899
379,5,4,15179,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,66,4,2,[],[],0,0,39438,0,1155,1155,"",16114,"",1,5899
380,5,5,15180,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,66,6,2,[],[],0,0,39518,0,1155,1155,"",16114,"",1,5899
381,5,6,15181,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,67,2,2,[],[],0,0,39598,0,1155,1155,"",16115,"",1,5900
382,5,7,15182,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,67,4,2,[],[],0,0,39678,0,1155,1155,"",16115,"",1,5900
383,5,8,15183,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,67,6,2,[],[],0,0,39758,0,1155,1155,"",16115,"",1,5900
384,5,9,15184,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,69,2,2,[],[],0,0,39838,0,1155,1155,"",16116,"",1,5901
385,5,10,15185,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,69,4,2,[],[],0,0,39918,0,1155,1155,"",16116,"",1,5901
386,5,11,15186,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,69,6,2,[],[],0,0,39998,0,1155,1155,"",16116,"",1,5901
387,5,12,15209,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,42,2,2,[1],[],0,0,40046,0,1155,1155,"",16125,"",1,5905
388,5,13,15210,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,42,4,2,[1],[],0,0,40094,0,1155,1155,"",16125,"",1,5905
389,5,14,15211,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,42,6,2,[1],[],0,0,40142,0,1155,1155,"",16125,"",1,5905
390,5,15,15206,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,42,2,2,"[0,2]",[],0,0,40222,0,1155,1155,"",16124,"",1,5905
391,5,16,15207,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,42,4,2,"[0,2]",[],0,0,40302,0,1155,1155,"",16124,"",1,5905
392,5,17,15208,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,42,6,2,"[0,2]",[],0,0,40382,0,1155,1155,"",16124,"",1,5905
393,5,18,15215,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,19,2,2,[1],[],0,0,40430,0,1155,1155,"",16127,"",1,5906
394,5,19,15216,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,19,4,2,[1],[],0,0,40478,0,1155,1155,"",16127,"",1,5906
395,5,20,15217,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,19,6,2,[1],[],0,0,40526,0,1155,1155,"",16127,"",1,5906
396,5,21,15212,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,19,2,2,"[0,2]",[],0,0,40606,0,1155,1155,"",16126,"",1,5906
397,5,22,15213,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,19,4,2,"[0,2]",[],0,0,40686,0,1155,1155,"",16126,"",1,5906
398,5,23,15214,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,19,6,2,"[0,2]",[],0,0,40766,0,1155,1155,"",16126,"",1,5906
399,5,24,15221,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,59,2,2,[1],[],0,0,40814,0,1155,1155,"",16129,"",1,5907
400,5,25,15222,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,59,4,2,[1],[],0,0,40862,0,1155,1155,"",16129,"",1,5907
401,5,26,15223,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,59,6,2,[1],[],0,0,40910,0,1155,1155,"",16129,"",1,5907
402,5,27,15218,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,59,2,2,"[0,2]",[],0,0,40990,0,1155,1155,"",16128,"",1,5907
403,5,28,15219,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,59,4,2,"[0,2]",[],0,0,41070,0,1155,1155,"",16128,"",1,5907
404,5,29,15220,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,59,6,2,"[0,2]",[],0,0,41150,0,1155,1155,"",16128,"",1,5907
405,5,30,15227,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,16,2,2,[1],[],0,0,41198,0,1155,1155,"",16131,"",1,5908
406,5,31,15228,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,16,4,2,[1],[],0,0,41246,0,1155,1155,"",16131,"",1,5908
407,5,32,15229,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,16,6,2,[1],[],0,0,41294,0,1155,1155,"",16131,"",1,5908
408,5,33,15224,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,16,2,2,"[0,2]",[],0,0,41374,0,1155,1155,"",16130,"",1,5908
409,5,34,15225,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,16,4,2,"[0,2]",[],0,0,41454,0,1155,1155,"",16130,"",1,5908
410,5,35,15226,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,16,6,2,"[0,2]",[],0,0,41534,0,1155,1155,"",16130,"",1,5908
411,5,36,15233,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,103,2,2,[1],[],0,0,41582,0,1155,1155,"",16133,"",1,5909
412,5,37,15234,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,103,4,2,[1],[],0,0,41630,0,1155,1155,"",16133,"",1,5909
413,5,38,15235,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,103,6,2,[1],[],0,0,41678,0,1155,1155,"",16133,"",1,5909
414,5,39,15230,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,103,2,2,"[0,2]",[],0,0,41758,0,1155,1155,"",16132,"",1,5909
415,5,40,15231,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,103,4,2,"[0,2]",[],0,0,41838,0,1155,1155,"",16132,"",1,5909
416,5,41,15232,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,103,6,2,"[0,2]",[],0,0,41918,0,1155,1155,"",16132,"",1,5909
417,5,42,15239,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,104,2,2,[1],[],0,0,41966,0,1155,1155,"",16135,"",1,5910
418,5,43,15240,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,104,4,2,[1],[],0,0,42014,0,1155,1155,"",16135,"",1,5910
419,5,44,15241,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,104,6,2,[1],[],0,0,42062,0,1155,1155,"",16135,"",1,5910
420,5,45,15236,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,104,2,2,"[0,2]",[],0,0,42142,0,1155,1155,"",16134,"",1,5910
421,5,46,15237,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,104,4,2,"[0,2]",[],0,0,42222,0,1155,1155,"",16134,"",1,5910
422,5,47,15238,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,104,6,2,"[0,2]",[],0,0,42302,0,1155,1155,"",16134,"",1,5910
423,5,48,15245,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,83,2,2,"[1,3]",[],0,0,42382,0,1155,1155,"",16137,"",1,5911
424,5,49,15246,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,83,4,2,"[1,3]",[],0,0,42462,0,1155,1155,"",16137,"",1,5911
425,5,50,15247,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,83,6,2,"[1,3]",[],0,0,42542,0,1155,1155,"",16137,"",1,5911
426,5,51,15242,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,83,2,2,"[0,2]",[],0,0,42622,0,1155,1155,"",16136,"",1,5911
427,5,52,15243,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,83,4,2,"[0,2]",[],0,0,42702,0,1155,1155,"",16136,"",1,5911
428,5,53,15244,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,83,6,2,"[0,2]",[],0,0,42782,0,1155,1155,"",16136,"",1,5911
429,5,54,15251,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,82,2,2,"[1,3]",[],0,0,42862,0,1155,1155,"",16139,"",2,409
430,5,55,15252,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,82,4,2,"[1,3]",[],0,0,42942,0,1155,1155,"",16139,"",2,409
431,5,56,15253,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,82,6,2,"[1,3]",[],0,0,43022,0,1155,1155,"",16139,"",2,409
432,5,57,15248,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,82,2,2,"[0,2]",[],0,0,43102,0,1155,1155,"",16138,"",2,409
433,5,58,15249,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,82,4,2,"[0,2]",[],0,0,43182,0,1155,1155,"",16138,"",2,409
434,5,59,15250,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,82,6,2,"[0,2]",[],0,0,43262,0,1155,1155,"",16138,"",2,409
435,5,60,15278,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,17,2,2,"[1,3]",[],0,0,43342,0,1155,1155,"",16148,"",2,6029
436,5,61,15279,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,17,4,2,"[1,3]",[],0,0,43422,0,1155,1155,"",16148,"",2,6029
437,5,62,15280,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,17,6,2,"[1,3]",[],0,0,43502,0,1155,1155,"",16148,"",2,6029
438,5,63,15281,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,17,2,2,"[0,2]",[],0,0,43582,0,1155,1155,"",16149,"",2,6029
439,5,64,15282,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,17,4,2,"[0,2]",[],0,0,43662,0,1155,1155,"",16149,"",2,6029
440,5,65,15283,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,17,6,2,"[0,2]",[],0,0,43742,0,1155,1155,"",16149,"",2,6029
441,5,66,15284,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,17,2,2,"[1,3]",[],0,0,43822,0,1155,1155,"",16150,"",2,6028
442,5,67,15285,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,17,4,2,"[1,3]",[],0,0,43902,0,1155,1155,"",16150,"",2,6028
443,5,68,15286,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,17,6,2,"[1,3]",[],0,0,43982,0,1155,1155,"",16150,"",2,6028
444,5,69,15287,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,17,2,2,"[0,2]",[],0,0,44062,0,1155,1155,"",16151,"",2,6028
445,5,70,15288,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,17,4,2,"[0,2]",[],0,0,44142,0,1155,1155,"",16151,"",2,6028
446,5,71,15289,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,17,6,2,"[0,2]",[],0,0,44222,0,1155,1155,"",16151,"",2,6028
447,5,72,15290,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,21,2,2,[1],[],0,0,44270,0,1155,1155,"",16152,"",2,6026
448,5,73,15291,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,21,4,2,[1],[],0,0,44318,0,1155,1155,"",16152,"",2,6026
449,5,74,15292,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,21,6,2,[1],[],0,0,44366,0,1155,1155,"",16152,"",2,6026
450,5,75,15293,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,21,2,2,"[0,2]",[],0,0,44446,0,1155,1155,"",16153,"",2,6026
