"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]"
549,"Metadata/Projectiles/HeraldOfAgonyMinionSpineDemonic","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/agony/projectile.ao""]","[""projectile""]","[""fadeout""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
550,"Metadata/Projectiles/HeraldOfAgonyMinionMortarEmpyrean","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/Spider_mortar.ao""]","[""projectile""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
551,"Metadata/Projectiles/HeraldOfAgonyMinionSpineEmpyrean","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/Spider_projectile.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
552,"Metadata/Projectiles/HeraldOfAgonyMinionMortarPolarisWhite","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/spider_mortar.ao""]","[""projectile""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
553,"Metadata/Projectiles/HeraldOfAgonyMinionSpinePolarisWhite","[""Metadata/Effects/Microtransactions/Spells/heralds/polaris_white/spider_projectile.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
554,"Metadata/Projectiles/LancingSteelProjectile","[""Metadata/Effects/Spells/LancingSteel/secondary_projectile.ao""]","[""projectile_loop""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
555,"Metadata/Projectiles/LancingSteelPrimaryProjectile","[""Metadata/Effects/Spells/LancingSteel/primary_projectile.ao""]","[""projectile_loop""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
556,"Metadata/Projectiles/ZanaRoseSpectralThrow","[""Metadata/Effects/Spells/Masters/ZanaPlayer/zana_spectral_throw.ao""]","[""projectile""]","[""projectile_end""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
557,"Metadata/Projectiles/EinharMultishot","[""Metadata/Effects/Spells/Masters/Einhar/projectile/einhar_projectile.ao""]","[""projectile""]","[""impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",1,2488,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
558,"Metadata/Projectiles/ToraArrow","[""Metadata/Effects/Spells/Masters/Tora/default_arrow/projectile/rig.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
559,"Metadata/Projectiles/ZanaRoseScourgeArrow","[""Metadata/Effects/Spells/Masters/ZanaPlayer/zana_scourge_proj.ao""]","[""projectile""]","[""impact""]",3000,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
560,"Metadata/Projectiles/ProtoVaalMapBossRock1","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/stone_projectile/stone_block_proj.ao""]","[""projectile_01"",""projectile_02"",""projectile_03"",""projectile_04"",""projectile_05"",""projectile_06"",""projectile_07"",""projectile_08"",""projectile_09"",""projectile_10"",""projectile_11"",""projectile_12"",""projectile_13"",""projectile_14"",""projectile_15"",""projectile_16"",""projectile_17"",""projectile_18"",""projectile_19"",""projectile_20""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
561,"Metadata/Projectiles/ProtoVaalMapBossVolatile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj01.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj02.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj03.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj04.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj05.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj06.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj07.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj08.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj09.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj10.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj11.ao"",""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/map_reshuffle/primeval_boss/abyss_volatile/abyssal_volatile_proj12.ao""]","[""projectile""]","[""impact""]",2000,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
562,"Metadata/Projectiles/ShatteringSteelProjectile","[""Metadata/Effects/Spells/shattering_steel_02/shattering_steel_proj.ao""]",[],[],3500,"",2,"","","Metadata/Projectiles/Projectile",1,4785,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
563,"Metadata/Projectiles/BetrayalSecretPoliceDagger","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/SecretPolice/DaggerProjectile.ao""]","[""loop""]","[""end""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
564,"Metadata/Projectiles/BetrayalNetMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/SecretPolice/net_throw.ao""]","[""throw""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
565,"Metadata/Projectiles/ToraDeceleratingArrow","[""Metadata/Effects/Spells/Masters/Tora/butterfly_projectiles/rig.ao""]","[""projectile""]","[""impact""]",1260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
566,"Metadata/Projectiles/BetrayalNecroProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Necromancer/GreenProjectile.ao""]","[""projectile_loop""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
567,"Metadata/Projectiles/BetrayalScientistGrenadeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Scientist/mortarToss.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
568,"Metadata/Projectiles/BetrayalToraSnipeArrow","[""Metadata/Effects/Spells/Masters/Tora/snipe_projectile/rig.ao""]","[""projectile""]","[""impact""]",7500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
569,"Metadata/Projectiles/BetrayalToraDashArrow","[""Metadata/Effects/Spells/Masters/Tora/dash_projectile/rig.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
570,"Metadata/Projectiles/BetrayalAislinDagger","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/dagger_throw/dagger_throw.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
571,"Metadata/Projectiles/BetrayalAislinBombs","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/poison_spin/poison_projectile_dagger.ao""]","[""flight""]","[""impact""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
572,"Metadata/Projectiles/BetrayalAislinDaggerPoison1","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/dagger_throw_poison/dagger_throw_poison.ao""]","[""projectile01""]","[""impact""]",800,"",3,"","","Metadata/Projectiles/Projectile",1,2540,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
573,"Metadata/Projectiles/BetrayalAislinDaggerPoison2","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/dagger_throw_poison/dagger_throw_poison.ao""]","[""projectile02""]","[""impact""]",800,"",3,"","","Metadata/Projectiles/Projectile",1,2540,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
574,"Metadata/Projectiles/BetrayalGraviciusMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Gravicius/combo_skill/Gravicius_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
575,"Metadata/Projectiles/BetrayalJanusProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Janus/golden_bullet.ao""]","[""projectile""]","[""impact""]",2800,"",2,"","","Metadata/Projectiles/Projectile",1,2557,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
576,"Metadata/Projectiles/BetrayalBreachProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_proj/breach_proj.ao""]","[""projectile""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
577,"Metadata/Projectiles/BetrayalBreachProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_fulmination/projectile_01.ao""]","[""projectile_01""]","[""projectile_01_impact""]",1500,1,4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
578,"Metadata/Projectiles/BetrayalBreachProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_fulmination/projectile_02.ao""]","[""projectile_02""]","[""projectile_02_impact""]",750,1,4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
579,"Metadata/Projectiles/BetrayalBreachProjectile4","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_combo/breach_proj.ao""]","[""projectile""]","[""impact""]",1300,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
580,"Metadata/Projectiles/BetrayalVoriciClone","[""Metadata/Monsters/LeagueBetrayal/BetrayalVoriciClone1.ao""]","[""vorici_clone_dash_01""]","[""attack_dagger_dagger_left_01""]",2000,"",4,"","","Metadata/Projectiles/Projectile",1,2624,4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
581,"Metadata/Projectiles/BetrayalSkeletonSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Skeleton/range/snipe/projectile/snipe_projectile.ao""]","[""projectile""]","[""impact""]",4000,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
582,"Metadata/Projectiles/BetrayalPhantasmProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Phantasm/shadowbullet.ao""]","[""animate""]",[],920,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
583,"Metadata/Projectiles/BetrayalBlackguardDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/decelerating_projectile/main_projectile.ao""]","[""idle""]","[""buildup""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
584,"Metadata/Projectiles/BetrayalBlackguardShard","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/decelerating_projectile/mini_projectile.ao""]","[""idle""]","[""impact""]",800,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
585,"Metadata/Projectiles/BetrayalCameriaIceShard","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_02.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_03.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_04.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_05.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_06.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_07.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_08.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_09.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_10.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_11.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_12.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_13.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_14.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_15.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_16.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_17.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_18.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_19.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_20.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_21.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_22.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_23.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_24.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_25.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_26.ao""]","[""projectile""]","[""impact""]",1600,1,2,"","","Metadata/Projectiles/Projectile",1,2589,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
586,"Metadata/Projectiles/BetrayalThaneCleaveShot","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Thane/lizard_tail/cleave_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
587,"Metadata/Projectiles/BetrayalThaneMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Thane/grizzly_fury/boulder_mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
588,"Metadata/Projectiles/BetrayalSkeletonCannonMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/SkeletonCannon/mortar_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
589,"Metadata/Projectiles/EinharSnipe","[""Metadata/Effects/Spells/Masters/Einhar/projectile/einhar_projectile.ao""]","[""projectile""]","[""impact""]",5000,"",3,"","","Metadata/Projectiles/Projectile",1,2488,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
590,"Metadata/Projectiles/BetrayalVaganCleaveProjectileLeft","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Vagan/projectile_cleave/proj_right.ao""]","[""projectile_01""]",[],1250,"",2,"","","Metadata/Projectiles/Projectile",1,2613,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
591,"Metadata/Projectiles/BetrayalVaganCleaveProjectileRight","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Vagan/projectile_cleave/proj_left.ao""]","[""projectile_02""]",[],1250,"",2,"","","Metadata/Projectiles/Projectile",1,2613,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
592,"Metadata/Projectiles/IceSpearNew","[""Metadata/Effects/Spells/IceSpear_02/projectile.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
593,"Metadata/Projectiles/BetrayalSkeletonProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Skeleton/range/generic_projectile/projectile.ao""]","[""projectile""]","[""explode""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
594,"Metadata/Projectiles/BetrayalRikerMultiSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Barrage/projectile/projectile.ao""]","[""projectile""]","[""impact""]",3000,"",3,"","","Metadata/Projectiles/Projectile",1,2719,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
595,"Metadata/Projectiles/BetrayalRikerJumpArrow","[""Metadata/Effects/Spells/Masters/Einhar/projectile/einhar_projectile.ao""]","[""projectile""]","[""impact""]",3000,1,3,"","","Metadata/Projectiles/Projectile",1,2488,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
596,"Metadata/Projectiles/BetrayalRikerSmokeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Teleport_attack/mortar/rig.ao""]","[""projectile""]","[""impact""]",500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
597,"Metadata/Projectiles/BetrayalRikerClusterBomb","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Jump_attack/bomb_arrow/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
598,"Metadata/Projectiles/BetrayalRikerClusterBombSecondary","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Jump_attack/secondary_bomb_explosion/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
599,"Metadata/Projectiles/BetrayalRinDeceleratingProjectile","[""Metadata/Effects/Spells/Masters/Rin/decelerating_projectile/decelerating_projectile.ao""]","[""idle""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
600,"Metadata/Projectiles/BetrayalKeemaMortar","[""Metadata/Effects/Spells/Masters/Keema/mortar/mortarToss.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
601,"Metadata/Projectiles/BetrayalFrostFuryProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Phantasm/projectile.ao""]","[""projectile""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
602,"Metadata/Projectiles/CatarinaCarpetMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar02.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar03.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar04.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
603,"Metadata/Projectiles/BetrayalRinSnipe","[""Metadata/Effects/Spells/Masters/Rin/Snipe/snipe_projectile.ao""]","[""idle""]","[""impact""]",3500,"",2,"","","Metadata/Projectiles/Projectile",1,2653,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
604,"Metadata/Projectiles/BetrayalCatarinaSpark","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/phase_transition01/death_sparks/deathflame_spark.ao""]","[""projectile""]","[""impact""]",500,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
605,"Metadata/Projectiles/ShieldThrowBetrayalGrenn","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Grenn/Throw_shield/projectile/shieldtoss.ao""]","[""loop""]","[""end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
606,"Metadata/Projectiles/ShieldThrowSecondaryBetrayalGrenn","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Grenn/Throw_shield/secondary_projectile/secondary_projectile.ao""]","[""loop""]","[""explode""]",1500,"",2,"","","Metadata/Projectiles/Projectile",1,2693,2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
607,"Metadata/Projectiles/BetrayalCatarinaUnearth","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/unearth_despair/unearth_mine.ao""]","[""projectile""]","[""projectile_impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
608,"Metadata/Projectiles/BetrayalRikerArcBomb","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Lightning_trap/projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
609,"Metadata/Projectiles/PlayerGenericProjectileFire","[""Metadata/Effects/Spells/generic_projectiles/projectilefire.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
610,"Metadata/Projectiles/PlayerGenericProjectileCold","[""Metadata/Effects/Spells/generic_projectiles/projectilecold.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
611,"Metadata/Projectiles/PlayerGenericProjectileLightning","[""Metadata/Effects/Spells/generic_projectiles/projectilelightning.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
612,"Metadata/Projectiles/PlayerGenericProjectilePhysical","[""Metadata/Effects/Spells/generic_projectiles/projectilephys.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
613,"Metadata/Projectiles/PlayerGenericProjectileBlood","[""Metadata/Effects/Spells/generic_projectiles/projectileblood.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
614,"Metadata/Projectiles/PlayerGenericProjectilePoison","[""Metadata/Effects/Spells/generic_projectiles/projectilepoison.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
615,"Metadata/Projectiles/MonsterGenericProjectileFire","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilefire.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
616,"Metadata/Projectiles/MonsterGenericProjectileCold","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilecold.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
617,"Metadata/Projectiles/MonsterGenericProjectileLightning","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilelightning.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
618,"Metadata/Projectiles/MonsterGenericProjectilePhysical","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilephys.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
619,"Metadata/Projectiles/MonsterGenericProjectileBlood","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectileblood.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
620,"Metadata/Projectiles/MonsterGenericProjectilePoison","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilepoison.ao""]","[""projectile""]","[""impact""]",1750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
621,"Metadata/Projectiles/MerveilFishSpear","[""Metadata/Effects/Microtransactions/Spells/icespear/fish/rig.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
