"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","i32","BelongsActiveSkillsKey","rid","bool","bool","IsScalable","ContextFlags"
7415,"cold_reflect_damage_taken_+%_while_affected_by_purity_of_ice","","","",1,"","","","","","","",1263940298,[],"","","",1,[]
7416,"elemental_reflect_damage_taken_+%_while_affected_by_purity_of_elements","","","",1,"","","","","","","",90795897,[],"","","",1,[]
7417,"chaos_damage_resistance_%_while_affected_by_purity_of_elements","","","",1,"","","","","","","",-1606262911,[],"","","",1,[]
7418,"intimidating_cry_enemy_phys_reduction_%_penalty_vs_hit_per_5_MP",1,"","",1,"","","","","","",1,940866612,[],"","","",1,[]
7419,"local_display_grants_skill_intimidating_cry_level","",1,"",3,"","","","","","","",1325383575,[],"","","","",[]
7420,"map_spawn_bestiary_encounters",1,"","",4,"","","","","","","",-486486810,[],"","","","",[]
7421,"map_force_bestiary_encounter",1,"","",3,"","","","","","","",-1004734730,[],"","","",1,[]
7422,"local_display_grants_skill_cat_aspect_level","",1,"",3,"","","","","","","",-828761013,[],"","","","",[]
7423,"local_display_grants_skill_bird_aspect_level","",1,"",3,"","","","","","","",511033453,[],"","","","",[]
7424,"avoid_damage_%",1,"","",1,"","","","","","",1,-1232814646,[],"","","",1,[]
7425,"minion_chance_to_deal_double_damage_%",1,"","",1,"","","","","","",1,1038600318,[],12,"","",1,[]
7426,"local_display_grants_skill_spider_aspect_level","",1,"",3,"","","","","","","",-603679461,[],"","","","",[]
7427,"damage_+%_per_10_dex","","","",1,"","","","","","","",711596538,[],"","","",1,[]
7428,"life_regeneration_per_minute_while_ignited","","","",3,"","","","","","","",939404354,[],"","","",1,[]
7429,"chance_to_deal_double_damage_%_per_500_strength","","","",1,"","","","","","","",-1474507017,[],"","","",1,[]
7430,"virtual_chance_to_deal_double_damage_%","","","",1,"","","",1,"","","",1118683596,[],"","","",1,[18]
7431,"track_have_killed_cursed_enemy_recently",1,"","",4,"","","",1,"","","",-641518841,[],"","","","",[36]
7432,"have_killed_cursed_enemy_recently","","","",4,"","","","","","","",891640648,[],"","","","",[]
7433,"elemental_damage_+%_if_cursed_enemy_killed_recently","","","",1,"","","","","","","",1675991620,[],"","","",1,[]
7434,"local_display_grants_skill_crab_aspect_level","",1,"",3,"","","","","","","",-453532247,[],"","","","",[]
7435,"current_crab_aspect_stacks",1,"","",3,"","",1,"","","",1,1624664055,[],"","","",1,[]
7436,"max_crab_aspect_stacks",1,"","",3,"","","","","","",1,202275958,[],"","","",1,[]
7437,"physical_damage_reduction_%_per_crab_aspect_stack",1,"","",1,"","","","","","",1,446240179,[],"","","",1,[]
7438,"raging_spirits_refresh_duration_when_they_kill_ignited_enemy",1,"","",4,"","","","","","","",-207806850,[],"","","","",[]
7439,"add_frenzy_charge_every_50_rampage_stacks",1,"","",4,"","","","","","","",-804769670,[],"","","","",[]
7440,"area_of_effect_+%_per_25_rampage_stacks","","","",1,"","","","","","","",1102355470,[],"","","",1,[]
7441,"traps_do_not_explode_on_timeout","","","",4,"","","","","","","",860215267,[],"","","","",[]
7442,"cannot_be_ignited_while_flame_golem_summoned","","","",4,"","","","","","","",-431616876,[],"","","","",[]
7443,"cannot_be_shocked_while_lightning_golem_summoned","","","",4,"","","","","","","",490727441,[],"","","","",[]
7444,"cannot_be_chilled_or_frozen_while_ice_golem_summoned","","","",4,"","","","","","","",-73991088,[],"","","","",[]
7445,"cannot_be_chilled","","","",4,"","","",1,"","","",-140501580,[],"","","","",[0]
7446,"attach_vines_to_defender_on_hit_%_chance","","","",4,"","","","","","","",2392116,[],"","",1,"",[]
7447,"unaffected_by_curses",1,"","",4,"","","","","","","",1934196471,[],11,"","","",[]
7448,"chill_minimum_slow_%","","","",1,"","","","","","","",-348403785,[],"","","",1,[]
7449,"shock_minimum_damage_taken_increase_%","","","",1,"","","","","","","",-2147093509,[],2,"","",1,[]
7450,"has_avians_flight","","","",4,"","","","","","","",107473139,[],"","","","",[]
7451,"has_avians_might","","","",4,"","","","","","","",-496287266,[],"","","","",[]
7452,"life_regeneration_per_minute_while_you_have_avians_flight","","","",3,"","","","","","","",1710673250,[],"","","",1,[]
7453,"mana_regeneration_rate_per_minute_while_you_have_avians_flight","","","",3,"","","","","","","",1326339684,[],"","","",1,[]
7454,"avians_flight_duration_ms_+",1,"","",3,"","","","","","","",-532889408,"[""aspect_bird""]","","","",1,[]
7455,"avians_might_duration_ms_+",1,"","",3,"","","","","","","",-1307067231,"[""aspect_bird""]","","","",1,[]
7456,"minimum_added_cold_damage_while_you_have_avians_might","","","",3,"","","","","","","",-2057010086,[],"","","",1,[]
7457,"maximum_added_cold_damage_while_you_have_avians_might","","","",3,"","","","","","","",28250931,[],"","","",1,[]
7458,"minimum_added_lightning_damage_while_you_have_avians_might","","","",3,"","","","","","","",1658269254,[],"","","",1,[]
7459,"maximum_added_lightning_damage_while_you_have_avians_might","","","",3,"","","","","","","",1354393333,[],"","","",1,[]
7460,"aspect_of_the_avian_grants_avians_might_and_avians_flight_to_nearby_allies",1,"","",4,"","","","","","","",1293978863,[],"","","","",[]
7461,"aspect_of_the_avian_buff_effect_+%",1,"","",1,"","","","","","","",1443275450,"[""aspect_bird""]","","","",1,[]
7462,"retaliation_godmode_ghost_duration_ms",1,"","",3,"","","","","","","",-1268474348,[],"","","",1,[]
7463,"has_cats_stealth","","","",4,"","","","","","","",-1647314627,[],"","","","",[]
7464,"local_display_trigger_level_20_tornado_when_you_gain_avians_flight_or_avians_might_%","",1,"",4,"","","","","","","",-277154865,[],"","","","",[]
7465,"cast_on_gain_avians_flight_or_avians_might_%",1,"","",1,"","","","","","",1,-1084478226,[],"",1,"",1,[]
7466,"gain_phasing_while_you_have_cats_stealth","","","",4,"","","","","","","",-527275015,[],"","","","",[]
7467,"cats_stealth_duration_ms_+",1,"","",3,"","","","","","","",-1254227901,"[""aspect_cat""]","","","",1,[]
7468,"cat_aspect_reserves_no_mana",1,"","",4,"","","","","","","",-1633580151,"[""aspect_cat""]","","","","",[]
7469,"gain_maximum_frenzy_and_power_charges_when_you_gain_cats_stealth",1,"","",4,"","","","","","","",-1782054418,[],"","","","",[]
7470,"cannot_be_stunned_if_you_have_10_or_more_crab_charges","","","",4,"","","","","","","",438784349,[],"","","","",[]
7471,"number_of_crab_charges_lost_recently","","","",3,"","","","","","","",1204119894,[],"","","",1,[]
7472,"cannot_lose_crab_charges_if_you_have_lost_crab_charges_recently","","","",4,"","","","","","","",2044857928,[],"","","","",[]
7473,"do_not_lose_crab_charges_when_hit",1,"","",4,"","","",1,"","","",-1854341395,[],"","","","",[0]
7474,"damage_+%_per_crab_charge","","","",1,"","","","","","","",-1405131244,[],"","","",1,[]
7475,"chance_to_gain_max_crab_stacks_when_you_would_gain_a_crab_stack_%","","","",1,"","","","","","","",-357895287,[],"","","",1,[]
7476,"additional_block_%_while_you_have_at_least_5_crab_charges","","","",1,"","","","","","","",1845650884,[],"","","",1,[]
7477,"additional_block_%_while_you_have_at_least_10_crab_charges","","","",1,"","","","","","","",-851325496,[],"","","",1,[]
7478,"number_of_crab_charges_lost_when_hit",1,"","",3,"","","","","","","",502419450,[],"","","",1,[]
7479,"life_and_mana_leech_from_attack_damage_permyriad_if_killed_recently","","","",6,"","","","","","","",2008196280,[],"","","",1,[]
7480,"monster_mortar_number_of_forks",1,"","",3,"","",1,"","","",1,1534060902,[],"","","",1,[]
7481,"local_display_trigger_level_x_intimidating_cry_when_you_lose_cats_stealth","",1,"",3,"","","","","","","",-2082013048,[],"","","","",[]
7482,"cast_on_lose_cats_stealth",1,"","",4,"","","","","","",1,-1604160704,[],"",1,"","",[]
7483,"movement_speed_+%_while_you_have_cats_stealth","","","",1,"","","","","","","",-53339631,[],"","","",1,[]
7484,"minimum_added_fire_damage_to_attacks_per_10_strength","","","",3,"","","","","","","",424136111,[],"","","",1,[]
7485,"maximum_added_fire_damage_to_attacks_per_10_strength","","","",3,"","","","","","","",1911045503,[],"","","",1,[]
7486,"minimum_added_cold_damage_to_attacks_per_10_dexterity","","","",3,"","","","","","","",1378748936,[],"","","",1,[]
7487,"maximum_added_cold_damage_to_attacks_per_10_dexterity","","","",3,"","","","","","","",-1688420501,[],"","","",1,[]
7488,"minimum_added_lightning_damage_to_attacks_per_10_intelligence","","","",3,"","","","","","","",-1613564832,[],"","","",1,[]
7489,"maximum_added_lightning_damage_to_attacks_per_10_intelligence","","","",3,"","","","","","","",1433539628,[],"","","",1,[]
7490,"gain_rage_on_kill",1,"","",3,"","","","","","","",2451,[],"","","",1,[]
7491,"maximum_rage",1,"","",3,"","","","","","","",1622307427,[],18,"","",1,[]
7492,"current_rage","","","",3,"","",1,"","","",1,726311096,[],"","","",1,[]
7493,"attack_damage_+%_from_rage","","","",1,"","","",1,"","","",1587093050,[],1,"","",1,[14]
7494,"attack_speed_+%_from_rage","","","",1,"","","",1,"","","",-688323223,[],3,"","",1,[21]
7495,"movement_speed_+%_from_rage","","","",1,"","","",1,"","","",-719668014,[],18,"","",1,[37]
7496,"life_loss_%_per_minute_from_rage","","","",3,"","","",1,"","","",297100688,[],"","","",1,[0]
7497,"gain_rage_when_you_use_a_warcry",1,"","",3,"","","","","","","",392870314,[],"","","",1,[]
7498,"rage_effects_doubled","","","",3,"","","","","","","",-41474427,[],"","","",1,[]
7499,"virtual_life_degeneration_per_minute","","","",3,"","",1,1,"","",1,1247796135,[],"","","",1,[0]
7500,"gain_rage_on_hitting_rare_unique_enemy_%","","","",1,"","","","","","","",-1326897620,[],"","","",1,[]
7501,"spectral_shield_throw_secondary_projectiles_pierce",1,"","",4,"","",1,"","","",1,331886754,[],"","","","",[]
7502,"herald_skills_mana_reservation_+%",1,"","",1,"","","","","","","",808153115,"[""herald_of_ash"",""herald_of_ice"",""herald_of_thunder"",""herald_of_agony"",""herald_of_light""]",18,"","",1,[]
7503,"herald_effect_on_self_+%",1,"","",1,"","","","","","","",-629759965,[],1,"","",1,[]
7504,"affected_by_herald_of_ash",1,"","",4,"","","","","","","",1917049343,[],"","","","",[]
7505,"affected_by_herald_of_ice",1,"","",4,"","","","","","","",1014094754,[],"","","","",[]
7506,"affected_by_herald_of_thunder",1,"","",4,"","","","","","","",-1206843337,[],"","","","",[]
7507,"damage_penetrates_%_fire_resistance_while_affected_by_herald_of_ash","","","",1,"","","","","","","",-1800265165,[],"","","",1,[]
7508,"damage_penetrates_%_cold_resistance_while_affected_by_herald_of_ice","","","",1,"","","","","","","",1425896085,[],"","","",1,[]
7509,"damage_penetrates_%_lightning_resistance_while_affected_by_herald_of_thunder","","","",1,"","","","","","","",-2117094954,[],"","","",1,[]
7510,"cannot_be_stunned_with_25_rage","","","",4,"","","","","","","",-1258108748,[],"","","","",[]
7511,"monster_rarity_damage_+%_final","","","",1,"","","","","","","",1775201109,[],"","","",1,[]
7512,"counterattacks_deal_double_damage","","","",4,"","","","","","","",1524168108,[],"","","","",[]
7513,"owner_stacking_energy_shield_regeneration_rate_per_minute_%_on_kill_for_4_seconds","","","",1,"","","","","","","",2107807672,[],"","","",1,[]
7514,"chance_to_gain_random_standard_charge_on_hit_%","","","",1,"","","","","","","",1427463592,[],"","",1,1,[]
7515,"blink_and_mirror_arrow_cooldown_speed_+%",1,"","",1,"","","","","","","",-1728369279,"[""blink_arrow"",""mirror_arrow""]","","","",1,[]
7516,"elementalist_elemental_damage_+%_for_5_seconds","","","",1,"","","","","","","",-1418933103,[],"","","",1,[]
7517,"elementalist_area_of_effect_+%_for_5_seconds","","","",1,"","","","","","","",-686840320,[],"","","",1,[]
7518,"immune_to_elemental_ailments_while_on_consecrated_ground","","","",4,"","","","","","","",-206482681,[],"","","","",[]
7519,"create_consecrated_ground_on_hit_%_vs_rare_or_unique_enemy","","","",1,"","","","","","",1,-1410956133,[],"","","",1,[]
7520,"cannot_be_stunned_while_fortified","","","",4,"","","","","","","",-474287020,[],"","","","",[]
7521,"armour_and_evasion_rating_+_while_fortified","","","",3,"","","","","","","",934208812,[],"","","",1,[]
7522,"global_chance_to_blind_on_hit_%_vs_bleeding_enemies","","","",1,"","","","","","","",2009502769,[],11,"","",1,[]
7523,"cannot_be_stunned_by_blocked_hits","","","",4,"","","","","","","",-665799242,[],"","","","",[]
7524,"gratuitous_violence_physical_damage_over_time_+%_final","","","",1,"","","","","","","",2138550772,[],1,"","",1,[]
7525,"chance_to_gain_onslaught_on_hit_%_vs_rare_or_unique_enemy","","","",1,"","","","","","","",563810171,[],"","","",1,[]
7526,"unaffected_by_temporal_chains","","","",4,"","","","","","","",-1763107007,[],"","","","",[]
7527,"apply_covered_in_ash_to_attacker_on_hit_%_vs_rare_or_unique_enemy","","","",1,"","","","","","","",1497081813,[],"","","",1,[]
7528,"gain_endurance_charge_per_second_if_have_been_hit_recently","","","",4,"","","","","","","",1836946702,[],11,"","","",[]
7529,"stun_duration_+%_per_endurance_charge","","","",1,"","","","","","","",1036837494,[],18,"","",1,[]
7530,"chance_to_gain_endurance_charge_on_stun_%","","","",1,"","","","","","","",1373519890,[],"","","",1,[]
7531,"totem_maximum_energy_shield","","","",3,"","","","","","","",262380182,[],"","","",1,[]
7532,"you_and_totem_life_regeneration_rate_per_minute_%_per_active_totem","","","",1,"","","","","","","",-599864437,[],13,"","",1,[]
7533,"mana_regeneration_rate_per_minute_%_per_active_totem","","","",1,"","","","","","","",-1101296107,[],"","","",1,[]
7534,"fire_damage_+%_per_endurance_charge","","","",1,"","","","","","","",-1398513882,[],"","","",1,[]
7535,"track_have_taken_fire_damage_from_an_enemy_hit_recently","","","",4,"","","",1,"","","",1515070284,[],"","","","",[36]
7536,"have_taken_fire_damage_from_an_enemy_hit_recently","","","",4,"","","","","","","",-1045519594,[],"","","","",[]
7537,"life_regeneration_rate_per_minute_%_if_have_taken_fire_damage_from_an_enemy_hit_recently","","","",1,"","","","","","","",-1669111503,[],"","","",1,[]
7538,"local_display_every_10_seconds_physical_damage_%_to_add_as_fire_for_3_seconds","",1,"",1,"","","","","","","",689275430,[],"","","","",[]
7539,"critical_strike_damage_cannot_be_reflected","","","",4,"","","","","","","",734651899,[],"","","","",[]
7540,"damage_+%_if_only_one_enemy_nearby","","","",1,"","","","","","","",730981367,[],"","","",1,[]
7541,"self_take_no_extra_damage_from_critical_strikes_if_only_one_nearby_enemy","","","",4,"","","","","","","",2109612194,[],"","","","",[]
7542,"poison_duration_+%_per_poison_applied_recently","","","",1,"","","","","","","",1913892519,[],"","","",1,[]
7543,"additional_critical_strike_chance_permyriad_per_poison_on_enemy_up_to_2%","","","",6,"","","","","","","",134533579,[],"","","",1,[]
7544,"physical_damage_%_to_add_as_chaos_vs_poisoned_enemies","","","",1,"","","","","","","",-1882036321,[],"","","",1,[]
7545,"recover_permyriad_maximum_life_per_poison_on_enemy_on_kill","","","",6,"","","","","","","",-855294233,[],"","","",1,[]
7546,"zombie_caustic_cloud_on_death_maximum_life_per_minute_to_deal_as_chaos_damage_%",1,"","",1,"","","","","","","",2076086760,[],"","","",1,[]
7547,"self_offering_effect_+%","","","",1,"","","","","","","",-2118996535,[],"","","",1,[]
7548,"%_chance_to_gain_25%_non_chaos_damage_to_add_as_chaos_damage","","","",1,"","","","","","","",1938509102,[],"","","",1,[]
7549,"%_chance_to_gain_50%_non_chaos_damage_to_add_as_chaos_damage","","","",1,"","","","","","","",1797681592,[],"","","",1,[]
7550,"%_chance_to_gain_100%_non_chaos_damage_to_add_as_chaos_damage","","","",1,"","","","","","","",-1444835798,[],"","","",1,[]
7551,"damage_+%_per_active_golem","","","",1,"","","","","","","",-1330924288,[],12,"","",1,[]
7552,"virtual_total_number_of_active_golems","",1,"",3,"","","",1,"","","",1728679914,[],"","","",1,[0]
7553,"unaffected_by_ignite","","","",4,"","","","","","","",234504126,[],"","","","",[]
7554,"gain_accuracy_rating_equal_to_strength","","","",4,"","","","","","","",-1268388506,[],"","","","",[]
7555,"accuracy_rating_+%_if_have_crit_in_past_8_seconds","","","",1,"","","","","","","",972247905,[],"","","",1,[]
7556,"damage_+%_if_have_crit_in_past_8_seconds","","","",1,"","","","","","","",500002708,[],1,"","",1,[]
7557,"track_have_crit_in_past_8_seconds","","","",4,"","","",1,"","","",351206829,[],"","","","",[36]
7558,"have_crit_in_past_8_seconds","","","",4,"","","","","","","",-1175639445,[],"","","","",[]
7559,"virtual_accuracy_rating_+%","","","",1,"","","",1,"","","",1662067211,[],"","","",1,[35]
7560,"hierophant_mana_reservation_+%_final","","","",1,"","","","","","","",-882350512,[],"","","",1,[]
7561,"elemental_penetration_%_if_you_have_a_power_charge","","","",1,"","","","","","","",650707249,[],"","","",1,[]
7562,"elemental_damage_taken_+%_if_you_have_an_endurance_charge","","","",1,"","","","","","","",299898407,[],"","","",1,[]
7563,"track_number_of_traps_triggered_recently","","","",3,"","","",1,"","","",-783109889,[],"","","",1,[36]
7564,"number_of_traps_triggered_recently","","","",3,"","","","","","","",1946553292,[],"","","",1,[]
7565,"track_number_of_mines_detonated_recently","","","",3,"","","",1,"","","",497277326,[],"","","",1,[36]
7566,"number_of_mines_detonated_recently",1,"","",3,"","","","","","","",-155225103,[],"","","",1,[]
7567,"life_regeneration_rate_per_minute_%_per_trap_triggered_recently_up_to_20%","","","",1,"","","","","","","",2051463464,[],"","","",1,[]
7568,"life_regeneration_rate_per_minute_%_per_mine_detonated_recently_up_to_20%","","","",1,"","","","","","","",1416406592,[],"","","",1,[]
7569,"you_and_allies_additional_block_%_if_have_attacked_recently","","","",1,"","","","","","","",2007383829,[],"","","",1,[]
7570,"you_and_allies_additional_spell_block_%_if_cast_spell_recently","","","",1,"","","","","","","",-234926591,[],"","","",1,[]
7571,"movement_speed_+%_while_you_have_energy_shield","","","",1,"","","","","","","",-868180169,[],"","","",1,[]
7572,"chance_to_dodge_attacks_and_spells_%_while_you_have_energy_shield","","","",1,"","","","","","","",-1302465689,[],"","","",1,[]
7573,"trickster_damage_over_time_+%_final","","","",1,"","","","","","","",789646969,[],"","","",1,[]
7574,"object_cannot_taunt_enemies","","","",4,"","","","","","","",-2126660267,[],"","","","",[]
7575,"cold_beam_retaliation_chilled_ground_in_beam_duration_ms","","","",3,"","","","","","","",-1650226254,[],"","","",1,[]
7576,"cold_beam_retaliation_chilled_ground_in_area_duration_ms","","","",3,"","","","","","","",-1010370279,[],"","","",1,[]
7577,"enemy_extra_damage_rolls_when_on_full_life","","","",3,"","","","","","","",588847004,[],"","","",1,[]
7578,"burning_damage_+%_per_non_shocked_enemy_shocked_recently","","","",1,"","","","","","","",1438227463,[],"","","",1,[]
7579,"global_minimum_added_lightning_damage_vs_ignited_enemies","","","",3,"","","","","","","",-1336735354,[],"","","",1,[]
7580,"global_maximum_added_lightning_damage_vs_ignited_enemies","","","",3,"","","","","","","",235755771,[],"","","",1,[]
7581,"lightning_damage_can_ignite","","","",4,"","","","","","","",240557760,[],"","","","",[]
7582,"minimum_added_spell_fire_damage_while_no_life_is_reserved","","","",3,"","","","","","","",66457627,[],"","","",1,[]
7583,"maximum_added_spell_fire_damage_while_no_life_is_reserved","","","",3,"","","","","","","",648843931,[],"","","",1,[]
7584,"minimum_added_spell_cold_damage_while_no_life_is_reserved","","","",3,"","","","","","","",-40931236,[],"","","",1,[]
7585,"maximum_added_spell_cold_damage_while_no_life_is_reserved","","","",3,"","","","","","","",-202929601,[],"","","",1,[]
7586,"minimum_added_spell_lightning_damage_while_no_life_is_reserved","","","",3,"","","","","","","",870274470,[],"","","",1,[]
7587,"maximum_added_spell_lightning_damage_while_no_life_is_reserved","","","",3,"","","","","","","",-431175724,[],"","","",1,[]
7588,"projectile_attack_damage_+%_with_at_least_200_dex","","","",1,"","","","","","","",1159443607,[],"","","",1,[]
7589,"critical_strike_chance_+%_with_at_least_200_int","","","",1,"","","","","","","",-698575893,[],"","","",1,[]
7590,"virtual_keystone_crimson_dance","","","",4,"","","",1,"","","",-2144913445,[],"","","","",[0]
7591,"keystone_crimson_dance","","","",4,"","","","","","","",15209028,[],"","","","",[]
7592,"gain_crimson_dance_if_have_dealt_critical_strike_recently","","","",4,"","","","","","","",-202269909,[],"","","","",[]
7593,"gain_crimson_dance_while_you_have_cat_stealth","","","",4,"","","","","","","",-1781774242,[],"","","","",[]
7594,"virtual_bleeding_stacks_up_to_x_times","","","",3,"","","",1,"","","",-1548247593,[],"","","",1,[0]
7595,"gain_onslaught_while_on_low_life","","","",4,"","","","","","","",-571300788,[],"","","","",[]
7596,"hits_ignore_enemy_fire_resistance_while_you_are_ignited","","","",4,"","","","","","","",649083143,[],"","","","",[]
7597,"virtual_hits_ignore_enemy_fire_resistance","","","",4,"","","",1,"","","",-156473628,[],"","","","",[18]
7598,"override_maximum_damage_resistance_%","","","",1,"","","","","","","",-2040733888,[],"","","","",[]
7599,"local_display_trigger_commandment_of_inferno_on_crit_%","",1,"",1,"","","","","","","",-1829725953,[],"","","","",[]
7600,"local_display_trigger_level_x_icicle_nova_on_hit_vs_frozen_enemy","",1,"",3,"","","","","","","",-680306411,[],"","","","",[]
7601,"trigger_on_hit_vs_frozen_enemy_%","","","",1,"","","","","","",1,677931246,[],"","","",1,[]
7602,"attacks_bleed_on_hit_while_you_have_cat_stealth","","","",4,"","","","","","","",8546057,[],"","","","",[]
7603,"hit_and_ailment_damage_+%_vs_bleeding_enemies","","","",1,"","","","","","","",-180921382,[],"","","",1,[]
7604,"base_ailment_damage_+%","","","",1,"","","","","","",1,124585668,[],2,"","",1,[]
7605,"accuracy_rating_vs_bleeding_enemies","","","",3,"","",1,"","","",1,-1178531094,[],6,"","",1,[]
7606,"gain_%_total_phys_damage_prevented_in_the_past_10_sec_as_life_regen_per_sec","","","",1,"","","","","","","",1324108230,[],11,"","",1,[]
7607,"total_armour_of_animated_guardians_items","","","",3,"","","","","","","",784561383,[],"","","",1,[]
7608,"total_evasion_rating_of_animated_guardians_items","","","",3,"","","","","","","",314739879,[],"","","",1,[]
7609,"total_maximum_energy_shield_of_animated_guardians_items","","","",3,"","","","","","","",1610302371,[],"","","",1,[]
7610,"animated_weapon_armour",1,"","",3,"","","",1,"","","",-129338388,[],"","","",1,[1]
7611,"animated_weapon_evasion_rating",1,"","",3,"","","",1,"","","",1250883736,[],"","","",1,[1]
7612,"aniamted_weapon_maximum_energy_shield",1,"","",3,"","","",1,"","","",1873675294,[],"","","",1,[1]
7613,"defences_from_animated_guardians_items_apply_to_animated_weapon",1,"","",4,"","","","","","","",791675192,[],"","","","",[]
7614,"fire_projectile_retaliation_skill_visual_scale_+%_when_hit_while_charging",1,"","",1,"","",1,"","","",1,64251332,[],"","","",1,[]
7615,"fire_projectile_retaliation_area_of_effect_+%_when_hit_while_charging",1,"","",1,"","",1,"","","",1,548788219,[],"","","",1,[]
7616,"fire_projectile_retaliation_projectile_speed_and_damage_+%_when_hit_while_charging",1,"","",1,"","",1,"","","",1,1486245121,[],"","","",1,[]
7617,"gained_rage_recently","","","",4,"","","","","","","",-1302766576,[],"","","","",[]
7618,"local_display_trigger_level_20_animate_guardian_weapon_on_guardian_kill_%_chance","","","",3,"","","","","","","",95363165,[],"","","","",[]
7619,"chance_to_trigger_on_animate_guardian_kill_%","","","",1,"","","","","","",1,-1350667295,[],"",1,"",1,[]
7620,"animate_guardian_and_weapon_track_on_kill","","","",4,"","","","","","","",1905613295,[],"","","","",[]
7621,"local_display_trigger_level_20_animate_guardian_weapon_on_weapon_kill_%_chance","","","",3,"","","","","","","",1562823448,[],"","","","",[]
7622,"chance_to_trigger_on_animate_weapon_kill_%","","","",1,"","","","","","",1,-335692351,[],"",1,"",1,[]
7623,"you_cannot_have_non_animated_minions",1,"","",4,"","","","","","","",-1357313712,[],"","","","",[]
7624,"animate_guardian_damage_+%_per_animated_weapon",1,"","",1,"","","","","","","",-1086714336,[],"","","",1,[]
7625,"animated_minions_melee_splash",1,"","",4,"","","","","","","",-1055317068,[],"","","","",[]
7626,"grant_animated_minion_melee_splash_damage_+%_final_for_splash",1,"","",1,"","","","","","","",1124728915,[],"","","",1,[]
7627,"animated_minion_melee_splash_damage_+%_final_for_splash","","","",1,"","","","","","","",-1237353558,[],"","","",1,[]
7628,"animated_minion_melee_splash_damage_+%_final","","","",1,"","","","","","","",-1730256242,[],"","","",1,[]
7629,"number_of_active_animated_armour","","","",3,"","",1,"","","",1,1615604498,[],"","","",1,[]
7630,"geometry_attack_use_orientation_direction",1,"","",4,"","",1,"","","",1,372723083,[],"","","","",[]
7631,"virtual_elemental_reflect_damage_taken_+%","","","",1,"","","",1,"","","",-2146784974,[],"","","",1,[0]
7632,"additional_critical_strike_chance_permyriad_while_affected_by_cat_aspect","","","",6,"","","","","","","",1681491255,[],"","","",1,[]
7633,"virtual_%_chance_to_blind_on_critical_strike",1,"","",1,"","","",1,"","","",798437719,[],"","","",1,[18]
7634,"%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth","","","",1,"","","","","","","",-1579113821,[],"","","",1,[]
7635,"has_cat_aspect","","","",4,"","","","","","","",-638456771,[],"","","","",[]
7636,"hit_and_ailment_damage_+%_vs_blinded_enemies","","","",1,"","","","","","","",-1476729991,[],"","","",1,[]
7637,"has_adrenaline",1,"","",4,"","","","","","","",-1941119504,[],"","","","",[]
7638,"gain_adrenaline_for_X_seconds_on_low_life_unless_you_have_adrenaline",1,"","",3,"","","","","","","",1555632261,[],6,"","",1,[]
7639,"remove_ailments_and_burning_on_gaining_adrenaline",1,"","",4,"","","","","","","",-2083136055,[],"","","","",[]
7640,"attack_ailment_damage_+%_while_wielding_staff","","","",1,"","","","","","","",-599670556,[],1,"","",1,[]
7641,"attack_ailment_damage_+%_while_wielding_wand","","","",1,"","","","","","","",-611432404,[],1,"","",1,[]
7642,"enemies_taunted_by_you_cannot_evade_attacks",1,"","",4,"","","","","","","",1733068600,[],"","","","",[]
7643,"spider_aspect_web_interval_ms",1,"","",3,"","","","","","",1,1186229599,[],"","","",1,[]
7644,"spider_aspect_max_web_count",1,"","",3,"","","","","","",1,129036865,[],"","","",1,[]
7645,"spider_aspect_debuff_duration_+%",1,"","",1,"","","","","","","",1542416198,"[""aspect_spider""]","","","",1,[]
7646,"energy_shield_gain_when_you_hit_enemy_affected_by_spiders_web",1,"","",3,"","","","","","","",-853291389,[],"","","",1,[]
7647,"chill_effect_is_reversed",1,"","",4,"","","","","","","",-2125435207,[],"","","","",[]
7648,"virtual_on_low_life",1,"","",4,"","","",1,"","","",-54013298,[],"","","","",[0]
7649,"you_count_as_low_life_while_not_on_full_life",1,"","",4,"","","","","","","",1867758575,[],"","","","",[]
7650,"mana_cost_+%_for_trap_and_mine_skills","","","",1,"","","","","","","",667611551,[],"","","",1,[]
7651,"gain_arcane_surge_on_spell_hit_by_you_or_your_totems",1,"","",4,"","","","","","","",-1132686055,[],"","","","",[]
7652,"spell_damage_+%_while_you_have_arcane_surge",1,"","",1,"","","","","","","",-1082545139,[],"","","",1,[]
7653,"area_of_effect_+%_while_you_have_arcane_surge",1,"","",1,"","","","","","","",1327158989,[],"","","",1,[]
7654,"immune_to_elemental_ailments_while_you_have_arcane_surge",1,"","",4,"","","","","","","",10822643,[],"","","","",[]
7655,"chance_to_gain_onslaught_on_kill_for_10_seconds_%",1,"","",1,"","","","","","","",535299105,[],"","","",1,[]
7656,"curse_on_hit_level_poachers_mark_bypass_hexproof",1,1,"",3,"","","","","","","",372506237,[],"","","","",[]
7657,"you_have_no_armour_or_energy_shield",1,"","",4,"","","","","","","",-21822584,[],"","","","",[]
7658,"chance_to_trigger_socketed_spell_on_bow_attack_%",1,"","",1,"","","","","","","",-1384048217,[],"","","",1,[]
7659,"culling_strike_on_enemies_affected_by_poachers_mark",1,"","",4,"","","","","","","",-347009314,[],"","","","",[]
