"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkillsKey","bool","bool","[i32]","rid","MultiPartAchievement","bool","ItemClasses","GrantedEffectsKey"
6047,"GAHeistMilitaryMinibossFireThrust","",[],1,0,"",4,[],[],"",0,[],"",2,2000,985,"","",[],"","","",[],""
6048,"GAHeistThugSpearThrust","",[],1,0,"",4,[],[],"",0,[],"",2,330,1303,"","",[],93,"","",[],""
6049,"GAHeistThugGroundSlam","",[],1,0,"",4,[],[],"",0,[],"",2,800,1303,"","",[],93,"","",[],""
6050,"GAHeistThugCleaveWave","",[],1,0,"",4,[],[],"",0,[],"",2,330,985,"","",[],93,"","",[],""
6051,"GAHeistThugCleaveWaveWithShield","",[],1,0,"",4,[],[],"",0,[],"",2,470,1303,"","",[],93,"","",[],""
6052,"GAHeistThugRangedShotgun","",[],1,0,"",4,[],[],"",0,[],"",2,330,1303,"","",[],93,"","",[],""
6053,"GAHeistThugGroundslamMiniboss","",[],1,0,"",4,[],[],"",0,[],"",2,1065,1303,"","",[],93,"","",[],""
6054,"GAHeistVinderiTriggeredExplosion","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6055,"GAHeistTibbsSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2166,985,"","",[],51,"","",[],""
6056,"GAHeistTibbsSlamObjectives","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6057,"GAHeistTibbsChargeStun","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6058,"GAHeistRobotHoundStomp","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6059,"GAHeistThugMinibossLeapSlamEnraged","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6060,"GAHeistThugMinibossGroundSlamEnraged","",[],1,0,"",4,[],[],"",0,[],"",2,2070,985,"","",[],"","","",[],""
6061,"GAHeistThugMinibossGroundSlamEnragedDonut","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6062,"GSHeistSceinceCanisterDetonationProjectileImpact","",[],2.25,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6063,"GSHeistNilesPulse","",[],3.5,0.07,"",4,[],[],"",0,[],"",2,1500,986,"","",[],25,"","",[],""
6064,"GAHeistRobotStormcallerSlam1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6065,"GAHeistRobotStormcallerSlam2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6066,"GSHeistRobotPyreBeamBlast","",[],3.2,0.04,"",4,[],[],"",0,[],"",2,1500,986,"","",[],24,"","",[],""
6067,"GSHeistRobotPyreNukeBeam","",[],4,0.05,"",4,[],[],"",0,[],"",2,4500,986,"","",[],32,"","",[],""
6068,"GSHeistRobotPyreNukeBeamChannelled","",[],4,0.045,"",4,[],[],"",0,[],"",2,540,1302,"","",[],93,"","",[],""
6069,"GSHeistRobotPyreBeamSweepBeam","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6070,"GSHeistRobotAutomatonBombBlast","",[],7,0.05,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6071,"GSHeistRobotAutomatonSnap","",[],3,0.045,"",4,[],[],"",0,[],"",2,2000,986,"","",[],33,"","",[],""
6072,"GSHeistRobotSkitterExplodeOnDeath","",[],3,0.038,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6073,"GSHeistRobotTotemColdSnap","",[],4,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],22,"","",[],""
6074,"GSHeistRobotTotemFireSnap","",[],4,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],22,"","",[],""
6075,"GSHeistCultistMachineryExplode","",[],4.5,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6076,"GAHeistThugMelee2LeapSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6077,"GSHeistCultistCanisterGreenHit","",[],0.26,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6078,"GAHeistRobotArgusSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1333,985,"","",[],13,"","",[],""
6079,"GAHeistCultistUnarmedLeapImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1333,985,"","",[],"","","",[],""
6080,"GAHeistJamanraCleave","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],9,"","",[],""
6081,"GAHeistJamanraCleaveEnraged","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],9,"","",[],""
6082,"GAHeistJamanraGroundSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],13,"","",[],""
6083,"GSHeistScienceUndeadPortalChannel","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1302,"","",[],93,"","",[],""
6084,"GSHeistScienceLightningDashImpact","",[],1.5,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6085,"GAHeistFriedrichLeapslamSwing","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6086,"GAHeistFriedrichLeapslamSmash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6087,"GAHeistFreidrichAttackSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6088,"GAHeistFreidrichEnragedMeleeSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6089,"GSReaperWraithCoffinExplosionTrigger","",[],4.2,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6090,"GSReaperWraithCoffinPush","",[],1.5,0.03,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6091,"GSReaperWraithCoffinObjectExplode","",[],3,0.04,"",4,[],[],"",0,[],"",2,1130,986,"","",[],22,"","",[],""
6092,"GSReaperWraithFrontalBlast","",[],2,0.039,"",4,[],[],"",0,[],"",2,1500,986,"","",[],20,"","",[],""
6093,"GASpikerBullSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],13,"","",[],""
6094,"GASpikerBullTrample","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6095,"GASpikerBullLeapSlamImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6096,"GSIceSaplingRuneExplosion","",[],3.85,0.038,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6097,"GSThaumaturgyChannelBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1302,"","",[],93,"","",[],""
6098,"GSReaperWraithSelfNova","",[],3.6,0.039,"",4,[],[],"",0,[],"",2,2000,986,"","",[],22,"","",[],""
6099,"GSReaperWraithCoffinExplosionSummon","",[],3,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6100,"GABrutusStandaloneCageImpact","",[],0.35,0.048,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6101,"GSRitualMeteorImpact","",[],11,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6102,"GSIceSaplingOrbRuneBarrage","",[],2,0.045,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6103,"GSStandaloneShavronneTeleportExplode","",[],2.125,0.053,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6104,"GSStandaloneBrineKingStormcall","",[],5,0.035,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6105,"GSStandaloneAbberathHellfireBarrage","",[],4.2222,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6106,"GSIceSaplingBallPush","",[],3.75,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6107,"GSIceSaplingBallPushReturn","",[],3.75,0.042,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6108,"GABeehiveBehemothVineSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6109,"GSRitualTriggeredDischargeFire","",[],4.2222,0.05,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6110,"GSRitualTriggeredDischargeCold","",[],4.2222,0.05,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6111,"GSRitualTriggeredDischargeLightning","",[],4.2222,0.05,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6112,"GSRitualLightningPylonBeam","",[],4.5,0.05,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6113,"GARitualAtziriSpearImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6114,"GSSwampBehemothPodExplosion","",[],2.5,0.035,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6115,"GSSwampBehemothRockSmash","",[],4,0.0485,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6116,"GSStandaloneKitavaXNuke","",[],3.15,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6117,"GSThauamturgistBasicProjectileImpact","",[],0.75,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6118,"GSThatumaturgyZombieExplode","",[],1.8,0.045,"",4,[],[],"",0,[],"",2,1800,986,"","",[],"","","",[],""
6119,"GSReaperWraithCoffinZoneTrigger","",[],3,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6120,"GSRitualChaosPulse","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1800,986,"","",[],"","","",[],""
6121,"GSExpeditionApparitionOrbExplosion","",[],4,0.05,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6122,"GAExpeditionScytheRight","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6123,"GAExpeditionScytheLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6124,"GAExpeditionScytheDTT","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1303,"","",[],"","","",[],""
6125,"GAExpeditionRatDTT","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1303,"","",[],"","","",[],""
6126,"GARhoaBossChargeStomp","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6127,"GASummonReaperUltimateLeftSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6128,"GASummonReaperUltimateRightSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6129,"GASummonReaperComboWhirl","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6130,"GASummonReaperComboLeftSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6131,"GASummonReaperComboRightSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6132,"GASummonReaperDashImpactSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6133,"GASummonReaperDash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6134,"GAExpeditionVoranaLacerate","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6135,"GAVoranaComboLeftSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6136,"GAVoranaComboRightSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6137,"GAVoranaDash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6138,"GAVoranaDashImpactSlash","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6139,"GAVoranaCycloneImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6140,"GAVoranaComboWhirl","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6141,"GSBlindingGaze","",[],4.01,0.035,"",4,[],[],"",0,[],"",2,2670,986,"","",[],34,"","",[],""
6142,"GSBlindingGazeInvasion","",[],4.01,0.035,"",4,[],[],"",0,[],"",2,2670,986,"","",[],34,"","",[],""
6143,"GSBlindingGazeWb","",[],4.01,0.035,"",4,[],[],"",0,[],"",2,2670,986,"","",[],34,"","",[],""
6144,"GSBlindingGazeBossSideArea","",[],4.3125,0.0485,"",4,[],[],"",0,[],"",2,2670,986,"","",[],34,"","",[],""
6145,"GAExpeditionMedvedLeapImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6146,"GSExpeditionTujenGrenadeExplosion","",[],0.7,0.043,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6147,"GSExpeditionBoneCultistMedvedEggExplosion","",[],2.2519,0.0391,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
6148,"GABeastCleave","",[],1,0,"",4,[],[],"",0,[],"",2,1333,985,"","",[],9,"","",[],""
6149,"GABeastCleaveUnique","",[],1,0,"",4,[],[],"",0,[],"",2,1333,985,"","",[],9,"","",[],""
6150,"GSExpeditionMedvedHealBeam","",[],1,0,"",4,[],[],"",0,[],"",2,2000,1302,"","",[],93,"","",[],""
6151,"GAExpeditionMedvedComboAttack1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6152,"GAExpeditionMedvedComboAttack2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6153,"GAExpeditionMedvedComboAttack3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6154,"GAExpeditionMedvedComboAttackImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6155,"GAExpeditionMedvedSpiderGeyserRoll","",[],1,0,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
6156,"SpellNovaElderGuardianLightning","",[],3.375,0.03,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
6157,"SpellNovaElderGuardianLightningWeak","",[],2.7,0.03,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
6158,"SpellNovaElderGarden","",[],1.3333,0.038,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
6159,"SpellNovaGuardianRiverFrog","",[],4.5455,0.05,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
6160,"SpellNovaCrabBossGeyser","",[],0.6818,0.045,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
6161,"SpawnArakaaliHatchling","",[],1,0,"",4,[],[],"",0,[],"",2,4800,881,"",1,[],"","","",[],""
6162,"SpawnBlightHatchling","",[],1,0,"",4,[],[],"",0,[],"",2,4800,351,"",1,[],"","","",[],""
6163,"SupportTutorial",1,[],1,0,"┴",1,[],[],"",-1425765186,[],"",2,1000,"","","",[],"","","",[],""
6164,"SpiderGodActivateLaserToward","",[],10,0.036,"",4,[],[],"",0,[],"",2,1000,875,"","",[],"","","",[],""
6165,"SpiderGodActivateLaserTowardMap","",[],6,0.036,"",4,[],[],"",0,[],"",2,1000,875,"","",[],"","","",[],""
6166,"SpiderGodActivateLaserAway","",[],10,0.036,"",4,[],[],"",0,[],"",2,1000,875,"","",[],"","","",[],""
6167,"SpiderGodActivateLaserAwayMap","",[],6,0.036,"",4,[],[],"",0,[],"",2,1000,875,"","",[],"","","",[],""
6168,"AttackVortex","",[],1,0,"",4,[],[],"",0,[],"",2,1000,882,"","",[],"","","",[],""
6169,"CorruptedBloodNova","",[],0.5,0.053,"",4,[],[],"",0,[],"",2,800,879,"","",[],"","","",[],""
6170,"DelayedFireSpark","",[],0.8333,0.035,"",4,[],[],"",0,[],"",2,1400,883,"","",[],"","","",[],""
6171,"DelayedLightningSpark","",[],1.5,0.045,"",4,[],[],"",0,[],"",2,1200,883,"","",[],"","","",[],""
6172,"DelayedLightningSparkTriggerCascade","",[],2.55,0.045,"",4,[],[],"",0,[],"",2,1200,883,"","",[],"","","",[],""
6173,"SummonedSparkDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
6174,"SummonedSparkDaemonLightning","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
6175,"SummonedSparkDaemonLightningEpic","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
6176,"AbyssSummonNormalSkeletons","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6177,"AbyssSummonNormalVoidBearer","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6178,"AbyssSummonNormalParasiticSquid","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6179,"AbyssSummonNormalVendigo","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6180,"AbyssSummonNormalMineBat","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6181,"AbyssSummonNormalGrubStationary","",[],1,0,"",4,[],[],"",0,[],"",2,40,351,"","",[],"","","",[],""
6182,"AbyssSummonMagicSkeletons","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6183,"AbyssSummonMagicVoidBearer","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6184,"AbyssSummonMagicParasiticSquid","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6185,"AbyssSummonMagicVendigo","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6186,"AbyssSummonMagicMineBat","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6187,"AbyssSummonMagicGrubStationary","",[],1,0,"",4,[],[],"",0,[],"",2,40,351,"","",[],"","","",[],""
6188,"AbyssSummonRareBoneStalker","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6189,"AbyssSummonRareVendigo","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6190,"AbyssSummonRareBoneHusk","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6191,"AbyssSummonRareMineBat","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6192,"AbyssSummonRareUndying","",[],1,0,"",4,[],[],"",0,[],"",2,40,585,"","",[],"","","",[],""
6193,"AbyssSummonCrackLeft","",[],1,0,"",4,[],[],"",0,[],"",2,10,585,"","",[],"","","",[],""
6194,"AbyssSummonCrackRight","",[],1,0,"",4,[],[],"",0,[],"",2,10,585,"","",[],"","","",[],""
6195,"AbyssSummonCrackGrub","",[],1,0,"",4,[],[],"",0,[],"",2,10,351,"","",[],"","","",[],""
6196,"AbyssSummonAbyssCrystalPillar","",[],1,0,"",4,[],[],"",0,[],"",2,970,352,"","",[],"","","",[],""
6197,"BestiarySpiderPlateSpiritBossSummon","",[],1,0,"",4,[],[],"",0,[],"",2,1300,351,"","",[],23,"","",[],""
6198,"BetrayalModSummonCorpseVineDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,352,"","",[],"","","",[],""
6199,"FireTailSpark","",[],2,0.045,"",4,[],[],"",0,[],"",2,1000,69,"","",[],"","","",[],""
6200,"LightningIncursionSpark","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,1000,69,"","",[],"","","",[],""
6201,"DelveDwellerSpark","",[],0.9,0.045,"",4,[],[],"",0,[],"",2,1000,69,"","",[],"","","",[],""
6202,"LightningIncursionSparkEpic","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,1000,69,"","",[],"","","",[],""
6203,"TriggerCharge1","",[],1,0,"",4,[],[],"",0,[],"",2,500,884,"","",[],"","","",[],""
6204,"TriggerCharge2","",[],1,0,"",4,[],[],"",0,[],"",2,500,884,"","",[],"","","",[],""
6205,"TriggerCharge3","",[],1,0,"",4,[],[],"",0,[],"",2,500,884,"","",[],"","","",[],""
6206,"TriggeredFireOrbs","",[],1.5,0.03,"",4,[],[],"",0,[],"",2,1000,671,"","",[],"",29,"",[],""
6207,"SupportDecay",1,"[7,1]",1.335,0.0458,"D",3,[],[],"",153063788,[],"",2,1000,"","","",[],"","","",[],""
6208,"SupportEfficacy",1,"[7,1,49,9,46,35]",1,0,"a",3,[],[],"",-1498977204,[],"",2,1000,"","","",[],"","","",[],""
6209,"SupportDebilitate",1,"[7,1]",1,0,"e",2,[],[],"",-1460278548,[],"",2,1000,"","","",[],"","","",[],""
6210,"SupportMaim",1,"[1,76]",1,0,"m",1,[],[],"",1243416714,[],"",2,1000,"","","",[],"","","",[],""
6211,"SupportMaimRoyale",1,"[1,76]",1,0,"m",1,[],[],"",1128806619,[],"",2,1000,"","","",[],"","","",[],""
6212,"SupportImmolation",1,"[7,1]",0.8889,0.034,"m",3,[],[],"",1565476353,[],"",2,1000,"","","",[],"","","",[],""
6213,"SupportAilments",1,"[7,1,17]",1,0,"U",3,[],[],"",1599834630,[],"",2,1000,"","","",[],"","","",[],""
6214,"SupportBrutality",1,"[7,1,35]",1,0,"U",1,[],[],"",-425620495,[],"",2,1000,"","","",[],"","","",[],""
6215,"GarukhanComboAttack","",[],1,0,"",4,[],[],"",0,[],"",2,3286,891,"","",[],"","","",[],""
6216,"EmptyActionSpell","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],"","","",[],""
6217,"EmptyActionSpellDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6218,"EmptyActionSpellYugul","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6219,"EmptyActionSpellGarukhan","",[],1,0,"",4,[],[],"",0,[],"",2,1770,887,"","",[],23,"","",[],""
6220,"EmptyActionSpellGarukhanTornadoes","",[],1,0,"",4,[],[],"",0,[],"",2,1770,887,"","",[],24,"","",[],""
6221,"EmptyActionSpellGarukhanMinions","",[],1,0,"",4,[],[],"",0,[],"",2,1770,887,"","",[],25,"","",[],""
6222,"EmptyActionSpellGarukhanMinions2","",[],1,0,"",4,[],[],"",0,[],"",2,1770,887,"","",[],25,"","",[],""
6223,"EmptyActionSpellAxisCasterArcticArmour","",[],1,0,"",4,[],[],"",0,[],"",2,1200,887,"","",[],23,"","",[],""
6224,"EmptyActionSpellAsixCasterFlameEnrage","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6225,"EmptyActionSpellAxisBossLunaris","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6226,"EmptyActionSpellLunarisSolaris","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6227,"EmptyActionSpellBlackguardZombie","",[],1,0,"",4,[],[],"",0,[],"",2,1500,887,"","",[],23,"","",[],""
6228,"EmptyActionSpellAvatar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6229,"EmptyActionSpellBasilisk","",[],1,0,"",4,[],[],"",0,[],"",2,5000,887,"","",[],23,"","",[],""
6230,"EmptyActionSpellDelveStoneGaze","",[],1,0,"",4,[],[],"",0,[],"",2,5000,887,"","",[],23,"","",[],""
6231,"EmptyActionSpellStoneGazeStatue","",[],1,0,"",4,[],[],"",0,[],"",2,5000,887,"","",[],23,"","",[],""
6232,"EmptyActionSpellPetrificationStatue","",[],1,0,"",4,[],[],"",0,[],"",2,5000,1010,"","",[],23,"","",[],""
6233,"EmptyActionSpellDusk","",[],1,0,"",4,[],[],"",0,[],"",2,2300,887,"","",[],23,"","",[],""
6234,"EmptyActionSpellBoulderdash","",[],1,0,"",4,[],[],"",0,[],"",2,3000,887,"","",[],23,"","",[],""
6235,"EmptyActionSpellDoedreCursePillar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],22,"","",[],""
6236,"EmptyActionSpellDoedreCursePillarStandalone","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],22,"","",[],""
6237,"EmptyActionSpellIzaroDaemon","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6238,"EmptyActionSpellShavronneTeleport","",[],1,0,"",4,[],[],"",0,[],"",2,900,887,"","",[],38,"","",[],""
6239,"EmptyActionSpellHarbingerBuffWeak","",[],1,0,"",4,[],[],"",0,[],"",2,500,887,"","",[],23,"","",[],""
6240,"EmptyActionSpellHarbingerBuffStrong","",[],1,0,"",4,[],[],"",0,[],"",2,500,887,"","",[],23,"","",[],""
6241,"EmptyActionSpellDropColdBeacon","",[],1,0,"",4,[],[],"",0,[],"",2,500,887,"","",[],23,"","",[],""
6242,"EmptyActionSpellOverseerKrowMap","",[],1,0,"",4,[],[],"",0,[],"",2,800,887,"","",[],23,"","",[],""
6243,"EmptyActionSpellOverseerKrowMapSpawners","",[],1,0,"",4,[],[],"",0,[],"",2,2170,887,"","",[],22,"","",[],""
6244,"EmptyActionSpellDroolmaw","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6245,"EmptyActionSpellAbyssLichBoss1","",[],1,0,"",4,[],[],"",0,[],"",2,3850,887,"","",[],23,"","",[],""
6246,"EmptyActionSpellVastiri1","",[],1,0,"",4,[],[],"",0,[],"",2,1500,887,"","",[],23,"","",[],""
6247,"EmptyActionSpellVastiri2","",[],1,0,"",4,[],[],"",0,[],"",2,1500,887,"","",[],23,"","",[],""
6248,"EmptyActionSpellVastiri3","",[],1,0,"",4,[],[],"",0,[],"",2,1500,887,"","",[],23,"","",[],""
6249,"EmptyActionSpellVastiri4","",[],1,0,"",4,[],[],"",0,[],"",2,1500,887,"","",[],23,"","",[],""
6250,"EmptyActionSpellVastiriDelayedBlast","",[],1,0,"",4,[],[],"",0,[],"",2,1500,887,"","",[],22,"","",[],""
6251,"EmptyActionSpellAbyssMonsterSpawnerTransitionParent","",[],1,0,"",4,[],[],"",0,[],"",2,30,887,"","",[],23,"","",[],""
6252,"EmptyActionSpellAbyssMonsterSpawnerKillSelf","",[],1,0,"",4,[],[],"",0,[],"",2,30,887,"","",[],"","","",[],""
6253,"EmptyActionSpellStatueMage","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6254,"EmptyActionSpellMatriarchZombieBoss","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],23,"","",[],""
6255,"EmptyActionSpellAbyssBoneStalkerStealth","",[],1,0,"",4,[],[],"",0,[],"",2,1000,887,"","",[],"","","",[],""
6256,"EmptyActionSpellAbyssBoneStalkerEpicSoulSpend","",[],1,0,"",4,[],[],"",0,[],"",2,4000,990,"","",[],23,"","",[],""
6257,"EmptyActionSpellProclamationBossSlam","",[],1,0,"",4,[],[],"",0,[],"",2,3500,887,"","",[],23,"","",[],""
6258,"EmptyActionSpellElderGuardianChaosGemoetry","",[],1,0,"",4,[],[],"",0,[],"",2,3330,887,"","",[],13,"","",[],""
