"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
479,"malachai_impale","","","MalachaiImpale","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
480,"piety_activate_eye_spawner","","","PietyActivateEyeSpawner","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
481,"malachai_open_heart","","","MalachaiOpenHeart","",[3],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
482,"heart_grant_shield","","","HeartGrantShield","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
483,"gain_charges","","","GainCharges","",[4],"[2,5]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
484,"daresso_sword_trap","","","DaressoSwordTrap","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
485,"malachai_spawn_tri_bomb","","","MalachaiSpawnTriBomb","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
486,"repeatable_wave","","","RepeatableWave","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
487,"new_phase_run","Phase Run","Gain a buff that makes you faster, harder to detect, and grants Phasing, letting you pass through enemies. Performing any skill replaces this buff with one that boosts melee physical damage of skills you use yourself (it will not apply to your melee skills used by totems). Consumes Frenzy Charges to increase duration.","NewPhaseRun","Art/2DArt/SkillIcons/iconphaserun.dds",[4],"[2,5,9,32,34,64,28,79,90]",[],"","",1,"","",21,1,[4515],[215],[],1,1,[],8,0,"","",[],"","",1
488,"fire_elemental_meteor","","","FireElementalMeteor","",[4],"[1,8]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
489,"blast_rain","Blast Rain","Fires arrows up in the air, to rain down in an area. Each arrow deals area damage around where it lands, and they will all overlap on the targeted location.","BlastRain","Art/2DArt/SkillIcons/BlastRain.dds","[1,2,20]","[1,41,29,58,8,11,62,15,14,16,32,89]",[13],"","",1,"",1,21,1,"[4085,4394,4509,10987]","[24,434,174,10986]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
490,"blast_rain_triggerable","","","BlastRain","","[1,2]","[1,8,11,15,14,16,29,41,32,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
491,"shrapnel_shot","Galvanic Arrow","Releases arrows along with a burst of lightning which damages all enemies in a cone. The arrows degrade in-flight as the lightning dissipates, soon vanishing.","ShrapnelShot","Art/2DArt/SkillIcons/ShrapnelShot.dds","[1,2]","[1,3,57,8,15,14,16,31,41,58,32]",[13],"","",1,"","",21,1,"[4084,4413,4393,10726,5448]","[24,449,434,175,619]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
492,"burnwillow_target_area","","","BurnwillowTargetArea","","[1,2]","[8,9,2,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
493,"static_tether","Static Tether","","StaticTether","Art/2DArt/SkillIcons/stormcall.dds","[1,2]","[2,3,7,11,8,9,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,15,14,2,27,13,12,28,26,17,16,29,11,10,18,19,35]","","",1
494,"piety_reverse_cleave","Piety Reverse Cleave","","PietyReverseCleave","",[2],"[1,8,20,35]",[],"","",1,"PietyReverseCleave","",21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
495,"bladefall","Bladefall","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys, each wider but less damaging than the last. Enemies can be hit multiple times where these overlap.","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2,22]","[2,8,14,16,15,7,32,22,56,70,72,28,9]",[],"","",1,"Bladefall","",21,1,"[4414,4089,4398]","[554,24,434]",[],1,1,[],8,3,"","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
496,"labyrinth_boss_rain_of_blades","Rain Of Blades","","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds",[16],"[2,8,14,16,15,7,32,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
497,"blade_vortex","Blade Vortex","An ethereal blade spins around you for a duration, repeatedly damaging enemies that it passes through.","SpinningEtherealBlades","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[4],"[2,7,8,9,15,22,32,23,70,72,28]",[],"","",1,"BladeVortex","",21,1,"[4088,4371,4397]","[24,215,434]",[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
498,"vaal_blade_vortex","Vaal Blade Vortex","Creates an independently-moving vortex of ethereal blades which lasts for a duration. The vortex moves toward nearby enemies, repeatedly damaging enemies that it passes through.","VaalBladeVortex","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds","[1,2]","[2,7,8,9,15,23,38,72,28]",[],"","",1,"VaalBladeVortex","",21,1,"[4088,4371,4397,7982]","[24,215,434,7983]",[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
499,"frost_bomb","Frost Bomb","Creates a crystal that pulses with cold for a duration. Each pulse applies a debuff to nearby enemies for a secondary duration which reduces life and energy shield regeneration rate, and reduces energy shield recharge rate, and also inflicts Cold Exposure. When the crystal's duration ends, it explodes, dealing heavy cold damage to enemies around it.","FrostBomb","Art/2DArt/SkillIcons/FrostBomb.dds","[1,20,22]","[2,8,9,30,7,22,15,14,16,32,56,72,90,100]",[],"","",1,"FrostBomb",1,21,1,"[4386,4093,4401,7995]","[3351,24,434,168]",[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
500,"word_of_flames","Word of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
501,"edict_of_flames","Edict of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
502,"decree_of_flames","Decree of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
503,"commandment_of_flames","Commandment of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
504,"unique_animate_weapon","Manifest Dancing Dervish","Manifests Dancing Dervish to fight by your side. While Dancing Dervish is manifested, you have Onslaught and cannot use Weapons. Cannot be supported by supports that would create other minions.","UniqueAnimateWeapon","Art/2DArt/BuffIcons/RhysSword.dds",[4],"[2,6,18,32,50,61,77,90,37]",[],"","",1,"UniqueAnimateWeapon","",21,"",[],[],"[1,20,21,8,34,24]",1,"",[],8,"","","",[],"","",1
505,"orb_of_storms","Orb of Storms","Creates a stationary electrical orb that frequently unleashes a splitting bolt of lightning at a nearby enemy. Modifiers to cast speed will increase how frequently it does this. Using a lightning skill while inside the orb's cloud unleashes additional bolts. Casting this skill again will replace the previous orb.","StormCloud","Art/2DArt/SkillIcons/StormCloud.dds",[1],"[2,7,31,9,8,19,32,14,16,15,72,90,100]",[],"","",1,"OrbOfStorms","",21,1,"[4094,4415,4402,7975]","[24,554,434,216]",[],1,1,[],8,3,"","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
506,"lb_retractable_trap","","","LbRetractableTrap","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
507,"word_of_the_grave_on_kill","Word of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",[],"","",1
508,"edict_of_the_grave_on_kill","Edict of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",[],"","",1
509,"decree_of_the_grave_on_kill","Decree of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",[],"","",1
510,"commandment_of_the_grave_on_kill","Commandment of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",[],"","",1
511,"word_of_reflection_when_hit","Word of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",[],"","",1
512,"edict_of_reflection_when_hit","Edict of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",[],"","",1
513,"decree_of_reflection_when_hit","Decree of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",[],"","",1
514,"commandment_of_reflection_when_hit","Commandment of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",[],"","",1
515,"word_of_light_when_critically_hit","Word of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
516,"edict_of_light_when_critically_hit","Edict of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
517,"decree_of_light_when_critically_hit","Decree of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
518,"commandment_of_light_when_critically_hit","Commandment of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
519,"word_of_thunder_on_kill","Word of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
520,"edict_of_thunder_on_kill","Edict of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
521,"decree_of_thunder_on_kill","Decree of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
522,"commandment_of_thunder_on_kill","Commandment of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
523,"triggered_lightning_cones","","","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,90]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
524,"summon_rock_golem","Summon Stone Golem","Summons a Stone Golem that grants you life regeneration. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.","SummonRockGolem","Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[32,16,6,18,22,2,15,14,51,28,77,77,90]",[],"","",1,"SummonRockGolem","",21,1,[5146],[3351],"[1,20,21,34,8,24]",1,1,[],8,"","","",[],"","",1
525,"word_of_force_on_hit","Word of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
526,"edict_of_force_on_hit","Edict of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
527,"decree_of_force_on_hit","Decree of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
528,"commandment_of_force_on_hit","Commandment of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
529,"whirling_leap","Whirling Leap","","WhirlingLeap","",[16],"[1,8,20,34]",[],"","",1,"WhirlingLeap","",21,1,[],[],[],1,1,[],8,0,"","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
530,"word_of_war_on_kill","Word of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
531,"edict_of_war_on_kill","Edict of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
532,"decree_of_war_on_kill","Decree of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
533,"commandment_of_war_on_kill","Commandment of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
534,"righteous_lightning","Righteous Lightning","Engulfs you in magical lightning that rapidly damages nearby enemies and drains your mana. Your critical strike chance is substantially increased while under this effect. The effect ends when you have no mana remaining.","RighteousLightning","Art/2DArt/SkillIcons/righteousfire.dds",[4],"[2,5,8,15,32,35,31,72]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg",1,"RighteousLightning","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
535,"lb_arrow_trap","","","LbArrowTrap","","[1,2]","[1,3,57,15,14,16,41]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
536,"earthquake","Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. Cracks created before the first one has erupted will not generate their own aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","QuakeSlam","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,24,9,92,32,15]","[11,12,32,14,16,17,36,57]","","",1,"Earthquake","",21,1,"[4091,4372,4400,12283]","[24,215,434,12282]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35,12,13,27]","","",1
537,"vaal_earthquake","Vaal Earthquake","","VaalEarthquake","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,9,38,92,15]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquake","",21,1,"[4091,4372,4400,12283]","[24,215,434,12282]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
538,"vaal_earthquake_footstep","Vaal Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. After using this skill, your steps will deal damage around you, cracking the earth if the previous cracks have erupted. This effect ends after a secondary duration, or after a maximum number of aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","VaalEarthquakeFootstep","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,9,38,92,15]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquakeFootstep","",21,1,"[4091,4372,4400,12283]","[24,215,434,12282]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
539,"earthquake_triggerable","","","QuakeSlam","","[1,2]","[1,8,20,24,9,37,32,92]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
540,"animated_weapon_explosive","","","AnimateWeaponExplosive","",[4],[],[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",[],"","",1
541,"contagion","Contagion","Unleashes a vile contagion on enemies, dealing chaos damage over time. If an enemy dies while affected by Contagion, it spreads to other enemies.","Contagion","Art/2DArt/SkillIcons/Contagion.dds","[1,2,22]","[2,8,9,14,15,35,42,22,32,16,49,56,70,72]",[],"","",1,"Contagion",1,21,1,"[4087,4368,4395]","[24,215,434]",[],1,1,[],8,"","","","[16,10,11,29,17,12,13,27]","","",1
542,"wither","Wither","Casts a debilitating effect on enemies in an area, Hindering their movement and applying a stacking Withered debuff that increases the Chaos Damage they take. This effect can stack up to 15 times.","Wither","Art/2DArt/SkillIcons/Wither.dds","[1,2]","[2,8,9,15,42,72]",[],"","",1,"Wither","",21,1,"[4370,4396]","[215,434]",[],1,1,[],8,"","","","[16,10,11,29,17]","","",1
543,"wither_channel","Wither","Casts a debilitating debuff on enemies in an area, hindering their movement and also inflicts the Withered debuff, which increases the Chaos Damage they take and can stack up to 15 times.","WitherChannelled","Art/2DArt/SkillIcons/Wither.dds","[1,18,17]","[2,8,9,15,42,48,72]",[],"","",1,"Wither","",21,1,"[4370,4396]","[215,434]",[],1,1,[],8,"","","Metadata/Monsters/Totems/WitherTotem.ais","[16,10,11,29,17]","","",1
544,"essence_drain","Essence Drain","Fires a projectile that applies a damage over time debuff when it hits. You are healed for a portion of the debuff damage. The debuff is spread by Contagion.","Siphon","Art/2DArt/SkillIcons/Siphon.dds","[1,2]","[2,3,57,9,15,22,35,42,7,32,70,8,72,14,16]",[],"","",1,"EssenceDrain","",21,1,"[4086,4369]","[24,215]",[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
545,"word_of_inferno_on_kill","Word of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
546,"edict_of_inferno_on_kill","Edict of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
547,"decree_of_inferno_on_kill","Decree of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
548,"commandment_of_inferno_on_kill","Commandment of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
549,"revive_after_duration","","","ReviveAfterDuration","",[4],"[2,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
550,"grasping_ornaments","","","GraspingOrnaments","","[1,2]","[2,8,9,7,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
551,"offering_of_judgement","","","OfferingOfJudgement","","[1,2]","[2,8,9,7,72,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
552,"player_projectile_spell","","","PlayerProjectileSpell","","[1,2]","[2,3,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
553,"word_of_frost","Word of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
554,"edict_of_frost","Edict of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
555,"decree_of_frost","Decree of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
556,"commandment_of_frost","Commandment of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
557,"word_of_blades","Word of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
558,"edict_of_blades","Edict of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
559,"decree_of_blades","Decree of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
560,"commandment_of_blades","Commandment of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
