"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","i32","i32","i32","i32","rid"
4813,"ZanaSynthMemoryHauntA","","I know I have no voice as a servant, but there is something deeply troubling here. This manor holds a dreadful presence which permeates the very air.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_124.ogg","","","","",0,0,1,1,0,2462788,0,""
4814,"ZanaSynthMemoryHauntB","","When they find the third dead and disemboweled maid, I speak up, but the master of the household doesn't listen. He refuses to even look at me. It is then that I realise... I am already dead...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_125.ogg","","","","",0,0,1,1,0,2463338,0,""
4815,"ZanaSynthMemoryHauntC","","Exile, how does a ghost form memories without a brain? It seems there's much more left to discover in this world.","Audio/Dialogue/NPC/Zana/360Zana_126.ogg","","","","",0,0,1,1,0,2463712,0,""
4816,"ZanaSynthMemoryIcebergA","","Nineteen more days in the mountains... I'll never survive, never earn my Mutewind name... I'm already starving and dying after ten... and is that... a wolf?!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_127.ogg","","","","",0,0,1,1,0,2464194,0,""
4817,"ZanaSynthMemoryIcebergB","","Kindest friend, kindred wolf. You kept me warm for nineteen days. I will return one day, when I am old, and let your descendants feast upon my remains.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_128.ogg","","","","",0,0,1,1,0,2464664,0,""
4818,"ZanaSynthMemoryIcebergC","","I never knew barren mountains could be so beautiful.","Audio/Dialogue/NPC/Zana/360Zana_129.ogg","","","","",0,0,1,1,0,2464920,0,""
4819,"ZanaSynthMemoryLibraryA","","I move through the stacks, seeking that one perfect moment from my youth. I once read a book here, its name lost to me, that perfectly struck the chords of my heart.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_130.ogg","","","","",0,0,1,1,0,2465418,0,""
4820,"ZanaSynthMemoryLibraryB","","It was as if that book was written for me, and yet, I cannot find it now. There are more tomes here than I could ever pick up and check in an entire lifetime.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_131.ogg","","","","",0,0,1,1,0,2465902,0,""
4821,"ZanaSynthMemoryLibraryC","","So many books have been destroyed by Wraeclast's troubles through the years. I hope one day I can help rebuild Oriath's libraries with new knowledge.","Audio/Dialogue/NPC/Zana/360Zana_132.ogg","","","","",0,0,1,1,0,2466352,0,""
4822,"ZanaSynthMemoryLunarisA","","I don't know much longer I can do this. Every day, we cart in the poor folk the General has rounded up for the Witch's experiments. I used to count, but I stopped at two thousand.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_133.ogg","","","","",0,0,1,1,0,2466878,0,""
4823,"ZanaSynthMemoryLunarisB","","This is not the career the Blackguards promised me. We're worse than monsters. Look at this place! Rivers of blood! Piles of corpses! We were just following orders...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_134.ogg","","","","",0,0,1,1,0,2467378,0,""
4824,"ZanaSynthMemoryLunarisC","","Just following orders... spineless little--! How many lives were lost because someone wouldn't stand up for what's right? Wouldn't think for themselves?","Audio/Dialogue/NPC/Zana/360Zana_135.ogg","","","","",0,0,1,1,0,2467834,0,""
4825,"ZanaSynthMemoryMineshaftA","","We're trapped down here. Though we strike it again and again, the Sekhema's seal remains unharmed. No one down here can sleep. My throat is parched, yet I feel no thirst.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_136.ogg","","","","",0,0,1,1,0,2468346,0,""
4826,"ZanaSynthMemoryMineshaftB","","The foreman is beginning to show signs of madness. He claims the walls, earth, and even his pick have become sticky as honey. I pray death comes for us soon, but I fear we will receive something far worse.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_137.ogg","","","","",0,0,1,1,0,2468928,0,""
4827,"ZanaSynthMemoryMineshaftC","","It seems the mines of Highgate were sealed before everyone could be evacuated... what a terrible fate...","Audio/Dialogue/NPC/Zana/360Zana_138.ogg","","","","",0,0,1,1,0,2469292,0,""
4828,"ZanaSynthMemoryMoonTempleA","","Lunaris, help me find calm. Help me find peace. Help me silence those who trouble me!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_139.ogg","","","","",0,0,1,1,0,2469636,0,""
4829,"ZanaSynthMemoryMoonTempleB","","Lunaris, help me destroy my enemies! Help me take what is rightfully mine!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_140.ogg","","","","",0,0,1,1,0,2469958,0,""
4830,"ZanaSynthMemoryMoonTempleC","","Somewhere in history, the old religions lost their way. Or perhaps this is the journey every religion takes eventually...","Audio/Dialogue/NPC/Zana/360Zana_141.ogg","","","","",0,0,1,1,0,2470358,0,""
4831,"ZanaSynthMemoryOasisA","","I cannot escape the feeling that I am being cooked by the sun in a cauldron made of sand. As I dream of water, walking, dying, I see it: an oasis.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_142.ogg","","","","",0,0,1,1,0,2470814,0,""
4832,"ZanaSynthMemoryOasisB","","I slake my thirst with chill liquid that sparkles in the sun. I dunk my head, then lie down, exhausted and exhilarated. Today, I get to live.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_143.ogg","","","","",0,0,1,1,0,2471260,0,""
4833,"ZanaSynthMemoryOasisC","","At long last, a memory that didn't make me want to curl up into a ball and weep!","Audio/Dialogue/NPC/Zana/360Zana_144.ogg","","","","",0,0,1,1,0,2471568,0,""
4834,"ZanaSynthMemoryRooftopA","","The last three weeks feel like they've passed in an instant. The atmosphere here since the High Templar's disappearance has been so relaxed, but, while enjoying the sun on my roof this morning, I saw the black smoke billowing from the Chamber of Innocence turn red.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_145.ogg","","","","",0,0,1,1,0,2472266,0,""
4835,"ZanaSynthMemoryRooftopB","","The Seneschals have at last elected a new High Templar. Rumour has it they've sought young blood. Someone who can revitalise the Templar. Someone who can bring them into the modern age. Whoever it is, he can't be worse than the last one. Bastard set us back fifty years!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_146.ogg","","","","",0,0,1,1,0,2472974,0,""
4836,"ZanaSynthMemoryRooftopC","","That was Dominus' ascension to power. I remember seeing the smoke from the orphanage... it was so soon after my father's disappearance.","Audio/Dialogue/NPC/Zana/360Zana_147.ogg","","","","",0,0,1,1,0,2473396,0,""
4837,"ZanaSynthMemorySanctuaryA","","What is it? You know I am not to be disturbed during my communion with God-- it's here? Well get it to the lab immediately, and do not disturb me again, lest I take your head!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_148.ogg","","","","",0,0,1,1,0,2473918,0,""
4838,"ZanaSynthMemorySanctuaryB","","I feel a rush of excitement as I review the contents of the crate. The pieces, aged as they are, still hum with energy. I can feel its potential, and it fills me with hope and terror. I cannot assemble it, but I know who can. I need only apply a little pressure...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_149.ogg","","","","",0,0,1,1,0,2474618,0,""
4839,"ZanaSynthMemorySanctuaryC","","Exile, who was that? How did he come to have pieces of the map device? Were they then delivered to my father?","Audio/Dialogue/NPC/Zana/360Zana_150.ogg","","","","",0,0,1,1,0,2474992,0,""
4840,"ZanaSynthMemoryScepterA","","I am so very late. This is deeply embarrassing. I fear the wait will be too long now. But this is the one chance I get to meet the great Laureate and I will not let it go to waste!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_151.ogg","","","","",0,0,1,1,0,2475520,0,""
4841,"ZanaSynthMemoryScepterB","","Malachai says he has perfected new techniques that will unlock the raw power hidden within the Virtue Gems. I have volunteered my body to the cause. I feel no fear, no hunger, no pleasure... nothing. I only hear his voice. I must obey...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_152.ogg","","","","",0,0,1,1,0,2476162,0,""
4842,"ZanaSynthMemoryScepterC","","Ugh, I feel disgusting after that. Even within that memory I could feel Malachai's presence wrapping around my mind like grasping little fingers.","Audio/Dialogue/NPC/Zana/360Zana_153.ogg","","","","",0,0,1,1,0,2476604,0,""
4843,"ZanaSynthMemorySewersA","","We walk in absolute silence through the murk. It's after midnight, but the streets above are still abuzz with activity. Hours pass before the streets fall silent. We emerge one by one into a pitch-black room.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_154.ogg","","","","",0,0,1,1,0,2477186,0,""
4844,"ZanaSynthMemorySewersB","","As I help our last out of the sewers, a flint is struck, and we are surrounded by light and gleaming imperial armour. There's a dagger at my throat. A setup! Dragged into a cell, the guards laughing. I still reek of the sewers...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_155.ogg","","","","",0,0,1,1,0,2477810,0,""
4845,"ZanaSynthMemorySewersC","","There are times, Exile, when I wish those memories weren't so vivid. Sometimes I don't need to know what a memory smells like.","Audio/Dialogue/NPC/Zana/360Zana_156.ogg","","","","",0,0,1,1,0,2478212,0,""
4846,"ZanaSynthMemorySolarisA","","Tonight is a celebration. On this, the night of a Thousand Ribbons, we honour Emperor Chitus for his heroic defense of our beloved capital. Long may he reign!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_157.ogg","","","","",0,0,1,1,0,2478696,0,""
4847,"ZanaSynthMemorySolarisB","","I feel fear... and hatred. The Emperor stands before me, and I know this is my chance. I strike at him. I pierce his belly, but it is not immediately lethal. I lock eyes with the man. I watch him raise his axe...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_158.ogg","","","","",0,0,1,1,0,2479288,0,""
4848,"ZanaSynthMemorySolarisC","","I felt my body split into two. Agony! That's the last thing I remember. This memory must have belonged to Ondar, the Betrayer. For some reason, I always thought that was a myth... but apparently not.","Audio/Dialogue/NPC/Zana/360Zana_159.ogg","","","","",0,0,1,1,0,2479838,0,""
4849,"ZanaSynthMemorySpiderForestA","","I'm a fool to have gotten lost here, but it was getting dark, and I thought I saw a way home. A crowd stands silently around me, their faces blank white, their bodies covered in webs.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_160.ogg","","","","",0,0,1,1,0,2480382,0,""
4850,"ZanaSynthMemorySpiderForestB","","The crowd begins to shiver and shake as I creep between their bound hands. Some moan for help. Others scream. As their bodies bubble, I realise I cannot help them. Tiny spiders pour out of open wounds.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_161.ogg","","","","",0,0,1,1,0,2480962,0,""
4851,"ZanaSynthMemorySpiderForestC","","Exile, if you ever find me trapped in webbing like that... put me out of my misery.","Audio/Dialogue/NPC/Zana/360Zana_162.ogg","","","","",0,0,1,1,0,2481290,0,""
4852,"ZanaSynthMemorySwampBogA","","Beneath the summer sun we follow Tarcus in search of the promised land. Before long, hunger grips our stomachs. The doomlands take their toll. Our numbers dwindle, and discord spreads amongst the tribesmen.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_163.ogg","","","","",0,0,1,1,0,2481872,0,""
4853,"ZanaSynthMemorySwampBogB","","Veruso's words quell our hearts, but not our stomachs. In the dead of night, a woman goes missing, and our hunger is abated. We reach the ruins of Azala Vaal alive, but dark deeds hide in our bellies.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_164.ogg","","","","",0,0,1,1,0,2482442,0,""
4854,"ZanaSynthMemorySwampBogC","","How horrible... the founders of Sarn! Not such a promising start.","Audio/Dialogue/NPC/Zana/360Zana_165.ogg","","","","",0,0,1,1,0,2482726,0,""
4855,"ZanaSynthMemoryThicketA","","He told me to meet him out here at midnight. Well, it's midnight and he isn't here, and I can hear wolves nearby. He better hurry up or I'm leaving.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_166.ogg","","","","",0,0,1,1,0,2483190,0,""
4856,"ZanaSynthMemoryThicketB","","That's it. I'm out of here. Now which way did I come from? Was it this way? No. Must have been this way. Hmm... this doesn't look familiar either. None of this looks familiar, and I think I hear the wolves coming closer...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_167.ogg","","","","",0,0,1,1,0,2483802,0,""
4857,"ZanaSynthMemoryThicketC","","Huh... I've never felt lost like that before... I didn't care for it. I think I prefer knowing exactly where I stand.","Audio/Dialogue/NPC/Zana/360Zana_168.ogg","","","","",0,0,1,1,0,2484188,0,""
4858,"ZanaSynthMemoryCausewayA","","We pack up our camp just before sunrise and journey towards the capital, Azala Vaal. We hear the crowd before we see them. Word of our victory spread quickly, and even the Queen has come to meet us.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_169.ogg","","","","",0,0,1,1,0,2484754,0,""
4859,"ZanaSynthMemoryCausewayB","","My family has come to watch the ceremony. As I lay on the stone altar, I hear them chanting my name. It's the last thing I hear before the Queen's dagger is plunged into my chest.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_170.ogg","","","","",0,0,1,1,0,2485282,0,""
4860,"ZanaSynthMemoryCausewayC","","I saw her, Exile... I saw the Queen of the Vaal! She had such a terrible presence...","Audio/Dialogue/NPC/Zana/360Zana_171.ogg","","","","",0,0,1,1,0,2485604,0,""
4861,"ZanaSynthMemoryDriedLakeA","","Six moons have passed since the earth supped the rain. The riverbed is dry, and the lake is but a puddle. The beasts here have become desperate and dangerous.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_172.ogg","","","","",0,0,1,1,0,2486092,0,""
4862,"ZanaSynthMemoryDriedLakeB","","There are rumours that Lord Yriel's blood-fed crops have swelled, but the fruit they bear can send a man mad. We look to our children for the answer. A child cannot hunt, but it can still provide. The taste is hard to forget.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_173.ogg","","","","",0,0,1,1,0,2486714,0,""
4863,"ZanaSynthMemoryDriedLakeC","","They ate-- Gods, Exile...! I feel sick to my stomach.","Audio/Dialogue/NPC/Zana/360Zana_174.ogg","","","","",0,0,1,1,0,2486976,0,""
4864,"ZanaSynthMemoryCellsA","","You can't just keep me locked up! I have rights you know! I deserve a fair trial! Hey! You hear me!?","Audio/Dialogue/NPC/ZanaNarrator/360Zana_175.ogg","","","","",0,0,1,1,0,2487340,0,""
4865,"ZanaSynthMemoryCellsB","","Hello?! Guard!? I smell smoke! Get me out of here-- please! Don't just leave me to die! Someone please help! Please!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_176.ogg","","","","",0,0,1,1,0,2487736,0,""
4866,"ZanaSynthMemoryCellsC","","After everything that has happened, this one hits too close to home.","Audio/Dialogue/NPC/Zana/360Zana_177.ogg","","","","",0,0,1,1,0,2488020,0,""
4867,"ZanaSynthMemoryLushBeachCliffA","","I don't understand. I saw Bryn die. I held him. The fever that took him was so intense... I remember the moment his body went cold. But now he lives once more.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_178.ogg","","","","",0,0,1,1,0,2488520,0,""
4868,"ZanaSynthMemoryLushBeachCliffB","","Yet it is not truly him. I know that. A mother knows her son and this creature is not my son. It is a hollow imposter. My son's spirit is with Innocence. So I go to him at last.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_179.ogg","","","","",0,0,1,1,0,2489056,0,""
4869,"ZanaSynthMemoryLushBeachCliffC","","She leapt, Exile. I felt her fall. What terrible anguish she felt...","Audio/Dialogue/NPC/Zana/360Zana_180.ogg","","","","",0,0,1,1,0,2489358,0,""
4870,"ZanaSynthMemoryRidgeA","","Everyone is dead and I am alone. The Karui swept through the watch so quickly, we didn't have a chance to flee. Men, women, even children, slaughtered. I'm lucky to be alive. But I cannot return home now. No.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_181.ogg","","","","",0,0,1,1,0,2489938,0,""
4871,"ZanaSynthMemoryRidgeB","","I'd be branded a coward, imprisoned, and hung for desertion. I have no choice. I must make do out in the wilds. Perhaps a farmer will take pity on me. And if not, I have my blade. I will take what I need by force.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_182.ogg","","","","",0,0,1,1,0,2490528,0,""
4872,"ZanaSynthMemoryRidgeC","","It's hard to feel pity for a man like that, desperate as he was.","Audio/Dialogue/NPC/Zana/360Zana_183.ogg","","","","",0,0,1,1,0,2490804,0,""
4873,"ZanaSynthMemoryPoolsAndStreamsA","","My legs ache, but at last they can rest. We are two days journey from the nearest city, and the trickle of water sets me at ease. I begin to set up camp.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_184.ogg","","","","",0,0,1,1,0,2491294,0,""
4874,"ZanaSynthMemoryPoolsAndStreamsB","","My wife bathes naked in the stream. I appreciate her form from the banks. With any luck, we will never see another person as long as we live.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_185.ogg","","","","",0,0,1,1,0,2491760,0,""
4875,"ZanaSynthMemoryPoolsAndStreamsC","","It's not all doom and gloom, Exile. It's worth remembering that.","Audio/Dialogue/NPC/Zana/360Zana_186.ogg","","","","",0,0,1,1,0,2492056,0,""
4876,"ZanaSynthMemoryReefA","","The storm is bad now. The ship rocks to and fro. The other exiles exchange glances as a guard struggles to regain his footing. Then, we hit the rocks.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_187.ogg","","","","",0,0,1,1,0,2492518,0,""
4877,"ZanaSynthMemoryReefB","","When I come to, I'm alone on a tiny island. Little more than a rock, really. I can't see any other land. Even Wraeclast would've been better than this.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_188.ogg","","","","",0,0,1,1,0,2492982,0,""
4878,"ZanaSynthMemoryReefC","","Just goes to show, even as the world around us lays in ruins, things could always be worse.","Audio/Dialogue/NPC/Zana/360Zana_189.ogg","","","","",0,0,1,1,0,2493310,0,""
4879,"ZanaSynthMemoryForestCaveA","","The world is changing in dark and subtle ways around us as I run. My arms burn from the weight of my young children. The sun is turning blood red, and there's only one place of safety I can imagine.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_190.ogg","","","","",0,0,1,1,0,2493880,0,""
4880,"ZanaSynthMemoryForestCaveB","","The walls of the cave we huddle in tremble. The screaming outside keeps us from fleeing into the open air. Life has gone mad, and the sky is burning. The children cry out for their mother, but I haven't the heart to tell them what she became in front of my eyes.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_191.ogg","","","","",0,0,1,1,0,2494578,0,""
4881,"ZanaSynthMemoryForestCaveC","","How horrible... I wonder what ever happened to those children. Perhaps it's better not to know.","Audio/Dialogue/NPC/Zana/360Zana_192.ogg","","","","",0,0,1,1,0,2494926,0,""
4882,"ZanaSynthMemoryForestCanalsA","","The boats are the only way out of the city! Don't you understand? The sky is burning! We have to go!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_193.ogg","","","","",0,0,1,1,0,2495304,0,""
4883,"ZanaSynthMemoryForestCanalsB","","Everyone had the same idea. The crowded boats aren't moving at all. The others scream and wail. Everything begins to burn. I hold my son under the water and pray his death is quicker than mine.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_194.ogg","","","","",0,0,1,1,0,2495868,0,""
4884,"ZanaSynthMemoryForestCanalsC","","The most horrible thing is, I'm certain that parent was doing their child a mercy.","Audio/Dialogue/NPC/Zana/360Zana_195.ogg","","","","",0,0,1,1,0,2496194,0,""
4885,"ZanaSynthMemoryRuinedTempleA","","My grandparents worshipped here, back when it was still a place of faith. I wonder, did the gods ever hear them?","Audio/Dialogue/NPC/ZanaNarrator/360Zana_196.ogg","","","","",0,0,1,1,0,2496596,0,""
4886,"ZanaSynthMemoryRuinedTempleB","","I choose to believe the gods did listen, and that I am here now out of that benevolence. It is the only way I can explain surviving the troubles.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_197.ogg","","","","",0,0,1,1,0,2497064,0,""
4887,"ZanaSynthMemoryRuinedTempleC","","Knowing what we now know about the gods, I think we can safely say benevolence was not the cause.","Audio/Dialogue/NPC/Zana/360Zana_198.ogg","","","","",0,0,1,1,0,2497420,0,""
4888,"ZanaSynthMemorySpiderThicketA","","Where am I? What happened? I remember a massive spider coming at me, and then... huh, I'm stuck in webbing...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_199.ogg","","","","",0,0,1,1,0,2497818,0,""
4889,"ZanaSynthMemorySpiderThicketB","","My stomach is really rumbling... and it hurts... and it's bulging... and rippling...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_200.ogg","","","","",0,0,1,1,0,2498166,0,""
4890,"ZanaSynthMemorySpiderThicketC","","Ugh, what a horrid way to die. Exile, if you ever find me in that state, you know what to do, right?","Audio/Dialogue/NPC/Zana/360Zana_201.ogg","","","","",0,0,1,1,0,2498530,0,""
4891,"ZanaSynthMemoryCitySlumsA","","Sarn is the city of opportunity, they said. The cradle of civilisation. Pardon me if I don't feel swaddled and taken care of in this 'cradle.'","Audio/Dialogue/NPC/ZanaNarrator/360Zana_202.ogg","","","","",0,0,1,1,0,2498986,0,""
4892,"ZanaSynthMemoryCitySlumsB","","It's starve or steal. I think I know which one I like better.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_203.ogg","","","","",0,0,1,1,0,2499280,0,""
4893,"ZanaSynthMemoryCitySlumsC","","With Oriath in the state it's in, I worry we're not far from tumbling down this same road. At least we can rule Venarius out of that memory.","Audio/Dialogue/NPC/Zana/360Zana_204.ogg","","","","",0,0,1,1,0,2499716,0,""
4894,"ZanaSynthMemoryDaressoA","","With one motion, I cleave a man in twain. A kick sends another flying, and the roar of the crowd swells. I am their idol!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_205.ogg","","","","",0,0,1,1,0,2500126,0,""
4895,"ZanaSynthMemoryDaressoB","","I was always meant to be at the top of the pile. Nobody else can compare. And this tiny man, this new challenger, Daresso, will fall like the rest to the might of Barkhul.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_206.ogg","","","","",0,0,1,1,0,2500636,0,""
4896,"ZanaSynthMemoryDaressoC","","Ha! We know how that ended, don't we?","Audio/Dialogue/NPC/Zana/360Zana_207.ogg","","","","",0,0,1,1,0,2500862,0,""
4897,"ZanaSynthMemoryPlateauA","","I've thirsted for adventure my entire life, but I suppose, at eighty-two, the most I can do now is walk along the village plateau.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_208.ogg","","","","",0,0,1,1,0,2501290,0,""
4898,"ZanaSynthMemoryPlateauB","","I dreamt of magic and adventure when I was younger. It's a shame this world isn't more exciting.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_209.ogg","","","","",0,0,1,1,0,2501650,0,""
4899,"ZanaSynthMemoryPlateauC","","Ah, what I would give for a boring life...","Audio/Dialogue/NPC/Zana/360Zana_210.ogg","","","","",0,0,1,1,0,2501886,0,""
4900,"ZanaSynthMemoryControlBlocksA","","I wear the armor of a Templar, and I walk among the guards, but I am not one of them. My soul is Kitava's to consume.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_211.ogg","","","","",0,0,1,1,0,2502300,0,""
4901,"ZanaSynthMemoryControlBlocksB","","The time nears. At the appointed hour, I will open the gates... all the gates.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_212.ogg","","","","",0,0,1,1,0,2502636,0,""
4902,"ZanaSynthMemoryControlBlocksC","","Bastard... that bastard! Do you think he knew what he was about to loose upon us? No... I can't believe anyone would knowingly do that.","Audio/Dialogue/NPC/Zana/360Zana_213.ogg","","","","",0,0,1,1,0,2503070,0,""
4903,"ZanaSynthMemoryOssuaryA","","Centuries of my predecessors line these walls. It is supposedly the ultimate honor to rest with them, but I have my doubts.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_214.ogg","","","","",0,0,1,1,0,2503484,0,""
4904,"ZanaSynthMemoryOssuaryB","","How would anyone know which bones are mine? How would anyone know that I am even here? Because I recognise none of these remains myself...","Audio/Dialogue/NPC/ZanaNarrator/360Zana_215.ogg","","","","",0,0,1,1,0,2503928,0,""
4905,"ZanaSynthMemoryOssuaryC","","Confronting one's mortality is always troubling, isn't it? I believe Venarius would not be so humble as the owner of this memory.","Audio/Dialogue/NPC/Zana/360Zana_216.ogg","","","","",0,0,1,1,0,2504338,0,""
4906,"ZanaSynthMemoryCanalsA","","I feel very nervous. Am I sweating? I think I'm sweating. I hope she doesn't notice how much I'm sweating. Oh no, she looked at me. She can definitely see how sweaty I am. I should say something. Your face is good?! Why would you say that!?","Audio/Dialogue/NPC/ZanaNarrator/360Zana_217.ogg","","","","",0,0,1,1,0,2504984,0,""
4907,"ZanaSynthMemoryCanalsB","","She laughed at you. Now she's gonna tell all the women in Sarn how stupid and useless you are. You're gonna die alone. Wait... is she-- she's holding your hand! You did it! Your face is good! Classic line. Works every time.","Audio/Dialogue/NPC/ZanaNarrator/360Zana_218.ogg","","","","",0,0,1,1,0,2505596,0,""
4908,"ZanaSynthMemoryCanalsC","","That was... deeply uncomfortable to witness.","Audio/Dialogue/NPC/Zana/360Zana_219.ogg","","","","",0,0,1,1,0,2505834,0,""
4909,"ZanaSynthMemoryReef2A","","This is not good. I can't believe I fell asleep. Now I'm in the middle of the bloody ocean without a bloody paddle. Micah, you stupid shite. Why couldn't you just follow the bloody captain's orders?","Audio/Dialogue/NPC/ZanaNarrator/360Zana_220.ogg","","","","",0,0,1,1,0,2506394,0,""
4910,"ZanaSynthMemoryReef2B","","Now you've gone and got yourself killed. Unless... what is that? Is that a ship on the horizon? It looks like Roth's! Long as he doesn't hold a grudge, I'm saved!","Audio/Dialogue/NPC/ZanaNarrator/360Zana_221.ogg","","","","",0,0,1,1,0,2506882,0,""
4911,"ZanaSynthMemoryReef2C","","Roth? Could it be-- no, that is simply too much of a coincidence. Still, I can't help but wonder...","Audio/Dialogue/NPC/Zana/360Zana_222.ogg","","","","",0,0,1,1,0,2507228,0,""
4912,"VenariusSynthMemoryAntiquaryA","","Indexing artefact one-twelve in lot ten, an ancient jawbone. Carvings on the side attribute it to... Valako? This can't actually be the jawbone from the myth... and this... Tukohama's tooth? Hinekora's hair?","Audio/Dialogue/NPC/CavasNarrator/Ven_163.ogg","","","","",0,0,1,1,0,2507398,0,""
4913,"VenariusSynthMemoryAntiquaryB","","These were in the archives for centuries. Are these what those thieves were after? Who would want these relics, except for followers of Kitava? But that's absurd... best not to mention the robbery attempt.","Audio/Dialogue/NPC/CavasNarrator/Ven_164.ogg","","","","",0,0,1,1,0,2507982,0,""
4914,"VenariusSynthMemoryAntiquaryC","","Exile, I think a historian somewhere made a grave mistake by keeping quiet.","Audio/Dialogue/NPC/Cavas/Ven_165.ogg","","","","",0,0,1,1,0,2508290,0,""
4915,"VenariusSynthMemoryArachnidTombA","","I'm a fool to have gotten lost here, but it was getting dark, and I thought I saw a way home. A crowd stands silently around me, their faces blank white, their bodies covered in webs.","Audio/Dialogue/NPC/CavasNarrator/Ven_262.ogg","","","","",0,0,1,1,0,2508466,0,""
4916,"VenariusSynthMemoryArachnidTombB","","The crowd begins to shiver and shake as I creep between their bound hands. Some moan for help. Others scream as their bodies bubble, and I realise I cannot help them. Tiny spiders pour out of open wounds.","Audio/Dialogue/NPC/CavasNarrator/Ven_263.ogg","","","","",0,0,1,1,0,2509054,0,""
4917,"VenariusSynthMemoryArachnidTombC","","Eugh, no! I can still feel them crawling on me!","Audio/Dialogue/NPC/Cavas/Ven_264.ogg","","","","",0,0,1,1,0,2509312,0,""
4918,"VenariusSynthMemoryBathsA","","Sometimes, we in the Brotherhood don't need to harm anyone at all. We surround Drusus in the Baths. He has a family, and that means he is vulnerable.","Audio/Dialogue/NPC/CavasNarrator/Ven_238.ogg","","","","",0,0,1,1,0,2509776,0,""
4919,"VenariusSynthMemoryBathsB","","He doesn't even protest. He knows what this is. Wordlessly, he backs into the baths and sinks to the bottom. All that remains are the bubbles of his last breath.","Audio/Dialogue/NPC/CavasNarrator/Ven_239.ogg","","","","",0,0,1,1,0,2509938,0,""
4920,"VenariusSynthMemoryBathsC","","I find myself less perturbed by that memory than I should be. It was almost... peaceful. What does that say about me?","Audio/Dialogue/NPC/Cavas/Ven_240.ogg","","","","",0,0,1,1,0,2510322,0,""
4921,"VenariusSynthMemoryCanalsA","","The boats are the only way out of the city! Don't you understand? The sky is burning! We have to go!","Audio/Dialogue/NPC/CavasNarrator/Ven_268.ogg","","","","",0,0,1,1,0,2510486,0,""
