"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]"
836,"Metadata/Chests/DelveChests/DelveChestMapHorizon",1,4,"Strange Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[7920],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
837,"Metadata/Chests/DelveChests/DelveChestMap3",1,4,"Abandoned Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[7920],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
838,"Metadata/Chests/DelveChests/DelveChestMapSextants",1,4,"Explorer's Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[7920],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
839,"Metadata/Chests/DelveChests/DelveChestMapShaped",1,4,"Astral Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[7920],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
840,"Metadata/Chests/DelveChests/DelveChestMapUnique",1,4,"Beautiful Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[7920],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
841,"Metadata/Chests/DelveChests/DelveChestMapShaperFragment",1,4,"Puzzling Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[7920],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
842,"Metadata/Chests/DelveChests/DelveChestMapElderFragment",1,4,"Maddening Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[7920],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
843,"Metadata/Chests/DelveChests/DelveChestAssortedFossils",1,4,"Prehistoric Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,"[12,23]","","",[7920],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]"
844,"Metadata/Chests/DelveChests/DelveChestSpecialArmourMinion",1,4,"Grim Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
845,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsMinion",1,4,"Grim Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
846,"Metadata/Chests/DelveChests/DelveChestSpecialGenericMinion",1,4,"Grim Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
847,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueMinion",1,4,"Grim Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
848,"Metadata/Chests/DelveChests/DelveChestSpecialArmourPhysical",1,4,"Heavy Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
849,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponPhysical",1,4,"Heavy Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
850,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsPhysical",1,4,"Heavy Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
851,"Metadata/Chests/DelveChests/DelveChestSpecialGenericPhysical",1,4,"Heavy Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
852,"Metadata/Chests/DelveChests/DelveChestSpecialUniquePhysical",1,4,"Heavy Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
853,"Metadata/Chests/DelveChests/DelveChestSpecialArmourFire",1,4,"Smouldering Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
854,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponFire",1,4,"Smouldering Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
855,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsFire",1,4,"Smouldering Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
856,"Metadata/Chests/DelveChests/DelveChestSpecialGenericFire",1,4,"Smouldering Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
857,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueFire",1,4,"Smouldering Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
858,"Metadata/Chests/DelveChests/DelveChestSpecialArmourCold",1,4,"Frosty Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
859,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponCold",1,4,"Frosty Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
860,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsCold",1,4,"Frosty Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
861,"Metadata/Chests/DelveChests/DelveChestSpecialGenericCold",1,4,"Frosty Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
862,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueCold",1,4,"Frosty Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
863,"Metadata/Chests/DelveChests/DelveChestSpecialArmourLightning",1,4,"Charged Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
864,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponLightning",1,4,"Charged Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
865,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsLightning",1,4,"Charged Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
866,"Metadata/Chests/DelveChests/DelveChestSpecialGenericLightning",1,4,"Charged Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
867,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueLightning",1,4,"Charged Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
868,"Metadata/Chests/DelveChests/DelveChestSpecialArmourChaos",1,4,"Malignant Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
869,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponChaos",1,4,"Malignant Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
870,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsChaos",1,4,"Malignant Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
871,"Metadata/Chests/DelveChests/DelveChestSpecialGenericChaos",1,4,"Malignant Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
872,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueChaos",1,4,"Malignant Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
873,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsTalisman",1,4,"Feral Talismans","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
874,"Metadata/Chests/DelveChests/DelveChestSpecialArmourAspect",1,4,"Feral Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
875,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsAspect",1,4,"Feral Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
876,"Metadata/Chests/DelveChests/DelveChestSpecialGenericEssence",1,4,"Whispering Coffer","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
877,"Metadata/Chests/DelveChests/DelveChestSpecialArmourMana",1,4,"Inspiring Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
878,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsMana",1,4,"Inspiring Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
879,"Metadata/Chests/DelveChests/DelveChestSpecialGenericMana",1,4,"Inspiring Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
880,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueMana",1,4,"Inspiring Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
881,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsAbyss","",4,"Gazing Jewellery","[""Metadata/Chests/Abyss/AbyssChestIdle.ao""]","",1,25,"","",100,[],"","",[7213],[],"",0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestAbyss","","",[]
882,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsAbyss2","",4,"Gazing Jewellery","[""Metadata/Chests/Abyss/AbyssChestIdle.ao""]","",1,25,"","",100,[],"","",[7213],[],"",0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestAbyss2","","",[]
883,"Metadata/Chests/DelveChests/DelveChestCityVaalImplicit",1,4,"Bloodstained Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
884,"Metadata/Chests/DelveChests/DelveChestCityVaalAtzoatlRare",1,4,"Handcrafted Antiques","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
885,"Metadata/Chests/DelveChests/DelveChestCityVaalUberAtziri",1,4,"Mythical Crate","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
886,"Metadata/Chests/DelveChests/DelveChestCityVaalDoubleCorrupted",1,4,"Disturbing Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
887,"Metadata/Chests/DelveChests/DelveChestCityAbyssStygian",1,4,"Rattling Coffer","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
888,"Metadata/Chests/DelveChests/DelveChestCityAbyssJewels",1,4,"Abyssal Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
889,"Metadata/Chests/DelveChests/DelveChestCityAbyssUnique",1,4,"Abyssal Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
890,"Metadata/Chests/DelveChests/DelveChestCityAbyssHighJewel",1,4,"Abyssal Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
891,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalAzurite",1,4,"Prehistoric Ore","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],"",0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveAzuriteChestCity","","",[]
892,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalFossils",1,4,"Prehistoric Fossils","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
893,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalResonator",1,4,"Prehistoric Resonators","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
894,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalEmblem",1,4,"Prehistoric Rings","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7213],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[]
895,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[25],"","","[7215,7920]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1]
896,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,[25],"","","[7215,7920]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1]
897,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[25],"","","[7215,7920]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1]
898,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[25],"","","[7215,7920]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1]
899,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationStack1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
900,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationStack2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
901,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationStack3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
902,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
903,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
904,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
905,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
906,"Metadata/Chests/BetrayalChests/BetrayalChestSilverCoins1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
907,"Metadata/Chests/BetrayalChests/BetrayalChestSilverCoins2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
908,"Metadata/Chests/BetrayalChests/BetrayalChestSilverCoins3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
909,"Metadata/Chests/BetrayalChests/BetrayalChestItemisedProphecy1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
910,"Metadata/Chests/BetrayalChests/BetrayalChestItemisedProphecy2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
911,"Metadata/Chests/BetrayalChests/BetrayalChestItemisedProphecy3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
912,"Metadata/Chests/BetrayalChests/BetrayalChestItemisedProphecy4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
913,"Metadata/Chests/BetrayalChests/BetrayalChestSextants1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
914,"Metadata/Chests/BetrayalChests/BetrayalChestSextants2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
915,"Metadata/Chests/BetrayalChests/BetrayalChestSextants3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
916,"Metadata/Chests/BetrayalChests/BetrayalChestSextants4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
917,"Metadata/Chests/BetrayalChests/BetrayalChestNormalMap1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
918,"Metadata/Chests/BetrayalChests/BetrayalChestNormalMap2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
919,"Metadata/Chests/BetrayalChests/BetrayalChestNormalMap3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
920,"Metadata/Chests/BetrayalChests/BetrayalChestNormalMap4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
921,"Metadata/Chests/BetrayalChests/BetrayalChestRareMap1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
922,"Metadata/Chests/BetrayalChests/BetrayalChestRareMap2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
923,"Metadata/Chests/BetrayalChests/BetrayalChestRareMap3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
924,"Metadata/Chests/BetrayalChests/BetrayalChestRareMap4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
925,"Metadata/Chests/BetrayalChests/BetrayalChestCorruptedMap1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
926,"Metadata/Chests/BetrayalChests/BetrayalChestCorruptedMap2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
927,"Metadata/Chests/BetrayalChests/BetrayalChestCorruptedMap3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
928,"Metadata/Chests/BetrayalChests/BetrayalChestUniqueMap1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
929,"Metadata/Chests/BetrayalChests/BetrayalChestUniqueMap2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
930,"Metadata/Chests/BetrayalChests/BetrayalChestUniqueMap3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
931,"Metadata/Chests/BetrayalChests/BetrayalChestUniqueMap4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[]
932,"Metadata/Chests/BetrayalChests/BetrayalChestDoubleVeiledArmourJewellery1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,"[1,2,3,4,5]","","",[7215],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[1122958,376224,437000,562000,499000]"
