"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool"
931,"spectral_spinning_weapon","",1,"","","[462,462]",1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","SpectralSpinningWeaponBuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[462,462]",[],0,""
932,"unique_flask_shakari_increased_speed","","","","Sands of Shakari","[70,216,177,462]","",3,"","","","",18,736,1,"",4,"",1,1,"",0,"","ReducedSpeedPerSecondBuff","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,177,462]",[],0,""
933,"unique_flask_shakari_reduced_speed_per_second","",1,"","","[70,216,177]",1,2,"","","","",18,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,177]",[],0,""
934,"have_been_damaged_by_hit_recently","",1,"","",[6791],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[6791],[],0,""
935,"have_used_a_minion_skill_recently","",1,"","",[6806],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[6806],[],0,""
936,"has_player_minion_been_killed_recently","",1,"","",[6803],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[6803],[],0,""
937,"minion_has_killed_enemy_recently","",1,"","",[6816],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[6816],[],0,""
938,"aegis_fire_buff","Fire Damage from Hits is taken from this Aegis before your Life or Energy Shield. The Aegis will be restored to full value if you take no Fire Damage from Hits for a while.","","","Fire Aegis",[6825],1,3,1,"","",1,4,737,1,"",1,"",1,1,"",0,"","AegisBuff",1,"","","","",4,"","",0,[],"","","","",[],[],[6825],[],0,""
939,"aegis_cold_buff","Cold Damage from Hits is taken from this Aegis before your Life or Energy Shield. The Aegis will be restored to full value if you take no Cold Damage from Hits for a while.","","","Cold Aegis",[6825],1,3,1,"","",1,5,738,1,"",1,"",1,1,"",0,"","AegisBuff",1,"","","","",4,"","",0,[],"","","","",[],[],[6825],[],0,""
940,"aegis_elemental_buff","Elemental Damage from Hits is taken from this Aegis before your Life or Energy Shield. The Aegis will be restored to full value if you take no Elemental Damage from Hits for a while.","","","Elemental Aegis",[6825],1,3,1,"","",1,6,740,1,"",1,"",1,1,"",0,"","AegisBuff",1,"","","","",4,"","",0,[],"","","","",[],[],[6825],[],0,""
941,"aegis_lightning_buff","Lightning Damage from Hits is taken from this Aegis before your Life or Energy Shield. The Aegis will be restored to full value if you take no Lightning Damage from Hits for a while.","","","Lightning Aegis",[6825],1,3,1,"","",1,7,739,1,"",1,"",1,1,"",0,"","AegisBuff",1,"","","","",4,"","",0,[],"","","","",[],[],[6825],[],0,""
942,"aegis_physical_buff","Physical Damage from Hits is taken from this Aegis before your Life or Energy Shield. The Aegis will be restored to full value if you take no Physical Damage from Hits for a while.","","","Physical Aegis",[6825],1,3,1,"","",1,8,741,1,"",1,"",1,1,"",0,"","AegisBuff",1,"","","","",4,"","",0,[],"","","","",[],[],[6825],[],0,""
943,"aegis_fire_depleted","The Aegis is depleted. It will be restored to full value after a short delay.","","","Fire Aegis",[],1,3,1,"","",1,4,742,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
944,"aegis_cold_depleted","The Aegis is depleted. It will be restored to full value after a short delay.","","","Cold Aegis",[],1,3,1,"","",1,5,743,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
945,"aegis_elemental_depleted","The Aegis is depleted. It will be restored to full value after a short delay.","","","Elemental Aegis",[],1,3,1,"","",1,6,745,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
946,"aegis_lightning_depleted","The Aegis is depleted. It will be restored to full value after a short delay.","","","Lightning Aegis",[],1,3,1,"","",1,7,744,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
947,"aegis_physical_depleted","The Aegis is depleted. It will be restored to full value after a short delay.","","","Physical Aegis",[],1,3,1,"","",1,8,746,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[12743],[],[],0,""
948,"aegis_fire_persist_value","",1,"","",[462],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[462],[],0,""
949,"aegis_cold_persist_value","",1,"","",[462],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[462],[],0,""
950,"aegis_elemental_persist_value","",1,"","",[462],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[462],[],0,""
951,"aegis_lightning_persist_value","",1,"","",[462],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[462],[],0,""
952,"aegis_physical_persist_value","",1,"","",[462],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[462],[],0,""
953,"fire_impurity_buff","Grants immunity to Ignite and raises maximum Fire Resistance.","",1,"Vaal Impurity of Fire","[946,4943,1038,24,1910,451]",1,3,"","","","",18,747,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[946,4943,1038,24,1910,451]",[],0,""
954,"cold_impurity_buff","Grants immunity to Freeze and Chill, and raises maximum Cold Resistance.","",1,"Vaal Impurity of Ice","[947,4941,4942,1038,24,1910,451]",1,3,"","","","",18,748,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[947,4941,4942,1038,24,1910,451]",[],0,""
955,"lightning_impurity_buff","Grants immunity to Shock and raises maximum Lightning Resistance.","",1,"Vaal Impurity of Lightning","[948,4944,1038,24,1910,451]",1,3,"","","","",18,749,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[948,4944,1038,24,1910,451]",[],0,""
956,"storm_barrier_support","",1,"","","[6865,6866,8884,8883,8885]",1,3,"","","",1,18,755,1,"",15,"",1,1,"",0,"","StormBarrierBuff","","","","","",4,"","",0,[],"","","","",[],[],"[6865,6866,8884,8883,8885]",[],0,""
957,"critical_strike_chance_on_mana_spent","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","CriticalChanceOnManaSpent","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
958,"critical_strike_chance_unique","You have a higher chance of dealing a Critical Strike.","","","Kalisa's Grace",[568],"",3,"","","","",18,753,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[568],[],0,""
959,"her_embrace_unique","Cannot be Stunned\n123% of Sword Physical Damage gained as Extra Fire Damage\nUnaffected by Burning Ground\nImmune to Freeze, Chill and Ignite\n20% increased Attack, Cast and Movement Speed","","","Her Embrace","[6878,702,2750,3210,4941,4942,4943,70,216,177]",1,3,"","","","",18,754,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6878,702,2750,3210,4941,4942,4943,70,216,177]",[],0,""
960,"grasping_vines_aura","You are being slowed while stationary","","","Grasping Vines",[],1,3,"","","","",18,765,1,"",2,"",1,1,"",0,"","GraspingVinesAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
961,"grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6902,4956,4956,12300]",1,2,1,"","","",18,765,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[6902,4956,4956,12300]",[],0,""
962,"disable_light","",1,"","",[1937],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1937],[],0,""
963,"tentacle_fiend_aura","You are slower and deal reduced damage.","","","Malignant Madness","[346,24]",1,3,"","","","",18,757,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[346,24]",[],0,""
964,"tentacle_fiend_aura_monster","You are slower and deal reduced damage due to a nearby Tentacle Fiend.","","","Malignant Madness","[346,24]",1,3,"","","","",18,758,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[346,24]",[],0,""
965,"elder_siphon_debuff","You are taking Physical Damage over time.","","","Fed Upon",[354],1,3,"","","","",18,759,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,""
966,"elder_siphon_buff","",1,"","",[1413],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1413],[],0,""
967,"elder_siphon_slow","You are slower.","","","Sprouting Madness",[346],1,3,"","","","",18,760,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,""
968,"elder_siphon_immobilise","You cannot move.","","","Crystalised Fear",[7334],1,3,"","","","",18,761,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7334],[],0,""
969,"ailments_types_grant_damage_taken_child_buff_shock","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
970,"ailments_types_grant_damage_taken_child_buff_freeze","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
971,"ailments_types_grant_damage_taken_child_buff_chill","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
972,"ailments_types_grant_damage_taken_child_buff_ignite","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
973,"ailments_types_grant_damage_taken_child_buff_bleeding","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
974,"ailments_types_grant_damage_taken_child_buff_poison","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
975,"stolen_mods_elder_stat","You have taken one of the mods of a slain Rare Monster for yourself","","","Stolen Power",[],1,1,1,"","","",18,266,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
976,"reduced_evasion_from_hit","",1,"","",[120],1,2,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[120],[],0,""
977,"iron_reflexes_every_16_sec","",1,"","",[],"",2,"","","","",18,774,1,"",15,"",1,1,"",0,1,"IronReflexesCycleBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
978,"iron_reflexes_from_unique","You have Iron Reflexes.",1,"","Iron Reflexes",[693],"",2,"","","","",18,773,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[693],[],0,""
979,"have_stunned_an_enemy_recently","",1,"","",[7020],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7020],[],0,""
980,"gain_endurance_charges_while_stationary","",1,"","",[4956],1,2,"","","",1,18,0,1,"",15,"",1,1,"",0,"","GainEnduranceChargesWhileStationary","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
981,"death_walk_display_buff","With each step, destroys a nearby corpse to deal fire damage in an area.","","","Death Walk",[],"",3,"","","","",18,763,1,"",15,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
982,"mother_of_flames_daemon_debuff","",1,"","Rolling Magma Emissions",[],"",3,"","","","",18,764,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
983,"elemental_overload_every_16_sec","",1,"","",[],"",2,"","","","",18,776,1,"",15,"",1,1,"",0,"","ElementalOverloadCycleBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
984,"elemental_overload_from_unique","You have Elemental Overload.",1,"","Elemental Overload",[3924],"",2,"","","","",18,775,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[3924],[],0,""
985,"avatar_of_fire_every_8_sec","",1,"","",[],"",2,"","","","",18,772,1,"",15,"",1,1,"",0,"","AvatarOfFireCycleBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
986,"avatar_of_fire_from_unique","You have Avatar of Fire.",1,"","Avatar of Fire",[5265],"",2,"","","","",18,771,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[5265],[],0,""
987,"physical_reflect_mortar_mod","Fire a Projectile which deals Physical Damage when you take Physical Damage.","","","Physical Thorns",[],1,3,"","","","",18,95,"","",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
988,"elemental_reflect_mortar_mod","Fire a Projectile which deals Damage of each Element Damage when you take Elemental Damage.","","","Elemental Thorns",[],1,3,"","","","",18,96,"","",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
989,"disable_rarity_epk","",1,"","",[7255],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7255],[],0,""
990,"curse_chaos_weakness","You are cursed. You have reduced Chaos Resistance, take increased Damage over Time, and hits against you deal additional Chaos Damage.","","","Despair","[150,542,7284,7285,13122]","",6,"","","",1,18,767,"","",5,"",1,1,"",0,"","CurseDebuff","","","","","",4,"",1,0,[],"","","","",[],[],"[150,542,7284,7285,13122]",[720],0,""
991,"mirage_archer_visual_buff","",1,"","",[],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","MirageArcherVisualBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
992,"shade_form","You are invulnerable to Physical Damage and hard to see.","",1,"Shade Form","[717,12439]",1,3,"","","","",18,778,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,12439]",[],0,""
993,"lich_crystal_damage_reduction","",1,"","","[477,216,70]",1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,216,70]",[],0,""
994,"petrification_statue_gaze","You are Petrified","","","Petrified",[346],"",1,"","","","",18,517,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,""
995,"elder_ground_spores","You are taking Physical Damage while standing in Eldritch Decay","","","Eldritch Decay",[354],1,3,"","","","",18,785,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,""
996,"kitava_visual_display_buff","",1,"","",[],1,1,"","","","",18,0,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
997,"elder_tentacle_portal_no_revive","",1,"","",[4855],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[4855],[],0,""
998,"minions_no_drops_or_experience","",1,"","",[2472],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2472],[],0,""
999,"zana_dont_hurt_me","You are protected by Zana. You will take no damage and cannot die.","","","Zana's Protection","[140,398]","",3,"","","","",18,784,1,"",1,"",1,1,"",0,"","","","",1,"","",4,"","",0,[],"","","","",[],[],"[140,398]",[],0,""
1000,"skill_interruption","",1,"","","[7331,7332,7333]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7331,7332,7333]",[],0,""
1001,"uber_elder_immune_buff","","","","Immunity","[140,702,869,746,2092,398]",1,3,"","","","",18,786,1,"",1,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,702,869,746,2092,398]",[],0,""
1002,"uber_shaper_immune_buff","","","","Immunity","[140,702,869,746,2092,398]",1,3,"","","","",18,787,1,"",1,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,702,869,746,2092,398]",[],0,""
1003,"total_mana_spent_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1004,"total_life_spent_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1005,"have_used_a_skill_recently","",1,"","",[7371],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7371],[],0,""
1006,"gain_void_arrows","",1,"","",[],"",3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","GainVoidArrows","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1007,"temporal_anomaly","You are being slowed by a temporal anomaly.","","","Temporal Anomaly",[346],1,3,"","","","",12,788,"","",2,"",1,1,"",0,"","TemporalAnomalyDebuff","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,""
1008,"bestiary_monster_phase_in","",1,"","","[140,702,864,398,3398]","",2,"","","","",18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[140,702,864,398,3398]",[],0,""
1009,"intimidating_cry","Enemies' armour is less effective against your hits","","","Intimidating Cry",[10817],1,3,"","","",1,18,828,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[10817],[],0,""
1010,"cat_aspect","",1,1,"Aspect of the Cat",[],1,2,"","","",1,18,816,1,"",12,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[7635],[],[],0,""
1011,"cats_stealth","You have increased Critical Strike Chance, a chance to avoid Damage, and are harder for enemies to see.","","","Cat's Stealth","[554,7424,12439]",1,3,"","","",1,18,817,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[7463],"[554,7424,12439]",[],0,""
1012,"cats_agility","You have increased Attack and Cast Speed.","","","Cat's Agility","[70,216]",1,3,"","","",1,18,818,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[12862],"[70,216]",[],0,""
1013,"bird_aspect","",1,1,"Aspect of the Avian",[],1,2,"","","",1,18,811,1,"",12,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],[],[],0,""
1014,"bird_aspect_double_damage","You and your minions have a chance to deal Double Damage.","","","Avian's Might","[5839,7425]",1,3,"","",7451,"",18,814,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[5839,7425]",[],0,""
1015,"bird_aspect_movement_speed","You and your minions have increased Movement Speed.","","","Avian's Flight","[177,617]","",3,"","",7450,"",18,812,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[177,617]",[],0,""
1016,"spider_aspect","",1,1,"Spider Aspect",[],1,2,"","","",1,18,823,1,"",12,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","","","",[],[],[],[],0,""
1017,"spider_aspect_webs","Damage you take is increased.","","","Spider's Web",[477],1,1,"","","",1,18,824,1,"",2,"",1,1,"",0,"","SpiderAspectWebs","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
1018,"have_killed_cursed_enemy_recently","",1,"","",[7432],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7432],[],0,""
1019,"flask_life_gain_on_skill_use_over_4_seconds","",1,"","Last Breath",[561],1,1,"","","","",18,0,1,"",15,"",1,"","",0,1,"LastBreathServer","","","","","",4,"","",0,[],"","","","",[],[],[561],[],0,""
1020,"crab_aspect","",1,1,"Crab Aspect","[7437,7436]",1,2,"","","",1,18,819,1,"",12,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","","","",[],[],"[7437,7436]",[],0,""
1021,"crab_aspect_stacking_buff","Aspect of the Crab grants you additional Physical Damage Reduction per Crab Barrier.","","","Crab Aspect",[],1,4,1,7436,7435,1,18,820,1,"",6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1022,"fire_projectile_retaliation","","","","Fire Projectile",[],1,3,"","","","",18,858,"","",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1023,"fire_projectile_retaliation_charging","","","","",[],1,2,"","","",1,18,859,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1024,"physical_projectile_retaliation","","","","Physical Projectile Retaliation",[],1,2,"","","","",18,849,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1025,"physical_projectile_retaliation_charging","","","","",[],1,2,"","","",1,18,851,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1026,"master_buff_treasure_hunter","You have increased Quantity and Rarity of Items found","",1,"Balek's Gift",[151],1,3,"","","","",18,791,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[151],[],0,""
1027,"godmode_ghost","","","","","[140,398,864,70,216,24]","",2,"","","","",18,796,1,"",15,1,1,1,"",0,"","GodmodeGhost","","","","","",4,"","",0,[],"","","","",[],[],"[140,398,864,70,216,24]",[],0,""
1028,"best_crab_roar","Craiceann's Roar reduces your damage, speed, and increases your damage taken.","","","Craiceann's Torment","[5047,346,477]","",1,1,"","","",18,825,1,"",2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],"[5047,346,477]",[],0,""
1029,"vilenta_reflection_beam_degen","You are taking Physical Damage over Time","","","Vilenta's Beam",[354],1,3,"","","","",18,690,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,""
1030,"delve_abyss_reflection_beam_degen","You are taking Physical Damage over Time","","","Lich's Beam","[354,6337]",1,3,"","","","",18,690,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[354,6337]",[],0,""
1031,"nemesis_vines","Grasping Vines slow your enemies when you take a hit.","","","Grasping Vines",[],1,3,"","","","",18,794,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1032,"nemesis_vines_large","Grasping Vines slow your enemies when you take a hit.","","","Grasping Vines",[],1,3,"","","","",18,795,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1033,"number_of_crab_charges_lost_recently","",1,"","",[],1,1,"","",7471,1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1034,"rage","You gain increased Attack Damage, Attack Speed and Movement Speed.\nYou lose 1 Rage every 0.5 seconds if you have not been Hit or gained Rage Recently.","","","Rage",[],1,4,1,12022,7492,1,18,846,1,1,15,"",1,1,"",0,"","Rage","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1035,"bestiary_harpoon_slow","",1,"","",[1100],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1100],[],0,""
1036,"bestiary_tiger_teleport","",1,"","","[6945,140,398,7334]","",3,"","","","",18,799,1,"",1,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6945,140,398,7334]",[],0,""
1037,"bestiary_spider_web","You are taking Chaos Damage over time and have reduced Movement Speed","","","Venomous Web","[453,177]","",3,"","","","",18,845,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[453,177]",[],0,""
1038,"lightning_clone_retaliation","","","","Lightning Clone Retaliation",[],1,2,"","","","",18,797,1,"",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1039,"lightning_clone_retaliation_large","","","","Lightning Clone Retaliation",[],1,2,"","","","",18,798,1,"",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1040,"lightning_clone_minion","",1,"","",[],1,2,"","","","",18,0,1,"",15,"",1,1,"",0,"","LightningCloneMinion","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1041,"elementalist_pendulum_rotation","",1,"","Ascendancy Effect",[],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"ElementalistPendulumRotationBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1042,"elementalist_new_increased_elemental_damage","",1,"","Ascendancy Effect (invisible)",[486],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[486],[],0,""
1043,"elementalist_new_increased_aoe","",1,"","Ascendancy Effect (invisible)",[434],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[434],[],0,""
1044,"gain_endurance_charges_if_hit_recently","",1,"","",[],1,9,"","","",1,18,0,1,"",15,"","","","",0,1,"GainEnduranceChargesIfHitRecently","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1045,"gain_endurance_charges_if_used_warcry_recently","",1,"","",[],1,9,"","","",1,18,0,1,"",15,"","","","",0,1,"GainEnduranceChargesIfHitRecently","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1046,"have_taken_fire_damage_from_an_enemy_hit_recently","",1,"","",[7536],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7536],[],0,""
1047,"chieftain_physical_as_fire_cycle","",1,"","",[7538],"",3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"ChieftainPhysicalAsFireTimer","","","","","",4,"","",0,[],"","","","",[],[],[7538],[],0,""
1048,"chieftain_physical_as_fire_for_3_sec","Gain extra Fire Damage based on Physical Damage.","","","Ngamahu, Flame's Advance",[447],1,3,"","","",1,18,1145,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,""
1049,"have_crit_in_past_8_seconds","",1,"","",[7558],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7558],[],0,""
1050,"number_of_traps_triggered_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1051,"number_of_mines_detonated_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1052,"additional_block_if_attacked_recently","You are being granted Block Chance by a Guardian","","","Bastion of Hope",[1089],"",3,"","","","",18,832,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[1089],[],0,""
