"rownum","Id","Name","Metadata","i32","NPCMasterKey","ShortName","i32","NPCShop","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle"
366,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto2","Lifegiver's Manifesto 2","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],46588,"","",""
367,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto3","Lifegiver's Manifesto 3","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],39279,"","",""
368,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto4","Lifegiver's Manifesto 4","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],7855,"","",""
369,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto5","Lifegiver's Manifesto 5","Metadata/NPC/Info/StoryGlyphBase",2565,"","",-1,"",[],[],35072,"","",""
370,"Metadata/NPC/League/Synthesis/SynthesisVenarius","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],6176,"","",""
371,"Metadata/NPC/League/Synthesis/SynthesisVenariusWild","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],49298,"","",""
372,"Metadata/NPC/League/Synthesis/SynthesisVenariusHideout","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],48826,"","",""
373,"Metadata/NPC/League/Synthesis/SynthesisVenariusHub","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[91],[92],51796,"","",""
374,"Metadata/NPC/League/Synthesis/SynthesisZanaHub","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",0,"",[51],[52],6755,"","",""
375,"Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","Venarius","Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss",2565,"","Venarius",0,"",[],[],35248,"","",""
376,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Metadata/NPC/NPC",2565,"","Venarius",0,"",[],[],12873,"","",""
377,"Metadata/NPC/League/Synthesis/SynthesisVenariusTip","Venarius","Metadata/NPC/NPC",2565,"","Venarius",0,"",[],[],44035,"","",""
378,"Metadata/NPC/League/Synthesis/SynthesisShaperTip","Valdo Caeserius","Metadata/NPC/NPC",2565,"","Valdo",0,"",[],[],14472,"","",""
379,"Metadata/NPC/League/Synthesis/SynthesisZanaChildTip","Young Zana","Metadata/NPC/NPC",2565,"","Young Zana",0,"",[],[],26326,"","",""
380,"Metadata/NPC/League/Synthesis/SynthesisZanaWild","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",0,"",[51],[52],46042,"","",""
381,"Metadata/NPC/League/Synthesis/SynthesisZanaTip","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",0,"",[51],[52],10033,"","",""
382,"Metadata/NPC/League/Synthesis/SynthesisCavasTip","Cavas, Forgotten Spirit","Metadata/NPC/NPC",2565,"","Cavas",0,"",[],[],41857,"","",""
383,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Metadata/NPC/NPC",2565,"","Hyrri Ngamaku",0,"",[],[],59123,"","",""
384,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Metadata/NPC/NPC",2565,"","Marceus Lioneye",0,"",[],[],60624,"","",""
385,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Metadata/NPC/NPC",2565,"","Aukuna",0,"",[],[],62469,"","",""
386,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Metadata/NPC/NPC",2565,"","Aukuna",0,"",[],[],2379,"","",""
387,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Metadata/NPC/NPC",2565,"","Sanctus Vox",0,"",[],[],59481,"","",""
388,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Metadata/NPC/NPC",2565,"","Viper Napuatzi",0,"",[],[],11639,"","",""
389,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Metadata/NPC/NPC",2565,"","",0,"",[],[],8647,"","",""
390,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Metadata/NPC/NPC",2565,"","Cassia",0,"",[93],[94],30781,"","",""
391,"Metadata/Monsters/Masters/BlightBuilderWild","Sister Cassia","Metadata/Monsters/Masters/BlightBuilderWild",2565,"","Cassia",0,"",[93],[94],2007,"","",""
392,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Metadata/NPC/NPC",2565,"","Cassia",0,"",[93],[94],27459,"","",""
393,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC",2565,"","Tane",0,"",[95],[96],20466,"","",""
394,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub",2565,"","Tane",0,"",[95],[96],39488,"","",""
395,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild",2565,"","Tane",0,"",[95],[96],37370,"","",""
396,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout",2565,"","Tane",0,"",[95],[96],7350,"","",""
397,"Metadata/NPC/League/Harvest/HarvestNPC","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[],[],4562,"","",""
398,"Metadata/NPC/League/Harvest/HarvestNPCGarden","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[],[],23102,"","",""
399,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[130],[131],58245,"","",""
400,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Metadata/NPC/NPC",2565,"","Baran",0,"",[],[],58858,"","",""
401,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Metadata/NPC/NPC",2565,"","Veritania",0,"",[],[],18316,"","",""
402,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Metadata/NPC/NPC",2565,"","Al-Hezmin",0,"",[],[],26968,"","",""
403,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Metadata/NPC/NPC",2565,"","Drox",0,"",[],[],34251,"","",""
404,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Metadata/NPC/NPC",2565,"","Sirus",0,"",[],[],9474,"","",""
405,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Metadata/NPC/NPC",2565,"","Sirus",0,"",[],[],56460,"","",""
406,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Metadata/NPC/NPC",2565,"","Sirus",0,"",[],[],51811,"","",""
407,"Metadata/NPC/Epilogue/Kirac","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],64419,"","",""
408,"Metadata/NPC/Epilogue/KiracLab","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],50048,"","",""
409,"Metadata/NPC/Epilogue/KiracHideout","Officer Kirac","Metadata/NPC/NPC",2565,6,"Kirac",0,26,[97],[98],420,"","",""
410,"Metadata/Monsters/Masters/Kirac","Officer Kirac","Metadata/Monsters/Masters/Kirac",2565,"","Kirac",11,"",[97],[98],1065,"","",""
411,"Metadata/Monsters/Masters/KiracReliquary","Officer Kirac","Metadata/Monsters/Masters/KiracReliquary",2565,"","Kirac",11,"",[97],[98],11541,"","",""
412,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],33896,"","",""
413,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[49],[50],47541,"","",""
414,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Metadata/NPC/NPC",2565,6,"Zana",11,"",[49],[50],43809,"","",""
415,"Metadata/NPC/Info/LeagueMetamorph/CrumpledLabNote","Crumpled Note","Metadata/NPC/Info/StoryGlyphBase",2565,"","",0,"",[],[],31838,"","",""
416,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat",2565,"","",0,"",[],[],63001,"","",""
417,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame",2565,"","",0,"",[],[],21469,"","",""
418,"Metadata/NPC/Epilogue/Kirac2","Officer Kirac","Metadata/NPC/NPC",2565,"","Kirac",11,"",[97],[98],21179,"","",""
419,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],53503,"","",""
420,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],48898,"","",""
421,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],50746,"","",""
422,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],183,"","",""
423,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],14772,"","",""
424,"Metadata/NPC/Info/GlyphEyrie2","Veritania's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],28831,"","",""
425,"Metadata/NPC/Info/GlyphEyrie3","Veritania's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],43472,"","",""
426,"Metadata/NPC/Info/GlyphEyrie4","Veritania's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],54509,"","",""
427,"Metadata/NPC/Info/GlyphBasilisk1","Al-Hezmin's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],13757,"","",""
428,"Metadata/NPC/Info/GlyphBasilisk2","Al-Hezmin's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],61384,"","",""
429,"Metadata/NPC/Info/GlyphBasilisk3","Al-Hezmin's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],21971,"","",""
430,"Metadata/NPC/Info/GlyphBasilisk4","Al-Hezmin's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],45615,"","",""
431,"Metadata/NPC/Info/GlyphAdjudicator1","Drox's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],62947,"","",""
432,"Metadata/NPC/Info/GlyphAdjudicator2","Drox's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],54606,"","",""
433,"Metadata/NPC/Info/GlyphAdjudicator3","Drox's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],12301,"","",""
434,"Metadata/NPC/Info/GlyphAdjudicator4","Drox's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],23334,"","",""
435,"Metadata/NPC/Info/GlyphSirus1","Sirus' Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],44156,"","",""
436,"Metadata/NPC/Info/GlyphSirus2","Sirus' Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],18311,"","",""
437,"Metadata/NPC/Info/GlyphSirus3","Sirus' Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],18563,"","",""
438,"Metadata/NPC/Info/GlyphSirus4","Sirus' Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase",2565,"","",11,"",[],[],31949,"","",""
439,"Metadata/NPC/League/Affliction/StrangeVoice","Strange Voice","Metadata/NPC/NPC",2565,"","",0,"",[],[],61816,"","",""
440,"Metadata/NPC/DaughterOfSin","Daughter of Sin","Metadata/NPC/NPC",2565,"","",0,"",[],[],42605,"","",""
441,"Metadata/NPC/Freya","Freya","Metadata/NPC/NPC",2565,"","",0,"",[],[],18513,"","",""
442,"Metadata/Monsters/LeagueHarvest/Oshabi/OshabiBoss","Oshabi","Metadata/NPC/NPC",2565,"","Oshabi",0,"",[],[],440,"","",""
443,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistFence1","Faustus, the Fence","Metadata/NPC/NPC",2565,"","Faustus",0,"",[],[],930,"","",""
444,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistLockPick1","Karst, the Lockpick","Metadata/NPC/NPC",2565,"","Karst",0,"",[],[],16028,"","",""
445,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistInterrogator1","Niles, the Interrogator","Metadata/NPC/NPC",2565,"","Niles",0,"",[],[],18502,"","",""
446,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistSoldier1","Huck, the Soldier","Metadata/NPC/NPC",2565,"","Huck",0,"",[],[],51910,"","",""
447,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistHeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC",2565,"","Tibbs",0,"",[],[],9157,"","",""
448,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDetector1","Nenet, the Scout","Metadata/NPC/NPC",2565,"","Nenet",0,"",[],[],1276,"","",""
449,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDemolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC",2565,"","Vinderi",0,"",[],[],56003,"","",""
450,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistCatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC",2565,"","Tullina",0,"",[],[],28924,"","",""
451,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistIllusionist1_","Gianna, the Master of Disguise","Metadata/NPC/NPC",2565,"","Gianna",0,"",[],[],9988,"","",""
452,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistEngineer1","Isla, the Engineer","Metadata/NPC/NPC",2565,"","Isla",0,"",[],[],22914,"","",""
453,"Metadata/NPC/League/Heist/TheBoss","Kurai, the Administrator","Metadata/NPC/NPC",2565,"","Kurai",0,"",[101],[102],53812,"",0,2
454,"Metadata/NPC/League/Heist/Fence","Faustus, the Fence","Metadata/NPC/NPC",2565,"","Faustus",0,"",[123],[124],14052,"",1,2
455,"Metadata/NPC/League/Heist/Driver","Adiyah, the Wayfinder","Metadata/NPC/NPC",2565,"","Adiyah",0,"",[99],[100],29492,"",2,2
456,"Metadata/NPC/League/Heist/Barber","Whakano, the Barber","Metadata/NPC/NPC",2565,"","Whakano",0,27,[111],[112],26948,"",3,2
457,"Metadata/NPC/League/Heist/Lockpick1","Karst, the Lockpick","Metadata/NPC/NPC",2565,"","Karst",0,"",[107],[108],22986,"",4,2
458,"Metadata/NPC/League/Heist/Interrogator1","Niles, the Interrogator","Metadata/NPC/NPC",2565,"","Niles",0,"",[121],[122],19122,"",5,2
459,"Metadata/NPC/League/Heist/Soldier1","Huck, the Soldier","Metadata/NPC/NPC",2565,"","Huck",0,"",[119],[120],39136,"",6,2
460,"Metadata/NPC/League/Heist/HeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC",2565,"","Tibbs",0,"",[105],[106],52639,"",7,2
461,"Metadata/NPC/League/Heist/Detector1","Nenet, the Scout","Metadata/NPC/NPC",2565,"","Nenet",0,"",[115],[116],8406,"",8,2
462,"Metadata/NPC/League/Heist/Demolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC",2565,"","Vinderi",0,"",[117],[118],30119,"",9,2
463,"Metadata/NPC/League/Heist/CatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC",2565,"","Tullina",0,"",[103],[104],10750,"",10,2
464,"Metadata/NPC/League/Heist/Illusionist1","Gianna, the Master of Disguise","Metadata/NPC/NPC",2565,"","Gianna",0,"",[113],[114],50592,"",11,2
465,"Metadata/NPC/League/Heist/Engineer1","Isla, the Engineer","Metadata/NPC/NPC",2565,"","Isla",0,"",[109],[110],59230,"",12,2
466,"Metadata/Monsters/LeagueHeist/Boss/VicVox","Vic Vox","Metadata/NPC/NPC",2565,"","Vic",0,"",[],[],31320,"","",""
467,"Metadata/Monsters/LeagueHeist/Boss/VinnyVox","Vinny Vox","Metadata/NPC/NPC",2565,"","Vinny",0,"",[],[],2898,"","",""
468,"Metadata/Monsters/LeagueHeist/Boss/Jamanra","Jamanra, The Great","Metadata/NPC/NPC",2565,"","Jamanra",0,"",[],[],60779,"","",""
469,"Metadata/Monsters/LeagueHeist/Boss/Danai","Nashta, The Usurper","Metadata/NPC/NPC",2565,"","Nashta",0,"",[],[],64636,"","",""
470,"Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnaw","Admiral Darnaw","Metadata/NPC/NPC",2565,"","Darnaw",0,"",[],[],64849,"","",""
471,"Metadata/Monsters/LeagueHeist/Boss/FriedrichTarollo","Friedrich Tarollo, Slave Merchant","Metadata/NPC/NPC",2565,"","Friedrich",0,"",[],[],41886,"","",""
472,"Metadata/NPC/League/Heist/TheBossLioneyes","Kurai, the Administrator","Metadata/NPC/NPC",2565,"","Kurai",0,"",[101],[102],1692,"",0,2
473,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistAdiyah","Adiyah, the Wayfinder","Metadata/NPC/NPC",2565,"","Adiyah",0,"",[],[],4017,"","",""
474,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistKurai","Kurai, the Administrator","Metadata/NPC/NPC",2565,"","Kurai",0,"",[],[],14018,"","",""
475,"Metadata/Monsters/LeagueHeist/Boss/VicVoxMeeting_","Vic Vox","Metadata/NPC/NPC",2565,"","Vic",0,"",[],[],39955,"","",""
476,"Metadata/NPC/League/Heist/TullinaFiance","Julius Farrow","Metadata/NPC/NPC",2565,"","",0,"",[],[],11980,"","",""
477,"Metadata/NPC/Act3/Tolman","Tolman","Metadata/NPC/NPC",2565,"","",3,"",[],[],9309,"","",""
478,"Metadata/NPC/Act8/Solaris","Solaris","Metadata/NPC/NPC",2565,"","",0,"",[],[],2599,"","",""
479,"Metadata/NPC/Act8/Lunarus","Lunaris","Metadata/NPC/NPC",2565,"","",0,"",[],[],40402,"","",""
480,"Metadata/NPC/RiddleQuest","","Metadata/NPC/NPC",2565,"","",0,"",[],[],49682,"","",""
481,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly",2565,"","Lilly",0,28,[],[],24123,"","",""
482,"Metadata/NPC/Epilogue/Envoy","The Envoy","Metadata/NPC/NPC",2565,"","",11,"",[128],[129],27713,"",13,1
483,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","Metadata/NPC/NPC",2565,"","",11,"",[128],[129],5686,"",13,1
484,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","Metadata/NPC/NPC",2565,"","",11,"",[132],[133],18261,"",13,1
485,"Metadata/NPC/Epilogue/Maven","The Maven","Metadata/NPC/NPC",2565,"","",11,"",[],[],50362,"","",""
486,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","Metadata/NPC/NPC",2565,"","",11,"",[],[],4193,"","",""
487,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","Metadata/NPC/NPC",2565,"","",11,"",[],[],10806,"","",""
488,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Metadata/NPC/NPC",2565,"","Kadaris",0,"",[],[],41950,"","",""
489,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLord","Captain Clayborne, The Accursed","Metadata/NPC/NPC",2565,"","Clayborne",0,"",[],[],13984,"","",""
490,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Metadata/NPC/NPC",2565,"","Khor",0,"",[],[],275,"","",""
491,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Metadata/NPC/NPC",2565,"","Ara",0,"",[],[],3432,"","",""
492,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Metadata/NPC/NPC",2565,"","Ormud",0,"",[],[],15980,"","",""
493,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Metadata/NPC/NPC",2565,"","Renkarr",0,"",[],[],3147,"","",""
494,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Metadata/NPC/NPC",2565,"","Ciergan",0,"",[],[],30691,"","",""
495,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Metadata/NPC/NPC",2565,"","The Trialmaster",0,"",[134],"[135,136]",50714,"",14,1
496,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene",2565,"","The Trialmaster",0,"",[134],[135],56559,"",14,1
497,"Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","Ahuatotli, the Blind","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss",2565,"","Ahuatotli",0,"",[],[],26360,"","",""
498,"Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","Aul, the Crystal King","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss",2565,"","Aul",0,"",[],[],3322,"","",""
499,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss",2565,"","The Trialmaster",0,"",[],[],55649,"","",""
500,"Metadata/NPC/Hasina","Hasina","Metadata/NPC/NPC",2565,"","",0,"",[],[],11914,"","",""
501,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Metadata/NPC/NPC",2411,"","Dannig",0,32,[137],[138],48104,"",16,3
502,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Metadata/NPC/NPC",2408,"","Gwennen",0,30,[145],[146],5530,"",17,3
503,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Metadata/NPC/NPC",2409,"","Tujen",0,29,[143],[144],48219,"",18,3
504,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Metadata/NPC/NPC",2410,"","Rog",0,31,[140],[141],23173,"",19,3
505,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Metadata/NPC/NPC",2411,"","Dannig",0,32,[139],[138],38795,501,16,3
506,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Metadata/NPC/NPC",2408,"","Gwennen",0,30,[145],"[146,147,148]",25585,502,17,3
507,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Metadata/NPC/NPC",2409,"","Tujen",0,29,[143],[144],35804,503,18,3
508,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Metadata/NPC/NPC",2410,"","Rog",0,31,[140],[141],58708,504,19,3
509,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Metadata/NPC/NPC",2411,"","Dannig",0,32,[137],[138],8686,501,16,3
510,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Metadata/NPC/NPC",2408,"","Gwennen",0,30,[145],[146],37694,502,17,3
511,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Metadata/NPC/NPC",2409,"","Tujen",0,29,[143],[144],20353,503,18,3
512,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Metadata/NPC/NPC",2410,"","Rog",0,31,[140],[141],56998,504,19,3
513,"RoyaleAnnouncer","Royale Announcer","Metadata/NPC/NPC",2565,"","Royale Announcer",0,"",[],[],4754,"","",""
514,"Metadata/Monsters/LeagueExpedition/ReaperBoss","Vorana, Last to Fall","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss",2565,"","Vorana",0,"",[],[],15793,"","",""
515,"Metadata/Monsters/LeagueExpedition/Uhtred","Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss",2565,"","Uhtred",0,"",[],[],44702,"","",""
516,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Metadata/Monsters/LeagueExpedition/Olroth/Olroth",2565,"","Olroth",0,"",[],[],28485,"","",""
517,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss",2565,"","Medved",0,"",[],[],27268,"","",""
