"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]_222","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","[rid]_440","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]_617","GameMode","[rid]_637"
12280,"LightningDegenAuraUnique__1",-127,3877,1,4089,"","","",1,"","","","","","","","","","",3,[1735],3000,3000,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,"",-1466476778,[],0,[]
12281,"LightningDegenAuraUniqueDisplay__1",-20624,3878,1,3315,"","","",1,"","","","","","","","","","",3,[1735],3000,3000,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1088548753,[],0,[]
12282,"CannotBeAffectedByFlasksUnique__1",-11956,3879,38,4081,"","","",1,"","","","","","","","","","",3,[1736],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1322950551,[],0,[]
12283,"FlasksApplyToMinionsUnique__1",897,3880,1,4082,"","","",1,"","","","","","","","","","",3,[1737],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1356157780,[],0,[]
12284,"RepeatingShockwave",21007,3881,1,5320,"","","",1,"","","","","","","","","","",3,[1738],7,7,0,0,0,0,0,0,[],[],[],[38327],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[638],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",392447339,[],0,[]
12285,"LifeRegenerationWhileFrozenUnique__1",18436,3882,1,4076,"","","",1,"","","","","","","","","","",3,[1739],600,600,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1108150794,[],0,[]
12286,"KnockbackOnCounterattackChanceUnique__1",-25068,3883,1,3966,"","","",1,"","","","","","","","","","",3,[1740],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[319],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1122163958,[],0,[]
12287,"EnergyShieldRechargeOnBlockUnique__1",-22566,3884,1,3675,"","","",1,"","","","","","","","","","",3,[1741],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[635,317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-331002977,[],0,[]
12288,"LocalAttacksAlwaysCritUnique__1",3264,3886,1,4151,"","","",1,"","","","","","","","","","",3,[1743],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",949630042,[],0,[]
12289,"LocalDoubleDamageToChilledEnemiesUnique__1",-3753,3887,1,4101,"","","",1,"","","","","","","","","","",3,[1744],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1868078608,[],0,[]
12290,"LocalElementalPenetrationUnique__1",24066,3908,1,4109,"","","",1,"","","","","","","","","","",3,[1260],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-366627801,[],0,[]
12291,"FlaskZealotsOathUnique__1",17559,3888,1,4114,9594,"","",2,"","","","","","","","","","",3,[93],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,660,316,317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1361712574,[],0,[]
12292,"IncreasedDamageAtNoFrenzyChargesUnique__1",28567,3890,1,4112,"","","",1,"","","","","","","","","","",3,[1745],60,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1539454037,[],0,[]
12293,"CriticalChanceAgainstEnemiesOnFullLifeUnique__1",-25812,3891,1,4115,"","","",1,"","","","","","","","","","",3,[74],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[625],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-993173535,[],0,[]
12294,"CriticalStrikeAttackLifeLeechUnique__1",-32240,3892,1,4118,"","","",1,"","","","","","","","","","",3,[7],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-280793773,[],0,[]
12295,"AddedPhysicalToMinionAttacksUnique__1",6988,3893,1,4119,4120,"","",1,"","","","","","","","","","",3,[1746],5,8,12,16,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,632,313,320]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-15670180,[],0,[]
12296,"AttackPhysicalDamageAddedAsLightningUnique__1",-32549,3894,1,4121,"","","",1,"","","","","","","","","","",3,[141],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,311,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-145590391,[],0,[]
12297,"AttackPhysicalDamageAddedAsFireUnique__1",28170,3895,1,4122,"","","",1,"","","","","","","","","","",3,[107],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,309,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1342651918,[],0,[]
12298,"AttackPhysicalDamageAddedAsFireUnique__2",-17610,3895,1,4122,"","","",1,"","","","","","","","","","",3,[107],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,309,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",817204099,[],0,[]
12299,"EnergyShieldPer5StrengthUnique__1",23813,3896,1,4123,"","","",1,"","","","","","","","","","",3,[1747],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1281298779,[],0,[]
12300,"MaximumGolemsUnique__1",27081,3897,1,2887,"","","",1,"","","","","","","","","","",3,[1748],1,1,0,0,0,0,0,0,[],[],[1054],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1563899134,[],0,[]
12301,"MaximumGolemsUnique__2",-13510,3897,1,2887,"","","",10,"","","","","","","","","","",3,[1748],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1440128749,[],0,[]
12302,"MaximumGolemsUnique__3",-913,3897,43,2887,"","","",1,"","","","","","","","","","",3,[1748],3,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1208595558,[],0,[]
12303,"MaximumGolemsUnique__4_",-1019,3897,1,2887,"","","",1,"","","","","","","","","","",3,[1748],-1,-1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1727240951,[],0,[]
12304,"MaximumGolemsExile",-20339,3897,1,2887,"","","",3,"","","","","","","","","","",3,[1748],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1858002483,[],0,[]
12305,"GrantsLevel12StoneGolem",-12981,3898,1,4147,"","","",1,"","","","","","","","","","",3,[1749],12,12,0,0,0,0,0,0,[],[],[1054],[35490],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[638],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1341096613,[],0,[]
12306,"ZealotsOathUnique__1",-6519,3899,1,1194,"","","",1,"","","","","","","","","","",3,[1750],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316,317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1924502588,[],0,[]
12307,"WeaponCountsAsAllOneHandedWeapons__1",29296,3900,1,4127,"","","",1,"","","","","","","","","","",3,[1751],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-203914840,[],0,[]
12308,"SocketedGemsSupportedByFortifyUnique____1",-17830,3901,1,4139,"","","",1,"","","","","","","","","","",3,[1752],12,12,0,0,0,0,0,0,[],[],[],[32819],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[639,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1654118605,[],0,[]
12309,"CannotBePoisonedUnique__1",-1950,3903,1,3630,"","","",1,"","","","","","","","","","",3,[1754],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,636]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",940490860,[],0,[]
12310,"CannotBePoisonedUnique__2",-26685,3903,1,3630,"","","",1,"","","","","","","","","","",3,[1754],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,636]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",370574687,[],0,[]
12311,"CannotBePoisonedEssence1",7644,3903,63,3630,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1754],1,1,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,312,636]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1165908131,[],0,[]
12312,"EnergyShieldRecoveryRateUnique__1",-13167,3904,1,2806,"","","",1,"","","","","","","","","","",3,[1755],50,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",807861431,[],0,[]
12313,"IncreasedDamageTakenUnique__1",-22538,1638,1,476,"","","",1,"","","","","","","","","","",3,[933],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2047925735,[],0,[]
12314,"MapPerandusLeague",-242,3906,1,4098,12160,"","",5,"","","","","","","","","","",3,[1756],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1770690180,[],0,[]
12315,"MapPerandusLeagueCrafted",-10589,3907,0,461,4979,4980,12160,5,"","","","","","","","","","",3,[1756],0,0,3,3,33,33,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1568836386,[],0,[]
12316,"HarvestInfusedMapPerandusLeagueCrafted",-21570,3907,0,461,4979,4980,12160,5,"","","","","","","","","","",3,[1756],0,0,5,5,100,100,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1091365554,[],0,[]
12317,"FlaskImmuneToDamage__1",-5426,3912,1,4150,"","","",2,"","","","","","","","","","",3,[93],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1726712869,[],0,[]
12318,"LocalAlwaysCrit",-12905,3913,1,4151,"","","",1,"","","","","","","","","","",3,[1743],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1649913792,[],0,[]
12319,"PerandusBladeVortexDaemon",25512,3914,1,"","","","",3,"","","","","","","","","","",3,[737],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/PerandusBladeVortexDaemon",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1507474034,[],0,[]
12320,"ProphecyBladeVortexDaemon",-1976,2154,1,"","","","",3,"","","","","","","","","","",3,[737],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/ProphecyBladeVortexDaemon",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",711381550,[],0,[]
12321,"MaligaroBladeVortexDaemon",25669,1391,1,1858,"","","",3,"","","","","","","","","","",3,[737],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/MaligaroSoulBladeVortexDaemon",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-188313469,[],0,[]
12322,"UnholyBladeVortexDaemon",15343,1391,1,1858,"","","",3,"","","","","","","","","","",3,[737],0,0,0,0,0,0,0,0,[],[],[],[],[],"Metadata/Monsters/Daemon/UnholyStormVortexDaemon",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",213006173,[],0,[]
12323,"IncreasePhysicalDegenDamagePerDexterityUnique__1",10200,3915,1,4158,"","","",1,"","","","","","","","","","",3,[1758],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,632,313]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1317890389,[],0,[]
12324,"IncreaseBleedDurationPerIntelligenceUnique__1",32766,3916,1,4159,"","","",1,"","","","","","","","","","",3,[1757],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,319,636]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",168195576,[],0,[]
12325,"PerandusCoinStacksToDropChest1",28004,3917,1,4164,"","","",4,"","","","","","","","","","",3,[1759],2,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-125528608,[],0,[]
12326,"PerandusCoinStacksToDropChest2",-13439,3917,1,4164,"","","",4,"","","","","","","","","","",3,[1759],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1516147167,[],0,[]
12327,"BleedingEnemiesFleeOnHitUnique__1",-27475,3918,1,4160,"","","",1,"","","","","","","","","","",3,[1760],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-597800717,[],0,[]
12328,"ChanceToAvoidFireDamageUnique__1",-19496,3919,1,3631,"","","",1,"","","","","","","","","","",3,[1761],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-590778607,[],0,[]
12329,"ChanceToAvoidFireDamageEssence4",-13455,3919,42,3631,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1761],6,7,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1294763613,[],0,[]
12330,"ChanceToAvoidFireDamageEssence5",-16792,3919,58,3631,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1761],7,8,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1932709211,[],0,[]
12331,"ChanceToAvoidFireDamageEssence6",-20328,3919,74,3631,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1761],8,9,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",67417244,[],0,[]
12332,"ChanceToAvoidFireDamageEssence7",-21266,3919,82,3631,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1761],9,10,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1986058895,[],0,[]
12333,"ChanceToAvoidColdDamageEssence3",-5658,3921,26,3632,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1762],5,6,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2087949717,[],0,[]
12334,"ChanceToAvoidColdDamageEssence4",21668,3921,42,3632,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1762],6,7,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-808739985,[],0,[]
12335,"ChanceToAvoidColdDamageEssence5",-28053,3921,58,3632,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1762],7,8,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",141007372,[],0,[]
12336,"ChanceToAvoidColdDamageEssence6",20043,3921,74,3632,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1762],8,9,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1178536052,[],0,[]
12337,"ChanceToAvoidColdDamageEssence7",-21445,3921,82,3632,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","<if:MS>{da Essência}<elif:FS>{da Essência}<elif:NS>{de Essência}<elif:MP>{das Essências}<elif:FP>{das Essências}<elif:NP>{de Essências}","сущности","<if:MS>{de la Esencia}<elif:FS>{de la Esencia}<elif:MP>{de la Esencia}<elif:FP>{de la Esencia}","of the Essence","精髓之",2,[1762],9,10,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-36089374,[],0,[]
