"rownum","Id","bool","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode"
1491,"Metadata/Chests/SynthesisChests/SynthesisChestTrinketsVeiled",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[7,6,8,24]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[62000,125000,125000,20000]","",0,0,"","","","","",[],"",[]
1492,"Metadata/Chests/SynthesisChests/SynthesisChestTrinketsUniques",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[7,6,8,24]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[62000,125000,125000,20000]","",0,0,"","","","","",[],"",[]
1493,"Metadata/Chests/SynthesisChests/SynthesisChestAbyss",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[7,6,8,24]","","",[8073],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[62000,125000,125000,20000]","",0,0,"","","","","",[],"",[]
1494,"Metadata/Chests/SynthesisChests/SynthesisChestAbyss2",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[7,6,8,24]","","",[8073],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[62000,125000,125000,20000]","",0,0,"","","","","",[],"",[]
1495,"Metadata/Chests/SynthesisChests/SynthesisChestArmour",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,8076,7508]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1496,"Metadata/Chests/SynthesisChests/SynthesisChestArmourCorrupted",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,8076,7508,8085]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1497,"Metadata/Chests/SynthesisChests/SynthesisChestArmourLinked",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,8076,8103,7508]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1498,"Metadata/Chests/SynthesisChests/SynthesisChestArmourLinkedUnique",1,4,"Perfect Synthesised Chest","Coffre synthétisé parfait","Synthetisierte Truhe","完璧なシンセシスチェスト","완벽한 결합물 상자","Baú Sintetizado Perfeito","Совершенный синтезированный сундук","Cofre fracturado perfecto","หีบแตกร้าว ไร้ที่ติ","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[1],"","","[8073,7508]",[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[1122958],"",0,0,"","","","","",[],"",[]
1499,"Metadata/Chests/SynthesisChests/SynthesisChestArmourIncursion",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1500,"Metadata/Chests/SynthesisChests/SynthesisChestArmourMods",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1501,"Metadata/Chests/SynthesisChests/SynthesisChestArmourShaperElder",1,4,"Celestial Synthesised Chest","Coffre synthétisé céleste","Himmlische synthetisierte Truhe","天体のシンセシスチェスト","천공의 결합물 상자","Baú Sintetizado Celestial","Небесный синтезированный сундук","Cofre fracturado celestial","หีบแตกร้าว แห่งดวงดาว","眾星的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,7508]",[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1502,"Metadata/Chests/SynthesisChests/SynthesisChestArmourVeiled",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1503,"Metadata/Chests/SynthesisChests/SynthesisChestArmourUniques",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[1,2,3,4,5]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[]
1504,"Metadata/Chests/SynthesisChests/SynthesisChestWeapons",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,8076,7508]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1505,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsCorrupted",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,8076,7508,8085]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1506,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsExtraQuality",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1507,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsQualityUnique",1,4,"Perfect Synthesised Chest","Coffre synthétisé parfait","Synthetisierte Truhe","完璧なシンセシスチェスト","완벽한 결합물 상자","Baú Sintetizado Perfeito","Совершенный синтезированный сундук","Cofre fracturado perfecto","หีบแตกร้าว ไร้ที่ติ","完美的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1508,"Metadata/Chests/SynthesisChests/SynthesisChestWeapons6LinkedWeapon",1,4,"Perfect Synthesised Chest","Coffre synthétisé parfait","Perfekte synthetisierte Truhe","完璧なシンセシスチェスト","완벽한 결합물 상자","Baú Sintetizado Perfeito","Совершенный синтезированный сундук","Cofre fracturado perfecto","หีบแตกร้าว ไร้ที่ติ","完美的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1509,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsIncursion",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1510,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsMods",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1511,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsShaperElder",1,4,"Celestial Synthesised Chest","Coffre synthétisé céleste","Himmlische synthetisierte Truhe","天体のシンセシスチェスト","천공의 결합물 상자","Baú Sintetizado Celestial","Небесный синтезированный сундук","Cofre fracturado celestial","หีบแตกร้าว แห่งดวงดาว","眾星的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1512,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsVeiled",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1513,"Metadata/Chests/SynthesisChests/SynthesisChestWeaponsUniques",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,"[0,9]","","","[8073,7508]",[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[]
1514,"Metadata/Chests/SynthesisChests/SynthesisChestHarbinger",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,0,"","",75,[],"","",[8799],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1515,"Metadata/Chests/SynthesisChests/SynthesisChestHarbingerHigh",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,0,"","",75,[],"","",[8799],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1516,"Metadata/Chests/SynthesisChests/SynthesisChestHarbingerHigh2",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,0,"","",75,[],"","",[8799],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1517,"Metadata/Chests/SynthesisChests/SynthesisChestHarbingerHigh3",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,0,"","",75,[],"","",[8799],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1518,"Metadata/Chests/SynthesisChests/SynthesisChestHarbingerHigh4",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,0,"","",75,[],"","",[8799],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1519,"Metadata/Chests/SynthesisChests/SynthesisChestBreach",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1520,"Metadata/Chests/SynthesisChests/SynthesisChestBreachHigh",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1521,"Metadata/Chests/SynthesisChests/SynthesisChestBreachHigh2",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1522,"Metadata/Chests/SynthesisChests/SynthesisChestBreachHigh3",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1523,"Metadata/Chests/SynthesisChests/SynthesisChestEssences",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1524,"Metadata/Chests/SynthesisChests/SynthesisChestEssences2",1,4,"Perfect Synthesised Chest","Coffre synthétisé parfait","Perfekte synthetisierte Truhe","完璧なシンセシスチェスト","완벽한 결합물 상자","Baú Sintetizado Perfeito","Совершенный синтезированный сундук","Cofre fracturado perfecto","หีบแตกร้าว ไร้ที่ติ","完美的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1525,"Metadata/Chests/SynthesisChests/SynthesisChestFragments",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1526,"Metadata/Chests/SynthesisChests/SynthesisChestFragments2",1,4,"Perfect Synthesised Chest","Coffre synthétisé parfait","Perfekte synthetisierte Truhe","完璧なシンセシスチェスト","완벽한 결합물 상자","Baú Sintetizado Perfeito","Совершенный синтезированный сундук","Cofre fracturado perfecto","หีบแตกร้าว ไร้ที่ติ","完美的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1527,"Metadata/Chests/SynthesisChests/SynthesisChestScarabs",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1528,"Metadata/Chests/SynthesisChests/SynthesisChestScarabs2",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1529,"Metadata/Chests/SynthesisChests/SynthesisChestScarabs3",1,4,"Perfect Synthesised Chest","Coffre synthétisé parfait","Perfekte synthetisierte Truhe","完璧なシンセシスチェスト","완벽한 결합물 상자","Baú Sintetizado Perfeito","Совершенный синтезированный сундук","Cofre fracturado perfecto","หีบแตกร้าว ไร้ที่ติ","完美的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1530,"Metadata/Chests/SynthesisChests/SynthesisChestFossils",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1531,"Metadata/Chests/SynthesisChests/SynthesisChestFossils2",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1532,"Metadata/Chests/SynthesisChests/SynthesisChestFossils3",1,4,"Perfect Synthesised Chest","Coffre synthétisé parfait","Perfekte synthetisierte Truhe","完璧なシンセシスチェスト","완벽한 결합물 상자","Baú Sintetizado Perfeito","Совершенный синтезированный сундук","Cofre fracturado perfecto","หีบแตกร้าว ไร้ที่ติ","完美的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,35,"","",75,[],"","",[],[],11,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[],"",0,0,"","","","","",[],"",[]
1533,"Metadata/Chests/SynthesisChests/SynthesisChestSilverCoins",1,4,"Synthesised Chest","Coffre synthétisé","Synthetisierte Truhe","シンセシスチェスト","결합물 상자","Baú Sintetizado","Синтезированный сундук","Cofre sintetizado","หีบสังเคราะห์","追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,28,"","",75,[12],"","",[],[],8,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[323077],"",0,0,1,"","","","",[],"",[]
1534,"Metadata/Chests/SynthesisChests/SynthesisChestProphecies",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,28,"","",75,[12],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[323077],"",0,0,1,"","","","",[],"",[]
1535,"Metadata/Chests/SynthesisChests/SynthesisChestPropheciesFated",1,4,"Flawless Synthesised Chest","Coffre synthétisé splendide","Makellose synthetisierte Truhe","極限のシンセシスチェスト","결함 없는 결합물 상자","Baú Sintetizado Impecável","Безупречный синтезированный сундук","Cofre fracturado impecable","หีบแตกร้าว ไร้ตำหนิ","無暇的追憶之匣","[""Metadata/Chests/SynthesisChests/SynthesisChestLarge.ao""]","",1,28,"","",75,[12],"","",[],[],10,0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/SynthesisChest","","",[323077],"",0,0,1,"","","","",[],"",[]
