"rownum","Id","DisplayedName (English)","DisplayedName (French)","DisplayedName (German)","DisplayedName (Japanese)","DisplayedName (Korean)","DisplayedName (Portuguese)","DisplayedName (Russian)","DisplayedName (Spanish)","DisplayedName (Thai)","DisplayedName (Traditional Chinese)","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
981,"bodyswap_triggered","Bodyswap","Substitution corporelle","Reinkarnation","ボディスワップ","신체 전환","Troca de Corpos","Обмен телами","Intercambio de cuerpos","สลับร่าง (Bodyswap)","屍術傳送","Violently destroys your body and recreates it at the location of a targeted enemy or corpse, dealing spell damage in an area at both locations. If there is no specific target, it will prioritise corpses over enemies. If targeting a corpse, the corpse will also explode, dealing damage around it that is not affected by modifiers to spell damage, and cannot be reflected. This spell cannot be repeated.","Votre corps explose violemment avant d'être recréé à l'emplacement d'un ennemi ciblé ou d'un cadavre ciblé, infligeant des dégâts de sorts de zone à votre emplacement de départ et d'arrivée. Si vous ne ciblez rien en particulier, ce sort prendra pour cible de manière prioritaire un cadavre. Lorsqu'un cadavre est ciblé, il explose aussi, infligeant des dégâts autour de lui qui ne sont pas affectés par vos modificateurs de dégâts et qui ne peuvent être renvoyés. Ce sort ne peut être répété.","Zerstört Euren Körper und stellt ihn am Ort des Zielgegners oder der Zielleiche wieder her und verursacht dabei an beiden Orten in einem Bereich Zauberschaden. Falls es kein Ziel gibt, werden Leichen über Gegner priorisiert. Falls auf eine Leiche gezielt wird, explodiert diese ebenfalls und verursacht um sich herum Schaden, der nicht von Modifikatoren für Zauberschaden beeinflusst wird und nicht reflektiert werden kann. Dieser Zauber kann nicht wiederholt werden.","使用者の身体を爆発的に破壊し、指定された敵または死体の位置に再生し、使用者の元の位置と新しい位置の両方にスペルダメージを与える。明示的にターゲットを指定しなければ、移動先として敵より死体を優先して選ぶ。死体をターゲットとした場合、死体も爆発し周囲にダメージを与える。死体爆破のダメージはスペルダメージのモッドに影響されず、反射されることもない。このスキルを繰り返すことはできない。","시전자의 몸을 난폭하게 파괴하면 대상 적이나 시신이 위치한 곳에 재생되면서 양쪽 지점에 주문 피해를 줍니다. 특정한 대상이 없을 경우 적보다 시신을 우선합니다. 시신을 대상으로 할 경우 해당 시신 또한 폭발하면서 그 주변에 피해를 줍니다. 이는 주문 피해 관련 속성 부여에 영향을 받지 않으며 반사되지도 않습니다. 이 주문은 반복되지 않습니다.","Destroi violentamente seu corpo e o cria novamente na localidade de um cadáver inimigo alvo, causando dano mágico em uma área em ambos os locais. Se não houver um alvo específico, ele priorizará cadáver sob inimigos. Se focar em um cadáver, o cadáver também explodirá, causando dano ao seu redor que não é afetado pelos seus modificadores de dano mágico, e não pode ser refletido. Esta habilidade não pode ser repetida.","Герой выбирает целью труп или врага, после чего уничтожает свое тело и создаёт его около указанной цели, нанося урон от чар в области отправления и прибытия. Если не указать конкретную цель, то умение будет отдавать приоритет выбора цели ближайшим трупам, а не живым врагам. При выборе целью трупа, труп будет взорван, нанося вокруг себя урон, не зависящий от модификаторов урона чар героя. Этот урон не может быть отражён. Эти чары нельзя сотворять повторно.","Destruye tu cuerpo de forma violenta y lo recompone en la ubicación de un enemigo o cadáver objetivo. Además, inflige daño de hechizos en un área en las dos ubicaciones. Si no hay un objetivo específico, dará prioridad a los cadáveres antes que a los enemigos. Si tomas un cadáver como objetivo, el cadáver también explotará e infligirá daño a su alrededor. Este daño no se verá afectado por modificadores de daño de hechizos y no se puede reflejar. Este hechizo no se puede repetir.","ทำลายร่างกายของคุณอย่างรุนแรงแล้วสร้างร่างใหม่ที่ตำแหน่งของศัตรูหรือศพเป้าหมาย สร้างความเสียหาย เวท ในพื้นที่ตำแหน่งต้นทางและปลายทาง หากไม่ได้เลือกเป้าหมายไว้ สกิลนี้จะเลือกเป้าหมายเป็นศพก่อนเลือกศัตรู และหากเป้าหมายเป็นศพ ศพนั้นจะระเบิดแล้วสร้างความเสียหายรอบตัวมันซึ่งจะไม่ได้ผลจากม็อดความเสียหาย เวท และไม่สามารถสะท้อนได้ เวทนี้ไม่สามารถเกิดซ้ำได้","你的身體和目標屍體爆炸造成附近範圍法術傷害，你的身體會在屍體屍體位置重建。若沒有指定目標，將會優先選取敵人的屍體。若準屍體，該屍體會爆炸並對附近造成傷害，此爆炸不受法術屬性影響，此法術無法被重複。","CorpseWarp","Art/2DArt/SkillIcons/CorpseWarp.dds","[6,2]","[33,1,6,7,14,15,13,31,28,71,78,36,49,89]",[],"","",1,"","",22,"","[7239,7243]","[24,216]",[],1,"",[],8,0,"","Metadata/Monsters/Totems/BodyswapTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1
982,"shakari_trail_burrow","","","","","","","","","","","","","","","","","","","","","ShakariTrailBurrow","","[4,2,1,8,15]",[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
983,"unholy_trio_ball_lightning","","","","","","","","","","","","","","","","","","","","","UnholyTrioBallLightning","",[2],"[1,2]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
984,"decelerating_projectile","","","","","","","","","","","","","","","","","","","","","DeceleratingProjectile","","[2,1,4]","[1,2,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,27,3,35,15,14,28,12,26,17,16,11,10,29,18,19,13]","","",1
985,"vilenta_reflection","","","","","","","","","","","","","","","","","","","","","VilentaReflection","",[15],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
986,"vilenta_gas_mortar","","","","","","","","","","","","","","","","","","","","","VilentaGasMortar","","[2,9]","[7,2]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
987,"spectral_spinning_weapon","Spectral Spinning Weapon","Arme spectrale tourbillonnante","Spektrale Wirbelklinge","スペクトラルスピニングウェポン","영체 회전 무기","Arma Espectral Giratória"," ","Arma espectral giratoria","อาวุธเงาหมุน (Spectral Spinning Weapon)","靈製武器","","","","","","","","","","","SpectralSpinningWeapon","Art/2DArt/SkillIcons/VoidGaze.dds",[1],"[1,2,47,6,7,14,71]","[6,7,9,10,11,12,32,14,15,16,17,13,37,57,56]","","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
988,"vilenta_pillar_hop","","","","","","","","","","","","","","","","","","","","","VilentaPillarHop","",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
989,"trigger_wave","","","","","","","","","","","","","","","","","","","","","TriggerWave","","[4,1,2,3]","[1,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
990,"aegis_fire","Fire Aegis","Égide de feu","Feuer-Obhut","火のイージス","화염의 비호","Égide de Fogo","Огненная эгида","Égida de fuego","โล่เอจิสไฟ (Fire Aegis)","火焰聖盾","Calls forth a protective aegis which takes fire damage from hits for you until depleted. The aegis will be restored to its full value after a short delay if you stop taking fire damage from hits, or if depleted.","Crée une Égide protectrice qui subit à votre place les Dégâts de feu qui vous touchent jusqu'à ce qu'elle soit épuisée. L'Égide de feu se retrouvera restaurée à sa valeur maximale si vous ne vous faites pas toucher par des Dégâts de feu pendant un court instant, ou si elle arrive à la fin de sa durée.","Beschwört eine schützende Obhut, die für Euch Feuerschaden durch Treffer absorbiert, bis sie aufgebraucht ist. Sie wird nach einer kurzen Verzögerung wieder voll hergestellt, wenn Ihr keinen Feuerschaden durch Treffer mehr erleidet oder sie aufgebraucht ist.","尽きるまで、使用者の代わりにヒットによる火ダメージを受ける守りのイージスを呼び起こす。イージスが尽きた場合または使用者がヒットから火ダメージを受けなくなった場合、一定時間後にイージスは最大値まで復元される。","고갈될 때까지 플레이어를 대신해 화염 피해를 받아주는 비호를 불러냅니다. 화염 피해를 받지 않게 되거나 비호가 고갈되면 잠시 후 비호는 완전한 상태로 복구됩니다.","Convoca uma égide protetora que sofre dano de fogo no seu lugar até se esgotar. A égide será restaurada para o seu valor total depois de um pequeno tempo se você não sofrer dano de fogo, ou se se esgotar.","Сотворяет защитную эгиду, которая вместо вас получает урон от огня от ударов до тех пор, пока не рассеется. Эгида полностью восстановится через короткий промежуток времени, если вы не будете получать урон от огня от ударов, или если истощится.","Invoca una égida protectora que recibe por ti el daño de fuego por golpes hasta que se agota. La égida será restaurada a su valor completo luego de un corto tiempo si dejas de recibir daño de fuego por golpes o si se agota.","เสกโล่เอจิสออกมารับความเสียหาย ไฟ จากการปะทะให้กับคุณจนกว่ามันจะหมดไป โดยที่โล่นี้จะถูกฟื้นกลับไปสู่ค่าเต็มหลังจากระยะเวลาสั้นๆ เมื่อคุณไม่ได้รับความเสียหาย ไฟ จากการปะทะหรือเมื่อมันหมดไป","召喚一個防禦聖盾抵擋火焰傷害直到消耗殆盡。若近期沒有受到火焰傷害或耗盡時，一段時間後聖盾會回復到滿溢狀態。","Aegis","Art/2DArt/BuffIcons/FireAegis.dds",[4],"[1,31,36,49,98]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1
991,"aegis_cold","Cold Aegis","Égide de froid","Kälte-Obhut","冷気のイージス","냉기의 비호","Égide de Gelo","Ледяная эгида","Égida de hielo","โล่เอจิสน้ำแข็ง (Cold Aegis)","冰冷聖盾","Calls forth a protective aegis which takes cold damage from hits for you until depleted. The aegis will be restored to its full value after a short delay if you stop taking cold damage from hits, or if depleted.","Crée une Égide protectrice qui subit à votre place les Dégâts de froid qui vous touchent jusqu'à ce qu'elle soit épuisée. L'Égide de froid se retrouvera restaurée à sa valeur maximale si vous ne vous faites pas toucher par des Dégâts de froid pendant un court instant, ou si elle arrive à la fin de sa durée.","Beschwört eine schützende Obhut, die für Euch Kälteschaden absorbiert, bis sie aufgebraucht ist. Sie wird nach einer kurzen Verzögerung wieder voll hergestellt, wenn Ihr keinen Kälteschaden durch Treffer mehr erleidet oder sie aufgebraucht ist.","尽きるまで、使用者の代わりにヒットによる冷気ダメージを受ける守りのイージスを呼び起こす。イージスが尽きた場合または使用者がヒットから冷気ダメージを受けなくなった場合、一定時間後にイージスは最大値まで復元される。","고갈될 때까지 플레이어를 대신해 냉기 피해를 받아주는 비호를 불러냅니다. 냉기 피해를 받지 않게 되거나 비호가 고갈되면 잠시 후 비호는 완전한 상태로 복구됩니다.","Convoca uma égide protetora que sofre dano de gelo no seu lugar até se esgotar. A égide será restaurada para o seu valor total depois de um pequeno tempo se você não sofrer dano de gelo, ou se se esgotar.","Сотворяет защитную эгиду, которая вместо вас получает урон от холода от ударов до тех пор, пока не рассеется. Эгида полностью восстановится через короткий промежуток времени, если вы не будете получать урон от холода от ударов, или если истощится.","Invoca una égida protectora que recibe por ti el daño de hielo por golpes hasta que se agota. La égida será restaurada a su valor completo luego de un corto tiempo si dejas de recibir daño de hielo por golpes o si se agota.","เสกโล่เอจิสออกมารับความเสียหาย น้ำแข็ง จากการปะทะให้กับคุณจนกว่ามันจะหมดไป โดยที่โล่นี้จะถูกฟื้นกลับไปสู่ค่าเต็มหลังจากระยะเวลาสั้นๆ เมื่อคุณไม่ได้รับความเสียหาย น้ำแข็ง จากการปะทะหรือเมื่อมันหมดไป","召喚一個防禦聖盾抵擋冰冷傷害直到消殆盡。若近期沒有受到冰冷傷害或耗盡時，一段時間後聖盾會回復到滿溢狀態。","Aegis","Art/2DArt/BuffIcons/ColdAegis.dds",[4],"[1,31,36,49,98]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1
992,"aegis_elemental","Elemental Aegis","Égide élémentaire","Elementare Obhut","元素のイージス","원소의 비호","Égide Elemental","Стихийная эгида","Égida elemental","โล่เอจิสธาตุ (Elemental Aegis)","元素聖盾","Calls forth a protective aegis which takes elemental damage from hits for you until depleted. The aegis will be restored to its full value after a short delay if you stop taking elemental damage from hits, or if depleted.","Crée une Égide protectrice qui subit à votre place les Dégâts élémentaires qui vous touchent jusqu'à ce qu'elle soit épuisée. L'Égide élémentaire se retrouvera restaurée à sa valeur maximale si vous ne vous faites pas toucher par des Dégâts élémentaires pendant un court instant, ou si elle arrive à la fin de sa durée.","Beschwört eine schützende Obhut, die für Euch Elementarschaden absorbiert, bis sie aufgebraucht ist. Sie wird nach einer kurzen Verzögerung wieder voll hergestellt, wenn Ihr keinen Elementarschaden durch Treffer mehr erleidet oder sie aufgebraucht ist.","尽きるまで、使用者の代わりにヒットによる元素ダメージを受ける守りのイージスを呼び起こす。イージスが尽きた場合または使用者がヒットから元素ダメージを受けなくなった場合、一定時間後にイージスは最大値まで復元される。","고갈될 때까지 플레이어를 대신해 원소 피해를 받아주는 비호를 불러냅니다. 원소 피해를 받지 않게 되거나 비호가 고갈되면 잠시 후 비호는 완전한 상태로 복구됩니다.","Convoca uma égide protetora que sofre dano elemental no seu lugar até se esgotar. A égide será restaurada para o seu valor total depois de um pequeno tempo se você não sofrer dano elemental, ou se se esgotar.","Сотворяет защитную эгиду, которая вместо вас получает урон от стихий от ударов до тех пор, пока не рассеется. Эгида полностью восстановится через короткий промежуток времени, если вы не будете получать урон от стихий от ударов, или если истощится.","Invoca una égida protectora que recibe por ti el daño elemental por golpes hasta que se agota. La égida será restaurada a su valor completo luego de un corto tiempo si dejas de recibir daño elemental por golpes o si se agota.","เสกโล่เอจิสออกมารับความเสียหาย ธาตุ จากการปะทะให้กับคุณจนกว่ามันจะหมดไป โดยที่โล่นี้จะถูกฟื้นกลับไปสู่ค่าเต็มหลังจากระยะเวลาสั้นๆ เมื่อคุณไม่ได้รับความเสียหาย ธาตุ จากการปะทะหรือเมื่อมันหมดไป","召喚一個防禦聖盾抵擋元素傷害直到消耗殆盡。若近期沒有受到元素傷害或耗盡時，一段時間後聖盾會回復到滿溢狀態。","Aegis","Art/2DArt/BuffIcons/Elemental.dds",[4],"[1,31,36,49,98]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1
