"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
4419,"Int4_Gameplay_A2_84","Your turn, mastodon!","À votre tour, mastodonte !","Du bist dran, Mastodon!","あなたの番よ、マストドン！","이제 네 차례다, 마스토돈!","Sua vez, mastodonte!","Твой черёд, мастодонт!","¡Tu turno, mastodonte!","ถึงตาแกแล้วนะ เจ้าช้างมาสโทดอน!","輪到你啦，乳齒象！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_84.ogg","",10000,0
4420,"Int4_Gameplay_A2_85","Let's get this over with.","Finissons-en une fois pour toutes.","Bringen wir es hinter uns.","終わらせましょう。","어서 끝내버리자고.","Vamos acabar logo com isso.","Покончим с этим.","Acabemos con esto.","เอาให้มันจบไปเถอะ","來結束這一切吧。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_85.ogg","",10000,0
4421,"Int4_Gameplay_A2_86","A formidable rock challenges me?","Serait-ce un tas de pierres qui se dresse face à moi ?","Ein gewaltiger Felsen fordert mich heraus?","大きな岩が私に挑戦？","위압적인 바위가 내게 덤빈다고?","Uma rocha formidável me desafia?","Какой грозный камень.","¿Me está desafiando una roca formidable?","ศิลาน่าเกรงขามมาท้าทายข้ารึ?","一顆強大的岩石想挑戰我？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_86.ogg","",10000,0
4422,"Int4_Gameplay_A2_87","Never mind, no challenge at all.","Deviez-vous m'opposer une quelconque difficulté ?","Ach was, gar keine Herausforderung.","ううん、挑戦というほどじゃなかったわ。","걱정 마라. 전혀 힘들지 않았다.","Deixa pra lá, isso não é um desafio.","Было бы на что смотреть.","Nah, esto no fue un desafío.","ช่างมันเถอะ ไม่ท้าทายเอาเสียเลย","當我沒說，稱不上什麼挑戰。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_87.ogg","",10000,0
4423,"Int4_Gameplay_A2_88","Power awaits me. As expected.","Le pouvoir me tend la main. Une fois de plus.","Die Macht wartet auf mich. Wie erwartet.","力が私を待っている。予想通りね。","힘이 나를 기다린다. 예상했던 그대로.","Como eu esperava, o poder me aguarda.","Меня ждёт власть. Я так и знала.","El poder me espera. Como siempre.","พลังรอข้าอยู่อย่างที่คิด","正如預期，力量等待著我。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_88.ogg","",10000,0
4424,"Int4_Gameplay_A2_89","They burned many a sister. They tried to burn me. I think now I shall pay it forward.","Ils ont brûlé mes sœurs, et me réservaient le même sort. Il est temps de leur rendre la monnaie de leur pièce.","Sie haben viele Schwestern verbrannt. Sie haben versucht, mich zu verbrennen. Ich denke, jetzt werde ich es ihnen heimzahlen.","あいつらは多くの同胞を焼いた。私を焼こうとした。私もそれを広めることにするわ。","그들은 수많은 자매를 화형시켰다. 나도 화형시키려 했고. 이제 내가 갚아 줄 차례다.","Queimaram muitas das minhas irmãs. Tentaram me queimar. Acho que vou retribuir.","Они сожгли немало моих сестёр. И пытались сжечь меня. Пора отдать должок.","Quemaron a muchas de mis hermanas. Trataron de quemarme. Creo que debo devolver el favor.","พวกมันเอาสหายร่วมศาสตร์ไปเผาหลายคน พยายามเอาข้าไปเผา ข้าขอตอบแทนก็แล้วกัน","他們燒死了許多姐妹，也試圖燒死我。我該還以顏色。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_89.ogg","",10000,0
4425,"Int4_Gameplay_A2_90","Of my blood, they will see true power. And of my blood, they shall know true pain.","Je deviendrai la sanguimancienne la plus illustre que Wraeclast n'ait jamais connue.","Durch mein Blut werden sie wahre Macht erfahren. Und durch mein Blut werden sie wahren Schmerz erfahren.","私の血に、あいつらは真の力を見るでしょう。そして私の血で真の苦痛を知ることになる。","그들은 내 피에서 진짜 힘을 보게 되리라. 그리고 내 피로써 진짜 고통을 알게 되리라.","Pelo meu sangue, eles verão o verdadeiro poder. E pelo meu sangue, eles conhecerão a verdadeira dor.","Я стану величайшим магом крови Рэкласта.","Por mi sangre, verán el verdadero poder. Y por mi sangre, conocerán el verdadero dolor.","เลือดข้าจะเผยพลังอันเที่ยงแท้ เลือดข้าจะนำพาความเจ็บปวดอันเที่ยงแท้","我會成為瓦爾克拉斯有史以來最偉大的鮮血使者！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_90.ogg","",10000,0
4426,"Int4_Gameplay_A2_91","Woman or scorpion? No matter.","Une femme, ou un scorpion ? Cela m'importe peu.","Frau oder Skorpion? Das spielt keine Rolle.","女？サソリ？どっちでもいいわ。","여자인가, 전갈인가? 뭐, 상관없지.","Mulher ou escorpião? Tanto faz.","Женщина или скорпион? А впрочем, какая разница.","¿Mujer o escorpión? No importa.","ผู้หญิงหรือแมงป่องกันแน่? ช่างเถอะ","女人還是毒蠍？並不重要。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_91.ogg","",10000,0
4427,"Int4_Gameplay_A2_92","You were admirable. And beautiful.","Admirable, et d'une grande beauté.","Du warst bewundernswert. Und schön.","あなたは素敵だったわ。それに美しかった。","너는 대단했다. 아름다웠고.","Você era admirável. E linda.","Твой дух и красота вызывали восхищение.","Fuiste admirable. Y hermosa.","แกทั้งน่านับถือ และงดงามนัก","你曾令人敬佩。且風靡眾人。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_92.ogg","",10000,0
4428,"Int4_Gameplay_A2_93","One down.","Et un de moins.","Einer weniger.","これで一つ。","하나 처리했다.","Um a menos.","Одним меньше.","Ahí va uno.","ตายไปหนึ่ง","解決一個。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_93.ogg","",10000,0
4429,"Int4_Gameplay_A2_94","Two down.","Et de deux.","Zwei weniger.","これで二つ。","둘 처리했고.","Dois a menos.","Двумя меньше.","Y ahí van dos.","ตายไปสอง","解決兩個。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_94.ogg","",10000,0
4430,"Int4_Gameplay_A2_95","Temporal magic... Ugh. Boresome.","De la magie temporelle… Quel ennui.","Zeitmagie ... Puh. Langweilig.","時魔法……うへぇ。退屈。","시간의 마법이라... 아, 시시해.","Magia temporal... Aff. Que saco.","Темпоральная магия... Фу. Скука.","Magia temporal… Uf… qué aburrimiento.","เวทกาลเวลา... อึ้ก น่าเบื่อนัก","時間魔法……呃，真是無聊。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_95.ogg","",10000,0
4431,"Int4_Gameplay_A2_96","How is it you can control time and you lose? Weak. Pathetic.","Vous manipuliez le temps, et réussissez à perdre malgré tout ? Pathétique.","Wie kommt es, dass du die Zeit kontrollieren kannst und verlierst? Schwach. Jämmerlich.","時を操作できて負けるってどういうこと？弱いわ。情けない。","어떻게 시간을 조종하면서 질 수가 있지? 약해 빠졌어. 한심해 죽겠어.","Como é que você controla o tempo, e ainda assim perde? É fraco e patético.","Это ж надо было проиграть, повелевая самим временем... Ничтожество.","¿Cómo puedes perder aun controlando el tiempo? Débil. Patético.","แกควบคุมเวลาได้แล้วยังมีหน้ามาแพ้อีกเหรอ? อ่อนแอ น่าสมเพชนัก","你既然可以控制時間，怎麼還會輸？真弱。可悲。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_96.ogg","",10000,0
4432,"Int4_Gameplay_A2_97","It appears they fought here. Died here. A resting place...","Ils se sont battus en ces lieux… Et y ont trouvé la mort. Cet endroit est leur tombeau…","Es scheint, sie haben hier gekämpft. Starben hier. Eine Ruhestätte ...","ここで戦ったみたい。そして死んだ。安息の場所……","여기서 싸운 모양이군. 여기서 죽었고. 안식처인 거야...","Parece que eles lutaram aqui. Morreram aqui. Um lugar de descanso...","Похоже, они сражались и умирали здесь. Это же кладбище...","Parece que pelearon aquí. Murieron aquí. Un lugar de descanso…","เหมือนพวกเขาเคยต่อสู้ตรงนี้ ตายที่นี่ เป็นที่ฝังศพ...","看來他們之前在這裡交手，並在這裡殞命。這裡是他們的安息處……","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_97.ogg","",10000,0
4433,"Int4_Gameplay_A2_98","One still lives... for now.","L'un d'entre eux semble avoir survécu… mais son heure est venue.","Einer lebt noch … im Augenblick.","まだ一人生きている……今のところは。","하나는 아직 살았군... 지금은.","Ainda tem um vivo... Por enquanto.","Один ещё жив... пока.","Uno sigue vivo… por ahora.","คนหนึ่งรอดไปได้... ในตอนนี้","現在……還有一個活著。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_98.ogg","",10000,0
4434,"Int4_Gameplay_A2_99","Nowhere left to hide now, sweet undead King...","Vous ne pouvez plus vous cacher, mon cher roitelet…","Jetzt gibt es kein Versteck mehr, süßer untoter König ...","もう隠れる場所はないわよ、かわいい不死の王様……","이제 숨을 곳은 없다, 나의 언데드 왕이여...","Não tem pra onde fugir agora, Reizinho morto...","Больше негде прятаться, мой истлевший царёк...","No hay donde esconderse ahora, mi dulce rey no muerto...","ไม่มีที่ซ่อนแล้วนะ เจ้ากษัตริย์อันเดดที่รัก...","沒有地方可以躲囉，不死者之王……","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_99.ogg","",10000,0
4435,"Int4_Gameplay_A2_100","This whole operation would be efficient if they were dead.","Ils auraient dû utiliser des morts…","Diese ganze Operation wäre effizienter, wenn sie tot wären.","あいつらが皆死んでいたら全部もっと効率よくなるのに。","저들이 죽었다면 이 일이 훨씬 효율적일 텐데.","Toda essa operação seria eficiente se eles estivessem mortos.","Всё получилось бы, будь они мертвы.","Toda esta operación sería eficiente si estuvieran muertos.","ถ้าพวกเขาตาย ปฏิบัติการนี้น่าจะมีประสิทธิภาพกว่านี้นัก","如果他們死了，這整場行動會更有效率。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_100.ogg","",10000,0
4436,"Int4_Gameplay_A2_101","I'll take anything I can get.","Ça pourrait m'être utile.","Ich werde alles nehmen, was ich kriegen kann.","貰えるものは何でも貰うわよ。","챙길 수 있는 건 다 챙겨야지.","Eu aceito o que vier.","Я заполучу всё, что смогу.","Me quedaré con lo que pueda.","จะยังไงข้าก็เอา","我會帶走所有能得到的東西。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_101.ogg","",10000,0
4437,"Int4_Gameplay_A2_102","Seriously?!","Vraiment ?!","Ernsthaft?!","本当に！？","정말 이런다고?!","É sério?!","Серьёзно?!","¡¿En serio?!","พูดจริงเรอะ?!","認真的嗎？！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A2_102.ogg","",10000,0
4438,"Int4_Gameplay_A3_25","Hey! That tickles!","Argh, ça chatouille !","Hey! Das kitzelt!","ちょっと！くすぐったいわよ！","뭐야! 간지럽잖아!","Ei! isso faz cócegas!","Эй! Щекотно!","¡Ey! ¡Eso hace cosquillas!","เฮ้ย! จั๊กจี้!","喂！好癢啊！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_25.ogg","",10000,0
4439,"Int4_Gameplay_A3_26","Haha! Is that all?","Il vous faudra faire mieux que ça !","Haha! Ist das alles?","あはは！これで終わり？","하하! 겨우 이 정도냐?","Haha! É só isso?","Ха-ха! И это всё?","¡Ja, ja! ¿Eso es todo?","ฮ่าฮ่า! แกทำได้แค่นั้นเหรอ?","哈哈！就這樣？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_26.ogg","",10000,0
4440,"Int4_Gameplay_A3_27","Her positive attitude sickens me.","Son optimisme me répugne.","Ihre positive Einstellung macht mich krank.","あの明るさには反吐が出るわね。","저 긍정적인 태도를 보니 속이 울렁거리는군.","Essa atitude positiva dela me dá nojo.","Право слово, тошнит от её оптимизма.","Su actitud positiva me enferma.","ข้ารังเกียจทัศนคติเชิงบวกของเธอนัก","她那正面的態度讓我感到不舒服。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_27.ogg","",10000,0
4441,"Int4_Gameplay_A3_28","Bugs and insects. Delicious.","Des insectes et toutes sortes de bestioles grouillantes. Un régal.","Käfer und Insekten. Köstlich.","蟲だらけ。素敵。","벌레와 곤충들. 맛있지.","Besouros e insetor. Que delícia.","Жуки и пауки. Объедение.","Bichos e insectos. Delicioso.","แมลงอยู่มากมาย น่าอร่อย","好多蟲子。美味。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_28.ogg","",10000,0
4442,"Int4_Gameplay_A3_29","Ugh - vile flower.","Quelle fleur sournoise.","Argh – abscheuliche Blume.","うえっ―汚い花ね。","윽, 고약한 꽃이네.","Aff - plantinha traidora.","Ах ты вероломный цветок!","Uf… flor asquerosa.","อึ้ก ดอกไม้ชั่ว","呃，這花還真惡毒。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_29.ogg","",10000,0
4443,"Int4_Gameplay_A3_30","Constructs once powered by dead souls. Wondrous.","Des golems autrefois animés par des âmes défuntes. Quelles merveilles.","Konstruktionen, die einst von toten Seelen angetrieben wurden. Erstaunlich.","かつて死者の魂で動かされていたコンストラクト。素敵。","죽은 자의 영혼에서 힘을 얻었던 구조물... 경이롭군.","Construções que eram energizadas por almas mortas. Maravilhoso.","Конструкты, оживлённые душами мертвецов. Поразительно.","Constructos que funcionaban en base a almas muertas. Maravilloso.","หุ่นกลที่เคยได้พลังงานจากวิญญาณที่ตาย มหัศจรรย์","以亡者靈魂驅動的創造物，真是奇妙。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_30.ogg","",10000,0
4444,"Int4_Gameplay_A3_31","Ah. Just what I need.","Ah. C'est exactement ce qu'il me faut.","Ah. Genau das, was ich brauche.","あら。ちょうど欲しかったものだわ。","아, 딱 필요하던 것이다.","Ah. É disso que eu preciso.","То что надо.","Ah. Justo lo que necesito.","อา ของที่ข้าต้องการพอดี","啊，這就是我需要的。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_31.ogg","",10000,0
4445,"Int4_Gameplay_A3_32","Good!","Parfait !","Gut!","よし！","좋아!","Ótimo!","Прекрасно!","¡Bien!","ดีแล้ว!","很好！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_32.ogg","",10000,0
4446,"Int4_Gameplay_A3_33","Well... where does this one go?","Bon, où puis-je utiliser ce cœur d'âme ?","Hm … wo kommt das hin?","さて……これはどこに嵌まるのかしら？","자... 이건 어디 들어가는 거지?","Bem... Onde que isso vai?","И что мне с ним делать?","Bueno… ¿a dónde va esto?","แล้ว... เอาเจ้านี่ไปใส่ที่ไหนได้นะ?","嗯……這個去哪了呢？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_33.ogg","",10000,0
4447,"Int4_Gameplay_A3_34","I'm really quite fond of these things.","Ces cristaux me plaisent beaucoup.","Ich mag diese Dinger wirklich sehr gerne.","こいつら結構好きなのよね。","난 이런 게 참 좋다니까.","Eu gosto muito dessas coisinhas.","Как же мне нравятся эти штучки.","Me gustan mucho estas cosas.","ข้าชอบของพวกนี้จริงๆ","我還蠻喜歡這些東西的。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_34.ogg","",10000,0
4448,"Int4_Gameplay_A3_35","Need another Soul Core for this...","Il me faut un autre cœur d'âme…","Dafür brauche ich einen anderen Seelenkern ...","もう一つソウルコアが必要ね……","영혼 핵이 하나 더 필요하겠어...","Preciso de outro Núcleo D'Alma para isso...","Потребуется ещё одно ядро душ...","Necesito otro núcleo de alma para esto...","เจ้านี่ต้องใช้แกนวิญญาณอีกชิ้น","這會需要另一顆靈魂核心……","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_35.ogg","",10000,0
4449,"Int4_Gameplay_A3_36","Seems this needs a larger Soul Core than the doors did.","Il va me falloir un plus gros cœur d'âme.","Es scheint, als bräuchte man dafür einen größeren Seelenkern als für die Türen.","ここは扉よりも大きなソウルコアが必要みたい。","문에 쓴 것보다 더 큰 영혼 핵이 필요하겠어.","Acho que preciso de um Núcleo d'Alma maior para isso.","Похоже, тут понадобится ядро душ побольше.","Parece que esto necesita un núcleo de alma más grande que las puertas.","เจ้านี่ต้องใช้แกนวิญญาณที่ใหญ่กว่าที่ประตูนี้","看來這東西需要的靈魂核心會比那些門要求的更大。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_36.ogg","",10000,0
4450,"Int4_Gameplay_A3_37","I suppose this will fit the generator.","Voilà qui semble adapté au générateur.","Ich nehme an, das wird in den Generator passen.","これなら動力炉に嵌りそうね。","이거면 발전기에 들어가겠군.","Acho que isso vai caber naquele gerador.","Подойдёт для генератора.","Supongo que esto encajará en el generador.","ใส่เข้ากับเครื่องกำเนิดพลังงานนั่นได้กระมัง","我想這個可以放入發電機。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_37.ogg","",10000,0
4451,"Int4_Gameplay_A3_38","A bigger one. Lovely.","En voilà un plus gros. Parfait.","Ein größerer. Wunderbar.","大きいのだわ。素敵。","더 큰 거다. 아주 좋아.","Esse aqui é maior. Adorável.","Ядро побольше. Отлично.","Uno más grande. Adorable.","ชิ้นใหญ่ งามนัก","這個更大，不錯。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_38.ogg","",10000,0
4452,"Int4_Gameplay_A3_39","What a display. Let's find another.","Quel spectacle. Voyons si je peux en trouver un autre.","Was für eine Vorstellung. Dann suche ich noch einen anderen.","なんて美しい。もう一つ探しに行きましょう。","아주 볼 만한데. 하나 더 찾아보자.","Que visão. Vamos achar outro.","Впечатляющее зрелище. Нужно найти ещё.","Qué espectáculo. Busquemos otro más.","น่าชมจริง ไปหาอีกชิ้นกันเถอะ","真是精采的演出。我們該找下一個了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_39.ogg","",10000,0
4453,"Int4_Gameplay_A3_40","Well... that seemed to bring the whole place alive.","Voilà qui semble avoir éveillé ces lieux.","Tja … Das schien den ganzen Ort zum Leben zu erwecken.","さて......これでこの場所全体が動き出したようね。","음... 이곳 전체가 살아나는 것 같았어.","Olha... Parece que isso aqui trouxe vida pra esse lugar.","Кажется, всё это место пришло в движение.","Bueno… parece que eso logró iluminar el lugar.","ก็นะ... เหมือนมันจะทำให้ทั้งสถานที่มีชีวิตขึ้นมา","嗯……看來那東西讓這地方充滿了生命。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_40.ogg","",10000,0
4454,"Int4_Gameplay_A3_41","This is very obviously a great idea.","Je ne vois pas comment cela pourrait mal tourner…","Das ist ganz offensichtlich eine großartige Idee.","明らかにとてもいい考えね。","의심의 여지 없이 아주 좋은 생각이야.","Isso é com certeza uma ótima ideia.","Ну очевидно же, что это великолепная идея.","Esto obviamente es una idea increíble.","มันย่อมเป็นความคิดที่ประเสริฐนัก","這顯然是個好主意。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_41.ogg","",10000,0
4455,"Int4_Gameplay_A3_42","A genius construction. But... too weak.","Une création merveilleuse… mais trop faible.","Eine geniale Konstruktion. Aber … zu schwach.","天才の作品ね。だけど……弱すぎる。","천재적인 구조물이로군. 그런데... 너무 약해.","Uma construção genial. Mas... Muito fraca.","Гениальная конструкция. Жаль только, что такая слабая.","Una construcción genial. Pero… es demasiado débil.","สิ่งก่อสร้างนี้ฉลาดนัก แต่... อ่อนแอเกินไป","真是傑出的創造物，但威力……實在不盡理想。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_42.ogg","",10000,0
4456,"Int4_Gameplay_A3_43","Finally, some progress.","Ah, enfin une progression.","Endlich, Fortschritt.","やっと先に進めるわ。","드디어 좀 발전이 있군.","Finalmente, algum progresso.","Наконец-то дело сдвинулось.","Progreso, al fin.","ในที่สุดก็มีความคืบหน้า","總算有些進展了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_43.ogg","",10000,0
4457,"Int4_Gameplay_A3_44","The Azak tribe, in the flesh!","Les Azaks, en chair et en os !","Der Azak-Stamm, in Fleisch und Blut!","本物のアザク族だわ！","아자크 부족을 실제로 보는군!","A tribo Azak, em carne e osso!","Да это же племя азаков!","¡La tribu azak, en carne y hueso!","เผ่าอาซัคตัวเป็นๆ!","是活生生的阿札克部落！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_44.ogg","",10000,0
4458,"Int4_Gameplay_A3_45","This better still work.","J'espère que ça fonctionne encore.","Das sollte besser noch funktionieren.","まだ動くでしょうね。","아직 작동해야 할 거다.","É melhor que isso funcione.","Надеюсь, ещё работает.","Más vale que esto funcione.","ขอให้ยังใช้ได้อยู่เถอะ","這最好還能運作。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_45.ogg","",10000,0
4459,"Int4_Gameplay_A3_46","Yes, drain away! Reveal yourself, Utzaal!","Oui ! Révèle-toi, Utzaal !","Ja, fließe ab! Zeige dich, Utzaal!","いいわ、流れ出せ！ウトザールよ、その姿を見せるのよ！","그래, 다 흘러 나가라! 모습을 드러내라, 웃자알이여!","Sim, drene! Revele-se, Utzaal!","Уходи, вода! Яви себя, Утцааль!","¡Sí, drénalo todo! ¡Muéstrate, Utzaal!","ใช่ เทออกไปให้หมด! เผยตัวตนของแกขึ้นมาเสีย อุทซาล!","好耶，把水抽乾！現形吧，奧札爾！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_46.ogg","",10000,0
4460,"Int4_Gameplay_A3_47","The drowned city awaits.","La cité engloutie nous attend.","Die versunkene Stadt wartet.","水没せし都市が待っている。","물에 잠긴 도시가 기다린다.","A cidade afogada aguarda.","Утонувший город ждёт.","La ciudad sumergida nos espera.","นครจมน้ำรออยู่","淹沒之城等著我們。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_47.ogg","",10000,0
4461,"Int4_Gameplay_A3_48","A bog... overrun by savages. Time to have some fun.","Un marais… peuplé de barbares. Je vais pouvoir m'amuser un peu.","Ein Sumpf … Von Wilden überrannt. Zeit, sich ein bissschen zu amüsieren.","沼地......野蛮人に支配されている、ね。お楽しみの時間ね。","야만족이 득시글거리는 습지대라... 지금부터 좀 즐겨 볼까.","Um pântano... Invadido por selvagens. Hora de brincar.","Болото, кишащее дикарями... Будет весело.","Un pantano… plagado de salvajes. Es hora de divertirnos.","พรุ... ที่มีคนเถื่อนอยู่มากมาย ได้เวลาสนุกแล้วสิ","一片瘴氣泥沼……其中野蠻人橫行。看來會很有趣。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_48.ogg","",10000,0
4462,"Int4_Gameplay_A3_49","Ignagduk... Vile one. You taint our title.","Ignagduk… Vous souillez le titre de sorcière.","Ignagduk ... Abscheuliche. Du beschmutzt unseren Titel.","イグナグドゥク……汚らわしき者。お前は私たちの名を汚しているわ。","이그나그두크... 끔찍한 자여. 네가 우리 이름에 먹칠을 하는구나.","Ignagduk... Cruel. Você mancha nosso título.","Игнагдук... Ты позоришь наше имя, нечестивая тварь.","Ignagduk… la repugnante. Mancillas nuestro título.","อิ๊กนักดุ๊ก... ไอ้สามานย์ แกทำให้ชื่อของเราเสื่อมเสีย","尹娜杜克……惡毒的傢伙。你讓我們的頭銜蒙羞。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_49.ogg","",10000,0
4463,"Int4_Gameplay_A3_50","A stick? You're embarrassing us, Azak witch!","Un bâton ? Vous cherchez à nous couvrir de ridicule ?","Ein Stock? Du bringst uns in Verlegenheit, Azak-Hexe!","棒ですって？アザク族の魔女、ウィッチの恥さらしね！","막대잖아? 너는 우리 자매들의 수치다, 아자크 마녀!","Um pedaço de pau? Você é a vergonha da profissão, bruxa Azak!","Палка? Ты позоришь своих сестёр, ведьма!","¿Un palo? ¡Nos avergüenzas, bruja azak!","ไม้โง่ๆ เนี่ยนะ? นังแม่มดอาซัค แกทำให้เราขายหน้านัก!!","一根棍子？你害我們好丟臉啊，阿札克女巫！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_50.ogg","",10000,0
4464,"Int4_Gameplay_A3_51","You crossed the line, sister. You should have known what the price would be.","Vous êtes allée trop loin, consœur. Vous saviez le prix dont il faudrait vous acquitter.","Du hast die Grenze überschritten, Schwester. Du hättest wissen müssen, wie hoch der Preis sein würde.","同様よ、お前は一線を越えたわ。代償は覚悟していたでしょう。","너는 선을 넘었다, 자매여. 그 대가가 무엇인지는 알았어야지.","Você passou do limite, irmã. Você devia saber qual seria o preço.","Ты перешла черту, сестрица. Ты не могла не понимать, какова будет цена.","Has cruzado la línea, hermana. Deberías haber sabido cuál sería el precio.","แกล้ำเส้นแล้ว สหายร่วมศาสตร์ แกควรรู้แต่แรกว่าจะต้องชดใช้เช่นไร","妳越線了，姐妹。妳應該知道代價是什麼。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_51.ogg","",10000,0
4465,"Int4_Gameplay_A3_52","It was deserved. I draw the line at children... unless provoked, of course.","Une mort méritée. Les enfants doivent être épargnés… sauf s'ils me provoquent, naturellement.","Du hattest es verdient. Bei Kindern ziehe ich die Grenze ... sofern keine Provokation vorliegt.","当然の報いね。子供に手を出すのは駄目よ……もちろん先に手を出されたら別だけど。","마땅한 죗값을 치른 것이다. 아이들은 건드리지 말아야지... 먼저 도발당하면 몰라도 말이야.","Bem feito. Eu não mexo com crianças... a não ser que elas me provoquem, claro.","Это было заслуженно. Детей я не трогаю... если, конечно, не спровоцировать.","Se lo merecía. Mi límite está en los niños... a menos que me provoquen, claro.","มันสมควรแล้ว การลงมือกับเด็กๆ มันล้ำเส้นข้า... เว้นแต่จะถูกยั่วยุน่ะนะ","這是她應得的。我對待孩子們是有底線的……當然了，除非我被激怒。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A3_52.ogg","",10000,0
