"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
797,"Metadata/Monsters/BogBodies/BogCorpseOneHandAxe",362,7,3,4,6,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpse",[],1,"","",100,2,6,10,1,0,"[1030,48,713,1089,714,73,174,752,52]",100,[],135,135,700,500,0,"[1138,737]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"",9,"Bogfelled Commoner","Serviteur entourbé","Moorholz-Bauer ","沼地で倒れし平民","습지대에 쓰러진 평민","Plebeu Abatido do Brejo","Сгинувший обыватель","Plebeyo de la ciénaga","Bogfelled Commoner","沼澤殞命的百姓",115,100,2250,[13892],[],"",11,"","",0,[],[],[],"",1,4,135,0,0,130,26455,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,470806,471986,472116,466940,466196,471972,470926,472346,470400,465184,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],49,0,100,0.05,0,1,0,"",25,3
798,"Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe",362,7,3,4,7,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpse",[],1,"","",100,2,6,0,1,0,"[1020,48,713,1089,714,73,174,752,52]",100,[],135,135,700,500,0,"[1138,737]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"stance2",9,"Bogfelled Commoner","Serviteur entourbé","Moorholz-Bauer ","沼地で倒れし平民","습지대에 쓰러진 평민","Plebeu Abatido do Brejo","Сгинувший обыватель","Plebeyo de la ciénaga","Bogfelled Commoner","沼澤殞命的百姓",115,100,2250,[13891],[],"",16,"","",0,[],[],[],"",1,4,135,0,0,130,44888,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,471128,472308,472438,467262,466518,472294,471248,472668,470722,465506,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],49,0,100,0.05,0,1,0,"",25,3
799,"Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon",363,7,3,3,5,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpseSummoned",[],1,"","",100,2,6,5,1,0,"[48,1089,1025,73,174,752,52]",100,[],105,105,700,500,0,"[737,1138]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"stance4",9,"Bogfelled Commoner","Serviteur entourbé","Moorholz-Bauer ","沼地で倒れし平民","습지대에 쓰러진 평민","Plebeu Abatido do Brejo","Сгинувший обыватель","Plebeyo de la ciénaga","Bogfelled Commoner","沼澤殞命的百姓",115,400,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,3245,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,471506,472686,472816,467640,466896,472672,471626,473046,471100,465884,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],49,0,250,0.05,0,1,0,"",25,3
800,"Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon",363,7,3,3,5,"[""Metadata/Monsters/BogZombie/BogCorpse.act""]","[""Metadata/Monsters/BogZombie/BogZombieWet01.ao"",""Metadata/Monsters/BogZombie/BogZombieWet03.ao"",""Metadata/Monsters/BogZombie/BogZombieWet04.ao""]","Metadata/Monsters/BogZombie/BogCorpseSummoned",[],1,"","",100,2,6,5,1,0,"[48,1089,1025,73,174,752,52]",100,[],105,105,700,500,0,"[737,1138]","Metadata/Monsters/BogZombie/BogCorpse.ais",[],"stance4",9,"Bogfelled Commoner","Serviteur entourbé","Moorholz-Bauer ","沼地で倒れし平民","습지대에 쓰러진 평민","Plebeu Abatido do Brejo","Сгинувший обыватель","Plebeyo de la ciénaga","Bogfelled Commoner","沼澤殞命的百姓",115,400,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,60735,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,471790,472970,473100,467924,467180,472956,471910,473330,471384,466168,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],49,0,250,0.05,0,1,0,"",25,3
801,"Metadata/Monsters/TwigMonsters/DredgeFiend",364,11,2,4,8,"[""Metadata/Monsters/TwigMonsters/DredgeFiend.act""]","[""Metadata/Monsters/TwigMonsters/DredgeFiend01.ao"",""Metadata/Monsters/TwigMonsters/DredgeFiend02.ao"",""Metadata/Monsters/TwigMonsters/DredgeFiend03.ao""]","Metadata/Monsters/TwigMonsters/DredgeFiend",[],1,"","",150,2,6,14,12,0,"[723,724,1034,34,74,48,30,714,32,73,752]",225,[],105,105,700,500,0,"[737,1674,4119,2808,2815]","Metadata/Monsters/TwigMonsters/DredgeFiend.ais",[],"",46,"Dredge Fiend","Démon de la fange","Holzunhold","ドレッジフィーンド","준설 마귀","Draga Demônio","Древесное исчадие","Demonio dregado","Dredge Fiend","清淤獸",225,225,1500,[15354],[],"",57,"","",0,[],[],[],"",1,3,135,0,0,130,9995,"","","M","M","","","F","NS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,472696,473886,474002,468824,468072,473864,472826,474242,472290,467056,0,-10,10,"","",3,"",0,-5,5,0,"","",1,1,"",[],56,4,163,0.05,0,1,0,"",40,2
802,"Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss",365,15,4,5,17,"[""Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.act""]","[""Metadata/Monsters/DredgeFiend/DredgeFiend.ao""]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss",[],1,"","",100,3,6,14,12,0,"[723,724,1034,34,74,48,30,714,32,73,752]",200,[],100,200,700,500,0,"[740,4120,1675,4136,2501,2497,4368,4369,2495,3937,4366,4367,4370,4371,1257,1258,2496,2816,2817]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.ais",[],"stance2",46,"Rootdredge","Fangeracine","Wurzelholz","ルートドレッジ","뿌리준설자","Dragaraiz","Древокорень","Dregaraíces","รูทเดรดจ์","根淤",200,266,1500,[9409],[],"",57,"","",0,[9452],[],[],"",1,6,135,0,0,135,48465,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,473680,474872,474986,469802,469046,474846,473812,475228,473272,468024,0,0,0,1,"",3,"",0,0,0,0,"",4615,1,1,"",[],"",7,333,0.05,0,"",0,"",70,2
803,"Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossMap",366,15,4,5,17,"[""Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.act""]","[""Metadata/Monsters/DredgeFiend/DredgeFiend.ao""]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossMap_",[],1,"","",100,3,6,14,12,0,"[723,724,1034,34,74,48,30,714,32,73,752]",250,[],100,200,700,500,0,"[740,4120,1675,4136,2501,2497,4368,4369,2495,3937,4366,4367,4370,4371,1257,1258,2496,2816,2817]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.ais",[],"stance2",46,"Grudgelash, Vile Thorn","Cinglehaine, Épine abominable","Grimmpeitscher, Böser Stachel","邪悪な棘、グラッジラッシュ","끔찍한 가시 그러지래시","Grudgelash, Espinho Vil","Грудгелаш, злобный шип","Látigo de rencor, espina vil","กรัดจ์แลช ไม้หนามสามานย์","惡棘者．葛局拉許",200,250,1500,[9409],[],"",57,"","",0,[],[4371],[],"",1,6,135,0,0,135,34468,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,474486,475692,475806,470590,469832,475654,474618,476046,474082,468802,0,0,0,1,"",3,"",0,0,0,0,"","",1,1,"",[],"",7,313,0.05,0,"",0,"",70,2
804,"Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossSTANDALONE",367,15,4,5,17,"[""Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.act""]","[""Metadata/Monsters/DredgeFiend/DredgeFiend.ao""]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBossSTANDALONE",[],1,"","",100,3,6,14,12,0,"[723,724,1034,34,74,48,30,714,32,73,752]",250,[],100,200,700,500,0,"[740,4120,1675,4136,2501,2497,4368,4369,2495,3937,4366,4367,4370,4371,1257,1258,2496,2816,2817]","Metadata/Monsters/TwigMonsters/DredgeFiendShamanBoss.ais",[],"",46,"Grudgelash, Vile Thorn","Cinglehaine, Épine abominable","Grimmpeitscher, Böser Stachel","邪悪な棘、グラッジラッシュ","끔찍한 가시 그러지래시","Grudgelash, Espinho Vil","Грудгелаш, злобный шип","Látigo de rencor, espina vil","กรัดจ์แลช ไม้หนามสามานย์","惡棘者．葛局拉許",200,250,1500,[9409],[],"",57,"","",0,[],[4371],[],"",1,6,135,0,0,135,37762,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,475150,476356,476470,471254,470496,476318,475282,476710,474746,469466,0,0,0,1,"",3,"",0,0,0,0,"","",1,1,"",[],"",7,313,0.05,0,"",0,"",70,2
805,"Metadata/Monsters/VaalSavage/CannibalTribeStalker",368,46,3,4,10,"[""Metadata/Monsters/VaalSavage/CannibalTribeStalker.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeStalker.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeStalker",[],1,"","",100,2,6,2,1,0,"[1022,755,71,48,713,31,714,118]",130,[],105,105,700,500,0,[737],"Metadata/Monsters/VaalSavage/CannibalTribeStalker.ais",[],"",0,"Orok Stalker","Traqueur orok","Orok-Pirscher","オロクのストーカー","오로크 추적자","Espreitador Orok","Орокский ловец","Acechador orok","Orok Stalker","歐洛克懼靈",143,137,1500,[],[13969],"",17,17,"",0,[],[],[],"",1,4,132,0,0,132,45735,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,475784,476992,477106,471882,471120,476960,475920,477348,475380,470086,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,0,118,0.05,0,1,0,"",30,5
806,"Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower",369,51,2,4,10,"[""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrow01.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrow02.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrow03.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower",[],1,"","",110,2,6,17,1,0,"[723,755,71,48,713,31,29,714,32,118,1037,756]",100,[],105,105,700,500,0,"[744,1677,4713,2181,1349,3263,1773,2182]","Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower.ais","[5884,5958,13220]","stance3",0,"Orok Hunter","Chasseur orok","Orok-Jäger","オロクのハンター","오로크 사냥꾼","Caçador Orok","Орокский охотник","Cazador orok","Orok Hunter","歐洛克狩獵者",100,100,975,[],[],"",7,"","",0,[],[],[],"",1,4,132,0,0,132,40605,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,476916,478128,478236,473008,472244,478094,477062,478482,476512,471208,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,100,0.05,0,1,0,"",40,5
807,"Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee",370,51,2,5,18,"[""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee01.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee02.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee03.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee",[],1,"","",110,2,6,17,1,0,"[755,71,48,713,31,29,714,118,1037,756]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee.ais",[],"",0,"Orok Fleshstabber","Tailladeur orok","Orok-Fleischstecher","オロクのフレッシュスタバー","오로크 살점자객","Perfurador Orok","Орокский пронзатель плоти","Apuñalador orok","Orok Fleshstabber","歐洛克穿軀者",100,100,1245,[13982],[],"",77,"","",0,[],[],[],"",1,4,132,0,0,132,61999,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,477872,479080,479196,473956,473182,479046,478034,479434,477468,472142,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,100,0.05,0,1,0,"",40,5
808,"Metadata/Monsters/VaalSavage/CannibalTribeDagger",371,51,2,4,9,"[""Metadata/Monsters/VaalSavage/CannibalTribeDagger.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeDagger01.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeDagger02.ao"",""Metadata/Monsters/VaalSavage/CannibalTribeDagger03.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeDagger",[],1,"","",110,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118,756]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/VaalSavage/CannibalTribeDagger.ais",[],"",0,"Orok Throatcutter","Égorgeur orok","Orok-Kehlenschlitzer","オロクのスロートカッター","오로크 목절단자","Cortador Orok","Орокский горлорез","Asesino orok","Orok Throatcutter","歐洛克割喉者",100,100,870,[15362],[],"",7,"","",0,[],[],[],1,1,4,132,0,0,132,48693,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,478780,479980,480110,474854,474072,479946,478942,480332,478376,473028,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,100,0.08,0,1,0,"",40,5
809,"Metadata/Monsters/VaalSavage/CannibalTribeShaman",372,9,2,4,10,"[""Metadata/Monsters/VaalSavage/CannibalTribeShaman.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeShaman.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeShaman",[],1,"","",110,2,6,5,1,0,"[723,724,34,225,71,48,1089,30,29,714,32,118,1025,752]",200,[],105,105,700,500,0,"[737,1678,4092,1773,2968,2969]","Metadata/Monsters/VaalSavage/CannibalTribeShaman.ais",[],"",0,"Orok Shaman","Chaman orok","Orok-Schamane","オロクのシャーマン","오로크 주술사","Xamã Orok","Орокская шаманка","Chamán orok","Orok Shaman","歐洛克薩滿",200,200,1650,[],[],"",57,"","",0,[],[],[],"",1,3,135,0,0,132,56400,"","","M","M","","","M","FS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,479564,480764,480898,475634,474848,480726,479736,481116,479160,473800,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,150,0.05,0,1,0,"",40,5
810,"Metadata/Monsters/VaalSavage/CannibalTribeShamanLandmarkNamed",372,9,2,4,10,"[""Metadata/Monsters/VaalSavage/CannibalTribeShaman.act""]","[""Metadata/Monsters/VaalSavage/CannibalTribeShaman.ao""]","Metadata/Monsters/VaalSavage/CannibalTribeShaman",[],1,"","",110,2,6,5,1,0,"[723,724,34,225,71,48,1089,30,29,714,1046,32,118,1025,752]",200,[],65,105,700,500,0,"[737,1678,4092,1773,2968,2969]","Metadata/Monsters/VaalSavage/CannibalTribeShaman.ais",[],"",0,"Ranbu the Pale Shaman","Ranbu, le Chaman pâle","Ranbu der bleiche Schamane","ペールシャーマン、ランブ","창백한 주술사 란부","Ranbu, o Xamã Pálido","Ранбу Бледная Шаманка","Ranbu el chamán pálido","แรนบู คนทรงกายซีด","蒼白薩滿．蘭布",200,200,1650,[],[],"",57,"","",0,[],[],[],"",1,3,135,0,0,132,48619,"","","M","M","","","M","FS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,480088,481288,481432,476140,475350,481248,480260,481642,479676,474296,0,-10,10,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,150,0.05,0,"",0,"",40,5
811,"Metadata/Monsters/VaalSavage/CannibalTribeGiant",373,29,5,6,23,"[""Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant.act""]","[""Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant.ao""]","Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant",[],1,"","",100,3,6,2,1,0,"[1022,724,71,48,754,713,714,118]",200,[],105,105,700,500,0,"[737,2918,1853]","Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant.ais",[],"",0,"Orok Mauler","Mutilateur orok","Orok-Zerfleischer","オロクのモーラー","오로크 망치꾼","Marreteiro Orok","Орокский костолом","Despedazador orok","Orok Mauler","歐洛克重錘手",200,200,1500,[],[],"",17,"","",0,[],[],[],"",1,6,135,0,0,135,33522,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,2,1,0,0,0,0,0,0,0,0,480858,482066,482214,476904,476112,482026,481042,482424,480446,475056,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],54,8,150,0.05,0,1,0,"",80,5
812,"Metadata/Monsters/VaalSavage/CannibalTribeGiantLandmarkNamed",373,29,5,6,23,"[""Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant.act""]","[""Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant.ao""]","Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant",[],1,"","",100,3,6,2,1,0,"[1022,724,71,48,754,713,714,1046,118]",200,[],65,105,700,500,0,"[737,2918,1853]","Metadata/Monsters/VaalSavage/CannibalVaalSavageGiant.ais",[],"",0,"Garkam, Ranbu's Maul","Garkam, la Masse de Ranbu","Garkam, Ranbus Zerfleischer","ランブの大槌、ガーカム","란부의 망치 가르캄","Garkam, Marreta de Ranbu","Гаркам, дубина Ранбу","Garkam, el magullador de Ranbu","การ์แคม ค้อนของแรมบู","蘭布的重錘．加坎",200,200,1500,[],[],"",17,"","",0,[],[],[],"",1,6,135,0,0,135,42879,"","","M","M","","","M","FS","M","","","","","","",[],[],[],"",400,0,[],[],0,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,2,1,0,0,0,0,0,0,0,0,481234,482452,482604,477262,476468,482410,481418,482820,480822,475408,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],54,8,150,0.05,0,"",0,"",80,5
813,"Metadata/Monsters/VaalSavage/VaalSavageStalker",374,46,2,5,14,"[""Metadata/Monsters/VaalSavage/VaalSavageStalker.act""]","[""Metadata/Monsters/VaalSavage/VaalSavageStalker.ao""]","Metadata/Monsters/VaalSavage/VaalSavageStalker",[],1,"","",100,2,6,2,1,0,"[1022,724,755,71,48,713,31,714,118]",140,[],105,105,700,500,0,"[737,2188,3266,2189,2190,2191,2192,2821,2949]","Metadata/Monsters/VaalSavage/VaalSavageStalker.ais",[],"",0,"Azak Stalker","Traqueur azak","Azak-Pirscher","アザクのストーカー","아자크 추적자","Espreitador Azak","Азакский ловец","Acechador azak","Azak Stalker","阿札克懼靈",140,140,1500,[],[15367],"",17,17,"",0,[],[],[],"",1,4,132,0,0,132,6229,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,1,1,0,0,0,0,0,0,0,0,481988,483208,483360,478010,477212,483172,482176,483578,481576,476148,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,120,0.05,0,1,0,"",40,5
814,"Metadata/Monsters/VaalSavage/VaalSavageSpearThrower_",375,51,2,4,8,"[""Metadata/Monsters/VaalSavage/VaalSavageSpearThrower.act""]","[""Metadata/Monsters/VaalSavage/VaalSavageSpearThrow01.ao"",""Metadata/Monsters/VaalSavage/VaalSavageSpearThrow02.ao"",""Metadata/Monsters/VaalSavage/VaalSavageSpearThrow03.ao""]","Metadata/Monsters/VaalSavage/VaalSavageSpearThrower",[],1,"","",110,2,6,17,1,0,"[723,755,71,48,713,31,714,32,118,1037,756]",110,[],105,105,700,500,0,"[1677,4713,2181,1349,3263,2182,3266,800,744]","Metadata/Monsters/VaalSavage/VaalSavageSpearThrower.ais","[5884,5958,5884]","stance3",0,"Azak Spearthrower","Jette-lance azak","Azak-Speerwerfer","アザクのスピアスロアー","아자크 창투척자","Lanceiro Azak","Азакский копьеметатель","Tiralanzas azak","Azak Spearthrower","阿札克擲矛者",110,110,975,[],[],"",7,"","",0,[],[],[],"",1,4,132,0,0,132,52538,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,1,1,0,0,0,0,0,0,0,0,483204,484422,484574,479214,478410,484380,483402,484790,482792,477342,0,-10,10,"","",7,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.06,0,1,0,"",40,5
815,"Metadata/Monsters/VaalSavage/VaalSavageSpearMelee",376,51,2,5,18,"[""Metadata/Monsters/VaalSavage/VaalSavageSpearMelee.act""]","[""Metadata/Monsters/VaalSavage/VaalSavageSpearMelee01.ao"",""Metadata/Monsters/VaalSavage/VaalSavageSpearMelee02.ao"",""Metadata/Monsters/VaalSavage/VaalSavageSpearMelee03.ao""]","Metadata/Monsters/VaalSavage/VaalSavageSpearMelee",[],1,"","",110,2,6,17,1,0,"[755,71,48,713,31,714,118,1037,756]",110,[],105,105,700,500,0,"[744,3266]","Metadata/Monsters/VaalSavage/VaalSavageSpearMelee.ais",[],"",0,"Azak Fleshstabber","Tailladeur azak","Azak-Fleischstecher","アザクのフレッシュスタバー","아자크 살점자객","Perfurador Azak","Азакский пронзатель плоти","Apuñalador azak","Azak Fleshstabber","阿札克穿軀者",110,110,1245,"[15357,15358,15359,15360]",[],"",77,"","",0,[],[],[],"",1,4,132,0,0,132,7986,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,1,1,0,0,0,0,0,0,0,0,484172,485386,485546,480174,479360,485344,484386,485754,483760,478288,0,-10,10,"","",7,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
