"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","FadeInVisual","AudioEvent","f32_234","f32_238","bool_242","bool_243","[rid]_244","bool_260","bool_261","bool_262","[i32]_263","FadeOutEffect","rid_295"
1460,"heist_conversion_debuff","Art/2DArt/SkillIcons/conversiontrap.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[83],"","","","",0,0,"","",[],"",1,"",[],"",""
1461,"heist_death_rune","","[""Metadata/Effects/StatusAilments/divine_shocked.epk"",""Metadata/Effects/StatusAilments/divine_shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/divine_shocked.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1462,"desecrate_void_corpse_effect","","[""Metadata/Effects/Microtransactions/Spells/void_desecrate/corpse.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1463,"shattered_shield_buff","Art/2DArt/SkillIcons/EverglassBarrier.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1464,"steel_charge_temple","Art/2DArt/BuffIcons/ImpactingSteelBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[84],"","","","",0,0,"","",[],"",1,"",[],"",""
1465,"scorching_conflux","Art/2DArt/BuffIcons/ScorchingConflux.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1466,"sapping_conflux","Art/2DArt/BuffIcons/SappingConflux.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1467,"brittle_conflux","Art/2DArt/BuffIcons/BrittleConflux.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1468,"heist_death_rune_green","","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/green_shock.epk"",""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/green_shock.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1469,"heist_death_rune_red","","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/red_shock.epk"",""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/red_shock.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1470,"heist_twins_immobilise","Art/2DArt/BuffIcons/ElderSuperSiphon.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vin/ice_prison.epk""]",[],[],"","","","","","","","","","","",4826,"","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1471,"heist_freidrich_corpse_mark","","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_detonate_slave_telegraph.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1472,"player_aura_dual_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/combined/CombinedDragonAura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1473,"ritual_rune_buff_initial","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1474,"ritual_corpse_sink","","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/TrialsDissolve.epk""]",[],[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1475,"ritual_monster_emerge","","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/TrialsSpawn.epk""]",[],[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1476,"heist_twin_vic_enrage","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/fire_enrage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1477,"heist_twin_vin_enrage","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ice_enrage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1478,"player_aura_misery","",[],"[""Metadata/Effects/Microtransactions/Aura/warlord_misery/Misery_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1479,"player_aura_suffering","",[],"[""Metadata/Effects/Microtransactions/Aura/warlord_suffering/Suffering_Aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1480,"quicksand_display_buff_heist_freidrich","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/blood_pool_sinking.epk""]",[],[],"","Boiling Blood","Sang bouillonnant ","Kochendes Blut","沸騰する血","끓는 피","Sangue Fervente","Бурлящая кровь","Sangre hirviente","โลหิตเดือดดาล","沸騰之血","","","You are slowed and taking physical damage over time.","Vous êtes Ralenti. Vous subissez des Dégats physiques sur la durée.","Ihr seid verlangsamt und erleidet physischen Schaden über Zeit.","減速状態となり、物理継続ダメージを受けている。","움직임이 느려지고 지속 물리 피해를 받고 있습니다.","Você sofre desaceleração e dano físico degenerativo.","Вы замедлены и получаете постепенный физический урон.","Estás ralentizado y recibes daño físico degenerativo.","คุณถูกทำให้เชื่องช้า และได้รับความเสียหาย กายภาพ ต่อเนื่อง","你被緩速並受到物理持續傷害。","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1481,"dominating_blow_celestial_normal_visual","","[""Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/minion_normal.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1482,"dominating_blow_celestial_magic_visual","","[""Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/minion_magic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1483,"dominating_blow_celestial_rare_visual","","[""Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/minion_rare.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1484,"heist_freidrich_bloodpool_blood","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_blood_ground_sinking.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1485,"oil_arrow_fire_exposure","","[""Metadata/Effects/Spells/oil_arrow/EPKs/fire_exposure_idle.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1486,"pirate_boss_ghostfire_degen","Art/2DArt/BuffIcons/GhostfireBuff.dds","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/ghostflame_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1487,"crimson_priest_boss_degen","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/EPKs/minion_heartstopper.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/EPKs/player_heartstopper.epk","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1488,"ritual_rune_buff_fire1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterFire1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1489,"ritual_rune_buff_cold1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterCold1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1490,"ritual_rune_buff_chaos_purple1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterChaosPurple1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1491,"elementalist_convergence","Art/2DArt/SkillIcons/passives/Elementalist/PendulumOfDestruction.dds","[""Metadata/Effects/StatusAilments/convergence/convergence.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1492,"aegis_primal","Art/2DArt/SkillIcons/WitchunterSpellAegis.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1493,"flame_golem_respawn","Art/2DArt/SkillIcons/FireElementalSummonInactive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1494,"ice_golem_respawn","Art/2DArt/SkillIcons/IceElementalSummonInactive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1495,"lightning_golem_respawn","Art/2DArt/SkillIcons/LightningGolemInactive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1496,"stone_golem_respawn","Art/2DArt/SkillIcons/RockGolemSummonInactive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1497,"chaos_golem_respawn","Art/2DArt/SkillIcons/ChaosElementalSummonInactive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1498,"carrion_golem_respawn","Art/2DArt/SkillIcons/SummonCarrionGolemInactive.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1499,"gathering_winds_stacks","Art/2DArt/BuffIcons/GaleForceBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1500,"sacrificial_zeal","Art/2DArt/BuffIcons/GripofSacrificeBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1501,"fanatacism_charge","Art/2DArt/SkillIcons/passives/fanatacismcharge.dds",[],[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[85],"","","","",0,0,"","",[],"",1,"",[],"",""
1502,"fanatacism","Art/2DArt/BuffIcons/FanatascismBuffIcon.dds","[""Metadata/Effects/Spells/ascendancy_classes/inquisitor/fanaticism_power.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1503,"rupture","Art/2DArt/SkillIcons/SpectralRagingSpirit.dds","[""Metadata/Effects/StatusAilments/rupture/rupture_02.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1504,"despair_herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/purity.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1505,"despair_herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",16,"","",0,0,"","",[],"",1,"",[],"",""
1506,"despair_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/ash.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1507,"despair_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/thunder.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1508,"despair_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/ice.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1509,"despair_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/thunder_charged.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1510,"ignited_despair","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/ash_ignite.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1511,"atlas_sulphite_mined_buff","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable2.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1512,"sulphite_spire_mined_buff","Art/2DArt/BuffIcons/BuffSulphiteSpire.dds","[""Metadata/Effects/Environment/Act4_FOUR/G4_1_1/SulphurSpire/epk/player_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1513,"ignite_unique_blackflame","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Blackfire_Ignite.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1514,"ritual_rune_buff_lightning1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterLightning1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1515,"ritual_rune_buff_physical_blood1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterPhysicalBlood1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1516,"ritual_rune_buff_chaos_green1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterChaosGreen1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1517,"ritual_rune_buff_generic_charges1","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1518,"ritual_rune_buff_generic_energy_shield1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericES.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1519,"ritual_rune_buff_generic_life1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericLife.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1520,"ritual_rune_buff_generic_fortify1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericFortify.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1521,"ritual_rune_buff_generic_massive1","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1522,"ritual_rune_buff_generic_speed1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericSpeed.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1523,"ritual_rune_buff_necromantic1","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1524,"ritual_rune_buff_vaal1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterVaal1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1525,"ritual_rune_buff_golden1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGolden1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[53],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1526,"ritual_ice_beam","Art/2DArt/BuffIcons/ChillingBeam.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1527,"ritual_golden_coin_buff","Art/2DArt/BuffIcons/CoinShowerBuff.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1528,"maven_boss_buff","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/StatusAilments/Ignited.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1529,"vampiric_icon","Art/2DArt/SkillIcons/JackTheAxe.dds","[""Metadata/Effects/Spells/vampiric_icon/player_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1530,"demigods_increased_item_rarity_aura","Art/2DArt/BuffIcons/DemigodAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Misc/uniques/Aura/Demigods/Gold/gold_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1531,"brutal_charge","Art/2DArt/BuffIcons/brutalcharge.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[14],"","","","",0,0,"","",[],"",1,"",[],"",""
1532,"affliction_charge","Art/2DArt/BuffIcons/afflictioncharge.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[15],"","","","",0,0,"","",[],"",1,"",[],"",""
1533,"absorption_charge","Art/2DArt/BuffIcons/absorptioncharge.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[16],"","","","",0,0,"","",[],"",1,"",[],"",""
1534,"wet","Art/2DArt/BuffIcons/RavenBossScreech.dds","[""Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Drenched.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0.25,0.5,1,"",[],"",1,"",[],"",""
1535,"crazy","","[""Metadata/Effects/Microtransactions/Misc/misc_unique_effects/minion_crazy/minion_crazy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1536,"thaumaturgy_grow_buff","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1537,"ritual_blood_totem_degen","Art/2DArt/BuffIcons/BloodTotemEffigyBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/blood_ritual/blood_debuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1538,"behemoth_swamp_gas","Art/2DArt/BuffIcons/CausticCloud.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1539,"ritual_grow_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/big_ritual/big.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1540,"maven_boss_heal","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/heal/beam/heal.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1541,"quicksand_display_buff_ritual","Art/2DArt/SkillIcons/BloodQuicksand.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/life_ritual/blood_pool.epk""]",[],[],"","Smothering Mist","Brume étouffante ","Erstickender Nebel","窒息の霧","질식 안개","Névoa Sufocante","Удушающий туман","Niebla asfixiante","หมอกพรากลมหายใจ","窒息之霧","","","You are slowed and your life recovery is lowered.","Vous êtes Ralenti. Votre Récupération de Vie est réduite.","Ihr seid verlangsamt und eure Lebenswiederherstellung ist verringert.","減速状態となり、ライフ回復が低くなっている。","움직임이 느려지고 생명력 회복이 감소합니다.","Você sofre de desaceleração e sua recuperação de vida está reduzida.","Вы замедлены и ваше восстановление здоровья снижено.","Estás ralentizado y tu recuperación de vida está reducida.","คุณถูกทำให้เชื่องช้า และถูกลดการ เติมพลังชีวิต","你被緩速且生命回復較慢。","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1542,"quick_guard_maven","Art/2DArt/BuffIcons/QuickGuard.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/Iron_Skin.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1543,"quicksand_display_buff_swamp_behemoth","Art/2DArt/BuffIcons/CausticCloud.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/mud_sink.epk""]",[],[],"","Toxic Swamp","Étang toxique ","Giftiger Sumpf","毒の沼","맹독성 늪","Pântano Tóxico","Ядовитое болото","Pantano tóxico","หนองน้ำอาบพิษ","毒性沼澤","","","You are slowed and are taking chaos damage over time","Vous êtes Ralenti. Vous subissez des Dégats de chaos sur la durée.","Ihr seid verlangsamt und erleidet Chaosschaden über Zeit.","減速状態となり、混沌継続ダメージを受けている","움직임이 느려지고 지속 카오스 피해를 받고 있습니다.","Você sofre desaceleração e dano de caos degenerativo.","Вы замедлены и получаете постепенный урон хаосом","Estás ralentizado y recibes daño degenerativo de caos","คุณถูกทำให้เชื่องช้า และได้รับความเสียหาย เคออส ต่อเนื่อง","你被緩速並受到混沌持續傷害。","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1544,"ritual_totem_defences_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/fortify_ritual/AuraFortify.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1545,"ritual_speed_daemon","Art/2DArt/SkillIcons/SpeedDaemon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericSpeed.epk","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1546,"ritual_chaos_vines","Art/2DArt/SkillIcons/ChaosVines.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
1547,"unhinge","Art/2DArt/SkillIcons/UnhingeSkill.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
