"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","QuestFlags","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","Act","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","ShopSet","Gender","bool_166","string_167","NPCType"
591,"Metadata/NPC/Four_Act4/KaruiMedicineWomanKingsmarch","Kaimana","Kaimana","Kaimana","カイマナ","카이마나","Kaimana","Каймана","Kaimana","ไคมาน่า","凱馬拿","",5090,"","Kaimana","Kaimana","Kaimana","カイマナ","카이마나","Kaimana","Каймана","Kaimana","ไคมาน่า","凱馬拿",4,[320],[321],10329,589,74,6,"","F",1,"",""
592,"Metadata/NPC/Four_Act4/KaruiMedicineWomanMarae","Kaimana","Kaimana","Kaimana","カイマナ","카이마나","Kaimana","Каймана","Kaimana","ไคมาน่า","凱馬拿","",5090,"","Kaimana","Kaimana","Kaimana","カイマナ","카이마나","Kaimana","Каймана","Kaimana","ไคมาน่า","凱馬拿",4,[320],[321],33804,589,74,6,"","F",1,"",""
593,"Metadata/Monsters/Baron/BaronHumanForm","Count Geonor","Comte Géonor","Graf Geonor","ジオノール伯爵","지오너 백작","Conde Geonor","Граф Жеонор","Conde Geonor","เคานต์จีโอนอร์","吉恩諾伯爵","Metadata/Monsters/Baron/BaronHumanForm","","","Count Geonor","Comte Géonor","Graf Geonor","ジオノール伯爵","지오너 백작","Conde Geonor","Граф Жеонор","Conde Geonor","เคานต์จีโอนอร์","吉恩諾伯爵",0,[],[],27841,"","","","","M",1,"",22
594,"Metadata/Monsters/Baron/BaronHumanFormMap","Count Geonor","Comte Géonor","Graf Geonor","ジオノール伯爵","지오너 백작","Conde Geonor","Граф Жеонор","Conde Geonor","เคานต์จีโอนอร์","吉恩諾伯爵","Metadata/Monsters/Baron/BaronHumanFormMap","","","Count Geonor","Comte Géonor","Graf Geonor","ジオノール伯爵","지오너 백작","Conde Geonor","Граф Жеонор","Conde Geonor","เคานต์จีโอนอร์","吉恩諾伯爵",0,[],[],13949,"","","","","M",1,"",22
595,"Metadata/Monsters/Baron/BaronCorruptWolfForm","Geonor, the Putrid Wolf","Géonor, le Loup putride","Geonor, der verderbte Wolf","堕落した狼、ジオノール","악취 나는 늑대 지오너","Geonor, o Lobo Pútrido","Жеонор, порочный волк","Geonor, el Lobo pútrido","จีโอนอร์ หมาป่าสาบสาง","腐敗巨狼．吉恩諾","Metadata/Monsters/Baron/BaronCorruptWolfForm","","","Geonor, the Putrid Wolf","Géonor, le Loup putride","Geonor, der verderbte Wolf","堕落した狼、ジオノール","악취 나는 늑대 지오너","Geonor, o Lobo Pútrido","Жеонор, порочный волк","Geonor, el Lobo pútrido","จีโอนอร์ หมาป่าสาบสาง","腐敗巨狼．吉恩諾",0,[],[],45419,"","","","","M",1,"",22
596,"Metadata/Monsters/Baron/BaronCorruptWolfFormMap","Geonor, the Putrid Wolf","Géonor, le Loup putride","Geonor, der verderbte Wolf","堕落した狼、ジオノール","악취 나는 늑대 지오너","Geonor, o Lobo Pútrido","Жеонор, порочный волк","Geonor, el Lobo pútrido","จีโอนอร์ หมาป่าสาบสาง","腐敗巨狼．吉恩諾","Metadata/Monsters/Baron/BaronHumanFormWolfMap","","","Geonor, the Putrid Wolf","Géonor, le Loup putride","Geonor, der verderbte Wolf","堕落した狼、ジオノール","악취 나는 늑대 지오너","Geonor, o Lobo Pútrido","Жеонор, порочный волк","Geonor, el Lobo pútrido","จีโอนอร์ หมาป่าสาบสาง","腐敗巨狼．吉恩諾",0,[],[],21976,"","","","","M",1,"",22
597,"Metadata/Monsters/HusbandMonster/HusbandMonster","Draven, the Eternal Praetor","Draven, le Préteur éternel","Draven, der ewige Prätor","永遠なる法務官、ドレイヴン","영원의 집정관 드레이븐","Draven, o Pretor Eterno","Дрейвен, претор Вечных","Draven, el Pretor eterno","เดรเวน ข้าหลวงนิรันดร์","永恆政務官．德雷文","Metadata/Monsters/HusbandMonster/HusbandMonster","","","Draven","Draven","Draven","ドレイヴン","드레이븐","Draven","Дрейвен","Draven","เดรเวน","德雷文",0,[],[],57634,"","","","","M",1,"",""
598,"Metadata/Monsters/HusbandMonster/HusbandMonsterMAP","Tycho, the Black Praetor","Tycho, le Préteur noir","Tycho, der Schwarze Prätor","黒の法務官、ティコ","검은 집정관 타이초","Tycho, o Pretor Sombrio","Тихо, Чёрный претор","Tycho, el Pretor negro","ไทโค่ ข้าหลวงดำ","暗黑執政官．泰科","","","","Tycho, the Black Praetor","Tycho, le Préteur noir","Tycho, der Schwarze Prätor","黒の法務官、ティコ","검은 집정관 타이초","Tycho, o Pretor Sombrio","Тихо, Чёрный претор","Tycho, el Pretor negro","ไทโค่ ข้าหลวงดำ","暗黑執政官．泰科",0,[],[],56097,"","","","","M",1,"",""
599,"Metadata/NPC/Four_Act2/BalbalaReleased","Balbala, the Advisor","Balbala, la Conseillère","Balbala die Ratgeberin","相談役、バルバラ","자문관 발바라","Balbala, a Conselheira","Балбала Советница","Balbala, la Consejera","บัลบาล่า ที่ปรึกษา","顧問芭芭拉","Metadata/NPC/Four_Act2/BalbalaReleased","","","Balbala, the Advisor","Balbala, la Conseillère","Balbala die Ratgeberin","相談役、バルバラ","자문관 발바라","Balbala, a Conselheira","Балбала Советница","Balbala, la Consejera","บัลบาล่า ที่ปรึกษา","顧問芭芭拉",2,[271],[272],17377,"",63,6,"","F",1,"",29
600,"Metadata/NPC/Four_Act2/BalbalaReleasedMerchant","Balbala, the Advisor","Balbala, la Conseillère","Balbala die Ratgeberin","相談役、バルバラ","자문관 발바라","Balbala, a Conselheira","Балбала Советница","Balbala, la Consejera","บัลบาล่า ที่ปรึกษา","顧問芭芭拉","Metadata/NPC/Four_Act2/BalbalaReleasedMerchant","","","Balbala, the Advisor","Balbala, la Conseillère","Balbala die Ratgeberin","相談役、バルバラ","자문관 발바라","Balbala, a Conselheira","Балбала Советница","Balbala, la Consejera","บัลบาล่า ที่ปรึกษา","顧問芭芭拉",2,[273],[274],33694,599,63,6,"","F",1,"",29
601,"Metadata/NPC/Four_Act2/BalbalaReleasedDialogue","Balbala, the Advisor","Balbala, la Conseillère","Balbala die Ratgeberin","相談役、バルバラ","자문관 발바라","Balbala, a Conselheira","Балбала Советница","Balbala, la Consejera","บัลบาล่า ที่ปรึกษา","顧問芭芭拉","Metadata/NPC/Four_Act2/BalbalaReleasedDialogue","","","Balbala, the Advisor","Balbala, la Conseillère","Balbala die Ratgeberin","相談役、バルバラ","자문관 발바라","Balbala, a Conselheira","Балбала Советница","Balbala, la Consejera","บัลบาล่า ที่ปรึกษา","顧問芭芭拉",2,[],[],53231,599,63,6,"","F",1,"",29
602,"Metadata/Monsters/WifeMonster/WifeMonster","Asinia, the Praetor's Consort","Asinia, la Consort du Préteur","Asinia, die Gemahlin des Prätors","法務官の妻、アシニア","집정관의 배우자 아시니아","Asinia, a Consorte do Pretor","Азиния, супруга претора","Asinia, la Consorte del pretor","อะซีเนีย ภริยาข้าหลวง","政務官配偶．阿席妮雅","Metadata/Monsters/WifeMonster/WifeMonster","","","Asinia","Asinia","Asinia","アシニア","아시니아","Asinia","Азиния","Asinia","อะซีเนีย ","阿席妮雅",0,[],[],62060,"","","","","F",1,"",""
603,"Metadata/Monsters/WifeMonster/WifeMonsterMap_","Saphira, The Dread Consort","Saphira, la Consort effroyable","Saphira, die Schreckensgemahlin","恐ろしき妻、サフィラ","공포의 배우자 사피라","Saphira, a Consorte Horrenda","Сафира, страшная супруга","Saphira, la Consorte de pavor","ซาฟีร่า ภริยาสยดสยอง","恐懼之伴．賽菲菈","Metadata/Monsters/WifeMonster/WifeMonster","","","Saphira","Saphira","Saphira, die Schreckensgemahlin","サフィラ","사피라","Saphira, a Consorte Horrenda","Сафира","Saphira","ซาฟีร่า","賽菲菈",0,[],[],18458,"","","","","",1,"",""
604,"Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer","Rudja, Dread Engineer","Rudja, Ingénieur de la terreur","Rudja, die Schreckensingenieurin","恐怖の技師、ルジャ","공포의 기술자 룻자","Rudja, Engenheira Pavorosa","Руджа, инженер ужаса","Rudja, Ingeniera del terror","รุดจา วิศวกรเขย่าขวัญ","恐懼工程師．魯賈","Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineer","","","Rudja","Rudja","Rudja","ルジャ","룻자","Rudja","Руджа","Rudja","รุดจา","魯賈",0,[],[],55182,"","","","","",1,"",""
605,"Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineerMAP","Vorrik, The Infernal Engineer","Vorrik, l'Ingénieur infernal","Vorrik, die Hölleningenieurin","地獄の技師、ヴォリック","지옥불 기술자 보리크","Vorrik, a Engenheira Infernal","Воррик, адский инженер","Vorrik, el Ingeniero infernal","วอร์ริค วิศวกรโลกันตร์","煉獄工程師．沃黎克","Metadata/Monsters/RudjaDreadEngineer/RudjaDreadEngineerMAP_","","","Vorrik, The Infernal Engineer","Vorrik, l'Ingénieur infernal","Vorrik, die Hölleningenieurin","地獄の技師、ヴォリック","지옥불 기술자 보리크","Vorrik, a Engenheira Infernal","Воррик, адский инженер","Vorrik, el Ingeniero infernal","วอร์ริค วิศวกรโลกันตร์","煉獄工程師．沃黎克",0,[],[],50981,"","","","","",1,"",""
606,"Metadata/Monsters/VaalForgeMaster/VaalForgemaster","Mektul, the Forgemaster","Mektul, le Maître de la forge","Mektul, der Schmiedemeister","鍛造場主、メクトゥル","제련 장인 메크툴","Mektul, o Mestre da Forja","Мектул, главный кузнец","Mektul, el Maestro de la forja","เมคทุล ผู้คุมโรงหลอม","冶煉師範．梅克圖","Metadata/Monsters/VaalForgeMaster/VaalForgemaster","","","Mektul","Mektul","Mektul","メクトゥル","메크툴","Mektul","Мектул","Mektul","เมคทุล","梅克圖",0,[],[],43886,"","","","","",1,"",""
607,"Metadata/Monsters/VaalForgeMaster/VaalForgemasterMAP","Gulzal, the Living Furnace","Gulzal, la Fournaise vivante","Gulzal, der Lebendige Brennofen","生ける炉、ガルザル","살아있는 용광로 굴잘","Gulzal, a Fornalha Viva","Гулзал, живой тигель","Gulzal, la Fragua viviente","กุลซาล เตาหลอมเดินดิน","活熔爐．古爾札","Metadata/Monsters/VaalForgeMaster/VaalForgemasterMAP_","","","Gulzal","Gulzal","Gulzal","ガルザル","굴잘","Gulzal","Гулзал","Gulzal","กุลซาล","古爾札",0,[],[],856,"","","","","",1,"",""
608,"Metadata/NPC/Four_Act3/AlvaZiggurat","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","Metadata/NPC/Four_Act3/AlvaZiggurat","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",3,"[221,229]","[230,236]",26696,"",60,6,"","F",1,"",14
609,"Metadata/NPC/Four_Act3/TreasureVaultGlyph","Ancient Scrawl","Gribouillis antique","Uraltes Gekritzel","古代の殴り書き","고대의 글귀","Rabisco Antigo","Древние каракули","Garabato antiguo","ข้อความโบราณ","遠古塗鴨","Metadata/NPC/Four_Act3/TreasureVaultGlyph","","","Ancient Scrawl","Gribouillis antique","Uraltes Gekritzel","古代の殴り書き","고대의 글귀","Rabisco Antigo","Древние каракули","Garabato antiguo","ข้อความโบราณ","遠古塗鴨",3,[],[],3961,"","",6,"","",1,"",""
610,"Metadata/NPC/Four_Act4/MarakethMatriarchKingsmarch","Sekhema Asala","Sekhema Asala","Sekhema Asala","セケマのアサラ","세케마 아살라","Sekhema Asala","Сехема Асала","Sekhema Asala","เซ็คเคมาอะซาล่า","絲克瑪．阿薩拉","Metadata/NPC/Four_Act4/MarakethMatriarchKingsmarch",3637,"","Asala","Asala","Asala","アサラ","아살라","Asala","Асала","Asala","อะซาล่า","阿薩拉",4,[197],[198],16491,"",34,6,"","F",1,"",8
611,"Metadata/NPC/Four_Act2/GrottoGlyph","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED]","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","DNT","WIP","Metadata/NPC/Four_Act2/GrottoGlyph","","","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED]","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","DNT","WIP",2,[],[],21405,"","",6,"","",1,"",""
612,"Metadata/NPC/Four_Act2/HoodedMentor","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂","",4760,"","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂",1,[205],[207],19847,351,36,6,"","M",1,"",0
613,"Metadata/NPC/Four_Act1/GraveyardGlyph","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED]","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","DNT","WIP","Metadata/NPC/Four_Act1/GraveyardGlyph","","","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","WIP","[DNT-UNUSED]","[DNT-UNUSED] Glyph","[DNT-UNUSED] Glyph","DNT","WIP",1,[],[],43867,"","",6,"","",1,"",""
614,"Metadata/Monsters/VoodooKing/VoodooKingBoss2","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王","Metadata/Monsters/VoodooKing/VoodooKingBoss2","","","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王",0,[],[],49097,"","","","","M",1,"",""
615,"Metadata/Monsters/VoodooKing/VoodooKingBoss3","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王","Metadata/Monsters/VoodooKing/VoodooKingBoss3","","","The King in the Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El rey de las nieblas","ราชันในม่านหมอก","迷霧之王",0,[],[],62162,"","","","","M",1,"",""
616,"Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperBoss","Ketzuli, High Priest of the Sun","Ketzuli, Grand prêtre du Soleil","Ketzuli, Hohepriester der Sonne","太陽の司祭長、ケツーリ","태양의 고위 사제 케출리","Ketzuli, Sumo Sacerdote do Sol","Кетцули, старший жрец Солнца","Ketzuli, Sumo sacerdote del sol","เค็ทซูลี นักพรตระดับสูงแห่งตะวัน","豔陽神聖主教．凱亞祖利","Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperBoss","","","Ketzuli, High Priest of the Sun","Ketzuli, Grand prêtre du Soleil","Ketzuli, Hohepriester der Sonne","太陽の大祭司、ケツーリ","태양의 고위 사제 케출리","Ketzuli, Sumo Sacerdote do Sol","Кетцули, старший жрец Солнца","Ketzuli, Sumo sacerdote del sol","เค็ทซูลี นักพรตระดับสูงแห่งตะวัน","豔陽神聖主教．凱亞祖利",3,[],[],49709,"","","","","M",1,"",""
617,"Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperMAP","Tonqui, Seer of the Sun","Tonqui, Prophète du Soleil","Tonqui, Seher der Sonne","太陽の預言者、トンキ","태양의 예견자 톤퀴","Tonqui, Vidente do Sol","Тонкви, провидец Солнца","Tonqui, Vidente del sol","ทอนควี โหรแห่งตะวัน","烈日先知．桐桂","Metadata/Monsters/VaalSunWorshipper/VaalSunWorshipperBossMap_","","","Tonqui, Seer of the Sun","Tonqui, Prophète du Soleil","Tonqui, Seher der Sonne","太陽の預言者、トンキ","태양의 예견자 톤퀴","Tonqui, Vidente do Sol","Тонкви, провидец Солнца","Tonqui, Vidente del sol","ทอนควี โหรแห่งตะวัน","烈日先知．桐桂",3,[],[],41933,"","","","","M",1,"",""
618,"Metadata/NPC/Hideout/HoodedMentor","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂","Metadata/NPC/Hideout/HoodedMentor",3053,"","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คุลมกาย","黑衣幽魂",0,[205],[207],19867,279,36,6,"","M",1,"",0
619,"Metadata/NPC/Hideout/Alva","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","Metadata/NPC/Hideout/Alva",3859,"","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",0,[221],[230],25894,"",60,6,"","F",1,"",14
620,"Metadata/NPC/Hideout/Doryani","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼","Metadata/NPC/Hideout/Doryani",4651,"","Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","多里亞尼",0,[267],[268],9724,413,69,6,34,"M",1,"",25
621,"Metadata/NPC/Hideout/VaalTimeScientist","Zolin","Zolin","Zolin","ゾリン","졸린","Zolin","Золин","Zolin","โซลิน","佐林","Metadata/NPC/Hideout/VaalTimeScientist",2170,"","Zolin","Zolin","Zolin","ゾリン","졸린","Zolin","Золин","Zolin","โซลิน","佐林",10,"[278,279,280,281,282]","[283,284,285,286,287]",26415,627,67,6,32,"M",1,"",""
622,"Metadata/NPC/Hideout/BloodPriestFemale","Zelina","Zélina, Prêtresse du sang","Zelina","ゼリナ","젤리나","Zelina","Зелина","Zelina","เซลิน่า","澤莉娜","Metadata/NPC/Hideout/BloodPriestFemale",2169,"","Zelina","Zélina","Zelina","ゼリナ","젤리나","Zelina","Зелина","Zelina","เซลิน่า","澤莉娜",10,"[288,289,290,291]","[292,293,294,295]",3084,626,66,6,31,"F",1,"",""
623,"Metadata/NPC/Hideout/Ange","Ange","Ange","Ange","アンジェ","앤지","Ange","Анге","Ange","แอนจ์","安潔","Metadata/NPC/Hideout/Ange","","","Ange","Ange","Ange","アンジェ","앤지","Ange","Анге","Ange","แอนจ์","安潔",10,"[337,338,339]","[340,341]",22197,"",76,6,33,"F",1,"",""
624,"Metadata/NPC/Four_Endgame/Alva","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","Metadata/NPC/Four_Endgame/Alva/AlvaEndgame","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",10,[221],[230],27053,"",60,6,33,"F",1,"",14
625,"Metadata/NPC/Four_Endgame/AlvaPlayerWakeup","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦","Metadata/NPC/Four_Endgame/Alva/AlvaEndgamePlayerWakeup","","","Alva","Alva","Alva","アルヴァ","알바","Alva","Альва","Alva","อัลวา","艾瓦",10,[221],[],49781,"",60,6,33,"F",1,"",14
626,"Metadata/NPC/Four_Endgame/Bloodpriests/BloodPriestFemale","Zelina","Zélina, Prêtresse du sang","Zelina","ゼリナ","젤리나","Zelina","Зелина","Zelina","เซลิน่า","澤莉娜","Metadata/NPC/NPC",2169,"","Zelina","Zélina","Zelina","ゼリナ","젤리나","Zelina","Зелина","Zelina","เซลิน่า","澤莉娜",10,"[288,289,290,291]","[292,293,294,295]",59990,"",66,6,31,"F",1,"",""
627,"Metadata/NPC/Four_Endgame/Vaal/VaalTimeScientist","Zolin","Zolin","Zolin","ゾリン","졸린","Zolin","Золин","Zolin","โซลิน","佐林","Metadata/NPC/NPC",2170,"","Zolin","Zolin","Zolin","ゾリン","졸린","Zolin","Золин","Zolin","โซลิน","佐林",10,"[278,279,280,281,282]","[283,284,285,286,287]",58643,"",67,6,32,"M",1,"",""
628,"Metadata/NPC/Four_Endgame/Expedition/Rog","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格","Metadata/NPC/Four_Endgame/Expedition/Rog",2407,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",10,[249],[250],25886,"",19,6,4,"M",1,"",24
629,"Metadata/NPC/Four_Endgame/Expedition/Tujen","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞","Metadata/NPC/Four_Endgame/Expedition/Tujen",2406,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",10,[247],[248],14558,"",18,6,6,"M",1,"",21
630,"Metadata/NPC/Four_Endgame/Expedition/Dannig","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格","Metadata/NPC/Four_Endgame/Expedition/Dannig",2408,"","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",10,"[241,245]","[242,246]",17629,"",16,6,7,"M",1,"",26
631,"Metadata/NPC/Four_Endgame/Expedition/Gwennen","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南","Metadata/NPC/Four_Endgame/Expedition/Gwennen",2405,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",10,[367],[368],57934,"",17,6,5,"F",1,"",32
632,"Metadata/NPC/Hideout/Rog","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格","Metadata/NPC/Hideout/Rog",2407,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",10,[249],[250],33258,628,19,6,4,"M",1,"",24
633,"Metadata/NPC/Hideout/Tujen","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞","Metadata/NPC/Hideout/Tujen",2406,"","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",10,[247],[248],47449,629,18,6,6,"M",1,"",21
634,"Metadata/NPC/Hideout/Dannig","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格","Metadata/NPC/Hideout/Dannig",2408,"","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",10,"[241,245]","[242,246]",3727,630,16,6,7,"M",1,"",26
635,"Metadata/NPC/Hideout/Gwennen","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南","Metadata/NPC/Hideout/Gwennen",2405,"","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",10,[367],[368],62271,631,17,6,5,"F",1,"",32
636,"Metadata/NPC/Four_Endgame/HoodedMentor/HoodedMentorEndgameTown","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂","Metadata/NPC/Four_Endgame/HoodedMentor/HoodedMentorEndgameTown","","","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂",10,[205],[207],48380,387,36,6,"","M",1,"",0
637,"Metadata/NPC/Four_Endgame/HoodedMentor/HoodedMentorEndgameTownCatatonic","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂","","","","The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂",10,[],[],9963,"",36,6,"","M",1,"",0
638,"Metadata/Monsters/QueenOfFilth/QueenofFilfthBoss_","Queen of Filth","Reine des immondices","Königin des Unflats","汚物の女王","오물의 여왕","Rainha da Imundície","Царица мерзости","Reina de la inmundicia","ราชินีแห่งความโสมม","污垢女王","Metadata/Monsters/QueenOfFilth/QueenofFilfth","","","Queen of Filth","Reine des immondices","Königin des Unflats","汚物の女王","오물의 여왕","Rainha da Imundície","Царица мерзости","Reina de la inmundicia","ราชินีแห่งความโสมม","污垢女王",3,[],[],43791,"","","","","F",1,"",""
639,"Metadata/Monsters/QueenOfFilth/QueenofFilfthBossMap","Yaota, the Loathsome","Yaota, la Répugnante","Yaota, die Verabscheuungswürdige","不快な者、ヤオタ","혐오스러운 자 야오타","Yaota, a Repugnante","Йаота Омерзительная","Yaota, la Repugnante","เยาตา ผู้น่าแขยง","憎惡者．亞歐塔","Metadata/Monsters/QueenOfFilth/QueenofFilfthMap","","","Yaota, the Loathsome","Yaota, la Répugnante","Yaota, die Verabscheuungswürdige","不快な者、ヤオタ","혐오스러운 자 야오타","Yaota, a Repugnante","Йаота Омерзительная","Yaota, la Repugnante","เยาตา ผู้น่าแขยง","憎惡者．亞歐塔",0,[],[],22962,"","","","","F",1,"",""
640,"Metadata/Monsters/TreasureHunters/TreasureHunter_03/SebastianCarroway_","Sebastian Carroway","Sebastian Carroway","Sebastian Carroway","セバスチャン・キャロウェイ","세바스찬 캐러웨이","Sebastian Carroway","Себастьян Кэрроуэй","Sebastian Carroway","เซบาสเตียน แคร์โรเวย์","塞巴斯蒂安．卡洛維","",5007,"","Sebastian Carroway","Sebastian Carroway","Sebastian Carroway","セバスチャン・キャロウェイ","세바스찬 캐러웨이","Sebastian Carroway","Себастьян Кэрроуэй","Sebastian Carroway","เซบาสเตียน แคร์โรเวย์","塞巴斯蒂安．卡洛維",3,[296],[297],52202,"",100,6,35,"M",1,"",""
641,"Metadata/Monsters/TreasureHunters/TreasureHunter_01/GwendolynAlbright","Gwendolyn Albright","Gwendolyn Albright","Gwendolyn Albright","グウェンドリン・オルブライト","그웬돌린 올브라이트","Gwendolyn Albright","Гвендолин Олбрайт","Gwendolyn Albright","เกว็นโดลิน อัลไบร์ท","葛溫德琳．阿爾貝特","",5008,"","Gwendolyn Albright","Gwendolyn Albright","Gwendolyn Albright","グウェンドリン・オルブライト","그웬돌린 올브라이트","Gwendolyn Albright","Гвендолин Олбрайт","Gwendolyn Albright","เกว็นโดลิน อัลไบร์ท","葛溫德琳．阿爾貝特",3,[298],[299],47066,"",98,6,36,"F",1,"",""
642,"Metadata/NPC/Four_Act3/FriendlyCauldronCrone","Cauldron Keeper","Gardienne du chaudron","Hüterin des Kessels","大釜の番人","가마솥 보관자","Guardiã do Caldeirão","Хранительница котла","Guardiana del caldero","ผู้คุมหม้อต้ม","鍋爐守護者","Metadata/NPC/Four_Act3/FriendlyCauldronCron/CauldronCrone","","","Cauldron Keeper","Gardienne du chaudron","Hüterin des Kessels","大釜の番人","가마솥 보관자","Guardiã do Caldeirão","Хранительница котла","Guardiana del caldero","ผู้คุมหม้อต้ม","鍋爐守護者",3,[269],[270],5972,"","",6,37,"F",1,"",""
