"rownum","Id","EPKFile","i32_16","i32_20","i32_24","PreloadGroups","bool_44","PlayerOnly_EPKFile","bool_53"
733,"HarbourGuardBossDivineShieldEnd","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/HarborBoss/epk/Divine_Shield_Summon/Spectral_Shield_end.epk",0,0,4,[],"","",""
734,"HarbourGuardBossSpectralShieldStart","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/HarborBoss/epk/Spectral_Helix/Spectral_Shield_start.epk",1000,0,4,[],"","",""
735,"HarbourGuardBossSpectralShieldLoop","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/HarborBoss/epk/Spectral_Helix/Spectral_Shield_idle.epk",0,0,4,[],"","",""
736,"HarbourGuardBossSpectralShieldEnd","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/HarborBoss/epk/Spectral_Helix/Spectral_Shield_end.epk",0,0,4,[],"","",""
737,"FlashGrenadeFlashBang","Metadata/Effects/Spells/crossbow_stungrenade/EPKs/flashBang.epk",500,0,4,[],1,"",""
738,"ClericReviveEffect","Metadata/Effects/Spells/holy_dominatingAura/epk/holy_skinConvert.epk",2000,0,4,[],"","",""
739,"BoneOfferingActiveEffect","Metadata/Effects/Spells/necromancer_offerings/EPKs/activeMinion_BONE.epk",0,0,4,[],1,"",""
740,"PainOfferingActiveEffect","Metadata/Effects/Spells/necromancer_offerings/EPKs/activeMinion_FLESH.epk",0,0,4,[],1,"",""
741,"CrossbowHeatEffect","Metadata/Effects/Spells/crossbow_incendiary/epk/weaponHeat.epk",0,0,4,[],"","",""
742,"GrenadeHeatEffect","Metadata/Effects/Spells/crossbow_incendiary/epk/grenadeHeat.epk",0,0,4,[],"","",""
743,"MinionResummoningEffect","Metadata/Effects/Spells/undead_summon_skeletons/epk/reviveTimer.epk",0,0,4,[],"","",""
744,"ChargedStrikeChargedHit","Metadata/Effects/Spells/monk_chargedjab/EPKs/jabShockBreak.epk",1000,0,4,[],"","",""
745,"MinionFadeEffect","Metadata/Effects/Utility/EPKs/fade_Out.epk",0,0,4,[],"","",""
746,"BoneConeBloodEPK","Metadata/Effects/Spells/bone_raisingwave/EPKs/layer_BLOOD.epk",0,0,4,[],"","",""
747,"BoneConeBoneEPK","Metadata/Effects/Spells/bone_raisingwave/EPKs/layer_BONES_human.epk",0,0,4,[],"","",""
748,"BoneConeCorpseConsumption","Metadata/Effects/Spells/bone_raisingwave/EPKs/corpseConsumption.epk",0,0,4,[],"","",""
749,"ConsumeCorpseConsumption","Metadata/Effects/Spells/necromancer_raisezombie/EPKs/corpseConsumption.epk",0,0,4,[],"","",""
750,"PowerSiphonDrained","Metadata/Effects/Spells/wand_power_siphon/epk/siphoning.epk",0,0,4,[],1,"",""
751,"BaronBossShapeshiftSource","Metadata/Effects/Spells/druid_shapeshifting/EPKs/default_OUT.epk",2000,0,4,[],1,"",""
752,"BaronBossShapeshiftDestination","Metadata/Effects/Spells/druid_shapeshifting/EPKs/default_IN.epk",2000,0,4,[],1,"",""
753,"LightningArrowImpact","Metadata/Effects/Spells/bow_lightning_arrow/epk/monster_hit/hit_cue_skin.epk",1500,0,4,[],1,"",""
754,"PlagueBearerActivation","Metadata/Effects/Spells/poison_plague_bearer/epk/activate.epk",0,0,4,[],1,"",""
755,"BriarpatchActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_chaosg.epk",1000,0,4,[],"","",""
756,"CeaselessRageActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_rage.epk",1000,0,4,[],"","",""
757,"FlameblastCharge","Metadata/Effects/Spells/fire_flame_blast/epk/charge.epk",0,0,4,[],"","",""
758,"BlockedHitPassive","Metadata/Effects/Spells/weapon_hit_fx/parry_EPK_passive.epk",200,0,3,[],"","",""
759,"BlockedHitSkeletalKnight","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/SkeletalKnight/epk/parry_EPK.epk",300,0,4,[],"","",""
760,"PerfectSnipeFlash","Metadata/Effects/Spells/bow_snipe/epk/Crit_window/Crit_window_skin.epk",1000,0,4,[],"","",""
761,"PerfectStrikeFlash","Metadata/Effects/Spells/mace_perfect_strike/epk/Crit_window_skin.epk",1000,0,4,[],"","",""
762,"ShieldChargeShieldEffect","Metadata/Effects/Spells/shield_shield_charge/epk/shield_charge_glow.epk",0,0,4,[],"","",""
763,"PoisonVineArrowStackEffect","Metadata/Effects/Spells/bow_poison_bloom/epk/add_poison.epk",200,100,4,[],"","",""
764,"PlagueBearerNovaOutOfPlague","Metadata/Effects/Spells/poison_plague_bearer/epk/out_of_plague.epk",600,600,4,[],1,"",""
765,"ContagionApply","Metadata/Effects/Spells/chaos_contagion/EPKs/contagion_Apply.epk",1000,0,4,[],1,"",""
766,"ContagionSpread","Metadata/Effects/Spells/chaos_contagion/EPKs/contagion_Spread.epk",2000,0,4,[],"","",""
767,"AzmeriVoodooKingPlantSlowFadeOut","Metadata/Effects/Spells/monsters_effects/League_Azmeri/monster_fx/vodoo_king_boss/epk/slowdegen_out.epk",1000,0,4,[],1,"",""
768,"DetonateDead","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead.epk",0,0,4,[],"","",""
769,"DetonateDeadFire","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead_FIRE.epk",0,0,4,[],"","",""
770,"DetonateDeadCold","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead_COLD.epk",0,0,4,[],"","",""
771,"DetonateDeadLightning","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead_LIGHT.epk",0,0,4,[],"","",""
772,"DetonateDeadChaos","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead_CHAOS.epk",0,0,4,[],"","",""
773,"DetonateDeadPoison","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead_POISON.epk",0,0,4,[],"","",""
774,"DetonateDeadPoisonTriggered","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead_POISON_Triggered.epk",0,0,4,[],"","",""
775,"TriggeredDetonateDeadOnLandingAboutToExplode","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead_FIRE.epk",0,0,4,[],"","",""
776,"BombadierMarkedForDeath","Metadata/Effects/Spells/undead_summon_skeletons/epk/death_bomb_mark.epk",1000,0,4,[],"","",""
777,"ManaRemnantsCharacterEffect","Metadata/Effects/Spells/lightning_energyremnants/epk/collect_flash.epk",500,0,4,[],1,"",""
778,"SanguineRevelryCharacterEffect","Metadata/Effects/Microtransactions/Misc/uniques/CrimsonChrysalis/EPKs/collect_flash.epk",500,0,4,[],1,"",""
779,"ContagionDeath","Metadata/Effects/Spells/chaos_contagion/EPKs/contagionAfflictedDeath.epk",0,0,4,[],"","",""
780,"OutOfLife","Metadata/Effects/Spells/player_resources/out_of_mana/epk/out_of_life.epk",600,600,4,[],1,"",""
781,"GamepadCreateCharacterGhost","Metadata/Effects/misc/char_selection/epk/char_body.epk",0,0,4,[64],"","",""
782,"MonsterNoEmissiveOff","Metadata/Effects/Utility/EPKs/EmissiveChannel_OFF.epk",0,0,4,[],"","",""
783,"MonsterNoEmissiveFadeOut","Metadata/Effects/Utility/EPKs/EmissiveChannel_FadeOut.epk",0,0,4,[],"","",""
784,"CorpseExplodeBlood","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/add_BLOOD.epk",2000,0,4,[],"","",""
785,"PowerOfferingActiveEffect","Metadata/Effects/Spells/necromancer_offerings/EPKs/activeMinion_POWER.epk",0,0,4,[],1,"",""
786,"BoneSpearPowerChargedProjectile","Metadata/Effects/Spells/bone_spearvolley/EPKs/powerCharge_Infused.epk",0,0,4,[],"","",""
787,"PowerOfferingChargeGained","Metadata/Effects/Spells/necromancer_offerings/EPKs/player_powerGain.epk",1500,0,4,[],1,"",""
788,"CorpseHighlight","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/corpse_Selection.epk",0,0,4,[],"","",""
789,"InGameMicrotransactionPreviewCharacterUseTome","Metadata/Effects/Spells/level_up_02/tomes/Tome_Gain.epk",3000,0,4,[],1,"",""
790,"DarkEffigyProjectileSurge","Metadata/Effects/Spells/chaos_dark_effigy/epk/cast_surge.epk",0,0,4,[],1,"",""
791,"DetonateDeadTelegraphEffect","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead.epk",0,0,4,[],"","",""
792,"DetonateDeadTelegraphEffectMonster","Metadata/Effects/Spells/monsters_effects/detonate_dead/epk/windup.epk",0,0,4,[],"","",""
793,"DetonateDeadTelegraphStronger","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead.epk",0,0,4,[],"","",""
794,"DetonateDeadTelegraphStrongerMonster","Metadata/Effects/Spells/monsters_effects/detonate_dead/epk/windup_stronger.epk",0,0,4,[],"","",""
795,"DetonateDeadTelegraphEffectChaos","Metadata/Effects/Spells/monsters_effects/detonate_dead/epk/windup_chaos.epk",0,0,4,[],"","",""
796,"DetonateDeadTelegraphStrongerChaos","Metadata/Effects/Spells/monsters_effects/detonate_dead/epk/windup_stronger_chaos.epk",0,0,4,[],"","",""
797,"DetonateDeadTelegraphEffectFarudin","Metadata/Effects/Spells/monsters_effects/Act2_FOUR/FarudinWarlock/epk/detonateDead.epk",0,0,4,[],"","",""
798,"DetonateDeadTelegraphStrongerFarudin","Metadata/Effects/Spells/monsters_effects/Act2_FOUR/FarudinWarlock/epk/detonateDead.epk",0,0,4,[],"","",""
799,"DetonateDeadMonsterPoisonTelegraph","Metadata/Effects/Spells/monsters_effects/Act2_FOUR/VultureRegurgitator/epk/detonateDead_POISON.epk",0,0,4,[],"","",""
800,"DetonateDeadMonsterIceTelegraph","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CarrionCrone/epk/windup.epk",0,0,4,[],"","",""
801,"GrimFeastCharacterEffect","Metadata/Effects/Spells/reservation_grimfeast/EPKs/collect_flash.epk",500,0,4,[],1,"",""
802,"LastGaspVisual","Metadata/Effects/Spells/supports/last_gasp/EPKs/delayedFate.epk",0,0,4,[],"","",""
803,"HealingWellHealEffect","Metadata/Effects/Spells/general_fx/EPKs/recoverChannel_lifemana.epk",1000,0,3,[],"","",""
804,"GrimFeastCorpseEffect","Metadata/Effects/Spells/reservation_grimfeast/EPKs/exposeSoul.epk",0,0,4,[],"","",""
805,"GrimFeastOvercapEffect","Metadata/Effects/Spells/reservation_grimfeast/EPKs/soulArmor.epk",0,0,4,[],"","",""
806,"LingeringIllusionEffect","Metadata/Effects/Spells/monk_lingering_illusion/epk/afterimage.epk",0,0,4,[],"","",""
807,"LingeringIllusionAudioEffect","Metadata/Effects/Spells/monk_lingering_illusion/epk/afterimage_audio.epk",0,0,4,[],"","",""
808,"LingeringMirageEffect","Metadata/Effects/Spells/reservation_lingering_mirage/epk/mirage.epk",0,0,4,[],"","",""
809,"LingeringMirageAudioEffect","Metadata/Effects/Spells/reservation_lingering_mirage/epk/mirageAudio.epk",0,0,4,[],"","",""
810,"FracturedSelfEPK","Metadata/Effects/Spells/supports/TricksterShard/epk/general_delirium_appear_insta.epk",0,0,4,[],"","",""
811,"MonsterModHasted","Metadata/Effects/Spells/monsters_effects/monster_mods/haste/haste.epk",0,0,4,[],"","",""
812,"CastOnMinionDeathActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_necro.epk",1000,0,4,[],"","",""
813,"ScavengedPlateReflectEffect","Metadata/Effects/Spells/reservation_scavengedplate/EPKs/retaliation_Shrapnels.epk",150,0,4,[],"","",""
814,"SkillOnCooldown","Metadata/Effects/Spells/player_resources/out_of_mana/epk/out_of_spirit.epk",600,600,4,[],1,"",""
815,"GoldPickup","Metadata/Effects/misc/CurrencyGoldCoin/epk/coin_pickup.epk",0,0,3,[],"","",""
816,"ManaDrainBuff","Metadata/Effects/Spells/wand_manadrain/EPKs/manaGained.epk",1000,400,4,[],1,"",""
817,"ManaDrainLeech","Metadata/Effects/Spells/wand_manadrain/EPKs/manaLeeched.epk",400,0,4,[],1,"",""
818,"VolatileDeadConsume","Metadata/Effects/Spells/fire_volatile_dead/epk/corpse_consume.epk",0,0,4,[],"","",""
819,"VaalForgeManWeaponHeat","Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalForge/epk/molten_weapon.epk",0,0,4,[],1,"",""
820,"VaalShapeshifterFadeOut","Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalShadowpriest/epk/shapeshift_fadeout.epk",1000,0,4,[],1,"",1
821,"VaalShapeshifterFadeIn","Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalShadowpriest/epk/shapeshift_fadein.epk",1000,0,4,[],1,"",1
822,"DoryaniLighningCoilActive","Metadata/Effects/Spells/monsters_effects/Act3_FOUR/Doryani/epk/lightningcage_skin.epk",1500,0,4,[],1,"",""
823,"ShieldingCryShieldEffect","Metadata/Effects/Spells/warcry_shielding/epk/shield_buff.epk",0,0,4,[],1,"",""
824,"BlinkTeleportCharacterEffect","Metadata/Effects/Spells/reservation_blink/EPKs/dodge_Blink.epk",500,0,4,[],1,"",""
825,"BoneBlastExplode","Metadata/Effects/Spells/wand_boneblast/EPKs/boneBlast.epk",500,0,4,[],1,"",""
826,"MonsterModStrongerMinions","Metadata/Effects/Spells/monsters_effects/monster_mods/powerful_minions/epk/empower_aura.epk",0,0,4,[],"","",""
827,"MonsterModMinionStrongerMinions","Metadata/Effects/Spells/monsters_effects/monster_mods/powerful_minions/epk/empowered_minion.epk",0,0,4,[],"","",""
828,"InGameMicrotransactionPreviewCharacterBlink","Metadata/Effects/interface/CharacterModelPreview/epk/characterBlink.epk",0,0,4,[],1,"",""
829,"MtxConsecrateMarker","Metadata/Effects/Microtransactions/BodyArmours/DivinePaladin/epk/soul_wisps.epk",0,0,4,[],"","",""
830,"MtxConsecratingEffect","Metadata/Effects/Microtransactions/BodyArmours/DivinePaladin/epk/consecrate.epk",0,0,4,[],"","",""
831,"MtxConsecrateFinish","Metadata/Effects/Microtransactions/BodyArmours/DivinePaladin/epk/burst.epk",0,0,4,[],"","",""
832,"MantraOfDestructionWeaponEffect","Metadata/Effects/Spells/mantra_criticalbuff/EPKs/weaponBuff.epk",0,0,4,[],1,"",""
833,"MantraOfDestructionCharacterEffect","Metadata/Effects/Spells/mantra_criticalbuff/EPKs/criticalBuff_Character.epk",0,0,4,[],"","",""
834,"DazedConsumed","Metadata/Effects/Spells/debuff_fx/EPKs/debuff_DazedRemove.epk",100,0,4,[],"","",""
835,"AilmentBearerColdBurst","Metadata/Effects/Spells/masterofelements_wardenelement/EPKs/cold_burst.epk",1000,0,4,[],1,"",""
836,"AilmentBearerFireBurst","Metadata/Effects/Spells/masterofelements_wardenelement/EPKs/fire_burst.epk",1000,0,4,[],1,"",""
837,"AilmentBearerLightningBurst","Metadata/Effects/Spells/masterofelements_wardenelement/EPKs/lightning_burst.epk",1000,0,4,[],1,"",""
838,"AilmentBearerAvatarForm","Metadata/Effects/Spells/masterofelements_wardenelement/EPKs/avatar_form.epk",0,0,4,[],"","",""
839,"LingeringIllusionCharacterEffect","Metadata/Effects/Spells/monk_lingering_illusion/epk/character_flash.epk",1000,0,4,[],1,"",""
840,"LingeringMirageCharacterEffect","Metadata/Effects/Spells/reservation_lingering_mirage/epk/mirage_ready_flash.epk",1000,0,4,[],1,"",""
841,"LingeringMirageReadyEffect","Metadata/Effects/Spells/reservation_lingering_mirage/epk/mirage_ready.epk",1000,0,4,[],1,"",""
842,"SoulcoreWeaponEffectOnKillEffect","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Soulcore/epk/soul_out.epk",0,0,4,[],1,"",""
843,"TimeOfNeedActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_holy.epk",1000,0,4,[],"","",""
844,"TimeOfNeedBuildup","Metadata/Effects/Spells/reservation_timeofneed/EPKs/cleansingBuildUp.epk",0,0,4,[],"","",""
845,"TimeOfNeedTrigger","Metadata/Effects/Spells/reservation_timeofneed/EPKs/holyCleansing.epk",1000,0,4,[],"","",""
846,"MonsterModFlameBeacons","Metadata/Effects/Spells/monsters_effects/monster_mods/fire/explode_on_death/epk/fire_beacon_aura.epk",0,0,4,[],"","",""
847,"MonsterModFrostBeacons","Metadata/Effects/Spells/monsters_effects/monster_mods/ice/explode_on_death/epk/ice_beacon_aura.epk",0,0,4,[],"","",""
848,"MonsterModLightningBeacons","Metadata/Effects/Spells/monsters_effects/monster_mods/lightning/explode_on_death/epk/lightning_beacon_aura.epk",0,0,4,[],"","",""
849,"MonsterModPeriodicImmune","Metadata/Effects/Spells/monsters_effects/monster_mods/aura/immune/epk/immune_main.epk",0,0,4,[],"","",""
850,"MonsterModHealingNova","Metadata/Effects/Spells/monsters_effects/monster_mods/healing_nova/epk/healing_aura_main.epk",0,0,4,[],"","",""
851,"MonsterModHealingNovaTelegraph","Metadata/Effects/Spells/monsters_effects/monster_mods/healing_nova/epk/healing_aura_main_buildup.epk",0,0,4,[],"","",""
852,"MonsterModRevivesMinions","Metadata/Effects/Spells/monsters_effects/monster_mods/aura/revives_minions/revive_aura.epk",0,0,4,[],"","",""
853,"MonsterModMinionsTakeLifeInstead","Metadata/Effects/Spells/monsters_effects/monster_mods/aura/minion_lifeshare/epk/rare_buff.epk",0,0,4,[],"","",""
854,"MonsterModMinionsTakeLifeInsteadMinions","Metadata/Effects/Spells/monsters_effects/monster_mods/aura/minion_lifeshare/epk/minion_sharing.epk",0,0,4,[],"","",""
855,"MonsterModPeriodicEnrage","Metadata/Effects/Spells/monsters_effects/monster_mods/periodically_enrages/epk/enrage_idle.epk",0,0,4,[],1,"",""
856,"MonsterModPeriodicEnrage2","Metadata/Effects/Spells/monsters_effects/monster_mods/periodically_enrages/epk/enrage_player.epk",0,0,4,[],1,"",""
857,"MonsterModGlacialPrison","Metadata/Effects/Spells/monsters_effects/monster_mods/ice/glacial_prison/epk/glacial_prison_aura.epk",0,0,4,[],"","",""
858,"MonsterModFlamewaller","Metadata/Effects/Spells/monsters_effects/monster_mods/fire/flame_waller/epk/flame_waller_aura.epk",0,0,4,[],"","",""
859,"MonsterModLightningStorms","Metadata/Effects/Spells/monsters_effects/monster_mods/lightning/periodic_lightning_storm/epk/storm_aura.epk",0,0,4,[],"","",""
860,"MonsterModCorpseDetonator","Metadata/Effects/Spells/monsters_effects/monster_mods/aura/detonates_corpses/corpse_detonate_aura.epk",0,0,4,[],"","",""
861,"MonsterModBurningGround","Metadata/Effects/Spells/monsters_effects/monster_mods/fire/burned_ground/epk/burning_grd_aura.epk",0,0,4,[],"","",""
862,"MonsterModShockedGround","Metadata/Effects/Spells/monsters_effects/monster_mods/lightning/shocked_ground/epk/shocked_grd_aura.epk",0,0,4,[],"","",""
863,"MonsterModChilledGround","Metadata/Effects/Spells/monsters_effects/monster_mods/ice/chilled_ground/epk/chilled_grd_aura.epk",0,0,4,[],"","",""
864,"MonsterModBurningGroundBuildup","Metadata/Effects/Spells/monsters_effects/monster_mods/fire/burned_ground/epk/surge_along.epk",0,0,4,[],"","",""
865,"MonsterModShockedGroundBuildup","Metadata/Effects/Spells/monsters_effects/monster_mods/lightning/shocked_ground/epk/surge_along.epk",0,0,4,[],"","",""
866,"MonsterModColdSnapGroundBuildup","Metadata/Effects/Spells/monsters_effects/monster_mods/ice/chilled_ground/epk/surge_along.epk",0,0,4,[],"","",""
867,"LifeRemnantsCharacterEffect","Metadata/Effects/Spells/blood_liferemnants/EPKs/recover.epk",2000,0,4,[],1,"",""
868,"GemLevelEffectGlowStr","Metadata/Effects/Spells/level_up_02/gem/Item_EPKs/STR_Gem_Glow.epk",1000,0,3,[],1,"",""
869,"GemLevelEffectGlowDex","Metadata/Effects/Spells/level_up_02/gem/Item_EPKs/DEX_Gem_Glow.epk",1000,0,3,[],1,"",""
870,"GemLevelEffectGlowInt","Metadata/Effects/Spells/level_up_02/gem/Item_EPKs/INT_Gem_Glow.epk",1000,0,3,[],1,"",""
871,"MtxDeshretsBlessingLevelUp","Metadata/Effects/Microtransactions/char_level_up/Deshret_Blessing/epk/LevelUp.epk",2000,0,4,[],1,"",""
872,"SanctumChronomancerAfterImage","Metadata/Effects/Spells/monsters_effects/League_Sanctum/SilentSpiresApparition/epk/time_ghost.epk",0,0,4,[],1,"",""
873,"SanctumChronomancerRewindInPlace","Metadata/Effects/Spells/monsters_effects/League_Sanctum/SilentSpiresApparition/epk/time_rewind_stationary.epk",350,0,4,[],1,"",""
874,"SanctumChronomancerCloneRewind","Metadata/Effects/Spells/monsters_effects/League_Sanctum/SilentSpiresApparition/epk/rewind_clones.epk",0,0,4,[],1,"",""
875,"ElementalConfluxActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_elemental.epk",1000,0,4,[],"","",""
876,"BlinkSandTeleportCharacterEffect","Metadata/Effects/Spells/sands_of_silk_blink/epk/dodge_Blink.epk",2000,0,4,[],1,"",""
877,"ChargeMasteryActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_silver.epk",1000,0,4,[],"","",""
878,"FlaskHandFire","Metadata/Effects/Spells/ascendancy_classes/pathfinder/epk/flask_hand_fire.epk",0,0,4,[],1,"",""
879,"FlaskHandPhys","Metadata/Effects/Spells/ascendancy_classes/pathfinder/epk/flask_hand_phys.epk",0,0,4,[],1,"",""
880,"FlaskHandCold","Metadata/Effects/Spells/ascendancy_classes/pathfinder/epk/flask_hand_cold.epk",0,0,4,[],1,"",""
881,"FlaskHandLightning","Metadata/Effects/Spells/ascendancy_classes/pathfinder/epk/flask_hand_lightning.epk",0,0,4,[],1,"",""
882,"FlaskHandChaos","Metadata/Effects/Spells/ascendancy_classes/pathfinder/epk/flask_hand_chaos.epk",0,0,4,[],1,"",""
883,"ShardDespoilerActivation","Metadata/Effects/Microtransactions/Spells/Mercenary/Vampiric/shard_scavenger/EPKs/ammo_retrieve.epk",1000,0,4,[],"","",""
884,"OverwhelmingPressureActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_silver.epk",1000,0,4,[],"","",""
885,"AlchemistBoonActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_redblue.epk",1000,0,4,[],"","",""
886,"EyeOfWinterMainCold","Metadata/Effects/Spells/cold_eye_of_winter/epk/chill_aura.epk",0,0,4,[],"","",""
887,"EyeOfWinterMainFire","Metadata/Effects/Spells/cold_eye_of_winter/epk/ignite_aura.epk",0,0,4,[],"","",""
888,"EyeOfWinterMainLightning","Metadata/Effects/Spells/cold_eye_of_winter/epk/shock_aura.epk",0,0,4,[],"","",""
889,"EyeOfWinterShardCold","Metadata/Effects/Spells/cold_eye_of_winter/epk/secondary_cold.epk",0,0,4,[],"","",""
890,"EyeOfWinterShardFire","Metadata/Effects/Spells/cold_eye_of_winter/epk/secondary_fire.epk",0,0,4,[],"","",""
891,"EyeOfWinterShardLightning","Metadata/Effects/Spells/cold_eye_of_winter/epk/secondary_lightning.epk",0,0,4,[],"","",""
892,"AlchemistBoonSpreadLife","Metadata/Effects/Spells/reservation_alchemistboon/EPKs/lifeFlask_spread.epk",1000,0,4,[],"","",""
893,"AlchemistBoonSpreadMana","Metadata/Effects/Spells/reservation_alchemistboon/EPKs/manaFlask_spread.epk",1000,0,4,[],"","",""
894,"EmergencyReloadEffect","Metadata/Effects/Spells/crossbow_emergencyreload/EPKs/emergencyReload_Weapon.epk",0,0,4,[],1,"",""
895,"EmergencyReloadEffectLite","Metadata/Effects/Spells/crossbow_emergencyreload/EPKs/emergencyReload_WeaponBack.epk",0,0,4,[],1,"",""
896,"AttritionActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_attrition.epk",1000,0,4,[],"","",""
897,"HarvesterActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_necro.epk",0,0,4,[],"","",""
898,"BreachFlamePickupEffectBlue","Metadata/Effects/Spells/ascendancy_classes/acolyte/epk/mana.epk",500,0,4,[],1,"",""
899,"BreachFlamePickupEffectRed","Metadata/Effects/Spells/ascendancy_classes/acolyte/epk/life.epk",500,0,4,[],1,"",""
900,"BreachFlamePickupEffectPurple","Metadata/Effects/Spells/ascendancy_classes/acolyte/epk/chaos.epk",500,0,4,[],1,"",""
901,"AncientGiftPickupEffectPrimal","Metadata/Effects/misc/Uniques/helmets/TheHollowMask/epk/primal.epk",500,0,4,[],"","",""
902,"AncientGiftPickupEffectVivid","Metadata/Effects/misc/Uniques/helmets/TheHollowMask/epk/vivid.epk",500,0,4,[],"","",""
903,"AncientGiftPickupEffectWild","Metadata/Effects/misc/Uniques/helmets/TheHollowMask/epk/wild.epk",500,0,4,[],"","",""
904,"ArchmageActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_mana.epk",1000,0,4,[],"","",""
905,"BlinkSandChargeCharacterEffect","Metadata/Effects/Spells/sands_of_silk_blink/epk/charge_Blink.epk",500,0,4,[],1,"",""
906,"ShardDespoilerWeaponEffect","Metadata/Effects/Spells/reservation_ammoretrieve/EPKs/ammoRetrieve_Weapon.epk",1000,0,4,[],1,"",""
907,"MonsterModVolatilePlants","Metadata/Effects/Spells/monsters_effects/monster_mods/volatile_roots/epk/volatile_roots.epk",0,0,4,[],"","",""
908,"CombatFrenzyActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_DEX.epk",1000,0,4,[],"","",""
909,"CastOnBlockActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_lightning.epk",1000,0,4,[],"","",""
910,"GatheringStormPerfectWindow","Metadata/Effects/Spells/monk_chargeddash/EPKs/chargeMax_Indicator.epk",1000,0,4,[],"","",""
911,"PoisonSpreadEffect","Metadata/Effects/Spells/reservation_heraldagony/EPKs/poisonSpread.epk",0,0,4,[],1,"",""
912,"WitheringPresenceActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_chaosp.epk",1000,0,4,[],"","",""
913,"RavenousSwarmActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_chaosg.epk",1000,0,4,[],"","",""
914,"RavenousSwarmTarget","Metadata/Effects/Spells/reservation_locustswarm/EPKs/locustAffected.epk",1000,0,4,[],"","",""
915,"HeraldOfAgonyActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_chaosg.epk",1000,0,4,[],"","",""
916,"HeraldOfBloodActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_life.epk",1000,0,4,[],"","",""
917,"HeraldOfBloodAboutToExplode","Metadata/Effects/Spells/necromancer_detonatedead/EPKs/detonateDead.epk",0,0,4,[],"","",""
918,"BerserkActivation","Metadata/Effects/Spells/reservation_activationsurge/EPKs/activate_rage.epk",1000,0,4,[],"","",""
919,"ShapeshiftDemonSource","Metadata/Effects/Spells/druid_shapeshifting/EPKs/default_IN.epk",0,0,4,[],"","",""
920,"ShapeshiftDemonDestination","Metadata/Effects/Spells/druid_shapeshifting/EPKs/default_OUT.epk",0,0,4,[],"","",""
921,"AscendBase","Metadata/Effects/Spells/ascension/epk/Generic_Ascension.epk",0,0,4,[],"","",""
922,"AscendSanctum","Metadata/Effects/Spells/ascension/epk/Sanctum_Ascension.epk",0,0,4,[],"","",""
923,"AscendUltimatum","Metadata/Effects/Spells/ascension/epk/Ulimatum_Ascension.epk",0,0,4,[],"","",""
924,"UltimatumSoulCoreTrialSpawn","Metadata/Effects/Environment/Act3_FOUR/G3_10/VaalSoulCores/epk/pack_spawn_pulse.epk",2000,0,4,[55],1,"",""
925,"MTXNethermancerSoulEPK","Metadata/Effects/Microtransactions/BodyArmours/Nethermancer/EPKs/exposeSoul.epk",0,0,4,[],"","",""
926,"MTXNethermancerSoulFadeInEPK","Metadata/Effects/Microtransactions/BodyArmours/Nethermancer/EPKs/corpseAvailable_FADEIN.epk",1500,0,4,[],"","",""
