"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions","string_261","MinionType","f32_285","f32_289","i32_293"
4281,"GSArchitectBossFireboltImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11532,0,0,"",4387,[],"",[],1,[],-1,[],"","",0,0,0
4282,"GSArchitectBossBloodBlobImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11533,0,0,"",4388,[],"",[],1,[],-1,[],"","",0,0,0
4283,"GAAtziriLightningDashDamage","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11534,0,0,"",4389,[],"",[],1,[],-1,[],"","",0,0,0
4284,"GSAtziriBloodProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11535,0,0,"",4390,[],"",[],1,[],-1,[],"","",0,0,0
4285,"GSAtziriFireProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11536,0,0,"",4391,[],"",[],1,[],-1,[],"","",0,0,0
4286,"GSAtziriLightningProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11537,0,0,"",4392,[],"",[],1,[],-1,[],"","",0,0,0
4287,"GSAtziriBloodProjImpactTerrain","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11538,0,0,"",4393,[],"",[],1,[],-1,[],"","",0,0,0
4288,"GSAtziriFireProjImpactTerrain","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11539,0,0,"",4394,[],"",[],1,[],-1,[],"","",0,0,0
4289,"GSAtziriLightningProjImpactTerrain","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11540,0,0,"",4395,[],"",[],1,[],-1,[],"","",0,0,0
4290,"GAVaalColossusBossChargedSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11541,0,0,"",4396,[],"",[],1,[],-1,[],"","",0,0,0
4291,"GAVaalColossusBossBasicSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],255,"","","","",11542,0,0,"",4397,[],"",[],1,[],-1,[],"","",0,0,0
4292,"GAVaalColossusBossMarkerSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],30,"","","","",11543,0,0,"",4398,[],"",[],1,[],-1,[],"","",0,0,0
4293,"GAVaalSentinalColossusMarkerWaveOut","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11544,0,0,"",4399,[],"",[],1,[],-1,[],"","",0,0,0
4294,"GSAtziriFlameblastClone","",[],"",[],[],"",0,"",2,1000,322,"","",[],48,"","","","",11519,0,0,"",4400,[],"",[],1,[],-1,[],"","",0,0,0
4295,"GAIncursionCyborgDoubleSlam1","",[],"",[],[],"",0,"",2,1000,321,"","",[],71,"","","","",11550,0,0,"",4401,[],"",[],1,[],-1,[],"","",0,0,0
4296,"GAIncursionCyborgDoubleSlam2","",[],"",[],[],"",0,"",2,1000,321,"","",[],71,"","","","",11551,0,0,"",4402,[],"",[],1,[],-1,[],"","",0,0,0
4297,"GAIncursionCyborgOverheadSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11552,0,0,"",4403,[],"",[],1,[],-1,[],"","",0,0,0
4298,"GAIncursionCyborgStomp","",[],"",[],[],"",0,"",2,1000,321,"","",[],7,"","","","",11553,0,0,"",4404,[],"",[],1,[],-1,[],"","",0,0,0
4299,"GAArchitectBossRepulseSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],71,"","","","",11554,0,0,"",4405,[],"",[],1,[],-1,[],"","",0,0,0
4300,"GAChainedBeastBossMultiSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],71,"","","","",11558,0,0,"",4406,[],"",[],1,[],-1,[],"","",0,0,0
4301,"GAChainedBeastBossLeapSlamImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11555,0,0,"",4407,[],"",[],1,[],-1,[],"","",0,0,0
4302,"GAChainedBeastBossGroundSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11556,0,0,"",4408,[],"",[],1,[],-1,[],"","",0,0,0
4303,"GAChainedBeastBossMultiSlamFinal","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11557,0,0,"",4409,[],"",[],1,[],-1,[],"","",0,0,0
4304,"GAArchitectBossTabletSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11559,0,0,"",4410,[],"",[],1,[],-1,[],"","",0,0,0
4305,"GSArchitectBossRuneComboFireMeteorImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11560,0,0,"",4411,[],"",[],1,[],-1,[],"","",0,0,0
4306,"GAAtziriBeastTeleportSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11561,0,0,"",4412,[],"",[],1,[],-1,[],"","",0,0,0
4307,"GSArchitectBossRuneComboIceXCascade","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11563,0,0,"",4413,[],"",[],1,[],-1,[],"","",0,0,0
4308,"GSArchitectBossRuneComboIceXCascadeInitial","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11564,0,0,"",4414,[],"",[],1,[],-1,[],"","",0,0,0
4309,"GSArchitectBossRuneComboLightningSnake","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11565,0,0,"",4415,[],"",[],1,[],-1,[],"","",0,0,0
4310,"GSVaalSunPreistTravelSkillDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11566,0,0,"",4416,[],"",[],1,[],-1,[],"","",0,0,0
4311,"GSArchitectBossChaosCloudBurst","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11572,0,0,"",4417,[],"",[],1,[],-1,[],"","",0,0,0
4312,"GSArchitectBossChaosBounceNova","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11573,0,0,"",4418,[],"",[],1,[],-1,[],"","",0,0,0
4313,"GSArchitectBossBloodSprayExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11574,0,0,"",4419,[],"",[],1,[],-1,[],"","",0,0,0
4314,"GSArchitectBossWarpBallExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11575,0,0,"",4420,[],"",[],1,[],-1,[],"","",0,0,0
4315,"GAArchitectBossBloodSlammerSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11576,0,0,"",4421,[],"",[],1,[],-1,[],"","",0,0,0
4316,"GASpymasterClawCombo","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11577,0,0,"",4422,[],"",[],1,[],-1,[],"","",0,0,0
4317,"GSAtziriFlameblastEmpowered2","",[],"",[],[],"",0,"",2,1000,322,"","",[],204,"","","","",11520,0,0,"",4423,[],"",[],1,[],-1,[],"","",0,0,0
4318,"GSArchitectBossTabletWarpFast","",[],"",[],[],"",0,"",2,1000,322,"","",[],54,"","","","",11578,0,0,"",4424,[],"",[],1,[],-1,[],"","",0,0,0
4319,"GSArchitectBossTabletWarp","",[],"",[],[],"",0,"",2,1000,322,"","",[],52,"","","","",11578,0,0,"",4425,[],"",[],1,[],-1,[],"","",0,0,0
4320,"GASpymasterCloneStrikeLeft","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11393,0,0,"",4426,[],"",[],1,[],-1,[],"","",0,0,0
4321,"GASpymasterCloneStrike","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",10260,0,0,"",4427,[],"",[],1,[],-1,[],"","",0,0,0
4322,"GAManifestWeaponTalismanRake","",[],"",[],[],"",0,"",2,1000,321,"","",[],79,"","","","",11579,0,0,"",4428,[],"",[],1,[],-1,[],"","",0,0,0
4323,"GAIncursionThaumSpearSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11580,0,0,"",4429,[],"",[],1,[],-1,[],"","",0,0,0
4324,"GAPrimordialMiniBossBiteSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11586,0,0,"",4430,[],"",[],1,[],-1,[],"","",0,0,0
4325,"GSJetpackMiniBossDeceleratingProjectileExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11588,0,0,"",4431,[],"",[],1,[],-1,[],"","",0,0,0
4326,"GSJetpackMiniBossDeceleratingProjectileExplosionTick","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11589,0,0,"",4432,[],"",[],1,[],-1,[],"","",0,0,0
4327,"GSJetpackMiniBossFloatingDeceleratingProjectileExplosionTick","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11589,0,0,"",4433,[],"",[],1,[],-1,[],"","",0,0,0
4328,"GSJetpackMiniBossBombardSingle","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11590,0,0,"",4434,[],"",[],1,[],-1,[],"","",0,0,0
4329,"GSJetpackMiniBossFloatingBombardSingle","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11591,0,0,"",4435,[],"",[],1,[],-1,[],"","",0,0,0
4330,"GSAoDP1_OrbitTotemPayloadImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11592,0,0,"",4436,[],"",[],1,[],-1,[],"","",0,0,0
4331,"GAAoDP1_SpearTossImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11593,0,0,"",4437,[],"",[],1,[],-1,[],"","",0,0,0
4332,"GAAoDP1_SpearTossSweep","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11594,0,0,"",4438,[],"",[],1,[],-1,[],"","",0,0,0
4333,"GAAoDP1_WingFlapComboLeft","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11595,0,0,"",4439,[],"",[],1,[],-1,[],"","",0,0,0
4334,"GAAoDP1_WingFlapComboMiddle","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11596,0,0,"",4440,[],"",[],1,[],-1,[],"","",0,0,0
4335,"GAAoDP1_WingFlapComboRight","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11597,0,0,"",4441,[],"",[],1,[],-1,[],"","",0,0,0
4336,"GSAoDP1_CloneBoltBolt","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11598,0,0,"",4442,[],"",[],1,[],-1,[],"","",0,0,0
4337,"GSJetpackMiniBossOverdriveFloatingSlam","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11603,0,0,"",4443,[],"",[],1,[],-1,[],"","",0,0,0
4338,"GSCorruptionProcessorProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11608,0,0,"",4444,[],"",[],1,[],-1,[],"","",0,0,0
4339,"GSCorruptionProcessorCascadeSlam","",[],"",[],[],"",0,"",2,1000,322,"","",[],47,"","","","",11609,0,0,"",4445,[],"",[],1,[],-1,[],"","",0,0,0
4340,"GSCorruptionProcessorChaosSlam","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11610,0,0,"",4446,[],"",[],1,[],-1,[],"","",0,0,0
4341,"GSCorruptionProcessorChaosSlamReverse","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11611,0,0,"",4447,[],"",[],1,[],-1,[],"","",0,0,0
4342,"GSCorruptionProcessorCascadeSlamChaos","",[],"",[],[],"",0,"",2,1000,322,"","",[],47,"","","","",11612,0,0,"",4448,[],"",[],1,[],-1,[],"","",0,0,0
4343,"GSGeneticsScientistMaleOrbitImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11614,0,0,"",4449,[],"",[],1,[],-1,[],"","",0,0,0
4344,"GSGeneticsScientistMaleRainingProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11615,0,0,"",4450,[],"",[],1,[],-1,[],"","",0,0,0
4345,"GAPackleaderGreatHuntDash","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11617,0,0,"",4452,[],"",[],1,[],-1,[],"","",0,0,0
4346,"GSExpeditionHermitSpiderExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],33,"","","","",11616,0,0,"",4451,[],"",[],1,[],-1,[],"","",0,0,0
4347,"GAAoDP1_SwoopSlamImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11618,0,0,"",4453,[],"",[],1,[],-1,[],"","",0,0,0
4348,"GSJetpackBossBlackHoleExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11620,0,0,"",4454,[],"",[],1,[],-1,[],"","",0,0,0
4349,"GAVoranaLacerate","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11621,0,0,"",4455,[],"",[],1,[],-1,[],"","",0,0,0
4350,"GAVoranaColdWave","",[],"",[],[],"",0,"",2,1000,321,"","",[],62,"","","","",11622,0,0,"",4456,[],"",[],1,[],-1,[],"","",0,0,0
4351,"GSVoranaIceOrbExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11623,0,0,"",4457,[],"",[],1,[],-1,[],"","",0,0,0
4352,"GAPrimordialExpeditionBossChargedSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11624,0,0,"",4458,[],"",[],1,[],-1,[],"","",0,0,0
4353,"GSGeneticsScientistFemaleEnrageDash","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11625,0,0,"",4459,[],"",[],1,[],-1,[],"","",0,0,0
4354,"GSGeneticsScientistFemaleCascadeBlast","",[],"",[],[],"",0,"",2,1000,322,"","",[],38,"","","","",11626,0,0,"",4460,[],"",[],1,[],-1,[],"","",0,0,0
4355,"GSGeneticsScientistFemaleCascadeBlastTriggered","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11627,0,0,"",4461,[],"",[],1,[],-1,[],"","",0,0,0
4356,"GSGeneticsScientistFemaleOrbitImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11636,0,0,"",4462,[],"",[],1,[],-1,[],"","",0,0,0
4357,"GSGeneticsScientistFemaleRainingProjImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11637,0,0,"",4463,[],"",[],1,[],-1,[],"","",0,0,0
4358,"GSExpeditionShellMonsterSunder","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11628,0,0,"",4464,[],"",[],1,[],-1,[],"","",0,0,0
4359,"GSExpeditionShellMonsterProjectile","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11629,0,0,"",4465,[],"",[],1,[],-1,[],"","",0,0,0
4360,"GSTangmazuMirrorBeamDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],38,"","","","",11631,0,0,"",4466,[],"",[],1,[],-1,[],"","",0,0,0
4361,"GSTangmazuBasicSpammableDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11632,0,0,"",4467,[],"",[],1,[],-1,[],"","",0,0,0
4362,"GSTangmazuBasicSpammableImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11633,0,0,"",4468,[],"",[],1,[],-1,[],"","",0,0,0
4363,"MPSGeneticsScientistMaleOrbNovaImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11634,0,0,"",4469,[],"",[],1,[],-1,[],"","",0,0,0
4364,"GSBreachPaleEliteFireballImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11635,0,0,"",4470,[],"",[],1,[],-1,[],"","",0,0,0
4365,"GSGeneticsScientistFemaleOrbNovaImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11638,0,0,"",4471,[],"",[],1,[],-1,[],"","",0,0,0
4366,"GSTangmazuPillarFallDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11639,0,0,"",4472,[],"",[],1,[],-1,[],"","",0,0,0
4367,"GSTangmazuPillarUpwardDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11640,0,0,"",4473,[],"",[],1,[],-1,[],"","",0,0,0
4368,"GSTangmazuMirrorBeamDamageCold","",[],"",[],[],"",0,"",2,1000,322,"","",[],38,"","","","",11631,0,0,"",4474,[],"",[],1,[],-1,[],"","",0,0,0
4369,"GSTangmazuMirrorBeamDamageFire","",[],"",[],[],"",0,"",2,1000,322,"","",[],38,"","","","",11631,0,0,"",4475,[],"",[],1,[],-1,[],"","",0,0,0
4370,"GSTangmazuMirrorBeamDamageLightning","",[],"",[],[],"",0,"",2,1000,322,"","",[],38,"","","","",11631,0,0,"",4476,[],"",[],1,[],-1,[],"","",0,0,0
4371,"GSTangmazuMirrorBeamDamageChoas","",[],"",[],[],"",0,"",2,1000,322,"","",[],38,"","","","",11631,0,0,"",4477,[],"",[],1,[],-1,[],"","",0,0,0
4372,"GSTangmazuMirrorBeamDamagePoison","",[],"",[],[],"",0,"",2,1000,322,"","",[],38,"","","","",11631,0,0,"",4478,[],"",[],1,[],-1,[],"","",0,0,0
4373,"GSCorruptionProcessorChaosStormCallSingle","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11641,0,0,"",4479,[],"",[],1,[],-1,[],"","",0,0,0
4374,"GAHulkCascadeSlam","",[],"",[],[],"",0,"",2,1000,322,"","",[],13,"","","","",11642,0,0,"",4480,[],"",[],1,[],-1,[],"","",0,0,0
4375,"GACorruptionProcessorIceNova","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11643,0,0,"",4481,[],"",[],1,[],-1,[],"","",0,0,0
4376,"GSCorruptionProcessorIceSpikeSingle","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11644,0,0,"",4482,[],"",[],1,[],-1,[],"","",0,0,0
4377,"GSCorruptionProcessorIceSpear","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11645,0,0,"",4483,[],"",[],1,[],-1,[],"","",0,0,0
4378,"GSRaptorDefenderExplosiveShotImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11646,0,0,"",4484,[],"",[],1,[],-1,[],"","",0,0,0
4379,"GSRaptorDefenderRailShot","",[],"",[],[],"",0,"",2,1000,322,"","",[],31,"","","","",11647,0,0,"",4485,[],"",[],1,[],-1,[],"","",0,0,0
4380,"GARitualWendigoP2_BackwardsSwipeoutSwipe1","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11648,0,0,"",4486,[],"",[],1,[],-1,[],"","",0,0,0
4381,"GARitualWendigoP2_BackwardsSwipeoutSwipe2","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11649,0,0,"",4487,[],"",[],1,[],-1,[],"","",0,0,0
4382,"GARitualWendigoP2_SlamMeteorComboMeteorImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11650,0,0,"",4488,[],"",[],1,[],-1,[],"","",0,0,0
4383,"GARitualWendigoP2_SlamMeteorComboPunch1","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11651,0,0,"",4489,[],"",[],1,[],-1,[],"","",0,0,0
4384,"GARitualWendigoP2_SlamMeteorComboPunch2","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11652,0,0,"",4490,[],"",[],1,[],-1,[],"","",0,0,0
4385,"GARitualWendigoP2_SlamMeteorComboPunch3","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11653,0,0,"",4491,[],"",[],1,[],-1,[],"","",0,0,0
4386,"GARitualWendigoP2_SlamMeteorImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11654,0,0,"",4492,[],"",[],1,[],-1,[],"","",0,0,0
4387,"GSRitualWendigoP2_BombardImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11655,0,0,"",4493,[],"",[],1,[],-1,[],"","",0,0,0
4388,"GSRitualWendigoP2_BombardSecondaryImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11656,0,0,"",4494,[],"",[],1,[],-1,[],"","",0,0,0
4389,"GSTangmazuRavenWave","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11657,0,0,"",4495,[],"",[],1,[],-1,[],"","",0,0,0
4390,"GSChayulaFortressCollapseExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11585,0,0,"",4496,[],"",[],1,[],-1,[],"","",0,0,0
4391,"GSUhtredMirrorSegmentBlast","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11665,0,0,"",4497,[],"",[],1,[],-1,[],"","",0,0,0
4392,"GAFuryCascadeSlamEnd","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11666,0,0,"",4498,[],"",[],1,[],-1,[],"","",0,0,0
4393,"GSRitualWendigoP2_AlliedLunarPulse","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11672,0,0,"",4499,[],"",[],1,[],-1,[],"","",0,0,0
4394,"GSRitualWendigoBossMothBallBurst","",[],"",[],[],"",0,"",2,1000,322,"","",[],33,"","","","",11673,0,0,"",4500,[],"",[],1,[],-1,[],"","",0,0,0
4395,"GSProcessedVerisiumProjectileImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11675,0,0,"",4501,[],"",[],1,[],-1,[],"","",0,0,0
4396,"GSGeneticsScientistFemaleGravitySlamSingle","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11676,0,0,"",4502,[],"",[],1,[],-1,[],"","",0,0,0
4397,"GSCyclopsSpiderBossWebRockFlyingDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",0,0,0,"",4503,[],"",[],1,[],-1,[],"","",0,0,0
4398,"GSBreachRangedLaserDamage","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",10776,0,0,"",4504,[],"",[],1,[],-1,[],"","",0,0,0
4399,"GSCentipedeReactorGuardianCycloneExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11677,0,0,"",4505,[],"",[],1,[],-1,[],"","",0,0,0
4400,"GSCyclopsSpiderVerisiumTorpedoImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11678,0,0,"",4506,[],"",[],1,[],-1,[],"","",0,0,0
4401,"GSCentipedeReactorGuardianFireComboExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11679,0,0,"",4507,[],"",[],1,[],-1,[],"","",0,0,0
4402,"GAAoDP1_SpearTossSuperHeroLanding","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11680,0,0,"",4508,[],"",[],1,[],-1,[],"","",0,0,0
4403,"GSRitualWendigoBossCorridorBallBurst","",[],"",[],[],"",0,"",2,1000,322,"","",[],33,"","","","",11681,0,0,"",4509,[],"",[],1,[],-1,[],"","",0,0,0
4404,"GAExpeditionShakariMonsterSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],244,"","","","",11684,0,0,"",4510,[],"",[],1,[],-1,[],"","",0,0,0
4405,"GSCentipedeReactorGuardianLightningExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11686,0,0,"",4511,[],"",[],1,[],-1,[],"","",0,0,0
4406,"GSExpeditionAntHoneyExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],33,"","","","",11692,0,0,"",4512,[],"",[],1,[],-1,[],"","",0,0,0
4407,"GSExpeditionParasiteCrabBigLaser","",[],"",[],[],"",0,"",2,1000,322,"","",[],45,"","","","",11693,0,0,"",4513,[],"",[],1,[],-1,[],"","",0,0,0
4408,"GSDeliriumWarriorComboImpact","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11694,0,0,"",4514,[],"",[],1,[],-1,[],"","",0,0,0
4409,"GADeliriumEliteFuryComboSlamShort","",[],"",[],[],"",0,"",2,1000,321,"","",[],198,"","","","",11695,0,0,"",4515,[],"",[],1,[],-1,[],"","",0,0,0
4410,"GADeliriumEliteFuryComboSlamLong","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11696,0,0,"",4516,[],"",[],1,[],-1,[],"","",0,0,0
4411,"GADeliriumEliteFuryBurrowSlamUpwardImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],33,"","","","",11697,0,0,"",4517,[],"",[],1,[],-1,[],"","",0,0,0
4412,"GADeliriumEliteFuryBurrowTravelDamage","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11698,0,0,"",4518,[],"",[],1,[],-1,[],"","",0,0,0
4413,"GSAoDP1_ExtendoSpearComboVolatileExplode","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11699,0,0,"",4519,[],"",[],1,[],-1,[],"","",0,0,0
4414,"GSAoDP1_ExtendoSpearComboZapBeams","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11700,0,0,"",4520,[],"",[],1,[],-1,[],"","",0,0,0
4415,"GAAoDP1_ExtendoSpearComboLacerate1","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11701,0,0,"",4521,[],"",[],1,[],-1,[],"","",0,0,0
4416,"GAAoDP1_ExtendoSpearComboLacerate2","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11702,0,0,"",4522,[],"",[],1,[],-1,[],"","",0,0,0
4417,"GAAoDP1_ExtendoSpearComboLacerate3","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11703,0,0,"",4523,[],"",[],1,[],-1,[],"","",0,0,0
4418,"GAAoDP1_ExtendoSpearComboSlam1","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11704,0,0,"",4524,[],"",[],1,[],-1,[],"","",0,0,0
4419,"GAAoDP1_ExtendoSpearComboSlam2","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11705,0,0,"",4525,[],"",[],1,[],-1,[],"","",0,0,0
4420,"GAAoDP1_ExtendoSpearComboDashStab","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11706,0,0,"",4526,[],"",[],1,[],-1,[],"","",0,0,0
4421,"GSExpeditionParasiteCrabSmallLaser","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11707,0,0,"",4528,[],"",[],1,[],-1,[],"","",0,0,0
4422,"GSExpeditionParasiteCrabSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11708,0,0,"",4529,[],"",[],1,[],-1,[],"","",0,0,0
4423,"GSDeliriumEliteMaliceLeapExplosion","",[],"",[],[],"",0,"",2,1000,322,"","",[],32,"","","","",11709,0,0,"",4530,[],"",[],1,[],-1,[],"","",0,0,0
4424,"GSDeliriumEliteMaliceLeapProjImpacts","",[],"",[],[],"",0,"",2,1000,322,"","",[],"","","","","",11710,0,0,"",4531,[],"",[],1,[],-1,[],"","",0,0,0
4425,"GAExpeditionMedvedComboAttackImpactEcho","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",828,0,0,"",4532,[],"",[],1,[],-1,[],"","",0,0,0
4426,"GAExpeditionMedvedRockThrowImpact","",[],"",[],[],"",0,"",2,1000,321,"","",[],"","","","","",11711,0,0,"",4533,[],"",[],1,[],-1,[],"","",0,0,0
4427,"GAExpeditionMedvedGroundSlam","",[],"",[],[],"",0,"",2,1000,321,"","",[],13,"","","","",11712,0,0,"",4534,[],"",[],1,[],-1,[],"","",0,0,0
