"rownum","Id","MiscAnimated","i32_24","i32_28","i32_32","i32_36","i32_40","bool_44","i32_45","i32_49","i32_53","bool_57","[rid]_58","bool_74","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","Script","bool_104","i32_105","bool_109","i32_110","i32_114","bool_118","i32_119","MetadataIDs","ScriptCommand","string_147","string_155","string_163","string_171","i32_179","bool_183","bool_184","[rid]_185","i32_201","bool_205","i32_206","bool_210","i32_211","i32_215","i32_219"
150,"1022",[],0,1,4,10,0,1,13,13,0,"",[],"",1,0,7,0,0,"","this.arena_markers -= stormcall; SetStateTo( stormcall, 0 ); SetStateTo( startstormcall, 0);",1,2,"",5,4,"",4,"[""Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/StormcallArenaMarker""]","TriggerSkill(CGEBoneCultistShockedGround, triggerer); TriggerSkill( GABoneCultistBossLightStrike, triggerer);","","","","",1,"","",[],0,"",0,"",0,0,0
151,"1023",[5538],350,1,2,120,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",1,4,1,4,"[""Metadata/Terrain/Gallows/Act2/2_2/Objects/WallSeals""]","","","","globals.wall_seals.Transition();","",0,1,1,[],50,"",0,"",0,0,0
152,"1024",[],300,2,2,80,0,1,6,2,10,1,[],"",1,0,4,-30,0,1,"",1,2,"",5,1,"",1,[],"TriggerSkill( MarakethMatriarchBeamBarrageTB2, triggerer );","","","","",0,1,1,[],0,"",60,"",0,0,0
153,"1025",[],0,1,4,10,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,1,"[""Metadata/Monsters/PerennialKingHumanBoss""]","triggerer.SetStateTo( corrupting, 0 );","","triggerer.AddEffectPack( AsalaLightningHit );","","",0,1,1,[],0,"",0,"",0,0,0
154,"1026",[],0,3,2,7,2,1,6,2,-5,"",[],"",1,0,2,0,0,"","","",2,"",5,4,1,1,[],"triggerer.Transition();","","","","",0,"","",[],0,"",0,"",0,0,0
155,"1027",[],0,3,2,2,40,1,6,2,-3,"",[],"",1,0,2,0,0,"","","",2,"",5,4,1,1,[],"triggerer.Transition();","","","","",0,"","",[],0,"",0,"",0,0,0
156,"1028",[],300,2,2,80,0,1,6,2,10,1,[],"",1,0,4,30,0,1,"",1,2,"",5,1,"",1,[],"TriggerSkill( MarakethMatriarchBeamBarrageTB2Left, triggerer );","","","","",0,1,1,[],0,"",60,"",0,0,0
157,"1029",[6667],250,1,2,18,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",1,2,"",1,"[""Metadata/Monsters/EtchedBeetles/LargeEtchedBeetleBossMinion""]","triggerer.AddBuff( beetle_boss_buff, 5, 50, 20, 20 );","","","","",0,1,1,[],50,"",0,"",0,0,0
158,"1030",[],500,1,2,60,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/HyenaMonster/HyenaMonster""]","DelayRandom( 0.2, 0.6, { triggerer.DoAction(ChangeToStance1); } );","","","","",0,1,1,[],50,"",0,"",0,0,0
159,"1032",[7126],0,1,4,22,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",1,2,"",1,"[""Metadata/Monsters/VaalSavage/CannibalTribeSpearThrower"",""Metadata/Monsters/VaalSavage/CannibalTribeSpearMelee"",""Metadata/Monsters/VaalSavage/CannibalTribeDagger"",""Metadata/Monsters/VaalSavage/CannibalTribeGiant""]","triggerer.SetStateTo( buffed, 1 ); triggerer.AddBuff( cannibal_shaman_buff, infinite, 50, 100 );","","","","",0,1,1,[],0,"",0,"",0,0,0
160,"1033",[7150],600,1,2,35,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/VaalSavage/VaalSavageBrute"",""Metadata/Monsters/VaalSavage/VaalSavageStalker"",""Metadata/Monsters/VaalSavage/VaalSavageGiant""]","triggerer.SetStateTo( buffed, 1 ); triggerer.AddBuff( vaal_savage_shaman_buff, infinite );","","","","",0,1,1,[],50,"",0,"",0,0,0
161,"1034",[],500,1,2,60,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Monkeys/MonkeyJungle""]","triggerer.SetStateTo( engaged, 1 ); triggerer.SetStateFlag( engaged, Locked ); triggerer.StartStateTimer( moral_boost, 5.0 );","","","","",0,1,1,[],50,"",0,"",0,0,0
162,"1035",[],0,4,4,140,70,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act3/3_3/Objects/TreeNodeMarker""]","triggerer.StartMonsterSpawner(1);","","","","",0,"","",[],0,"",0,"",0,0,0
163,"1036",[],0,3,2,19,15,1,6,2,3,"",[],"",1,0,2,0,0,"","",1,1,"",5,2,"",1,"[""Metadata/Monsters/VaalSavage/SavageEffigy""]","triggerer.SetStateTo( fire, 1 ); ","","","","",1,"","",[],0,"",0,"",0,0,0
164,"1037",[],0,2,4,20,0,1,2,4,100,"",[],"",1,0,6,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","If( GetCurrentMoveSpeed() > 65, (){  triggerer.SetStateTo( explode, 1 ); }, (){  triggerer.SetStateTo( explode, 3 ); } );","","","","",0,"","",[],0,"",30,1,0,0,0
165,"1038",[],200,1,3,22,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/VaalSavage/bonewall/SavageBoneWall""]","TriggerSkill( GABogGiantBoneWallShatter, slamlocation, NoFlags, 0, 100, triggerer ); triggerer.KillSelfNoDrops();","","","","",0,1,1,[],33,"",0,"",0,0,0
166,"1039",[],1200,1,2,40,0,"",13,13,0,"",[],"",1,0,2,0,0,"","TriggerSkill( GTVaalPyramidBeam );",1,2,"",5,2,"",2,"[""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolem"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbot"",""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemAncient"",""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemSpawned"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotAncient_"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotSpawned"",""Metadata/Monsters/VaalConstructs/Cycloning/VaalCycloneConstruct"",""Metadata/Monsters/VaalConstructs/Cycloning/VaalCycloneConstructSpawned"",""Metadata/Monsters/VaalConstructs/Ball/VaalBowlingBall"",""Metadata/Monsters/VaalConstructs/Ball/VaalBowlingBallSpawned""]","TriggerSkill( TBVaalPyramidReviveBeam, triggerer ); triggerer.reviver = this; TriggerSkill( VaalConstructPyramidReviveConstructs, triggerer);","","","","",0,"","",[],200,1,0,"",0,0,0
167,"1040",[7172],170,1,3,130,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack1"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack2"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack3"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack4""]","TriggerSkill( GSBlackJawCrackExplosion, triggerer );","","","","",0,1,1,[],33,"",0,"",0,0,0
168,"1041",[7172],170,1,3,130,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack1"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack2"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack3"",""Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack4""]","triggerer.SetStateTo( activated, 1 ); TriggerSkill( GSBlackJawCrackExplosion, triggerer );","","","","",0,1,1,[],33,"",0,"",0,0,0
169,"1042",[],0,2,2,60,0,1,6,2,100,1,[],"",1,0,4,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource9"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource10"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource11"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource20"",""Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource21""]","triggerer.SetStateTo( blaze, 1); ","","","","",0,1,1,[],0,"",8,"",0,0,0
170,"1043",[],0,1,2,120,0,1,13,13,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.MakeBeam( IgnagdukFireWaveBeam, this, FollowFrom|FollowTo, face_beam, gather_all ); triggerer.SetStateTo( burnin, 1 );","","","","",5,"","",[],0,"",0,"",0,0,0
171,"1044",[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukBasicProjBeam, this, FollowFrom|FollowTo, face_beam, gather_left_01 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","","","","",1,"","",[],0,"",90,"",0,0,0
172,"1045",[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukBasicProjBeam, this, FollowFrom|FollowTo, face_beam, gather_right_01 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","","","","",1,"","",[],0,"",90,"",0,0,0
173,"1046",[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukDoubleFireboltBeam, this, FollowFrom|FollowTo, face_beam, gather_right_02 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","","","","",2,"","",[],0,"",135,"",0,0,0
174,"1047",[],0,2,2,220,0,"",4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","this.flamewall_sources += triggerer;","","","","",1,"","",[],0,"",90,"",0,0,0
175,"1048",[],0,1,4,30,0,"",13,13,0,"",[],"",1,0,2,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/DrownedCrew/DrownedCrewSword_"",""Metadata/Monsters/DrownedCrew/DrownedCrewAxe""]","triggerer.my_hag = this; triggerer.SetStateTo( revive, 1);","","","","",3,"","",[],0,"",0,"",0,0,0
176,"1049",[],0,1,4,3,0,1,13,13,0,1,[],"",1,0,2,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/VaalMonsters/ViperLegionnaire/ViperLegionnaireShield_""]","triggerer.SetStateTo( snaked, 1 );","","","","",1,1,1,[],0,"",0,"",0,0,0
177,"1050",[],0,1,4,5,0,1,13,13,0,"",[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/BloodBathers/BloodBatherDualWield/BloodBatherDualWield"",""Metadata/Monsters/BloodBathers/BloodBatherShield/BloodBatherShield"",""Metadata/Monsters/BloodBathers/BloodBatherSword/BloodBatherSword""]"," triggerer.SetStateTo( explode, 1 );","","","","",0,"","",[],0,"",0,"",0,0,0
178,"1051",[7302],0,1,4,32,0,1,13,13,0,1,[],"",1,0,2,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/VaalMonsters/Living/VaalAxeThrower"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBlood"",""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrower"",""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter"",""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestFemale"",""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestMale""]","triggerer.SetCorpseUsable( false ); triggerer.SetStateTo( volatile, 1 );","","","","",6,1,1,[],0,"",0,"",0,0,0
179,"1052",[],0,2,2,20,0,1,6,2,5,"",[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/VaalMonsters/Living/VaalAxeThrower"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotDaggersBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickBlood"",""Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBlood"",""Metadata/Monsters/VaalMonsters/Living/VaalGoliathLivingCrystalThrower"",""Metadata/Monsters/VaalMonsters/Living/VaalShapeshifter""]","triggerer.KillSelfNoDrops(  );  this.elemental_target = triggerer;  triggerer.SetCorpseUsable( false );","","","","",1,"","",[],0,"",60,"",0,0,0
180,"1053",[7312],200,1,4,18,0,1,13,13,0,1,[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( cenobite_leash_healing, 3, 300, 180 );","","","","",0,1,1,[],50,"",0,"",0,0,0
181,"1054",[],0,1,4,18,0,1,13,13,0,1,[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/Cenobite/CenobiteSwarmUgly/CenobiteSwarm""]","triggerer.SetStateTo( mushroom, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
182,"1055",[7718],0,1,5,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","HealPercent(15);",1,2,"",5,1,"",3,[],"triggerer.SetCorpseUsable( false );  triggerer.Delete();","","","","",1,1,1,[],0,"",0,"",0,0,0
183,"1056",[],440,2,3,50,0,1,6,3,100,1,[],"",1,0,2,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/GullGoliath/objects/slam_spikes""]"," triggerer.SetStateTo( explode, 1 ); ","","","","",0,1,1,[],110,"",70,"",0,0,0
184,"1057",[7325],1000,1,4,23,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,[],"triggerer.IfExists(revive_group_radius, { Revive(); DoAction( Revive ); AddBuff( monster_no_drops_buff, infinity, 1 ); } );","","","","",0,1,1,[],100,"",0,"",0,0,0
185,"1058",[],300,1,2,100,0,"",13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion1"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion2"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion3"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion4"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion5"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion6""]","triggerer.KillSelfNoDrops();","","","","",0,"","",[],33,"",0,"",0,0,0
186,"1059",[7372],450,1,2,150,0,"",13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BogZombie/BogZombieEmitter""]","Roll(1, 3, {triggerer.Call( zomb ); triggerer.shaman = this;});","","","","",10,"","",[],50,"",0,"",0,0,0
187,"1060",[],650,2,4,70,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLine"",""Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLineStart"",""Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLineEnd""]","triggerer.SetStateTo(explode, 1);","","","","",0,1,1,[],33,"",140,"",0,0,0
188,"1061",[],500,1,3,80,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWall.ots""]","","","","","",0,1,1,[],66,"",0,"",0,0,0
189,"1062",[],300,1,3,33,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( karui_horn_buff, 4, 10 );","","","","",0,"","",[],33,"",0,1,0,0,0
190,"1063",[],0,1,4,5,0,1,13,13,0,1,[],"",1,0,5,0,0,"","",1,2,"",5,2,"",3,"[""Metadata/Monsters/ParasiteMonsters/MantaRayParasiteDead"",""Metadata/Monsters/ParasiteMonsters/OctopusParasiteDead"",""Metadata/Monsters/ParasiteMonsters/TurtleParasiteDead"",""Metadata/Monsters/ParasiteMonsters/AngerfishParasiteDead"",""Metadata/Monsters/ParasiteMonsters/MantaRayParasite"",""Metadata/Monsters/ParasiteMonsters/OctopusParasite"",""Metadata/Monsters/ParasiteMonsters/TurtleParasite__"",""Metadata/Monsters/ParasiteMonsters/AngerfishParasite""]","corpse.SetCorpseUsable( false ); corpse.ChangeStance(default); corpse.Revive();  corpse.DoAction(Revive); corpse.SetStateTo(claimed, 0); Delete();","","","","",1,1,1,[],0,"",0,"",0,0,0
191,"1064",[],1000,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/ParasiteMonsters/MantaRayParasite"",""Metadata/Monsters/ParasiteMonsters/OctopusParasite"",""Metadata/Monsters/ParasiteMonsters/TurtleParasite__"",""Metadata/Monsters/ParasiteMonsters/AngerfishParasite"",""Metadata/Monsters/ParasiteMonsters/ParasiteMonster01"",""Metadata/Monsters/ParasiteMonsters/ParasiteMonster02""]","this.shield_array = Shuffle( shield_array ); triggerer.shield_section = GetVariablesFromGroup( this.shield_array, 1, Order ); this.shield_array = GetVariablesFromGroup( shield_array, 1, RemoveFirst ); triggerer.Call( host_boss_protect, this );","","","","",10,1,1,[],0,"",0,"",0,0,0
192,"1065",[],0,1,4,23,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( hag_curse_debuff, 10 );","","","","",0,1,1,[],0,"",0,"",0,0,0
193,"1067",[],0,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( monster_smite_lightning_and_undead_damage_tiki, 6, 15, 25, 750 );","","","","",3,1,1,[],0,"",0,"",0,0,0
194,"1068",[7754],333,1,3,50,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderSoldier""]","triggerer.SetStateTo(frozen_shield, 1);","","","","",6,1,1,[],33,"",0,"",0,0,0
195,"1069",[7761],400,1,4,19,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.RemoveBuff( ignited ); triggerer.RemoveBuff( chilled ); triggerer.RemoveBuff( frozen ); triggerer.RemoveBuff( shocked ); triggerer.AddBuff( twilight_order_holy_heal, 3, 300, 180 );","","","","",0,1,1,[],50,"",0,"",0,0,0
196,"1071",[],0,1,4,35,0,1,13,13,0,"",[],"",3,0,7,0,0,"","","",2,"",5,1,"",1,[],"TriggerSkill( EDSBloodClanCasterWave, triggerer, origin_override: target );","","","","",1,"","",[],0,"",0,"",0,0,0
197,"1072",[],0,1,4,3,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/RootedGuys/RootedGuy01/RootedGuy1____"",""Metadata/Monsters/RootedGuys/RootedGuy02/RootedGuy2"",""Metadata/Monsters/RootedGuys/RootedGuy03/RootedGuy3"",""Metadata/Monsters/RootedGuys/RootedGuy04/RootedGuy4"",""Metadata/Monsters/RootedGuys/Cocoons2/Cocoons2__""]","Revive(); DoAction( Revive ); AddBuff( monster_no_drops_buff, infinity, 1 );","","","","",1,"","",[],0,"",0,"",0,0,0
198,"1073",[7794],600,1,4,25,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/RootedGuys/RootedGuy01/RootedGuy1____"",""Metadata/Monsters/RootedGuys/RootedGuy02/RootedGuy2"",""Metadata/Monsters/RootedGuys/RootedGuy03/RootedGuy3"",""Metadata/Monsters/RootedGuys/RootedGuy04/RootedGuy4"",""Metadata/Monsters/RootedGuys/Cocoons2/Cocoons2__""]","TriggerSkill( TBRootedRevive, triggerer );","","","","",14,1,1,[],100,"",0,1,0,0,0
199,"1074",[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",3,"[""Metadata/Monsters/PrimordialMonsters/PrimordialMothMonster"",""Metadata/Monsters/PrimordialMonsters/PrimordialHound"",""Metadata/Monsters/PrimordialMonsters/PrimordialMonster3""]","triggerer.If( Not( VariableExists( drained_as ) ),(){\tMakeBeam( PrimordialMothCorpseDrainBeam, this, FollowTo|FollowFrom, 6, 24 );\ttriggerer.drained_as = 1;AddNamedDelay( DrainedCorpse, 1.0, { AddBuff( primordial_moth_corpse_desaturation_effect, infinity ); } );\tMakeVariableSerialised( drained_as );} );","","","","",5,1,1,[],0,"",0,"",0,0,0
200,"1075",[],0,1,4,10,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/VaalBossStatue/Objects/VaalStatueBossWallLasers"",""Metadata/Monsters/VaalBossStatue/Objects/VaalStatueBossWallLasersSTANDALONE"",""Metadata/Monsters/LeagueIncursionNew/AlchemyLab/StatueBoss/Objects/VaalStatueBossWallLasers""]","this.beam_target = triggerer; triggerer.CopyState( laser_repeats, owner ); triggerer.CopyState( disco_repeats, owner ); triggerer.SetStateTo( do_a_laser, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
201,"1076",[],0,1,4,5,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/TheScientist4/ScientistIceWall""]","TriggerSkill( GAScientist4IceWallShatter, slamlocation, NoFlags, 0, 100, triggerer ); triggerer.KillSelfNoDrops(); triggerer.ChangeStance(stance3);","","","","",0,"","",[],0,"",0,"",0,0,0
202,"1077",[],0,2,3,16,0,1,3,10,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,1,"",1,[],"triggerer.BlindForDuration( this, 4 );","","","","",0,1,1,[],0,"",50,"",0,0,0
203,"1078",[],0,1,5,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","Call(spawn_fireflies);",1,2,"",5,1,"",1,[],"","","","","",1,1,1,[],0,"",0,"",0,0,0
204,"1079",[],0,2,3,50,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",4,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","triggerer.boss_shaman = this;DelayRandom( 0.03, 0.3, {triggerer.SetStateTo(det_dead, 1);} );","","","","",0,1,1,[],0,"",30,"",0,0,0
205,"1080",[7952],250,1,3,41,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,2,"",3,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","\t\ttriggerer.If( Or( GetState( vol_dead ) == 0, GetState( det_dead ) == 0 ), ()\r\n\t\t{\r\n\t\t\ttriggerer.boss_shaman = this;\r\n\t\t\ttriggerer.SetStateTo( det_dead, 1 );\r\n\t\t} );","","","","",0,1,1,[],0,"",0,"",0,0,0
206,"1081",[],0,2,3,50,0,1,6,2,100,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","\t\ttriggerer.If( Or( GetState( vol_dead ) == 0, GetState( det_dead ) == 0 ), ()\r\n\t\t{\r\n\t\t\ttriggerer.boss_shaman = this;\r\n\t\t\ttriggerer.SetStateTo( vol_dead, 1 );\r\n\t\t} );","","","","",3,1,1,[],0,"",30,"",0,0,0
207,"1082",[],0,1,2,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","triggerer.SetStateTo( explode, 2 );","","","","",0,"","",[],0,"",0,"",0,0,0
208,"1083",[],0,2,3,50,0,1,6,2,100,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","\t\ttriggerer.If( Or( GetState( vol_dead ) == 0, GetState( det_dead ) == 0 ), ()\r\n\t\t{\r\n\t\t\ttriggerer.boss_shaman = this;\r\n\t\t\ttriggerer.SetStateTo( vol_dead, 1 );\r\n\t\t} );","","","","",1,1,1,[],0,"",30,"",0,0,0
209,"1084",[],0,1,2,256,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","triggerer.If( TypeContains( \""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy\"" ), { SetStateTo( burning, 2 ); }, { SetStateTo( explode, 4 ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
210,"1085",[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukDoubleFireboltBeam, this, FollowFrom|FollowTo, face_beam, gather_left_02 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","","","","",2,"","",[],0,"",135,"",0,0,0
211,"1087",[],0,1,5,0,0,1,13,13,0,1,[],"",1,0,2,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Projectiles/DeceleratingProjectileSerpentClanBossIdleForImpact""]","","","","","triggerer.PlayAnimation(impact);",0,1,1,[],0,"",0,"",0,0,0
