"rownum","Id","i32_8","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","MonsterResistances","bool_45","i32_46"
814,"FallenKaruiShieldAxe",100,"",75,0,0,20,[0],1,0
815,"LivingKaruiShieldAxeLandmarkAlly",100,"",75,0,0,20,[0],1,0
816,"LivingKaruiShieldAxe",100,"",75,0,0,20,[0],1,0
817,"FallenKaruiTwoHandAxe",100,"",50,0,0,20,[0],1,0
818,"FallenKaruiOneHandMace",100,"",50,0,0,20,[0],1,0
819,"LivingKaruiOneHandMaceLandmarkAlly",100,"",25,25,0,20,[0],1,0
820,"LivingKaruiOneHandMace",100,"",25,25,0,20,[0],1,0
821,"SirenBoss",100,"",0,0,20,20,"[2,11]",1,0
822,"SirenBossMAP",100,"",0,0,20,20,"[2,11]",1,0
823,"KaruiSpiritSummon",100,"",0,0,40,20,[0],1,0
824,"KaruiWarriorHorn",100,"",50,0,0,20,[0],1,0
825,"SudokuBoss",100,"",0,0,0,20,[0],1,0
826,"YamaBoss",100,"",0,50,15,20,[0],1,0
827,"YamaBossMAP",100,"",0,50,15,20,[0],1,0
828,"KaruiWarriorRot",100,"",0,25,0,20,[0],1,0
829,"KaruiWarriorHook",100,"",0,25,0,20,[0],1,0
830,"BloodFeverDrunk",100,"",60,0,0,20,[0],1,0
831,"BloodFeverHook",100,"",30,0,0,20,[0],1,0
832,"BloodFeverSpear",100,"",0,60,0,20,[0],1,0
833,"BloodFeverKarui1HAxe",100,"",30,0,0,20,[0],1,0
834,"BloodFeverKarui2HAxe",100,"",60,0,0,20,[0],1,0
835,"BloodFeverKarui1HMace",100,"",30,0,0,20,[0],1,0
836,"BloodFeverKarui1HMaceTrailer",100,"",30,0,0,20,[0],1,0
837,"BloodFeverBlob",100,"",0,0,0,20,[0],1,0
838,"BloodFeverPoi",100,"",30,30,0,20,[5],1,0
839,"BloodFeverBoar",100,"",25,25,0,20,[0],1,0
840,"BloodFeverMedicineWoman",100,"",0,0,20,20,"[6,11]",1,0
841,"BloodFeverButcher",100,"",70,0,0,20,[0],1,0
842,"ParasiteMonster01",100,"",0,0,0,20,[0],1,0
843,"ParasiteMonster02",100,"",0,50,0,20,[0],1,0
844,"MorayClan",100,"",0,25,0,20,[0],1,0
845,"MantaRayParasite",100,"",25,25,0,20,[0],1,0
846,"OctopusParasite",100,"",0,0,0,20,[0],1,0
847,"TurtleParasite",100,"",75,0,0,20,[0],1,0
848,"AngerfishParasite",100,"",0,25,0,20,[0],1,0
849,"ParasiteHost",100,"",50,0,0,20,[0],1,0
850,"BloodFeverBloater",100,"",80,0,0,20,[0],1,0
851,"SpiritTortoise",100,"",100,0,10,20,"[2,7]",1,0
852,"HeadlessIceGoblin",100,"",75,0,0,20,[0],1,0
853,"KaruiCaptainBoss",100,"",75,0,0,20,[5],1,0
854,"KaruiCaptainBoss2",100,"",75,0,0,20,[0],1,0
855,"KaruiCaptainBoss3",100,"",75,0,0,20,[0],1,0
856,"KaruiCaptainBossMap",100,"",75,0,0,20,[5],1,0
857,"KaruiCaptainBoss2Map",100,"",75,0,0,20,[0],1,0
858,"KaruiCaptainBoss3Map",100,"",75,0,0,20,[0],1,0
859,"WarriorSpirit",100,"",50,0,0,20,[0],1,0
860,"AntCarrier",100,"",50,0,0,20,[0],1,0
861,"AntRoach",100,"",25,75,0,20,[0],1,0
862,"CreepyHag",100,"",0,40,50,20,[0],1,0
863,"HairySlumsProwler",100,"",50,0,0,20,[0],1,0
864,"MaidenParasite",100,"",0,25,0,20,[0],1,0
865,"DolphinParasite",100,"",0,25,0,20,[0],1,0
866,"RootedGuy1",100,"",25,25,0,20,[0],1,0
867,"BagLady",100,"",50,0,0,20,[0],1,0
868,"Screecher",100,"",0,30,20,20,[0],1,0
869,"RootedGuy2",100,"",25,25,0,20,[0],1,0
870,"RootedGuy3",100,"",50,0,0,20,[0],1,0
871,"RaisedBranchMonster",100,"",25,0,0,20,"[1,8]",1,0
872,"RaisedBranchMinion",100,"",15,0,10,20,"[1,8]",1,0
873,"RootedGuy4",100,"",75,0,0,20,[0],1,0
874,"RootedGuy5",100,"",25,0,15,20,[0],1,0
875,"RootedGuyRitual",100,"",75,0,0,20,[0],1,0
876,"RootedBarrier",100,"",0,0,0,20,[0],1,0
877,"JudgementBird",100,"",0,50,0,0,[0],1,0
878,"BaronHumanForm",100,"",100,0,0,20,[1],1,0
879,"BaronHumanFormWolf",100,"",35,75,0,20,[1],1,0
880,"BaronCorruptedWolfForm",100,"",0,0,0,20,[1],1,0
881,"BaronHumanFormMap",100,"",100,0,0,20,[2],1,0
882,"BaronHumanFormWolfMap",100,"",35,100,0,20,[2],1,0
883,"BaronCorruptedWolfFormMap",100,"",0,0,0,20,[2],1,0
884,"BaronWolfSummon",100,"",0,45,0,20,"[7,1]",1,0
885,"TumourStatue1",100,"",75,25,0,20,"[1,7]",1,0
886,"TumourStatue2",100,"",75,25,0,20,"[1,7]",1,0
887,"TumourStatue3",100,"",75,25,0,20,"[1,7]",1,0
888,"TumourStatue7Monster",100,"",50,0,0,20,"[1,7]",1,0
889,"TumourStatueStatic",100,"",100,0,0,20,"[1,7]",1,0
890,"TumourStaticTentacleSmall",100,"",50,50,0,0,"[1,7]",1,0
891,"TumourStaticTentacleLarge",100,"",50,50,0,0,"[1,7]",1,0
892,"TumourTentacleWorm",100,"",50,50,0,0,"[1,7]",1,0
893,"TumourSnakeStatue",100,"",75,0,0,20,"[1,7]",1,0
894,"TumourSpider",100,"",50,35,0,20,"[1,7]",1,0
895,"TwilightOrderSorcerer",100,"",0,25,15,20,"[13,20]",1,0
896,"TwilightOrderGuardBoss",100,"",80,0,0,20,[0],1,0
897,"IceHermitSpider",100,"",35,20,0,20,[0],1,0
898,"TwilightOrderStigmataArcher",100,"",15,40,0,20,[0],1,0
899,"TwilightOrderStigmataMace",100,"",50,15,0,20,[0],1,0
900,"TwilightOrderStigmataAxe",100,"",0,0,0,20,[0],1,0
901,"TwilightOrderBellBearer",100,"",50,0,0,20,[0],1,0
902,"IceSpiker",100,"",35,35,0,20,[0],1,0
903,"IceHound",100,"",35,0,0,20,[0],1,0
904,"IceCaster",100,"",0,25,15,20,[0],1,0
905,"IceWallMonsterGeneric",100,"",50,0,0,0,[0],1,0
906,"CarnivorousPlantEater",100,"",50,0,0,20,[0],1,0
907,"PrimordialMothMonster",100,"",33,0,10,20,[0],1,0
908,"PrimordialFungusBoss",100,"",0,0,0,20,[0],1,0
909,"CentaurPaleDemon",100,"",25,35,0,20,[0],1,0
910,"AntQueen",100,"",0,0,0,20,[0],1,0
911,"IceGorigator",100,"",100,0,0,20,[0],1,0
912,"IceWendigo",100,"",100,0,0,20,[0],1,0
913,"IceFusedSkeleton",100,"",100,0,0,20,[0],1,0
914,"ScarecrowBeast",100,"",0,0,0,20,[0],1,0
915,"PerennialKing",100,"",50,0,0,20,"[9,5,3]",1,0
916,"PerennialKingMap",100,"",50,0,0,20,"[9,5,3]",1,0
917,"PerennialKingCorpseFriend",100,"",0,0,0,20,[0],1,0
918,"PrimordialHound",100,"",25,60,0,20,[0],1,0
919,"SewerCockroach",100,"",0,33,0,20,[0],1,0
920,"Cocoons3",100,"",60,0,0,20,[0],1,0
921,"PrimordialMonster3",100,"",35,25,0,20,[0],1,0
922,"PrimordialMonster1",100,"",0,0,0,20,[0],1,0
923,"PrimordialMonster1FireFly",100,"",0,0,0,20,[0],1,0
924,"Cocoons2",100,"",50,0,15,20,[0],1,0
925,"PlantWorm",100,"",50,25,0,20,[0],1,0
926,"TwilightOrderExecratusExecutioner",100,"",50,0,0,20,[0],1,0
927,"TwilightOrderExecratusAlchemist",100,"",0,0,0,20,[0],1,0
928,"FallenGodBloater",100,"",20,0,0,20,[0],1,0
929,"FallenGodBloaterBossMinion",100,"",20,0,0,20,[0],1,0
930,"FallenGodsSplit",100,"",35,0,0,20,[0],1,0
931,"FallenGodsSplitRitual",100,"",35,0,0,20,[0],1,0
932,"FallenGodsSplitBossMinion",100,"",35,0,0,20,[0],1,0
933,"FallenGodsClubHand",100,"",65,0,0,20,[0],1,0
934,"FallenGodsClubHandBossMinion",100,"",65,0,0,20,[0],1,0
935,"FallenGodsCrawler",100,"",0,70,0,20,[9],1,0
936,"FallenGodsCrawlerBossMinion",100,"",0,70,0,20,[9],1,0
937,"FallenGodsStalker",100,"",20,65,0,20,[0],1,0
938,"FallenGodsStalkerBossMinion",100,"",20,65,0,20,[0],1,0
939,"GorillaDemon",100,"",75,0,0,20,[0],1,0
940,"FallenStag",100,"",60,0,0,20,[0],1,0
941,"FallenStagBossMinion",100,"",60,0,0,20,[0],1,0
942,"FallenStagRitual",100,"",60,0,0,20,[0],1,0
943,"FallenHooks",100,"",25,30,0,20,[0],1,0
944,"FallenHooksRitual",100,"",25,30,0,20,[0],1,0
945,"FallenHooksBossMinion",100,"",25,30,0,20,[0],1,0
946,"FallenLunarisMonster",100,"",30,0,8,20,[0],1,0
947,"FallenSolarisMonster",100,"",50,50,0,20,[0],1,0
948,"MushroomFungus",100,"",50,0,0,20,[0],1,0
949,"SpinningWheelHag",100,"",0,0,20,20,[0],1,0
950,"ThreadPuppet",100,"",20,0,0,20,[0],1,0
951,"ImperialGraveyardKnight",100,"",80,25,0,20,[0],1,0
952,"GinsengBabyMedium",100,"",0,25,0,20,[0],1,0
953,"GinsengBabySmall",100,"",0,50,0,20,[0],1,0
954,"GinsengWhipPapa",100,"",75,0,0,20,[0],1,0
955,"RootSerpent",100,"",50,0,0,20,[0],1,0
956,"CactusMonster",100,"",0,35,0,20,[0],1,0
957,"WormsKing",100,"",70,0,0,20,"[7,1]",1,0
958,"CockroachMan",100,"",25,25,0,20,[0],1,0
959,"CreepingHuman",100,"",35,10,0,20,[0],1,0
960,"SewerOpossum",100,"",35,20,0,20,[0],1,0
961,"RatMonsterCistern",100,"",20,25,0,20,[0],1,0
962,"AsalaBeachhead",100,"",33,33,8,20,[0],1,0
963,"DoryaniBeachhead",100,"",33,33,8,20,[0],1,0
964,"KaruiCaptainBeachhead",100,"",33,33,8,20,[0],1,0
965,"SinBeachhead",100,"",33,33,8,20,[0],1,0
966,"KaruiBaseWarzone",100,"",50,0,0,20,[0],1,0
967,"TwilightOrderBaseWarzone",100,"",50,0,0,20,[0],1,0
968,"MarakethBaseWarzone",100,"",30,30,0,20,[0],1,0
969,"Scientist2",100,"",0,50,0,20,[0],1,0
970,"Scientist3",100,"",0,66,0,20,[0],1,0
971,"Scientist4",100,"",25,65,0,20,[0],1,0
972,"Scientist5",100,"",50,0,0,20,[0],1,0
973,"LieutenantArcher",100,"",0,50,0,20,[0],1,0
974,"DemonOtter",100,"",0,25,0,20,[0],1,0
975,"VaalStatueBoss",100,"",100,0,15,20,"[5,1,11]",1,0
976,"VaalStatueBossMAP",100,"",100,0,15,20,"[5,1,11]",1,0
977,"VaalStatueBossSTANDALONE",100,"",100,0,15,20,"[5,1,11]",1,0
978,"LieutenantBrute",100,"",80,0,0,20,[0],1,0
979,"HusbandMonster",100,"",100,0,0,20,[5],1,0
980,"HusbandMonsterCRUEL",100,"",100,0,0,20,[5],1,0
981,"HusbandMonsterSTANDALONE",100,"",100,0,0,20,[5],1,0
982,"Scientist1",100,"",0,25,10,20,[0],1,0
983,"BrambleSnake",100,"",75,0,0,20,[0],1,0
984,"PrimordialBlightedCore",100,"",0,0,0,20,[0],1,0
985,"SoulGemlingSpirit",100,"",0,0,0,20,[0],1,0
986,"SoulGemlingHost",100,"",0,25,30,20,[0],1,0
987,"SoulGemlingDaemon",100,"",0,0,0,0,[0],1,0
988,"DemonicSpikeThrower",100,"",20,30,0,20,[0],1,0
989,"Dominatrix",100,"",20,50,0,20,[0],1,0
990,"GimpDogman",100,"",20,50,0,20,[0],1,0
991,"Mama",100,"",0,30,0,20,[0],1,0
992,"MamaBaby",100,"",0,50,0,20,[0],1,0
993,"IncenseCaster",100,"",50,0,15,20,[0],1,0
994,"SlaveRiderMale",100,"",0,0,0,20,[0],1,0
995,"GladiatorPitbull",100,"",30,25,0,20,[0],1,0
996,"GladiatorPitbullArmour",100,"",70,25,0,20,[0],1,0
997,"GladiatorHorn",100,"",40,40,0,20,[0],1,0
998,"GladiatorBolos",100,"",40,40,0,20,[0],1,0
999,"GladiatorSpear",100,"",40,40,0,20,[0],1,0
1000,"GladiatorMinotaur",100,"",80,0,0,20,[0],1,0
1001,"Cedrus",100,"",50,0,0,0,[0],1,0
1002,"TwilightOrderBruteBoss",100,"",0,0,0,20,[0],1,0
1003,"RatKing",100,"",0,0,0,20,[0],1,0
1004,"CyclopsBoss",100,"",0,0,0,20,[0],1,0
1005,"TwilightOrderRuneTracer",100,"",0,25,10,20,[0],1,0
1006,"TwilightOrderJudge",100,"",0,25,10,20,[0],1,0
1007,"TwilightOrderCleric",100,"",0,0,30,20,"[13,20]",1,0
1008,"VolcanicSaltGolem",100,"",100,0,0,20,"[6,4]",1,0
1009,"VolcanicQuakeGolem",100,"",100,0,0,20,"[6,3]",1,0
1010,"BirdBarrier",100,"",0,0,0,20,[0],1,0
1011,"TwilightOrderHarbourGuardBoss",100,"",0,0,0,20,[0],1,0
1012,"TwilightOrderHarbourGuard",100,"",0,0,0,20,[0],1,0
1013,"FallenGodMinibossSanctified",100,"",0,0,20,20,[6],1,0
1014,"FallenGodMiniboss",100,"",0,0,20,20,[6],1,0
1015,"FountainStatueBoss",100,"",0,0,0,20,[0],1,0
1016,"TwilightOrderHighPriestBoss",100,"",0,0,0,20,[0],1,0
1017,"RabidDog",100,"",0,40,0,20,[0],1,0
1018,"RabidDogRare",100,"",0,40,0,20,[0],1,0
1019,"TwilightOrderExecratusSpear",100,"",0,75,0,20,[0],1,0
1020,"TwilightOrderExecratusBlackPrince",100,"",0,0,0,20,[0],1,0
1021,"TwilightOrderTenderizerTwin",100,"",0,0,0,20,[0],1,0
1022,"MarakethWarriorBow",100,"",0,50,0,20,[0],1,0
1023,"MarakethWarriorClaws",100,"",0,75,0,20,[0],1,0
1024,"MarakethWarriorGeneric",100,"",25,50,0,20,[0],1,0
1025,"EssiePaulius_Paulius",100,"",0,0,0,20,[0],1,0
1026,"SummonedMercenaryCompanion",100,1,0,0,0,20,[0],"",0
1027,"MidwifeBoss",100,"",0,0,0,20,[0],1,0
1028,"BabyBoss",100,"",0,0,0,20,[0],1,0
1029,"SkeletonWarriorPlayerSummoned",100,1,50,0,0,30,[0],1,0
1030,"SkeletonReaverPlayerSummoned",100,1,20,0,0,30,[0],1,0
1031,"SkeletonBrutePlayerSummoned",100,1,70,0,0,30,[0],1,0
1032,"SkeletonArcherPlayerSummoned",100,1,0,0,0,30,[0],1,0
1033,"SkeletonFrostMagePlayerSummoned",100,1,0,0,15,30,[18],1,0
1034,"SkeletonStormMagePlayerSummoned",100,1,0,0,15,30,[17],1,0
1035,"SkeletonArsonistPlayerSummoned",100,1,0,0,10,30,[19],1,0
1036,"SkeletonClericPlayerSummoned",100,1,0,0,15,30,[0],1,0
1037,"ZombiePlayerSummoned",100,1,0,0,0,30,[0],1,0
1038,"DwarvenPipeBoss",100,"",0,0,0,20,[0],1,0
1039,"DwarvenPipeBossSmokeClone",100,"",0,0,0,20,[0],1,0
1040,"OfferingSpike",100,1,0,0,0,0,[0],"",0
1041,"OfferingSpikeWeak",100,1,0,0,0,0,[0],"",0
1042,"ExplosivePig",100,"",0,0,0,20,[5],1,0
1043,"JavelinThrower",100,"",60,0,0,20,[0],1,0
1044,"CerberusCreature",100,"",0,0,0,20,[0],1,0
1045,"FarudinCrawler",100,"",30,20,0,20,[0],1,0
1046,"FarudinCorpseStrider",100,"",0,0,0,20,[0],1,0
1047,"DrudgeBedrockBlaster",100,"",0,0,0,20,[5],1,0
1048,"DrudgePickaxeMiner",100,"",0,0,0,20,[5],1,0
1049,"DrudgeMinerHammer",100,"",0,0,0,20,[5],1,0
1050,"ManorGargoyleBoss",100,"",70,0,0,20,"[5,1]",1,0
1051,"ManorGargoyleBossCRUEL",100,"",70,0,0,20,"[5,1]",1,0
1052,"ManorGargoyleBossMap",100,"",70,0,0,20,"[5,1]",1,0
1053,"ManorGargoyleBossSTANDALONE",100,"",70,0,0,20,"[5,1]",1,0
1054,"WifeMonster",100,"",75,0,20,20,[1],1,0
1055,"WifeMonsterCRUEL",100,"",75,0,20,20,[1],1,0
1056,"WifeMonsterSTANDALONE",100,"",75,0,20,20,[1],1,0
1057,"WifeMonsterMAP",100,"",75,0,20,20,[1],1,0
1058,"WifeMonsterBoneWall",100,"",0,0,0,0,[0],1,0
1059,"TitanWalker",100,"",0,0,0,20,[0],1,0
1060,"TitanWalkerSanctumTrial",100,"",0,0,0,20,[0],1,0
1061,"SkeletalKnight",100,"",80,0,0,20,[0],1,0
1062,"SkeletalReaper",100,"",60,0,0,20,[9],1,0
1063,"TwoHeadedTitan",100,"",0,0,0,20,"[6,3]",1,0
1064,"TwoHeadedTitanSanctumTrial",100,"",0,0,0,20,"[6,3]",1,0
1065,"MutewindWomanSpearElite",100,"",50,70,0,20,[0],1,0
1066,"AncestralWarriorSpirit",100,1,0,0,0,0,[0],"",0
1067,"ShockwaveTotem",100,1,0,0,0,0,[0],"",0
1068,"RhoaPlayerSummoned",100,1,50,50,0,20,[0],1,0
1069,"RhoaPlayerSummonedHonourGuard",100,1,50,50,0,20,[0],1,0
1070,"RhoaPlayerSummonedRitual",100,1,50,50,0,20,[0],1,0
1071,"RhoaPlayerSummonedDelirium",100,1,50,50,0,20,[0],1,0
1072,"RhoaPlayerSummonedKarui",100,1,50,50,0,20,[0],1,0
1073,"BearCompanionSummoned",100,1,60,0,0,20,[0],1,0
1074,"VaseMonster",100,"",35,0,0,20,[1],1,0
1075,"VaseMonsterSanctumTrial",100,"",35,0,0,20,[1],1,0
1076,"UndeadMarakethPriest",100,"",0,35,20,20,[1],1,0
1077,"UndeadMarakethPriestSanctumTrial",100,"",0,35,20,20,[1],1,0
1078,"GiantUglyToadExplode",100,"",10,0,0,20,[7],1,0
1079,"AlvaSunkenCityPast",500,"",0,50,8,20,[0],1,0
1080,"CourtGuardZombie",100,"",50,0,0,20,[1],1,0
1081,"FungusBehemoth",100,"",0,0,5,20,[0],1,0
1082,"FungusBehemothCRUEL",100,"",0,0,10,20,[0],1,0
1083,"FungusBehemothMap",100,"",0,0,10,20,[0],1,0
1084,"FungusBehemothSTANDALONE",100,"",0,0,10,20,[0],1,0
1085,"FungusBehemothVine",100,"",0,0,0,20,[0],1,0
1086,"CarnivorousPlantEaterOldForest",100,"",50,0,0,20,"[8,1]",1,0
1087,"CarnivorousPlantEaterOldForestCRUEL",100,"",50,0,0,20,"[8,1]",1,0
1088,"CarnivorousPlantEaterOldForestMap",100,"",50,0,0,20,"[8,1]",1,0
1089,"CarnivorousPlantEaterOldForestSTANDALONE",100,"",50,0,0,20,"[8,1]",1,0
1090,"CarnivorousPlantEaterOldForestKotMMinion",100,"",50,0,0,20,"[8,1]",1,0
1091,"CarnivorousVineOldForest",100,"",0,0,0,20,[0],1,0
1092,"CarnivorousVineOldForestCRUEL",100,"",0,0,0,20,[7],1,0
1093,"CarnivorousPlantEaterTreeVolatile",100,"",0,0,0,0,[0],1,0
1094,"MonsterModVolatilePlantsVolatile",100,"",0,0,0,0,[0],1,0
1095,"HellscapeFleshBloodOrb",100,"",0,0,0,0,[0],1,0
1096,"MushroomVolatile",100,"",0,0,0,0,[0],1,0
1097,"WitchHutBanshee",100,"",0,0,5,20,[0],1,0
1098,"RagingSpirit",100,"",0,0,0,20,[5],1,0
1099,"VoodooKingRitualPillar",100,"",0,0,33,20,[20],1,0
1100,"VoodooKingDeathEffigy",100,"",0,0,0,20,[0],1,0
1101,"VoodooKingPukeko",100,"",10,20,0,20,[7],1,0
1102,"VoodooKingFriendlyCritter",100,"",10,20,0,20,[7],1,0
1103,"VoodooKingBoss2",100,"",20,40,10,20,[21],1,0
1104,"VoodooKingBoss2Map",100,"",20,40,10,20,[0],1,0
1105,"VoodooKingBoss3",100,"",65,0,10,20,[21],1,0
1106,"VoodooKingBoss3Map",100,"",65,0,10,20,[0],1,0
1107,"VoodooKingBoss3Map2",100,"",65,0,10,20,[0],1,0
1108,"VoodooKingPoisonRat",100,"",10,60,0,20,[7],1,0
1109,"DarkEffigyTotem",100,1,0,0,0,0,[0],"",0
1110,"ChaosGodRangedFodder",100,"",11,11,0,20,"[7,1]",1,0
1111,"ChaosGodJaguar",100,"",0,33,0,20,"[7,1]",1,0
1112,"ChaosGodTri-headBat",100,"",0,33,11,20,[1],1,0
1113,"ChaosGodGorilla",100,"",66,0,0,20,[0],1,0
1114,"ChaosGodTriceratops",100,"",100,0,0,20,[9],1,0
1115,"ChaosGodOwlBoss",100,"",0,22,11,20,"[10,7]",1,0
1116,"ChaosGodOwlBossMap",100,"",0,22,11,20,"[10,7]",1,0
1117,"IceOwlBoss",100,"",0,22,11,20,"[2,7]",1,0
1118,"IceOwlBossMap",100,"",0,22,11,20,"[10,7]",1,0
1119,"WingedRhoa",100,"",0,50,0,20,[7],1,0
1120,"Hydra",340,1,0,0,0,0,[0],"",0
1121,"TwilightOrderOverlord",100,"",0,0,20,20,[10],1,0
1122,"TwilightOrderOverlordMAP",100,"",0,0,20,20,[10],1,0
1123,"TheTrialmaster",100,"",50,0,0,20,[14],1,0
1124,"ShakariSanctum",100,"",70,0,0,20,"[5,9,3]",1,0
1125,"ShakariMap2",100,"",70,0,0,20,"[5,9,3]",1,0
1126,"ShakariSTANDALONE",100,"",70,0,0,20,"[5,9,3]",1,0
1127,"ShakariDartLauncher",100,"",0,0,0,20,[0],1,0
1128,"SanctumDartLauncher",100,"",0,0,0,20,[0],1,0
1129,"HoneyAnt",100,"",0,0,0,20,[7],1,0
1130,"HellhoundPlayerSummoned",100,1,50,50,0,30,[19],1,0
1131,"DeliriumMonsterBossWildPhys",100,"",0,0,0,20,[0],1,0
1132,"DeliriumMonsterBossPhys",100,"",0,0,0,20,[0],1,0
1133,"DeliriumMonsterBossWild",100,"",0,0,10,20,[13],1,0
1134,"DeliriumMonsterBoss",100,"",0,0,10,20,[13],1,0
1135,"DeliriumMonster",100,"",0,0,0,20,[0],1,0
1136,"DeliriumMinion1",100,"",0,0,0,20,[0],1,0
1137,"DeliriumMinion2",100,"",0,0,15,20,[9],1,0
1138,"DeliriumMinion3",100,"",0,0,0,20,[0],1,0
1139,"DeliriumMinion4",100,"",0,50,0,20,[0],1,0
1140,"DeliriumMinion5",100,"",0,0,0,20,[0],1,0
1141,"DeliriumMinion6",100,"",0,0,0,20,[0],1,0
1142,"DeliriumDaemon",100,1,0,0,0,20,[0],1,0
1143,"BreachEliteFallenLunarisMonster",100,"",0,0,8,20,[0],1,0
1144,"BreachEliteCorruptedEliteBloater",100,"",50,0,0,20,[0],1,0
1145,"BreachEliteCorruptedEliteGuard",100,"",0,0,20,20,"[2,11]",1,0
1146,"BreachElitePaleElite1",100,"",0,15,25,20,"[6,3]",1,0
1147,"BreachElitePaleElite2",100,"",0,33,0,20,"[10,7]",1,0
1148,"BreachFodderHellscapePaleFodder2",100,"",20,50,0,20,"[1,11]",1,0
1149,"BreachFodderHellscapeDemonElite2",100,"",0,0,30,20,"[5,3]",1,0
1150,"BreachFodderCorruptedEliteRanger",100,"",0,75,0,20,[0],1,0
1151,"BreachFodderCorruptedEliteToothy",100,"",20,40,0,20,[0],1,0
1152,"BreachFodderDemonicSpikeThrower",100,"",0,0,0,20,[9],1,0
1153,"FingerDemon",100,"",0,25,0,20,[0],1,0
1154,"HandSpider",100,"",0,25,0,20,[0],1,0
1155,"FingersBat",100,"",0,25,0,20,[0],1,0
1156,"WildBreachBoss",100,"",0,30,3,0,[13],1,0
1157,"ItThatReturned",100,"",0,0,5,20,[14],1,0
1158,"TulCorpse",100,"",0,0,0,20,[0],1,0
1159,"EshCorpse",100,"",0,0,0,20,[0],1,0
1160,"HandSlam",100,"",0,0,0,20,[0],1,0
1161,"HandPortal",100,"",0,0,0,20,[0],1,0
1162,"BreachBossSpider",100,"",0,25,0,20,[0],1,0
1163,"DemonClawBoss",100,"",20,0,0,20,[14],1,0
1164,"ChaosGodTriHeadLizard",100,"",0,0,22,20,[0],1,0
1165,"GrimdropGrappleclaw",100,"",20,0,0,20,[13],1,0
1166,"HellscapeDemonFodder1",100,"",0,30,10,20,[5],1,0
1167,"HellscapeDemonFodder2",100,"",0,40,0,20,[5],1,0
1168,"HellscapeDemonFodder3",100,"",0,0,0,20,[1],1,0
1169,"HellscapeDemonElite1",100,"",0,33,0,20,[6],1,0
1170,"HellscapeDemonElite2",100,"",0,0,33,20,[6],1,0
1171,"HellscapeDemonBoss",100,"",80,0,0,20,[6],1,0
1172,"HellscapeFleshFodder1",100,"",30,0,0,20,[0],1,0
1173,"HellscapeFleshFodder2",100,"",40,0,0,20,[0],1,0
1174,"HellscapeFleshFodder3",100,"",0,40,0,20,[1],1,0
1175,"HellscapeFleshFodder4",100,"",0,0,15,20,[9],1,0
1176,"HellscapeFleshElite1",100,"",0,0,7,20,[0],1,0
1177,"HellscapeFleshElite2",100,"",60,0,0,20,[0],1,0
1178,"HellscapeFleshBoss",100,"",60,0,0,20,[0],1,0
1179,"HellscapePaleFodder1",100,"",0,0,10,20,[1],1,0
1180,"HellscapePaleFodder2",100,"",0,40,0,20,[9],1,0
1181,"HellscapePaleFodder3",100,"",0,50,0,20,[1],1,0
1182,"HellscapePaleElite1",100,"",0,0,30,20,[10],1,0
1183,"HellscapePaleElite2",100,"",25,25,0,20,[10],1,0
1184,"HellscapePaleBoss",100,"",0,30,10,20,[10],1,0
1185,"VaalZealotDaggerBloodUltimatium",100,"",0,30,0,20,[5],1,0
1186,"VaalZealotDaggerChaosUltimatium",100,"",0,30,0,20,[9],1,0
1187,"VaalZealotDaggerColdUltimatium",100,"",0,30,0,20,[1],1,0
1188,"VaalZealotDaggerFireUltimatium",100,"",0,30,0,20,[5],1,0
1189,"VaalZealotDaggerLightningUltimatium",100,"",0,30,0,20,[9],1,0
1190,"VaalZealotKnifestickBloodUltimatium",100,"",0,40,0,20,[5],1,0
1191,"VaalZealotKnifestickChaosUltimatium",100,"",0,40,0,20,[9],1,0
1192,"VaalZealotKnifestickColdUltimatium",100,"",0,40,0,20,[1],1,0
1193,"VaalZealotKnifestickFireUltimatium",100,"",0,40,0,20,[5],1,0
1194,"VaalZealotKnifestickLightningUltimatium",100,"",0,40,0,20,[9],1,0
1195,"VaalZealotSpearBloodUltimatium",100,"",0,40,20,20,[5],1,0
1196,"VaalZealotSpearChaosUltimatium",100,"",0,40,20,20,[9],1,0
1197,"VaalZealotSpearColdUltimatium",100,"",0,40,20,20,[1],1,0
1198,"VaalZealotSpearFireUltimatium",100,"",0,40,20,20,[5],1,0
1199,"VaalZealotSpearLightningUltimatium",100,"",0,40,20,20,[9],1,0
1200,"BloodBatherDualWieldUltimatium",100,"",0,25,0,20,[5],1,0
1201,"BloodBatherMaceUltimatium",100,"",35,0,0,20,[5],1,0
1202,"BloodBatherShieldUltimatium",100,"",35,15,0,20,[5],1,0
1203,"BloodBatherFlailUltimatium",100,"",0,15,5,20,[5],1,0
1204,"BloodBatherSpearUltimatium",100,"",0,25,0,20,[5],1,0
1205,"BloodBatherSwordUltimatium",100,"",0,25,0,20,[5],1,0
1206,"BloodBatherMageUltimatium",100,"",0,0,20,20,[5],1,0
1207,"ChaosEssenceVine",100,"",0,0,0,20,[0],1,0
1208,"EssenceSkeletonCaster",100,"",0,0,0,20,[5],1,0
1209,"EssenceBoneWall",100,"",0,0,0,20,[0],1,4
1210,"EssenceTimePortal",100,"",0,0,0,20,[0],1,0
1211,"HellscapeFleshGiantTentacleSlam",100,"",0,0,0,20,[0],1,0
1212,"RagingFireSpirit",100,"",0,0,0,20,[0],1,0
