"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisual","f32_92","bool_96","Stats","i32_113","i32_117","bool_121","rid_122","bool_138"
517,"shrine_brineking_player",1973,"[0,100,100,1,20,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
518,"shrine_brineking_monster",1973,"[50,100,100,0,0,10,50,10,1]",0,[],[],270,0,1,[],1,0,"","",""
519,"shrine_lunaris_player",1974,"[50,2,2,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
520,"shrine_lunaris_monster",1974,"[50,2,0,50,-50,1]",0,[],[],270,0,1,[],1,0,"","",""
521,"shrine_solaris_player",1975,"[50,1,1,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
522,"shrine_solaris_monster",1975,"[50,1,1,50,10,1]",0,[],[],270,0,1,[],1,0,"","",""
523,"shrine_arakaali_player",1976,"[50,15,15,-100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
524,"shrine_arakaali_monster",1976,"[50,10,0,-50,1,1]",0,[],[],270,0,1,[],1,0,"","",""
525,"HealOnNearbyPlayerDeath",1996,[0],120,"[3,12]",[],"",0,1,[15958],1,0,"","",""
526,"SanctumLessResolveDamageNonOwner",2040,[-30],0,[],[],"",0,1,[],1,0,"","",""
527,"UniqueRecoverMaximumLifeOnAlternatingCondition",2062,"[2,5]",0,[],[],"",0,1,[],1,0,"","",""
528,"NoFireResistanceToDotWhileStationaryAura",2066,[],60,"[3,4]",[],"",0,1,[],1,0,"","",""
529,"NearbyEnemiesHaveReducedCooldownRecovery",2069,[-10],60,[3],[],"",0,1,[],1,0,"","",""
530,"ChampionNearbyEnemiesTaunted",1406,[],20,[3],[19],"",0,1,[],1,0,"","",""
531,"CoverInAshNearbyEnemies",1406,[],30,[3],[20],"",0,1,[],1,0,"","",""
532,"AncestrialTrialDestroyTotem",2105,[6000],0,[],[],"",0,1,[],1,0,"","",""
533,"CasterOffhandCoveredInAsh",728,"[-20,20]",60,[3],[],"",0,1,[],1,0,"","",""
534,"TrenchHagDrowningOrb",1406,[],7,"[10,3,11,6]","[0,17,50,2500]",2064,0,1,[],1,0,"","",""
535,"VaalShapeshifterShapeshifted",2133,"[-15,122]",0,[],[],"",0,1,[],1,0,"","",""
536,"LabyrinthTrapMaim",506,"[-30,-15]",0,[],[10],559,4,"",[],1,0,"","",""
537,"ChieftainWhileStationaryNearbyEnemiesNoFireDotResistance",2251,[],0,[],[],"",0,1,[],1,0,"","",""
538,"SirenBossPetrify",825,"[4,5,3500,0]",0,[],"[1,140,90,200,182,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
539,"SirenMirrorPetrify",825,"[4,5,3500,0]",0,[],"[1,100,105,60,4,8,700,4000,0,0,1]","",0,1,[],1,0,"","",""
540,"UltimatumStatuePetrify",825,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,300,4000,0,0,1]","",0,1,[],1,0,"","",""
541,"UltimatumStatuePetrify2",825,"[4,5,3500,0]",0,[],"[2,0,120,60,26,8,200,6000,0,0,1]","",0,1,[],1,0,"","",""
542,"AncestralJadeEncaseEnemy",2196,"[1,0]",0,[],[3],2318,4,"",[],1,0,"","",""
543,"SirenBossDrowningOrb",1406,[],7,"[10,3,11,6]","[0,17,50,2500]",2064,0,1,[],1,0,"","",""
544,"FallenGodBuff1",2236,[100],0,[],[],"",0,1,[],1,0,"","",""
545,"FallenGodBuff2",2237,[-50],0,[],[],"",0,1,[],1,0,"","",""
546,"FallenGodBuff3",2238,[-80],0,[],[],"",0,1,[],1,0,"","",""
547,"FallenGodBuff4",2239,[10000],15,"[3,14]",[],"",0,1,[],1,0,"","",""
548,"FallenGodBuff5",2240,"[1,1,1]",0,[],[],"",0,1,[],1,0,"","",""
549,"FountainStatueBossGoopTendrils",898,[],20,[3],"[1000,8]","",0,1,[],1,0,"","",""
550,"QueenOfFilthLifeCurse",2318,[],20,"[3,5]","[100,0,15000,0]","",0,1,[],1,0,"","",""
551,"QueenOfFilthManaCurse",2319,[],20,"[3,5]","[0,100,15000,0]","",0,1,[],1,0,"","",""
552,"QueenOfFilthLifeCurseDetonation",2318,[],0,[],"[100,0,0,0]","",3,"",[],1,0,"","",""
553,"QueenOfFilthManaCurseDetonation",2319,[],0,[],"[0,100,0,0]","",3,"",[],1,0,"","",""
554,"RockSliderLostRock",2332,"[-30,-30]",0,[],[],"",0,1,[],1,0,"","",""
555,"SanctumChronomancer",2401,[],0,[],"[16,250,1]","",0,1,[],1,0,"","",""
556,"SanctumChronomancer15s",2401,[],0,[],"[60,250,1]","",0,1,[],1,0,"","",""
557,"SanctumChronomancer9s",2401,[],0,[],"[36,250,1]","",0,1,[],1,0,"","",""
558,"SanctumChronomancer3s",2401,[],0,[],"[12,250,1]","",0,1,[],1,0,"","",""
559,"SanctumChronomancer4s",2401,[],0,[],"[16,250,1]","",0,1,[],1,0,"","",""
560,"AscendancyBuffHornOnslaught",2563,"[10,20]",0,[],[],"",20,"",[],1,0,"","",""
561,"AscendancyTortoisePauaAura",2562,"[80,40]",55,"[10,2]",[],"",0,1,[],1,0,"","",""
562,"AscendancyJadeHulkWarcry",2836,[50],0,[],[],"",20,"",[],1,0,"","",""
563,"RitualWispBuff",2574,[50],0,[],[],"",0,1,[],1,0,"","",""
564,"BreachWakingNightmare",2577,"[-10,10]",0,[],[],"",10,"",[],1,0,"","",""
565,"BreachWithered",2586,[5],25,"[3,14,10]",[],"",0,1,[],1,0,"","",""
566,"InstabilityBuff",2635,"[1,0]",0,[],[],"",10,"",[],1,0,"","",""
567,"TimerotStack",2627,"[-5,-5]",0,[],[],"",0,1,[],1,0,"","",""
568,"ReparationStack",2628,"[5,5]",0,[],[],"",0,1,[],1,0,"","",""
569,"AzmeriDustVisualWarden",390,[],0,[],[],2372,0,1,[],1,0,"","",""
570,"AzmeriDustVisualVoodoo",390,[],0,[],[],2373,0,1,[],1,0,"","",""
571,"AzmeriDustVisualPrimal",390,[],0,[],[],2374,0,1,[],1,0,"","",""
572,"TempestCorruptedPlayer",2688,[25],0,[],[],"",10,"",[],1,0,"","",""
573,"TempestCorruptedMonster",2689,[400],0,[],[],"",10,"",[],1,0,"","",""
574,"TempestRadiantPlayer",2690,"[100,50,30]",0,[],[],"",10,"",[],1,0,"","",""
575,"TempestRadiantMonster",2691,"[10000,30,50]",0,[],[],"",10,"",[],1,0,"","",""
576,"MtxApplyCrystalHitEffect",2704,[],0,[],[0],"",0,1,[],1,0,"","",""
577,"MtxApplyJadeHitEffect",2716,[],0,[],[1],"",0,1,[],1,0,"","",""
578,"MtxApplyObsidianlHitEffect",2717,[],0,[],[2],"",0,1,[],1,0,"","",""
579,"TormentedSpiritPowerPrimal",2719,"[0,0]",0,[],[],2419,0,1,"[21927,21927]",1,0,"","",""
580,"TormentedSpiritPowerWild",2719,"[0,0]",0,[],[],2420,0,1,"[21927,21927]",1,0,"","",""
581,"TormentedSpiritPowerVivid",2719,"[0,0]",0,[],[],2421,0,1,"[21927,21927]",1,0,"","",""
582,"TormentedSpiritPowerSacred",2719,"[0,0]",0,[],[],2422,0,1,"[21927,21927]",1,0,"","",""
583,"TormentedSpiritPowerAbyss",2719,"[0,0]",0,[],[],2423,0,1,"[21927,21927]",1,0,"","",""
584,"SpiritHauntDamageTakenLerp",841,"[-60,-99,2000]",0,[],[],"",2,"",[],1,0,"","",""
585,"BreachWildBossWarcryExplodeBuff",2740,[],0,[],[],"",10,"",[],1,0,"","",""
586,"OwlFeatherAccumulatorTemplate",2799,[3],0,[],[4],"",0,1,[],1,0,"","",""
587,"PlayerDebuffDealNoDamageFor3SecondEvery10Seconds",1734,[],0,[],"[10000,3000]","",0,1,[],1,0,"","",""
588,"UberMapPlayerMarkedForDeath",2816,[50],0,[],[],"",10,"",[],1,0,"",22903,""
589,"AscendancyGemlingChargeGenerator",2846,[5000],0,[],[],"",0,1,[],1,0,"","",""
590,"MonsterAbyssImmuneAura",2868,[1],40,"[14,2]",[],"",0,1,[],1,0,"","",""
591,"PlayerMonsterAbyssImmuneAura",2868,[1],40,"[14,2]",[],"",0,1,[],1,0,"","",""
592,"PlayerTacticianRipwireAura",2880,[20],45,"[14,2,12]",[],"",0,1,[],1,0,"","",""
593,"PlayerTacticianArtilleryAura",2881,[25],45,"[14,2,12]",[],"",0,1,[],1,0,"","",""
594,"PlayerTacticianGrenadeAura",2882,[25],45,"[14,2,12]",[],"",0,1,[],1,0,"","",""
595,"PlayerTacticianShockwaveAura",2883,[30],45,"[14,2,12]",[],"",0,1,[],1,0,"","",""
596,"PlayerTacticianWarriorAura",2884,[40],45,"[14,2,12]",[],"",0,1,[],1,0,"","",""
597,"PlayerTacticianDarkAura",2885,[40],45,"[14,2,12]",[],"",0,1,[],1,0,"","",""
598,"PlayerTacticianSpellAura",2886,[50],45,"[14,2,12]",[],"",0,1,[],1,0,"","",""
599,"ArchonElemental",2860,"[25,0,0,100,100,100,0,0,1]",0,[],[],"",10,"","[4740,23301,23302,4740,4740,4740,24685,24686,4740]",1,0,"","",""
600,"ArchonElementalNoFlying",2860,"[25,0,0,100,100,100,0,0,0]",0,[],[],"",10,"","[4740,23301,23302,4740,4740,4740,24685,24686,4740]",1,0,"","",""
601,"ArchonFire",2857,"[25,100,0,0,100,0,0]",0,[],[],"",10,"","[4740,4740,23301,23302,4740,24685,24686]",1,0,"","",""
602,"ArchonCold",2858,"[25,100,0,0,100,0,0]",0,[],[],"",10,"","[4740,4740,23301,23302,4740,24685,24686]",1,0,"","",""
603,"ArchonLightning",2859,"[25,100,0,0,100,0,0]",0,[],[],"",10,"","[4740,4740,23301,23302,4740,24685,24686]",1,0,"","",""
604,"ArchonOfChayula",3052,"[0,0,0,0,0,0,0,0]",0,[],[],"",10,"","[26514,26514,26515,26516,23301,23302,24685,24686]",1,0,"","",""
605,"ArchonUndeath",2861,"[25,200,100,0,0,0,0]",0,[],[],"",10,"","[4740,4740,4740,23301,23302,24685,24686]",1,0,"","",""
606,"ArchonNature",2862,"[25,100,200,2,0,0,0,0]",0,[],[],"",10,"","[4740,4740,4740,4740,23301,23302,24685,24686]",1,0,"","",""
607,"FearIncarnate",3059,[10],0,[],[],"",10,"",[],1,0,"","",""
608,"FearOverwhelming",3060,[5],0,[],[],"",10,"",[],1,0,"","",""
609,"MapUnionOfSouls",3062,"[3,1,0]",0,[],[],"",0,1,[],1,0,"","",""
610,"RunicBinding",3095,"[-2,-10]",0,[],[],"",10,"",[],1,0,"","",""
611,"RunicFury",3096,"[20,10,10]",0,[],[],"",5,"",[],1,0,"","",""
612,"CarriedSpectralBell",3097,[],0,[],[],"",0,1,[],1,0,"","",""
613,"HoundedByWisps",3101,[2],0,[],[],"",8,"",[],1,0,"","",""
614,"PrimalInspiration",3064,[20],0,[],[],"",8,"",[],1,0,"","",""
615,"AncientsChallenge",3061,[5],0,[],[],"",8,"",[],1,0,"","",""
616,"Anaemia",3109,[0],0,[],[],"",60,"",[25814],1,0,"","",""
617,"DisorderlyConduct",3113,[10],0,[],[],"",10,"",[],1,0,"","",""
618,"Bedlam",3114,"[15,1]",0,[],[],"",10,"",[],1,0,"","",""
619,"Finality",3117,[100],0,[],[],"",0,"",[],1,0,"","",""
620,"DruidicProwess",2996,"[3,10]",0,[],[],"",10,"",[],1,0,"","",""
621,"gemling_barrier_red",3119,[1],0,[],[],"",0,1,[],1,0,"","",""
622,"gemling_barrier_blue",3120,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
623,"gemling_barrier_green",3121,"[1,1,1]",0,[],[],"",0,1,[],1,0,"","",""
624,"overencumbered",3132,[-10],0,[],[],"",4,"",[],1,0,"","",""
625,"InternecineDrawCorruptedForm",3148,[2],0,[],[],"",4,"",[],1,0,"","",""
626,"InternecineDrawCleansedForm",3149,[2],0,[],[],"",4,"",[],1,0,"","",""
627,"shrine_fire_2_boss",3158,"[1,25]",0,[],[],"",0,1,[],1,0,"","",""
628,"shrine_lightning_2_boss",3159,"[1,25]",0,[],[],"",0,1,[],1,0,"","",""
629,"shrine_cold_2_boss",3160,"[1,25]",0,[],[],"",0,1,[],1,0,"","",""
630,"shrine_gloom_2_boss",3161,"[13,1]",0,[],[],"",0,1,[],1,0,"","",""
631,"shrine_acceleration_2_boss",3162,"[30,30,1]",0,[],[],"",0,1,[],1,0,"","",""
632,"shrine_magicfind_2_boss",3163,"[1,100,100]",0,[],[],"",0,1,[],1,0,"","",""
633,"shrine_massive_2_boss",3164,"[100,25,1]",0,[],[],"",0,1,[],1,0,"","",""
634,"shrine_regeneration_2_boss",3165,"[0,250,1]",0,[],[],"",0,1,[],1,0,"","",""
635,"shrine_experience_2_boss",3166,"[1,100,100]",0,[],[],"",0,1,[],1,0,"","",""
636,"shrine_goldfind_2_boss",3167,"[1,100,1]",0,[],[],"",0,1,[],1,0,"","",""
637,"shrine_noequipment_2_boss",3168,"[1,100,1]",0,[],[],"",0,1,[],1,0,"","",""
638,"shrine_resistance_2_boss",3169,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
639,"shrine_critical_2_boss",3170,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
640,"shrine_corrupt_2_boss",3171,"[1,100,1]",0,[],[],"",0,1,[],1,0,"","",""
641,"player_rabbit_item_rarity",3173,[35],0,[],[],"",8,"",[],1,0,"","",""
642,"OverflowingChalice",640,"[120,30]",0,[],[],"",0,1,[],1,0,"","",""
643,"BreachHiveMonsterPotency",3213,[10],0,[],[],"",0,1,[],1,0,"","",""
