"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","bool_15","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_33","HASH32","BelongsActiveSkills","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
13168,"mana_cost_+%_final","","","",1,"",1,"","","",2174074366,[],"","","",1,[1],[],""
13169,"life_cost_+%_final","","","",1,"",1,"","","",1323746503,[],"","","",1,[1],[],""
13170,"cost_+%_final","","","",1,"",1,"","","",1994939533,[],"","","",1,[1],[],""
13171,"skill_cost_life_instead_of_mana","","","",4,"",1,"","","",2113571546,[],"","","",1,[1],[],""
13172,"skill_reserve_life_instead_of_mana","","","",4,"",1,"","","",2708128969,[],"","","",1,[1],[],""
13173,"base_skill_cost_life_instead_of_mana","","","",4,"","","","",1,297316832,[],"","","",1,[],[],""
13174,"base_skill_reserve_life_instead_of_mana","","","",4,"","","","",1,3031600308,[],"","","",1,[],[],""
13175,"base_skill_gain_life_cost_%_of_mana_cost_while_not_on_low_life","","","",1,"","","","",1,3627650676,[],"","","",1,[],[],""
13176,"skill_grants_life_cost_%_mana_cost_while_not_on_low_life","","","",1,1,"","","",1,4080674981,[],"","","",1,[],[],""
13177,"skill_no_life_reservation","","","",4,"",1,"","","",1411683292,[],"","","",1,[1],[],""
13178,"base_skill_no_life_reservation","","","",4,"","","","",1,2471393725,[],"","","",1,[],[],""
13179,"skill_no_reservation","","","",4,"",1,"","","",80654238,[],"","","",1,[1],[],""
13180,"base_skill_no_reservation","","","",4,"","","","",1,2909071980,[],"","","",1,[],[],""
13181,"base_rage_cost","","","",3,"","","","",1,1005610887,[],"",1,"",1,[],[],""
13182,"rage_cost","","","",3,1,1,"","",1,2504361887,[],"","","",1,[1],[],""
13183,"total_base_rage_cost","","","",3,"",1,"","","",2477979638,[],"","","",1,[1],[],""
13184,"skill_usable_with_insufficient_mana","","","",4,1,1,"","",1,3178957637,[],"","","",1,[1],[],""
13185,"skill_no_cost_or_reservation","","","",4,"","","","",1,3278945176,[],"",1,"",1,[],[],""
13186,"unveiled_mod_effect_+%","",1,"",1,"","","","",1,4209336048,[],"","","","",[],[],""
13187,"no_cost","","","",4,"","","","",1,3561773087,[],"","","",1,[],[],""
13188,"virtual_no_mana_cost","","","",4,"",1,"","","",2842086717,[],"","","",1,[1],[],""
13189,"virtual_no_life_cost","","","",4,"",1,"","","",2484975711,[],"","","",1,[1],[],""
13190,"virtual_skill_total_life_cost_+","","","",3,"",1,"","","",811026614,[],"","","",1,[1],[],""
13191,"skill_life_cost_+","","","",3,"","","","",1,2724792983,[],"","","",1,[],[],""
13192,"skill_life_cost_+_with_channelling_skills","","","",3,"","","","",1,3945058347,[],"","","",1,[],[],""
13193,"skill_life_cost_+_with_non_channelling_skills","","","",3,"","","","",1,985185028,[],"","","",1,[],[],""
13194,"melee_attack_life_cost_+","","","",3,"","","","",1,1910229598,[],"","","",1,[],[],""
13195,"base_no_life_cost","","","",4,"","","","",1,4053388266,[],"",1,"",1,[],[],""
13196,"triggered_skills_ignore_cost","","","",4,1,"","","",1,1180527248,[],"",1,"",1,[],[],""
13197,"damage_+%_if_skill_costs_life","","","",1,"","","","",1,3282204871,[],1,"","",1,[],[],""
13198,"mortal_conviction_mana_reservation_+%_final","","","",1,"","","","",1,903351761,[],"","","",1,[],[],""
13199,"keystone_everlasting_sacrifice","","","",4,"","","","",1,4283301490,[],"","","","",[],[],""
13200,"base_skill_gain_life_cost_%_of_mana_cost","","","",1,"","","","",1,3753730349,[],"",1,"",1,[],[],""
13201,"map_blight_chests_repeat_drops_count","","","",3,"","","","",1,1711512978,[],"","","",1,[],[],""
13202,"map_blight_lane_additional_chests","","","",3,"","","","",1,880753074,[],"","","",1,[],[],""
13203,"skill_gains_cost_from_reservation","","","",4,"",1,"","","",173719445,[],"","","",1,[1],[],""
13204,"zero_chaos_resistance","","","",4,"","","","",1,3641049401,[],"","","",1,[],[],""
13205,"minimum_frenzy_power_endurance_charges","","","",3,"","","","",1,473925330,[],"","","",1,[],[],""
13206,"map_area_contains_rituals","","","",4,"","","","",1,2734604227,[],"","","",1,[],[],""
13207,"map_area_ritual_additional_chance_%","","","",1,"","","","",1,3666598975,[],"","","",1,[],[],""
13208,"map_ritual_tribute_+%","","","",1,"","","","",1,2810993548,[],"","","",1,[],[],""
13209,"map_ritual_additional_reward_rerolls","","","",3,"","","","",1,3702639434,[],"","","",1,[],[],""
13210,"map_ritual_uber_rune_type_weighting_+%","","","",1,"","","","",1,4173044234,[],"","","",1,[],[],""
13211,"skill_gains_reservation_from_cost","","","",4,"",1,"","","",2953851619,[],"","","",1,[1],[],""
13212,"remote_mined_by_support","","","",4,"","","","",1,647763626,[],"",1,"",1,[],[],""
13213,"map_area_rogue_exiles_soul_eater_%_chance","","","",1,"","","","",1,2016912917,[],"","","",1,[],[],""
13214,"map_harbingers_%_chance_to_be_replaced_as_atlas_boss","","","",3,"","","","",1,969865733,[],"","","",1,[],[],""
13215,"map_metamorph_itemised_boss_min_rewards","","","",3,"","","","",1,702764503,[],"","","",1,[],[],""
13216,"map_metamorph_itemised_boss_more_difficult","","","",4,"","","","",1,1589996861,[],"","","",1,[],[],""
13217,"local_display_nearby_enemies_have_malediction","",1,"",4,"","","","",1,506864884,[],"","","","",[],[],""
13218,"local_display_nearby_enemies_are_crushed","",1,"",4,"","","","",1,4281342130,[],"","","","",[],[],""
13219,"support_lifetap_damage_+%_final_while_buffed","","","",1,"","","","",1,1077497255,[],"",1,"",1,[],[],""
13220,"support_lifetap_spent_life_threshold","","","",3,"","","","",1,370150200,[],"",1,"",1,[],[],""
13221,"has_lifetap_buff","","","",4,"","","","",1,1243832715,[],"","","",1,[],[],""
13222,"base_vaal_skill_souls_per_use","","","",3,"","","","",1,2676988849,[],"","","",1,[],[],""
13223,"virtual_vaal_skill_require_no_souls_per_use","","","",4,1,1,"","",1,548786000,[],"","","",1,[1],[],""
13224,"vaal_attack_rage_cost_instead_of_souls_per_use",1,"","",4,"","","","",1,1836908357,[],"","","",1,[],[],""
13225,"monster_allies_cannot_take_damage_pulse_owner","","","",4,"","","","",1,3775253114,[],"","","",1,[],[],""
13226,"support_base_lifetap_buff_duration","","","",3,"","","","",1,948880456,[],"",1,"",1,[],[],""
13227,"support_lifetap_buff_duration","","","",3,"",1,"","",1,1944845931,[],"",1,"",1,[],[],""
13228,"you_count_as_full_life_while_affected_by_vulnerability","","","",4,"","","","",1,1227795122,[],"","","","",[],[],""
13229,"virtual_on_full_life",1,"","",4,1,1,"","",1,4002512764,[],"","","","",[0],[],""
13230,"local_hits_with_this_weapon_freeze_as_though_damage_+%_final","",1,1,1,"","",13231,13232,1,139971252,[],"","","",1,[],[],""
13231,"freeze_as_though_damage_+%_final_with_main_hand","","","",1,"","","","",1,1370455806,[],"","","",1,[],[],1
13232,"freeze_as_though_damage_+%_final_with_off_hand","","","",1,"","","","",1,2642307316,[],"","","",1,[],[],1
13233,"local_hits_with_this_weapon_shock_as_though_damage_+%_final","",1,1,1,"","",13234,13235,1,428845889,[],"","","",1,[],[],""
13234,"shock_as_though_damage_+%_final_with_main_hand","","","",1,"","","","",1,2514242132,[],"","","",1,[],[],1
13235,"shock_as_though_damage_+%_final_with_off_hand","","","",1,"","","","",1,524814414,[],"","","",1,[],[],1
13236,"local_ignite_effect_+%_final_with_this_weapon","",1,1,1,"","",13237,13238,1,2127357492,[],"","","",1,[],[],""
13237,"ignite_effect_+%_final_with_main_hand_from_weapon","","","",1,"","","","",1,4177012681,[],"","","",1,[],[],1
13238,"ignite_effect_+%_final_with_off_hand_from_weapon","","","",1,"","","","",1,1836330508,[],"","","",1,[],[],1
13239,"gain_maximum_power_charges_on_vaal_skill_use","","","",4,"","","","",1,688769234,[],"","","",1,[],[],""
13240,"chance_to_throw_4_additional_traps_%","","","",1,1,"","","",1,3459378981,[],"","","",1,[],[],""
13241,"extra_critical_rolls_while_on_low_life","","","",3,"","","","",1,3970925222,[],"","","",1,[],[],""
13242,"cruelty_damage_over_time_+%_final","","","",1,"","","","",1,2073590777,[],"","","",1,[],[],""
13243,"support_cruelty_hit_damage_+%_final","","","",1,"","","","",1,730461889,[],"","","",1,[],[],""
13244,"supported_by_cruelty","","","",4,"","","","",1,2300209976,[],"",1,"",1,[],[],""
13245,"local_no_energy_shield","",1,"",4,"","","","",1,145914234,[],"","","","",[],[],""
13246,"mana_regeneration_rate_+%_while_shocked","","","",1,"","","","",1,1473513799,[],8,"","",1,[],[],""
13247,"essence_hysteria_boots_damage_+%_final_while_on_low_life","","","",1,"","","","",1,2440139302,[],"","","",1,[],[],""
13248,"local_display_socketed_gems_damage_+%_final_while_on_low_life","",1,"",1,"","","","",1,3482109450,[],"","","",1,[],[],""
13249,"local_display_grants_skill_blood_sacrament_level","",1,"",3,"","","","",1,576788842,[],"","","","",[],[],""
13250,"immune_to_corrupted_blood",1,"","",4,"","","","",1,223427199,[],11,"","",1,[],[],""
13251,"keystone_shepherd_of_souls","","","",4,"","","","",1,1712323548,[],"","","",1,[],[],""
13252,"gain_frenzy_power_endurance_charges_on_vaal_skill_use","","","",4,"","","","",1,1485902420,[],"","","",1,[],[],""
13253,"ultimatum_skill_area_of_effect_+%_final","","","",1,"","","","",1,2168394068,[],"","","",1,[],[],""
13254,"ultimatum_projectile_speed_+%_final","","","",1,"","","","",1,1244793621,[],"","","",1,[],[],""
13255,"ultimatum_cooldown_speed_+%_final",1,"","",1,"","","","",1,1854716698,[],"","","",1,[],[],""
13256,"local_display_grants_level_X_queens_demand_skill","",1,"",3,"","","","",1,2930162474,[],"","","",1,[],[],""
13257,"maximum_blood_scythe_charges",1,"","",3,"","","","",1,1681979912,[],"","","",1,[],[],""
13258,"flameblast_hundred_times_radius_+_per_1%_life_reserved","","","",3,1,"","","",1,1272472703,[],"","","",1,[],[],""
13259,"flameblast_hit_damage_+%_final_per_10_life_reserved","","","",1,"","","","",1,743156364,[],"","","",1,[],[],""
13260,"queens_demand_effect","","","",4,"","","","",1,3867800756,[],"","","",1,[],[],""
13261,"map_spawn_many_exiles_chance_%","","","",1,"","","","",1,3415737366,[],"","","",1,[],[],""
13262,"map_spawn_many_exiles_num","","","",3,"","","","",1,1538285287,[],"","","",1,[],[],""
13263,"local_weapon_trigger_socketed_spell_on_skill_use_display_cooldown_ms","",1,1,3,"","",13264,13265,1,1269465679,[],"","","","",[],[],""
13264,"main_hand_trigger_socketed_spell_on_skill_use","","","",4,"","","","",1,3200657283,[],"","","",1,[],[],1
13265,"off_hand_trigger_socketed_spell_on_skill_use","","","",4,"","","","",1,3019474768,[],"","","",1,[],[],1
13266,"ultimatum_is_near_altar","","","",4,"","","","",1,895651633,[],"","","",1,[],[],""
13267,"ultimatum_damage_taken_+%_final_from_enemies_not_near_altar","","","",1,"","","","",1,4018258186,[],"","","",1,[],[],""
13268,"map_ritual_rewards_reroll_cost_+%_final","","","",1,"","","","",1,1310382595,[],"","","",1,[],[],""
13269,"map_ritual_encounter_count_is_four","","","",4,"","","","",1,1848328303,[],"","","","",[],[],""
13270,"maximum_life_+%_and_fire_resistance_-%","","","",1,"","","","",1,1495797869,[],"","","",1,[],[],""
13271,"maximum_mana_+%_and_cold_resistance_-%","","","",1,"","","","",1,163148515,[],"","","",1,[],[],""
13272,"maximum_energy_shield_+%_and_lightning_resistance_-%","","","",1,"","","","",1,1508496223,[],"","","",1,[],[],""
13273,"vaal_skill_soul_refund_chance_%","","","",1,"","","","",1,3599580965,[],"","","",1,[],[],""
13274,"arrow_chains_+","","","",3,1,"","","",1,1354069915,[],"","","",1,[],[],""
13275,"arrows_fork","","","",4,1,"","","",1,884504926,[],"","","",1,[],[],""
13276,"physical_damage_over_time_multiplier_+_with_attacks","","","",3,"","","","",1,3261984256,[],"","","",1,[],[],""
13277,"fire_damage_over_time_multiplier_+_with_attacks","","","",3,"","","","",1,236846281,[],1,"","",1,[],[],""
13278,"chaos_damage_over_time_multiplier_+_with_attacks","","","",3,"","","","",1,3358184786,[],"","","",1,[],[],""
13279,"damage_over_time_multiplier_+_with_attacks","","","",3,"","","","",1,1646091280,[],"","","",1,[],[],""
13280,"virtual_arrows_fork","","","",4,"",1,"","","",850873250,[],"","","",1,[1],[],""
13281,"gain_defiance_when_lose_life_to_hit_once_per_x_ms","","","",3,"","","","",1,3037333056,[],"","","",1,[],[],""
13282,"defiance","","","",3,"","","","",1,4240465631,[],"","","",1,[],[],""
13283,"armour_+%_per_defiance","","","",1,"","","","",1,641009852,[],"","","",1,[],[],""
13284,"lose_all_defiance_and_take_max_life_as_damage_on_reaching_x_defiance","","","",3,"","","","",1,1362414827,[],"","","",1,[],[],""
13285,"cannot_gain_defiance_from_hit_life_loss","","","",4,"","","","",1,572131685,[],"","","",1,[],[],""
13286,"combined_damage_taken_over_time_+permyriad_final","","","",1,"",1,"","","",178890414,[],"","","",1,[0],[],""
13287,"combined_physical_damage_taken_over_time_+permyriad_final","","","",1,"",1,"","","",577382077,[],"","","",1,[0],[],""
13288,"combined_fire_damage_taken_over_time_+permyriad_final","","","",1,"",1,"","","",2467691914,[],"","","",1,[0],[],""
13289,"combined_cold_damage_taken_over_time_+permyriad_final","","","",1,"",1,"","","",2715064416,[],"","","",1,[0],[],""
13290,"combined_lightning_damage_taken_over_time_+permyriad_final","","","",1,"",1,"","","",2047552007,[],"","","",1,[0],[],""
13291,"combined_chaos_damage_taken_over_time_+permyriad_final","","","",1,"",1,"","","",1338923757,[],"","","",1,[0],[],""
13292,"explode_enemies_for_10%_life_as_physical_on_kill_chance_%","","","",1,"","","","",1,1666164791,[],6,"","",1,[],[],""
13293,"skill_area_of_effect_+%_per_power_charge_up_to_50%","","","",1,"","","","",1,2320543397,[],18,"","",1,[],[],""
13294,"stance_skill_reservation_+%","","","",1,"","","","",1,90149412,[],18,"","",1,[],[],""
13295,"gain_fortify_on_melee_hit_ms","","","",3,"","","","",1,1947786567,[],"","","",1,[],[],""
13296,"virtual_unaffected_by_ignite",1,"","",4,"",1,"","","",2527322179,[],"","","",1,[0],[],""
13297,"virtual_unaffected_by_shock",1,"","",4,"",1,"","","",543485121,[],"","","",1,[0],[],""
13298,"support_base_cruelty_duration_ms","","","",3,"","","","",1,1926120247,[],"","","",1,[],[],""
13299,"support_cruelty_duration_ms","","","",3,"",1,"","",1,4053431306,[],"","","",1,[1],[],""
13300,"cruelty_duration_+%","","","",1,"","","","",1,4074517507,[],"","","",1,[],[],""
13301,"harbinger_base_currency_shard_stack_tenths_to_drop_best_of_3_outcomes",1,"","",3,"","","","",1,3134051976,[],"","","",1,[],[],""
13302,"exsanguinate_damage_+%",1,"","",1,"","","","",1,961359983,"[""exsanguinate""]","","","",1,[],[],""
13303,"exsanguinate_duration_+%",1,"","",1,"","","","",1,3112946772,"[""exsanguinate""]","","","",1,[],[],""
13304,"bloodreap_damage_+%",1,"","",1,"","","","",1,2058668346,"[""reap"",""vaal_reap""]","","","",1,[],[],""
13305,"bloodreap_skill_area_of_effect_+%",1,"","",1,"","","","",1,2073087569,"[""reap"",""vaal_reap""]","","","",1,[],[],""
13306,"corrupting_fever_damage_+%",1,"","",1,"","","","",1,1581985702,"[""corrupting_fever""]","","","",1,[],[],""
13307,"corrupting_fever_duration_+%",1,"","",1,"","","","",1,2103740877,"[""corrupting_fever""]","","","",1,[],[],""
13308,"petrified_blood_reservation_+%",1,"","",1,"","","","",1,2332935285,"[""petrified_blood""]","","","",1,[],[],""
13309,"cannot_gain_rage",1,"","",4,1,1,"","",1,2032294623,[],"","","",1,[0],[],""
13310,"cannot_gain_rage_during_soul_gain_prevention","","","",4,"","","","",1,4209777226,[],"","","",1,[],[],""
13311,"chest_item_rarity_+%_final_from_mod","","","",1,"","","","",1,1802095052,[],"","","",1,[],[],""
13312,"map_spawn_x_additional_heist_smugglers_caches","","","",3,"","","","",1,3595444982,[],"","","",1,[],[],""
13313,"rogue_trader_map_rogue_exile_maximum_life_+%_final","","","",1,"","","","",1,4247235248,[],"","","",1,[],[],""
13314,"maximum_life_+%_final_from_rogue_trader","","","",1,"","","","",1,3522312869,[],"","","",1,[],[],""
13315,"map_additional_maximum_all_elemental_resistances_%_per_sulphite_vein_mined","","","",1,"","","","",1,4078708129,[],"","","",1,[],[],""
13316,"trialmaster_tether_movement_speed_+%_final","","","",1,"","","","",1,3372544234,[],"","","",1,[],[],""
13317,"corrupting_fever_apply_additional_corrupted_blood_%","","","",1,"","","","",1,448717109,[],"","","",1,[],[],""
13318,"cannot_damage_ultimatum_altar","","","",4,"","","","",1,119862010,[],"","","",1,[],[],""
13319,"reap_life_%_granted_on_death_with_debuff","","","",3,"","","","",1,4129908440,[],"","","",1,[],[],""
13320,"base_rage_cost_+%","","","",1,"","","","",1,3542409353,[],"","","",1,[],[],""
13321,"exsanguinate_additional_chain_chance_%",1,"","",1,"","","","",1,3258654315,"[""exsanguinate""]","","","",1,[],[],""
13322,"vaal_skill_exertable","","","",4,1,"","","",1,3100434270,[],"","","",1,[],[],""
13323,"quality_display_lifetap_is_gem","","","",4,"","","","",1,1471489276,[],"","","",1,[],[],""
13324,"quality_display_exsanguinate_beam_targets_is_gem","","","",4,"","","","",1,2969553207,[],"","","",1,[],[],""
13325,"show_blood_charge_info","","","",4,"",1,"","",1,2223169578,[],"","","",1,[],[],""
13326,"ultimatum_monster_life_+%_final","","","",1,"","","","",1,1324522136,[],"","","",1,[],[],""
13327,"ultimatum_monster_damage_+%_final","","","",1,"","","","",1,568895344,[],"","","",1,[],[],""
13328,"remove_corrupted_blood_when_you_use_a_flask","","","",4,"","","","",1,3675737835,[],"","","",1,[],[],""
13329,"ultimatum_enraged_ape_damage_taken_+%_final","","","",1,"","","","",1,1083441262,[],"","","",1,[],[],""
13330,"darkness_damage_bypass_energy_shield_%","","","",1,"",1,"","","",4086506986,[],"","","",1,[0],[],""
13331,"darkness_damage_taken_per_minute_towards_mana_bypassing_es","","","",3,"",1,"","","",3194632298,[],"","","",1,[],[],""
13332,"darkness_damage_taken_per_minute_towards_life_bypassing_es","","","",3,"",1,"","","",866009976,[],"","","",1,[],[],""
13333,"darkness_damage_taken_per_minute_bypassing_es","","","",3,"",1,"","","",1312692081,[],"","","",1,[],[],""
13334,"darkness_damage_taken_per_minute_damaging_es","","","",3,"",1,"","","",1836035022,[],"","","",1,[],[],""
13335,"tencent_jingwei_set_bonus",1,"","",3,"","","","",1,2922082178,[],"","","",1,[],[],""
13336,"tencent_jingwei_set_weapon_skin",1,"","",3,"","","","",1,1989062742,[],"","","",1,[],[],""
13337,"tencent_jingwei_set_weapon_effect",1,"","",3,"","","","",1,2145721543,[],"","","",1,[],[],""
13338,"skill_cannot_chain_from_enemies",1,"","",4,1,"","","",1,604156421,[],"","","",1,[],[],""
13339,"terrain_debug_data","","","",3,"","","","",1,2461196247,[],"","","","",[],[],""
13340,"local_level_requirement_override","",1,"",3,"","","","",1,1892975174,[],"","","",1,[],[],""
13341,"royale_monster_flask_drop_chance_permyriad",1,"","",7,"","","","",1,4026913134,[],"","","",1,[],[],""
13342,"royale_monster_weapon_drop_chance_permyriad",1,"","",7,"","","","",1,2040744462,[],"","","",1,[],[],""
13343,"royale_monster_armour_drop_chance_permyriad",1,"","",7,"","","","",1,1525307424,[],"","","",1,[],[],""
13344,"royale_monster_skill_gem_drop_chance_permyriad",1,"","",7,"","","","",1,2739488501,[],"","","",1,[],[],""
13345,"royale_monster_support_gem_drop_chance_permyriad",1,"","",7,"","","","",1,2454918324,[],"","","",1,[],[],""
13346,"royale_monster_unique_drop_chance_permyriad",1,"","",7,"","","","",1,4164911916,[],"","","",1,[],[],""
13347,"royale_monster_currency_drop_chance_permyriad",1,"","",7,"","","","",1,3280012818,[],"","","",1,[],[],""
13348,"armour_evasion_banner_stage_count","","","",3,"","","","",1,1011247720,[],"","","",1,[],[],""
13349,"armour_evasion_banner_critical_strike_chance_+%","","","",1,"","","","",1,2522305189,[],"","","",1,[],[],""
13350,"maximum_number_of_summoned_doubles",1,"","",3,"","","","",1,3367344539,[],"","","",1,[],[],""
13351,"predict_totem_maximum_energy_shield","","","",3,"",1,"","",1,1005639584,[],"","","",1,[1],[],""
13352,"skill_user_maximum_energy_shield","","","",3,"",1,"","","",3192869241,[],"","","",1,[1],[],""
13353,"override_skill_user_maximum_life","","","",3,"","","","",1,1869773244,[],"","","",1,[],[],""
13354,"override_skill_user_maximum_energy_shield","","","",3,"","","","",1,1748059448,[],"","","",1,[],[],""
13355,"righteous_fire_base_fire_damage_to_deal_per_minute","","","",3,"",1,"","","",3166915573,[],"","","",1,[6],[],""
13356,"void_burst_hit_damage_+%_final_per_power_charge","","","",1,"","","","",1,2976646475,[],"","","",1,[],[],""
13357,"banner_add_stage_every_x_milliseconds_while_enemies_nearby","","","",1,"","","","",1,524576830,[],"","","",1,[],[],""
13358,"rage_slash_sacrifice_rage_%","","","",1,"","","","",1,4049031232,[],"","","",1,[],[],""
13359,"rage_slash_radius_+_per_amount_of_rage_sacrificed","","","",3,"","","","",1,3591888386,[],"","","",1,[],[],""
13360,"rage_slash_rage_sacrifice_per_radius_bonus","","","",3,"","","","",1,3277075217,[],"","","",1,[],[],""
13361,"rage_slash_damage_+%_final_per_amount_of_rage_sacrificed","","","",1,"","","","",1,147085505,[],"","","",1,[],[],""
13362,"rage_slash_rage_sacrifice_per_damage_bonus","","","",3,"","","","",1,3026171371,[],"","","",1,[],[],""
13363,"rage_slash_maximum_vortices","","","",3,"","","","",1,3035040597,[],"","","",1,[],[],""
13364,"rage_slash_vortex_attack_speed_+%_final","","","",1,1,"","","",1,757064316,[],"","","",1,[],[],""
13365,"support_divine_cry_damage_+%_final","","","",1,"","","","",1,4203306506,[],"","","",1,[],[],""
13366,"divine_cry_additive_spell_damage_modifiers_apply_to_attack_damage_at_%_value_per_5_power_up_to_150%","","","",1,"","","","",1,1312291879,[],"","","",1,[],[],""
13367,"additive_spell_damage_modifiers_apply_to_attack_damage_at_%_value_from_divine_cry","","","",1,"","","","",1,1256521714,[],"","","",1,[],[],""
13368,"triggered_by_divine_cry","","","",4,"","","","",1,1471260111,[],"",1,"","",[],[],""
13369,"map_expedition_league","","","",4,"","","","",1,294805299,[],"","","",1,[],[],""
13370,"support_ancestral_warrior_totem_attack_speed_+%_final","","","",1,"","","","",1,2332450672,[],"","","",1,[],[],""
13371,"support_ancestor_slam_totem_damage_+%_final","","","",1,"","","","",1,2329125168,[],"","","",1,[],[],""
13372,"ancestor_totem_grants_owner_area_of_effect_+%_with_melee_skills",1,"","",1,"","","","",1,2639074881,[],"","","",1,[],[],""
13373,"support_skill_totem_type_override","","","",3,1,"","","",1,2219176768,[],"","","","",[],[],""
13374,"leap_slam_no_epk","","","",4,1,"","","",1,521626467,[],"","","",1,[],[],""
13375,"royale_chest_modify_level_based_on_opener","","","",3,"","","","",1,1632433956,[],"","","",1,[],[],""
13376,"max_number_of_absolution_sentinels",1,"","",3,"","","","",1,1370300803,[],"",1,"",1,[],[],""
13377,"absolution_blast_chance_to_summon_on_hitting_rare_or_unique_%","","","",1,"","","","",1,1078140940,[],"",1,"",1,[],[],""
13378,"totem_targets_ignoring_action_distance","","","",4,1,"","","",1,2247994267,[],"","","",1,[],[],""
13379,"exposure_art_variation","","","",3,"","","","",1,2700727758,[],"","","","",[],[],""
13380,"inflict_all_exposure_on_hit","","","",4,"","","","",1,3993342167,[],"","","",1,[],[],""
13381,"soulfeast_number_of_secondary_projectiles","","","",3,1,"","","",1,2869911904,[],"","","",1,[],[],""
13382,"soulfeast_take_%_maximum_life_as_chaos_damage","","","",1,"","","","",1,3607789901,[],"","","",1,[],[],""
13383,"soulfeast_take_%_maximum_energy_shield_as_chaos_damage","","","",1,"","","","",1,855101531,[],"","","",1,[],[],""
13384,"skill_base_chaos_damage_%_maximum_life","","","",1,"","","","",1,846362038,[],"","","",1,[],[],""
13385,"skill_base_chaos_damage_%_maximum_energy_shield","","","",1,"","","","",1,215392155,[],"","","",1,[],[],""
13386,"leap_slam_cannot_die_during_action",1,"","",4,1,"","","",1,3401415584,[],"","","",1,[],[],""
13387,"golem_maximum_mana_+%","","","",1,"","","","",1,3927579902,[],"","","",1,[],[],""
13388,"absolution_blast_shockwave_every_x_beams","","","",3,"","","","",1,548365948,[],"",1,"",1,[],[],""
13389,"local_flask_cannot_gain_charges_during_flask_effect","",1,"",4,"","","","",1,2239544486,[],"","","",1,[],[],""
13390,"local_flask_use_on_adjacent_flask_use","",1,"",4,"","","","",1,2592972243,[],"","","",1,[],[],""
13391,"local_flask_use_on_flask_effect_ended","",1,"",4,"","","","",1,1512235389,[],"","","",1,[],[],""
13392,"armour_evasion_banner_taunted_enemies_damage_+%_final","","","",1,"","","","",1,2443130283,[],"","","",1,[],[],""
13393,"damage_+%_final_from_armour_evasion_banner","","","",1,"","","","",1,2940406338,[],"","","",1,[],[],""
13394,"spectral_spiral_weapon_base_number_of_bounces","","","",3,"","","","",1,2755619070,[],"","","",1,[],[],""
13395,"map_atlas_region_levels","","","",3,"","","","",1,4047254970,[],"","","","",[],[],""
13396,"mana_void_gain_%_missing_unreserved_mana_as_base_lightning_damage","","","",1,"","","","",1,2503370933,[],"","","",1,[],[],""
13397,"base_unreserved_mana_cost_%","","","",1,"","","","",1,3979817967,[],"",1,"",1,[],[],""
13398,"is_not_projectile_override","","","",4,"","","","",1,1538708334,[],"","","",1,[],[],""
13399,"armour_evasion_banner_super_taunt_duration_per_stage_ms","","","",3,"","","","",1,2508308443,[],"","","",1,[],[],""
13400,"number_of_active_absolution_sentinels",1,"","",3,"","","","",1,2482363398,[],"","","",1,[],[],""
13401,"divine_cry_critical_strike_chance_+%_per_5_power_up_to_cap%","","","",1,"","","","",1,4195470943,[],"","","",1,[],[],""
13402,"local_flask_use_on_full_charges","",1,"",4,"","","","",1,1465796129,[],"","","",1,[],[],""
13403,"local_flask_use_on_guard_skill_used","",1,"",4,"","","","",1,1854990143,[],"","","",1,[],[],""
13404,"local_flask_use_on_travel_skill_used","",1,"",4,"","","","",1,2309782218,[],"","","",1,[],[],""
13405,"local_flask_use_on_guard_skill_expired","",1,"",4,"","","","",1,1242672120,[],"","","",1,[],[],""
13406,"local_flask_use_on_hitting_rare_unique_enemy_while_inactive","",1,"",4,"","","","",1,3627359417,[],"","","",1,[],[],""
13407,"local_flask_use_on_affected_by_freeze","",1,"",4,"","","","",1,2021332543,[],"","","",1,[],[],""
13408,"local_flask_use_on_affected_by_chill","",1,"",4,"","","","",1,2960874198,[],"","","",1,[],[],""
13409,"local_flask_use_on_affected_by_shock","",1,"",4,"","","","",1,1383196862,[],"","","",1,[],[],""
13410,"local_flask_use_on_affected_by_ignite","",1,"",4,"","","","",1,1356327007,[],"","","",1,[],[],""
13411,"local_flask_use_on_affected_by_bleed","",1,"",4,"","","","",1,216955197,[],"","","",1,[],[],""
13412,"local_flask_use_on_affected_by_poison","",1,"",4,"","","","",1,941330208,[],"","","",1,[],[],""
13413,"local_flask_use_on_damage_blocked","",1,"",4,"","","","",1,2942599869,[],"","","",1,[],[],""
13414,"local_flask_use_on_taking_savage_hit","",1,"",4,"","","","",1,18710229,[],"","","",1,[],[],""
13415,"local_flask_use_on_using_a_life_flask","",1,"",4,"","","","",1,3255190627,[],"","","",1,[],[],""
13416,"main_hand_attack_damage_penetrates_fire_resist_%","","","",1,"",1,"","",1,2595858900,[],"","","",1,[],[],""
13417,"main_hand_attack_damage_penetrates_cold_resist_%","","","",1,"",1,"","",1,1070377170,[],"","","",1,[],[],""
13418,"main_hand_attack_damage_penetrates_lightning_resist_%","","","",1,"",1,"","",1,2280110897,[],"","","",1,[],[],""
