"rownum","Id","Runes","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","RuneCountRequired","MinLevelReq","MaxLevelReq","Reward","RewardCount","rid_64","rid_80","string_96","string_104","bool_112","i32_113","bool_117","i32_118","QuestFlag","Category","RuneWeights","DisabledText"
291,"9SlotOrbofChance3","[19,20,18,27,24,11,16,15,0]","","","","","","","","","","",9,1,100,10,3,"","","","","",4829,"",0,"",0,[154],""
292,"9SlotOrbofAnnulment3","[12,8,13,15,12,2,16,10,32]","","","","","","","","","","",9,1,100,196,3,"","","","","",4829,"",0,"",0,"[151,159]",""
293,"9SlotDivineOrb10","[29,28,32,25,13,19,9,16,14]","","","","","","","","","","",9,1,100,36,10,"","","","","",4829,"",0,"",0,"[152,157]",""
294,"9SlotPerfectExaltedOrb3","[7,25,28,6,26,30,32,29,9]","","","","","","","","","","",9,1,100,20,3,"","","","","",4829,"",0,"",0,"[150,153]",""
295,"9SlotPerfectChaosOrb3","[7,23,30,21,24,32,3,25,17]","","","","","","","","","","",9,1,100,5,3,"","","","","",4829,"",0,"",0,"[149,153]",""
296,"9SlotHinekorasLock1","[20,32,27,15,26,25,31,29,26]","","","","","","","","","","",9,1,100,8,1,"","","","","",4829,"",0,"",0,[155],""
297,"9SlotMirrorofKalandra1","[32,20,31,30,29,28,26,24,6]","","","","","","","","","","",9,1,100,7,1,"","","","","",4829,"",0,"",0,[156],""
298,"10SlotOlrothsBoon1","[30,22,32,16,1,15,7,11,31,26]","","","","","","","","","","",10,1,100,5202,1,"","","","","",4829,"",0,1546,1,[157],""
299,"10SlotVoranasBoon1","[29,22,32,16,9,18,14,11,31,26]","","","","","","","","","","",10,1,100,5203,1,"","","","","",4829,"",0,1543,1,[157],""
300,"10SlotUhtredsBoon1","[27,22,32,16,2,28,8,11,31,26]","","","","","","","","","","",10,1,100,5204,1,"","","","","",4829,"",0,1545,1,[157],""
301,"10SlotMedvedsBoon1","[21,22,32,16,21,17,25,11,31,26]","","","","","","","","","","",10,1,100,5205,1,"","","","","",4829,"",0,1544,1,[157],""
302,"10SlotOlrothsLegacyRune1","[19,22,32,16,0,29,24,11,31,26]","","","","","","","","","","",10,1,100,5138,1,"","","","","",4829,"",0,"",1,[157],""
303,"8SlotCurrencyPerfectFlux1","[22,20,30,25,32,31,19,2]","","","","","","","","","","",8,1,100,5128,1,"","","","","",4829,"",0,"",0,[161],""
304,"3SlotLevel5Flux1","[24,27,6]","","","","","","","","","","",3,13,18,4922,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
305,"3SlotLevel6Flux1","[24,27,6]","","","","","","","","","","",3,19,22,4923,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
306,"3SlotLevel7Flux1","[24,27,6]","","","","","","","","","","",3,23,26,4924,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
307,"3SlotLevel8Flux1","[24,27,6]","","","","","","","","","","",3,27,31,4925,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
308,"3SlotLevel9Flux1","[24,27,6]","","","","","","","","","","",3,32,36,4926,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
309,"3SlotLevel10Flux1","[24,27,6]","","","","","","","","","","",3,37,41,4927,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
310,"3SlotLevel11Flux1","[24,27,6]","","","","","","","","","","",3,42,46,4928,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
311,"3SlotLevel12Flux1","[24,27,6]","","","","","","","","","","",3,47,52,4929,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
312,"3SlotLevel13Flux1","[24,27,6]","","","","","","","","","","",3,53,58,4930,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
313,"3SlotLevel14Flux1","[24,27,6]","","","","","","","","","","",3,59,61,4931,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
314,"3SlotLevel15Flux1","[24,27,6]","","","","","","","","","","",3,62,65,4932,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
315,"3SlotLevel16Flux1","[24,27,6]","","","","","","","","","","",3,66,70,4933,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
316,"3SlotLevel17Flux1","[24,27,6]","","","","","","","","","","",3,71,76,4934,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
317,"3SlotLevel18Flux1","[24,27,6]","","","","","","","","","","",3,77,100,4935,1,"","","","",1,4829,"",0,"",0,"[36,48,52,63,69]",""
318,"5SlotLevel19Flux1","[4,24,27,5,8]","","","","","","","","","","",5,1,100,4936,1,"","","","",1,4829,"",0,"",0,"[80,107,162]",""
319,"6SlotLevel20Flux1","[4,24,27,6,8,30]","","","","","","","","","","",6,1,100,4937,1,"","","","",1,4829,"",0,"",0,[107],""
