"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","Cooldown","row_82","bool_90","QuestFlag","rid_107","row_123","i32_131","i32_135","i32_139","CharacterAudio"
559,"AfterPerennialKingHelpAsala","",1,0,[],[],"","",[],"","",[],"","",2,100,0,[]
560,"SinRevealPrompt","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
561,"SinRevealResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
562,"EnterDreadnoughtsWake","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
563,"SeeSlavesAtFrontOfCaravan",3603,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
564,"SpiresBirdStatueAfterPrayer","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
565,"UpperSpiresVaseMonsterSurprise","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
566,"EnterSandsweptMarsh",4402,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
567,"SandsweptMarshBugAttach","",500,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
568,"SandsweptDredgefiendSummon","",4000,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
569,"SandsweptMarshBossSummon","",2000,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
570,"SandsweptMarshBossKilled",4403,4000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
571,"EnterZigguratEncampment",3641,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
572,"MetAlvaZiggurat",3859,200,20000,[],[],"","",[],"","",[],"","",2,100,0,[]
573,"MetServiZiggurat",3858,200,20000,[],[],"","",[],"","",[],"","",2,100,0,[]
574,"MetOswaldZiggurat",3781,200,0,[],[],"","",[],"","",[],"","",2,100,0,[]
575,"EnterJungleOutskirts",3642,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
576,"EnterJungleDepths",3750,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
577,"JungleDepthsMonkeysDescend","",1000,500000,[],[],"","",[],"","",[],"","",1,100,0,[]
578,"JungleDepthsBossSeen",4406,1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
579,"JungleDepthsBossSlamSeen","",1000,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
580,"JungleDepthsBossKilled",4407,3000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
581,"ZigguratEncampmentStairsDrainedComment",2883,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
582,"EnterSnakePit",3751,5000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
583,"CrossingAntZoneAreaChange","",3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
584,"AntZoneSeeingLever",4409,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
585,"EnterChimeralWetlands",3752,3500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
586,"ChimeralWetlandsTriggerPlant","",500,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
587,"EnterMachinariumUpper","",3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
588,"MachinariumGolemInertSeenFirst",4517,500,20000,[],[],"","",[],"","",[],"","",0,100,0,[]
589,"MachinariumGolemActivate",4516,1000,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
590,"MachinariumGolemKilled","",1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
591,"FindFirstSoulCore",4411,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
592,"FindFirstSoulCoreNoCombat","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
593,"MachinariumUseSmallSoulCore","",1000,0,[],[],"","",[],594,"",[],"","",1,100,0,[]
594,"MachinariumUseSmallSoulCoreNoCombat","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
595,"MachinariumSecondSoulCoreNoDoor",4412,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
596,"FindThirdSoulCore",4413,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
597,"MachinariumSeeSecondDoor","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
598,"MachinariumSecondAltarSeen","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
599,"BlackjawKilled",4417,3000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
600,"MachinariumLowerBossSeenPreFight",3839,1000,20000,[],[],"","",[],"","",[],"","",2,100,0,[]
601,"MachinariumLowerFindGeneratorNoCore",4419,1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
602,"MachinariumLowerFindCoreSeenGenerator",4420,1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
603,"MachinariumLowerFindCoreNotSeenGenerator",4421,1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
604,"MachinariumLowerPowerFirstGenerator",4422,3000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
605,"MachinariumLowerPowerSecondGenerator",4423,3000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
606,"MachinariumLowerGoToLargeCorePreFight","",0,20000,[],[],"","",[],"","",[],"","",2,100,0,[]
607,"MachinariumLowerBossKilledSummonedAlva",3763,5000,20000,[],[],"","",[],"","",[],"","",2,100,0,[]
608,"PlugInGiantSoulCore",3854,0,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
609,"SeeCarverWaterways",4515,1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
610,"UseFirstLeverWaterways",4424,1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
611,"UseLastToReduceWaterInCamp",3765,1000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
612,"EnterCarverBog",3767,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
613,"IgnagdukSeen","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
614,"IgnagdukFlyingFirstTime",4425,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
615,"IgnagdukKilled",3776,3000,20000,[],[],"","",[],"","",[],"","",1,100,0,[]
616,"IgnagdukPickUpSpear",3786,0,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
617,"IgnagdukQuestRewardTaken",3778,0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
618,"EnterSunkenRuins",3768,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
619,"SunkenRuinsOswaldResponse",4673,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
620,"EnterForgottenTemple",3769,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
621,"ForgottenTempleFirstLeverPull","",3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
622,"ForgottenTempleHearBossKnockEcho",2881,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
623,"ForgottenTempleBridgeResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
624,"ForgottenTempleBigLeverResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
625,"GoldcrushBossResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
626,"GoldcrushBossExhaustedResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
627,"GoldcrushBossRuneSlamResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
628,"GoldcrushBossFissureResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
629,"GoldcrushBossKilled",4670,5000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
630,"ForgottenTempleQuestComplete",4677,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
631,"EnterAggoratOvergrown",3806,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
632,"AggoratOvergrownAtziriStatueComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
633,"QueenOfFilthResponse",4643,14600,0,[],[],"","",[],"","",[],"","",2,100,0,[]
634,"QueenOfFilthCorpseBall","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
635,"QueenOfFilthCurseResponse","",1000,30000,[],[],"","",[],"","",[],"","",2,100,0,[]
636,"AggoratOvergrownQueenOfFilthKilled",4644,4000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
637,"AggoratOvergrownTempleIdolPickup",3896,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
638,"ZigguratDoorIdolOpenComment",4817,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
639,"EnterZiggurat",3807,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
640,"ZigguratSunOrbSeen",4863,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
641,"ZigguratSunOrbSecondLevelSeen",4862,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
642,"SunWorshipperResponse",4645,7500,0,[],[],"","",[],"","",[],"","",2,100,0,[]
643,"SunWorshipperBigLaserResponse","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
644,"SunWorshipperKilled",4836,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
645,"ZigguratElevatorResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
646,"TimePortalSeen","",15000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
647,"ExitTimePortalResponse","",1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
648,"EnterUtzaal","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
649,"SacrificialHeartPickup",4821,200,0,[],[],"","",[],"","",[],"","",1,100,0,[]
650,"ApproachViperComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
651,"ViperNapuatziResponse",4818,500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
652,"ViperNapuatziSnakeSkillResponse","",1000,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
653,"ViperNapuatziKilled",4819,4500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
654,"UtzaalLargeAtziriStatueSeen",4992,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
655,"EnterAggoratPast",3811,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
656,"AggoratPastSacrificeTableSeen",4993,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
657,"AggoratPastStabSacrificialHeart",4831,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
658,"BlackChambersStatueSeen",4994,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
659,"BlackChambersFirstBridgeRaiseComment",4969,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
660,"DoryaniAlvaGodVoiceResponse",4968,14000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
661,"DoryaniBossIntroResponse",3906,11800,0,[],[],"","",[],"","",[],"","",2,100,0,[]
662,"DoryaniBossSummonMechResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
663,"DoryaniBossSummonMechResponseAlt","",15500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
664,"DoryaniBossFloatingPlatformResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
665,"DoryaniBossExplodeMechResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
666,"DoryaniBossKilled","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
667,"DoryaniJoinsPlayerResponse",4651,0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
668,"AscendancyA3TrialEnter",3770,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
669,"AscendancyA3UseFirstElevator","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
670,"AscendancyA3OwlBossSeen",4996,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
671,"AscendancyA3OwlBossDefeat",4997,1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
672,"AscendancyA3BirdBossSeen",4998,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
673,"AscendancyA3BirdBossDefeat",4999,1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
674,"AscendancyA3ChimeraBossSeen",5000,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
675,"AscendancyA3ChimeraBossDefeat",5001,1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
676,"AscendancyA3TrialmasterBossSeen",5002,12500,0,[],[],"","",[],"","",[],"","",2,100,0,[]
677,"AscendancyA3TrialmasterBossDefeat",5003,4600,0,[],[],"","",[],"","",[],"","",2,100,0,[]
678,"AscendancyA3Complete","",0,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
679,"SandsweptMarshShamanGiantSeen",5004,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
680,"WaterwaysSeeServiSonGrave",5005,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
681,"OutskirtsCampSeeExplorers","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
682,"OutskirtsCampKeepAllAlive","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
683,"OutskirtsCampSomeDied","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
684,"OutskirtsCampAllDied","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
685,"OutskirtsSurvivorGreetResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
686,"JungleDepthsCampSeeExplorers","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
687,"JungleDepthsCampKeepAllAlive","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
688,"JungleDepthsCampSomeDied","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
689,"JungleDepthsCampAllDied","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
690,"JungleDepthsSurvivorGreetResponse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
691,"WetlandsCampSeen",5010,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
692,"JungleOutskirtsAntNestComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
693,"JungleOutskirtsMaggotSwarmComment",5011,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
694,"WetlandsToxicPlantRoom",5012,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
695,"WetlandsKillFungus",5013,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
696,"ChimeraBossUltimatumKeyDrop",4978,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
697,"MachinariumUpperTreasureRoomOpen",4888,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
698,"MachinariumLowerCorruptAltarSeenNoPower","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
699,"MachinariumLowerCorruptAltarSeenPower","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
700,"MachinariumLowerCorruptAltarUse",4873,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
701,"CarverBogSeeEffigy",5014,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
702,"CarverBogRecieveEffigyBuff",4866,0,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
703,"WaterwaysMonkeyAmbush","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
704,"SunkenCityDungeonOneComment",4952,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
705,"SunkenCityDungeonTwoComment",4953,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
706,"SunkenCityDungeonThreeComment",4954,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
707,"NapuatziArenaCrawlers",4945,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
708,"WaterwaysFishRoomComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
709,"AggoratMushroomOne",5015,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
710,"AggoratMushroomTwo",5016,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
711,"AggoratMushroomThree",5017,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
712,"AggoratCroneNoMushrooms",5018,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
713,"AggoratCroneInteractNoMushrooms",5019,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
714,"AggoratCroneInteractNeedMoreMushrooms",5020,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
715,"AggoratCroneGiveAllMushrooms",5021,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
716,"AggoratCroneGetFlask",5025,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
717,"TempleOfKamasaFindCoolingCore","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
718,"TempleOfKamasaUseCoolingCore","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
719,"UtzaalArtifactOne",5029,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
720,"UtzaalArtifactTwo","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
721,"UtzaalArtifactThree",5030,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
722,"UtzaalArtifactFour","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
723,"UtzaalPastKeyPieceOne","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
724,"UtzaalPastKeyPieceTwo","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
725,"UtzaalPastKeyPieceThree","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
726,"UtzaalPastNapuatziHouse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
727,"BlackChamberBreachRoom","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
728,"EnterEndGameHub","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
729,"EnterEndGameHubAltWakeUp","",5000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
730,"TimeArchitechtMet","",200,0,[],[],"","",[],"","",[],"","",2,100,0,[]
731,"BloodPriestessMet","",200,0,[],[],"","",[],"","",[],"","",2,100,0,[]
732,"FirstBreachSeen","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
733,"FirstBreachComplete",2172,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
734,"BreachBossSeen","",11500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
735,"BreachBossKilled","",9000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
736,"BreachItemFirstPickedUp","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
737,"FirstDeliriumSeen","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
738,"FirstDeliriumOpened","",7500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
739,"OmniphobiaKilled",2178,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
740,"KosisKilled",2179,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
741,"GwennenMapFirstSeen","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
742,"RogMapFirstSeen","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
743,"DannigMapFirstSeen","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
744,"TujenMapFirstSeen","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
745,"ExpeditionFirstExplosivePlaced",2186,2000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
746,"ExpeditionFirstClear",2328,3000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
747,"EnterFinalPinnacleFight",2330,2000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
748,"FinalPinnacleBossKilled",2331,2000,0,[],[],"","",[],"","",[],"","",0,100,0,[]
749,"EnterMapSpiderWoods",2332,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
750,"EnterMapBackwash",2333,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
751,"EnterMapBurialBog",2336,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
752,"EnterMapInferno",2337,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
753,"EnterMapCrimsonShores",2338,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
754,"EnterMapSavanna",2339,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
755,"EnterMapWetlands",2340,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
756,"EnterMapRustbowl",2341,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
757,"EnterMapBloomingField",2342,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
758,"EnterMapFortress",2355,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
759,"EnterMapPenitentiary",2356,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
760,"EnterMapLostTowers",74,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
761,"EnterMapForge",2686,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
762,"EnterMapMire",2687,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
763,"EnterMapAugury",2688,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
764,"EnterMapHive",2689,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
765,"EnterMapHeadland",2730,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
766,"EnterMapSump",2731,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
767,"EnterMapSeepage",2732,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
768,"EnterMapBloodwood",2733,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
769,"EnterMapRiverside",2734,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
770,"EnterMapSulphuricCaverns",2735,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
771,"EnterMapCenotes","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
772,"EnterMapSandspit","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
773,"EnterMapLoftySummit","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
774,"EnterMapWillow","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
775,"EnterMapHiddenGrotto","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
776,"EnterMapSteamingSprings","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
777,"EnterMapWoodland","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
778,"EnterMapCrypt","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
779,"EnterMapNecropolis","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
780,"EnterMapRavine","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
781,"EnterMapAbyss","",4000,100000,[],[],"","",[],"","",[],"","",1,100,0,[]
782,"FindPinnacleBossGateNoKeys",2329,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
783,"KillUberBossGetKey1","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
784,"KillUberBossGetKey2","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
785,"KillUberBossGetKey3","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
786,"OpenPinnacleBossGate","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
787,"GeneralLandmarkRemarkOne","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
788,"GeneralLandmarkRemarkTwo","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
789,"GeneralLandmarkRemarkThree","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
790,"GeneralLandmarkRemarkFour","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
791,"AscendancyPitch1","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
792,"AscendancyPitch2","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
793,"AscendancyPitch3","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
794,"KingsmarchBridgeComment",5144,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
795,"EnterKingsmarchFirstTime",3861,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
796,"DisengagePreacher","",1000,5000,[],[],"","",[],"","",[],"","",1,100,0,[]
797,"DannigMet","",200,5000,[],[],"","",[],"","",[],"","",2,100,0,[]
798,"TujenMet","",0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
799,"KanuMet","",0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
800,"RogCharterObtained","",5500,1000000,[],[],"","",[],"","",[],"","",2,100,0,[]
801,"MakoruMet","",1000,5000,[],[],"","",[],"","",[],"","",1,100,0,[]
802,"ShrikeIslandVisited","",2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
803,"EnterFirstShrikeCave",4428,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
804,"ShrikeBossSeen",4068,1000,5000,[],[],"","",[],"","",[],"","",1,100,0,[]
805,"FleshPupShrikeBossEmerge",4429,500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
806,"FleshPupShrikeBossReturn",4430,500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
807,"ShrikeBossKilled",1985,2400,0,[],[],"","",[],"","",[],"","",1,100,0,[]
808,"KedgeBayVisited","",2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
809,"ObtainMapPieceFirst",199,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
810,"ObtainMapPieceLast",203,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
811,"ObtainMapPieceLastKnowing",204,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
812,"PirateSkeletonSeen",205,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
813,"AbandonedShipSeen",206,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
814,"KedgeBayTwinnedRareReact","",0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
815,"JourneysEndVisited",3865,2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
816,"JourneysEndSeeExplosiveFirstTime",228,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
817,"JourneysEndShipExplode","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
818,"JourneysEndFreyaMet","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
819,"JourneysEndShipBeforeSecondExplode","",0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
820,"CaptainHartlinSeen",230,0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
821,"CaptainHartlinCannon","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
822,"CaptainHartlinKilled",4287,6000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
823,"JourneysEndVerisiumObtained",4286,1000,60000,[],[],"","",[],"","",[1878],"","",0,100,0,[]
824,"JourneysEndSpikesForged",4284,1500,5000,[],[],"","",[],"","",[],"","",1,100,0,[]
825,"JourneysEndUseSpikes",4282,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
826,"JourneysEndTangmazuResponse",231,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
827,"JourneysEndAfterDelirium",4281,2000,5000,[],[],"","",[],"","",[],"","",1,100,0,[]
828,"IsleOfKinGoblinMiningSeen",4432,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
829,"IsleOfKinVoltaxicShrineSeen",178,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
830,"IsleOfKinVoltaxicShrineActivate",179,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
831,"IsleOfKinTrappedBeastSeenFirst",180,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
832,"IsleOfKinTrappedBeastSeenSecond",181,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
833,"IsleOfKinTrappedRhoasSeenFirst",182,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
834,"IsleOfKinTrappedRhoasSeenSecond",183,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
835,"IsleOfKinBlindBeastArenaDrumsHeard",184,0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
836,"IsleOfKinBlindBeastSeen","",800,0,[],[],"","",[],"","",[],"","",1,100,0,[]
