"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","i32_38","bool_42","bool_43","i32_44","[rid]_48","BaseItemTypesKey","bool_80","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string_133","string_133 (French)","string_133 (German)","string_133 (Japanese)","string_133 (Korean)","string_133 (Portuguese)","string_133 (Russian)","string_133 (Spanish)","string_133 (Thai)","string_133 (Traditional Chinese)","MaxLevel","rid_145","UnlockItem","Encounter_AchievementItemsKeys","Environment","InheritsFrom","bool_217","MinimapIcons","[rid]_234","string_250","i32_258","i32_262","bool_266","Colour","OutlineColour","bool_299","bool_300","LeagueChallenges","IsHardmode","StatsHardmode","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361","[rid]_362","[rid]_378","[rid]_394"
456,"Metadata/Chests/ForestCache/ForestCache02",1,4,"Cache","Cache","Lagertruhe","貯蔵箱","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/ForestCache/ForestCache02.ao""]",1,4,1,"",100,[],"","",[],[],"",0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
457,"Metadata/Chests/ForestCache/ForestCache03",1,4,"Cache","Cache","Lagertruhe","貯蔵箱","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/ForestCache/ForestCache03.ao""]",1,4,1,"",100,[],"","",[],[],"",0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
458,"Metadata/Chests/ForestCache/ForestCache04",1,4,"Cache","Cache","Lagertruhe","貯蔵箱","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","祕寶","[""Metadata/Chests/ForestCache/ForestCache04.ao""]",1,4,1,"",100,[],"","",[],[],"",0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
459,"Metadata/Chests/VaalPots/VaalPot01",1,2,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/VaalPot01.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
460,"Metadata/Chests/VaalPots/VaalPot02",1,2,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/VaalPot02.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
461,"Metadata/Chests/VaalPots/VaalPot03",1,2,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/VaalPot03.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
462,"Metadata/Chests/VaalPots/VaalPot04",1,2,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/VaalPot04.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
463,"Metadata/Chests/VaalPots/VaalPot05",1,2,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/VaalPot05.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
464,"Metadata/Chests/VaalPots/VaalPot06",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/VaalPots/VaalPot06.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
465,"Metadata/Chests/VaalPots/VaalPot07",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/VaalPots/VaalPot07.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
466,"Metadata/Chests/VaalPots/VaalPot08",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/VaalPots/VaalPot08.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
467,"Metadata/Chests/VaalPots/VaalPot09",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/VaalPots/VaalPot09.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
468,"Metadata/Chests/VaalPots/VaalPot10",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/VaalPots/VaalPot10.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
469,"Metadata/Chests/VaalPots/DyePots/VaalDyePot_01",1,4,"Dye Pots","Pots de teinture","Farbtöpfe","染料の壺","염료 항아리","Potes de Corante","Горшки с краской","Vasijas de tinturas","ไหย้อมสี","染料壺","[""Metadata/Chests/VaalPots/DyePots/VaalDyePot_01.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","MP","MP","","","MP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
470,"Metadata/Chests/VaalPots/DyePots/VaalDyePot_02",1,4,"Dye Pots","Pots de teinture","Farbtöpfe","染料の壺","염료 항아리","Potes de Corante","Горшки с краской","Vasijas de tinturas","ไหย้อมสี","染料壺","[""Metadata/Chests/VaalPots/DyePots/VaalDyePot_02.ao""]","",4,"",1,100,[],"","",[],[],"",0,"","MP","MP","","","MP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
471,"Metadata/Chests/VaalPots/DyePots/VaalDyePot_03",1,4,"Dye Pots","Pots de teinture","Farbtöpfe","染料の壺","염료 항아리","Potes de Corante","Горшки с краской","Vasijas de tinturas","ไหย้อมสี","染料壺","[""Metadata/Chests/VaalPots/DyePots/VaalDyePot_03.ao""]",1,6,"",1,100,[],"","",[],[],60,0,"","MP","MP","","","MP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,"",1,600,"",1,[],[],[]
472,"Metadata/Chests/VaalPots/DyePots/VaalDyePot_04",1,4,"Dye Pots","Pots de teinture","Farbtöpfe","染料の壺","염료 항아리","Potes de Corante","Горшки с краской","Vasijas de tinturas","ไหย้อมสี","染料壺","[""Metadata/Chests/VaalPots/DyePots/VaalDyePot_04.ao""]",1,6,"",1,100,[],"","",[],[],60,0,"","MP","MP","","","MP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,"",1,600,"",1,[],[],[]
473,"Metadata/Chests/VaalPots/DyePots/VaalDyePot_05",1,4,"Dye Pots","Pots de teinture","Farbtöpfe","染料の壺","염료 항아리","Potes de Corante","Горшки с краской","Vasijas de tinturas","ไหย้อมสี","染料壺","[""Metadata/Chests/VaalPots/DyePots/VaalDyePot_05.ao""]","",4,"",1,100,[],"","",[],[],"",0,"","MP","MP","","","MP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
474,"Metadata/Chests/VaalPots/DyePots/VaalDyePot_06",1,4,"Dye Pots","Pots de teinture","Farbtöpfe","染料の壺","염료 항아리","Potes de Corante","Горшки с краской","Vasijas de tinturas","ไหย้อมสี","染料壺","[""Metadata/Chests/VaalPots/DyePots/VaalDyePot_06.ao""]","",4,"",1,100,[],"","",[],[],"",0,"","MP","MP","","","MP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
475,"Metadata/Chests/VaalPots/Aggorat/VaalAggPot01",1,1,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/Aggorat/VaalAggPot01.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
476,"Metadata/Chests/VaalPots/Aggorat/VaalAggPot02",1,1,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/Aggorat/VaalAggPot02.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
477,"Metadata/Chests/VaalPots/Aggorat/VaalAggPot03",1,1,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/Aggorat/VaalAggPot03.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
478,"Metadata/Chests/VaalPots/Aggorat/VaalAggPot04",1,1,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/Aggorat/VaalAggPot04.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
479,"Metadata/Chests/VaalPots/Aggorat/VaalAggPot05",1,1,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","花瓶","[""Metadata/Chests/VaalPots/Aggorat/VaalAggPot05.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
480,"Metadata/Chests/KedgeBayChests/KedgeBayChestAmphorae",1,4,"Vases","Vases","Vasen","花瓶","화병","Vasos","Вазы","Jarrones","แจกัน","花瓶","[""Metadata/Chests/KedgeBayChests/KedgeBayChestAmphorae.ao""]",1,6,"",1,100,[],"","",[],[],"",0,"","MP","FP","","","MP","FP","MP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,600,"",1,[],[],[]
481,"Metadata/Chests/KedgeBayChests/KedgeBayChestDriftwood",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KedgeBayChests/KedgeBayChestDriftwood.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,1000,"",1,[],[],[]
482,"Metadata/Chests/KedgeBayChests/KedgeBayChestMummified",1,2,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/KedgeBayChests/KedgeBayChestMummified.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
483,"Metadata/Chests/KedgeBayChests/KedgeBayChestOffertory",1,3,"Canister","Bidon","Kanister","キャニスター","용기","Vasilhame","Бочка","Contenedor","กล่องบรรจุ","罐子","[""Metadata/Chests/KedgeBayChests/KedgeBayChestOffertory.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","M","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
484,"Metadata/Chests/KedgeBayChests/KedgeBayChestStrongbox",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/KedgeBayChests/KedgeBayChestStrongbox.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,1000,"",1,[],[],[]
485,"Metadata/Chests/KedgeBayChests/ShipwreckLandmarkChest",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KalguuranCrates/SmallerPersonalChest.ao""]",1,10,"","",70,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_2_1/Objects/GullAmbushLandmarkChest",1,"",[],"",-90,90,"","","","","",[],"",[],1,1,1,1,0,"","",[],[],[]
486,"Metadata/Chests/KedgeBayChests/KedgeBayLandmarkCorpse01",1,2,"Corpse","Cadavre","Leiche","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/KedgeBayChests/LandmarkExplorerCorpse_01.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_2_1/Objects/KedgeBayLandmarkChest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,0,"",1,[],[],[]
487,"Metadata/Chests/KedgeBayChests/KedgeBayLandmarkCorpse02",1,2,"Corpse","Cadavre","Leiche","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/KedgeBayChests/LandmarkExplorerCorpse_02.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_2_1/Objects/KedgeBayLandmarkChest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,0,"",1,[],[],[]
488,"Metadata/Chests/KedgeBayChests/KedgeBayLandmarkCorpse03",1,2,"Corpse","Cadavre","Leiche","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/KedgeBayChests/LandmarkExplorerCorpse_03.ao""]",1,4,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_2_1/Objects/KedgeBayLandmarkChest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,0,"",1,[],[],[]
489,"Metadata/Chests/KedgeBayChests/ExplodingLandmarkChest",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KalguuranCrates/SmallerPersonalChest.ao""]",1,10,"","",70,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_2_2/Objects/ExplodingLandmarkChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,1,1,0,"","",[],[],[]
490,"Metadata/Chests/KedgeBayChests/ExplodingLandmarkChestSecondary",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KalguuranCrates/SmallerPersonalChest.ao""]",1,10,"","",70,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_2_2/Objects/ExplodingLandmarkChestSecondary",1,"",[],"",0,0,"","","","","",[],"",[],"",1,1,3,0,"","",[],[],[]
491,"Metadata/Chests/PrisonWeaponReack/ArmoryLandmarkWeaponRack","",0,"Riot Armaments","Armement anti-émeute","Waffen der Aufseher","暴徒の武器","폭동 병기","Armas da Revolta","Оружие охраны","Armamentos de revuelta","สรรพาวุธขบถ","動亂者軍備","[""Metadata/Chests/PrisonWeaponRack/PrisonWeaponRack_01.ao""]",1,10,"","",70,[],"","",[],[],"",0,"","M","FP","","","FP","NS","MP","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_5_1/Objects/ArmoryLandmarkWeaponRack",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,3,0,"","",[],[],[]
492,"Metadata/Chests/PrecursorFloorChests/PrecursorLandmarkChest_01",1,2,"Excavated Cache","Cache exhumée","Freigelegte Lagertruhe","発掘された貯蔵箱","파낸 은닉함","Estoque Escavado","Выкопанный тайник","Cofre excavado","ทรัพย์ที่ขุดพบ","發掘的密盒","[""Metadata/Chests/PrecursorFloorChests/PrecursorFloorChest_01.ao""]",1,15,"","",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_10/Objects/PrecursorLandmarkChest_01",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,0,"","",[],[],[]
493,"Metadata/Chests/PrecursorFloorChests/PrecursorLandmarkChest_02",1,2,"Excavated Cache","Cache exhumée","Freigelegte Lagertruhe","発掘された貯蔵箱","파낸 은닉함","Estoque Escavado","Выкопанный тайник","Cofre excavado","ทรัพย์ที่ขุดพบ","發掘的密盒","[""Metadata/Chests/PrecursorFloorChests/PrecursorFloorChest_02.ao""]",1,15,"","",100,[],"","",[],[],61,0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_10/Objects/PrecursorLandmarkChest_02",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,0,"","",[],[],[]
494,"Metadata/Chests/KaruiChests/HallHoldoutLandmarkChest",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KaruiChests/KaruiChest_03.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_11_2/Objects/HallLandmarkChest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,3,0,"","",[],[],[]
495,"Metadata/Chests/KaruiChests/HallHoldoutLandmarkChest2",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KaruiChests/KaruiChest_03.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_11_2/Objects/HallLandmarkChest2",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,3,0,"","",[],[],[]
496,"Metadata/Chests/Interlude/WaterWell_CurrencyChest_01","",2,"","","","","","","","","","","[""Metadata/Chests/Gold/invisible_chest.ao""]","",0,"","",100,[],"","",[],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Objects/WaterWell_Chest_01",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,0,"",1,[],[],[]
497,"Metadata/Chests/Interlude/WaterWell_CurrencyChest_02","",2,"","","","","","","","","","","[""Metadata/Chests/Gold/invisible_chest.ao""]","",0,"","",100,[],"","",[],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Objects/WaterWell_Chest_02",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,0,"",1,[],[],[]
498,"Metadata/Chests/Interlude/WaterVial_Chest_01",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/FarudinChests/JewelleryBox15.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_7/Objects/WaterVial_Chest_01",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,1,0,"","",[],[],[]
499,"Metadata/Chests/Interlude/ScarabAmbushLandmarkChest",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/FarudinChests/JewelleryBox15.ao""]",1,10,"","",140,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4_Interlude/Part2/P2_1/Objects/ScarabAmbushLandmarkChest",1,"",[],"",0,0,"","","","","",[],"",[],"",1,1,1,0,"","",[],[],[]
500,"Metadata/Chests/Interlude/VaalWallVault_Rare","",4,"Vault","Coffre mural","Gewölbe","宝物庫","금고실","Cofre","Хранилище","Bóveda","หีบนิรภัย","寶庫","[""Metadata/Terrain/Dungeon/TreasureVault/VaultDoorChest/VaultDoorChest.ao""]",1,20,"","",100,[],"","",[],[],61,0,"","M","N","","","M","NS","F","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4_Interlude/Part3/P3_7/Objects/VaalVault_Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,1,1,3,0,"","",[],[],[]
501,"Metadata/Chests/WeaverStiltNest01",1,3,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/WeaverStiltNest/WeaverStiltNest01.ao""]",1,2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/WeaverStiltNest/WeaverStiltNest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
502,"Metadata/Chests/WeaverStiltNest02",1,3,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/WeaverStiltNest/WeaverStiltNest02.ao""]",1,2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/WeaverStiltNest/WeaverStiltNest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
503,"Metadata/Chests/WeaverStiltNest03",1,3,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/WeaverStiltNest/WeaverStiltNest03.ao""]",1,2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/WeaverStiltNest/WeaverStiltNest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
504,"Metadata/Chests/WeaverStiltNest04",1,3,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/WeaverStiltNest/WeaverStiltNest04.ao""]",1,2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/WeaverStiltNest/WeaverStiltNest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
505,"Metadata/Chests/BirdEggChest01",1,2,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/BirdEggChests/BirdEggChest01.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
506,"Metadata/Chests/BirdEggChest02",1,2,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/BirdEggChests/BirdEggChest02.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
507,"Metadata/Chests/BirdEggChest03",1,2,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/BirdEggChests/BirdEggChest03.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
508,"Metadata/Chests/BirdEggChest04",1,2,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/BirdEggChests/BirdEggChest04.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
509,"Metadata/Chests/BirdEggChest05",1,2,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/BirdEggChests/BirdEggChest05.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
510,"Metadata/Chests/BirdEggChest06",1,2,"Nest","Nid","Nest","巣","둥지","Ninho","Гнездо","Nido","รัง","巢穴","[""Metadata/Chests/BirdEggChests/BirdEggChest06.ao""]","",2,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","NS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
511,"Metadata/Chests/GoblinRockPile01",1,5,"Stacked Rocks","Rochers empilés","Aufgestapelte Felsen","積まれた石","쌓아 올린 바위","Pedras Empilhadas","Сложенные камни","Rocas apiladas","กองหินซ้อน","堆疊石頭","[""Metadata/Chests/GoblinChests/GobRockPile01.ao""]",1,5,"",1,100,[],"","",[],[],"",0,"","MP","FP","","","FP","MP","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,500,"",1,[],[],[]
