"rownum","Mod","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Visual","TextStyles","bool_56","bool_57","bool_58"
138,4351,"[MonsterGlacialPrison1|Conjures Ice Prisons]","[MonsterGlacialPrison1|Invoque des Prisons de glace]","[MonsterGlacialPrison1|Beschwört Eisgefängnisse]","[MonsterGlacialPrison1|氷の牢獄を呼び出す]","[MonsterGlacialPrison1|얼음 감옥 생성]","[MonsterGlacialPrison1|Conjura Prisões de Gelo]","[MonsterGlacialPrison1|Сотворяет ледяные тюрьмы]","[MonsterGlacialPrison1|Invoca prisiones de hielo]","[MonsterGlacialPrison1|เสกคุกน้ำแข็ง]","[MonsterGlacialPrison1|召喚冰牢]",88,[],"","",""
139,4352,"Conjures Flamewalls","Invoque des Murs de flammes","Beschwört Flammenwälle","炎の壁を呼び出す","불길장벽 생성","Conjura Paredes Flamejantes","Сотворяет огненные стены","Invoca muros de fuego","เสกกำแพงไฟ","召喚烈焰之牆",89,[],"","",""
140,4353,"[MonsterFlamewaller1|Conjures Flamewalls]","[MonsterFlamewaller1|Invoque des Murs de flammes]","[MonsterFlamewaller1|Beschwört Flammenwälle]","[MonsterFlamewaller1|炎の壁を呼び出す]","[MonsterFlamewaller1|불길장벽 생성]","[MonsterFlamewaller1|Conjura Paredes Flamejantes]","[MonsterFlamewaller1|Сотворяет огненные стены]","[MonsterFlamewaller1|Invoca muros de fuego]","[MonsterFlamewaller1|เสกกำแพงไฟ]","[MonsterFlamewaller1|召喚烈焰之牆]",89,[],"","",""
141,4354,"Conjures Lightning Storms","Invoque des Tempêtes de foudre","Beschwört Blitzstürme","雷の嵐を呼び出す","번개 폭풍 생성","Conjura Tempestades de Raio","Сотворяет шторма молний","Invoca tormentas de rayos","เสกพายุสายฟ้า","召喚閃電風暴",90,[],"","",""
142,4355,"Conjures [Lightning] Storms","Invoque des Tempêtes de [Lightning|Foudre]","Beschwört [Lightning|Blitz]stürme","[Lightning|雷]の嵐を呼び出す","[Lightning|번개] 폭풍 생성","Conjura Tempestades de [Lightning|Raio]","Сотворяет шторма [Lightning|молний]","Invoca tormentas de [Lightning|rayos]","เสกพายุ[Lightning|สายฟ้า]","召喚[Lightning|閃電]風暴",90,[],"","",""
143,4358,"Volatile Crystals","Cristaux instables","Explosive Kristalle","ボラタイルクリスタル","폭발성 수정","Cristais Voláteis","Нестабильные кристаллы","Cristales volátiles","คริสตัลพร้อมระเบิด","易爆水晶",91,[],"","",""
144,4359,"[MonsterLivingCrystals1|Volatile Crystals]","[MonsterLivingCrystals1|Cristaux instables]","[MonsterLivingCrystals1|Explosive Kristalle]","[MonsterLivingCrystals1|ボラタイルクリスタル]","[MonsterLivingCrystals1|폭발성 수정]","[MonsterLivingCrystals1|Cristais Voláteis]","[MonsterLivingCrystals1|Нестабильные кристаллы]","[MonsterLivingCrystals1|Cristales volátiles]","[MonsterLivingCrystals1|คริสตัลพร้อมระเบิด]","[MonsterLivingCrystals1|易爆水晶]",91,[],"","",""
145,4360,"Volatile Plants","Plantes instables","Explosive Pflanzen","ボラタイルプラント","폭발성 식물","Plantas Voláteis","Нестабильные растения","Plantas volátiles","ต้นไม้ไล่ระเบิด","易爆植物",92,[],"","",""
146,4361,"[MonsterVolatilePlants1|Volatile Plants]","[MonsterVolatilePlants1|Plantes instables]","[MonsterVolatilePlants1|Explosive Pflanzen]","[MonsterVolatilePlants1|ボラタイルプラント]","[MonsterVolatilePlants1|폭발성 식물]","[MonsterVolatilePlants1|Plantas Voláteis]","[MonsterVolatilePlants1|Нестабильные растения]","[MonsterVolatilePlants1|Plantas volátiles]","[MonsterVolatilePlants1|ต้นไม้ไล่ระเบิด]","[MonsterVolatilePlants1|易爆植物]",92,[],"","",""
147,4362,"Empowering Volatile Plants","Plantes instables améliorées","Verstärkte Explosive Pflanzen","強化されたボラタイルプラント","강화하는 폭발성 식물","Plantas Voláteis Empoderado","Улучшенные нестабильные растения","Plantas volátiles potenciadas","ต้นไม้ไล่ระเบิดที่เสริมฤทธิ์","強化易爆植物",92,[],"","",""
148,4363,"[MonsterVolatilePlants2|Empowering Volatile Plants]","[MonsterVolatilePlants2|Plantes instables améliorées]","[MonsterVolatilePlants2|Verstärkte Explosive Pflanzen]","[MonsterVolatilePlants2|強化されたボラタイルプラント]","[MonsterVolatilePlants2|강화하는 폭발성 식물]","[MonsterVolatilePlants2|Plantas Voláteis Empoderado]","[MonsterVolatilePlants2|Улучшенные нестабильные растения]","[MonsterVolatilePlants2|Plantas volátiles potenciadas]","[MonsterVolatilePlants2|ต้นไม้ไล่ระเบิดที่เสริมฤทธิ์]","[MonsterVolatilePlants2|強化易爆植物]",92,[],"","",""
149,4364,"Volatile Crag","Rocher instable","Explosive Felsen","ボラタイルクラグ","폭발성 바위","Penedos Voláteis","Нестабильные обломки","Rocas volátiles","หินหลอมไล่ระเบิด","易爆峭壁","",[],"","",""
150,4365,"[MonsterVolatileRocks1|Volatile Crag]","[MonsterVolatileRocks1|Rocher instable]","[MonsterVolatileRocks1|Explosive Felsen]","[MonsterVolatileRocks1|ボラタイルクラグ]","[MonsterVolatileRocks1|폭발성 바위]","[MonsterVolatileRocks1|Penedos Voláteis]","[MonsterVolatileRocks1|Нестабильные обломки]","[MonsterVolatileRocks1|Rocas volátiles]","[MonsterVolatileRocks1|หินหลอมไล่ระเบิด]","[MonsterVolatileRocks1|易爆燃彈]","",[],"","",""
151,4366,"Empowering Volatile Crag","Rocher instable amélioré","Verstärkte Explosive Felsen","強化されたボラタイルクラグ","강화하는 폭발성 바위","Penedos Voláteis Empoderado","Улучшенные нестабильные обломки","Rocas volátiles potenciadas","หินหลอมไล่ระเบิดที่เสริมฤทธิ์","強化易爆燃彈","",[],"","",""
152,4367,"[MonsterVolatileRocks2|Empowering Volatile Crag]","[MonsterVolatileRocks2|Rocher instable amélioré]","[MonsterVolatileRocks2|Verstärkte Explosive Felsen]","[MonsterVolatileRocks2|強化されたボラタイルクラグ]","[MonsterVolatileRocks2|강화하는 폭발성 바위]","[MonsterVolatileRocks2|Penedos Voláteis Empoderado]","[MonsterVolatileRocks2|Улучшенные нестабильные обломки]","[MonsterVolatileRocks2|Rocas volátiles potenciadas]","[MonsterVolatileRocks2|หินหลอมไล่ระเบิดที่เสริมฤทธิ์]","[MonsterVolatileRocks2|強化易爆燃彈]","",[],"","",""
153,4368,"Proximal Tangibility","Tangibilité proximale","Proximale Schadensfläche","遠距離からの攻撃無効","근접한 구체성","Tangibilidade Proximal","Осязаем вблизи","Tangibilidad próxima","ป้องกันความเสียหายนอกระยะ","近接感觸","",[],"","",1
154,4369,"[MonsterProximalTangibility1|Proximal Tangibility]","[MonsterProximalTangibility1|Tangibilité proximale]","[MonsterProximalTangibility1|Proximale Schadensfläche]","[MonsterProximalTangibility1|遠距離からの攻撃無効]","[MonsterProximalTangibility1|근접한 구체성]","[MonsterProximalTangibility1|Tangibilidade Proximal]","[MonsterProximalTangibility1|Осязаем вблизи]","[MonsterProximalTangibility1|Tangibilidad próxima]","[MonsterProximalTangibility1|ป้องกันความเสียหายนอกระยะ]","[MonsterProximalTangibility1|近接感觸]","",[],"","",1
155,4370,"Bombardier","Bombardier","Artillerist","ボンバルディア","포격수","Bombardeiro","Бомбардир","Bombardero","มือระเบิด","投彈手","",[],"","",""
156,4371,"Periodically unleashes [Fire]","Libère périodiquement du [Fire|Feu]","Entfesselt regelmäßig [Fire|Feuer]","定期的に[Fire|火]を放つ","주기적으로 [Fire|화염] 방출","Libera [Fire|Fogo] Periodicamente","Периодически высвобождает [Fire|огонь]","Lanza [Fire|fuego] periódicamente","ปล่อย [Fire|ไฟ] เป็นระยะ","週期性釋放[Fire|火焰]","",[],"","",""
157,4372,"Soul Eater","Mangeur d'âmes ","Seelenfresser","ソウルイーター","영혼 포식자","Devorador de Almas","Пожиратель душ","Devorador de almas","ผู้กลืนกินวิญญาณ","噬魂者","","[""archnemesismodabyss""]","",1,""
158,4373,"[SoulEater|Soul Eater]","[SoulEater|Mangeur d'âmes ]","[SoulEater|Seelenfresser]","[SoulEater|ソウルイーター]","[SoulEater|영혼 포식자]","[SoulEater|Devorador de Almas]","[SoulEater|Пожиратель душ]","[SoulEater|Devorador de almas]","[SoulEater|ผู้กลืนกินวิญญาณ]","[SoulEater|噬魂者]","",[],"","",""
159,4356,"Conjures Elemental Hazards","Invoque des Périls élémentaires","Beschwört elementare Gefahren","エレメンタルハザードを呼び出す","원소 위해 요소 생성","Conjura Ameaças Elementais","Призывает стихийные помехи","Conjura peligros elementales","เสกพื้นที่ธาตุอันตราย","施放元素危險",93,[],"","",1
160,4357,"Conjures Elemental Hazards","Invoque des Périls élémentaires","Beschwört elementare Gefahren","エレメンタルハザードを呼び出す","원소 위해 요소 생성","Conjura Ameaças Elementais","Призывает стихийные помехи","Conjura peligros elementales","เสกพื้นที่ธาตุอันตราย","施放元素危險",93,[],"","",1
161,13959,"Volatile Souls","Âmes instables","Explosive Seelen","ボラタイルソウル","폭발성 영혼","Almas Voláteis","Нестабильные души","Almas volátiles","วิญญาณไล่ระเบิด","易爆靈魂","","[""archnemesismodabyss""]","",1,""
162,13960,"Volatile Souls","Âmes instables","Explosive Seelen","ボラタイルソウル","폭발성 영혼","Almas Voláteis","Нестабильные души","Almas volátiles","วิญญาณไล่ระเบิด","易爆靈魂","",[],"","",""
163,13961,"Soul Siphoner","Buveur d'âmes","Seelenentzieher","ソウルサイフォナー","영혼 착취자","Sugador de Almas","Вытягиватель душ","Succionador de almas","ผู้ลักวิญญาณ","靈魂吸收者",94,"[""archnemesismodabyss""]","",1,""
164,13962,"Soul Siphoner","Buveur d'âmes","Seelenentzieher","ソウルサイフォナー","영혼 착취자","Sugador de Almas","Вытягиватель душ","Succionador de almas","ผู้ลักวิญญาณ","靈魂吸收者",94,[],"","",""
165,13963,"Kurgal's Last Gasp","Dernier râle de Kurgal","Kurgals letzter Atemzug","クルガルの断末魔","쿠르갈의 마지막 헐떡임","Último Suspiro de Kurgal","Последний вздох Каргала","Último aliento de Kurgal","เฮือกสุดท้ายของเคอร์กัล","柯戈的臨終恐息","","[""archnemesismodabyssspecial""]","",1,""
166,13964,"Kurgal's Last Gasp","Dernier râle de Kurgal","Kurgals letzter Atemzug","クルガルの断末魔","쿠르갈의 마지막 헐떡임","Último Suspiro de Kurgal","Последний вздох Каргала","Último aliento de Kurgal","เฮือกสุดท้ายของเคอร์กัล","柯戈的臨終恐息","",[],"","",""
167,14349,"Undying Will","Volonté impérissable","Unsterblicher Wille","不死の意志","죽지 않는 의지","Vontade Eterna","Бессмертная воля","Voluntad inquebrantable","เจตจำนงไร้วันตาย","不朽意志","","[""archnemesismodabyss""]","",1,""
168,14350,"Undying Will","Volonté impérissable","Unsterblicher Wille","不死の意志","죽지 않는 의지","Vontade Eterna","Бессмертная воля","Voluntad inquebrantable","เจตจำนงไร้วันตาย","不朽意志","",[],"","",""
169,14352,"Lithomantic Runes","Runes lithomantiques","Lithomantische Runen","石魔法のルーン","암석술 룬","Runas Litomânticas","Руны литомантии","Runas litománticas","อักขระศิลา","岩卜符文","","[""archnemesismodabyss""]","",1,""
170,14353,"Meteoric Demise","Final météorique","Kometenhafter Untergang","隕石の終焉","유성의 최후","Queda Meteórica","Метеорная погибель","Caída meteórica","อุกกาบาตมรณะ","隕星末途","","[""archnemesismodabyss""]","",1,""
171,14354,"Kulemak's Desecration","Profanation de Kulemak","Kulemaks Entweihung","クーラマクの冒涜","쿨레막의 모독","Profanação de Kulemak","Скверна Кулемака","Profanación de Kulemak","ความเสื่อมทรามของคูเลมาค","骷髏馬克的褻瀆","","[""archnemesismodabyss""]","",1,""
172,14355,"Ulaman's Legion","Légion d'Ulaman","Ulamans Legion","ウラマンの軍勢","울라만의 군단","Legião de Ulaman","Легион Уламана","Legión de Ulaman","ทัพของอูลามาน","烏拉曼的軍團","","[""archnemesismodabyssspecial""]","",1,""
173,13965,"Amanamu's Void","Néant d'Amanamu","Amanamus Leere","アマナムの虚無","아마나무의 공허","Vazio de Amanamu","Пустота Аманаму","Vacío de Amanamu","ห้วงว่างของอามานามู","阿姆那姆的虛無","","[""archnemesismodabyssspecial""]","",1,1
174,13966,"Lifestealer Aura","Aura de vol de vie","Lebensraub-Aura","ライフスティーラーオーラ","생명력을 빼앗는 오라","Aura Rouba-vida","Аура похищения жизни","Aura de robo de vida","ออร่าลักชีวิต","竊命光環","","[""archnemesismodabyss""]","",1,""
175,13967,"Unstable Revenants","Revenants instables","Instabile Wiederkehrer","不安定のな亡霊","불안정한 원령","Regressados Instáveis","Нестабильные иномирцы","Retornados inestables","วิญญาณไม่เสถียร","不穩定亡靈","","[""archnemesismodabyss""]","",1,""
176,14360,"Bubonic Trail","Sillage bubonique","Pestbeulenspur","疫病の足跡","죽음의 자취","Trilha Bubônica","Бубонный след","Rastro bubónico","เส้นทางกาฬโรค","布巴尼克的線索","","[""archnemesismodabyss""]","",1,""
177,4374,"Crystalline Barrier","Barrière cristalline","Kristallbarriere","水晶のバリア","결정체 장벽","Barreira Cristalina","Кристальный барьер","Barrera cristalina","บาเรียคริสตัล","水晶屏障",96,"[""archnemesismodabyss""]","",1,""
178,4375,"Crystalline Barrier","Barrière cristalline","Kristallbarriere","水晶のバリア","결정체 장벽","Barreira Cristalina","Кристальный барьер","Barrera cristalina","บาเรียคริสตัล","水晶屏障",96,"[""archnemesismodabyss""]","",1,""
179,14362,"Soulflame Geysers","Geysers d'âmes enflammées","Seelenflamme-Geysire","ソウルフレイムの噴出口","영혼불길 간헐천","Gêiseres Chamanímicos","Гейзеры пламени душ","Géiseres de llama del alma","น้ำพุเพลิงวิญญาณ","魂火噴泉","","[""archnemesismodabyss""]","",1,""
180,14363,"Shade Walker","Marche-ombre","Schattenläufer","シェードウォーカー","그늘 보행자","Andarilho da Penumbra","Ходящий в тенях","Caminante de la umbra","ผู้เดินกลางเงา","影魅行者","","[""archnemesismodabyss""]","",1,""
181,14364,"Eruption of Souls","Éruption d'âmes","Eruption der Seelen","魂の噴出","영혼 분출","Erupção das Almas","Извержение душ","Erupción de almas","วิญญาณปะทุ","靈魂爆發","","[""archnemesismodabyss""]","",1,""
