"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid_218","i32_234","Pickup_AchievementItems","SMFiles","Identify_AchievementItems","EPKFile","Corrupt_AchievementItems","IsAlternateArt","bool_311","CreateCorruptedJewelAchievementItem","AnimationLocation","string_336","string_344","string_352","string_360","string_368","string_376","string_384","string_392","string_400","string_408","string_416","string_424","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]_434","bool_450","[rid]_451","[string]_467","[string]_483","[string]_499","[string]_515","[string]_531","[string]_547","[string]_563","string_579","string_587","string_595","string_603","string_611","string_619","string_627","string_635","string_643","Composition","rid_655","rid_671","rid_687","rid_703","[string]_719","[string]_735","[string]_751","[string]_767","[string]_783","[string]_799","rid_815","string_831","string_839","string_847","string_855","string_863","string_871","string_879","rid_887","rid_903","rid_919","rid_935","string_951"
6046,"AddedEffectIntrepidLiegeGloves","Art/2DItems/Effects/gloves/IntrepidLiegeGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,33337,"","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/IntrepidLiege/IntrepidLiegeGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6047,"AddedEffectIntrepidLiegeBodyArmour","Art/2DItems/Effects/BodyArmour/IntrepidLiegeBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,32717,"","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyDexInt.ao""]",[],"","","","","","","","",2,[],"[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/IntrepidLiege/IntrepidLiegeBodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6048,"AddedEffectTriumphantLiegeShield","Art/2DItems/Effects/Shields/TriumphantLiegeShield.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,42713,"Metadata/Items/Armours/Shields/IntrepidLiege/IntrepidLiegeShieldHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6049,"AddedEffectTriumphantLiegeHelmetAttachment","Art/2DItems/Effects/Hats/TriumphantLiegeHelmetAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,36472,"","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentStr.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentDex.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentInt.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentStrDex.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentStrInt.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentStr.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentDex.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentInt.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentStrDex.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentStrInt.ao""]","[""Metadata/Items/Armours/Helmets/IntrepidLiege/attachments/IntrepidLiegeHelmetAttachmentDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6050,"AddedEffectDreadWeapon","Art/2DItems/Effects/Weapon/DreadWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30125,"Metadata/Items/Quivers/AncientDreadQuiver/AncientDreadQuiverHeld.ao",[],[],[],[],[],[],[],"","","","","","","",1,17,[],[],[],"",[],"","","","","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDreadBayonet.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDreadBayonet.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDreadWand.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDread1hSword.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDread1hSword.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDread2hSword.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDread2hAxe.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDreadStaff.fmt","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/AncientDreadBowHeld.ao","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDread1hAxe.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDread1hMace.fmt","Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDread2hAxe.fmt","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6051,"AddedEffectAncientDreadHelmet_","Art/2DItems/Effects/Hats/AncientDreadHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,18440,"","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/AncientDreadHelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6052,"AddedEffectAncientDreadBoots","Art/2DItems/Effects/shoes/AncientDreadBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,27063,"","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsStr.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsDex.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsInt.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsStr.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsDex.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsInt.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/AncientDread/AncientDreadBootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6053,"AddedEffectAncientDreadGloves","Art/2DItems/Effects/gloves/AncientDreadGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,37022,"","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AncientDread/AncientDreadGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6054,"AddedEffectAncientDreadBodyArmour_","Art/2DItems/Effects/BodyArmour/AncientDreadBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,39622,"","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyDexInt.ao""]",[],"","","","","","","","",5,[],"[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AncientDread/AncientDreadBodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6055,"AddedEffectAncientDreadWings_","Art/2DItems/Effects/Wings/AncientDreadWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34714,"Metadata/Effects/Microtransactions/BodyArmours/Wings/AncientDreadWings/AncientDreadWingsHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6056,"AddedEffectPrimordialDreadShield","Art/2DItems/Effects/Shields/AncientDread.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,56920,"Art/Models/Items/Weapons/Microtransactions/AncientDreadWeapons/AncientDreadShield.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6057,"AddedEffectPrimordialDreadHelmetAttachment","Art/2DItems/Effects/Hats/PrimordialDreadHelmetAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13667,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentStr.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentStr.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AncientDread/attachments/AncientDreadHelmetAttachmentDexInt.ao""]","","","","","","","","","","","","",""
6058,"AddedEffectBalefireOblivionWings1","Art/2DItems/Effects/Wings/OblivionBalefireWings1.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,28537,"Metadata/Effects/Microtransactions/BodyArmours/Wings/OblivionBalefireWings/OblivionBalefireWingsBaseTier1Held.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6059,"AddedEffectBalefireOblivionWings2","Art/2DItems/Effects/Wings/OblivionBalefireWings2.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,54025,"Metadata/Effects/Microtransactions/BodyArmours/Wings/OblivionBalefireWings/OblivionBalefireWingsBaseTier2Held.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6060,"AddedEffectBalefireOblivionWings3","Art/2DItems/Effects/Wings/OblivionBalefireWings3.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,7502,"Metadata/Effects/Microtransactions/BodyArmours/Wings/OblivionBalefireWings/OblivionBalefireWingsBaseTier3Held.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6061,"AddedEffectSkadiBow","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,59911,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/SkadiBowHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6062,"AddedEffectSkadiQuiver___","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34562,"Metadata/Items/Quivers/SkadiQuiver/SkadiQuiverHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6063,"AddedEffectSirenHood","Art/2DItems/Effects/Hats/SirenHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,148,"","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Hood/AtlantisSirenHoodDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6064,"AddedEffectSirenHelmet","Art/2DItems/Effects/Hats/AtlantisSirenHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,4451,"","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/AtlantisSiren/Helmet/AtlantisSirenHelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6065,"AddedEffectSirenBoots","Art/2DItems/Effects/shoes/AtlantisSirenBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13283,"","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsStr.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsStr.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/AtlantisSiren/AtlantisSirenBootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6066,"AddedEffectSirenGloves","Art/2DItems/Effects/gloves/AtlantisSirenGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,61532,"","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/AtlantisSiren/AtlantisSirenGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
6067,"AddedEffectSirenBodyArmour","Art/2DItems/Effects/BodyArmour/AtlantisSirenArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,61907,"","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyDexInt.ao""]",[],"","","","","","","","",2,[],"[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtlantisSiren/AtlantisSirenBodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
