"rownum","MtxTypeGameSpecific","i32_16","i32_20"
2981,2507,0,180
2982,5817,0,80
2983,5811,0,80
2984,5809,0,80
2985,5813,0,80
2986,5818,0,80
2987,5810,0,80
2988,5807,0,80
2989,5808,0,180
2990,5820,0,80
2991,5821,0,80
2992,5822,0,80
2993,5819,0,80
2994,5814,0,80
2995,5812,0,80
2996,3081,0,130
2997,3082,0,80
2998,3083,0,80
2999,3084,0,280
3000,3085,0,280
3001,3092,0,130
3002,3087,0,360
3003,3090,0,130
3004,3088,0,190
3005,3086,0,280
3006,3089,0,130
3007,3119,0,130
3008,3258,0,190
3009,3259,0,110
3010,3260,0,110
3011,3261,0,390
3012,3262,0,650
3013,3263,0,480
3014,3264,0,280
3015,3267,0,190
3016,3268,0,110
3017,3269,0,110
3018,3270,0,390
3019,3271,0,650
3020,3273,0,480
3021,3272,0,280
3022,3275,0,190
3023,3276,0,110
3024,3277,0,110
3025,3279,0,390
3026,3280,0,650
3027,3281,0,480
3028,3284,0,480
3029,3282,0,280
3030,3283,0,190
3031,3278,0,160
3032,3286,0,190
3033,3287,0,110
3034,3288,0,110
3035,3289,0,390
3036,3290,0,650
3037,3291,0,480
3038,3293,0,480
3039,3292,0,280
3040,3295,0,190
3041,3296,0,110
3042,3297,0,110
3043,3298,0,390
3044,3299,0,650
3045,3300,0,480
3046,3302,0,480
3047,3301,0,280
3048,3303,0,190
3049,3257,0,200
3050,3253,0,190
3051,3107,0,190
3052,3252,0,360
3053,3250,0,360
3054,3240,0,220
3055,3251,0,220
3056,3249,0,280
3057,1429,0,140
3058,2290,0,220
3059,2291,0,220
3060,2292,0,220
3061,2293,0,220
3062,2666,0,220
3063,3244,0,280
3064,3243,0,280
3065,3121,0,540
3066,3254,0,360
3067,1874,0,280
3068,2309,0,220
3069,2310,0,220
3070,2311,0,220
3071,2312,0,220
3072,3120,0,190
3073,5816,0,280
3074,3242,0,220
3075,3214,0,280
3076,3362,0,280
3077,3363,0,420
3078,3364,0,280
3079,3370,0,220
3080,3369,0,190
3081,3365,0,280
3082,3366,0,280
3083,3368,0,360
3084,3358,0,130
3085,3359,0,130
3086,3360,0,80
3087,3361,0,80
3088,3371,0,220
3089,3367,0,160
3090,4475,0,190
3091,4474,0,190
3092,5837,0,80
3093,5838,0,80
3094,5839,0,80
3095,3347,0,280
3096,3348,0,420
3097,3349,0,280
3098,3355,0,220
3099,3354,0,190
3100,3351,0,280
3101,3350,0,280
3102,3353,0,360
3103,3343,0,130
3104,3344,0,130
3105,3345,0,80
3106,3346,0,80
3107,3356,0,220
3108,3352,0,160
3109,4473,0,190
3110,4471,0,190
3111,5834,0,80
3112,5835,0,80
3113,5836,0,80
3114,3305,0,280
3115,3307,0,130
3116,3308,0,80
3117,3309,0,80
3118,3310,0,280
3119,4458,0,190
3120,3312,0,420
3121,3313,0,420
3122,3315,0,280
3123,3317,0,130
3124,3318,0,80
3125,3319,0,80
3126,3320,0,280
3127,3321,0,190
3128,3323,0,420
3129,3324,0,420
3130,3398,0,280
3131,3397,0,80
3132,3396,0,80
3133,3395,0,130
3134,3256,0,190
3135,3414,0,220
3136,3413,0,220
3137,3412,0,280
3138,3411,0,280
3139,3409,0,280
3140,3408,0,80
3141,3407,0,80
3142,3406,0,130
3143,3401,0,280
3144,3399,0,360
3145,3400,0,280
3146,3405,0,220
3147,3403,0,220
3148,3404,0,220
3149,3432,0,220
3150,1430,0,220
3151,3125,0,280
3152,3441,0,280
3153,3440,0,280
3154,3427,0,220
3155,3428,0,220
3156,3124,0,360
3157,3423,0,280
3158,3422,0,80
3159,3421,0,80
3160,3420,0,130
3161,3430,0,160
3162,3123,0,160
3163,4386,0,160
3164,3504,0,280
3165,3503,0,280
3166,3502,0,280
3167,3501,0,210
3168,3514,0,130
3169,3513,0,80
3170,3512,0,130
3171,3511,0,130
3172,3510,0,330
3173,3500,0,80
3174,3499,0,80
3175,3498,0,80
3176,3497,0,80
3177,3496,0,210
3178,3557,0,330
3179,3556,0,280
3180,3555,0,280
3181,3554,0,280
3182,3535,0,210
3183,3534,0,210
3184,3533,0,210
3185,3532,0,210
3186,3531,0,280
3187,3530,0,130
3188,3538,0,130
3189,3539,0,130
3190,3540,0,130
3191,3541,0,130
3192,3517,0,280
3193,3516,0,280
3194,3515,0,280
3195,3549,0,210
3196,3548,0,210
3197,3547,0,130
3198,3546,0,130
3199,3527,0,210
3200,3528,0,80
3201,3529,0,210
3202,3526,0,80
3203,3525,0,280
3204,3524,0,130
3205,3523,0,130
3206,3522,0,80
3207,3519,0,130
3208,3520,0,80
3209,3521,0,130
3210,3518,0,280
3211,3553,0,280
3212,3552,0,210
3213,3551,0,130
3214,3468,0,280
3215,3467,0,280
3216,3466,0,210
3217,3465,0,210
3218,5854,0,130
3219,5855,0,210
3220,5856,0,210
3221,5857,0,210
3222,5858,0,210
3223,5859,0,130
3224,5860,0,280
3225,3473,0,140
3226,3608,0,135
3227,3475,0,240
3228,3491,0,160
3229,3495,0,165
3230,3357,0,140
3231,3470,0,140
3232,3445,0,140
3233,3471,0,140
3234,3472,0,140
3235,3469,0,150
3236,3492,0,260
3237,3435,0,130
3238,3434,0,135
3239,3433,0,135
3240,3442,0,140
3241,4482,0,60
3242,3426,0,130
3243,3425,0,280
3244,3424,0,280
3245,4483,0,60
3246,3602,0,320
3247,3605,0,280
3248,3607,0,280
3249,3601,0,320
3250,3484,0,280
3251,3604,0,280
3252,4502,0,320
3253,3603,0,320
3254,3488,0,420
3255,3486,0,320
3256,3606,0,280
3257,3656,0,130
3258,3657,0,280
3259,3658,0,80
3260,3659,0,200
3261,3644,0,280
3262,3645,0,100
3263,3646,0,60
3264,3647,0,330
3265,3641,0,60
3266,3642,0,200
3267,3643,0,130
3268,3505,0,60
3269,3506,0,130
3270,3507,0,200
3271,3508,0,330
3272,5862,0,200
3273,5863,0,280
3274,5864,0,130
3275,5865,0,280
3276,5866,0,200
3277,5867,0,330
3278,3652,0,80
3279,3653,0,130
3280,3654,0,280
3281,3655,0,130
3282,3661,0,100
3283,3662,0,100
3284,3663,0,240
3285,3664,0,330
3286,3665,0,280
3287,3671,0,200
3288,3672,0,100
3289,3673,0,130
3290,3674,0,330
3291,3675,0,280
3292,3680,0,60
3293,3681,0,130
3294,3682,0,200
3295,3676,0,280
3296,3677,0,130
3297,3678,0,80
3298,3679,0,200
3299,3683,0,280
3300,3684,0,100
3301,3685,0,60
3302,3686,0,330
3303,3687,0,240
3304,3688,0,60
3305,3689,0,100
3306,4505,0,60
3307,4506,0,240
3308,4507,0,330
3309,4508,0,130
3310,4509,0,280
3311,4510,0,130
3312,4511,0,200
3313,4512,0,100
3314,4513,0,330
3315,3450,0,280
3316,3449,0,80
3317,3448,0,80
3318,3447,0,160
3319,3453,0,280
3320,3614,0,280
3321,3613,0,80
3322,3612,0,80
3323,3611,0,160
3324,3620,0,280
3325,3454,0,280
3326,3452,0,200
3327,3617,0,200
3328,3621,0,200
3329,3615,0,140
3330,3618,0,140
3331,3490,0,140
3332,3581,0,140
3333,3438,0,140
3334,3474,0,140
3335,3609,0,140
3336,3757,0,130
3337,3758,0,200
3338,3759,0,80
3339,3760,0,280
3340,3752,0,200
3341,3751,0,100
3342,3750,0,130
3343,3749,0,280
3344,3748,0,100
3345,3761,0,60
3346,3762,0,200
3347,3763,0,200
3348,3764,0,280
3349,3765,0,60
3350,3766,0,240
3351,3767,0,100
3352,3768,0,100
3353,3779,0,60
3354,3780,0,100
3355,3781,0,200
3356,3773,0,60
3357,3774,0,200
3358,3775,0,100
3359,3777,0,100
3360,3778,0,200
3361,3776,0,60
3362,3739,0,60
3363,3740,0,100
3364,3741,0,200
3365,4522,0,200
3366,4523,0,200
3367,4524,0,240
3368,4525,0,100
3369,4526,0,100
3370,3753,0,100
3371,3754,0,200
3372,3755,0,100
3373,3756,0,280
3374,3544,0,80
3375,3545,0,280
3376,3543,0,240
3377,3542,0,100
3378,3592,0,60
3379,3593,0,100
3380,3594,0,240
3381,3595,0,100
3382,3245,0,80
3383,3246,0,200
3384,3247,0,100
3385,3248,0,100
3386,3648,0,280
3387,3649,0,100
3388,3650,0,60
3389,3651,0,100
3390,3591,0,280
3391,3784,0,280
3392,3783,0,280
3393,3787,0,280
3394,3785,0,280
3395,3786,0,200
3396,3782,0,200
3397,3715,0,140
3398,3714,0,140
3399,3713,0,140
3400,3712,0,140
3401,3718,0,140
3402,3719,0,140
3403,3721,0,140
3404,4504,0,140
3405,3493,0,140
3406,1831,0,400
3407,1863,0,280
3408,3724,0,140
3409,3720,0,140
3410,3716,0,140
3411,3717,0,140
3412,3710,0,140
3413,3660,0,140
3414,4343,0,40
3415,5756,0,40
3416,3903,0,4200
3417,3904,0,4200
3418,3905,0,4200
3419,3906,0,4200
3420,3914,0,4200
3421,3912,0,4200
3422,3913,0,4200
3423,3910,0,4200
3424,3916,0,4200
3425,3915,0,4200
3426,4536,0,4200
3427,3909,0,4200
3428,3908,0,4200
3429,3918,0,4200
3430,6877,0,150
3431,6878,0,240
3432,6879,0,150
