"rownum","MtxTypeGameSpecific","Id","AOFile","MapAOFile","f32_34","MiscObject","PortalEffect","f32_62","string_66","PortalEffectLarge","i32_82","i32_86","Script","MiscObjectDummy"
225,6575,239,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Gold_PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Gold_PerchedGargoylePortal_map.ao",1,644,"",1,"","",0,0,"",""
226,6576,240,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Marble_PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Marble_PerchedGargoylePortal_map.ao",1,645,"",1,"","",0,0,"",""
227,6577,241,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Overgrown_PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/Overgrown_PerchedGargoylePortal_map.ao",1,646,"",1,"","",0,0,"",""
228,4018,242,"Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_map.ao",1,"","",1,"","",0,0,"",""
229,4019,245,"Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_B.ao","Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_map_B.ao",1,"","",1,"","",0,0,"",""
230,4020,246,"Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_C.ao","Metadata/Effects/Microtransactions/Town_Portals/JellyfishPortal/JellyfishPortal_map_C.ao",1,"","",1,"","",0,0,"",""
231,4022,243,"Metadata/Effects/Microtransactions/Town_Portals/FatesMadness/FatesMadness.ao","Metadata/Effects/Microtransactions/Town_Portals/FatesMadness/FatesMadness_map.ao",1,536,"",1,"","",0,0,"",""
232,4082,248,"Metadata/Effects/Microtransactions/Town_Portals/Temporal_Lord/TL_Portal_01.ao","Metadata/Effects/Microtransactions/Town_Portals/Temporal_Lord/TL_Portal_01_map.ao",1,610,"",1,"","",0,0,"",""
233,4074,249,"Metadata/Effects/Microtransactions/Town_Portals/RustKingPortal/RustKingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RustKingPortal/RustKingPortal_map.ao",1,594,"",1,"","",0,0,"",""
234,4075,250,"Metadata/Effects/Microtransactions/Town_Portals/TwilightWindowPortal/TwilightWindowPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightWindowPortal/TwilightWindowPortal_map.ao",1,584,"",1,"","",0,0,"",""
235,4118,251,"Metadata/Effects/Microtransactions/Town_Portals/ZodiacDragonPortal/ZodiacDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ZodiacDragonPortal/ZodiacDragonPortal_map.ao",1,"","",1,"","",0,0,"",""
236,4124,252,"Metadata/Effects/Microtransactions/Town_Portals/AzmeriVoodooPortal/AzmeriVoodooPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AzmeriVoodooPortal/AzmeriVoodooPortal_map.ao",1,"","",1,"","",0,0,"",""
237,4027,244,"Metadata/Effects/Microtransactions/Town_Portals/KingsmarchPortal/KingsmarchPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KingsmarchPortal/KingsmarchPortal_map.ao",1,"","",1,"","",0,0,"",""
238,6364,247,"Metadata/Effects/Microtransactions/Town_Portals/WuzhiqiWaterDragonPortal/WuzhiqiWaterDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WuzhiqiWaterDragonPortal/WuzhiqiWaterDragonPortal_map.ao",1,891,"",1,"","",0,0,"",""
239,2984,253,"Metadata/Effects/Microtransactions/Town_Portals/KingsmarchPortal/KingsmarchPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KingsmarchPortal/KingsmarchPortal_map.ao",1,"","",1,"","",0,0,"",""
240,6662,254,"Metadata/Effects/Microtransactions/Town_Portals/PerennialKingPortal/PerennialKingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerennialKingPortal/PerennialKingPortal_map.ao",1,671,"",1,"","",26,0,"",""
241,6727,256,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_map.ao",1,693,"",1,"","",0,0,"",""
242,6728,257,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Pearly.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Pearly_map.ao",1,694,"",1,"","",0,0,"",""
243,6729,258,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Djinn.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Djinn_map.ao",1,695,"",1,"","",0,0,"",""
244,6744,259,"Metadata/Effects/Microtransactions/Town_Portals/BreachHedronPortal/BreachHedronPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachHedronPortal/BreachHedronPortal_map.ao",1,706,"",1,"","",0,0,"",""
245,6730,260,"Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Time.ao","Metadata/Effects/Microtransactions/Town_Portals/SekhemaPortal/SekhemaPortal_Time_map.ao",1,704,"",1,"","",0,0,"",""
246,6760,261,"Metadata/Effects/Microtransactions/Town_Portals/ArbiterAshPortal/ArbiterAshPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArbiterAshPortal/ArbiterAshPortal_map.ao",1,"","",1,"","",0,0,"",""
247,6916,262,"Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal2/ZanaPortal02.ao","Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal2/ZanaPortal02_map.ao",1,"","",1,"","",0,0,"",""
248,6859,263,"Metadata/Effects/Microtransactions/Town_Portals/HallowedCryptPortal/HallowedCryptPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HallowedCryptPortal/HallowedCryptPortal_map.ao",1,"","",1,"","",0,0,"",""
249,6632,265,"Metadata/Effects/Microtransactions/Town_Portals/TorGulSkullPortal/TorGulSkullPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TorGulSkullPortal/TorGulSkullPortal_map.ao",1,802,"",1,"","",0,0,"",""
250,6882,266,"Metadata/Effects/Microtransactions/Town_Portals/JusticePortal/JusticePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/JusticePortal/JusticePortal_map.ao",1,"","",1,"","",0,0,"",""
251,6924,267,"Metadata/Effects/Microtransactions/Town_Portals/KiloavaTotemPortal/KiloavaTotemPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KiloavaTotemPortal/KiloavaTotemPortal_map.ao",1,806,"",1,"","",0,0,"",""
252,6925,268,"Metadata/Effects/Microtransactions/Town_Portals/AshThemedPortal_02/AshThemedPortal_02.ao","Metadata/Effects/Microtransactions/Town_Portals/AshThemedPortal_02/AshThemedPortal_02_map.ao",1,"","",1,"","",0,0,"",""
253,6928,269,"Metadata/Effects/Microtransactions/Town_Portals/MektulPortal/MektulPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MektulPortal/MektulPortal_map.ao",1,826,"",1,"","",0,0,"",""
254,6931,270,"Metadata/Effects/Microtransactions/Town_Portals/PaintingPortal/PaintingPortalBase.ao","Metadata/Effects/Microtransactions/Town_Portals/PaintingPortal/PaintingPortalBase_map.ao",1,"","",1,"","",0,0,"",""
255,6926,271,"Metadata/Effects/Microtransactions/Town_Portals/AshThemedPortal_01/AshThemedPortal_01.ao","Metadata/Effects/Microtransactions/Town_Portals/AshThemedPortal_01/AshThemedPortal_01_map.ao",1,"","",1,"","",0,0,"",""
256,7006,272,"Metadata/Effects/Microtransactions/Town_Portals/PrisonHallwayPortal/PrisonHallwayDoorBlank.ao","Metadata/Effects/Microtransactions/Town_Portals/PrisonHallwayPortal/PrisonHallwayDoorBlank_map.ao",1,847,"",1,"","",0,0,"",""
257,7057,273,"Metadata/Effects/Microtransactions/Town_Portals/IncarnationOfDreadPortal/IncarnationOfDreadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/IncarnationOfDreadPortal/IncarnationOfDreadPortal_map.ao",1,896,"",1,"","",0,0,"",""
258,7091,275,"Metadata/Effects/Microtransactions/Town_Portals/MonarchofTrarthusPortal/MonarchofTrarthusPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MonarchofTrarthusPortal/MonarchofTrarthusPortal_map.ao",1,"","",1,"","",0,0,"",""
259,7102,276,"Metadata/Effects/Microtransactions/Town_Portals/MagicNaturePortal/MagicNaturePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MagicNaturePortal/MagicNaturePortal_map.ao",1,909,"",1,"","",0,0,"",""
260,7127,277,"Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal01.ao","Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal01_map.ao",1,938,"",1,"","",0,0,"",""
261,7128,278,"Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal02.ao","Metadata/Effects/Microtransactions/Town_Portals/PrecursorPortal/PrecursorPortal02_map.ao",1,939,"",1,"","",0,0,"",""
262,7132,279,"Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/portal_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/portal_fx_map.ao",1,955,"",1,"","",0,0,"",""
263,7143,280,"Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/red_portal_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/red_portal_fx_map.ao",1,956,"",1,"","",0,0,"",""
264,7162,281,"Metadata/Effects/Microtransactions/Town_Portals/BasicVerdantPortal/VerdantPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BasicVerdantPortal/VerdantPortal_map.ao",1,"","",1,"","",0,0,"",""
265,7181,282,"Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalBase.ao","Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalBase_map.ao",1,962,"",1,"","",0,0,"",981
266,7186,283,"Metadata/Effects/Microtransactions/Town_Portals/AtziriMirrorPortal/AtziriMirrorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtziriMirrorPortal/AtziriMirrorPortal_map.ao",1,960,"",1,"","",0,0,"",""
267,7182,284,"Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalMarbleBase.ao","Metadata/Effects/Microtransactions/Town_Portals/PersonSplitPortal/PersonSplitPortalMarbleBase_map.ao",1,963,"",1,"","",0,0,"",982
268,7144,285,"Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/black_portal_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/SandHourglass/black_portal_fx_map.ao",1,979,"",1,"","",0,0,"",""
269,7290,286,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Abyss/AbyssPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Abyss/AbyssPortal_map.ao",1,"","",1,"","",0,0,"",""
270,7291,287,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Arcane/ArcanePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Arcane/ArcanePortal_map.ao",1,"","",1,"","",0,0,"",""
271,7292,288,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Azmeri/AzmeriPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Azmeri/AzmeriPortal_map.ao",1,1035,"",1,"","",0,0,"",""
272,7293,289,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Vampiric/VampiricPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Vampiric/VampiricPortal_map.ao",1,1037,"",1,"","",0,0,"",""
273,7309,290,"Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/WisdomScrollPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/WisdomScrollPortal_map.ao",1,1002,"",1,"","",0,0,"",""
274,7310,291,"Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/ScrollPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScrollPortal/ScrollPortal_map.ao",1,1003,"",1,"","",0,0,"",""
275,7447,292,"Metadata/Effects/Microtransactions/Town_Portals/SeidrOraclePortal/SeidrOraclePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SeidrOraclePortal/SeidrOraclePortal_map.ao",1,"","",1,"","",0,0,"",""
276,7451,293,"Metadata/Effects/Microtransactions/Town_Portals/PrisonerPenitentPortal/PrisonerPenitentPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PrisonerPenitentPortal/PrisonerPenitentPortal_map.ao",1,1059,"",1,"","",0,0,"",""
277,7504,294,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Verisium/VerisiumPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Verisium/VerisiumPortal_map.ao",1,"","",1,"","",0,0,"",""
278,7491,295,"Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity/ArbiterOfDivinity_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity/ArbiterOfDivinity_Portal_map.ao",1,1096,"",1,"","",0,0,"",""
279,7507,296,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/SpiritWalker/SpiritWalkerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/SpiritWalker/SpiritWalkerPortal_map.ao",1,"","",1,"","",0,0,"",""
280,7518,297,"Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity_LightningSpear/ArbiterOfDivinityLightningSpearPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArbiterOfDivinity_LightningSpear/ArbiterOfDivinityLightningSpearPortal_map.ao",1,"","",1,"","",0,0,"",""
281,7575,298,"Metadata/Effects/Microtransactions/Town_Portals/OghamCandlesPortal/OghamCandlesPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OghamCandlesPortal/OghamCandlesPortal_map.ao",1,"","",1,"","",0,0,"",""
282,7653,299,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Chronomancy/ChronomancyPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Chronomancy/ChronomancyPortal_map.ao",1,1150,"",1,"","",0,0,"",""
283,7635,300,"Metadata/Effects/Microtransactions/Town_Portals/DiseaseVectorPortal/DiseaseVectorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DiseaseVectorPortal/DiseaseVectorPortal_map.ao",1,"","",1,"","",0,0,"",""
284,7700,301,"Metadata/Effects/Microtransactions/Town_Portals/SchemersPortal/SchemersPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SchemersPortal/SchemersPortal_map.ao",1,1151,"",1,"","",0,0,"",""
285,7704,302,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Water/WaterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/Water/WaterPortal_map.ao",1,"","",1,"","",0,0,"",""
286,7705,303,"Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/KaruiAncestor/KaruiAncestorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OvalPortals/KaruiAncestor/KaruiAncestorPortal_map.ao",1,"","",1,"","",0,0,"",""
287,7638,304,"Metadata/Effects/Microtransactions/Town_Portals/DeepWaterChallengeReward/DeepWaterRewardPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DeepWaterChallengeReward/DeepWaterRewardPortal_map.ao",1,1149,"",1,"","",0,0,"",""
