"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","GlobalSkillLevelStat","GemType","bool_65","bool_66","AwakenedVariant","RegularVariant","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","SearchTerms","Tier","GroundEffect","[rid]_223","BaseSkillGem","bool_247","bool_248","bool_249"
299,3851,0,0,100,"","","",2,1,1,"","",3,59,0,[7],[0],"",[300],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
300,3852,50,0,50,"","","",2,1,1,"","",4,27,38,[],[0],"",[301],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
301,3853,0,50,50,"","","",2,1,1,"","",4,59,44,[],[0],"",[302],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
302,3854,0,0,100,"","","",2,1,1,"","",3,59,0,[1],[0],"",[303],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
303,3855,0,0,100,"","","",2,1,1,"","",3,61,41,[],[0],"",[304],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
304,3856,50,0,50,"","","",2,1,1,"","",4,61,41,[],[0],"",[305],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
305,3983,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[306],"","","",0,2,"",0,"","[0,2,3]",0,[],[],"",1,"",""
306,3993,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[307],"","","",0,0,"",0,"","[0,2,3]",0,[],[],"","","",""
307,3857,0,0,100,"","","",0,1,1,"","",3,1,17,"[0,5,3,4]",[0],"",[308],"","","",0,1,"",2,"",[],0,[],[],"",1,"",1
308,3858,0,0,100,"","","",0,1,1,"","",3,1,17,"[0,5,3,4]",[0],"",[309],"","","",0,1,"",2,"",[],0,[],[],"",1,"",1
309,3859,0,0,100,"","","",0,1,1,"","",3,1,17,"[0,5,3,4]",[0],"",[310],"","","",0,1,"",2,"",[],0,[],[],"",1,"",1
310,3860,33,33,34,"","","",0,1,1,"","",4,7,17,"[0,5,3,4]",[0],"",[311],"","","",0,3,"",3,"",[],0,[],[],"",1,"",1
311,3861,0,0,100,"","","",0,1,1,"","",3,7,17,"[0,5,3,4]",[0],"",[312],"","","",0,3,"",2,"",[],0,[],[],"",1,"",1
312,3862,0,0,100,"","","",0,1,1,"","",3,15,17,"[0,5,3,4]",[0],"",[313],"","","",0,5,"",2,"",[],0,[],[],"",1,"",1
313,3863,0,0,100,"","","",0,1,1,"","",3,15,17,"[0,5,3,4]",[0],"",[314],"","","",5,5,"",2,"",[],0,[],[],"",1,"",1
314,3864,0,0,100,"","","",0,1,1,"","",3,23,17,"[0,5,3,4]",[0],"",[315],"","","",0,7,"",2,"",[],0,[],[],"",1,"",1
315,3865,0,0,100,"","","",0,1,1,"","",3,23,17,"[0,5,3,4]",[0],"",[316],"","","",0,7,"",2,"",[],0,[],[],"",1,"",1
316,3866,0,0,100,"","","",0,1,1,"","",3,23,17,"[0,5,3,4]",[0],"",[317],"","","",5,7,"",2,"",[],0,[],[],"",1,"",1
317,3867,0,0,100,"","","",0,1,1,"","",3,32,17,"[0,5,3,4]",[0],"",[318],"","","",0,9,"",2,"",[],0,[],[],"",1,"",1
318,3868,0,0,100,"","","",0,1,1,"","",3,32,17,"[0,5,3,4]",[0],"",[319],"","","",5,9,"",2,"",[],0,[],[],"",1,"",1
319,3869,0,0,0,"","","",0,1,1,"","",4,42,17,"[0,5,3,4]",[0],"",[320],"","","",0,11,"",2,"",[],0,[],[],"",1,"",1
320,3870,0,0,0,"","","",0,1,1,"","",4,42,17,"[0,5,3,4]",[0],"",[321],"","","",5,11,"",2,"",[],0,[],[],"",1,"",1
321,3871,0,0,100,"","","",0,1,1,"","",3,53,17,"[0,5,3,4]",[0],"",[322],"","","",0,13,"",2,"",[],0,[],[],"",1,"",1
322,3872,0,0,100,"","","",0,1,1,"","",3,53,17,"[0,5,3,4]",[0],"",[323],"","","",5,13,"",2,"",[],0,[],[],"",1,"",1
323,3873,0,0,100,"","","",0,1,1,"","",3,53,17,"[0,5,3,4]",[0],"",[324],"","","",0,13,"",2,"",[],0,[],[],"",1,"",1
324,3874,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[325],"","","",0,0,"",2,"",[],0,[],[],"","","",1
325,3875,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[326],"","","",0,0,"",2,"",[],0,[],[],"","","",1
326,3876,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[327],"","","",0,0,"",2,"",[],0,[],[],"","","",1
327,3877,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[328],"","","",0,0,"",2,"",[],0,[],[],"","","",1
328,3878,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[329],"","","",0,0,"",2,"",[],0,[],[],"","","",1
329,3879,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[330],"","","",0,0,"",2,"",[],0,[],[],"","","",1
330,3880,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[331],"","","",0,0,"",2,"",[],0,[],[],"","","",1
331,3881,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[332],"","","",0,0,"",2,"",[],0,[],[],"","","",1
332,3882,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[333],"","","",0,0,"",2,"",[],0,[],[],"","","",1
333,3883,0,0,100,"","","",0,1,1,"","",3,1,17,[],[0],"",[334],"","","",0,0,"",2,"",[],0,[],[],"","","",1
334,3884,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[335],"","","",0,4,"",0,"",[],0,[],[],"",1,1,1
335,3885,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[336],"","","",0,4,"",0,"",[],0,[],[],"",1,1,1
336,3886,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[337],"","","",0,4,"",0,"",[],0,[],[],"",1,1,1
337,3887,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[338],"","","",0,8,"",0,"",[],0,[],[],"",1,1,1
338,3888,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[339],"","","",0,8,"",0,"",[],0,[],[],"",1,1,1
339,3889,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[340],"","","",5,8,"",0,"",[],0,[],[],"",1,1,1
340,3890,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[341],"","","",0,14,"",0,"",[],0,[],[],"",1,1,1
341,3891,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[342],"","","",0,14,"",0,"",[],0,[],[],"",1,1,1
342,3892,0,0,0,"","","",0,1,1,"","",4,1,17,"[0,5,3,4]",[0],"",[343],"","","",5,14,"",0,"",[],0,[],[],"",1,1,1
343,3893,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[344],"","","",0,0,"",0,"",[],0,[],[],"","","",1
344,3894,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[345],"","","",0,0,"",0,"",[],0,[],[],"","","",1
345,3895,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[346],"","","",0,0,"",0,"",[],0,[],[],"","","",1
346,3896,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[347],"","","",0,0,"",0,"",[],0,[],[],"","","",1
347,3897,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[348],"","","",0,0,"",0,"",[],0,[],[],"","","",1
348,3898,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[349],"","","",0,0,"",0,"",[],0,[],[],"","","",1
349,3899,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[350],"","","",0,0,"",0,"",[],0,[],[],"","","",1
350,3900,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[351],"","","",0,0,"",0,"",[],0,[],[],"","","",1
351,3901,0,0,0,"","","",1,1,1,"","",4,1,17,[],[0],"",[352],"","","",0,0,"",0,"",[],0,[],[],"","","",1
352,3902,0,50,50,"","","",2,1,1,"","",4,27,0,"[1,7,10]",[0],"",[353],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBarrierInvocation.dds",0,8,"",2,"",[],0,[],[],"",1,1,""
353,3903,0,50,50,"","","",2,1,1,"","",4,59,0,[10],[0],"",[354],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
354,3904,0,0,100,"","","",2,1,1,"","",3,61,41,[],[0],"",[355],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
355,3905,100,0,0,"","","",2,1,1,"","",1,27,38,[],[0],"",[356],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
356,3988,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[357],"","","",0,4,"",0,"",[0],1,[],[],"",1,"",""
357,3989,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[358],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
358,3906,0,50,50,"","","",0,1,1,"","",4,27,0,[10],[0],"",[359],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
359,3907,0,50,50,"","","",0,1,1,"","",4,11,0,[10],[0],"",[360],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
360,3908,0,0,100,"","","",0,1,1,"","",3,23,0,[1],[0],"",[361],"","Art/Videos/SkillTutorials/BindSpectre.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
361,3909,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[362],"","","",0,0,"",0,"",[],0,[],[],"","","",""
362,3910,0,0,0,"","","",0,1,1,"","",4,1,31,[],[0],"",[363],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
363,3911,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],1,[364],1,"","",0,0,"",2,"",[],0,[],[],"","","",""
364,3912,100,0,0,"","","",2,1,1,"","",1,53,0,[6],[0],"",[365],"","Art/Videos/SkillTutorials/AncestralWarriorTotem.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageAncestralWarriorTotem.dds",0,13,"",2,"",[],0,[],[],"",1,"",""
365,3913,50,0,50,"","","",2,1,1,"","",4,23,0,[11],[0],"",[366],"","Art/Videos/SkillTutorials/SpellTotem.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
366,3914,0,0,0,"","","",2,1,1,"","",4,1,31,[],[0],"",[367],"","","",0,0,"",2,"",[],0,[],[],"","","",""
367,4390,50,50,0,"","","",0,1,1,"","",4,1,0,[9],[0],"",[368],"","Art/Videos/SkillTutorials/ExplosiveGrenade.bk2","",3,1,"",2,"",[],0,[],[],"",1,"",""
368,4391,50,50,0,"","","",0,1,1,"","",4,7,0,[9],[0],"",[369],"","Art/Videos/SkillTutorials/FlashGrenade.bk2","",3,3,"",2,"",[],0,[],[],"",1,"",""
369,4392,50,50,0,"","","",0,1,1,"","",4,32,0,[9],[0],"",[371],"","Art/Videos/SkillTutorials/OilGrenade.bk2","",3,9,"",2,"",[],0,[],[],"",1,"",""
370,4393,50,50,0,"","","",0,1,1,"","",4,15,0,[9],[0],"",[370],"","Art/Videos/SkillTutorials/GasGrenade.bk2","",3,5,"",2,"",[],0,[],[],"",1,"",""
371,4394,50,50,0,"","","",0,1,1,"","",4,23,0,[9],[0],"",[372],"","Art/Videos/SkillTutorials/VoltaicGrenade.bk2","",3,7,"",2,"",[],0,[],[],"",1,"",""
372,3915,0,0,100,"","","",0,1,1,"","",3,15,0,[1],[0],"",[373],"","Art/Videos/SkillTutorials/PainOffering.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePainOffering.dds",1,5,"",2,"",[],0,[],[],"",1,"",""
373,3917,0,50,50,"","","",0,1,1,"","",4,15,0,[10],[0],"",[374],"","Art/Videos/SkillTutorials/TempestFlurry.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageTempestFlurry.dds",0,5,"",2,"",[],0,[],[],"",1,"",""
374,3918,0,50,50,"","","",0,1,1,"","",4,7,0,[10],[0],"",[375],"","Art/Videos/SkillTutorials/StaggeringPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStaggeringPalm.dds",0,3,"",2,"",[],0,[],[],"",1,"",""
375,3919,0,50,50,"","","",0,1,1,"","",4,32,0,[10],[0],"",[376],"","Art/Videos/SkillTutorials/ChargedStaff.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageChargedStaff.dds",0,9,"",2,"",[],0,[],[],"",1,"",""
376,3920,0,50,50,"","","",0,1,1,"","",4,23,0,[10],[0],"",[377],"","Art/Videos/SkillTutorials/SiphoningStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSiphoningStrike.dds",1,7,"",2,"",[],0,[],[],"",1,"",""
377,3921,0,50,50,"","","",0,1,1,"","",4,7,0,[10],[0],"",[378],"","Art/Videos/SkillTutorials/TempestBell.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageTempestBell.dds",0,3,"",2,"",[],0,[],[],"",1,"",""
378,607,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[379],"","","",0,0,"",2,"",[],0,[],[],"","","",""
379,608,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[380],"","","",0,0,"",2,"",[],0,[],[],"","","",""
380,3922,0,50,50,"","","",0,1,1,"","",4,1,0,[10],[0],"",[381],"","Art/Videos/SkillTutorials/FrozenLocus.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFrozenLocus.dds",3,1,"",2,"",[],0,[],[],"",1,"",""
381,3923,0,0,100,"","","",0,1,1,"","",3,15,0,[1],[0],"",[382],"","Art/Videos/SkillTutorials/Bonestorm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBonestorm.dds",2,5,"",2,"",[],0,[],[],"",1,"",""
382,3924,0,0,100,"","","",0,1,1,"","",3,7,0,[1],[0],"",[383],"","Art/Videos/SkillTutorials/BoneCage.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBoneCage.dds",2,3,"",2,"",[],0,[],[],"",1,"",""
383,3925,0,0,100,"","","",1,1,1,"","",3,20,17,[],[0],"",[384],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
384,4088,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[385],"","","",0,3,"",0,"","[1,2,3]",0,[],[],"",1,"",""
385,3926,0,0,100,"","","",1,1,1,"","",3,15,17,[1],[0],"",[386],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
386,4076,0,0,100,"","","",1,1,1,"","",3,1,17,[2],[0],"",[387],"","","",0,1,"",0,"","[1,2,3]",0,[],[],"",1,"",""
387,4091,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[388],"","","",0,1,"",0,"",[1],0,[],[],"",1,"",""
388,3927,0,0,100,"","","",0,1,1,"","",3,1,0,[1],[0],"",[389],"","Art/Videos/SkillTutorials/Unearth.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageUnearth.dds",2,1,"",2,"",[],0,[],[],"",1,"",""
389,3928,0,100,0,"","","",0,1,1,"","",2,32,0,[2],[0],"",[390],"","Art/Videos/SkillTutorials/DetonatingArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDetonatingArrow.dds",2,9,"",2,"",[],0,[],[],"",1,"",""
390,3929,0,100,0,"","","",0,1,1,"","",2,1,0,[2],[0],"",[391],"","Art/Videos/SkillTutorials/PoisonburstArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePoisonburstArrow.dds",1,1,"",2,"",[],0,[],[],"",1,"",""
391,609,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[0],"","","",0,0,"",2,"",[],0,[],[],"","","",""
392,3930,0,100,0,"","","",0,1,1,"","",2,15,0,[2],[0],"",[392],"","Art/Videos/SkillTutorials/ToxicGrowth.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageToxicGrowth.dds",0,5,"",2,"",[],0,[],[],"",1,"",""
393,3931,0,100,0,"","","",0,1,1,"","",2,7,0,[2],[0],"",[393],"","Art/Videos/SkillTutorials/StormcallerArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStormcallerArrow.dds",3,3,"",2,"",[],0,[],[],"",1,"",""
394,3932,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[394],"","","",0,0,"",2,"",[],0,[],[],"","","",""
395,3933,0,100,0,"","","",0,1,1,"","",2,1,0,[2],[0],"",[396],"","Art/Videos/SkillTutorials/LightningRod.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageLightningRod.dds",4,1,"",2,"",[],0,[],[],"",1,"",""
396,3934,0,100,0,"","","",0,1,1,"","",2,7,0,[2],[0],"",[397],"","Art/Videos/SkillTutorials/Snipe.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSnipe.dds",2,3,"",2,"",[],0,[],[],"",1,"",""
397,3935,0,100,0,"","","",0,1,1,"","",2,23,0,[2],[0],"",[398],"","Art/Videos/SkillTutorials/GasArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageGasArrow.dds",0,7,"",2,"",[],0,[],[],"",1,"",""
398,3936,0,0,100,"","","",0,1,1,"","",3,15,0,[],[0],"",[399],"","Art/Videos/SkillTutorials/SolarOrb.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSolarOrb.dds",0,0,"",2,"",[],0,[],[],"","","",""
399,3937,0,0,100,"","","",0,1,1,"","",3,7,0,[7],[0],"",[400],"","Art/Videos/SkillTutorials/Fireball.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFireball.dds",0,3,"",2,"",[],0,[],[],"",1,"",""
400,3938,0,100,0,"","","",0,1,1,"","",2,15,0,[2],[0],"",[401],"","Art/Videos/SkillTutorials/ElectrocutingArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageElectrocutingArrow.dds",4,5,"",2,"",[],0,[],[],"",1,"",""
401,3939,0,0,100,"","","",0,1,1,"","",3,15,0,[7],[0],"",[402],"","Art/Videos/SkillTutorials/Snap.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageColdSnap.dds",1,5,"",2,"",[],0,[],[],"",1,"",""
402,3940,100,0,0,"","","",0,1,1,"","",1,15,0,[6],[0],"",[403],"","Art/Videos/SkillTutorials/PerfectStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePerfectStrike.dds",0,5,"",2,"",[],0,[],[],"",1,"",""
403,3941,0,0,0,"","","",0,1,1,"","",4,1,31,[],[0],"",[404],"","","",0,0,"",2,"",[],0,[],[],"","","",""
404,3942,100,0,0,"","","",0,1,1,"","",1,15,0,[6],[0],"",[405],"","Art/Videos/SkillTutorials/ResonatingShield.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageResonatingShield.dds",2,5,"",2,"",[],0,[],[],"",1,"",""
405,3943,0,0,100,"","","",0,1,1,"","",3,11,0,[7],[0],"",[406],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEnergyRemnants.dds",2,4,"",2,"",[],0,[],[],"",1,1,""
406,3944,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[407],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
407,3945,100,0,0,"","","",0,1,1,"","",1,11,0,[6],[0],"",[408],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageMagmaBarrier.dds",0,4,"",2,"",[],0,[],[],"",1,1,""
408,3946,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[409],"","","",0,0,"",2,"",[],0,[],[],"","","",""
409,3947,0,100,0,"","","",0,1,1,"","",2,7,0,[2],[0],"",[410],"","Art/Videos/SkillTutorials/VineArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVineArrow.dds",0,3,"",2,"",[],0,[],[],"",1,"",""
410,3948,0,100,0,"","","",0,1,1,"","",2,59,0,"[2,8]",[0],"",[411],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
411,4089,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[412],"","","",0,2,"",0,"","[1,2,3]",0,[],[],"",1,"",""
412,3949,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[413],"","","",0,0,"",2,"",[],0,[],[],"","","",""
413,4157,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[414],"","","",0,1,"",0,"",[4],1,[],[],"",1,"",""
414,4158,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[415],"","","",0,3,"",0,"",[4],2,[],[],"",1,"",""
415,4159,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[416],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
416,4165,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[417],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
417,4166,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[418],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
418,4071,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[419],"","","",0,1,"",0,"",[1],1,[],[],"",1,"",""
419,4072,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[420],"","","",0,4,"",0,"",[1],2,[],[],"",1,"",""
420,4073,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[421],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
421,4069,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[422],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
422,4070,0,100,0,"","","",1,1,1,"","",2,65,17,[],[0],"",[423],"","","",0,0,"",0,"",[],0,[],[],"","","",""
423,4220,0,0,100,"","","",0,1,1,"","",3,11,0,[7],[0],"",[424],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
424,4140,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[425],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
425,4056,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[426],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
426,4153,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[427],"","","",0,3,"",0,"","[4,2,3]",1,[],[],"",1,"",""
427,4154,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[428],"","","",0,5,"",0,"","[4,2,3]",2,[],[],"",1,"",""
428,4169,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[429],"","","",0,3,"",0,"","[6,4]",0,[],[],"",1,"",""
429,4156,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[430],"","","",0,1,1,0,"",[4],0,[],[],"",1,"",""
430,4162,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[431],"","","",0,2,"",0,"","[4,2,3]",0,[],[],"",1,"",""
431,4254,0,100,0,"","","",0,1,1,"","",2,1,0,[8],[0],"",[432],"","Art/Videos/SkillTutorials/Twisters.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
432,4255,0,100,0,"","","",0,1,1,"","",2,1,17,[],[0],"",[433],"","","",0,0,"",0,"",[],0,[],[],"","","",""
433,4256,0,100,0,"","","",0,1,1,"","",2,1,0,[8],[0],"",[434],"","Art/Videos/SkillTutorials/ExplosiveSpear.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
434,4257,0,100,0,"","","",0,1,1,"","",2,32,0,[],[0],"",[435],"","","",0,0,"",2,"",[],0,[],[],"","","",""
435,4258,0,100,0,"","","",0,1,1,"","",2,7,0,[],[0],"",[436],"","","",0,0,"",2,"",[],0,[],[],"","","",""
436,4259,0,100,0,"","","",0,1,1,"","",2,32,0,[8],[0],"",[437],"","Art/Videos/SkillTutorials/ThunderousLeap.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
437,4260,0,100,0,"","","",0,1,1,"","",2,11,0,"[2,8]",[0],"",[438],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
438,4090,0,100,0,"","","",1,1,1,"","",2,1,17,[10],[0],"",[439],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
439,4092,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[440],"","","",0,0,"",0,"","[1,2,3]",0,[],[],"","","",""
440,4170,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[441],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
441,4093,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[442],"","","",0,0,"",0,"","[1,2,3]",0,[],[],"","","",""
442,3960,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[443],"","","",0,2,"",0,"","[0,2,3]",1,[],[],"",1,"",""
443,3961,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[444],"","","",0,4,"",0,"","[0,2,3]",2,[],[],"",1,"",""
444,3962,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[445],"","","",0,5,"",0,"","[0,2,3]",3,[],[],"",1,"",""
445,4074,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[446],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
446,4077,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[447],"","","",0,1,"",0,"",[1],1,[],[],"",1,"",""
447,4078,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[448],"","","",0,2,"",0,"",[1],2,[],[],"",1,"",""
448,4079,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[449],"","","",0,5,"",0,"",[1],3,[],[],"",1,"",""
449,4152,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[450],"","","",0,1,"",0,"",[4],0,[],[],"",1,"",""
450,4261,0,0,100,"","","",0,1,1,"","",3,23,0,[1],[0],"",[451],"","Art/Videos/SkillTutorials/ProfaneRitual.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageProfaneRitual.dds",0,7,"",2,"",[],0,[],[],"",1,"",""
