"rownum","GroundEffectTypesKey","i32_16","i32_20","BuffVisual1","f32_40","[i32]_44","bool_60","AOFile","[string]_77","EndEffect","BuffVisual2","MiscObject1","MiscObject2","rid_149","rid_165","bool_181","bool_182","bool_183","BuffVisual3","rid_200","bool_216","bool_217","bool_218","Animation"
233,15,1,2,"",100,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/mob_corpus_needleskin/volatile_grd.ao""]","[""idle""]","end","","",692,"","","",1,"","","",1,"","",""
234,15,2,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/env/boiling_bloodpool/bloodpool1.ao"",""Metadata/Effects/Spells/monsters_effects/League_Hellscape/env/boiling_bloodpool/bloodpool2.ao"",""Metadata/Effects/Spells/monsters_effects/League_Hellscape/env/boiling_bloodpool/bloodpool3.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
235,15,3,1,"",100,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/boss_corpus_defiler/vomit_grd.ao""]","[""idle""]","end","","","","","","",1,"","","",1,"","",""
236,15,4,2,"",200,[],1,"[""Metadata/Effects/Spells/vaal_skills/reap/tarollo_blood_ground.ao""]","[""boiling_ground_01""]","blood_ground_end_01","","","","","","","","","","","","","",""
237,15,5,2,"",180,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/TheSentinels/bloodpool1.ao""]","[""loop""]","fadeout","","","","","","","","","","","","",1,""
238,15,6,2,"",200,[],1,"[""Metadata/Effects/Microtransactions/Spells/blood_scythe/star_fall/vaal/tarollo_blood_ground.ao""]","[""boiling_ground_01""]","blood_ground_end_01","","","","","","","","","","","","","",""
239,15,7,2,"",200,[],1,"[""Metadata/Effects/Microtransactions/Spells/blood_scythe/vine/vaal/tarollo_blood_ground.ao""]","[""boiling_ground_01""]","blood_ground_end_01","","","","","","","","","","","","","",""
240,15,1000,2,"",145,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalZealotSpearBlood/degen_pool.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
241,15,1001,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Hellscape/env/boiling_bloodpool/bloodpool1.ao"",""Metadata/Effects/Spells/monsters_effects/League_Hellscape/env/boiling_bloodpool/bloodpool2.ao"",""Metadata/Effects/Spells/monsters_effects/League_Hellscape/env/boiling_bloodpool/bloodpool3.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
242,15,1002,2,2083,285,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/MutantBird/ao/vomit_grd.ao""]","[""idle""]","fadeout","","","","","","",1,"","","",1,1,"",""
243,15,1003,2,"",115,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Azmeri/monster_fx/vodoo_king_boss/corrupting_blood.ao""]","[""loop""]","fadeout",1048,"","","","","","","","","",1,1,"",""
244,15,1004,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Tavakai/fever_grd.ao""]","[""loop""]","fadeout",1048,"","","","","",1,"","","",1,1,"",""
245,15,1005,2,"",105,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BloodKnightBoss/BloodFall_corrupting_blood.ao""]","[""loop""]","fadeout","",832,"","","","",1,"","","","","","",""
246,15,1006,2,2538,250,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/GreatWhiteOne/ao/piranha_puddle_01.ao""]","[""loop""]","fadeout","",839,"","","","",1,"","","",1,1,"",""
247,15,1007,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BloodfeveredDrunk/ao/vomit_bloodfever_puddle.ao""]","[""idle""]","fadeout_01","","","","","","",1,"","","",1,1,"",""
248,15,1008,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BloodfeveredDrunk/ao/death_bloodfever_puddle.ao""]","[""idle""]","fadeout_01","","","","","","",1,"","","",1,1,"",""
249,15,1009,2,"",300,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Abyss/MonolithicSlug/Withered_Ground.ao""]","[""loop""]","fadeout",2908,"","","","","",1,"","","","","","",""
250,15,1010,2,"",275,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Kulemak/volatile_degen.ao""]","[""loop""]","fadeout",2908,"","","","","",1,"","","","","","",""
251,15,1011,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/invisground/rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
252,15,1012,2,2083,285,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/MutantBird/ao/vomit_grd_lite_sfx.ao""]","[""idle""]","fadeout","","","","","","",1,"","","",1,1,"",""
253,15,1013,2,"",100,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/GemPuppy/ballerina_degen.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
254,15,1014,2,"",450,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/GemPuppy/vomit_conedegen.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
255,15,1015,2,"",480,[],"","[""Metadata/Effects/Spells/monsters_effects/Breach/TulAndAshBoss/corruptingSlam_groundDegen.ao""]","[""loop""]","fade_out","","","","","","",1,"","","","","","",""
256,15,1016,2,2759,185,[],"","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheWendigo/ao/bramble_ground.ao""]","[""Loop""]","End","","","","","","",1,"","","",1,1,"",""
257,15,1017,2,"",280,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Expedition_New/AntCarrier/pheromone_cloud.ao""]","[""idle""]","fadeout","","","","","","",1,"","","","","","",""
258,15,1019,2,"",100,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/chaosgod_bat/poison_gas_grd.ao""]","[""Loop""]","End","","","","","","","","","","","","","",""
259,23,0,1,"",0,[],"","[""Metadata/Effects/Spells/ground_effects/despair_geyser/ground_rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
260,23,1000,2,2759,150,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheWendigo/ao/moth_ground.ao""]","[""Loop""]","End","","","","","","",1,"","","","","","",""
261,23,1001,2,"",400,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheWendigo/ao/darkness_vacuum_blast.ao""]","[""loop""]","end",3129,"","","","","","","","","","","","",""
262,10,0,1,"",0,[],"","[""Metadata/Effects/Spells/monsters_effects/act9/Garukhan/sandstorm/rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
263,14,0,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/quicksand/ground_rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
264,14,1,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/breach_quicksands/breachhole.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
265,14,2,2,"",125,[],"","[""Metadata/Effects/Spells/Masters/NinjaCop/ink_pool/rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
266,14,3,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
267,14,4,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
268,14,5,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/invisground/rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
269,14,6,2,"",225,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/life_ritual/blood_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
270,14,7,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/invisground/rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
271,14,8,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
272,14,9,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
273,14,10,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
274,14,11,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
275,14,13,2,"",80,[],"","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/DredgeFiendBoss/ao/Quicksand/quicksand.ao""]","[""loop""]","end","","","","","","",1,"","","","","","",""
276,14,14,2,"",225,[],"","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/EliteFallenLunarisMonster/ao/breach_quicksand_puddle.ao""]","[""loop""]","fadeout","","","","","","",1,"","","",1,1,"",""
277,14,1000,2,"",225,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/Shakari/quicksand_01.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
278,14,1001,2,"",225,[],"","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SpiresBurrower/quicksand_01.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
279,14,1002,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/invisground/2500ms_fade_in.ao""]","[""loop""]","fadeout","","","","","","",1,"","","",1,"","",""
280,24,0,2,"",150,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Fungal_ground/fungalGround.ao""]",[],"fadeout","","","","","","",1,"","","","","","",""
281,17,0,2,"",105,[],"","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/destruction_assets/meteors/meteor_ground.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
282,11,0,2,"",800,[],1,"[""Metadata/Effects/Spells/monsters_effects/Breach/Cold/Blizzard/Blizzard.ao""]","[""loop""]","end","","","","","","",1,"","","","","","",""
283,16,0,2,"",200,[],1,"[""Metadata/Effects/Microtransactions/Misc/uniques/body_armour/TimeAnomaly/timeanomaly.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
284,16,1,2,"",200,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/Temporal/rig.ao""]","[""loop""]","fadeout",1328,"","","","","","","","","","","","",""
285,16,2,2,"",150,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/slowzone.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
286,16,1000,2,2281,650,[],"","[""Metadata/Monsters/TrialMaster/Objects/rig.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,"","",""
287,8,0,2,"",167,[],1,"[""Metadata/Effects/Spells/frost_bolt/sml_maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
288,8,1,2,"",167,[],1,"[""Metadata/Effects/Microtransactions/Spells/frost_bolt/maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
289,8,2,2,"",167,[],1,"[""Metadata/Effects/Microtransactions/Spells/frost_bolt/maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
290,8,3,2,"",180,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/super_blackhole/rig.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
291,8,4,2,"",155,[],1,"[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Lunaris_e/expanding_darkness.ao""]","[""loop""]","fadeout",808,"","","","","","","","","","","","",""
292,8,5,2,"",180,[],1,"[""Metadata/Monsters/Anomaly/Vortex_UniqueRing.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
293,8,6,2,"",180,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/super_blackhole/rig_ubElder.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
294,8,7,2,"",200,[],1,"[""Metadata/Effects/Microtransactions/Misc/uniques/body_armour/TimeAnomaly/timeanomaly.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
295,8,8,2,1552,250,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/chilled_grd/chilled_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
296,8,9,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_cold.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
297,8,10,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_lightning.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
298,8,11,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_ruin.ao""]","[""loop""]","end",1692,"","","","","","","","","","","","",""
299,8,12,2,"",250,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/zombie/cold_mist.ao""]","[""loop""]","end","","","","","","","","","","",1,1,"",""
300,8,13,2,"",167,[],1,"[""Metadata/Effects/Microtransactions/Spells/MyrmidonVortex/sml_maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
301,8,14,2,"",385,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/ground_effects/calamity_of_frost.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
302,8,15,2,"",358,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Delve/general/wetas/cold_snap/crystal_ground.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,"","",""
303,8,16,2,"",150,[],"","[""Metadata/Effects/Microtransactions/Spells/deathly_vortex/maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
304,8,1001,2,"",190,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/TrenchHag/WaterVortex.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,"","",""
305,8,1002,2,2082,400,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/GoblinGiantBoss/ao/vomit_grd.ao""]","[""idle""]","fadeout","","","","","","","","","","",1,1,"",""
306,8,1003,1,"",100,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Siren/WaterGeyserGroundEffect.ao""]","[""merv_geyser_loop""]","merv_geyser_end","","","","","","","","","","",1,"","",""
307,8,1004,2,"",380,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Sudoku/calamity_of_frost.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
308,8,1005,2,"",380,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Sudoku/calamity_of_frost.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
309,8,1006,2,"",380,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Sudoku/calamity_of_frost.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
310,8,1007,2,2082,400,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/GoblinGiantBoss/ao/vomit_grd.ao""]","[""idle""]","fadeout","","","","","","","","","","",1,1,"",""
311,8,1008,2,"",185,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Azmeri/monsters/ScreecherMiniboss/teleport_cold_degen.ao""]","[""startLoop""]","end","","","","","","","","","","","","","",""
312,8,1009,2,"",150,[],"","[""Metadata/Effects/Spells/cold_frozen_vortex/frozen_vortex_01.ao""]","[""loop_01""]","fadeout_01","","","","","","","","","","","","","",""
313,8,1010,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/BitterGuy_Boss/ice_skill.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,"","",""
314,8,1011,2,"",385,[],1,"[""Metadata/Effects/Spells/monsters_effects/monster_mods/ice/chilled_ground/ao/calamity_of_frost_instant.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
315,8,1012,2,"",175,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/ColdGroundBurst/ColdGroundBurst.ao""]","[""loop""]","fade_out","","","","","","","","","","","","","",""
316,8,1013,2,"",225,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Tavakai/moon_beam.ao""]","[""loop""]","end","","",824,"","",1,1,"","","",1,"","",""
317,26,0,2,"",800,[],1,"[""Metadata/Effects/Spells/ground_effects/vaal_cold_snap/VaalColdSnapGroundEffect.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
318,18,0,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/final/crown_of_thorns/anger_ground.ao""]","[""loop""]","fadeout","",70,"","","","","","","","","","","",""
319,18,1000,2,"",125,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/ao/corruption_grd.ao""]","[""idle""]","end",2113,159,"","","","","","","","","","","",""
320,18,1001,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/RootedGuys/RootedGuy05/RootPrison/degen_ground.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
321,27,0,2,"",100,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/torch/oil_ground.ao""]","[""loop""]","fadeout","",79,"","","","",1,"",1456,"","","","",""
322,27,1,2,1457,100,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/ground_effects/tar_zombie_oil_ground.ao""]",[],"fadeout_fire","","","","","","",1,"",1458,"","","","",""
323,27,2003,2,"",180,[],1,"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Verisium/crossbow_oilgrenade/grd_Oil.ao""]","[""loop""]","fadeout","",409,"","","","",1,"",1456,"","","","",""
324,27,1000,2,1457,100,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalGuardBombThrower/oil_ground.ao""]",[],"fadeout_fire","",410,"","","","",1,"",1458,"","","","",""
325,27,2000,2,"",180,[],1,"[""Metadata/Effects/Spells/crossbow_oilgrenade/grd_Oil.ao""]","[""loop""]","fadeout","",409,"","","","",1,"",1456,"","","","",""
326,27,2001,2,"",230,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/RudjaDreadEngineer/tar_GRDZONE.ao""]","[""loop""]","fadeout","",410,"","","",1,1,"",1456,"","",1,"",""
327,27,2002,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalGuardBombThrower/grd_Oil.ao""]","[""loop""]","fadeout","",411,"","","","",1,"",1456,"","","","",""
328,27,2004,2,"",180,[],1,"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Abyssal/crossbow_oilgrenade/grd_Oil.ao""]","[""loop""]","fadeout","",409,"","","","",1,"",1456,"","","","",""
329,27,2005,2,"",180,[],1,"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Divine/crossbow_oilgrenade/grd_Oil.ao""]","[""loop""]","fadeout","",409,"","","","",1,"",1456,"","","","",""
330,28,0,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/scorched/scorched_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
331,29,0,2,"",175,[],"","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/void_zone/rig.ao""]","[""loop""]","fadeout","",48,"","","","",1,"","","","","","",""
332,30,0,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_lightning.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
333,30,1,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_ruin.ao""]","[""loop""]","end",1691,"","","","","","","","","","","","",""
334,30,2,2,"",135,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Touching_Tentacle_Orb/lightning_grd.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
335,30,1000,2,"",400,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Arbiter_of_Divinity/degen.ao""]","[""idle""]","fadeout","","","","","","","","","","",1,1,"",""
336,31,0,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/brittle/brittle_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
337,32,0,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/sapping/sapping_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
338,33,0,2,"",140,[],"","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/DoomPersonified/ao/submerge_ground_travel.ao""]","[""idle""]","end","","",122,"","","","","","","","","","",""
339,33,1000,2,"",100,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/WormsKing/ao/MaggotGround.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
340,34,0,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/LyciaBoss/ao/degen_area.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,"",1,""
341,34,1,2,"",180,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/TheSentinels/bloodpool1.ao""]","[""loop""]","fadeout","","","","","","","","","","","","",1,""
342,35,0,2,"",150,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/ground_effects/calamity_of_flames.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
343,36,0,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/ground_effects/calamity_of_plagues.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
344,37,0,2,"",145,[],"","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/LivingBlood/LivingBlood.ao""]","[""idle""]","fadeout","","","","","","","","","","","","","",""
345,37,1,2,2607,145,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/collector/LivingBlood.ao""]","[""idle""]","fadeout","","","","","","","","",2607,"","","","",""
346,38,0,2,"",185,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/FungalArtillery/ao/fungal_ground.ao""]","[""loop""]","fadeout","","","","","","","","","","","",1,"",""
347,40,0,2,"",200,[],"","[""Metadata/Effects/Spells/grd_Zones/grd_Jagged01.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
348,40,14,2,"",200,[],"","[""Metadata/Effects/Microtransactions/Spells/Earthquake/kitava/grd_Jagged01.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
349,41,0,2,"",385,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/GoblinGiantBoss/ao/vomit_grd.ao""]","[""idle""]","fadeout","","",402,"","","","","","","",1,1,"",""
350,41,1,2,2111,150,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/SulphurBoss/ao/gas_degen.ao""]","[""idle""]","end","","","","","","",1,"","","","","","",""
351,41,1000,2,"",150,[],"","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/RootedGuys/RootedGuy01/spores_degen.ao""]","[""idle""]","fadeout",2174,"","","","","","","","","","","","",""
352,41,1001,2,2083,350,[],"","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/MutantBird/ao/vomit_grd.ao""]","[""idle""]","fadeout","","","","","","","","","","",1,1,"",""
353,41,1002,2,"",400,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/GoblinGiantBoss/ao/vomit_grd_instant.ao""]","[""idle""]","fadeout",2247,"","","","","","","","","","",1,"",""
354,41,1003,2,"",300,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/FountainStatue/black_goop_grd.ao""]","[""idle""]","fadeout",2247,"","","","","","","","","",1,1,"",""
355,41,1004,2,"",425,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/SulphiteRattlecage/sulphur_ground.ao""]","[""loop""]","end","","","","","","","","","","","","","",""
356,41,1005,2,2112,110,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Cocoons2/abyss_lightning_ground.ao""]","[""idle""]","fadeout","","","","","","",1,"","","",1,1,"",""
357,42,0,2,2226,160,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Azmeri/monster_fx/vodoo_king_boss/corrupting_blood.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
358,43,0,2,"",200,[],"","[""Metadata/Effects/Spells/crossbow_toxic_grenade/toxic_cloud.ao""]","[""toxic_cloud""]","end","","","","","","","","","","","","","",8187
359,43,1,2,"",200,[],"","[""Metadata/Effects/Spells/necromancer_detonatedead/toxic_cloud.ao""]","[""toxic_cloud""]","end","","","","","","","","","","","","","",8187
360,43,2,2,"",200,[],"","[""Metadata/Effects/Microtransactions/Spells/Ranger/NightLotus/GasArrow/nightlotus_gascloud.ao""]","[""toxic_cloud""]","end","","","","","","","","","","","","","",10450
361,43,3,2,"",200,[],"","[""Metadata/Effects/Microtransactions/Spells/Ranger/Blight/bow_gas_cloud_arrow/toxic_cloud.ao""]","[""toxic_cloud""]","end","","","","","","","","","","","","","",10450
362,43,4,2,"",200,[],"","[""Metadata/Effects/Microtransactions/Spells/Mercenary/Verisium/crossbow_toxic_grenade/toxic_cloud.ao""]","[""toxic_cloud""]","end","","","","","","","","","","","","","",11035
363,43,5,2,"",200,[],"","[""Metadata/Effects/Microtransactions/Spells/Mercenary/Abyssal/crossbow_toxic_grenade/toxic_cloud.ao""]","[""toxic_cloud""]","end","","","","","","","","","","","","","",11200
364,43,6,2,"",200,[],"","[""Metadata/Effects/Microtransactions/Spells/Mercenary/Divine/crossbow_toxic_grenade/toxic_cloud.ao""]","[""toxic_cloud""]","end","","","","","","","","","","","","","",11224
365,44,1000,2,"",175,[],"","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/BlackStrider/webbed_ground.ao""]","[""loop""]","fadeout","","","","","","","","","","","","","",""
366,45,0,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/monster_mods/mana_donut/ao/shocking_grd.ao""]","[""idle""]","end","","","","","","",1,"","","","","","",""
367,46,1024,2,"",200,[],1,"[""Metadata/Effects/Spells/ground_effects/invisground/rig.ao""]","[""loop""]","fadeout",2588,"","","","","",1,"","","","","","",""
368,46,1025,2,"",1500,[],1,"[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Tavakai/plant_growth.ao""]","[""loop""]","end",2907,"","","","","",1,"","","",1,1,"",""
369,47,0,2,"",150,[],1,"[""Metadata/Effects/Spells/ascendancy_classes/disciple_of_the_djinns/djinn_water/oasis_grdZone_01.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
370,48,0,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/brittle/brittle_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","","","",""
371,49,0,2,"",180,[],1,"[""Metadata/Effects/Spells/grd_Zones/grd_Withering01.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
372,49,1,2,"",180,[],1,"[""Metadata/Effects/Spells/grd_Zones/grd_Withering_Abyss01.ao""]","[""loop""]","fadeout","","","","","","","","","","",1,1,"",""
