"rownum","Id","WorldAreas","MinCount","MaxCount","BossMonsterSpawnChance","BossCount","BossMonsters","bool_56","[i32]_57","Grounds","Tags","MinLevel","MaxLevel","WorldAreas2","PackFormation","i32_145","bool_149","[string]_150","bool_166","bool_167","string_168","bool_176","bool_177","AdditionalMonsters","AdditionalCounts","bool_210","rid_211"
354,"G3-VaalZealotsSunMelee",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1102,1118,1131,1102]","[2,2,1,1]","",""
355,"G3-VaalZealotsSunCaster",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1102,1118,1131,1102]","[1,1,2,2]","",""
356,"G3-shieldwall",[0],4,5,0,0,[],"",[1],[],[],0,100,[],21,0,1,[],1,"","test",1,"",[],[],"",""
357,"G3-savagebeastmaster",[163],0,0,0,0,[],"",[1],[],[],0,100,[],22,25,1,[],1,"","",1,"",[],[],"",""
358,"G3-parasiticfishwaterways",[163],5,10,0,0,[],"",[1],"[""JungleWaterway""]",[],0,100,[],"",25,1,[],1,"","",1,"",[1015],[1],"",""
359,"G3-taniwhawaterways",[163],1,3,0,0,[],"",[1],"[""JungleWaterway""]",[],0,100,[],"",15,1,[],1,"","",1,"",[1015],[1],"",""
360,"G3-tempbeastmaster",[163],2,5,100,1,[909],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[909,902,905,900,904,901]","[2,1,2,1,1,1]","",""
361,"G3-bloodbatherspearshield",[175],2,5,60,1,[1220],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1220,1212,1208,1207,1210,1214,1216]","[3,2,2,1,1,1,1]","",""
362,"G3-bloodbatherdualwieldflail",[175],2,5,60,1,[1220],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1220,1212,1208,1207,1210,1214,1216]","[3,2,2,1,1,1,1]","",""
363,"G3-bloodbatherswordmace",[175],2,5,60,1,[1220],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1220,1212,1208,1207,1210,1214,1216]","[3,2,2,1,1,1,1]","",""
364,"G3-bladestalkerred",[175],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[931],[1],"",""
365,"G3-vaalapparitionsun",[175],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[1218],[1],"",""
366,"G3-vaaltimescientist",[0],2,7,25,1,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
367,"G3-vaalstormcaller",[0],3,5,25,1,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
368,"G3-vaalcycloneconstruct",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[],[],"",""
369,"G3-vaalguardclaws",[0],2,6,25,1,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
370,"G3-vaalguardspear",[0],2,6,25,1,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
371,"G3-vaalaxethrower","[178,227]",2,3,50,1,[1143],"","[2,1]",[],[],0,100,[],"",0,1,"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",1,"","",1,"",[1143],[1],"",""
372,"G3-vaalzealotcoldpatrol",[178],3,3,100,1,"[1106,1144]","",[1],[],[],0,100,[],28,0,1,"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",1,"","","","",[1144],[1],"",""
373,"G3-vaalzealotchaospatrol",[178],3,3,100,1,"[1106,1149]","",[1],[],[],0,100,[],28,0,1,"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",1,"","","","",[1149],[1],"",""
374,"G3-vaalaxethrowermeat",[178],2,3,100,1,"[1145,1148]","",[2],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"","[1145,1148]","[1,1]","",""
375,"P3-vaalaxethrowermeat","[226,227]",2,3,100,1,"[1145,1148]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1145,1148]","[1,1]","",""
376,"G3-vaalzealotblood",[178],3,4,50,1,"[1153,1148]","",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"","[1153,1148]","[2,1]","",""
377,"P3-vaalzealotblood",[227],3,4,50,1,"[1153,1148]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1153,1148]","[2,1]","",""
378,"G3-vaalzealotbloodspear",[178],3,4,50,1,"[1151,1148]","",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"","[1151,1148]","[2,1]","",""
379,"P3-vaalzealotbloodspear",[227],3,4,50,1,"[1151,1148]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1151,1148]","[2,1]","",""
380,"G3-vaalzealotfire",[178],3,4,50,1,"[1153,1148]","",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"","[1153,1148]","[2,1]","",""
381,"G3-vaalzealotfirespear",[178],3,4,50,1,"[1151,1148]","",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"","[1151,1148]","[2,1]","",""
382,"G3-vaalshadowpriest",[0],1,2,0,0,[],"",[2],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
383,"G3-cenobitehighbornpack",[174],2,4,100,1,[1069],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1069],[1],"",""
384,"G3-anchoritemotherpack",[174],3,6,100,1,[934],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[934],[1],"",""
385,"G3-cauldronecrone","[174,209]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1244],[1],"",""
386,"G3-cenobiteleashpack",[174],3,4,100,1,[1071],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[934,1075,1073,1074,1069,1071,1072,1244]","[2,1,1,1,2,10,1,1]","",""
387,"G3-cenobiteslampack",[174],2,3,100,1,[1072],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[934,1075,1073,1074,1069,1071,1072,1244]","[1,2,1,1,2,1,10,1]","",""
388,"g3-vaalhumanoidpyracannons",[179],1,2,50,1,[1281],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1281,1146,1278,1288,1289]","[4,2,1,1,1]","",""
389,"g3-vaalhumanoidbowcaster",[179],1,2,50,1,[1146],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1146,1278,1288,1289,1281]","[3,2,1,1,1]","",""
390,"g3-vaalhumanoidbladehandcaster",[179],1,3,50,1,[1146],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1146,1278,1288,1289,1281]","[3,1,2,1,1]","",""
391,"g3-vaalhumanoidstalker",[179],2,3,50,1,"[1281,1280]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1146,1278,1288,1289,1281]","[2,1,1,3,2]","",""
392,"g3-vaalhumanoidmeleerocketfist",[179],2,3,50,1,[1280],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1284,1280]","[1,2]","",""
393,"g3-vaalhumanoidcannonshield",[179],2,3,100,1,[1283],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1284,1280]","[1,1]","",""
394,"g3-vaalcolossusmetal",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
395,"G4-shipwheelremainsTEMPTWO",[185],3,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
396,"G4-shipwheelremainsTEMP",[184],2,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
397,"G4-kelpdregiceshotTEMP","[184,339]",2,5,50,1,[1275],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1270],[1],"",""
398,"G4-kelpdregensnarerTEMP","[184,339]",2,5,100,1,[1270],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1194,1270]","[1,1]","",""
399,"G4-kelpdregsniperTEMP","[184,339]",3,5,50,1,[1273],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1273],[1],"",""
400,"G4-drownedcrewTEMP","[184,339]",3,5,50,1,[1194],"",[6],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1194],[1],"",""
401,"G4-drownedcrawlerTEMP","[184,339]",2,4,0,0,[],"",[4],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1197],[1],"",""
402,"G4-gullharpy2","[184,339]",2,4,0,0,[],"",[4],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1298],[1],"",""
403,"G4-manowarTEMP","[185,339]",2,3,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1259],[1],"",""
404,"G4-drownedcrewpirategrenade","[185,339]",3,5,50,1,[1257],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1262,1257]","[1,1]","",""
405,"G4-drownedcrewpiratebarrel","[185,339]",3,5,50,1,[1257],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1263,1257]","[1,1]","",""
406,"G4-drownedcrewpiratecannon","[185,339]",3,5,50,1,[1257],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1260,1257]","[1,1]","",""
407,"G4-gullharpy",[194],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""IslandCaveGround""]",1,"","",1,"",[1298],[1],"",""
408,"G4-crawgull","[194,385]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""IslandCaveGround""]",1,"","",1,"",[],[],"",""
409,"G4-gullmen","[194,385]",3,4,100,1,[1290],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1290],[1],"",""
410,"G4-fleshpickedskeletons",[194],5,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""IslandCaveGround""]",1,"","",1,"",[],[],"",""
411,"G4-vulturedemon","[194,385]",1,1,10,1,[839],"",[1],[],[],0,100,[],"",0,1,"[""IslandCaveGround""]",1,"","",1,"",[839],[1],"",""
412,"G4-torturerzombie","[191,210]",2,3,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1310],[2],"",""
413,"G4-necromancerskeletons","[191,210]",3,6,66,1,[1311],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1311],[2],"",""
414,"G4-necromancerskeletons-landmark",[191],3,6,100,1,[1312],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1312],[1],"",""
415,"G4-ratdemon","[191,210]",3,6,100,1,[1316],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1316],[1],"",""
416,"G4-cageskeleton","[191,210]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[1309],[1],"",""
417,"G4-necromancerzombies","[191,210]",3,6,66,1,[1311],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1311],[2],"",""
418,"G4-skeletonprowlers","[191,210,209]",2,3,0,0,[],"","[2,1,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1314],[1],"",""
419,"G4-stalkers","[191,192]",2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1335],[1],"",""
420,"G4-stalkersLandmark",[191],2,4,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1336],[1],"",""
421,"G4-skeletonprowlerswet",[192],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1330],[1],"",""
422,"G4-necromancerdrownedskeletons",[192],4,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1311],[1],"",""
423,"G4-slimystalker",[192],1,1,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
424,"G4-palewalker","[192,223]",3,5,66,1,[1339],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1339],[1],"",""
425,"G4-palewalker2","[192,223]",3,5,66,1,[1339],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1339],[1],"",""
426,"G4-palewalker3","[192,223]",3,5,66,1,[1339],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1339],[1],"",""
427,"G4-palecrawler",[192],1,1,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
428,"G4-palefisherman",[192],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1343],[1],"",""
429,"G4-tropicalquillcrab","[186,223,87]",3,5,100,1,[211],"","[2,1,2]",[],[],0,100,[],"",0,1,"[""SettlementGround"",""SirenGround"",""GrassGround"",""TropicalTrim"",""SlopeFenceTrim""]",1,"","",1,"",[211],[1],"",""
430,"G4-elephantrhino","[186,87]",1,1,0,0,[],"",[1],"[""GrassGround""]",[],0,100,[],"",0,1,[],"","","",1,"",[1353],[1],"",""
431,"P3-elephantrhino",[222],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[1353],[1],"",""
432,"G4-spikeddweller","[186,87]",4,7,100,1,[1354],"",[2],[],[],0,100,[],"",0,1,"[""SettlementGround"",""SirenGround"",""GrassGround"",""TropicalTrim"",""SlopeFenceTrim""]",1,"","",1,"",[1354],[1],"",""
433,"G4-tropicalcrabpack","[186,87]",3,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""SettlementGround"",""SirenGround"",""GrassGround"",""IslandOcean"",""IslandWetSand"",""SlopeFenceTrim""]",1,"","",1,"",[703],[1],"",""
434,"G4-tropicalcrabpackinland","[186,87,387]",3,5,0,0,[],"",[2],"[""GrassGround"",""Trims1""]",[],0,100,[],"",0,1,[],1,"","",1,"",[705],[1],"",""
435,"G4-taniwhachameleon","[186,87]",2,4,0,0,[],"","[2,2]","[""GrassGround"",""SettlementGround"",""SirenGround"",""TropicalTrim"",""Trims1""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1017],[1],"",""
436,"G4-rhoa","[186,87]",2,4,0,0,[],"",[2],"[""GrassGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1356],[1],"",""
437,"P2-rhoa","[213,387]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""TitanWalkwayGround""]",1,"","",1,"",[1356],[1],"",""
438,"G4-goblinfodder1",[182],4,7,66,1,"[1375,1380]","",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1380],[1],"",""
439,"G4-goblinfodder2",[182],4,7,66,1,"[1375,1380]","",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1380],[1],"",""
440,"G4-brimstonecrabgigantic",[182],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""GoblinTownGround"",""GoblinBurrowTrim""]",1,"","",1,"",[707],[1],"",""
441,"G4-goblinfodder3",[183],4,7,66,1,"[1375,1380]","",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1380],[1],"",""
442,"G4-goblinfodder4",[183],4,7,66,1,"[1375,1380]","",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1380],[1],"",""
443,"G4-goblinbeastapc",[182],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[1367],[1],"",""
444,"G4-goblinbeastnoapc",[183],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[1368],[1],"",""
445,"G4-rockslidervoltaxic",[182],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""GoblinTownGround"",""GoblinBurrowTrim""]",1,"","",1,"",[742],[1],"",""
446,"G4-volcanicgolem",[183],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1584],[1],"",""
447,"P2-volcanicgolem-titan",[213],1,1,0,0,[],"",[1],"[""TitanWalkwayGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1584],[1],"",""
448,"G4-volcanicsaltgolem",[183],2,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1582],[1],"",""
449,"P2-volcanicsaltgolem-titan",[213],2,2,0,0,[],"",[1],"[""TitanWalkwayGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1582],[1],"",""
450,"P2-volcanicgolem",[217],1,1,0,0,[],"",[1],"[""CanyonGround"",""MarakethSanctumSand""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1584],[1],"",""
451,"P2-volcanicsaltgolem",[217],2,2,0,0,[],"",[1],"[""CanyonGround"",""MarakethSanctumSand""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1582],[1],"",""
452,"G4-magmaharpy",[183],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1384],[1],"",""
453,"P2-magmaharpy",[217],2,4,0,0,[],"",[1],"[""CanyonGround"",""MarakethSanctumSand""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1384],[1],"",""
454,"P2-magmaharpy-titan",[213],2,4,0,0,[],"",[1],"[""TitanWalkwayGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1384],[1],"",""
455,"G4-carrionwing",[187],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1397],[1],"",""
456,"G4-stingray",[187],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1397],[1],"",""
457,"G4-starfishmonster",[187],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1403],[1],"",""
458,"G4-jellyfishnettler","[187,384]",3,5,100,1,[1399],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1399],[1],"",""
459,"G4-leviathanprowler","[187,384]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1407],[1],"",""
460,"G4-brinemaidenwhipper","[187,224]",2,3,100,1,[1405],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1405],[1],"",""
461,"G4-drownedcoralskele",[187],4,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1402],[1],"",""
462,"G4-karuispiritturtle",[188],1,1,0,0,[],"",[1],"[""default""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1481],[1],"",""
463,"G4-karuihulk",[188],1,2,0,0,[],"",[1],"[""default""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1413],[1],"",""
464,"G4-karuituatara",[188],3,5,0,0,[],"",[2],"[""default""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1408],[1],"",""
465,"G4-karuihallscaster",[189],2,4,100,1,[1411],"",[1],"[""HallsGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1411],[1],"",""
466,"G4-karuihallshorn",[189],2,4,100,1,[1442],"",[1],"[""HallsGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1442],[1],"",""
467,"G4-karuihallsarcher",[189],2,4,100,1,[1416],"",[1],"[""HallsGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1416],[1],"",""
468,"G4-karuihallsfodder",[189],3,5,0,0,[],"",[2],"[""HallsGround""]",[],0,100,[],"",0,1,[],1,"","",1,"","[1416,1442,1411]","[1,1,1]","",""
469,"G4-6-ranged-test",[193],3,5,0,0,[],"",[0],"[""LargeRaftUpper""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
470,"G4-6-melee-test",[193],4,6,0,0,[],"",[0],[],[],0,100,[],"",0,1,"[""LargeRaftUpper""]",1,"","",1,"",[],[],"",""
471,"G4-smallparasites",[197],6,15,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
472,"G4-morayclan",[197],2,7,0,0,[],"",[2],"[""ShallowWater""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
473,"G4-mantarayparasite",[197],2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
474,"G4-octopusparasite",[197],1,2,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],"","","",1,"",[],[],"",""
475,"G4-turtleparasite",[197],2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
476,"G4-anglerfishparasite",[197],2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
477,"G4-mantarayparasitedead",[0],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
478,"G4-octopusparasitedead",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
479,"G4-turtleparasitedead",[0],2,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
480,"G4-anglerfishparasitedead",[0],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
481,"G4-twilightordersoldiers",[198],2,4,100,1,[862],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
482,"G4-twilightkaruiaxe",[198],2,4,100,1,[1516],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
483,"G4-twilightkaruimace",[198],2,4,100,1,[1516],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
484,"G4-twilightkaruiarcher",[198],2,4,100,1,[1516],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
485,"G4-excavatorsceptre",[198],2,4,100,1,[2319],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
486,"G4-excavatormaul",[198],2,4,100,1,[2315],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
487,"G4-excavatorraptor",[198],2,4,100,1,[2318],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
488,"G4-excavatororb",[198],2,4,100,1,[2317],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
489,"G4-bloodclanvillager",[193],3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
490,"G4-bloodclantrapper",[193],3,5,0,0,[],1,[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
491,"G4-bloodclanvaulter",[193],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
492,"G4-bloodclanharpooner",[193],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
493,"G4-bloodclanstilts",[193],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
494,"G4-bloodclandagger",[193],3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
495,"G4-bloodclankina",[193],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
496,"G4-bloodclanbirdman",[193],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
497,"G4-bloodfeverdrunkpack","[200,201]",3,5,100,1,[1452],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1452],[1],"",""
498,"G4-bloodfeverpoipack","[200,201]",3,5,100,1,[1462],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1462],[1],"",""
499,"G4-bloodfeverbloaterpack",[201],3,5,100,1,[1480],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1480],[1],"",""
500,"G4-bloodfevermedicinepack","[200,201]",3,5,100,1,[1464],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1464],[1],"",""
501,"G4-bloodfeverboar",[200],2,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
502,"G4-bloodfeverintropack",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",5,1,[],1,"","",1,"",[],[],"",""
503,"G4-bloodfeverintropackbutcher",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",1,1,[],"","","",1,"",[1466],[1],"",""
504,"G5-slumsbaglady",[0],0,0,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[1],"",""
505,"G2-mantisrat","[140,213]",2,4,0,0,[],"","[1,1]",[],[],0,100,[],"",0,1,"[""TitanWalkwayGround""]",1,"","",1,"",[877],[1],"",""
506,"M1_7-stalker",[],1,3,25,1,[363],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
507,"M1_7-statuewretch",[],0,0,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[],[],"",""
508,"M1_8-pirates",[],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
509,"G2-crawler","[140,217]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""CanyonGround"",""MarakethSanctumSand""]",1,"","",1,"",[1557],[1],"",""
510,"G2-stalker","[140,217]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""CanyonGround"",""MarakethSanctumSand""]",1,"","",1,"",[1556],[1],"",""
511,"G2-hooks","[140,217]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""CanyonGround"",""MarakethSanctumSand""]",1,"","",1,"",[1558],[1],"",""
512,"G1-villageroad-werewolfmoonclan",[118],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
513,"G1-villageroad-werewolfmoonclanpack",[118],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[258],[1],"",""
514,"G1-villageroad-infectedmercenarycrossbow",[118],1,3,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""VillageWalkableGround""]",1,"","",1,"","[284,157,159]","[5,1,1]","",""
515,"G1-infectedmercenarycrossbow-fire",[119],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[285],[1],"",""
516,"G1-villageroad-carrioncrow",[118],2,3,100,1,[1536],"",[3],"[""VillageWalkableGround"",""VillageHarvestedGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1536],[1],"",""
517,"P1-villageroad-carrioncrow",[206],2,3,100,1,[1536],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1536],[1],"",""
518,"G1-villageroad-farmers","[118,206]",3,7,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,"[""RoadGround"",""RoadTrim""]",1,"","",1,"",[1536],[1],"",""
519,"G1-villageroad-feraldogs","[118,206]",3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1536],[1],"",""
520,"G1-explodingpigs",[0],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
521,"G6-JadeKaruiTEMP1",[0],3,5,100,1,[1410],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
522,"G6-JadeKaruiTEMP2",[0],3,5,100,1,[1462],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
523,"G6-JadeKaruiTEMP3",[0],3,5,100,1,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
