"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","MiscAnimated","i32_91","bool_95","bool_96","Stuck_AOFile","Bounce_AOFile","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351","bool_367"
1007,"Metadata/Projectiles/HeistTwinsVinSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vin/ice_snipe.ao""]","[""snipe_01""]","[""slam_01""]",4000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1008,"Metadata/Projectiles/HeistTwinsTotemFire","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ballistas/fire_proj.ao""]","[""proj1""]",[],2000,1,2,"","","Metadata/Projectiles/Projectile",4759,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1009,"Metadata/Projectiles/HeistTwinsTotemIce","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ballistas/cold_proj.ao""]","[""proj1""]",[],2000,1,2,"","","Metadata/Projectiles/Projectile",4760,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1010,"Metadata/Projectiles/HeistAdmiralDashMortars","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/admiralDarnaw/dash_mortar.ao""]","[""mortar""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1011,"Metadata/Projectiles/HeistAdmiralCannonball","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/admiralDarnaw/cannonball.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1012,"Metadata/Projectiles/HeistFreidrichGroundMortar","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_01.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1013,"Metadata/Projectiles/HeistFreidrichGroundMortar2","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_02.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1014,"Metadata/Projectiles/HeistFreidrichGroundMortar3","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_mortar_03.ao""]","[""mortar_01"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1015,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",100,0,0,0,"","",0,0,70,80,0,[],"",[],"","","","","","","","","","",[],[],1
1016,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage2","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",100,0,0,0,"","",0,0,80,90,0,[],"",[],"","","","","","","","","","",[],[],1
1017,"Metadata/Projectiles/HeistFreidrichBloodShardBarrage3","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_barrage.ao""]","[""projectile_01""]","[""impact_01""]",2500,1,1,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",100,0,0,0,"","",0,0,90,100,0,[],"",[],"","","","","","","","","","",[],[],1
1018,"Metadata/Projectiles/OilArrow","[""Metadata/Effects/Spells/oil_arrow/arrow_oil.ao""]",[],[],3260,1,1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1019,"Metadata/Projectiles/SpikerBullFireball","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SpikerBull/mortar.ao""]","[""animate""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1020,"Metadata/Projectiles/IceSaplingIcePrisonSpike","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal01.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal02.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal03.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal04.ao""]",[],"[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1021,"Metadata/Projectiles/IceSaplingOrbMortar","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb_iceMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,2,[],"",[],"","","","","","","","","","",[],[],1
1022,"Metadata/Projectiles/IceSaplingOrbMortarBlood","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_orb_bloodMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,2,[],"",[],"","","","","","","","","","",[],[],1
1023,"Metadata/Projectiles/SwampBehemothMortar","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_mortar_spam.ao""]","[""mortar_01"",""mortar_02"",""mortar_03"",""mortar_04""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1024,"Metadata/Projectiles/Tree","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/swamp_boulder.ao""]",[],"[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1025,"Metadata/Projectiles/SpikerBullSpike","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SpikerBull/spike_proj.ao""]","[""loop""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1026,"Metadata/Projectiles/BrutalPirateLordSpellProjectile","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/soul_bolt.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",4962,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1027,"Metadata/Projectiles/DominusBloodBall","[""Metadata/Effects/Spells/monsters_effects/act1/birdman/bird_bloodball_mortar_with_impact.ao""]","[""animate""]",[],750,1,0,1,"","Metadata/Projectiles/Projectile","",0,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1028,"Metadata/Projectiles/MortarMoltenGroundLava","[""Metadata/Effects/Spells/monsters_effects/molten_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1029,"Metadata/Projectiles/RitualMiniMeteor","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/fire_ritual/ritual_fire_meteor_mortar.ao""]","[""mortar_01"",""mortar_02"",""mortar_03""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1030,"Metadata/Projectiles/RitualChaosProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/chaos_ritual/ritual_chaos_projectile.ao""]","[""chaos_projectile_01""]","[""impact_01""]",600,"",3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1031,"Metadata/Projectiles/IceSaplingIcePrisonSpikeOrb","[""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal01.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal02.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal03.ao"",""Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/ice_crystal04.ao""]",[],"[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1032,"Metadata/Projectiles/HeraldOfAgonyMinionMortarDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_mortar.ao""]","[""animate""]",[],500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1033,"Metadata/Projectiles/HeraldOfAgonyMinionSpineDespair","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony_spider_projectile.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1034,"Metadata/Projectiles/VilentaGasMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/oil_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1035,"Metadata/Projectiles/VilentaXMortarFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/VilAintHer/barrage_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,3,[],"",[],"","","","","","","","","","",[],[],1
1036,"Metadata/Projectiles/WaterDjinnWave","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/water_wave.ao""]","[""animate""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1037,"Metadata/Projectiles/BrutalPirateLordSpellProjectileStandalone","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/soul_bolt.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",4962,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1038,"Metadata/Projectiles/ThaumaturgistBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/projectile.ao""]","[""loop""]","[""impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1039,"Metadata/Projectiles/MavenBrainProjectileBlast","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1040,"Metadata/Projectiles/MavenBrainLargeProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectile2/big_projectile.ao""]","[""projectile""]","[""impact""]",300,"",3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,"[""end""]","",[],"","","","","","","","","","",[],[],1
1041,"Metadata/Projectiles/MavenBrainSmallProjectileBarrage","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/projectiles/sml_projectile.ao""]","[""projectile""]","[""impact""]",750,"",3,"","","Metadata/Projectiles/Projectile",5171,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1042,"Metadata/Projectiles/MavenCannonColdProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/cold_projectiles/c_projectile.ao""]","[""projectile""]","[""impact""]",1500,"",4,"","","Metadata/Projectiles/Projectile",5130,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1043,"Metadata/Projectiles/MavenSuperFireProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/cannon_01/fire_projectiles/f_projectile.ao""]","[""projectile""]","[""impact""]",750,"",4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1044,"Metadata/Projectiles/MavenProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/basic_projectile2/b_projectile2.ao""]","[""projectile""]","[""impact""]",2250,"",3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1045,"Metadata/Projectiles/BoneMortarStandalonePhysBreachBoss","[""Metadata/Effects/Spells/monsters_effects/SkeletonOssuary/bone_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1046,"Metadata/Projectiles/ThaumaturgyVatProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/cauldron_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1047,"Metadata/Projectiles/AutomatonSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Automaton/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",420,1,1,1,"","Metadata/Projectiles/ProjectileGround","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1048,"Metadata/Projectiles/CelestialSpark","[""Metadata/Effects/Microtransactions/Spells/spark/Celestial/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",420,1,1,1,"","Metadata/Projectiles/ProjectileGround","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1049,"Metadata/Projectiles/MavenBrainDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1050,"Metadata/Projectiles/MavenBrainDeceleratingProjectile2","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1051,"Metadata/Projectiles/MavenBrainDeceleratingProjectile3","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/decelerating_projectile/rig.ao""]","[""proj""]","[""proj_transition""]",750,1,3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1052,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile","",0,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[0],"","","","","","","","","","",[],[],1
1053,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectileRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj_ruin.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile","",0,"","",[],"",0,0,0,0,"","",100,100,100,100,0,[],"",[0],"","","","","","","","","","",[],[],1
1054,"Metadata/Projectiles/SabreSpiderCycloneCreator","[""Metadata/Effects/Spells/LancingSteel/primary_projectile.ao""]","[""projectile_loop""]","[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1055,"Metadata/Projectiles/UltimatumSnakeProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/projectile.ao""]","[""proj_01""]","[""impact_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1056,"Metadata/Projectiles/UltimatumFireProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_fire.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1057,"Metadata/Projectiles/UltimatumColdProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_cold.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1058,"Metadata/Projectiles/UltimatumLightningProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_lightning.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1059,"Metadata/Projectiles/UltimatumChaosProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_chaos.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1060,"Metadata/Projectiles/UltimatumSerpentMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],"","","","","","","","","","",[],[],1
1061,"Metadata/Projectiles/UltimatumSerpentMortarRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt_ruin.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[0],"","","","","","","","","","",[],[],1
1062,"Metadata/Projectiles/SunprismSiphon","[""Metadata/Effects/Microtransactions/Spells/SunprismEssenceDrain/siphon.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1063,"Metadata/Projectiles/ProjectileRetaliationProjectile","[""Metadata/Effects/Spells/monsters_effects/bull_thorns/projectile.ao""]","[""once""]",[],2200,"",2,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1064,"Metadata/Projectiles/CorpseEruptionProjectileDarkwood","[""Metadata/Effects/Spells/corpse_eruption/Darkwood/DarkwoodCorpseMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround","",1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
1065,"Metadata/Projectiles/FrenzyArrowArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_flying.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_bounce.ao",100,80,0,20,5302,"",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1066,"Metadata/Projectiles/FrenzyWandArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/frenzy_projectile.ao""]","[""projectile_wand""]","[""projectile_wand_hit""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,5302,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1067,"Metadata/Projectiles/SpiritCollectorSpirit1","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CoffinWretch/ChildSpiritProjectile.ao""]","[""spell_cast_03"",""spell_cast_04""]","[""impact_01""]",375,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1068,"Metadata/Projectiles/SpiritCollectorSpirit2","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CoffinWretch/ChildSpiritProjectile.ao""]","[""spell_cast_04""]","[""impact_01""]",375,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1069,"Metadata/Projectiles/SpookyWraithFire","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/SpookyWraith/Fire.ao""]","[""sandspitter_ele""]","[""sandspitter_ele_impact""]",500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1070,"Metadata/Projectiles/SpookyWraithCold","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/SpookyWraith/Cold.ao""]","[""proj""]","[""end""]",500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1071,"Metadata/Projectiles/SpookyWraithLightning","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/SpookyWraith/Lightning.ao""]","[""sandspitter_ele""]","[""sandspitter_ele_impact""]",500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
1072,"Metadata/Projectiles/QuillCrabSpike","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_fire.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7113,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_fire.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1073,"Metadata/Projectiles/QuillCrabShrapnelAudio","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_fire.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_fire.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1074,"Metadata/Projectiles/QuillCrabShrapnel","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_fire.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7113,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_fire.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1075,"Metadata/Projectiles/QuillCrabSpikePoison","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_poison.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7114,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_poison.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1076,"Metadata/Projectiles/QuillCrabShrapnelAudioPoison","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_poison.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_poison.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1077,"Metadata/Projectiles/QuillCrabShrapnelPoison","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quill_Projectile_poison.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7114,1,"","","[""Metadata/Effects/Spells/monsters_effects/Gallows/Act1/QuillCrab/quillSpike_poison.ao""]","",75,75,0,0,"","",25,25,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1078,"Metadata/Projectiles/QuillCrabSpikeTropical","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/QuillCrabCold/ao/quill_Projectile_Ice.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7115,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
1079,"Metadata/Projectiles/QuillCrabShrapnelTropical","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/QuillCrabCold/ao/quill_Projectile_Ice.ao""]","[""quillProjectile_01""]","[""impact_01""]",1750,"",1,"","","Metadata/Projectiles/Projectile",7115,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[],1
