"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Value","i32_130","Stat2Value","i32_138","Stat3Value","i32_146","Stat4Value","i32_154","SpawnWeight_Tags","[i32]_174","Tags","GrantedEffectsPerLevel","AuraFlags","[i32]_238","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32_298","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32_402","Stat6","MaxLevel","bool_426","CraftingItemClassRestrictions","MonsterOnDeath","i32_451","HeistAchievements","Stat7Value","i32_475","Stat7","Stat8","Stat8Value","i32_515","InfluenceType","ImplicitTags","HasHardmodeStatValues","Stat1MinHardmode","Stat1MaxHardmode","Stat2MinHardmode","Stat2MaxHardmode","Stat3MinHardmode","Stat3MaxHardmode","Stat4MinHardmode","Stat4MaxHardmode","Stat5MinHardmode","Stat5MaxHardmode","Stat6MinHardmode","Stat6MaxHardmode","Stat7MinHardmode","Stat7MaxHardmode","Stat8MinHardmode","Stat8MaxHardmode","BuffTemplate","ArchnemesisMinionMod","HASH32","BuffTemplate2","i32_648","[rid]_652","RadiusJewelType","IsEssenceOnlyModifier","SpawnLevel_Override","SpawnWeight_Values"
7721,"CannotLeechOnLowLife",50185,1508,1,1333,"","","",1,"","","","","","","","","","",3,[484],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3019143165,[],0,[],3,"",0,[]
7722,"MeleeDamageIncreaseUniqueHelmetStrDex3",11059,1509,1,1357,"","","",1,"","","","","","","","","","",3,[736],20,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2827322294,[],0,[],3,"",0,[]
7723,"MeleeDamageUniqueAmulet12",39064,1509,1,1357,"","","",1,"","","","","","","","","","",3,[736],30,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1786508003,[],0,[],3,"",0,[]
7724,"MeleeDamageImplicitGloves1",19223,1509,78,1357,"","","",1,"","","","","","","","","","",3,[736],16,20,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3590429974,[],0,[],3,"",0,[]
7725,"MeleeDamageUnique__1",34094,1509,1,1357,"","","",1,"","","","","","","","","","",3,[736],20,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3363065178,[],0,[],3,"",0,[]
7726,"MeleeDamageUnique__2",5726,1509,1,1357,"","","",1,"","","","","","","","","","",3,[736],25,40,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[582,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4074562690,[],0,[],3,"",0,[]
7727,"DamageAuraUniqueHelmetDexInt2",56995,1256,1,24,"","","",1,"","","","","","","","","","",3,[543],50,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,"",2385989780,[],0,[],3,"",0,[]
7728,"DamageAuraSkeletonMonster",42747,1256,1,24,"","","",3,"","","","","","","","","","",3,[543],25,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,"",2335256010,[],0,[],3,"",0,[]
7729,"IronReflexes",54420,1510,1,707,"","","",1,"","","","","","","","","","",3,[183],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,7,577]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2976540158,[],0,[],3,"",0,[]
7730,"ChanceToIgniteUniqueOneHandSword4",32532,1089,1,600,"","","",1,"","","","","","","","","","",3,[469],30,30,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,311,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2365256686,[],0,[],3,"",0,[]
7731,"DisplayDamageAuraUniqueHelmetDexInt2",28601,1512,1,1653,"","","",1,"","","","","","","","","","",3,[738],50,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4202141134,[],0,[],3,"",0,[]
7732,"MainHandAddedFireDamageUniqueTwoHandAxe6",12335,1513,1,1637,1638,"","",1,"","","","","","","","","","",3,[739],75,100,165,200,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,311,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2535499535,[],0,[],3,"",0,[]
7733,"MainHandAddedFireDamageUniqueTwoHandAxe6Royale",49264,1513,1,1637,1638,"","",1,"","","","","","","","","","",3,[739],3,5,9,12,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,311,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3260088865,[],0,[],3,"",0,[]
7734,"MainHandAddedFireDamageUniqueOneHandAxe2",60682,1513,1,1637,1638,"","",1,"","","","","","","","","","",3,[739],255,285,300,330,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,311,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",121498167,[],0,[],3,"",0,[]
7735,"OffHandAddedChaosDamageUniqueTwoHandAxe6",8321,1514,1,1639,1640,"","",1,"","","","","","","","","","",3,[740],75,100,165,200,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,582,314,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3578525130,[],0,[],3,"",0,[]
7736,"OffHandAddedChaosDamageUniqueTwoHandAxe6Royale_",45628,1514,1,1639,1640,"","",1,"","","","","","","","","","",3,[740],3,5,9,12,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,582,314,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3732433988,[],0,[],3,"",0,[]
7737,"OffHandAddedColdDamageUniqueOneHandAxe2",54797,1515,1,1641,1642,"","",1,"","","","","","","","","","",3,[741],255,285,300,330,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,312,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2183353390,[],0,[],3,"",0,[]
7738,"ChaosDamageCanShockUniqueBow10",58189,1516,1,1617,"","","",1,"","","","","","","","","","",3,[742],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[316,320,313,314,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2668264519,[],0,[],3,"",0,[]
7739,"ChaosDamageCanShockUnique__1",40857,1516,1,1617,"","","",1,"","","","","","","","","","",3,[742],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[316,320,313,314,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2188480003,[],0,[],3,"",0,[]
7740,"ConvertLightningDamageToChaosUniqueBow10",27272,1518,1,1478,"","","",1,"","","","","","","","","","",3,[743],100,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,611,582,320,313,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3508648873,[],0,[],3,"",0,[]
7741,"ConvertLightningDamageToChaosUniqueBow10Updated",36191,1518,1,1478,"","","",1,"","","","","","","","","","",3,[743],100,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,611,582,320,313,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2035741705,[],0,[],3,"",0,[]
7742,"MaximumShockOverrideUniqueBow10",28365,7722,1,10074,"","","",1,"","","","","","","","","","",3,[3695],100,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2647061259,[],0,[],3,"",0,[]
7743,"AttacksShockAsIfDealingMoreDamageUniqueBow10",21365,8894,1,13192,"","","",1,"","","","","","","","","","",3,[4349],300,300,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,321,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4251954714,[],0,[],3,"",0,[]
7744,"AttacksShockAsIfDealingMoreDamageUnique__2",65505,8894,1,13192,"","","",1,"","","","","","","","","","",3,[4349],300,300,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,313,321,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2912834175,[],0,[],3,"",0,[]
7745,"EnemiesExplodeOnDeathUniqueTwoHandMace7",36956,1519,1,1374,"","","",1,"","","","","","","","","","",3,[744],10,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3556459431,[],0,[],3,"",0,[]
7746,"DisplaySocketedGemGetsReducedManaCostUniqueDagger5",15273,1520,1,1660,"","","",1,"","","","","","","","","","",3,[746],10,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[592,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",488777355,[],0,[],3,"",0,[]
7747,"DisplaySocketedGemsGetFasterCastUniqueDagger5",19432,1521,1,1661,"","","",1,"","","","","","","","","","",3,[747],10,10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[592,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",849115508,[],0,[],3,"",0,[]
7748,"SupportedByFasterCastUnique__1",7080,1521,1,1661,"","","",1,"","","","","","","","","","",3,[747],18,18,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[592,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",278203197,[],0,[],3,"",0,[]
7749,"FlaskRemovePercentageOfEnergyShieldUniqueFlask2",31446,1522,1,1621,"","","",2,"","","","","","","","","","",3,[748],80,80,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,20,578]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2159868522,[],0,[],3,"",0,[]
7750,"FlaskTakeChaosDamagePercentageOfLifeUniqueFlask2",21454,1523,1,1622,"","","",2,"","","","","","","","","","",3,[749],50,50,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,20,582,314]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2589772178,[],0,[],3,"",0,[]
7751,"FlaskGainFrenzyChargeUniqueFlask2",33981,1524,1,1624,"","","",2,"","","","","","","","","","",3,[750],1,3,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2760187960,[],0,[],3,"",0,[]
7752,"FlaskGainPowerChargeUniqueFlask2",28263,1525,1,1623,"","","",2,"","","","","","","","","","",3,[750],1,3,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,579]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",773079155,[],0,[],3,"",0,[]
7753,"FlaskGainEnduranceChargeUniqueFlask2",6126,1526,1,1625,"","","",2,"","","","","","","","","","",3,[750],1,3,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[581,20]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",535496709,[],0,[],3,"",0,[]
7754,"FlaskGainEnduranceChargeUnique__1_",23208,1526,1,1625,"","","",2,"","","","","","","","","","",3,[750],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[581,20]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2154224334,[],0,[],3,"",0,[]
7755,"CanOnlyDealDamageWithThisWeapon",49138,1527,1,1711,"","","",1,"","","","","","","","","","",3,[751],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2966294332,[],0,[],3,"",0,[]
7756,"LocalFlaskChargesUsedUniqueFlask2",16976,1528,1,1714,"","","",2,"","","","","","","","","","",3,[752],250,300,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3072783734,[],0,[],3,"",0,[]
7757,"LocalFlaskChargesUsedUniqueFlask6",14476,1528,1,1714,"","","",2,"","","","","","","","","","",3,[752],0,0,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2370352580,[],0,[],3,"",0,[]
7758,"LocalFlaskChargesUsedUniqueFlask9",36716,1528,1,1714,"","","",2,"","","","","","","","","","",3,[752],70,100,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2682458255,[],0,[],3,"",0,[]
7759,"LocalFlaskChargesUsedUnique__1",33318,1528,1,1714,"","","",2,"","","","","","","","","","",3,[752],0,0,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4128142376,[],0,[],3,"",0,[]
7760,"LocalFlaskChargesUsedUnique__2",10357,1528,1,1714,"","","",2,"","","","","","","","","","",3,[752],-20,-10,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2561192157,[],0,[],3,"",0,[]
7761,"LeftRingSlotElementalReflectDamageTakenUniqueRing10",57722,1529,57,1668,"","","",1,"","","","","","","","","","",3,[753],-80,-80,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[320],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3449302242,[],0,[],3,"",0,[]
7762,"RightRingSlotPhysicalReflectDamageTakenUniqueRing10",6203,1530,1,1669,"","","",1,"","","","","","","","","","",3,[754],-80,-80,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[315],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2306576704,[],0,[],3,"",0,[]
7763,"DamageCannotBeReflectedUnique__1",6054,5655,1,2253,"","","",1,"","","","","","","","","","",3,[1064],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3523986861,[],0,[],3,"",0,[]
7764,"IncreasedEnemyFireResistanceUniqueHelmetInt5",17347,1531,1,583,"","","",1,"","","","","","","","","","",3,[755],25,25,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[611,582,320,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2722554245,[],0,[],3,"",0,[]
7765,"UsingFlasksDispelsBurningUniqueHelmetInt5",35988,1532,1,1329,"","","",1,"","","","","","","","","","",3,[756],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,320,311,589]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",988788347,[],0,[],3,"",0,[]
7766,"UniqueMapBossDropsExtraItemsOfClass",28623,1533,1,1717,1718,"","",6,"","","","","","","","","","",3,[757],10,15,0,23,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,2,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,"","",1385577817,[],0,[],3,"",0,[]
7767,"DarkshrineDrop5RareAmulets_",39930,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3766451077,[],0,[],3,"",0,[]
7768,"DarkshrineDrop5RareRings",10810,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,1,1,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",375864413,[],0,[],3,"",0,[]
7769,"DarkshrineDrop5RareClaws",388,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,2,2,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2116714414,[],0,[],3,"",0,[]
7770,"DarkshrineDrop5RareDaggers",43118,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,3,3,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3927786099,[],0,[],3,"",0,[]
7771,"DarkshrineDrop5RareWands",56253,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,4,4,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1227002527,[],0,[],3,"",0,[]
7772,"DarkshrineDrop5RareOneHandSwords",49648,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,5,5,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2651021299,[],0,[],3,"",0,[]
7773,"DarkshrineDrop5RareOneHandAxes",55127,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,7,7,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4026349738,[],0,[],3,"",0,[]
7774,"DarkshrineDrop5RareOneHandMace",1684,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,8,8,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",866268470,[],0,[],3,"",0,[]
7775,"DarkshrineDrop5RareBows",28780,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,9,9,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",442329649,[],0,[],3,"",0,[]
7776,"DarkshrineDrop5RareStaves",10814,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,10,10,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3626168860,[],0,[],3,"",0,[]
7777,"DarkshrineDrop5RareTwoHandSwords",5113,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,11,11,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2939862211,[],0,[],3,"",0,[]
7778,"DarkshrineDrop5RareTwoHandAxes",62522,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,12,12,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2299297078,[],0,[],3,"",0,[]
7779,"DarkshrineDrop5RareTwoHandMace",44209,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,13,13,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2167549315,[],0,[],3,"",0,[]
7780,"DarkshrineDrop5RareBelts",4520,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,15,15,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3600795447,[],0,[],3,"",0,[]
7781,"DarkshrineDrop5RareShields",59595,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,20,20,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1455079025,[],0,[],3,"",0,[]
7782,"DarkshrineDrop5RareSceptres",4094,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,21,21,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2273151107,[],0,[],3,"",0,[]
7783,"DarkshrineDrop5RareJewels_",7740,1533,1,1717,1718,"","",3,"","","","","","","","","","",3,[757],5,5,25,25,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3247366066,[],0,[],3,"",0,[]
7784,"NonCriticalDamageMultiplierUniqueHelmetInt7",36293,5106,1,452,"","","",1,"","","","","","","","","","",3,[2677],0,0,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2766285095,[],0,[],3,"",0,[]
7785,"PurpleShockEffect",8139,1535,1,15423,"","","",1,"","","","","","","","","","",3,[759],1,1,0,0,0,0,0,0,[],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1236620926,[],0,[],3,"",0,[]
