"rownum","SkillGem","i32_16","Icon","Family","IsLineage","FlavourText","rid_61","VisualIdentity","bool_93"
577,1086,50,"Art/2DArt/SkillIcons/Support/ExplosiveGrowth.dds",[363],"","","","",""
578,1087,50,"Art/2DArt/SkillIcons/Support/FanTheFlames.dds",[361],"","","","",""
579,1088,50,"Art/2DArt/SkillIcons/Support/FanTheFlames.dds",[361],"","","","",""
580,1089,50,"Art/2DArt/SkillIcons/Support/DeadlyCurrent.dds",[371],"","","","",""
581,1093,50,"Art/2DArt/SkillIcons/Support/PoisonSporesSupport.dds",[367],"","","","",""
582,1094,50,"Art/2DArt/SkillIcons/Support/DangerousResolveSupport.dds",[369],"","","","",""
583,1095,50,"Art/2DArt/SkillIcons/Support/MovingStorms.dds",[375],"","","","",""
584,1096,50,"Art/2DArt/SkillIcons/Support/EchoingCrySupport.dds",[362],"","","","",""
585,1097,50,"Art/2DArt/SkillIcons/Support/Mortuary.dds",[83],"","","","",""
586,1098,50,"Art/2DArt/SkillIcons/Support/EmpoweredSparks.dds",[372],"","","","",""
587,1099,50,"Art/2DArt/SkillIcons/Support/EmpoweredSparks.dds",[372],"","","","",""
588,1100,50,"Art/2DArt/SkillIcons/Support/ControlledHazard.dds",[296],"","","","",""
589,1101,50,"Art/2DArt/SkillIcons/Support/BrittleArmour.dds",[145],"","","","",""
590,1102,50,"Art/2DArt/SkillIcons/Support/ApexBoostSupport.dds",[373],"","","","",""
591,1103,50,"Art/2DArt/SkillIcons/Support/StunningMagic.dds",[374],"","","","",""
592,1104,50,"Art/2DArt/SkillIcons/Support/StunningMagic.dds",[374],"","","","",""
593,1105,50,"Art/2DArt/SkillIcons/Support/BlazingCritsSupport.dds",[376],"","","","",""
594,1106,50,"Art/2DArt/SkillIcons/Support/DazeonCrit.dds",[377],"","","","",""
595,1107,50,"Art/2DArt/SkillIcons/Support/Undeterred.dds",[378],"","","","",""
596,1108,50,"Art/2DArt/SkillIcons/Support/CatalysingElementsSupport.dds",[61],"","","","",""
597,1109,50,"Art/2DArt/SkillIcons/Support/NovaProjectilesSupport.dds","[29,379]","","","","",""
598,1110,50,"Art/2DArt/SkillIcons/Support/ChargedMark.dds",[380],"","","","",""
599,1111,50,"Art/2DArt/SkillIcons/Support/MinionMeleeSplashSupport.dds",[381],"","","","",""
600,1112,50,"Art/2DArt/SkillIcons/Support/MinionMeleeSplashSupport.dds",[381],"","","","",""
601,1121,50,"",[339],1,3447,"",58,""
602,1123,50,"",[384],1,3448,"",59,""
603,1124,50,"",[385],1,3449,"",60,""
604,1125,50,"",[335],1,3450,"",61,""
605,1126,50,"",[342],1,3451,"",62,""
606,1127,50,"",[335],1,3452,"",63,""
607,1128,50,"",[50],1,3453,"",64,""
608,1129,50,"",[337],1,3454,"",65,""
609,1130,50,"",[253],1,3455,"",66,""
610,1122,50,"",[335],1,3456,"",67,""
611,1133,50,"",[126],1,3465,"",68,""
612,1134,50,"",[145],1,3466,"",69,""
613,1135,50,"",[186],1,3467,"",70,""
614,1136,50,"",[338],1,3468,"",71,""
615,1137,50,"",[44],1,3469,"",72,""
616,1138,50,"",[32],1,3470,"",73,""
617,1139,50,"",[11],1,3471,"",74,""
618,1140,50,"","[44,45]",1,3472,"",75,""
619,1141,50,"",[335],1,3473,"",76,""
620,1142,50,"",[336],1,3474,"",77,""
621,1143,50,"",[145],1,3475,"",78,""
622,1144,50,"",[335],1,3476,"",79,""
623,1145,50,"",[79],1,3477,"",80,""
624,1146,50,"",[57],1,3478,"",81,""
625,1147,50,"",[335],1,3479,"",82,""
626,1148,50,"",[335],1,3480,"",83,""
627,1149,50,"","[50,51]",1,3481,"",84,""
628,1151,0,"Art/2DArt/SkillIcons/Support/ExpeditionPummel.dds",[382],"","","","",""
629,1156,0,"Art/2DArt/SkillIcons/Support/ExpeditionRunicInfusion.dds",[383],"","","","",""
630,1157,50,"Art/2DArt/SkillIcons/Support/BlankWhiteSupport.dds",[],"","","","",""
631,1173,0,"Art/2DArt/SkillIcons/Support/ExpeditionRunicExtraction.dds",[386],"","","","",""
632,1178,0,"Art/2DArt/SkillIcons/Support/ExpeditionScouringFlame.dds",[3],"","","","",""
633,1180,0,"Art/2DArt/SkillIcons/Support/ExpeditionFistofKalguur.dds",[15],"","","","",""
634,1182,0,"Art/2DArt/SkillIcons/Support/ExpeditionHealingRunes.dds",[388],"","","","",""
635,1183,0,"",[387],1,3584,"",86,""
636,1186,0,"",[383],1,3582,"",85,""
