"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool_76","i32_77","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
13642,402,2,0,500,"[6,9]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",3.452,8700
13643,402,3,0,500,"[10,15]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",6.767,10700
13644,402,4,0,500,"[13,20]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",10.308,12700
13645,402,5,0,500,"[17,26]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",14.075,14700
13646,402,6,0,500,"[21,32]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",18.068,16700
13647,402,7,0,500,"[26,38]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",22.287,18800
13648,402,8,0,500,"[30,45]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",26.732,20900
13649,402,9,0,500,"[35,53]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",31.403,22800
13650,402,10,0,500,"[40,60]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",36.3,24900
13651,402,11,0,500,"[45,68]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",41.423,27200
13652,402,12,0,500,"[51,76]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",46.772,29600
13653,402,13,0,500,"[57,85]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",52.347,32300
13654,402,14,0,500,"[63,94]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",58.148,35300
13655,402,15,0,500,"[69,103]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",64.175,38400
13656,402,16,0,500,"[75,113]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",70.428,41900
13657,402,17,0,500,"[82,123]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",76.907,45700
13658,402,18,0,500,"[89,133]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",83.612,49900
13659,402,19,0,500,"[96,144]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",90.543,54400
13660,402,20,0,500,"[103,155]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",97.7,59400
13661,402,21,0,500,"[111,166]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",105.083,64800
13662,402,22,0,500,"[119,178]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",112.692,70600
13663,402,23,0,500,"[127,190]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",120.527,76800
13664,402,24,0,500,"[135,202]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",128.588,83500
13665,402,25,0,500,"[144,215]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",136.875,90700
13666,402,26,0,500,"[152,228]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",145.388,98500
13667,402,27,0,500,"[161,242]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",154.127,106900
13668,402,28,0,500,"[170,256]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",163.092,115900
13669,402,29,0,500,"[180,270]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",172.283,125600
13670,402,30,0,500,"[190,284]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",181.7,136100
13671,402,31,0,500,"[200,299]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",191.343,147400
13672,402,32,0,500,"[210,315]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",201.212,159600
13673,402,33,0,500,"[220,330]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",211.307,172700
13674,402,34,0,500,"[231,346]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",221.628,186800
13675,402,35,0,500,"[242,362]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",232.175,202000
13676,402,36,0,500,"[253,379]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",242.948,218400
13677,402,37,0,500,"[264,396]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",253.947,236100
13678,402,38,0,500,"[275,413]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",265.172,255100
13679,402,39,0,500,"[287,431]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",276.623,275600
13680,402,40,0,500,"[299,449]","[6,8,6,8]",[327],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",288.3,297700
13681,403,1,0,500,"[4,6]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",1,3000
13682,403,2,0,500,"[6,9]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",3.452,4300
13683,403,3,0,500,"[10,15]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",6.767,5700
13684,403,4,0,500,"[13,20]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",10.308,7200
13685,403,5,0,500,"[17,26]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",14.075,8600
13686,403,6,0,500,"[21,32]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",18.068,10100
13687,403,7,0,500,"[26,38]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",22.287,11600
13688,403,8,0,500,"[30,45]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",26.732,13000
13689,403,9,0,500,"[35,53]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",31.403,14300
13690,403,10,0,500,"[40,60]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",36.3,15700
13691,403,11,0,500,"[45,68]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",41.423,17200
13692,403,12,0,500,"[51,76]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",46.772,18800
13693,403,13,0,500,"[57,85]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",52.347,20500
13694,403,14,0,500,"[63,94]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",58.148,22400
13695,403,15,0,500,"[69,103]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",64.175,24400
13696,403,16,0,500,"[75,113]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",70.428,26600
13697,403,17,0,500,"[82,123]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",76.907,28900
13698,403,18,0,500,"[89,133]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",83.612,31400
13699,403,19,0,500,"[96,144]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",90.543,34100
13700,403,20,0,500,"[103,155]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",97.7,37100
13701,403,21,0,500,"[111,166]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",105.083,40200
13702,403,22,0,500,"[119,178]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",112.692,43600
13703,403,23,0,500,"[127,190]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",120.527,47100
13704,403,24,0,500,"[135,202]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",128.588,50900
13705,403,25,0,500,"[144,215]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",136.875,55000
13706,403,26,0,500,"[152,228]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",145.388,59300
13707,403,27,0,500,"[161,242]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",154.127,64000
13708,403,28,0,500,"[170,256]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",163.092,68900
13709,403,29,0,500,"[180,270]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",172.283,74100
13710,403,30,0,500,"[190,284]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",181.7,79700
13711,403,31,0,500,"[200,299]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",191.343,85700
13712,403,32,0,500,"[210,315]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",201.212,92100
13713,403,33,0,500,"[220,330]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",211.307,98900
13714,403,34,0,500,"[231,346]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",221.628,106200
13715,403,35,0,500,"[242,362]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",232.175,113900
13716,403,36,0,500,"[253,379]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",242.948,122100
13717,403,37,0,500,"[264,396]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",253.947,130900
13718,403,38,0,500,"[275,413]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",265.172,140300
13719,403,39,0,500,"[287,431]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",276.623,150300
13720,403,40,0,500,"[299,449]","[6,8,6,8]",[],"",100,[],"[828,829]","[0,0]","[18474,18475,22406,22407]","[3,3,1,1,1,1]","[0.8,1.2]",288.3,161000
13721,404,1,0,0,[],[],[328],"",100,[],[],[],[],[],[],1,-3000
13722,404,2,0,0,[],[],[328],"",100,[],[],[],[],[],[],3.452,-2300
13723,404,3,0,0,[],[],[328],"",100,[],[],[],[],[],[],6.767,-1500
13724,404,4,0,0,[],[],[328],"",100,[],[],[],[],[],[],10.308,-800
13725,404,5,0,0,[],[],[328],"",100,[],[],[],[],[],[],14.075,0
13726,404,6,0,0,[],[],[328],"",100,[],[],[],[],[],[],18.068,700
13727,404,7,0,0,[],[],[328],"",100,[],[],[],[],[],[],22.287,1500
13728,404,8,0,0,[],[],[328],"",100,[],[],[],[],[],[],26.732,2200
13729,404,9,0,0,[],[],[328],"",100,[],[],[],[],[],[],31.403,2800
13730,404,10,0,0,[],[],[328],"",100,[],[],[],[],[],[],36.3,3400
13731,404,11,0,0,[],[],[328],"",100,[],[],[],[],[],[],41.423,4100
13732,404,12,0,0,[],[],[328],"",100,[],[],[],[],[],[],46.772,4800
13733,404,13,0,0,[],[],[328],"",100,[],[],[],[],[],[],52.347,5500
13734,404,14,0,0,[],[],[328],"",100,[],[],[],[],[],[],58.148,6300
13735,404,15,0,0,[],[],[328],"",100,[],[],[],[],[],[],64.175,7100
13736,404,16,0,0,[],[],[328],"",100,[],[],[],[],[],[],70.428,8000
13737,404,17,0,0,[],[],[328],"",100,[],[],[],[],[],[],76.907,8900
13738,404,18,0,0,[],[],[328],"",100,[],[],[],[],[],[],83.612,9800
13739,404,19,0,0,[],[],[328],"",100,[],[],[],[],[],[],90.543,10800
13740,404,20,0,0,[],[],[328],"",100,[],[],[],[],[],[],97.7,11800
13741,404,21,0,0,[],[],[328],"",100,[],[],[],[],[],[],105.083,12900
13742,404,22,0,0,[],[],[328],"",100,[],[],[],[],[],[],112.692,14100
13743,404,23,0,0,[],[],[328],"",100,[],[],[],[],[],[],120.527,15300
13744,404,24,0,0,[],[],[328],"",100,[],[],[],[],[],[],128.588,16500
13745,404,25,0,0,[],[],[328],"",100,[],[],[],[],[],[],136.875,17900
13746,404,26,0,0,[],[],[328],"",100,[],[],[],[],[],[],145.388,19300
13747,404,27,0,0,[],[],[328],"",100,[],[],[],[],[],[],154.127,20700
13748,404,28,0,0,[],[],[328],"",100,[],[],[],[],[],[],163.092,22300
13749,404,29,0,0,[],[],[328],"",100,[],[],[],[],[],[],172.283,23900
13750,404,30,0,0,[],[],[328],"",100,[],[],[],[],[],[],181.7,25600
13751,404,31,0,0,[],[],[328],"",100,[],[],[],[],[],[],191.343,27300
13752,404,32,0,0,[],[],[328],"",100,[],[],[],[],[],[],201.212,29200
13753,404,33,0,0,[],[],[328],"",100,[],[],[],[],[],[],211.307,31200
13754,404,34,0,0,[],[],[328],"",100,[],[],[],[],[],[],221.628,33200
13755,404,35,0,0,[],[],[328],"",100,[],[],[],[],[],[],232.175,35400
13756,404,36,0,0,[],[],[328],"",100,[],[],[],[],[],[],242.948,37700
13757,404,37,0,0,[],[],[328],"",100,[],[],[],[],[],[],253.947,40000
13758,404,38,0,0,[],[],[328],"",100,[],[],[],[],[],[],265.172,42500
13759,404,39,0,0,[],[],[328],"",100,[],[],[],[],[],[],276.623,45200
13760,404,40,0,0,[],[],[328],"",100,[],[],[],[],[],[],288.3,47900
13761,6379,1,0,0,"[337,3367]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",1,0
13762,6379,2,0,0,"[490,4896]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",3.452,0
13763,6379,3,0,0,"[709,7086]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",6.767,0
13764,6379,4,0,0,"[959,9592]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",10.308,0
13765,6379,5,0,0,"[1246,12456]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",14.075,0
13766,6379,6,0,0,"[1573,15728]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",18.068,0
13767,6379,7,0,0,"[1947,19466]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",22.287,0
13768,6379,8,0,0,"[2374,23737]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",26.732,0
13769,6379,9,0,0,"[2862,28620]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",31.403,0
13770,6379,10,0,0,"[3420,34204]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",36.3,0
13771,6379,11,0,0,"[4059,40593]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",41.423,0
13772,6379,12,0,0,"[4791,47910]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",46.772,0
13773,6379,13,0,0,"[5629,56295]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",52.347,0
13774,6379,14,0,0,"[6591,65912]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",58.148,0
13775,6379,15,0,0,"[7695,76952]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",64.175,0
13776,6379,16,0,0,"[8964,89640]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",70.428,0
13777,6379,17,0,0,"[10423,104235]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",76.907,0
13778,6379,18,0,0,"[12104,121042]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",83.612,0
13779,6379,19,0,0,"[14042,140418]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",90.543,0
13780,6379,20,0,0,"[16278,162782]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",97.7,0
13781,6379,21,0,0,"[18862,188624]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",105.083,0
13782,6379,22,0,0,"[21852,218524]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",112.692,0
13783,6379,23,0,0,"[25316,253160]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",120.527,0
13784,6379,24,0,0,"[29333,293335]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",128.588,0
13785,6379,25,0,0,"[34000,339995]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",136.875,0
13786,6379,26,0,0,"[39426,394261]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",145.388,0
13787,6379,27,0,0,"[45746,457458]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",154.127,0
13788,6379,28,0,0,"[53116,531160]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",163.092,0
13789,6379,29,0,0,"[61723,617233]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",172.283,0
13790,6379,30,0,0,"[71790,717901]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",181.7,0
13791,6379,31,0,0,"[83581,835809]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",191.343,0
13792,6379,32,0,0,"[97412,974117]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",201.212,0
13793,6379,33,0,0,"[113660,1136599]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",211.307,0
13794,6379,34,0,0,"[132777,1327773]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",221.628,0
13795,6379,35,0,0,"[155306,1553056]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",232.175,0
13796,6379,36,0,0,"[181895,1818951]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",242.948,0
13797,6379,37,0,0,"[213328,2133279]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",253.947,0
13798,6379,38,0,0,"[250546,2505462]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",265.172,0
13799,6379,39,0,0,"[294687,2946869]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",276.623,0
13800,6379,40,0,0,"[347124,3471238]",[],[328],"",100,[],"[1939,18577]","[1,1]",[],"[3,3]","[1,10]",288.3,0
13801,405,1,0,0,[],[],[329],"",100,[],[],[],[],[],[],1,0
13802,405,2,0,0,[],[],[329],"",100,[],[],[],[],[],[],3.452,0
13803,405,3,0,0,[],[],[329],"",100,[],[],[],[],[],[],6.767,0
13804,405,4,0,0,[],[],[329],"",100,[],[],[],[],[],[],10.308,0
13805,405,5,0,0,[],[],[329],"",100,[],[],[],[],[],[],14.075,0
13806,405,6,0,0,[],[],[329],"",100,[],[],[],[],[],[],18.068,0
13807,405,7,0,0,[],[],[329],"",100,[],[],[],[],[],[],22.287,0
13808,405,8,0,0,[],[],[329],"",100,[],[],[],[],[],[],26.732,0
13809,405,9,0,0,[],[],[329],"",100,[],[],[],[],[],[],31.403,0
13810,405,10,0,0,[],[],[329],"",100,[],[],[],[],[],[],36.3,0
13811,405,11,0,0,[],[],[329],"",100,[],[],[],[],[],[],41.423,0
13812,405,12,0,0,[],[],[329],"",100,[],[],[],[],[],[],46.772,0
13813,405,13,0,0,[],[],[329],"",100,[],[],[],[],[],[],52.347,0
13814,405,14,0,0,[],[],[329],"",100,[],[],[],[],[],[],58.148,0
13815,405,15,0,0,[],[],[329],"",100,[],[],[],[],[],[],64.175,0
13816,405,16,0,0,[],[],[329],"",100,[],[],[],[],[],[],70.428,0
13817,405,17,0,0,[],[],[329],"",100,[],[],[],[],[],[],76.907,0
13818,405,18,0,0,[],[],[329],"",100,[],[],[],[],[],[],83.612,0
13819,405,19,0,0,[],[],[329],"",100,[],[],[],[],[],[],90.543,0
13820,405,20,0,0,[],[],[329],"",100,[],[],[],[],[],[],97.7,0
13821,405,21,0,0,[],[],[329],"",100,[],[],[],[],[],[],105.083,0
13822,405,22,0,0,[],[],[329],"",100,[],[],[],[],[],[],112.692,0
13823,405,23,0,0,[],[],[329],"",100,[],[],[],[],[],[],120.527,0
13824,405,24,0,0,[],[],[329],"",100,[],[],[],[],[],[],128.588,0
13825,405,25,0,0,[],[],[329],"",100,[],[],[],[],[],[],136.875,0
13826,405,26,0,0,[],[],[329],"",100,[],[],[],[],[],[],145.388,0
13827,405,27,0,0,[],[],[329],"",100,[],[],[],[],[],[],154.127,0
13828,405,28,0,0,[],[],[329],"",100,[],[],[],[],[],[],163.092,0
13829,405,29,0,0,[],[],[329],"",100,[],[],[],[],[],[],172.283,0
13830,405,30,0,0,[],[],[329],"",100,[],[],[],[],[],[],181.7,0
13831,405,31,0,0,[],[],[329],"",100,[],[],[],[],[],[],191.343,0
13832,405,32,0,0,[],[],[329],"",100,[],[],[],[],[],[],201.212,0
13833,405,33,0,0,[],[],[329],"",100,[],[],[],[],[],[],211.307,0
13834,405,34,0,0,[],[],[329],"",100,[],[],[],[],[],[],221.628,0
13835,405,35,0,0,[],[],[329],"",100,[],[],[],[],[],[],232.175,0
13836,405,36,0,0,[],[],[329],"",100,[],[],[],[],[],[],242.948,0
13837,405,37,0,0,[],[],[329],"",100,[],[],[],[],[],[],253.947,0
13838,405,38,0,0,[],[],[329],"",100,[],[],[],[],[],[],265.172,0
13839,405,39,0,0,[],[],[329],"",100,[],[],[],[],[],[],276.623,0
13840,405,40,0,0,[],[],[329],"",100,[],[],[],[],[],[],288.3,0
13841,406,1,0,0,[],[],[592],"",100,[],[],[],[],[],[],1,0
13842,407,1,0,0,[],[],[593],"",100,[],[],[],[],[],[],1,0
13843,408,1,0,0,[],[],[594],"",100,[],[],[],[],[],[],1,0
13844,409,1,0,0,[],[],[595],"",100,[],[],[],[],[],[],1,0
13845,410,1,0,0,[],[],[596],"",100,[],[],[],[],[],[],1,0
13846,411,1,0,0,[],[],[597],"",100,[],[],[],[],[],[],1,0
13847,412,1,1000,0,[],"[40,60,80,120,1,120]",[598],"",100,[],[],[],"[18652,18653,18650,18651,18654,18655]","[1,1,1,1,1,1]",[],1,0
13848,413,1,0,0,[],[],[330],"",100,[],[],[],[],[],[],1,0
13849,413,2,0,0,[],[],[330],"",100,[],[],[],[],[],[],3.452,0
13850,413,3,0,0,[],[],[330],"",100,[],[],[],[],[],[],6.767,0
