"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","[rid]_32","[rid]_48","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","bool_112","f32_113"
956,"HideoutMonolith","Metadata/EnvironmentSettings/Hideouts/Monolith.env",[],[],[],[],"","","",0
957,"HideoutTwisted","Metadata/EnvironmentSettings/Hideouts/HideoutTwisted.env",[],[],[],[],"","","",0
958,"HideoutTranscendent","Metadata/EnvironmentSettings/Hideouts/HideoutTranscendent.env",[],[],[],[],"","","",0
959,"HideoutHourglass","Metadata/EnvironmentSettings/Hideouts/HideoutHourglass.env",[],[],[],[],"","","",0
960,"HideoutChaos","Metadata/EnvironmentSettings/Hideouts/HideoutChaos.env",[],[],[],[],"","","",0
961,"HideoutSummit","Metadata/EnvironmentSettings/Hideouts/HideoutSummit.env",[],[],[],[],"","","",0
962,"HideoutRacetrack","Metadata/EnvironmentSettings/HideoutRacetrack.env",[],[],[],[],"","","",0
963,"HideoutShipwreck","Metadata/EnvironmentSettings/Hideouts/HideoutShipwreck.env",[],[],[],[],"","","",0
964,"HideoutFarmlands","Metadata/EnvironmentSettings/Gallows/1_11.env",[],[],[],[],"","","",0
965,"HideoutPrison","Metadata/EnvironmentSettings/Hideouts/HideoutPrison.env",[],[],[],[],"","","",0
966,"HideoutShoreline","Metadata/EnvironmentSettings/Hideouts/HideoutShoreline.env",[],[],[],[],"","","",0
967,"MissionCave1","Metadata/EnvironmentSettings/MissionCave1.env",[],[],[],[],"","","",0
968,"MissionCave2","Metadata/EnvironmentSettings/MissionCave2.env",[],[],[],[],"","","",0
969,"MissionCave3","Metadata/EnvironmentSettings/MissionCave3.env",[],[],[],[],"","","",0
970,"MissionPrison1","Metadata/EnvironmentSettings/MissionPrison1.env",[],[],[],[],"","","",0
971,"MissionChamber1","Metadata/EnvironmentSettings/MissionChamber1.env",[],[],[],[],"","","",0
972,"MissionChurch1","Metadata/EnvironmentSettings/MissionChurch1.env",[],[],[],[],"","","",0
973,"MissionDen1","Metadata/EnvironmentSettings/MissionDen1.env",[],[],[],[],"","","",0
974,"MissionInca1","Metadata/EnvironmentSettings/MissionInca1.env",[],[],[],[],"","","",0
975,"MissionSpider1","Metadata/EnvironmentSettings/MissionSpider1.env",[],[],[],[],"","","",0
976,"MissionChurch2","Metadata/EnvironmentSettings/MissionChurch2.env",[],[],[],[],"","","",0
977,"MissionJail1","Metadata/EnvironmentSettings/MissionJail1.env",[],[],[],[],"","","",0
978,"MissionLibrary1","Metadata/EnvironmentSettings/MissionLibrary1.env",[],[],[],[],"","","",0
979,"MissionScepter1","Metadata/EnvironmentSettings/MissionScepter1.env",[],[],[],[],"","","",0
980,"MissionSewers1","Metadata/EnvironmentSettings/MissionSewers1.env",[],[],[],[],"","","",0
981,"MissionTemple1","Metadata/EnvironmentSettings/MissionSolaris1.env",[],[],[],[],"","","",0
982,"MissionTemple2","Metadata/EnvironmentSettings/MissionLunaris1.env",[],[],[],[],"","","",0
983,"MissionWarehouse1","Metadata/EnvironmentSettings/MissionWarehouse1.env",[],[],[],[],"","","",0
984,"MissionBasement1","Metadata/EnvironmentSettings/MissionBasement1.env",[],[],[],[],"","","",0
985,"MissionSlavePens1","Metadata/EnvironmentSettings/MissionSlavePens1.env",[],[],[],[],"","","",0
986,"DenCave1","Metadata/EnvironmentSettings/DenWetCave.env",[],[],[],[],"","","",0
987,"DenPrison1","Metadata/EnvironmentSettings/DenPrison1.env",[],[],[],[],"","","",0
988,"DenChamber1","Metadata/EnvironmentSettings/DenChamber1.env",[],[],[],[],"","","",0
989,"DenChurch1","Metadata/EnvironmentSettings/DenChurch1.env",[],[],[],[],"","","",0
990,"DenDen1","Metadata/EnvironmentSettings/DenDen1.env",[],[],[],[],"","","",0
991,"DenInca1","Metadata/EnvironmentSettings/DenInca1.env",[],[],[],[],"","","",0
992,"DenSpider1","Metadata/EnvironmentSettings/DenSpider1.env",[],[],[],[],"","","",0
993,"DenChurch2","Metadata/EnvironmentSettings/DenChurch2.env",[],[],[],[],"","","",0
994,"DenJail1","Metadata/EnvironmentSettings/DenJail1.env",[],[],[],[],"","","",0
995,"DenLibrary1","Metadata/EnvironmentSettings/DenLibrary1.env",[],[],[],[],"","","",0
996,"DenScepter1","Metadata/EnvironmentSettings/DenScepter1.env",[],[],[],[],"","","",0
997,"DenSewers1","Metadata/EnvironmentSettings/DenSewers1.env",[],[],[],[],"","","",0
998,"DenTemple1","Metadata/EnvironmentSettings/DenSolaris1.env",[],[],[],[],"","","",0
999,"DenTemple2","Metadata/EnvironmentSettings/DenLunaris1.env",[],[],[],[],"","","",0
1000,"DenWarehouse1","Metadata/EnvironmentSettings/DenWarehouse1.env",[],[],[],[],"","","",0
1001,"DenBasement1","Metadata/EnvironmentSettings/DenBasement1.env",[],[],[],[],"","","",0
1002,"DenSlavePens1","Metadata/EnvironmentSettings/DenSlavePens1.env",[],[],[],[],"","","",0
1003,"ArenaCave1","Metadata/EnvironmentSettings/ArenaWetCave.env",[],[],[],[],"","","",0
1004,"ArenaPrison1","Metadata/EnvironmentSettings/ArenaPrison1.env",[],[],[],[],"","","",0
1005,"ArenaChamber1","Metadata/EnvironmentSettings/ArenaChamber1.env",[],[],[],[],"","","",0
1006,"ArenaChurch1","Metadata/EnvironmentSettings/ArenaChurch1.env",[],[],[],[],"","","",0
1007,"ArenaDen1","Metadata/EnvironmentSettings/ArenaDen1.env",[],[],[],[],"","","",0
1008,"ArenaInca1","Metadata/EnvironmentSettings/ArenaInca1.env",[],[],[],[],"","","",0
1009,"ArenaSpider1","Metadata/EnvironmentSettings/ArenaSpider1.env",[],[],[],[],"","","",0
1010,"ArenaChurch2","Metadata/EnvironmentSettings/ArenaChurch2.env",[],[],[],[],"","","",0
1011,"ArenaJail1","Metadata/EnvironmentSettings/ArenaJail1.env",[],[],[],[],"","","",0
1012,"ArenaLibrary1","Metadata/EnvironmentSettings/ArenaLibrary1.env",[],[],[],[],"","","",0
1013,"ArenaScepter1","Metadata/EnvironmentSettings/ArenaScepter1.env",[],[],[],[],"","","",0
1014,"ArenaSewers1","Metadata/EnvironmentSettings/ArenaSewers1.env",[],[],[],[],"","","",0
1015,"ArenaTemple1","Metadata/EnvironmentSettings/ArenaSolaris1.env",[],[],[],[],"","","",0
1016,"ArenaTemple2","Metadata/EnvironmentSettings/ArenaLunaris1.env",[],[],[],[],"","","",0
1017,"ArenaWarehouse1","Metadata/EnvironmentSettings/ArenaWarehouse1.env",[],[],[],[],"","","",0
1018,"ArenaBasement1","Metadata/EnvironmentSettings/ArenaBasement1.env",[],[],[],[],"","","",0
1019,"ArenaSlavePens1","Metadata/EnvironmentSettings/ArenaSlavePens1.env",[],[],[],[],"","","",0
1020,"DailyCaveRiver","Metadata/EnvironmentSettings/DailyCaveRiver.env",[],[],[],[],"","","",0
1021,"DailyCaveTunnels","Metadata/EnvironmentSettings/DailyCaveTunnels.env",[],[],[],[],"","","",0
1022,"DailyChurch2","Metadata/EnvironmentSettings/DailyChurch2.env",[],[],[],[],"","","",0
1023,"DailyChurchNecropolis","Metadata/EnvironmentSettings/DailyChurchNecropolis.env",[],[],[],[],"","","",0
1024,"DailyDarkForest","Metadata/EnvironmentSettings/DailyDarkForest.env",[],[],[],[],"","","",0
1025,"DailyDryForest2","Metadata/EnvironmentSettings/DailyDryForest2.env",[],[],[],[],"","","",0
1026,"DailyDryForest","Metadata/EnvironmentSettings/DailyDryForest.env",[],[],[],[],"","","",0
1027,"DailyForest2","Metadata/EnvironmentSettings/DailyForest2.env",[],[],[],[],"","","",0
1028,"DailyGardens3","Metadata/EnvironmentSettings/DailyGardens3.env",[],[],[],[],"","","",0
1029,"DailyGraveyard","Metadata/EnvironmentSettings/DailyGraveyard.env",[],[],[],[],"","","",0
1030,"DailyIncaMaze","Metadata/EnvironmentSettings/DailyIncaMaze.env",[],[],[],[],"","","",0
1031,"DailyIndustrialDocks2","Metadata/EnvironmentSettings/DailyIndustrialDocks2.env",[],[],[],[],"","","",0
1032,"DailyJail2","Metadata/EnvironmentSettings/DailyJail2.env",[],[],[],[],"","","",0
1033,"DailyLedge","Metadata/EnvironmentSettings/DailyLedge.env",[],[],[],[],"","","",0
1034,"DailyLibrary2","Metadata/EnvironmentSettings/DailyLibrary2.env",[],[],[],[],"","","",0
1035,"DailyLibrary","Metadata/EnvironmentSettings/DailyLibrary.env",[],[],[],[],"","","",0
1036,"DailyLunaris","Metadata/EnvironmentSettings/DailyLunrais.env",[],[],[],[],"","","",0
1037,"DailyMarketArcade","Metadata/EnvironmentSettings/DailyMarket.env",[],[],[],[],"","","",0
1038,"DailyPoolsStreams","Metadata/EnvironmentSettings/DailyPoolsStreams.env",[],[],[],[],"","","",0
1039,"DailyPortal","Metadata/EnvironmentSettings/DailyPortal.env",[],[],[],[],"","","",0
1040,"DailyPrison2","Metadata/EnvironmentSettings/DailyPrison2.env",[],[],[],[],"","","",0
1041,"DailyRuinedTempleForest2","Metadata/EnvironmentSettings/DailyRuinedTempleForest2.env",[],[],[],[],"","","",0
1042,"DailyScepter3","Metadata/EnvironmentSettings/DailyScepter3.env",[],[],[],[],"","","",0
1043,"DailySewers","Metadata/EnvironmentSettings/DailySewers.env",[],[],[],[],"","","",0
1044,"DailyShipGraveyard","Metadata/EnvironmentSettings/DailyShipgraveyard.env",[],[],[],[],"","","",0
1045,"DailySlumGhetto","Metadata/EnvironmentSettings/DailySlumGhetto.env",[],[],[],[],"","","",0
1046,"DailySolaris","Metadata/EnvironmentSettings/DailySolaris.env",[],[],[],[],"","","",0
1047,"DailySpiderForest","Metadata/EnvironmentSettings/DailySpiderForest.env",[],[],[],[],"","","",0
1048,"DailySpiderGrove","Metadata/EnvironmentSettings/DailySpiderGrove.env",[],[],[],[],"","","",0
1049,"DailySwampBog","Metadata/EnvironmentSettings/DailySwampBog.env",[],[],[],[],"","","",0
1050,"DailyTerraces","Metadata/EnvironmentSettings/DailyTerraces.env",[],[],[],[],"","","",0
1051,"DailyThicket","Metadata/EnvironmentSettings/DailyThicket.env",[],[],[],[],"","","",0
1052,"DailyWarehouses","Metadata/EnvironmentSettings/DailyWarehouse.env",[],[],[],[],"","","",0
1053,"DailyWaterfallCave","Metadata/EnvironmentSettings/DailyWaterfallCave.env",[],[],[],[],"","","",0
1054,"DailyBeachSmall","Metadata/EnvironmentSettings/DailyBeachSmall.env",[],[],[],[],"","","",0
1055,"DailyForestSmall","Metadata/EnvironmentSettings/DailyForestSmall.env",[],[],[],[],"","","",0
1056,"DailySlumsSmall","Metadata/EnvironmentSettings/DailySlumsSmall.env",[],[],[],[],"","","",0
1057,"DailyDriedLake","Metadata/EnvironmentSettings/DailyDriedLake.env",[],[],[],[],"","","",0
1058,"Master_TH_shipgraveyard","Metadata/EnvironmentSettings/Master_TH_shipgraveyard.env",[],[],[],[],"","","",0
1059,"Master_TH_shipgraveyard_cave","Metadata/EnvironmentSettings/Master_TH_shipgraveyard_cave.env",[],[],[],[],"","","",0
1060,"Master_SP_volcano","Metadata/EnvironmentSettings/Master_SP_volcano.env",[],[],[],[],"","","",0
1061,"MissionTemplarInca1","Metadata/EnvironmentSettings/MissionTemplarInca1.env",[],[],[],[],"","","",0
1062,"MissionTemplarChamber1","Metadata/EnvironmentSettings/MissionTemplarChamber1.env",[],[],[],[],"","","",0
1063,"MissionTemplarChurch1","Metadata/EnvironmentSettings/MissionTemplarChurch1.env",[],[],[],[],"","","",0
1064,"MissionTemplarTemple1","Metadata/EnvironmentSettings/MissionTemplarTemple1.env",[],[],[],[],"","","",0
1065,"MissionTemplarTemple2","Metadata/EnvironmentSettings/MissionTemplarTemple2.env",[],[],[],[],"","","",0
1066,"MissionTemplarChurch2","Metadata/EnvironmentSettings/MissionTemplarChurch2.env",[],[],[],[],"","","",0
1067,"MissionTemplarLibrary1","Metadata/EnvironmentSettings/MissionTemplarLibrary1.env",[],[],[],[],"","","",0
1068,"MissionTemplarScepter1","Metadata/EnvironmentSettings/MissionTemplarScepter1.env",[],[],[],[],"","","",0
1069,"MissionTemplarPrison1","Metadata/EnvironmentSettings/MissionTemplarPrison1.env",[],[],[],[],"","","",0
1070,"graveyard1","Metadata/EnvironmentSettings/Graveyard1.env",[],[],[],[],"","","",0
1071,"testtown","Metadata/EnvironmentSettings/testtown.env",[],[],[],[],"","","",0
1072,"pvpTown","Metadata/EnvironmentSettings/pvptown.env",[],[],[],[],"","","",0
1073,"DarkshrineCorrupted","Metadata/EnvironmentSettings/1_3_14_1_prophecy.env",[],[],[],[],"","","",0
1074,"EndGameSwampFetid_prophecy","Metadata/EnvironmentSettings/EndGameSwampFetid_prophecy.env",[],[],[],[],"","","",0
1075,"ledge_test","Metadata/EnvironmentSettings/ledge_test.env",[],[],[],[],"","","",0
1076,"anim_test","Metadata/EnvironmentSettings/anim_test.env",[],[],[],[],"","","",0
1077,"materials_test_1","Metadata/EnvironmentSettings/materials_test_1.env",[],[],[],[],"","","",0
1078,"materials_test_2","Metadata/EnvironmentSettings/materials_test_2.env",[],[],[],[],"","","",0
1079,"materials_test_3","Metadata/EnvironmentSettings/materials_test_3.env",[],[],[],[],"","","",0
1080,"allblack_test","Metadata/EnvironmentSettings/allblack_test.env",[],[],[],[],"","","",0
1081,"physics_test","Metadata/EnvironmentSettings/physics_test.env",[],[],[],[],"","","",0
1082,"new_login_test","Metadata/EnvironmentSettings/CharacterSelectOriath.env",[],[],[],[],"","","",0
1083,"cinematic_kitava","Metadata/EnvironmentSettings/CharacterSelectOriath_Filming.env",[],[],[],[],"","","",0
1084,"cinematic_cargohold","Metadata/EnvironmentSettings/cinematic_cargohold.env",[],[],[],[],"","","",0
1085,"cinematic_cargohold2","Metadata/EnvironmentSettings/cinematic_cargohold2.env",[],[],[],[],"","","",0
1086,"TimeStop","Metadata/EnvironmentSettings/TimeStop.env",[],[],[],[],"","","",0
1087,"LunarisCelestial","Metadata/EnvironmentSettings/2_3_13_moon_celestial.env",[],[],[],[],"","","",0
1088,"SolarisCelestial","Metadata/EnvironmentSettings/2_3_13_sun_celestial.env",[],[],[],[],"","","",0
1089,"LegionLeague","Metadata/EnvironmentSettings/LegionLeague.env",[],[],[],[],"",47,"",0
1090,"LegionLeagueWorld","Metadata/EnvironmentSettings/LegionLeagueWorld.env",[],[],[],[],"",47,"",0
1091,"LegionLeagueWorldExposure","Metadata/EnvironmentSettings/LegionLeagueWorldExposure.env",[],[],[],[],"",47,"",0
1092,"LegionLeagueWorldBattle","Metadata/EnvironmentSettings/LegionLeagueWorldBattle.env",[],[],[],[],"",47,"",0
1093,"LegionLeagueWorldPostBattle","Metadata/EnvironmentSettings/LegionLeagueWorldPostBattle.env",[],[],[],[],"",47,"",0
1094,"LeagueBreachPhysical","Metadata/EnvironmentSettings/LeagueBreachPhysical.env",[],[],[],[],"","","",0
1095,"LeagueBreachCold","Metadata/EnvironmentSettings/LeagueBreachCold.env",[],[],[],[],"","","",0
1096,"LeagueBreachFire","Metadata/EnvironmentSettings/LeagueBreachFire.env",[],[],[],[],"","","",0
1097,"LeagueBreachLightning","Metadata/EnvironmentSettings/LeagueBreachLightning.env",[],[],[],[],"","","",0
1098,"LeagueBreachChaos","Metadata/EnvironmentSettings/LeagueBreachChaos.env",[],[],[],[],"","","",0
1099,"BreachMap","Metadata/EnvironmentSettings/MapBreach.env",[],[],[],[],"",28,"",0
1100,"InfectedMap","Metadata/EnvironmentSettings/BlightLeagueInfected.env",[],[],[],[],"",49,"",0
1101,"InfectedMapEncounter","Metadata/EnvironmentSettings/BlightLeagueInfectedEncounter.env",[],[],[],[],"",49,"",0
1102,"BlightEncounter","Metadata/EnvironmentSettings/BlightLeagueEncounter.env",[],[],[],[],"",49,"",0
1103,"LeagueAfflictionBossArena","Metadata/EnvironmentSettings/LeagueAffliction_BossArena.env",[],[],[],[],"","","",0
1104,"LeagueAfflictionEncounter","Metadata/EnvironmentSettings/LeagueAfflictionEncounter.env",[],[],[],[],"","","",0
1105,"LeagueAfflictionEncounterMap","Metadata/EnvironmentSettings/LeagueAfflictionEncounter.env",[],[],[],[],"","","",0
1106,"LeagueAfflictionAct6","Metadata/EnvironmentSettings/LeagueAffliction_Act6.env",[],[],[],[],"","","",0
1107,"LeagueAfflictionAct4","Metadata/EnvironmentSettings/LeagueAffliction_Act4.env",[],[],[],[],"","","",0
1108,"LeagueAfflictionAct7","Metadata/EnvironmentSettings/LeagueAffliction_Act7.env",[],[],[],[],"","","",0
1109,"LeagueAfflictionAct8","Metadata/EnvironmentSettings/LeagueAffliction_Act8.env",[],[],[],[],"","","",0
1110,"LeagueAfflictionAct10","Metadata/EnvironmentSettings/LeagueAffliction_Act10.env",[],[],[],[],"","","",0
1111,"LeagueAfflictionTownActive","Metadata/EnvironmentSettings/LeagueAffliction_TownActive.env",[],[],[],[],"","","",0
1112,"LeagueAfflictionAct6MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act6_MusicOnly.env",[],[],[],[],"","","",0
1113,"LeagueAfflictionAct4MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act4_MusicOnly.env",[],[],[],[],"","","",0
1114,"LeagueAfflictionAct7MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act7_MusicOnly.env",[],[],[],[],"","","",0
1115,"LeagueAfflictionAct8MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act8_MusicOnly.env",[],[],[],[],"","","",0
1116,"LeagueAfflictionAct10MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act10_MusicOnly.env",[],[],[],[],"","","",0
1117,"LeagueAfflictionTownActiveBoss","Metadata/EnvironmentSettings/LeagueAffliction_TownActiveBoss.env",[],[],[],[],"","","",0
1118,"LeagueAfflictionWildBossMusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Boss_MusicOnly.env",[],[],[],[],"",50,"",0
1119,"HeistCinematicEnv1","Metadata/EnvironmentSettings/HeistCinematic1.env",[],[],[],[],"","","",0
1120,"HeistCinematicEnv2","Metadata/EnvironmentSettings/HeistCinematic2.env",[],[],[],[],"","","",0
1121,"HeistHub1","Metadata/EnvironmentSettings/Heist_Hub1.env",[],[],[],[],"","","",0
1122,"HeistOps1","Metadata/EnvironmentSettings/Heist_Ops1.env",[],[],[],[],"","","",0
1123,"HeistControlBlocks1","Metadata/EnvironmentSettings/Heist_ControlBlocks1.env",[],[],[],[],"","","",0
1124,"HeistControlBlocks2","Metadata/EnvironmentSettings/Heist_ControlBlocks2.env",[],[],[],[],"","","",0
1125,"HeistControlBlocks3","Metadata/EnvironmentSettings/Heist_ControlBlocks3.env",[],[],[],[],"","","",0
1126,"HeistDungeon1","Metadata/EnvironmentSettings/Heist_Dungeon1.env",[],[],[],[],"","","",0
1127,"HeistDungeon2","Metadata/EnvironmentSettings/Heist_Dungeon2.env",[],[],[],[],"","","",0
1128,"HeistDungeon3","Metadata/EnvironmentSettings/Heist_Dungeon3.env",[],[],[],[],"","","",0
1129,"HeistMines1","Metadata/EnvironmentSettings/Heist_Mines1.env",[],[],[],[],"","","",0
1130,"HeistMines2","Metadata/EnvironmentSettings/Heist_Mines2.env",[],[],[],[],"","","",0
1131,"HeistMines3","Metadata/EnvironmentSettings/Heist_Mines3.env",[],[],[],[],"","","",0
1132,"HeistReliquary1","Metadata/EnvironmentSettings/HeistReliquary1.env",[],[],[],[],"","","",0
1133,"HeistReliquary2","Metadata/EnvironmentSettings/HeistReliquary2.env",[],[],[],[],"","","",0
1134,"HeistReliquary3","Metadata/EnvironmentSettings/HeistReliquary3.env",[],[],[],[],"","","",0
1135,"HeistLibrary1","Metadata/EnvironmentSettings/HeistLibrary1.env",[],[],[],[],"","","",0
1136,"HeistLibrary2","Metadata/EnvironmentSettings/HeistLibrary2.env",[],[],[],[],"","","",0
1137,"HeistLibrary3","Metadata/EnvironmentSettings/HeistLibrary3.env",[],[],[],[],"","","",0
1138,"HeistLibraryGarden","Metadata/EnvironmentSettings/HeistLibraryEntranceGarden.env",[],[],[],[],"","","",0
1139,"HeistRobotTunnels1","Metadata/EnvironmentSettings/HeistRobotTunnels1.env",[],[],[],[],"","","",0
1140,"HeistRobotTunnels2","Metadata/EnvironmentSettings/HeistRobotTunnels2.env",[],[],[],[],"","","",0
1141,"HeistRobotTunnels3","Metadata/EnvironmentSettings/HeistRobotTunnels3.env",[],[],[],[],"","","",0
1142,"HeistRobotTunnelsCanals","Metadata/EnvironmentSettings/HeistRobotTunnelsCanals.env",[],[],[],[],"","","",0
1143,"HeistSewers1","Metadata/EnvironmentSettings/HeistSewers1.env",[],[],[],[],"","","",0
1144,"HeistSewers2","Metadata/EnvironmentSettings/HeistSewers2.env",[],[],[],[],"","","",0
1145,"HeistSewers3","Metadata/EnvironmentSettings/HeistSewers3.env",[],[],[],[],"","","",0
1146,"HeistSewersArcade","Metadata/EnvironmentSettings/HeistSewersArcade.env",[],[],[],[],"","","",0
1147,"HeistSewersLeadIn","Metadata/EnvironmentSettings/HeistLeadin_Sewers1.env",[],[],[],[],"","","",0
1148,"HeistCourts1","Metadata/EnvironmentSettings/HeistCourts1.env",[],[],[],[],"","","",0
1149,"HeistCourts2","Metadata/EnvironmentSettings/HeistCourts2.env",[],[],[],[],"","","",0
1150,"HeistCourts3","Metadata/EnvironmentSettings/HeistCourts3.env",[],[],[],[],"","","",0
1151,"HeistCourtsSanctum","Metadata/EnvironmentSettings/HeistCourtsSanctum.env",[],[],[],[],"","","",0
1152,"HeistMansion1","Metadata/EnvironmentSettings/Heist_Mansion1.env",[],[],[],[],"","","",0
1153,"HeistMansion2","Metadata/EnvironmentSettings/Heist_Mansion2.env",[],[],[],[],"","","",0
1154,"HeistMansion3","Metadata/EnvironmentSettings/Heist_Mansion3.env",[],[],[],[],"","","",0
1155,"HeistLeadin_Cellar1","Metadata/EnvironmentSettings/HeistLeadin_Cellar1.env",[],[],[],[],"","","",0
1156,"HeistLeadin_Chimney1","Metadata/EnvironmentSettings/HeistLeadin_Chimney1.env",[],[],[],[],"","","",0
1157,"HeistLeadin_CaveToMine1","Metadata/EnvironmentSettings/HeistLeadin_CaveToMine1.env",[],[],[],[],"","","",0
1158,"HeistLeadin_FoothillsToMine1","Metadata/EnvironmentSettings/HeistLeadin_FoothillsToMine1.env",[],[],[],[],"","","",0
1159,"HeistLeadin_Garden1","Metadata/EnvironmentSettings/HeistLeadin_Garden1.env",[],[],[],[],"","","",0
1160,"HeistLeadin_Ossuary1","Metadata/EnvironmentSettings/HeistLeadin_Ossuary1.env",[],[],[],[],"","","",0
1161,"HeistBoss_AdmiralDarnaw","Metadata/EnvironmentSettings/HeistBoss_AdmiralDarnaw1.env",[],[],[],[],"","","",0
1162,"HeistBoss_FreidrichTarollo","Metadata/EnvironmentSettings/HeistBoss_FreidrichTarollo1.env",[],[],[],[],"","","",0
1163,"HeistBoss_Jamanra","Metadata/EnvironmentSettings/HeistBoss_Jamanra.env",[],[],[],[],"","","",0
1164,"HeistBoss_Nashta","Metadata/EnvironmentSettings/HeistBoss_Nashta.env",[],[],[],[],"","","",0
1165,"HeistBoss_Twins","Metadata/EnvironmentSettings/HeistBoss_Twins.env",[],[],[],[],"","","",0
1166,"HeistBoss_Unbreakable","Metadata/EnvironmentSettings/HeistBoss_Unbreakable1.env",[],[],[],[],"","","",0
1167,"HeistBoss_FightMusic","Metadata/EnvironmentSettings/HeistBossFight.env",[],[],[],[],"","","",0
1168,"LeagueHarvest","Metadata/EnvironmentSettings/LeagueHarvest.env",[],[],[],[],"",51,"",0
1169,"LeagueHarvestCombat","Metadata/EnvironmentSettings/LeagueHarvestCombat.env",[],[],[],[],"",51,"",0
1170,"LeagueHarvestFinalBoss","Metadata/EnvironmentSettings/LeagueHarvestFinalBoss.env",[],[],[],[],"",51,"",0
1171,"LeagueHarvestFinalBossOrange","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Anger.env",[],[],[],[],"",51,"",0
1172,"LeagueHarvestFinalBossBlue","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Bulb.env",[],[],[],[],"",51,"",0
1173,"LeagueHarvestFinalBossGreen","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Scale.env",[],[],[],[],"",51,"",0
1174,"LeagueHarvestFinalBossRed","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Thorn.env",[],[],[],[],"",51,"",0
1175,"LeagueHarvestFinalBossEmerge","Metadata/EnvironmentSettings/LeagueHarvest_EmergeTransition.env",[],[],[],[],"",51,"",0
1176,"SilenceOverride","Metadata/EnvironmentSettings/SilentOverride.env",[],[],[],[],"",52,"",0
1177,"HeistSuccess","Metadata/EnvironmentSettings/HeistResolveSuccess.env",[],[],[],[],"",52,"",0
1178,"HeistFailure","Metadata/EnvironmentSettings/HeistResolveFailure.env",[],[],[],[],"",52,"",0
1179,"MavenHub","Metadata/EnvironmentSettings/EndGameAtlasMaven.env",[],[],[],[],"","","",0
1180,"MavenBossDefault","Metadata/EnvironmentSettings/EndGameAtlasMavenBoss.env",[],[],[],[],"","","",0
1181,"MavenBossFight","Metadata/EnvironmentSettings/EndGameAtlasMavenBossFight.env",[],[],[],[],"","","",0
1182,"MavenBossRush","Metadata/EnvironmentSettings/EndGameAtlasMavenBossRush.env",[],[],[],[],"","","",0
1183,"LeagueRitualFire","Metadata/EnvironmentSettings/LeagueRitualFire.env",[],[],[],[],"",53,"",0
1184,"LeagueRitualCold","Metadata/EnvironmentSettings/LeagueRitualCold.env",[],[],[],[],"",53,"",0
1185,"LeagueRitualChaos","Metadata/EnvironmentSettings/LeagueRitualChaos.env",[],[],[],[],"",53,"",0
1186,"LeagueRitualChaos2","Metadata/EnvironmentSettings/LeagueRitualChaos2.env",[],[],[],[],"",53,"",0
1187,"LeagueRitualCold2","Metadata/EnvironmentSettings/LeagueRitualCold2.env",[],[],[],[],"",53,"",0
1188,"LeagueRitualFire2","Metadata/EnvironmentSettings/LeagueRitualFire2.env",[],[],[],[],"",53,"",0
1189,"LeagueRitualGeneric","Metadata/EnvironmentSettings/LeagueRitualGeneric.env",[],[],[],[],"",53,"",0
1190,"LeagueRitualGolden","Metadata/EnvironmentSettings/LeagueRitualGolden.env",[],[],[],[],"",53,"",0
1191,"LeagueRitualGreenChaos","Metadata/EnvironmentSettings/LeagueRitualGreenChaos.env",[],[],[],[],"",53,"",0
1192,"LeagueRitualLightning","Metadata/EnvironmentSettings/LeagueRitualLightning.env",[],[],[],[],"",53,"",0
1193,"LeagueRitualLightning2","Metadata/EnvironmentSettings/LeagueRitualLightning2.env",[],[],[],[],"",53,"",0
1194,"LeagueRitualNecromantic","Metadata/EnvironmentSettings/LeagueRitualNecromantic.env",[],[],[],[],"",53,"",0
1195,"LeagueRitualPhysicalBlood","Metadata/EnvironmentSettings/LeagueRitualPhysicalBlood.env",[],[],[],[],"",53,"",0
1196,"LeagueRitualPhysicalBlood2","Metadata/EnvironmentSettings/LeagueRitualPhysicalBlood2.env",[],[],[],[],"",53,"",0
1197,"LeagueRitualVaal","Metadata/EnvironmentSettings/LeagueRitualVaal.env",[],[],[],[],"",53,"",0
1198,"LeagueUltimatum_Arena","Metadata/EnvironmentSettings/LeagueUltimatum_Arena.env",[],[],[],[],"","","",0
1199,"LeagueUltimatum_Boss_Arena","Metadata/EnvironmentSettings/LeagueUltimatum_Boss_Arena.env",[],[],[],[],"","","",0
1200,"LeagueUltimatum_TimeNeutral","Metadata/EnvironmentSettings/LeagueUltimatum_TimeNeutral.env",[],[],[],[],"",55,"",0
1201,"LeagueBoatEncounterStormy","Metadata/EnvironmentSettings/League_Boat_Encounter_Stormy.env",[],[],[],[],"","","",0
1202,"LeagueUltimatum_Challenge","Metadata/EnvironmentSettings/LeagueUltimatum_Challenge.env",[],[],[],[],"",55,"",0
