"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool_100"
3222,"GSPerennialKingBasicLightningZap","","[601,11781,18457]","[646,2627]","[-85,200]",3.15,0.1,0.0175,[],""
3223,"GAPerennialKingGlassSwordSlam","","[601,11781,24092]","[17348,1099,2627]","[25,35,200]",1,0.055,0,[],""
3224,"GAPerennialKingAxeCleave","","[601,11781,24092]","[17348,1099,2627]","[12,25,200]",1,0.055,0,[],""
3225,"GAPerennialKingObsidianStormImpact","","[601,11781]",[2627],[200],1,0.055,0,[],""
3226,"GSPerennialKingSandnadoPhysDamage","","[601,11781]",[2627],[200],6,0.1,0.0175,[],""
3227,"GSPerennialKingSandnadoLightningDamage","","[601,11781]",[2627],[200],6,0.1,0.0175,[],""
3228,"GAInfectedMercIncendiaryBoltImpact","","[601,11781,483,18457,18443,483]",[1097],[80],1,0.055,0,[],""
3229,"GSHusbandPurge","","[1964,601]",[],[],1,0.055,0,[],""
3230,"GATitanBossFissureDamage","",[601],[1097],[60],1,0.055,0,[],""
3231,"GATitanArmSlam","","[601,12709,11781]","[17348,2627]","[60,150]",1,0.055,0,[],""
3232,"GSPerennialKingBeaconSpray","","[601,11781,18457,22282]","[18479,2627]","[25,200]",1.5,0.1,0.0175,[],""
3233,"GAManorGargoyleLacerate","","[601,18443]",[1097],[80],1,0.055,0,[],""
3234,"GSTitanBossLaserImpact","","[601,11781,23627]",[2627],[150],0.6,0.391,0.0127,[],""
3235,"GATitanArmSlam2","","[601,12709,11781]","[17348,2627]","[60,150]",1,0.055,0,[],""
3236,"GATitanArmSlam3","","[601,12709,11781]","[17348,2627]","[60,150]",1,0.055,0,[],""
3237,"GASkeletalKnightShieldBash","","[601,11781]",[],[],1,0.055,0,[],""
3238,"GSWifeMonsterBoneCone","","[601,11781,18443]","[646,5529,2627]","[-45,50,100]",7,0.1,0.0175,[],""
3239,"GABaronWolfBloodTeleSlam","","[601,11781]",[2884],[75],1,0.055,0,[],""
3240,"GABaronWolfDashDangerRectangle","","[601,11781,103,18443,18457]","[387,9960]","[20,50]",1,0.055,0,[],""
3241,"GABaronWolfBloodBurst","","[601,11781,103]","[387,9960]","[20,50]",1,0.055,0,[],""
3242,"GSWifeMonsterBoneStorm","","[601,11781,24092]",[2627],[30],8,0.1,0.0175,[],""
3243,"GSCarrionCroneWaveDamageShape","","[601,11781]",[],[],1,0.1,0.0175,[],""
3244,"GACountsGuardLeapAttack1","","[601,18457,18443]",[],[],1,0.055,0,[],""
3245,"GACountsGuardLeapAttack2","","[601,18457,18443]",[],[],1,0.055,0,[],""
3246,"GAMudBurrowerBloodProj","","[601,11781,483]",[2627],[50],1,0.055,0,[],""
3247,"GAExecutionerSlamAxeImpact","","[601,11781]",[2627],[60],1,0.055,0,[],""
3248,"GAExecutionerSlamAxeMelee","","[601,11781]",[2627],[60],1,0.055,0,[],""
3249,"GAMudBurrowerGoopSmallImpact","","[601,11781,2252,483]",[],[],1,0.055,0,[],""
3250,"GAMudBurrowerSpraySmallImpact","","[601,11781,2252,483]",[3247],[50],1,0.055,0,[],""
3251,"GSBaronWolfSummonDeathExplode","","[601,11781,18457,18443]",[],[],5,0.1,0.0175,[],""
3252,"GAExecutionerMegaSlam","","[601,11781]","[1097,2627]","[75,50]",1,0.055,0,[],""
3253,"GAHusbandCleaveDash","",[11781],[2627],[100],1,0.055,0,[],""
3254,"GAScarecrowBeastBlade","","[601,18457,18443]",[],[],1,0.055,0,[],""
3255,"GAMudBurrowerDivePush","","[601,11781,2883,24092,18458,693,103,8739]","[387,9960]","[20,50]",1,0.055,0,[],""
3256,"GABaronHumanEpicThrust","","[601,11781,18458,24092]","[17348,1098,2627]","[70,30,100]",1,0.055,0,[],""
3257,"GABaronHumanLacerateSlamLeft","","[601,11781,18458]","[1098,2627]","[30,100]",1,0.055,0,[],""
3258,"GABaronHumanLacerateSlamRight","","[601,11781,18458]","[1098,2627]","[30,100]",1,0.055,0,[],""
3259,"GABaronHumanLacerateSlamSlam","","[601,11781,18458]","[1098,2627]","[60,100]",1,0.055,0,[],""
3260,"GATitanBossChiselSlam","","[601,11781,12709]","[17348,2627]","[60,100]",1,0.055,0,[],""
3261,"GAFaridunLizardTailSlam","","[601,11781]",[2538],[100],1,0.055,0,[],""
3262,"GABaronBossCorruptWolfJumpSlash","","[601,11781]",[2627],[150],1,0.055,0,[],""
3263,"GSGolemancerTornado","",[601],[2627],[-60],2,0.1,0.0175,[],""
3264,"GSForgottenCrawlerLightning","",[11781],"[10016,646,6431]","[200,-60,1]",4.5,0.1,0.0175,[],""
3265,"GSBaronBossColdBreathGround","","[601,11781,2883]",[5846],[1003],3.75,0.1,0.0175,[],""
3266,"GABaronBossFogDash","","[601,11781,23626,23627]",[],[],1,0.055,0,[],""
3267,"GSDrudgeMinerExplode","","[601,11781]",[],[],10,0.1,0.0175,[],""
3268,"GABaronCorruptWolfBloodTeleSlam","","[601,11781,18458,24092]","[2884,2627]","[75,100]",1,0.055,0,[],""
3269,"GSBaronCorruptWolfMoonbeam","","[601,11781]",[2627],[50],16,0.1,0.0175,[],""
3270,"GSBaronCorruptWolfMoonbeamRed","","[601,11781]","[4775,4774,3726,2627]","[1,4000,700,50]",16,0.1,0.0175,[],""
3271,"GAHusbandDashTrigger","","[601,11781]",[],[],1,0.055,0,[],""
3272,"GAMutewindBanditExecutionerLeapCircularImpact","","[601,11781]",[],[],1,0.055,0,[],""
3273,"GAPerennialKingGlassSpearTossImpact","","[601,11781,483]","[1099,2627]","[25,200]",1,0.055,0,[],""
3274,"GAPerennialKingGlassSpearTossImpactMulti","","[601,11781,483]","[1099,2627]","[25,200]",1,0.055,0,[],""
3275,"GATitanWalkerStomp","","[601,11781]",[17348],[-8],1,0.055,0,[],""
3276,"GATitanWalkerSlam","","[601,11781]","[17348,2884]","[20,20]",1,0.055,0,[],""
3277,"GADrudgeMinerCartDamage","",[],[],[],1,0.055,0,[],""
3278,"GSWingedCreatureBallLightning","","[601,11781,483]",[18047],[20],0.75,0.391,0.0127,[],""
3279,"GAGiantSnakeBossAttackImpact","","[601,11781,12709]","[1097,2884]","[50,60]",1,0.055,0,[],""
3280,"GSPlagueNymphLaser","","[601,11781,483]",[],[],3.25,0.22,0.013,[],""
3281,"GAQueenOfFilthOverheadSlam","","[601,11781]","[17348,2884]","[12,30]",1,0.055,0,[],""
3282,"GSPerennialKingObsidianStormContactDamage","","[601,11781,23627]",[1099],[70],0.93,0.1,0.0175,[],""
3283,"GATwoHeadedTitanSlam","","[601,11781]",[17348],[20],1,0.055,0,[],""
3284,"GATwoHeadedTitanStomp","","[601,11781]",[17348],[-8],1,0.055,0,[],""
3285,"GAVaalForgemasterSnake","","[601,11781]",[],[],1,0.055,0,[],""
3286,"GSSunWorshipperBossSunExplosionObject","","[601,483]",[],[],12.5,0.1,0.0175,[],""
3287,"GAForgemasterBossLeap","","[601,11781]",[],[],1,0.055,0,[],""
3288,"GSForgeBossBrandExplosion","","[601,11781]",[],[],1,0.055,0,[],""
3289,"GSDoryaniHumanBossBasicLightningZap","","[601,11781,18407,18443,18457]",[18047],[750],4,0.1,0.0175,[],""
3290,"GSDoryaniHumanBossMultiLightningZap","","[601,11781]",[],[],1,0.1,0.0175,[],""
3291,"GSDoryaniHumanBossLightningClap","","[601,11781,6861]",[2884],[50],11,0.1,0.0175,[],""
3292,"GSDoryaniHumanBossFireClap","","[601,11781]",[2884],[50],12,0.1,0.0175,[],""
3293,"GSDoryaniHumanBossSolarOrbPulse","","[601,11781]",[],[],13,0.1,0.0175,[],""
3294,"GSDoryaniHumanBossFlamethrower","","[11781,18407,18443,18457,22282]",[18046],[500],1.5,0.1,0.0175,[],""
3295,"GSDoryaniHumanBossFireballDirectImpactExplosion","","[601,11781,483]",[],[],12,0.1,0.0175,[],""
3296,"GSGiantSnakeBossFlameBreath","","[601,11781,18443,18457]",[2627],[150],1.35,0.1,0.0175,[],""
3297,"GSViperNapuatziFireRain",42,[601],[],[],12.5,0.1,0.0175,[],""
3298,"GSViperNapuatziChaosRain",43,[601],[2884],[25],12.5,0.1,0.0175,[],""
3299,"GAVaalZealotKnifeStickChaosSlash","","[11781,18457,18443]","[17348,3250]","[12,100]",1,0.055,0,[],""
3300,"GAVaalZealotKnifeStickBloodSlash","","[11781,18457,18443]",[17348],[12],1,0.055,0,[],""
3301,"GACountsGuardBloaterTentacleHit","",[601],"[17711,329]","[1000,200]",1,0.055,0,[],""
3302,"GSIronGuardToothZone",44,"[601,18457,3662]","[646,2884]","[-71,25]",6,0.1,0.0175,[],""
3303,"GSPerennialKingGlassSwordFenceZap","","[601,11781,17543,18443]","[17764,344,2627]","[90,4000,200]",0.9,0.055,0.017,[],""
3304,"GSIronSniperLaserDamage","","[601,18457,18443,18457]",[],[],2,0.1,0.0175,[],""
3305,"GAFungusBehemothVineSlam","",[601],[],[],1,0.055,0,[],""
3306,"GAAzmeriCarnivorousPlantVineCascade","",[601],[],[],1,0.055,0,[],""
3307,"GSForgeMasterSunderDamage","","[601,23627]",[],[],1,0.055,0,[],""
3308,"GASkeletonSnakeBossHeadSlam180","","[601,11781,12709,103,24092]","[1097,2884,387,2627]","[50,30,600,200]",1,0.055,0,[],""
3309,"GAVaalForgeBossSunder1","","[601,11781]",[],[],1,0.055,0,[],""
3310,"GAForgemasterBossLeapLava","","[601,11781]",[1097],[70],1,0.055,0,[],""
3311,"GSPerennialKingAsalaSandstormDefense","","[601,11781]",[],[],1,0.055,0,[],""
3312,"GSWitchHutBansheeScreech",46,"[601,11781]",[],[],0.8,0.1,0.0175,[],""
3313,"GAViperNapuatziSnakeWave","","[601,2252,18443,18458]",[],[],1,0.055,0,[],""
3314,"GAGiantSnakeBossForearmSlams","","[601,11781]","[1097,2627]","[50,200]",1,0.055,0,[],""
3315,"GAGiantSnakeBossHandSlams","","[601,11781]","[1097,2627]","[50,200]",1,0.055,0,[],""
3316,"GSGiantSnakeBossComboFlame","","[601,11781]",[2627],[150],1.35,0.1,0.0175,[],""
3317,"GACarnivorousPlantBossHammerSlam","","[601,11781,24092]","[1100,2884,2627]","[40,50,80]",1,0.055,0,[],""
3318,"GSWifeBossSlow","","[601,11781]",[344],[5000],0.2,0.055,0,[],""
3319,"GSEGGiantSnakeBossDetonateRunes","",[],[],[],1,0.055,0,[],""
3320,"GAVoodooKingVineSlam","","[601,11781,18458,24092]","[1100,2884,2627,17348]","[30,50,100,10]",1,0.055,0,[],""
3321,"GSVoodooKingRitual","","[11781,6860,6861]",[],[],1,0.055,0,[],""
3322,"GAVoodooKingVineCascadeSmall","","[601,18457]","[1100,2884,2627]","[30,50,100]",1,0.055,0,[],""
3323,"GAVoodooKingVineCascadeBig","","[601,18457]","[1100,2884,2627]","[40,50,300]",1,0.055,0,[],""
3324,"GSVoodooKingBugBombImpact","","[601,18458,24092,483]","[1100,2884,2627]","[60,20,100]",18.75,0.1,0.0175,[],""
3325,"GAVoodooKingDeathEffigyPulse","",[601],[],[],1,0.055,0,[],""
3326,"GSAzmeriSwampToadExplode","",[601],[],[],5,0.1,0.0175,[],""
3327,"GSPerennialKingCorpseFriendExplode","","[601,11781]",[1717],[1001],3.3,0.1,0.0175,[],""
3328,"GASummonScarabsAttack","","[601,11781,23627]",[18061],[100],1,0.055,0,[],""
3329,"GSWarlockRaiseBugs","","[601,11781]",[],[],1,0.055,0,[],""
3330,"GAVaalHumanoidRocketFistImpactGround","","[601,11781,483]",[],[],1,0.055,0,[],""
3331,"GAVaalHumanoidRocketFistImpactWall","","[601,11781,483]",[],[],1,0.055,0,[],""
3332,"GSShieldLegsGenadeExplosion","","[601,483]",[],[],2,0.1,0.0175,[],""
3333,"GSFarudinLocustDDExplode","","[601,11781]",[646],[-40],4.8,0.1,0.0175,[],""
3334,"GSUndeadMarakethPriestMagmaOrbImpact","","[601,11781,483]",[],[],1.25,0.1,0.0175,[],""
3335,"GSBitterGuyStormUp","",[601],"[344,1098]","[1000,40]",2.5,0.1,0.0175,[],""
3336,"GSBitterGuyStormDown","",[],[1098],[40],15.3,0.1,0.0175,[],""
3337,"CrowScarecrowCrows","",[],[],[],1,0.055,0,[],""
3338,"GAMudBurrowerHeadSlam","","[601,11781,2252]",[2627],[80],1,0.055,0,[],""
3339,"GAViperComboEndSlam","",[601],"[3250,2884]","[50,20]",1,0.055,0,[],""
3340,"GAQueenOfFilthRollImpact","","[601,11781]",[],[],1,0.055,0,[],""
3341,"GSDredgeMortarImpact","","[601,11781,483]",[],[],3.65,0.1,0.0175,[],""
3342,"GSChimeraWetlandsBossChaosSprayImpact","","[601,483,18457,18443]",[3250],[33],1.25,0.1,0.0175,[],""
3343,"GSChimeraWetlandsBossFrostBreath","","[601,11781,2883]","[344,5846,2627]","[10000,1006,200]",0.57,0.1,0.0175,[],""
3344,"GSChimeraUltimatumBossFrostBreath","","[601,11781,2883,1904]","[5846,2627,344]","[1006,200,1000000]",1,0.1,0.0175,[],""
3345,"GSChimeraWetlandsBossFrostBreathImpact","","[601,11781]","[344,5846,16535,2627]","[10000,1006,200,200]",0.49,0.1,0.0175,[],""
3346,"GSChimeraUltimatumBossFrostBreathImpact","","[601,11781,1904]","[5846,2627]","[1006,200]",0.8,0.1,0.0175,[],""
3347,"GSChimeraWetlandsBossFireSpray","","[601,11781,18443,18457,21424]",[594],[100],3,0.1,0.0175,[],""
3348,"GAChaosGodTriceratops180GroundSlam","","[601,11781,12709,18921]","[17348,1099]","[15,60]",1,0.055,0,[],""
3349,"GAChaosGodTriceratopsTailSlam","","[601,11781]","[17348,1099,2884]","[25,50,80]",1,0.055,0,[],""
3350,"GSChaosGodTriceratopsGigaBeam","","[601,11781]",[],[],1.5,0.1,0.0175,[],""
3351,"GABogSavageStalkerGroundSlamImpact2","","[601,11781]",[1097],[40],1,0.055,0,[],""
3352,"GSParasiticFishMortar","","[601,11781,2252,483]",[],[],3.65,0.135,0.0078,[],""
3353,"GAVaalGoliathCrystalStomp","","[601,11781]",[],[],1,0.055,0,[],""
3354,"GSOverlordBossRaiseAndRazeRockUpwardDamage","","[601,11781,23627]",[],[],10,0.1,0.0175,[],""
3355,"GSOverlordBossRaiseAndRazeExplosionDamage","","[601,11781,23627]",[1099],[80],16,0.1,0.0175,[],""
3356,"GSSunWorshipperSolarFlare","","[601,11781]",[],[],15,0.1,0.0175,[],""
3357,"GSSunWorshipperEnrageDashExplosion","","[601,11781]",[],[],11.5,0.1,0.0175,[],""
3358,"GADoryaniCrabBodySlam","","[601,11781]",[2884],[40],1,0.055,0,[],""
3359,"GADoryaniCrabExplode","","[601,11781]","[2884,18047]","[20,500]",5,0.1,0.0175,[],""
3360,"GADoryaniCrabExplodeSmash","","[601,11781]",[2884],[40],1,0.055,0,[],""
3361,"GSDoryaniCrabBrazierSlam","","[601,11781]","[18046,2884]","[100,40]",10,0.1,0.0175,[],""
3362,"GSDoryaniCrabDiscoLazer","","[601,11781,12709,18921]",[],[],1,0.1,0.0175,[],""
3363,"GSDoryaniCrabFlamethrower","","[601,11781,12709,18921,18443,18457,22282]",[18046],[50],1.8,0.1,0.0175,[],""
3364,"GSDoryaniCrabFlamethrowerCorrupt","","[601,11781,12709,18921,18443,18457,22282]","[18047,18046]","[300,50]",2,0.1,0.0175,[],""
3365,"GSDoryaniCrabFrostLaser","","[601,11781,12709,18921,18443,18457]","[5529,344,5846]","[0,7000,1007]",1,0.1,0.0175,[],""
3366,"GSDoryaniCrabFrostLaserCorrupt","","[601,11781,12709,18921,18443,18457]","[5529,344,5846]","[0,7000,1007]",1,0.1,0.0175,[],""
3367,"GSSunWorshipperBossSunExplosionOtherSun","","[601,483]",[],[],16.5,0.1,0.0175,[],""
3368,"GSDoryaniCrabLegProjImpact","","[601,11781,483]","[18047,646]","[100,100]",13,0.1,0.0175,[],""
3369,"GADoryaniCrabLegProjImpactWall","","[601,11781]",[],[],1,0.055,0,[],""
3370,"GSRottingRamGiantVomitImpact","","[601,18457,18443,18457,483]",[3250],[100],3,0.1,0.0175,[],""
3371,"GAFissureSlamSpikeDamage","","[601,11781]",[],[],1,0.055,0,[],""
3372,"GSChaosGodTriheadBatSonicBlastSingle","","[601,11781]",[594],[200],1,0.1,0.0175,[],""
3373,"GSChaosGodTriheadBatPoisonBlastSingle","","[601,11781]",[3250],[50],0.8,0.1,0.0175,[],""
3374,"GAFissureWarcrySpikeDamage","","[601,11781]",[1097],[50],1,0.055,0,[],""
3375,"GAMarakethSentinelUnarmedBossFistSlam","","[601,103,11781]","[1225,1097]","[45,50]",1,0.1,0.0175,[],""
3376,"GAMarakethSentinelUnarmedBossFistSlamFrontalCone","","[601,103,11781]","[1225,1097]","[45,50]",1,0.1,0.0175,[],""
3377,"GASMarakethSentinelUnarmedBossFootSlamImpact","",[601],[],[],1,0.1,0.0175,[],""
3378,"GAMarakethSentinelUnarmedBossFootSlamWave","","[601,103]",[],[],1,0.1,0.0175,[],""
3379,"GAMarakethSentinelMaceBossBasicSlam","","[601,18457,18443]","[1098,17348,2884]","[40,20,50]",1,0.1,0.0175,[],""
3380,"GAMarakethMaceBossHeavySlam","",[601],"[1098,17348,2884]","[80,16,50]",1,0.1,0.0175,[],""
3381,"GSMarakethSentinalMaceBossIceSpikeExplode","",[601],[1098],[60],7.5,0.1,0.0175,[],""
3382,"GAMarakethSentinalMaceBossMarkerSlamImpact","","[601,103]",[],[],1,0.1,0.0175,[],""
3383,"EASTheTrialMasterElementalProjectiles","","[601,11781]",[646],[-60],1,0.055,0,[],""
3384,"GTSilentSpiresApparitionLightningTendrils","","[601,11781]",[],[],1,0.055,0,[],""
3385,"GSSilentSpiresApparitionTimeTrapExplode","",[601],[],[],4.5,0.1,0.0175,[],""
3386,"GSSanctumTimeTrapExplode","",[601],[],[],4.5,0.1,0.0175,[],""
3387,"GAViperNapuatziSoldierShove","",[601],[],[],1,0.055,0,[],""
3388,"GSBloodBatherFlailProj","","[601,18457,18443,483]",[],[],2.8,0.1,0.0175,[],""
3389,"GSSilentSpiresApparitionSummonElipticalOrbitImpact","",[601],[],[],4.5,0.1,0.0175,[],""
3390,"GSDoryaniLightningStormBolt","","[601,11781,12709,18921]",[],[],4.5,0.1,0.0175,[],""
3391,"GSDoryaniLightningStormBoltConstant","","[601,11781,12709,18921]",[646],[100],4.5,0.1,0.0175,[],""
3392,"GSVoodooKingSporeExplode","",[601],[2627],[120],5,0.1,0.0175,[],""
3393,"GADeathKnightOverheadslam","","[601,11781]",[],[],1,0.055,0,[],""
3394,"GADeathKnightOverheadslamforward","","[601,11781]","[344,1903,17348]","[3000,-20,30]",1,0.055,0,[],""
3395,"GAVaalForgeMasterHammerImpact","","[601,11781]",[],[],1,0.055,0,[],""
3396,"GSChaosGodOwlBossLightningCascade","","[601,11781]",[18479],[100],11,0.1,0.0175,[],""
3397,"GSDoryaniHumanBossBeamBlast","","[601,11781]","[18400,18462,18047]","[-100,-100,100]",8.5,0.1,0.0175,[],""
3398,"GSDoryaniHumanBossMechanismBeam","","[601,11781]",[18047],[100],16,0.1,0.0175,[],""
3399,"GABreachEliteBleedTentacle","","[601,11781,3662]","[17348,3726,4774,4775]","[30,100,10000,1]",1,0.055,0,[],""
3400,"GSDoryaniHumanBossCrystalZap","","[601,11781]",[18047],[300],1.9,0.1,0.0175,[],""
3401,"GATheTrialMasterBossBloodSlam","","[601,11781]","[17348,10086]","[50,30]",1,0.055,0,[],""
3402,"GSMarakethSentinelUnarmedBossExplodeSelf","","[601,11781]",[3339],[-50],40,0.1,0.0175,[],""
3403,"GADoryaniCrabSlamCold","","[601,11781]","[1098,2884,5529,344,5846]","[70,50,0,4000,1007]",1,0.055,0,[],""
3404,"GADoryaniCrabSlamFire","","[601,11781]","[1097,2884]","[70,50]",1,0.055,0,[],""
3405,"GADoryaniCrabComboSlamBasic","","[601,11781]",[],[],1,0.055,0,[],""
3406,"GADoryaniCrabIceLaserSnap","","[601,11781]","[5529,344,5846]","[0,4000,1007]",12,0.1,0.0175,[],""
3407,"GSBreachFodderToothZone",44,[601],[646],[-72],4.25,0.1,0.0175,[],""
3408,"GAScorpionBossUprightDive","","[601,11781]",[],[],1,0.055,0,[],""
3409,"GAScorpionBossLeapDive","","[601,11781]",[],[],1,0.055,0,[],""
3410,"GAScorpionBossLeapDiveMap","","[601,11781,12709]",[],[],1,0.055,0,[],""
3411,"GSBreachFodderHellscapeDogmanChargeExplosion","","[601,11781]",[],[],4,0.1,0.0175,[],""
3412,"GABreachFodderHellscapePaleDogmanDashSwipe","","[601,11781,18443,18457]",[],[],1,0,0,[],""
3413,"GSDoryaniHumanBossConstantLightning","","[601,11781,12709,18921]",[],[],4.2,0.1,0.0175,[],""
3414,"GSBreachFodderHellscapeDemonElite2FlameThrower","","[601,11781,18443,18457]","[646,18046]","[-75,100]",1.2,0.1,0.0175,[],""
3415,"GSBreachFodderHellscapeDemonElite2FlameThrowerOffHand","","[601,11781,18443,18457]","[646,18046]","[-75,100]",1.2,0.1,0.0175,[],""
3416,"GSBreachFodderHellscapeDemonElite2FlameThrowerAlt","","[601,11781,18443,18457]","[646,18046]","[-75,100]",1.2,0.1,0.0175,[],""
3417,"GAChaosGodOwlBossDashKickLacerateLeft","","[601,11781]",[2884],[20],1,0.055,0,[],""
3418,"GAChaosGodOwlBossDashKickLacerateRight","","[601,11781]",[2884],[20],1,0.055,0,[],""
3419,"GAChaosGodOwlBossDiveBombImpact","","[601,11781]",[2884],[50],1,0.055,0,[],""
3420,"GSSilentSpiresApparitionRewindPlayerBlastMarker","","[601,11781]",[],[],1,0.1,0.0175,[],""
3421,"MPWMarakethSentinalMaceBossMultiSlamImpact","","[483,6668,4408,11781,18694,1765]","[166,802,1098]","[50,1142,60]",1,0.1,0.0175,[],""
3422,"GAChaosGodOwlBossBatDamage","","[601,11781,18443,18457]",[],[],1,0.055,0,[],""
3423,"GATheTrialMasterBossGroundSpearNova","",[601],"[2627,19577]","[-50,200]",1,0.1,0.0175,[],""
3424,"GATheTrialMasterBossGroundSpearImpact","","[601,483]",[],[],1,0.055,0,[],""
3425,"GABreachEliteHellscapeStabWeb","","[601,11781,18443]","[344,1099]","[4000,40]",1,0.055,0,[],""
3426,"GABreachEliteHellscapeStabWebNoSlow","","[601,11781,18443]",[1099],[40],1,0.055,0,[],""
3427,"GABreachEliteHellscapePaleEliteSkyStab","","[601,11781]",[1099],[60],1,0.055,0,[],""
3428,"GAMarakethSentinelUnarmedBossFootSlamWaveLeft","","[601,103]",[],[],1,0.1,0.0175,[],""
3429,"GAMarakethSentinelUnarmedBossFootSlamWaveRight","","[601,103]",[],[],1,0.1,0.0175,[],""
3430,"GSTrialmasterFireBoltImpact","","[601,11781,483,483,18457,18443]",[],[],4,0.1,0.0175,[],""
3431,"GSTrialmasterColdBoltImpact","","[601,11781,483,483,18457,18443]",[],[],4,0.1,0.0175,[],""
3432,"GSTrialmasterLightningBoltImpact","","[601,11781,483,483,18457,18443]",[],[],4,0.1,0.0175,[],""
3433,"GSDoryaniHumanBossMechanismBeamFlipped","","[601,11781]",[18047],[100],16,0.1,0.0175,[],""
3434,"GAMarakethSentinelMaceBossFootStepSlam","",[601],[],[],1,0.1,0.0175,[],""
3435,"GSDemonClawBossFireVortex","","[601,11781,2883]",[],[],1,0.1,0.0175,[],""
3436,"GADemonClawBossSwordSlam","","[601,11781]",[17348],[20],1,0.055,0,[],""
3437,"GSDemonClawBossFlameSeedDonutNuke","","[601,11781,24092]",[],[],200,0.1,0.0175,[],""
3438,"GACannibalGiantGroundSlam","","[601,11781]",[],[],1,0.055,0,[],""
3439,"GSBreachBossEshCorpseNova","","[601,11781]",[],[],8,0.1,0.0175,[],""
3440,"GSBreachBossMultiFlickImpact","","[601,483,24092]",[],[],15,0.1,0.0175,[],""
3441,"GAChaosGodGorillaLeapSlamImpact","","[601,11781]",[2884],[100],1,0.055,0,[],""
3442,"GSChaosGodTriHeadLizardChaosBeam","","[601,11781]",[],[],1,0.055,0,[],""
3443,"GATrialmasterLacerate","","[601,11781]",[],[],1,0.055,0,[],""
3444,"GASilentSpiresApparitionDeathTouch","","[601,11781,18458,24092,693]",[],[],1,0.1,0.0175,[],""
3445,"GSDemonClawBossFireballImpact","","[601,11781,483,18443,18457]",[],[],4.5,0.1,0.0175,[],""
3446,"GSDemonClawBossBulletHell","","[601,11781,24092]",[],[],1,0.055,0,[],""
3447,"GSDemonClawBossBulletHellDamageLow","","[601,11781,24092]",[],[],1,0.055,0,[],""
3448,"GSDemonClawBossBulletHellDamageHigh","","[601,11781,24092]",[],[],200,0.1,0.0175,[],""
3449,"GSVaalSavageShamanMeteor","","[601,11781]",[1097],[80],10,0.1,0.0175,[],""
3450,"CGEGrimdropGrappleclawColdSlam","",[601],"[5529,5846,344]","[25,1004,5000]",1,0.055,0,[],""
3451,"CGEGrimdropGrappleclawLightningSlam","",[601],"[5529,344,9576]","[25,5000,1005]",1,0.055,0,[],""
3452,"GAGrimdropGrappleclawLeapCold","",[601],[],[],1,0.055,0,[],""
3453,"GAGrimdropGrappleclawLeapLightning","",[601],[],[],1,0.055,0,[],""
3454,"GSMushroomVolatileExplosion","","[601,11781]",[646],[-90],7,0.1,0.0175,[],""
3455,"GAFungusMushroomSlam","","[601,11781]",[],[],1,0.055,0,[],""
3456,"GSFungusMushroomSporeThrowerDamage","","[601,11781]",[],[],1.35,0.1,0.0175,[],""
3457,"GADemonClawBossDashSlashLeft","","[601,11781,18443]",[],[],1,0.055,0,[],""
3458,"GADemonClawBossDashSlashRight","","[601,11781,18443]",[],[],1,0.055,0,[],""
3459,"GADemonClawBossDashSlashForward","","[601,11781]",[],[],1,0.055,0,[],""
3460,"GADemonClawBossOffscreenSlam","","[601,11781,24092]",[1097],[20],1,0.055,0,[],""
3461,"GARattleCageSingleRock","","[601,11781]",[],[],0,0.1,0.0175,[],""
3462,"GARattleCageFissureDamage","",[601],[1097],[60],0,0.1,0.0175,[],""
3463,"GAVolcanicMinibossFissureDamage","",[601],[1097],[60],0,0.1,0.0175,[],""
3464,"GARattleCageBossFissureExplosion","",[601],[],[],1,0.1,0.0175,[],""
3465,"GAVolcanicMinibossBossFissureExplosion","",[601],[],[],1,0.1,0.0175,[],""
3466,"GSRudjaInnerFlamethrower","",[601],"[18046,2627]","[100,200]",0.9,0.391,0.0127,[],""
3467,"GSDemonClawBossFireVortexGiga","","[601,11781,2883]",[],[],1,0.1,0.0175,[],""
3468,"GATrialmasterBloodSlamBuildUp","","[601,11781,2883]","[1225,646]","[45,50]",1,0.055,0,[],""
3469,"GSChaosGodTriheadBatExplosion","","[601,11781]",[],[],1,0.055,0,[],""
3470,"GABogSavageStalkerSpinAttack","","[601,11781,103]",[387],[25],1,0.055,0,[],""
3471,"GAChimeraBossWindBlast","","[601,11781,18457]",[18249],[150],1,0.055,0,[],""
3472,"GSMonsterModsOnDeathFireExplosion","",[601],[],[],8,0.1,0.0175,[],""
3473,"GSMonsterModsOnDeathColdExplosion","",[601],[],[],8,0.1,0.0175,[],""
3474,"GSMonsterModsOnDeathLightningExplosion","",[601],[],[],8,0.1,0.0175,[],""
3475,"GSIgnagdukFlamethrower","","[601,11781,18457,18443,21424]","[18480,2627]","[100,200]",2,0.1,0.0175,[],""
3476,"GADuneLurkerEmergeAttack","",[],[],[],1,0.055,0,[],""
3477,"GSBreachBossHeadFireballImpact","","[601,483]",[],[],24,0.1,0.0175,[],""
3478,"GADemonClawBossChasmBurst","","[601,11781,24092]",[1097],[40],1,0.055,0,[],""
3479,"GADemonClawBossChasmSlam","","[601,11781]",[1097],[30],1,0.055,0,[],""
3480,"GAVultureRegurgitateImpact","","[601,11781,483]",[18049],[50],1,0.055,0,[],""
