"rownum","Id","HASH32","DisplayString","DisplayString (French)","DisplayString (German)","DisplayString (Japanese)","DisplayString (Korean)","DisplayString (Portuguese)","DisplayString (Russian)","DisplayString (Spanish)","DisplayString (Thai)","DisplayString (Traditional Chinese)","[rid]_20","UiHints","UiHints (French)","UiHints (German)","UiHints (Japanese)","UiHints (Korean)","UiHints (Portuguese)","UiHints (Russian)","UiHints (Spanish)","UiHints (Thai)","UiHints (Traditional Chinese)"
637,"crusader_monster",2756966345,"","","","","","","","","","",[],"","","","","","","","","",""
638,"adjudicator_monster",673334330,"","","","","","","","","","",[],"","","","","","","","","",""
639,"maven_map",3818774876,"","","","","","","","","","",[],"","","","","","","","","",""
640,"maven_void_map",2192660348,"","","","","","","","","","",[],"","","","","","","","","",""
641,"maven_void_map_feared",2685259490,"","","","","","","","","","",[],"","","","","","","","","",""
642,"abyss_monster",2228986348,"","","","","","","","","","",[],"","","","","","","","","",""
643,"influence_monster",3328772733,"","","","","","","","","","",[],"","","","","","","","","",""
644,"blight_boss",3954380950,"","","","","","","","","","",[],"","","","","","","","","",""
645,"no_possessed_foe",2006732667,"","","","","","","","","","",[],"","","","","","","","","",""
646,"vaal_gem",2017531363,"","","","","","","","","","",[],"","","","","","","","","",""
647,"weapon_can_roll_totem_modifiers",1500659523,"","","","","","","","","","",[],"","","","","","","","","",""
648,"staffatlas1",3554655984,"","","","","","","","","","",[],"","","","","","","","","",""
649,"quiveratlas1",2181659928,"","","","","","","","","","",[],"","","","","","","","","",""
650,"ringatlas5",3270706774,"","","","","","","","","","",[],"","","","","","","","","",""
651,"amuletatlas3",284422091,"","","","","","","","","","",[],"","","","","","","","","",""
652,"glovesatlasstrint",3324059472,"","","","","","","","","","",[],"","","","","","","","","",""
653,"bootsatlasdexint",716964574,"","","","","","","","","","",[],"","","","","","","","","",""
654,"chaos_damage",2249682535,"","","","","","","","","","",[],"","","","","","","","","",""
655,"no_proximity_shield",2886020117,"","","","","","","","","","",[],"","","","","","","","","",""
656,"no_final_gasp",1321046818,"","","","","","","","","","",[],"","","","","","","","","",""
657,"demigods",1991705993,"","","","","","","","","","",[],"","","","","","","","","",""
658,"dot_multi",967620337,"","","","","","","","","","",[],"","","","","","","","","",""
659,"no_forced_item_drops",3791718124,"","","","","","","","","","",[],"","","","","","","","","",""
660,"unveiled_mod",3414277059,"","","","","","","","","","",[],"","","","","","","","","",""
661,"ultimatum_trial",628472000,"","","","","","","","","","",[],"","","","","","","","","",""
662,"expedition_templar_remnant",2199119845,"","","","","","","","","","",[],"","","","","","","","","",""
663,"expedition_vaal_remnant",692722197,"","","","","","","","","","",[],"","","","","","","","","",""
664,"expedition_vaal_remnant2",3127472634,"","","","","","","","","","",[],"","","","","","","","","",""
665,"expedition_karui_remnant",2120405214,"","","","","","","","","","",[],"","","","","","","","","",""
666,"expedition_eternalempire_remnant",1676197267,"","","","","","","","","","",[],"","","","","","","","","",""
667,"expedition_eternalempire_remnant2",1187056706,"","","","","","","","","","",[],"","","","","","","","","",""
668,"expedition_eternalempire_remnant3",473239399,"","","","","","","","","","",[],"","","","","","","","","",""
669,"expedition_eternalempire_remnant4",2122548709,"","","","","","","","","","",[],"","","","","","","","","",""
670,"expedition_maraketh_remnant",602448312,"","","","","","","","","","",[],"","","","","","","","","",""
671,"expedition_maraketh_remnant2",24757494,"","","","","","","","","","",[],"","","","","","","","","",""
672,"expedition_sirens_remnant",3115624624,"","","","","","","","","","",[],"","","","","","","","","",""
673,"expedition_monkeytribe_remnant",2528516923,"","","","","","","","","","",[],"","","","","","","","","",""
674,"expedition_lostmen_remnant",3297395104,"","","","","","","","","","",[],"","","","","","","","","",""
675,"expedition_logbook",4190264797,"","","","","","","","","","",[],"","","","","","","","","",""
676,"ward_armour",965594498,"","","","","","","","","","",[],"","","","","","","","","",""
677,"adaptation_armour",678553851,"","","","","","","","","","",[],"","","","","","","","","",""
678,"disallowed_in_generic_currency_stash_slots",1991992041,"","","","","","","","","","",[],"","","","","","","","","",""
679,"expedition_common_remnant",762831142,"","","","","","","","","","",[],"","","","","","","","","",""
680,"expedition_common_remnant_logbook",1605657746,"","","","","","","","","","",[],"","","","","","","","","",""
681,"expedition_atoll_remnant_logbook",3773333577,"","","","","","","","","","",[],"","","","","","","","","",""
682,"expedition_tundra_remnant_logbook",112026038,"","","","","","","","","","",[],"","","","","","","","","",""
683,"expedition_tropical_remnant_logbook",2131419901,"","","","","","","","","","",[],"","","","","","","","","",""
684,"expedition_peninsula_remnant_logbook",1819650763,"","","","","","","","","","",[],"","","","","","","","","",""
685,"expedition_flask",616679876,"","","","","","","","","","",[],"","","","","","","","","",""
686,"expedition_currency_faction1",4007035384,"","","","","","","","","","",[],"","","","","","","","","",""
687,"expedition_currency_faction2",153646160,"","","","","","","","","","",[],"","","","","","","","","",""
688,"expedition_currency_faction3",716492436,"","","","","","","","","","",[],"","","","","","","","","",""
689,"expedition_currency_faction4",1458352084,"","","","","","","","","","",[],"","","","","","","","","",""
690,"expedition_monster",1722346759,"","","","","","","","","","",[],"<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{Runic}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{Runique}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{Runen}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{ルーン}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{룬}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{Rúnico}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{Рунический}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{Rúnico}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{อักขระ}}","<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{魔符}}"
691,"expedition_faction_druids_of_the_broken_circle",815747335,"","","","","","","","","","",[],"","","","","","","","","",""
692,"expedition_faction_black_scythe",668225039,"","","","","","","","","","",[],"","","","","","","","","",""
693,"expedition_faction_order_of_the_chalice",3398222429,"","","","","","","","","","",[],"","","","","","","","","",""
694,"expedition_faction_knights_of_the_sun",2831681619,"","","","","","","","","","",[],"","","","","","","","","",""
695,"map_has_blight_encounter",1530276102,"","","","","","","","","","",[],"","","","","","","","","",""
696,"breachstone5",378944864,"","","","","","","","","","",[],"","","","","","","","","",""
697,"no_delve_nodes",714831121,"","","","","","","","","","",[],"","","","","","","","","",""
698,"delve_city_biome",3655849420,"","","","","","","","","","",[],"","","","","","","","","",""
699,"fake_currency",865619647,"","","","","","","","","","",[],"","","","","","","","","",""
700,"bandit",201603792,"","","","","","","","","","",[],"","","","","","","","","",""
701,"military",1420064524,"","","","","","","","","","",[],"","","","","","","","","",""
702,"eldritch",2253783147,"","","","","","","","","","",[],"","","","","","","","","",""
703,"exile",2106993581,"","","","","","","","","","",[],"","","","","","","","","",""
704,"crustacean_beast",2955136683,"","","","","","","","","","",[],"","","","","","","","","",""
705,"avian_beast",3671613276,"","","","","","","","","","",[],"","","","","","","","","",""
706,"canine_beast",253922322,"","","","","","","","","","",[],"","","","","","","","","",""
707,"feline_beast",312949011,"","","","","","","","","","",[],"","","","","","","","","",""
708,"amphibian_beast",4261962050,"","","","","","","","","","",[],"","","","","","","","","",""
709,"rodent_beast",824894868,"","","","","","","","","","",[],"","","","","","","","","",""
710,"primate_beast",4129931861,"","","","","","","","","","",[],"","","","","","","","","",""
711,"ursine_beast",1487929047,"","","","","","","","","","",[],"","","","","","","","","",""
712,"golem",1687716449,"","","","","","","","","","",[],"","","","","","","","","",""
713,"rodent",2258396734,"","","","","","","","","","",[],"","","","","","","","","",""
714,"melee",2103409095,"","","","","","","","","","",[],"","","","","","","","","",""
715,"physical_affinity",2991630138,"","","","","","","","","","",[],"","","","","","","","","",""
716,"fire_affinity",2913819672,"","","","","","","","","","",[],"","","","","","","","","",""
717,"cold_affinity",534045390,"","","","","","","","","","",[],"","","","","","","","","",""
718,"lightning_affinity",1371536228,"","","","","","","","","","",[],"","","","","","","","","",""
719,"chaos_affinity",304860995,"","","","","","","","","","",[],"","","","","","","","","",""
720,"aura_bearer",946092254,"","","","","","","","","","",[],"","","","","","","","","",""
721,"cursing_monster",2313544133,"","","","","","","","","","",[],"","","","","","","","","",""
722,"summoner",2067824841,"","","","","","","","","","",[],"","","","","","","","","",""
723,"raises_dead",2729918208,"","","","","","","","","","",[],"","","","","","","","","",""
724,"allows_additional_projectiles",3598661317,"","","","","","","","","","",[],"","","","","","","","","",""
725,"allows_inc_aoe",3223005451,"","","","","","","","","","",[],"","","","","","","","","",""
726,"has_one_handed_melee",3057121778,"","","","","","","","","","",[],"","","","","","","","","",""
727,"has_dual_wield_melee",1802630703,"","","","","","","","","","",[],"","","","","","","","","",""
728,"has_two_handed_melee",2831399098,"","","","","","","","","","",[],"","","","","","","","","",""
729,"has_one_hand_sword",1916444212,"","","","","","","","","","",[],"","","","","","","","","",""
730,"has_thrusting_one_hand_sword",2507558460,"","","","","","","","","","",[],"","","","","","","","","",""
731,"has_two_hand_sword",1269931235,"","","","","","","","","","",[],"","","","","","","","","",""
732,"has_one_hand_mace",897757506,"","","","","","","","","","",[],"","","","","","","","","",""
733,"has_two_hand_mace",3796021187,"","","","","","","","","","",[],"","","","","","","","","",""
734,"has_sceptre",3310583835,"","","","","","","","","","",[],"","","","","","","","","",""
735,"has_wand",2779432926,"","","","","","","","","","",[],"","","","","","","","","",""
736,"has_one_hand_axe",3472597954,"","","","","","","","","","",[],"","","","","","","","","",""
737,"has_two_hand_axe",4002214054,"","","","","","","","","","",[],"","","","","","","","","",""
738,"has_bow",2422979191,"","","","","","","","","","",[],"","","","","","","","","",""
739,"has_dagger",2293888796,"","","","","","","","","","",[],"","","","","","","","","",""
740,"has_staff",641148289,"","","","","","","","","","",[],"","","","","","","","","",""
741,"has_claw",2262902016,"","","","","","","","","","",[],"","","","","","","","","",""
742,"has_shield",4274216572,"","","","","","","","","","",[],"","","","","","","","","",""
743,"is_unarmed",2608708518,"","","","","","","","","","",[],"","","","","","","","","",""
744,"extra_extra_small_height",686245286,"","","","","","","","","","",[],"","","","","","","","","",""
745,"extra_small_height",726352330,"","","","","","","","","","",[],"","","","","","","","","",""
746,"small_height",365183768,"","","","","","","","","","",[],"","","","","","","","","",""
747,"medium_small_height",559498634,"","","","","","","","","","",[],"","","","","","","","","",""
748,"medium_height",2164249856,"","","","","","","","","","",[],"","","","","","","","","",""
749,"large_height",3157555250,"","","","","","","","","","",[],"","","","","","","","","",""
750,"extra_large_height",2557625014,"","","","","","","","","","",[],"","","","","","","","","",""
751,"extra_extra_large_height",2590480927,"","","","","","","","","","",[],"","","","","","","","","",""
752,"kitava_height",2188757823,"","","","","","","","","","",[],"","","","","","","","","",""
753,"very_slow_movement",383784182,"","","","","","","","","","",[],"","","","","","","","","",""
754,"slow_movement",1556336969,"","","","","","","","","","",[],"","","","","","","","","",""
755,"medium_movement",104547876,"","","","","","","","","","",[],"","","","","","","","","",""
756,"fast_movement",2687472871,"","","","","","","","","","",[],"","","","","","","","","",""
757,"very_fast_movement",3659373090,"","","","","","","","","","",[],"","","","","","","","","",""
758,"flesh_armour",914828785,"","","","","","","","","","",[],"","","","","","","","","",""
759,"light_armour",894636014,"","","","","","","","","","",[],"","","","","","","","","",""
760,"hard_armour",2838284729,"","","","","","","","","","",[],"","","","","","","","","",""
761,"mail_armour",12037867,"","","","","","","","","","",[],"","","","","","","","","",""
762,"plate_armour",2375865353,"","","","","","","","","","",[],"","","","","","","","","",""
763,"stone_armour",2921675571,"","","","","","","","","","",[],"","","","","","","","","",""
764,"energy_armour",884706954,"","","","","","","","","","",[],"","","","","","","","","",""
765,"bone_armour",3230449530,"","","","","","","","","","",[],"","","","","","","","","",""
766,"ghost_armour",3787715083,"","","","","","","","","","",[],"","","","","","","","","",""
767,"metal_armour",1696898984,"","","","","","","","","","",[],"","","","","","","","","",""
768,"liquid_armour",4111728007,"","","","","","","","","","",[],"","","","","","","","","",""
769,"wood_armour",2912328611,"","","","","","","","","","",[],"","","","","","","","","",""
770,"is_daemon",3009982738,"","","","","","","","","","",[],"","","","","","","","","",""
771,"cleaving_weapon",2728516038,"","","","","","","","","","",[],"","","","","","","","","",""
772,"slashing_weapon",3371471617,"","","","","","","","","","",[],"","","","","","","","","",""
773,"bludgeoning_weapon",3515227261,"","","","","","","","","","",[],"","","","","","","","","",""
774,"puncturing_weapon",1702804084,"","","","","","","","","","",[],"","","","","","","","","",""
775,"animal_claw_weapon",2756591432,"","","","","","","","","","",[],"","","","","","","","","",""
776,"unique_map_boss",696689158,"","","","","","","","","","",[],"","","","","","","","","",""
777,"non_unique_map_boss",1580309182,"","","","","","","","","","",[],"","","","","","","","","",""
778,"standalone_map_boss",2701304706,"","","","","","","","","","",[],"","","","","","","","","",""
779,"elder_map_boss",472297122,"","","","","","","","","","",[],"","","","","","","","","",""
780,"rogue_exile",3398807237,"","","","","","","","","","",[],"","","","","","","","","",""
781,"is_clone",104257566,"","","","","","","","","","",[],"","","","","","","","","",""
782,"non_attacking",2889286701,"","","","","","","","","","",[],"","","","","","","","","",""
783,"no_tier_1_eldritch_implicit",3471756517,"","","","","","","","","","",[],"","","","","","","","","",""
784,"no_tier_2_eldritch_implicit",1374432631,"","","","","","","","","","",[],"","","","","","","","","",""
785,"no_tier_3_eldritch_implicit",2512184325,"","","","","","","","","","",[],"","","","","","","","","",""
786,"no_tier_4_eldritch_implicit",2258976118,"","","","","","","","","","",[],"","","","","","","","","",""
787,"no_tier_5_eldritch_implicit",150443125,"","","","","","","","","","",[],"","","","","","","","","",""
788,"no_tier_6_eldritch_implicit",2474667271,"","","","","","","","","","",[],"","","","","","","","","",""
789,"scarab",1594868889,"","","","","","","","","","",[],"","","","","","","","","",""
790,"alira_area",1669127204,"","","","","","","","","","",[],"","","","","","","","","",""
791,"ocean_area",3802748639,"","","","","","","","","","",[],"","","","","","","","","",""
792,"voll_monster_story",3702984500,"","","","","","","","","","",[],"","","","","","","","","",""
793,"voll_monster_map",3551231385,"","","","","","","","","","",[],"","","","","","","","","",""
794,"military_area",1324605633,"","","","","","","","","","",[],"","","","","","","","","",""
795,"thaumaturgy_area",3245825046,"","","","","","","","","","",[],"","","","","","","","","",""
796,"piety_area",1435577272,"","","","","","","","","","",[],"","","","","","","","","",""
797,"summoner_area",3192670965,"","","","","","","","","","",[],"","","","","","","","","",""
798,"gold_pile_area",440936394,"","","","","","","","","","",[],"","","","","","","","","",""
799,"undying_boss_area",726660012,"","","","","","","","","","",[],"","","","","","","","","",""
800,"merveil_area",1317274210,"","","","","","","","","","",[],"","","","","","","","","",""
801,"sea_witch_boss_area",2609551250,"","","","","","","","","","",[],"","","","","","","","","",""
802,"golem_boss_area",3800046314,"","","","","","","","","","",[],"","","","","","","","","",""
803,"chaos_golem_boss_area",316855134,"","","","","","","","","","",[],"","","","","","","","","",""
804,"windy_area",3017272317,"","","","","","","","","","",[],"","","","","","","","","",""
805,"templar_boss_area",2645322180,"","","","","","","","","","",[],"","","","","","","","","",""
806,"doedre_monster_story",1397527032,"","","","","","","","","","",[],"","","","","","","","","",""
807,"doedre_monster_map",4208455513,"","","","","","","","","","",[],"","","","","","","","","",""
808,"shavronne_monster_story",3658931600,"","","","","","","","","","",[],"","","","","","","","","",""
809,"shavronne_monster_map",173599506,"","","","","","","","","","",[],"","","","","","","","","",""
810,"maligaro_monster_story",3011805589,"","","","","","","","","","",[],"","","","","","","","","",""
811,"maligaro_monste_map",1195695310,"","","","","","","","","","",[],"","","","","","","","","",""
812,"unholy_trio_monster_story",477670791,"","","","","","","","","","",[],"","","","","","","","","",""
813,"unholy_trio_monster_map",1939231545,"","","","","","","","","","",[],"","","","","","","","","",""
814,"voll_area",1010936803,"","","","","","","","","","",[],"","","","","","","","","",""
815,"doedre_area",1944943512,"","","","","","","","","","",[],"","","","","","","","","",""
816,"shavronne_area",900762192,"","","","","","","","","","",[],"","","","","","","","","",""
817,"maligaro_area",1606012979,"","","","","","","","","","",[],"","","","","","","","","",""
818,"unholy_trio_area",588817473,"","","","","","","","","","",[],"","","","","","","","","",""
819,"kitava_area",763443506,"","","","","","","","","","",[],"","","","","","","","","",""
820,"atziri_area",2896720803,"","","","","","","","","","",[],"","","","","","","","","",""
821,"trap_exile",3694818436,"","","","","","","","","","",[],"","","","","","","","","",""
822,"kraityn_area",280265851,"","","","","","","","","","",[],"","","","","","","","","",""
823,"toxic_pool_area",3858327344,"","","","","","","","","","",[],"","","","","","","","","",""
824,"dominus_monster_story",2304631451,"","","","","","","","","","",[],"","","","","","","","","",""
825,"dominus_monster_map",3149926473,"","","","","","","","","","",[],"","","","","","","","","",""
826,"dominus_area",158109196,"","","","","","","","","","",[],"","","","","","","","","",""
827,"necromancer_boss",2396691813,"","","","","","","","","","",[],"","","","","","","","","",""
828,"necromancer_area",2338390485,"","","","","","","","","","",[],"","","","","","","","","",""
829,"bestiary_spirit_boss",3088296944,"","","","","","","","","","",[],"","","","","","","","","",""
830,"archer_boss",3100450140,"","","","","","","","","","",[],"","","","","","","","","",""
831,"archer_boss_area",2236863392,"","","","","","","","","","",[],"","","","","","","","","",""
832,"bameth",4271795360,"","","","","","","","","","",[],"","","","","","","","","",""
833,"dishonoured_queen",2828354367,"","","","","","","","","","",[],"","","","","","","","","",""
834,"rigwald_area",1912544993,"","","","","","","","","","",[],"","","","","","","","","",""
835,"ruined_area",1385540054,"","","","","","","","","","",[],"","","","","","","","","",""
836,"spider_boss_area",359337501,"","","","","","","","","","",[],"","","","","","","","","",""
837,"beyond_demon",2183577120,"","","","","","","","","","",[],"","","","","","","","","",""
838,"female_rogue_exile",1950581970,"","","","","","","","","","",[],"","","","","","","","","",""
839,"scavenger_boss_area",96601205,"","","","","","","","","","",[],"","","","","","","","","",""
840,"goatman_boss_area",1963149033,"","","","","","","","","","",[],"","","","","","","","","",""
841,"totem_boss_area",2221164414,"","","","","","","","","","",[],"","","","","","","","","",""
842,"kitava_cultist_area",4083365445,"","","","","","","","","","",[],"","","","","","","","","",""
843,"abyss_commander_monster",1179781733,"","","","","","","","","","",[],"","","","","","","","","",""
844,"solaris_boss_story",3937092594,"","","","","","","","","","",[],"","","","","","","","","",""
845,"solaris_boss_map",3871262360,"","","","","","","","","","",[],"","","","","","","","","",""
846,"elder_portal_monster",2434763519,"","","","","","","","","","",[],"","","","","","","","","",""
847,"shaper_void_entity_monster",784155329,"","","","","","","","","","",[],"","","","","","","","","",""
848,"abaxoth_monster",3646006859,"","","","","","","","","","",[],"","","","","","","","","",""
849,"beyond_commander_monster",3653419786,"","","","","","","","","","",[],"","","","","","","","","",""
850,"unholy_trio_combined_boss_story",4156314326,"","","","","","","","","","",[],"","","","","","","","","",""
851,"unholy_trio_combined_boss_map",4065694657,"","","","","","","","","","",[],"","","","","","","","","",""
852,"crystalline_area",2026088119,"","","","","","","","","","",[],"","","","","","","","","",""
853,"rogue_exile_boss_area",846464640,"","","","","","","","","","",[],"","","","","","","","","",""
854,"shaper_guardian_boss",2986202576,"","","","","","","","","","",[],"","","","","","","","","",""
855,"trio_soul_area",1992376982,"","","","","","","","","","",[],"","","","","","","","","",""
856,"abyss_lich_boss",2778559837,"","","","","","","","","","",[],"","","","","","","","","",""
857,"elder_guardian_boss",313929952,"","","","","","","","","","",[],"","","","","","","","","",""
858,"chayula_boss",1420620227,"","","","","","","","","","",[],"","","","","","","","","",""
859,"harbinger_portal_monster",1431369955,"","","","","","","","","","",[],"","","","","","","","","",""
860,"harbinger_portal_monster_memory_line",2654227669,"","","","","","","","","","",[],"","","","","","","","","",""
861,"invasion_boss",1848731587,"","","","","","","","","","",[],"","","","","","","","","",""
862,"screeching_boss",2250791553,"","","","","","","","","","",[],"","","","","","","","","",""
863,"king_boss_story",3005338220,"","","","","","","","","","",[],"","","","","","","","","",""
864,"king_boss_map",4006408512,"","","","","","","","","","",[],"","","","","","","","","",""
865,"king_boss_area",2925621474,"","","","","","","","","","",[],"","","","","","","","","",""
866,"labyrinth_tileset_area",3266749994,"","","","","","","","","","",[],"","","","","","","","","",""
867,"betrayal_syndicate_member",776402257,"","","","","","","","","","",[],"","","","","","","","","",""
868,"betrayal_janus",220839046,"","","","","","","","","","",[],"","","","","","","","","",""
869,"necromancer_exile",515924566,"","","","","","","","","","",[],"","","","","","","","","",""
870,"innocence_story",3240019000,"","","","","","","","","","",[],"","","","","","","","","",""
871,"innocence_map",1666864939,"","","","","","","","","","",[],"","","","","","","","","",""
872,"betrayal_catarina",2315310126,"","","","","","","","","","",[],"","","","","","","","","",""
873,"bridge_area",335286102,"","","","","","","","","","",[],"","","","","","","","","",""
874,"incursion_architect_breach",2131534239,"","","","","","","","","","",[],"","","","","","","","","",""
875,"god_boss_map_area",1736996193,"","","","","","","","","","",[],"","","","","","","","","",""
876,"betrayal_breach",3655728428,"","","","","","","","","","",[],"","","","","","","","","",""
877,"kitava_map_boss",3294156323,"","","","","","","","","","",[],"","","","","","","","","",""
878,"vaal_architect_incursion",313438345,"","","","","","","","","","",[],"","","","","","","","","",""
879,"vaal_architect_temple",3469421872,"","","","","","","","","","",[],"","","","","","","","","",""
880,"elder_boss",2230839071,"","","","","","","","","","",[],"","","","","","","","","",""
881,"betrayal_cameria",869503650,"","","","","","","","","","",[],"","","","","","","","","",""
882,"crusader_conqueror_boss",3038247015,"","","","","","","","","","",[],"","","","","","","","","",""
883,"breachlord_boss_domain",2039738857,"","","","","","","","","","",[],"","","","","","","","","",""
884,"argus_labyrinth",3515383921,"","","","","","","","","","",[],"","","","","","","","","",""
885,"rigwald_map_boss",3652099319,"","","","","","","","","","",[],"","","","","","","","","",""
886,"warlord_conqueror_boss",2026762731,"","","","","","","","","","",[],"","","","","","","","","",""
887,"betrayal_guff",2841019020,"","","","","","","","","","",[],"","","","","","","","","",""
888,"hunter_conqueror_boss",4259238012,"","","","","","","","","","",[],"","","","","","","","","",""
889,"shaper_boss",1390662711,"","","","","","","","","","",[],"","","","","","","","","",""
890,"betrayal_haku",656792667,"","","","","","","","","","",[],"","","","","","","","","",""
891,"betrayal_thane_jorgin",3760333726,"","","","","","","","","","",[],"","","","","","","","","",""
892,"betrayal_riker_maloney",456179742,"","","","","","","","","","",[],"","","","","","","","","",""
893,"metamorph_boss",82916833,"","","","","","","","","","",[],"","","","","","","","","",""
894,"nature_boss",667718321,"","","","","","","","","","",[],"","","","","","","","","",""
895,"atziri_boss",917790602,"","","","","","","","","","",[],"","","","","","","","","",""
896,"delve_protovaal_boss",3618028743,"","","","","","","","","","",[],"","","","","","","","","",""
897,"delve_vaal_boss",2830395972,"","","","","","","","","","",[],"","","","","","","","","",""
898,"delve_lich_boss",1442331698,"","","","","","","","","","",[],"","","","","","","","","",""
899,"heist_science_miniboss_monster",2514409238,"","","","","","","","","","",[],"","","","","","","","","",""
900,"chaos_breachlord",2656435022,"","","","","","","","","","",[],"","","","","","","","","",""
901,"elder_lightning_guardian",2039587996,"","","","","","","","","","",[],"","","","","","","","","",""
902,"redeemer_conqueror_boss",1827373815,"","","","","","","","","","",[],"","","","","","","","","",""
903,"incursion_architect_card_sharp",3079142431,"","","","","","","","","","",[],"","","","","","","","","",""
904,"malachai_boss_map",3938539658,"","","","","","","","","","",[],"","","","","","","","","",""
905,"simulacrum_boss",2083517072,"","","","","","","","","","",[],"","","","","","","","","",""
906,"incursion_temple_boss",1920079897,"","","","","","","","","","",[],"","","","","","","","","",""
907,"oshabi_boss",3001245126,"","","","","","","","","","",[],"","","","","","","","","",""
908,"exile_molten_shell",4193882882,"","","","","","","","","","",[],"","","","","","","","","",""
909,"rhoa_map_boss",4197324500,"","","","","","","","","","",[],"","","","","","","","","",""
910,"incursion_temple_area",579314224,"","","","","","","","","","",[],"","","","","","","","","",""
911,"vaal_flesh_merchant",3606885318,"","","","","","","","","","",[],"","","","","","","","","",""
912,"primordial_map",102078291,"","","","","","","","","","",[],"","","","","","","","","",""
913,"cleansing_fire_altar",1076082036,"","","","","","","","","","",[],"","","","","","","","","",""
914,"tangle_altar",1592557513,"","","","","","","","","","",[],"","","","","","","","","",""
915,"primordial_altar_upside",2915689861,"","","","","","","","","","",[],"","","","","","","","","",""
916,"primordial_altar_downside",2748202933,"","","","","","","","","","",[],"","","","","","","","","",""
917,"cannot_be_archnemesis",1924648728,"","","","","","","","","","",[],"","","","","","","","","",""
918,"pinnacle_boss",2476561871,"","","","","","","","","","",[],"","Boss final de l'Atlas","Endgame-Atlasboss","ピナクルアトラスボス","최종 아틀라스 보스","Chefe Final do Atlas","Верховный босс Атласа","Jefe final del Atlas","อภิมหาบอสแอตลาส","巔峰輿圖頭目"
919,"great_tangle_currency",3610471065,"","","","","","","","","","",[],"","","","","","","","","",""
920,"cleansing_fire_currency",2498908130,"","","","","","","","","","",[],"","","","","","","","","",""
921,"all_eldritch_currency",2379865329,"","","","","","","","","","",[],"","","","","","","","","",""
922,"cannot_be_map_archnemesis",1605143406,"","","","","","","","","","",[],"","","","","","","","","",""
923,"drops_in_maps_only",3998435160,"","","","","","","","","","",[],"","","","","","","","","",""
924,"eldritch_ember",905516297,"","","","","","","","","","",[],"","","","","","","","","",""
925,"eldritch_ichor",3959630451,"","","","","","","","","","",[],"","","","","","","","","",""
926,"not_part_of_pack",469577040,"","","","","","","","","","",[],"","","","","","","","","",""
927,"no_strider_mod",1208090830,"","","","","","","","","","",[],"","","","","","","","","",""
928,"trade_market_legacy_item",1004965128,"","","","","","","","","","",[],"","","","","","","","","",""
929,"blight_monster",2259969379,"","","","","","","","","","",[],"","","","","","","","","",""
930,"sentinel_drone",618609298,"","","","","","","","","","",[],"","","","","","","","","",""
931,"sentinel_a",1425188255,"","","","","","","","","","",[],"","","","","","","","","",""
932,"sentinel_b",3934549490,"","","","","","","","","","",[],"","","","","","","","","",""
933,"sentinel_c",2823420623,"","","","","","","","","","",[],"","","","","","","","","",""
934,"cortex_boss",3885674354,"","","","","","","","","","",[],"","","","","","","","","",""
935,"vaalsidearea_boss",797469195,"","","","","","","","","","",[],"","","","","","","","","",""
936,"special_sentinel_mod",3722006829,"","","","","","","","","","",[],"","","","","","","","","",""
937,"inventing_area",3448994734,"","","","","","","","","","",[],"","","","","","","","","",""
938,"elderslayer",524098081,"","","","","","","","","","",[],"","","","","","","","","",""
939,"peaceful_map",640791601,"","","","","","","","","","",[],"","","","","","","","","",""
940,"blood_mage_boss_map",1595338818,"","","","","","","","","","",[],"","","","","","","","","",""
941,"city_home_map",3020365606,"","","","","","","","","","",[],"","","","","","","","","",""
942,"karui_map",3958276368,"","","","","","","","","","",[],"","","","","","","","","",""
943,"sentinel_power_core",1382786063,"","","","","","","","","","",[],"","","","","","","","","",""
944,"cannot_possess_boss",4046843980,"","","","","","","","","","",[],"","","","","","","","","",""
945,"delve_monster",3033956033,"","","","","","","","","","",[],"","","","","","","","","",""
946,"memory_line_kirac",4042487552,"","","","","","","","","","",[],"","","","","","","","","",""
947,"memory_line_alva",249601002,"","","","","","","","","","",[],"","","","","","","","","",""
948,"memory_line_niko",3630494735,"","","","","","","","","","",[],"","","","","","","","","",""
949,"memory_line_einhar",2149775682,"","","","","","","","","","",[],"","","","","","","","","",""
950,"all_sentinels",817043393,"","","","","","","","","","",[],"","","","","","","","","",""
951,"no_common_monster_mods",3894642850,"","","","","","","","","","",[],"","","","","","","","","",""
952,"essence_monster",1006536228,"","","","","","","","","","",[],"","","","","","","","","",""
953,"hellscape_demon_boss",1520344003,"","","","","","","","","","",[],"","","","","","","","","",""
954,"hellscape_pale_boss",2663862738,"","","","","","","","","","",[],"","","","","","","","","",""
955,"hellscape_flesh_boss",2537985754,"","","","","","","","","","",[],"","","","","","","","","",""
