"rownum","Id","MtxTypeGameSpecific","HASH16","HASH32","Size","bool_34","bool_35","HideoutTags","HideoutCategory","GrantedSkill","i32_84","bool_88","rid_89","bool_105","bool_106","bool_107","string_108","ReviveEffect"
429,"Metadata/Pet/LandSharkPet/LandSharkPet",6614,13731,4257466464,16,"","",[1],3,[29806],0,"","","",1,"","",""
430,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetAsala",6663,41274,1214572894,16,"","",[1],3,[],0,"","","",1,1,"",""
431,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetAukuna",6664,10159,1199268052,16,"","",[1],3,[],0,"","","",1,1,"",""
432,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetBone",6665,50240,472897647,16,"","",[1],3,[],0,"","","",1,1,"",""
433,"Metadata/Pet/EtchedBeetlePet/EtchedBeetlePetDeshret",6666,25451,899241714,16,"","",[1],3,[],0,"","","",1,1,"",""
434,"Metadata/Pet/AzmeriStag/AzmeriStag",6667,10075,1820085031,12,"","",[1],3,[],0,"","","","",1,"",""
435,"Metadata/Pet/LoyalCompanion/LoyalCompanion01",6760,53778,1187091667,8,"","",[2],87,[],0,"","","","",1,"",""
436,"Metadata/Pet/LoyalCompanion/LoyalCompanion02",6761,44768,3584457542,8,"","",[2],87,[],0,"","","","",1,"",""
437,"Metadata/Pet/LoyalCompanion/LoyalCompanion03",6762,57734,4022275641,8,"","",[2],87,[],0,"","","","",1,"",""
438,"Metadata/Pet/CrueltyKillerBird/CrueltyKillerBird",6817,24982,898651142,16,"","",[1],3,[16199],0,"","","","",1,"",""
439,"Metadata/Pet/OrchidSpider/OrchidSpider",6884,43766,1458633734,12,"","",[1],3,[],0,"","","","",1,"",""
440,"Metadata/Pet/JusticeGriffonFoal/JusticeGriffonFoalPet",6902,33764,3407235314,8,"","",[1],3,[],0,"","","","",1,"",""
441,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxBlack",6988,15630,1993952215,12,"","",[1],3,[],0,"","","","",1,"",""
442,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxGlass",6989,8966,3295864692,12,"","",[1],3,[],0,"","","","",1,"",""
443,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxPink__",6990,56269,1493729989,12,"","",[1],3,[],0,"","","","",1,"",""
444,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxPinkClothed",6991,21772,707624737,12,"","",[1],3,[],0,"","","","",1,"",""
445,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxCow_",6992,50153,1254590766,12,"","",[1],3,[],0,"","","","",1,"",""
446,"Metadata/Pet/Cat/Sphynx/GiantSphynx/GiantSphynxMummified",6993,20153,2234960783,12,"","",[1],3,[],0,"","","","",1,"",""
447,"Metadata/Pet/GoblinBand/GoblinBandLeader",7021,2682,560802583,8,"","",[1],87,[],1,"","",1,1,1,"",""
448,"Metadata/Pet/LinLin/LinLin",7023,35022,1865017319,8,"","",[1],3,[],0,"","","","",1,"",""
449,"Metadata/Pet/WuzhiqiWaterMonkey/WuzhiqiWaterMonkey",6369,45100,439265794,8,1,"",[1],3,[],0,"","","",1,1,"",""
450,"Metadata/Pet/WuzhiqiWaterMonkey/WuzhiqiWaterMonkeyPremium",6370,3395,1367563456,8,"",1,[1],3,[],0,"","","",1,1,"",""
451,"Metadata/Pet/WuzhiqiWaterMonkey/WuzhiqiWaterMonkeyPremiumExpired",6371,56799,429114444,8,1,"",[1],3,[],0,"","","",1,1,"",""
452,"Metadata/Pet/BreachHandSpider/BreachHandSpider",7055,7593,255529618,8,"","",[1],3,[],0,"","","",1,1,"",""
453,"Metadata/Pet/ThaumaturgyDogs/GhostDog_",7067,63625,3557764230,8,"","",[1],3,[],0,"","","",1,1,"",""
454,"Metadata/Pet/WayfinderWolf/WayfinderWolf",7068,42102,1027250508,12,"","",[1],3,[],0,"","","",1,1,"",""
455,"Metadata/Pet/MountainGoat/MountainGoat",7105,31977,3494358190,8,"","",[1],3,[],0,"","","",1,1,"Metadata/Pet/MountainGoat/MountainGoatHideout",""
456,"Metadata/Pet/PrecursorCentipede/PrecursorCentipede",7120,29411,1303986010,8,"","",[1],3,[],0,"","","","",1,"",""
457,"Metadata/Pet/Phoenix/PhoenixPetRed",7184,9779,3107233543,8,"","",[1],3,[],0,"","","","",1,"",0
458,"Metadata/Pet/Phoenix/PhoenixPetBlue",7185,10429,4269004494,8,"","",[1],3,[],0,"","","","",1,"",2
459,"Metadata/Pet/Phoenix/PhoenixPetGreen",7186,51369,440062611,8,"","",[1],3,[],0,"","","","",1,"",1
460,"Metadata/Pet/BookAndQuillPet/BookAndQuillPet",7266,58494,2475325428,8,"","",[1],87,[],0,"","","","",1,"",""
461,"Metadata/Pet/BookAndQuillPet/BookAndQuillPet_Abyss",7267,3572,4271764329,8,"","",[1],87,[],0,"","","","",1,"",""
462,"Metadata/Pet/BookAndQuillPet/BookAndQuillPet_Vaal",7268,47493,3541723807,8,"","",[1],87,[],0,"","","","",1,"",""
463,"Metadata/Pet/DriftLurker/DriftLurker",7286,27976,2405622314,8,"","",[1],3,[30629],0,"","","","",1,"",""
464,"Metadata/Pet/OrigamiPet/OrigamiPetBase",7287,61007,1953405473,8,"","",[1],3,[],0,"","","","",1,"",""
465,"Metadata/Pet/Vampire/VampirePet",7318,31631,4135292404,10,"","",[1],3,[],0,"","","","",1,"",""
466,"Metadata/Pet/VerisiumParasitePet/VerisiumParasitePet",7324,54140,3872404908,8,"","",[1],3,[],0,"","","","",1,"",""
