"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool_16","bool_17","MinimapIconPointerMaxDistance","i32_22","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32_34","i32_38"
625,"CheckpointNotActive",2,2,"","",250,0,"Checkpoint","Point de contrôle","Kontrollpunkt","チェックポイント","체크포인트","Ponto de Controle","Контрольная точка","Punto de control","เช็คพอยน์","記錄點",2,0
626,"MillerActive",2,2,"","",400,0,"Besieged Encampment","Campement assiégé","Belagertes Lager","包囲された野営地","포위당한 야영지","Acampamento Sitiado","Осаждённый лагерь","Campamento asediado","ค่ายที่ถูกรุกราน","被圍攻的營地",2,0
627,"MillerInactive",2,2,"","",400,0,"","","","","","","","","","",2,0
628,"CroneActive",2,2,"","",400,0,"Frostblood Ritual","Rituel de givresang","Frostblutritual","フロストブラッドの儀式","서리피 의식","Ritual Gela-sangue","Ритуал морозной крови","Ritual de escarcha","พิธีโลหิตเยือกแข็ง","霜血祭祀",2,0
629,"CroneInactive",2,2,"","",400,0,"","","","","","","","","","",2,0
630,"MudBurrowerActive",2,2,"","",400,0,"Vile Nest","Nid abominable","Unheilvolles Nest","邪悪な巣","끔찍한 둥지","Ninho Vil","Мерзкое гнездо","Nido vil","รังสามานย์","惡毒巢穴",2,0
631,"MudBurrowerInactive",2,2,"","",400,0,"","","","","","","","","","",2,0
632,"RustObeliskActive",2,2,"","",400,0,"Obelisk of Rust","Obélisque de Rouille","Obelisk des Rostes","錆のオベリスク","녹의 오벨리스크","Obelisco da Ferrugem","Ржавый обелиск","Obelisco oxidado","เสาหินสนิม","鐵鏽方尖碑",2,0
633,"RustObeliskInactive",2,2,"","",400,0,"","","","","","","","","","",2,0
634,"HusbandActive",2,2,"","",400,0,"Heart of the Mausoleum","Cœur du Mausolée","Herz des Mausoleums","霊廟の中心","능묘의 심장부","Coração do Mausoléu","Сердце мавзолея","Corazón del mausoleo","ใจกลางอนุสาวรีย์บรรจุศพ","靜縊陵墓中央",2,0
635,"HusbandInactive",2,2,"","",400,0,"","","","","","","","","","",2,0
636,"WifeActive",2,2,"","",400,0,"Heart of the Tomb","Cœur du Tombeau","Herz der Gruft","墓所の中心","무덤의 심장부","Coração da Tumba","Сердце гробницы","Corazón de la tumba","ใจกลางหลุมฝังศพ","墓室中央",2,0
637,"WifeInactive",2,2,"","",400,0,"","","","","","","","","","",2,0
638,"CrowbellActive",2,2,"","",250,0,"The Hunt Stone","La Pierre de chasse","Der Jagdstein","狩猟石","사냥의 돌","A Pedra da Caçada","Охотничий камень","El pilar de caza","ศิลานักล่า","狩獵之石",2,0
639,"CrowbellInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
640,"ExecutionerActive",2,2,"","",250,0,"Executioner's Block","Billot du Bourreau","Block des Henkers","処刑人の区画","사형 집행자의 나무토막","Bloco do Carrasco","Квартал палача","Cadalso","แท่นประหารของเพชฌฆาต","劊子手的斷頭塊",2,0
641,"ExecutionerInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
642,"GargoyleActive",2,2,"","",250,0,"The Fallen Altar","L'Autel du Déchu","Der gefallene Altar","堕落の祭壇","몰락한 제단","O Altar Caído","Падший алтарь","El altar caído","แท่นเสื่อมทราม","墮影祭壇",2,0
643,"GargoyleInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
644,"CountActive",2,2,"","",250,0,"Throne of the Wolf","Trône du Loup","Thron des Wolfes","狼の玉座","늑대의 옥좌","Trono do Lobo","Трон волка","Trono del lobo","บัลลังก์หมาป่า","狼之王座",2,0
645,"CountInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
646,"RathbreakerActive",2,2,"","",250,0,"Raider's Cliffs","Falaises des pillards","Klippen des Räubers","急襲者の崖","습격자의 절벽","Penhascos do Saqueador","Утёсы рейдеров","Riscos del saqueador","หน้าผาผู้รุกราน","劫掠者斷崖",2,0
647,"RathbreakerInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
648,"BalbalaActive",2,2,"","",250,0,"Prison of the Disgraced","Prison de la Disgrâce","Gefängnis der Entehrten","不名誉者の監獄","오욕당한 자의 감옥","Prisão da Desonrada","Темница бесчестья","Prisión de la deshonra","ที่จองจำผู้อัปยศ","恥辱牢獄",2,0
649,"BalbalaInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
650,"GateMechanismActive",2,2,"","",250,0,"Gate Mechanism","Mécanisme de la porte","Tor-Mechanismus","門の機構","관문 장치","Mecanismo do Portão","Механизм ворот","Mecanismo de la puerta","กลไกควบคุมประตู","大門機關",2,0
651,"GateMechanismInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
652,"LimActive",2,2,"","",250,0,"Forward Command Tents","Tentes de commandement avancées","Kommandozelte an der Front","前線指揮所","전방 지휘 막사","Barracas de Comando Avançado","Передовой командный шатёр ","Tiendas de mando de avanzada","เต็นท์บัญชาส่วนหน้า","前線指揮營帳",2,0
653,"LimInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
654,"PerennialHumanActive",2,2,"","",250,0,"Infested Tower","Tour infestée","Verseuchter Turm","穢れに覆われた塔","감염된 탑","Torre Infestada","Заражённая башня","Torre infestada","หอคอยอาบเชื้อ","染疫尖塔",2,0
655,"PerennialHumanInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
656,"KabalaActive",2,2,"","",250,0,"The Venom Pit","La Fosse du Venin","Die Giftgrube","毒の穴","독액 구덩이","O Fosso Venenoso","Ядовитая яма","El foso venenoso","หลุมอสรพิษ","毒坑",2,0
657,"KabalaInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
658,"BeetleBossActive",2,2,"","",250,0,"The Galleria","La Galerie","Die Galerie","ガレリア","회랑","A Galeria","Галерея","La galería","อุโมงค์ค้าขาย","畫廊",2,0
659,"BeetleBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
660,"ForsakenSonActive",2,2,"","",250,0,"The Vestibule ","Le Vestibule","Das Vestibül ","前庭","현관","O Vestíbulo","Вестибюль","El vestíbulo","โถงทางเข้า","大廳",2,0
661,"ForsakenSonInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
662,"MastodonActive",2,2,"","",250,0,"Blackrib Pit","Fosse de Côtenoire","Schwarzrippengrube","ブラックリブの穴","검은갈비뼈 구덩이","Fosso do Costela Negra","Чёрнохребтая яма","Foso de huesos","หลุมแบล็คริบ","黑骨坑",2,0
663,"MastodonInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
664,"TitanRuneActive",2,2,"","",250,0,"Ancient Seal","Sceau antique","Uraltes Siegel","古代の封印","고대의 봉인","Selo Antigo","Древняя печать","Sello antiguo","ผนึกดึกดำบรรพ์","古代封印",2,0
665,"TitanRuneInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
666,"TitanHandActive",3,3,"","",250,0,"","","","","","","","","","",2,0
667,"TitanHandInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
668,"TitanActive",2,2,"","",250,0,"Dais of Reckoning","Dais du Jugement","Podium der Abrechnung","審判の台座","심판의 연단","Plataforma do Acerto de Contas","Помост воздаяния","Tarima del juicio final","แท่นผลึกกรรมสนอง","清算講臺",2,0
669,"TitanInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
670,"TorGulActive",2,2,"","",250,0,"The Defiled Spire","La Flèche profanée","Die entweihte Turmspitze","冒涜された尖塔","더럽혀진 첨탑","A Torre Profanada","Осквернённый шпиль","La torre profanada","ยอดแหลมมัวหมอง","玷汙尖塔",2,0
671,"TorGulInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
672,"RudjaActive",2,2,"","",250,0,"Munitions Bunker","Dépôt de munitions","Munitionsbunker","弾薬貯蔵庫","탄약 벙커","Bunker de Munições","Бункер снабжения","Búnker de municiones","บังเกอร์ยุทโธปกรณ์","彈藥碉堡",2,0
673,"RudjaInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
674,"PerennialCorruptedActive",2,2,"","",250,0,"The Faridun Throne","Le Trône des Fariduns","Der Faridun-Thron","ファリドゥンの玉座","파리둔 왕좌","O Trono Faridun","Трон фаридунцев","El trono faridun","บัลลังก์ฟาริดัน","法里登王座",2,0
675,"PerennialCorruptedInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
676,"PlayerGravestone",2,2,1,"",250,0,"","","","","","","","","","",2,0
677,"ClearfellCampsiteActive",2,2,"","",250,0,"Mysterious Campsite","Campement mystérieux","Mysteriöser Lagerplatz","謎の露営地","수수께끼의 야영지","Acampamento Misterioso","Загадочный лагерь","Campamento misterioso","ค่ายปริศนา","神秘營區",2,0
678,"ClearfellCampsiteInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
679,"CarnivorousPlantActive",2,2,"","",250,0,"The Moving Bramble","Les Ronces vivaces","Der bewegliche Dornbusch","動く茨","움직이는 가시나무","O Espinheiro Móvel","Ползучие кусты","La zarza movediza","พุ่มหนามเคลื่อนที่","移動刺荊",2,0
680,"CarnivorousPlantInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
681,"MedallionUI",2,2,1,"",250,0,"","","","","","","","","","",2,0
682,"MausoleumSecretActive",2,2,"","",250,0,"Forgotten Riches","Richesses oubliées","Versteckte Reichtümer","忘れ去られた財貨","잊혀진 재물","Riquezas Esquecidas","Забытые богатства","Riquezas olvidadas","สมบัติที่ถูกลืม","忘卻財富",2,0
683,"MausoleumSecretInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
684,"GraveyardSecretActive",2,2,"","",250,0,"Ancient Ruin","Vestige antique","Antike Ruine","古代の遺跡","고대 유적","Ruína Antiga","Древние развалины","Ruinas antiguas","ซากโบราณ","古老遺跡",2,0
685,"GraveyardSecretInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
686,"CourtyardSecretActive",2,2,"","",250,0,"The Gallows","Les Potences","Die Galgen","絞首台","교수대","A Forca","Виселица","El patíbulo","ตะแลงแกง","絞刑架",2,0
687,"CourtyardSecretInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
688,"HuntingGroundsSecretActive",2,2,"","",250,0,"Dryadic Ritual","Rituel dryadique","Dryadisches Ritual","ドライアドの儀式","드라이어드의 의식","Ritual das Dríades","Ритуал дриад","Ritual driádico","พิธีนางไม้","樹靈祭祀",2,0
689,"HuntingGroundsSecretInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
690,"FarmlandsSecretActive",2,2,"","",250,0,"Crop Circle","Cercle de culture","Kornkreis","クロップ・サークル","수수께끼의 원무늬","Agroglifos","Круг на поле","Círculo en los cultivos","วงต้นกล้าเตียนโล่ง","麥田圈",2,0
691,"FarmlandsSecretInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
692,"TitanGrottoEntranceActive",2,2,"","",250,0,"","","","","","","","","","",2,0
693,"TitanGrottoEntranceInActive",2,2,"","",250,0,"","","","","","","","","","",2,0
694,"TombEncounterActive",2,2,"","",250,0,"Embattled Trove","Trésor assiégé","Umkämpfter Schatz","窮地の宝物","교전 중인 발견물","Tesouro Disputado","Находка на амбразурах","Tesoro asediado","ขุมทรัพย์ที่ถูกจู่โจม","爭戰的寶庫",2,0
695,"TombEncounterInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
696,"KethSanctumOfferingEncounterActive",2,2,"","",250,0,"Elemental Offering","Offrande élémentaire","Elementaropfer","元素の供物","원소 공물","Oferenda Elemental","Подношение стихии","Ofrenda elemental","เครื่องเซ่นไหว้แด่ธาตุทั้งหลาย","元素奉獻",2,0
697,"KethSanctumOfferingEncounterInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
698,"LowerTempleDistrictBeetleAmbushActive",2,2,"","",250,0,"Golden Tomb","Tombeau doré","Goldenes Grab","黄金の墓","황금 무덤","Tumba de Ouro","Золотая гробница","Tumba dorada","หลุมฝังศพทองคำ","耀金墓室",2,0
699,"LowerTempleDistrictBeetleAmbushInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
700,"SandsweptMarshCorpseSecretActive",2,2,"","",250,0,"Hanging Tree","Arbre des pendus","Galgenbaum","首吊りの木","매달린 나무","Árvore do Enforcamento","Дерево висельников","Árbol del ahorcado","ต้นแขวนคอ","吊樹",2,0
701,"SandsweptMarshCorpseSecretInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
702,"RootdredgeBossActive",2,2,"","",250,0,"Foul Ritual","Rituel fétide","Verderbtes Ritual","不快な儀式","더러운 의식","Ritual Pérfido","Гнусный ритуал","Ritual repugnante","พิธีโสโครก","邪惡祭祀",2,0
703,"RootdredgeBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
704,"SilverbackBlackfistBossActive",2,2,"","",250,0,"Temple Ruins","Ruines du temple","Tempelruinen","寺院の遺跡","사원 유적","Ruínas do Templo","Развалины храма","Ruinas del templo","ซากวิหาร","神廟遺跡",2,0
705,"SilverbackBlackfistBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
706,"SnakePitBossActive",2,2,"","",250,0,"Den of the Serpent Priestess","Antre de la Prêtresse des serpents","Höhle der Schlangenpriesterin","蛇巫女の巣","독사 여사제의 소굴","Toca da Sacerdotisa-serpente","Логово змеиной жрицы","Guarida de la sacerdotisa serpiente","รังนักพรตงูใหญ่","巨蛇女祭司的巢穴",2,0
707,"SnakePitBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
708,"XyclucianBossActive",2,2,"","",250,0,"Deadly Nest","Nid mortel","Tödliches Nest","致死の巣","치명적인 둥지","Ninho Mortal","Смертоносное гнездо","Nido letal","รังมหาภัย","致命巢穴",2,0
709,"XyclucianBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
710,"BlackjawBossActive",2,2,"","",250,0,"The Oubliette","Les Oubliettes","Der Kerker","土牢","지하 감옥","O Calabouço","Каменный мешок","El calabozo","ห้องขังใต้ดิน","地牢",2,0
711,"BlackjawBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
712,"ZicoatlBossActive",2,2,"","",250,0,"Grand Soul Core Nexus","Nexus du grand Noyau d'âme","Großer Seelenkern-Nexus","巨大ソウルコアの中核","우수한 영혼 핵 연결부","Nexus do Grande Núcleo d'Alma","Центр главного Ядра душ","Nexo de núcleo de alma grande","ศูนย์กลางแกนวิญญาณยิ่งใหญ่","宏偉靈魂核心聖域",2,0
713,"ZicoatlBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
714,"IgnagdukBossActive",2,2,"","",250,0,"Gor-gor Mog","Gor-gor Mog","Gor-gor Mog","ゴールゴール・モグ","고르고르 모그","Gor-gor Mog","Гор-гор Мог","Gor-gor Mog","กอร์-กอร์ ม็อก","茍茍摩格",2,0
715,"IgnagdukBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
716,"GoldcrushBossActive",2,2,"","",250,0,"The Aureaduct","L'Aureaduc","Das Golddukt","黄金の流路","오레아덕트","Aureaduto","Золотой ров","El aureaducto","ทางหลอมทอง","金黃之道",2,0
717,"GoldcrushBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
718,"QueenOfFilthBossActive",2,2,"","",250,0,"Stenchpools","Bassins méphitiques","Stinkende Becken","悪臭の溜まり場","썩은 내 웅덩이","Poças Fedidas","Вонючие болота","Charcas pestilentes","บ่อโสมม","惡臭之池",2,0
719,"QueenOfFilthBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
720,"KaazuliBossActive",2,2,"","",250,0,"Altar of the Sun","Autel du Soleil","Altar der Sonne","太陽の祭壇","태양의 제단","Altar do Sol","Алтарь Солнца","Altar del sol","แท่นดวงตะวัน","烈日祭壇",2,0
721,"KaazuliBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
722,"ViperNapuatziBossActive",2,2,"","",250,0,"Legion Blockade","Barrage de la Légion","Blockade der Legion","軍勢による封鎖","군단 봉쇄","Bloqueio da Legião","Блокада Легиона","Barricada de la legión","ด่านกองพัน","軍團壁壘",2,0
723,"ViperNapuatziBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
724,"DoryaniBossActive",2,2,"","",250,0,"The Testing Pit","La Fosse à essais","Die Versuchsgrube","試験の大穴","시험 구덩이","O Fosso de Testes","Испытательная яма","El foso de pruebas","หลุมทดลอง","試煉巨坑",2,0
725,"DoryaniBossInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
726,"CarverBogLandmarkActive",2,2,"","",250,0,"Flameskin Ritual","Rituel de la peau de flammes","Flammenhaut-Ritual","フレイムスキンの儀式","화염피부 의식","Ritual da Pele de Chamas","Ритуал огненной кожи","Ritual de piel en llamas","พิธีผิวเพลิง","火膚儀式",2,0
727,"CarverBogLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
728,"MarakethSanctumLocker",2,2,"","",250,0,"Relic Locker","Casier de Reliques","Relikttruhe","レリックロッカー","유물 사물함","Armário de Relíquias","Сундук с реликвиями","Cofre de reliquias","ล็อกเกอร์วัตถุตกทอด","聖物密櫃",2,0
729,"MarakethSanctumRoomSelector",2,2,"","",250,0,"","","","","","","","","","",2,0
730,"MarakethSanctumFountain",2,2,"","",250,0,"","","","","","","","","","",2,0
731,"MarakethSanctumKey",2,2,"","",250,0,"","","","","","","","","","",2,0
732,"MarakethSanctumAscendancyAltar",2,2,"","",250,0,"Altar of Ascendancy","Autel d'Ascendance","Altar der Aszendenz","アセンダンシーの祭壇","전직 제단","Altar de Ascendência","Алтарь Восхождения","Altar de ascendencia","แท่นครองอำนาจ","昇華之殿",2,0
733,"JungleDepthsLandmarkGraveActive",2,2,"","",250,0,"Jungle Grave","Tombe dans la jungle","Dschungelgrab","ジャングルの墓場","밀림 무덤","Sepulcro da Selva","Могила в джунглях","Tumba de la jungla","หลุมศพป่าดงดิบ","叢林墓園",2,0
734,"JungleDepthsLandmarkGraveInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
735,"SandsweptMarshLandmarkActive",2,2,"","",250,0,"Azak Campfire","Feu de camp azak","Azak-Lagerfeuer","アザクの焚き火","아자크 모닥불","Fogueira Azak","Кострище Азак","Hoguera de los azak","ค่ายกองไฟอาซัค","阿札克營火",2,0
736,"SandsweptMarshLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
737,"CorruptionAltarActive",2,2,"","",250,0,"","","","","","","","","","",2,0
738,"CorruptionAltarInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
739,"LowerMachinariumCorruptionDeviceLandmarkActive",2,2,"","",250,0,"Paquate's Mechanism","Mécanisme de Paquate","Paquates Mechanismus","パクアテの装置","파콰테의 장치","Mecanismo de Paquate","Механизм Паквате","Mecanismo de Paquate","กลไกของปะควาเท","帕科特的機關",2,0
740,"LowerMachinariumCorruptionDeviceLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
741,"UpperMachinariumTreasureRoomLandmarkActive",2,2,"","",250,0,"Supply Room","La Réserve","Vorratsraum","備品室","보급실","Sala de Suprimentos","Зал снабжения","Sala de suministros","ห้องเสบียง","補給室",2,0
742,"UpperMachinariumTreasureRoomLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
743,"JungleOutskirtsMaggotAmbushLandmarkActive",2,2,"","",250,0,"Larva Hollow","Cavité des larves","Larvenhölle","幼生の窪み","유생 동혈","Covil das Larvas","Личиночная впадина","Hondonada de larvas","โพรงตัวอ่อน","蠕蟲幽地",2,0
744,"JungleOutskirtsMaggotAmbushLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
745,"JungleDepthsAndOutskirtsExplorerLandmarkActive",2,2,"","",250,0,"Troubled Camp","Camp agité","Gebeuteltes Lager","物騒なキャンプ","곤경에 처한 야영지","Acampamento em Apuros","Лагерь в беде","Campamento conflictivo","ค่ายทุกข์ยาก","動亂營地",2,0
746,"JungleDepthsAndOutskirtsExplorerLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
747,"ChimeralWetlandsExplorerLandmarkActive",2,2,"","",250,0,"Ravaged Camp","Camp ravagé","Verwüstetes Lager","荒廃したキャンプ","황폐한 야영지","Acampamento Devastado","Разорённый лагерь","Campamento devastado","ค่ายที่ถูกล้างผลาญ","殘摧營地",2,0
748,"ChimeralWetlandsExplorerLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
749,"VastiriOutskirtsExplorerLandmarkActive",2,2,"","",250,0,"Raided Camp","Camp saccagé","Überfallenes Lager","襲撃されたキャンプ","습격당한 야영지","Acampamento Invadido","Разграбленный лагерь","Campamento saqueado","ค่ายที่ถูกโจมตี","被襲擊的營地",2,0
750,"VastiriOutskirtsExplorerLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
751,"WaterwaysShamanLandmarkActive",2,2,"","",250,0,"Shaman's Hut","Cabane du Shaman","Schamanenhütte","シャーマンの小屋","주술사의 오두막","Cabana do Xamã","Хижина шаманки","Cabaña del chamán","กระท่อมคนทรง","薩滿小屋",2,0
752,"WaterwaysShamanLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
753,"FriendlyCauldronCroneActive",3,3,"","",400,0,"Bubbling Respite","Refuge bouillonnant","Sprudelnder Ruheort","沸騰する休憩所","부글대는 휴식","Abrigo Borbulhante","Бурлящее укрытие","Refugio burbujeante","ที่พักกายฟองฟอด","沸騰喘息",2,0
754,"FriendlyCauldronCroneInactive",3,3,"","",400,0,"","","","","","","","","","",2,0
755,"DrownedCrawlerAmbushActive",2,2,"","",250,0,"Swarming Nest","Nid grouillant","Schwarmnest","群がる巣","몰려드는 둥지","Ninho do Enxame","Роящееся гнездо","Nido abarrotado","รังรุมเขมือบ","群湧巢穴",2,0
756,"DrownedCrawlerAmbushInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
757,"CraftingBenchIcon",2,2,"","",250,0,"Salvage Bench","Établi de recyclage","Verwertungswerkbank","サルベージベンチ","분해 작업대","Bancada de Reciclagem","Верстак для разборки","Mesa de reciclaje","โต๊ะรื้อ","回收台",2,0
758,"OghamVillageRenlysToolsActive",2,2,"","",250,0,"Renly's Workshop","Atelier de Renly","Renlys Werkstatt","レンリーの工房","렌리의 작업장","Oficina do Renly","Мастерская Ренли","Taller de Renly","โรงปฏิบัติงานของเรนลีย์","倫利的工作坊",2,0
759,"OghamVillageRenlysToolsInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
760,"SnakePitLandmarkActive",2,2,"","",250,0,"Priesthood Crypt","Crypte du sacerdoce","Krypta der Priesterschaft","聖職者の地下聖堂","사제단 지하실","Cripta do Sacerdócio","Жреческая крипта","Cripta sacerdotal","สุสานนักพรต","祭司墓穴",2,0
761,"SnakePitLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
762,"ChimeralWetlandsFlowerGauntletLandmarkActive",2,2,"","",250,0,"Toxic Bloom","Floraison toxique","Giftige Blüte","有毒な花","맹독성 꽃","Esplendor Tóxico","Ядовитые цветы","Flor tóxica","ดอกพิษร้าย","劇毒之花",2,0
763,"ChimeralWetlandsFlowerGauntletLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
764,"SunkenRuinsSubareaLandmarkActive",2,2,"","",250,0,"Shinies","Choses brillantes","Glitzer","輝き","귀중품","Brilhantes","Блестяшки","Seres brillantes","ของแวววาว","閃亮之物",2,0
765,"SunkenRuinsSubareaLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
766,"SacredSpiresShrineLandmarkActive",2,2,"","",250,0,"Sisters of Garukhan","Sœurs de Garukhan","Schwestern von Garukhan","ガルカーンの姉妹達","가루칸의 자매들","Irmãs de Garukhan","Сёстры Гарухан","Hermanas de Garukhan","พี่น้องการูคาน","卡洛翰的姐妹",2,0
767,"SacredSpiresShrineLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
768,"MarakethSanctumKeyConverterActive",2,2,"","",250,0,"Keth Forge","Forge de Keth","Keth-Schmiede","ケスの鍜治場","케스 대장간","Forja de Keth","Кетская кузня","Forja de Keth","เตาหลอมเค็ท","凱斯熔爐",2,0
769,"MarakethSanctumKeyConverterInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
770,"UtzaalGoldenIdolLandmarkActive",2,2,"","",250,0,"Peculiar Fortunes","Fortunes singulières","Sonderbare Reichtümer","特異な富","기이한 재물","Tesouros Peculiares","Исключительные ценности","Fortunas peculiares","ทรัพย์สมบัติน่าฉงน","古怪的財寶",2,0
771,"UtzaalGoldenIdolLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
772,"AggoratSacrificialHeartLandmarkActive",2,2,"","",250,0,"Blood Sacrifice","Sacrifice de sang","Blutopfer","血の生贄","피의 희생","Sacrifício de Sangue","Кровавое жертвоприношение","Sacrificio de sangre","แท่นสังเวยโลหิต","血犧",2,0
773,"AggoratSacrificialHeartLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
774,"UtzaalUltimatumKeyLandmarkActive",2,2,"","",250,0,"Trialmaster's Gift","Don du Maître des Épreuves","Geschenk des Prüfungsmeisters","トライアルマスターの贈り物","시련의 대가의 선물","Presente do Mestre das Provações","Дар Мастера испытаний","Regalo del Maestro de pruebas","ของขวัญของผู้คุมบททดสอบ","試煉大師之贈",2,0
775,"UtzaalUltimatumKeyLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
776,"TreasureVaultHammerActive",2,2,"","",250,0,"Reforging Bench","Établi de reforgeage","Umschiedewerkbank","リフォージベンチ","재련 작업대","Bancada de Reforja","Верстак для перековки","Mesa de reforja","โต๊ะหลอม","重鑄台",2,0
777,"TreasureVaultHammerInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
778,"ShrineActive",2,2,"","",150,0,"","","","","","","","","","",2,0
779,"ShrineInactive",2,2,"","",150,0,"","","","","","","","","","",2,0
780,"UltimatumRewardChestActive",2,2,"","",150,0,"Trial Rewards","Récompenses de l'Épreuve","Prüfungsbelohnungen","試練の報酬","시련 보상","Recompensas da Provação","Награды Испытания","Recompensas de la prueba","ของรางวัลบททดสอบ","試煉獎勵",2,0
781,"UltimatumRewardChestInactive",2,2,"","",150,0,"","","","","","","","","","",2,0
782,"MournersPathVaseLandmarkActive",2,2,"","",250,0,"Hushed Urn","Urne silencieuse","Geschlossene Urne","静かな骨壺","침묵하는 단지","Urna Silenciosa","Урна безмолвия","Urna silenciada","โกศอำพราง","寂靜甕",2,0
783,"MournersPathVaseLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
784,"MastodonBadlandsEffigyLandmarkActive",2,2,"","",250,0,"Fossilised Memorial","Monument fossilisé","Versteinerte Gedenkstätte","化石化した記念碑","화석화된 기념비","Memorial Fossilizado","Окаменевший памятник","Monumento fosilizado","อนุสรณ์ฟอสซิล","化石紀念品",2,0
785,"MastodonBadlandsEffigyLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
786,"OldForestWitchHutLandmarkActive",2,2,"","",250,0,"Areagne's Hut","Cabane d'Aréagne","Areagnes Hütte","アリアグネの小屋","아리아그네의 오두막","Cabana de Areagne","Хижина Ареагны","Cabaña de Areagne","กระท่อมของอาเรียกน์","艾列格尼的小屋",2,0
787,"OldForestWitchHutLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
788,"LostCityOfKethShrineLandmarkActive",2,2,"","",250,0,"Abandoned Prayer","Prière abandonnée","Verlassene Gebetsstätte","放棄された祈り","버려진 기도","Prece Abandonada","Заброшенная святыня","Plegaria abandonada","บทภาวนาที่ถูกทอดทิ้ง","遺棄祈禱",2,0
789,"LostCityOfKethShrineLandmarkInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
