"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","EffectHASH32","i32_36","ObjectHASH32"
443,"BaronBossIceWallSegmentR","Metadata/Monsters/Baron/Objects/BaronHumanFormIceWallR",[],2650866681,4,1889118285
444,"FissureCrack","Metadata/Effects/Spells/warrior_volcanic_fissure/crack",[],2373384489,4,4168857760
445,"BaronBossCorruptWolfIceGround","Metadata/Monsters/Baron/Objects/BaronCorruptWolfFormGroundIce",[],1438093564,4,512773570
446,"CorpsePileDevourer","Metadata/Terrain/Gallows/Act2/2_9_2/Objects/CorpsePileDevourer",[],253808544,4,2428585972
447,"AzmeriPictBowPodExplode","Metadata/Effects/Spells/monsters_effects/League_Azmeri/monsters/PictFemaleBow/BloomPod",[],3035061990,4,639276781
448,"TRAzmeriPodExplode","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CannibalPict/bow/ao/BloomPod",[],4223663487,4,1116988941
449,"AzmeriSwampToadSpawner","Metadata/Monsters/CrazedCannibalPicts/CrazedCannibalPicts_Female/Staff/Objects/SwampGroundSpawner",[],1726998111,4,3448572342
450,"AzmeriVoodooKingSwampToadSpawner","Metadata/Monsters/VoodooKing/VoodooKingSwampGround",[],1377041394,4,3236267132
451,"PerennialKingObsidianMinigunPortal","Metadata/Monsters/PerennialKingStage2/Objects/PerennialKingObsidianMinigunPortal",[],4132392023,4,3722438698
452,"PerennialKingDeathMarker","Metadata/Monsters/PerennialKingStage2/Objects/MatriarchMurderMarker",[],3910996585,4,764436481
453,"ForgeMasterLava","Metadata/Monsters/VaalForgeMaster/Lava/SunAura",[],890881872,4,4012310035
454,"PerennialKingObsidianMinigunMarker","Metadata/Terrain/Gallows/Act2/2_12_2/Objects/PerennialKingArena2ObsidianMinigunMarker",[],3138012306,4,2775701650
455,"QueenOfFilthMushroomLine","Metadata/Monsters/QueenOfFilth/Objects/QueenOfFilthBossMushroomLine",[],1124480448,4,1904540275
456,"DoryaniHumanBossSolarOrb","Metadata/Monsters/Doryani/TrueDoryani/objects/DoryaniHumanBossSolarOrb",[],3201058281,4,3339811242
457,"NotDoryaniHumanBossSolarOrb","Metadata/Monsters/LeagueIncursionNew/Thaumaturge/Boss/Tier3/Obects/DoryaniHumanBossSolarOrb",[],95959471,4,3380992359
458,"Spearstorm","Metadata/MiscellaneousObjects/spearstorm/Spearstorm",[],1656288192,4,397405890
459,"SanctumDealObject","Metadata/Terrain/Gallows/Act2/2_13/Objects/SanctumDealObject",[],1048641097,4,937349396
460,"SanctumDeferralObject","Metadata/Terrain/Gallows/Act2/2_13/Objects/SanctumDeferralObject",[],409536588,4,337903425
461,"SanctumKeyDispenser","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Rewards/SanctumKeyDispenser",[],2589016178,4,3482239653
462,"SanctumAscendancyDeviceFloor1","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/SanctumAscendancyDeviceFloor1",[],3099110701,4,2518410501
463,"SanctumAscendancyDeviceFloor2","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/SanctumAscendancyDeviceFloor2",[],4219483371,4,3894956312
464,"SanctumAscendancyDeviceFloor3","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/SanctumAscendancyDeviceFloor3",[],2652887734,4,674092428
465,"SanctumAscendancyDeviceFloor4","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/SanctumAscendancyDeviceFloor4",[],324215635,4,2403102883
466,"SanctumDecoKeyPlinthBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/ServerDeco/SanctumKeyPlinthBronze",[],2818251342,4,534285364
467,"SanctumRewardWaterMinor","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Rewards/SanctumMinorWaterFountain",[],2800952782,4,2368532839
468,"SanctumRewardWaterMajor","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Rewards/SanctumMajorWaterFountain",[],831490607,4,132350386
469,"SanctumKeyConverter","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Rewards/SanctumWaterToKeyConverter",[],1352380081,4,592401794
470,"UltimatumBloodCircle","Metadata/Terrain/Gallows/Act3/3_10/Objects/BloodAltarEncounter/BloodCircle",[],3059964346,4,4286870722
471,"UltimatumBloodAltar","Metadata/Terrain/Gallows/Act3/3_10/Objects/BloodAltarEncounter/BloodAltar",[],1413645449,4,2933632452
472,"PerennialKingMultiSpearRock","Metadata/Monsters/PerennialKingStage2/Objects/PerennialKingObsidianMultiSpearRock",[],164126812,4,1223280399
473,"PerennialKingElectricFenceSpike","Metadata/Monsters/PerennialKingStage2/Objects/PerennialKingObsidianSwordFencePost",[],838290091,4,2941546048
474,"ViperLegionPillar","Metadata/Monsters/VaalMonsters/ViperNapuatzi/Objects/LegionInitiator",[],1344260375,4,124812107
475,"SnakeBossFlameBlasts","Metadata/Monsters/GreatSnakeSkeletonBoss/Objects/GiantSnakeBossFlameBlasts",[],2168706568,4,1797452895
476,"ViperPlantedSpear","Metadata/Monsters/VaalMonsters/ViperNapuatzi/Objects/PlantedSpear",[],936711685,4,3053358324
477,"RedValeEncounterController1","Metadata/Terrain/Gallows/Act1/1_5/Objects/Controller1",[],2461301551,4,2697655294
478,"RedValeEncounterController2","Metadata/Terrain/Gallows/Act1/1_5/Objects/Controller2",[],3309326947,4,1673418348
479,"RedValeEncounterController3","Metadata/Terrain/Gallows/Act1/1_5/Objects/Controller3",[],2332156915,4,3555433517
480,"SOCarnivorousPlantBossVolatileTrees","Metadata/Monsters/CarnivorousPlantEater/OldForest/TreeVolatileSpawner",[],785431425,4,1634712627
481,"SOMonsterModVolatilePlants","Metadata/Monsters/MonsterMods/VolatilePlants/TreeVolatileSpawner",[],902568829,4,2054218516
482,"FungusBehemothPod1","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod1",[],742050223,4,806728661
483,"FungusBehemothPod2","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod2",[],1702844406,4,3284769712
484,"FungusBehemothPod3","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod3",[],3245112878,4,3529720345
485,"StationaryTitanBossLaserTarget","Metadata/Monsters/TitanBoss/Objects/StationaryTitanBossLaserTarget",[],3168443546,4,2269214137
486,"BitterGuyPath","Metadata/MiscellaneousObjects/PathMarkers/BitterGuyPath",[],178863105,4,827107309
487,"PerennialKingAsalaSandStormDefenceMarker","Metadata/Monsters/PerennialKingStage2/Objects/MatriarchSandstormDefence",[],2334600255,4,1627356657
488,"PerennialKingHead","Metadata/Terrain/Gallows/Act2/2_town/Objects/PerennialKingHead",[],3774874426,4,3505199177
489,"SkeletonSnakeVomitSlow","Metadata/Monsters/GreatSnakeSkeletonBoss/Objects/VomitSlowZone",[],3579978297,4,1668028753
490,"RabidDogRareSpawner","Metadata/Terrain/Gallows/Act1/1_13_1/Objects/RabidDogSpawnerRare",[],3258081179,4,2041247137
491,"KethDoor","Metadata/Terrain/Doodads/Desert/KethAscendancy/Objects/KethDoor",[],1757058547,4,3912561273
492,"VaalGoliathDestabilisedGround","Metadata/Monsters/VaalMonsters/Living/objects/VaalGoliathDestabilisedGround",[],129354780,4,2882170202
493,"ShieldBarricadeSegment","Metadata/MiscellaneousObjects/FrostWall/ShieldBarricade",[],2982643630,4,1510262227
494,"TwilightOverlordBoulder","Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordBoulders",[],2627244209,4,580267181
495,"TwilightOverlordUpwardRock","Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordUpwardRock",[],3036224609,4,3138342056
496,"TwilightOverlordXBlastOuter","Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordOuterXBlastRock",[],1762361574,4,911301181
497,"TwilightOverlordXBlastCentre","Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordCentreXBlastRock",[],2970590301,4,4185280923
498,"VaalZealotDaggerBanner","Metadata/Monsters/VaalMonsters/Zealots/Dagger/VaalZealotDaggerBannerPlaced",[],1305955505,4,2577531928
499,"SunWorshipperOrbitSun","Metadata/Monsters/VaalSunWorshipper/BlackHole/OrbitSun",[],2906285965,4,3882950630
500,"DoryaniMechZapTarget","Metadata/Monsters/DoryaniMechSuit/DoryaniMechZapTarget",[],2005060717,4,1482814955
501,"VaalForgeMasterFissureSpike","Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikes",[],3289718860,4,3906296086
502,"VaalForgeMasterFissureSpikeSTANDALONE","Metadata/Monsters/VaalForgeMaster/Objects/FissureSpikesStandAlone",[],2932629068,4,734924922
503,"MarakethSentinelMaceBossIceSpike","Metadata/Monsters/MarakethSanctumTrial/Boss/Objects/IceSpike",[],2993544553,4,1573729034
504,"StrongboxIceSpike","Metadata/Monsters/Strongbox/Daemon/IceSpike",[],929970826,4,2622960305
505,"SilentSpiresApparitionTrap","Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/ApparationMine",[],3022315785,4,117714620
506,"VaalForgeMasterFissureTrail","Metadata/Monsters/VaalForgeMaster/Objects/VaalForgeMasterFissureTrail",[],1494816498,4,2597961367
507,"VaalForgeMasterFissureTrailStandAlone","Metadata/Monsters/VaalForgeMaster/Objects/VaalForgeMasterFissureTrailStandAlone",[],3345282777,4,632589223
508,"SilentSpiresApparitionSummonElipticalOrbitDaemon","Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/OrbitProjectile",[],1229625682,4,2141275976
509,"VoodooKingSporePod","Metadata/Monsters/VoodooKing/Objects/SporePod",[],1762766086,4,1071012683
510,"ViperNapuatziStartHeight","Metadata/Terrain/Gallows/Act3/3_14/Objects/BossFormationHeightStart",[],3952503546,4,3281344011
511,"ViperNapuatziLeftSideInHeight","Metadata/Terrain/Gallows/Act3/3_14/Objects/BossFormationHeightLeftSideIn",[],116961232,4,600580665
512,"ViperNapuatziRightSideInHeight","Metadata/Terrain/Gallows/Act3/3_14/Objects/BossFormationHeightRightSideIn",[],1981334866,4,3290840453
513,"ViperNapuatziBothSidesInHeight","Metadata/Terrain/Gallows/Act3/3_14/Objects/BossFormationHeightBothSidesIn",[],142466586,4,3039099772
514,"MTXLegionCommanderPaleBoss","Metadata/Items/Armours/BodyArmours/LegionCommander/PaleBoss",[],3041682784,4,914230011
515,"MTXLegionCommanderPaleElite","Metadata/Items/Armours/BodyArmours/LegionCommander/PaleElite",[],3392329159,4,3664739144
516,"MTXLegionCommanderPaleFodder1","Metadata/Items/Armours/BodyArmours/LegionCommander/PaleFodder1",[],808811028,4,3532160275
517,"MTXLegionCommanderPaleFodder2","Metadata/Items/Armours/BodyArmours/LegionCommander/PaleFodder2",[],3808826549,4,1719992141
518,"MTXLegionCommanderDemonBoss","Metadata/Items/Armours/BodyArmours/LegionCommander/DemonBoss",[],3062537210,4,2613384093
519,"MTXLegionCommanderDemonElite","Metadata/Items/Armours/BodyArmours/LegionCommander/DemonElite",[],1022879031,4,1828141397
520,"MTXLegionCommanderDemonFodder1","Metadata/Items/Armours/BodyArmours/LegionCommander/DemonFodder1",[],2692945043,4,1684236540
521,"MTXLegionCommanderDemonFodder2","Metadata/Items/Armours/BodyArmours/LegionCommander/DemonFodder2",[],4215304300,4,3775616578
522,"DoryaniHumanBossForkBeamJointAlt","Metadata/Monsters/Doryani/TrueDoryani/objects/DoryaniHumanBossForkBeamJointAlt",[],2302294357,4,4254468530
523,"BreachEliteFlameWallSegment","Metadata/Monsters/Breach/Monsters/HellscapePaleElite1/FlameWallSegment",[],1620944952,4,165728149
524,"ChaosGodOwlBossBatSwarm","Metadata/Monsters/ChaosGodOwlBoss/objects/OwlBossBats",[],2220467164,4,2535439004
525,"BreachPortalObject","Metadata/MiscellaneousObjects/Breach/BreachObject",[28],3759696105,4,3700580422
526,"BreachLargeChestMarker","Metadata/MiscellaneousObjects/Breach/LargeChestMarker",[28],4122937626,4,1707634020
527,"SilentSpiresApparitionTimeTrialCollectable","Metadata/Monsters/MarakethSanctumTrial/Boss/ApparitionBoss/TimeTrialCollectable",[],480406497,4,2033267572
528,"VaalForgemasterLavaBlocking","Metadata/Monsters/VaalForgeMaster/Objects/LavaBlocking",[],2665322921,4,3864693000
529,"DeliriumInitiator","Metadata/Terrain/Gallows/Leagues/Delirium/Objects/DeliriumInitiator",[],860826231,4,52469712
530,"DeliriumHubPortal","Metadata/Terrain/Gallows/Leagues/Delirium/Objects/EndgameDeliriumHubPortal",[],153432039,4,2094955070
531,"DeliriumRotatingColdOrbs","Metadata/Monsters/LeagueDelirium/DeliriumMonsterSpinningOrb",[],1088853368,4,1303603773
532,"DeliriumWaypointOverride","Metadata/Terrain/Gallows/Leagues/Delirium/Objects/WaypointOverride",[],4135844093,4,607180478
533,"DemonClawBossFlameSeed","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossFlameSeed",[],3191933598,4,3101848666
534,"DemonClawBossFlameSeedSlow","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossFlameSeedSlow",[],4055010411,4,2524594409
535,"DemonClawBossFlameWall","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossFlameWall",[],1966887793,4,4167238561
536,"GiantSnakeArenaMiddleMap","Metadata/Terrain/Gallows/Act2/2_9_2/Objects/GiantSnakeArenaMiddleMap",[],2551773155,4,3328865133
537,"MicrotransactionFatesMadnessPortal","Metadata/Effects/Microtransactions/Town_Portals/FatesMadness/FatesMadnessPortal",[],507375727,4,1036738646
538,"CauldronMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/CauldronMapDevice",[],3631139020,4,1839203512
539,"CauldronMapDevicButton","Metadata/MapDevices/CauldronMapDevice/MapDeviceButton",[],1436013015,4,1767872045
540,"WarBanner","Metadata/Effects/Spells/banner/WarBannerGround",[],3096916604,4,3225635323
541,"DefianceBanner","Metadata/Effects/Spells/banner/ArmourEvasionBannerGround",[],3430197460,4,3282092096
542,"DreadBanner","Metadata/Effects/Spells/banner/DreadBannerGround",[],3484888533,4,2132574328
543,"RattlecageFissureLine","Metadata/Monsters/SaltGolem/SaltGolemRattlecageFissureLine",[],4041691086,4,2926644934
544,"RattlecageFissureLineStart","Metadata/Monsters/SaltGolem/SaltGolemRattlecageFissureLineStart",[],184918386,4,3319195661
545,"RattlecageFissureLineEnd","Metadata/Monsters/SaltGolem/SaltGolemRattlecageFissureLineEnd",[],2807644618,4,2278039786
546,"HellscapeDemonFissureLine","Metadata/Monsters/LeagueHellscape/DemonFaction/DemonBossFissures/HellscapeDemonBossFissureLine",[],3345654719,4,88477747
547,"HellscapeDemonFissureLineStart","Metadata/Monsters/LeagueHellscape/DemonFaction/DemonBossFissures/HellscapeDemonBossFissureLineStart",[],1236937306,4,3288731634
548,"HellscapeDemonFissureLineEnd","Metadata/Monsters/LeagueHellscape/DemonFaction/DemonBossFissures/HellscapeDemonBossFissureLineEnd",[],4133360446,4,3509441252
549,"ChaosGodBatPoisonCloud","Metadata/Monsters/ChaosGodTriHeadBat/ChaosGodTriheadBatPoisonCloud",[],3464389168,4,3093020545
550,"ThroneoftheRulerMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/ThroneoftheRulerMapDevice",[],411283485,4,2646649794
551,"ThroneoftheRulerMapDeviceButton","Metadata/MapDevices/LumeriusMapDevice/MapDeviceButton",[],3866158521,4,2349085187
552,"SanctumEffectDamageSource","Metadata/Monsters/MarakethSanctumTrial/Hazards/SanctumEffectDamageSource",[62],1227942172,4,3346172308
553,"AncestralCanoeCraftingBench","Metadata/Terrain/Missions/Hideouts/Objects/HideoutCraftingBenchAncestralCanoe",[],1888736639,4,2631350894
554,"UtltimatumAscendancyShrine1","Metadata/Terrain/Gallows/Act3/3_10/Objects/UltimatumTreasureRoomPedestalWave4",[],3100474562,4,3614712277
555,"UtltimatumAscendancyShrine2","Metadata/Terrain/Gallows/Act3/3_10/Objects/UltimatumTreasureRoomPedestalWave7",[],1538268513,4,124389650
556,"UtltimatumAscendancyShrine3","Metadata/Terrain/Gallows/Act3/3_10/Objects/UltimatumTreasureRoomPedestalWave10",[],1665042135,4,3714099852
557,"UtltimatumAscendancyShrine4","Metadata/Terrain/Gallows/Act3/3_10/Objects/UltimatumTrialmasterPedestal",[],1783747072,4,3359004089
558,"SanctumSentinelTrackingSlamOrb","Metadata/Monsters/MarakethSanctumTrial/Boss/Objects/SentinelTrackingEffect",[],2560799674,4,2880521037
559,"StormblastRods","Metadata/MiscellaneousObjects/StormBlastRod",[],2355804686,4,4071699176
560,"ShakariDeletedPressurePad","Metadata/Monsters/MarakethSanctumTrial/Boss/Shakari/Objects/PressurePlateDeleted",[],3554908405,4,1706945968
561,"MonsterModGlacialPrison","Metadata/Monsters/MonsterMods/GlacialPrison/GlacialPrisonCentre",[],3279289607,4,666876192
562,"MonsterModExpeditionStonePrison","Metadata/Monsters/MonsterMods/LeagueExpedition2/Stone/StonePrisonCentre",[],1769236581,4,2916953553
563,"ScropionBossGasPressurePad","Metadata/Monsters/MarakethSanctumTrial/Boss/Shakari/Objects/PressurePlateGas",[],2480489418,4,346522606
564,"ScropionBossDartPressurePad","Metadata/Monsters/MarakethSanctumTrial/Boss/Shakari/Objects/PressurePlateDart",[],1004845175,4,653779498
565,"ScropionBossGasScarabPressurePad","Metadata/Monsters/MarakethSanctumTrial/Boss/Shakari/Objects/PressurePlateScarab",[],2464602869,4,3409111135
566,"MonsterModFlamewaller","Metadata/Monsters/MonsterMods/Flamewaller/Flamewall",[],2992307136,4,1377529221
567,"PlayerMonsterModFlamewaller","Metadata/Monsters/MonsterMods/Flamewaller/Player/Flamewall",[],402610917,4,3376508595
568,"FountainSupportObject","Metadata/MiscellaneousObjects/FountainSupport",[],3739274287,4,3429493425
569,"RattlecageVolcano","Metadata/Monsters/SaltGolem/RattlecageVolcano",[],704501965,4,1861790166
570,"HellscapeDemonVolcano","Metadata/Monsters/LeagueHellscape/DemonFaction/DemonBossFissures/HellscapeDemonVolcano",[],3573100739,4,3947936445
571,"BloodBurstObject","Metadata/Monsters/LeagueRitual/DemonFaction/BloodBurstObject",[],3346743119,4,3477621993
572,"BloodBurstObject2","Metadata/Monsters/LeagueRitual/DemonFaction/BloodBurstObject2",[],2949901430,4,482666878
573,"TornadoShotTornado","Metadata/MiscellaneousObjects/TornadoShotTornado",[],2857320930,4,1877614515
574,"MirrorOfRefraction","Metadata/MiscellaneousObjects/Uniques/AtzirisRule/MirrorOfRefraction",[],214667168,4,677682869
575,"ZodiacDragonMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/ZodiacDragonMapDevice",[],2443774005,4,3723967285
576,"ZodiacDragonMapDeviceButton","Metadata/MapDevices/ZodiacDragonMapDevice/MapDeviceButton",[],3959410660,4,3475463051
577,"ZigguratLiftInnerBlocker1","Metadata/Terrain/Gallows/Act3/3_12/Objects/LiftInnerBlocker1",[],2461541973,4,4076903667
578,"ZigguratLiftInnerBlocker2","Metadata/Terrain/Gallows/Act3/3_12/Objects/LiftInnerBlocker2",[],3593033749,4,965170711
579,"AfflictionRotatingColdOrbs","Metadata/Monsters/LeagueDelirium/DeliriumMonsterSpinningOrb",[],1088853368,4,2814002345
580,"CommemorativeHillockStatue","Metadata/Terrain/Missions/Hideouts/Objects/HillockStatue",[],136426690,4,149098318
581,"CommemorativeVaalOversoulStatue","Metadata/Terrain/Missions/Hideouts/Objects/VaalOversoulStatue",[],2490847170,4,1450198157
582,"CommemorativeDominusStatue","Metadata/Terrain/Missions/Hideouts/Objects/DominusStatue",[],14328107,4,3456051687
583,"CommemorativeMalachaiStatue","Metadata/Terrain/Missions/Hideouts/Objects/MalachaiStatue",[],2616743192,4,4222825845
584,"CommemorativeKitavaStatue","Metadata/Terrain/Missions/Hideouts/Objects/KitavaStatue",[],2336226374,4,3829915274
585,"MicrotransactionWindowtoTwilightPortal","Metadata/Effects/Microtransactions/Town_Portals/TwilightWindowPortal/TwilightWindowPortal",[],120347751,4,398904323
586,"ThroneOfTheRulerChair","Metadata/MapDevices/LumeriusMapDevice/LumeriusMapDeviceChair",[],497953001,4,3683367579
587,"HellscapeFleshEliteBloodOrb_","Metadata/Monsters/LeagueHellscape/FleshFaction/objects/FleshElite1BloodOrbBomb",[],1559967657,4,4219221336
588,"DemonClawBossPulsingBall","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossPulsingBall",[],756901154,4,3161539639
589,"DemonClawBossBlackflameArenaSeed","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossBlackflameSeed",[],1742026884,4,3535059306
590,"DemonClawBossChillArenaSeed","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossChillSeed",[],3143119482,4,3571425348
591,"BeyondPortal1","Metadata/Monsters/BeyondDemons/BeyondPortal1",[6],3212161862,4,470646219
592,"BeyondPortal2","Metadata/Monsters/BeyondDemons/BeyondPortal2",[6],2119099127,4,2403928129
593,"BeyondPortal3","Metadata/Monsters/BeyondDemons/BeyondPortal3",[6],3819854185,4,1020995166
594,"BigVisualBeyondPortal","Metadata/Monsters/BeyondDemons/BeyondPortal3VisualOnly",[6],3025328887,4,865232075
595,"MicrotransactionRustKingPortal","Metadata/Effects/Microtransactions/Town_Portals/RustKingPortal/RustKingPortal",[],2174651095,4,1930496079
596,"RitualPurplePustule","Metadata/Monsters/LeagueRitual/Daemons/PurplePustules",[],960041841,4,2452793937
597,"RitualBloodBall","Metadata/Monsters/LeagueRitual/DemonFaction/BloodBall",[],233773033,4,25304827
598,"StormCallerInvisObject","Metadata/MiscellaneousObjects/StormcallerRod",[],1572469766,4,3312774643
599,"RitualTreeRoot1","Metadata/Monsters/LeagueRitual/Daemons/TreeRoot1",[],3242713773,4,3663988138
600,"RitualTreeRoot2","Metadata/Monsters/LeagueRitual/Daemons/TreeRoot2",[],1493352542,4,2938547782
601,"RitualTreeRoot3","Metadata/Monsters/LeagueRitual/Daemons/TreeRoot3",[],3554986972,4,2493268459
602,"RitualHubPortal","Metadata/Terrain/Leagues/Ritual/EndgameRitualHubPortal",[],1196875398,4,3705346567
603,"EmptyPlayerRowBoat","Metadata/Terrain/Hideouts/BeaconOfSalvation/Objects/EmptyRowBoat",[],3937633325,4,3607964259
604,"DeliriumSimulacrumLootSpawnMarker","Metadata/Terrain/Gallows/Leagues/Delirium/Objects/LootSpawnMarker",[],3105421313,4,3252135546
605,"EssenceMonolith","Metadata/MiscellaneousObjects/Monolith",[],1209225406,4,351030111
606,"EssenceMiniMonolith","Metadata/MiscellaneousObjects/MiniMonolith",[],1595234239,4,748067429
607,"RitualVolatilePlants","Metadata/Monsters/LeagueRitual/Daemons/TreeVolatileSpawner",[],3512277905,4,2274164173
608,"RitualFissureLine","Metadata/Monsters/LeagueRitual/Daemons/CorpseFissureDaemonFissureLine",[],4020355797,4,214338385
609,"RitualFissureLineStart","Metadata/Monsters/LeagueRitual/Daemons/CorpseFissureDaemonFissureLineStart",[],1569254038,4,1153868500
610,"RitualFissureLineEnd","Metadata/Monsters/LeagueRitual/Daemons/CorpseFissureDaemonFissureLineEnd",[],3753027062,4,3914400400
611,"MicrotransactionTemporalLordPortal","Metadata/MiscellaneousObjects/Portals/TemporalLordPortal",[],3701133916,4,2202604245
612,"PastTownAlvaPath","Metadata/Terrain/Gallows/Act3/3_town/Objects/VaalEncounter/AlvaPastTownPath",[],3922608830,4,4190837276
613,"ShrineEoW","Metadata/Monsters/Daemon/Shrines/Objects/ShrineRotatingEyeOfWinter",[],1057251259,4,2621578185
614,"FireEssenceSolarOrb","Metadata/Monsters/EssenceModDaemons/EssenceModFire1/FireEssenceModSolarOrb",[],352058558,4,2995700689
615,"ManaEssenceBlastZone","Metadata/Monsters/EssenceModDaemons/EssenceModMana1/EssenceManaBlastZone",[],2463297434,4,1083599310
616,"ChimeraIceWall","Metadata/Monsters/ChimeraWetlandsBoss/Objects/ChimeraBossIceWallSegment",[],890124661,4,1528412416
617,"ShellMonsterFissureStart","Metadata/Monsters/ShellMonster/Fissure/FissureLineStart",[],3827819183,4,3634979021
618,"ShellMonsterFissure","Metadata/Monsters/ShellMonster/Fissure/FissureLineMid",[],289620445,4,3595836588
619,"ShellMonsterFissureEnd","Metadata/Monsters/ShellMonster/Fissure/FissureLineEnd",[],2106295606,4,1822921674
620,"ShellMonsterVolcano","Metadata/Monsters/ShellMonster/Fissure/FissureVolcano",[],2801347451,4,1083810114
621,"MicrotransactionHallOfTheDeadPortal","Metadata/Effects/Microtransactions/Town_Portals/AncestorPortal/AncestorPortal",[],130600959,4,1588210217
622,"GiantToadPortal","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/GiantToadPortal",[],47033334,4,1286578042
623,"AlbinoGiantToadPortal","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Albino_GiantToadPortal",[],4163275465,4,521013672
624,"GreenGiantToadPortal","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Green_GiantToadPortal",[],488329649,4,1630684062
625,"FootprintsDelirium","Metadata/Effects/Microtransactions/foot_prints/delirium/footprints_delirium",[],2654309174,4,2799238689
626,"FootprintsBlight","Metadata/Effects/Microtransactions/foot_prints/blight/footprints_blight",[],1104368107,4,877691917
627,"FootprintsHarvest","Metadata/Effects/Microtransactions/foot_prints/harvest02/footprints_harvest",[],310632767,4,201215381
628,"FootprintsSynthesis","Metadata/Effects/Microtransactions/foot_prints/synthesis/footprints_synthesis",[],1228484617,4,765174822
629,"MicrotransactionStopwatchMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/StopwatchMapDevice",[],432274117,4,3642997947
630,"MicrotransactionStopwatchMapDeviceSilver","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/StopwatchMapDeviceSilver",[],2012205169,4,2731259682
631,"MicrotransactionStopwatchMapDeviceGold","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/StopwatchMapDeviceGold",[],1659161514,4,2922648622
632,"MicrotransactionStopwatchMapDeviceButton","Metadata/MiscellaneousObjects/StopwatchMapDeviceButton",[],2514923865,4,541576022
633,"MicrotransactionStopwatchMapDeviceButtonGold","Metadata/MiscellaneousObjects/StopwatchMapDeviceButtonGold",[],1886653989,4,2652217333
634,"MicrotransactionStopwatchMapDeviceButtonSilver","Metadata/MiscellaneousObjects/StopwatchMapDeviceButtonSilver",[],36877576,4,3498969580
635,"ExpeditionEncasedMonster","Metadata/MiscellaneousObjects/Expedition/ExpeditionEncasedMonster",[],390614066,4,477567160
636,"MicrotransactionZigguratMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/ZigguratMapDevice",[],2506006715,4,445491447
637,"MicrotransactionZigguratMapDeviceButton","Metadata/MiscellaneousObjects/ZigguratMapDeviceButton",[],1921652572,4,3920242867
638,"DemonClawBossFlameSeedMulti","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossFlameSeedMulti",[],3303451170,4,1554744447
639,"DemonClawBossDegenPlane","Metadata/Monsters/AtlasBosses/DemonClawBoss/objects/DemonClawBossDegenPlane",[],2750001639,4,3567240414
640,"MtxNethermancerFallenSouls","Metadata/Effects/Microtransactions/BodyArmours/Nethermancer/FallenSouls",[],451847790,4,2230587482
641,"MtxNethermancerRustFallenSouls","Metadata/Effects/Microtransactions/BodyArmours/Nethermancer/FallenSouls",[],451847790,4,1216237537
642,"StatueBossLootProxy","Metadata/Terrain/Gallows/Act3/3_6_2/Objects/BossLootProxyMAP",[],1123911260,4,4110297524
643,"OlrothRiCoObjects","Metadata/Monsters/LeagueExpeditionNew/Olroth/Objects/OlrothCrystalGround",[],219301568,4,864391057
