"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasNodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","AudioEvent","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","IsFree","bool_342","UnlockedBy","VisibleForAscendancy","bool_375","NodeFrameArt","bool_392","i32_393","bool_397","BrequelTree","i32_414","bool_418","StatValue6","StatValue7","i32_427","i32_431","rid_435","i32_451","QuestFlag","Requirement"
3969,"duelist_minions5_","Art/2DArt/SkillIcons/passives/CompanionsNode1.dds","[21798,21789]",12,12,0,0,29930,"Companion Damage and Companion Life","Dégâts des Compagnons et Vie des Compagnons","Gefährtenschaden und Gefährtenleben","コンパニオンダメージおよびコンパニオンダメージ","반려수 피해 및 반려수 생명력","Dano de Companheiros e Vida de Companheiros","Компаньоны: урон и здоровье","Daño y vida de compañeros","สหาย - ความเสียหายและพลังชีวิต","盟友傷害和盟友生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3970,"duelist_minions6","Art/2DArt/SkillIcons/passives/CompanionsNode1.dds","[21789,21798]",8,8,0,0,4084,"Companion Life and Damage","Vie et Dégâts des Compagnons","Gefährtenleben und Schaden","コンパニオンライフおよびダメージ","반려수 생명력 및 피해","Dano e Vida de Companheiros","Здоровье компаньонов и урон","Vida de compañeros y daño","พลังชีวิตสหายและความเสียหาย","盟友生命和傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3971,"duelist_minions7","Art/2DArt/SkillIcons/passives/CompanionsNode1.dds","[21798,21827]",12,10,0,0,63182,"Defences and Companion Life","Défenses et Vie des Compagnons","Verteidigungswerte und Gefährtenleben","防御力およびコンパニオンライフ","방어력 및 반려수 생명력","Defesas e Vida de Companheiros","Защита и здоровье компаньонов","Defensas y vida de compañeros","ค่าป้องกันและพลังชีวิตสหาย","防禦和盟友生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3972,"duelist_minions8","Art/2DArt/SkillIcons/passives/CompanionsNode1.dds","[21798,21827]",12,10,0,0,59647,"Defences and Companion Life","Défenses et Vie des Compagnons","Verteidigungswerte und Gefährtenleben","防御力およびコンパニオンライフ","방어력 및 반려수 생명력","Defesas e Vida de Companheiros","Защита и здоровье компаньонов","Defensas y vida de compañeros","ค่าป้องกันและพลังชีวิตสหาย","防禦和盟友生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3973,"duelist_minions9","Art/2DArt/SkillIcons/passives/CompanionsNotable1.dds","[21826,21798]",20,20,0,0,37266,"Nourishing Ally","Allié nourrissant","Nährender Verbündeter","癒しの味方","자양분을 주는 동료","Aliado Provedor","Кормящий союзник","Aliado nutritivo","Nourishing Ally","滋養的盟友",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,27,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3974,"duelist_minions10","Art/2DArt/SkillIcons/passives/CompanionsNotable1.dds",[21859],1,0,0,0,17600,"Thirsting Ally","Allié apaisant","Durstiger Verbündeter","渇望の味方","목마른 동료","Aliado Sedento","Жаждущий союзник","Aliado sediento","Thirsting Ally","飢渴的盟友",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3975,"duelist_minions11","Art/2DArt/SkillIcons/passives/CompanionsNotable1.dds","[21800,563]",1,15,0,0,8791,"Sturdy Ally","Allié robuste","Widerstandsfähiger Verbündeter","屈強な仲間","튼튼한 동료","Aliado Robusto","Крепкий союзник","Aliado fornido","Sturdy Ally","強健的盟友",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3976,"duelist_minions12_","Art/2DArt/SkillIcons/passives/CompanionsNotable1.dds",[478],25,0,0,0,47367,"[DNT-UNUSED] Duelist Minion Notable","WIP","[DNT-UNUSED] Duelist Minion Notable","傭兵ノータブル","WIP","WIP","[DNT-UNUSED] Duelist Minion Notable","Notable de mercenarios","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3977,"duration_spells1","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[212],-8,0,0,0,37956,"Reduced Duration","Réduction de Durée","Verkürzte Dauer","持続時間減少","지속시간 감소","Duração Reduzida","Сокращение длительности","Duración reducida","ลดระยะเวลา","減少持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3978,"duration_spells2","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18323],-8,0,0,0,29041,"Slow Effect on You","Effet des Ralentissements sur vous","Verlangsamungswirkung auf Euch","プレイヤーに対する減速効果","플레이어에게 적용되는 감속","Efeito de Desaceleração em Você","Эффект замедления на вас","Efecto de la ralentización sobre ti","ผลความเชื่องช้าต่อตัวคุณ","你身上的緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3979,"duration_spells3","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18323],-8,0,0,0,31388,"Slow Effect on You","Effet des Ralentissements sur vous","Verlangsamungswirkung auf Euch","プレイヤーに対する減速効果","플레이어에게 적용되는 감속","Efeito de Desaceleração em Você","Эффект замедления на вас","Efecto de la ralentización sobre ti","ผลความเชื่องช้าต่อตัวคุณ","你身上的緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3980,"duration_spells4","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18323],-24,0,0,0,51394,"Unimpeded","Sans entrave","Ungestört","遮られない","무제약","Sem Amarras","Беспрепятственность","Sin impedimentos","Unimpeded","暢通無阻",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3981,"duration_spells5","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[212],-8,0,0,0,59006,"Reduced Duration","Réduction de Durée","Verkürzte Dauer","持続時間減少","지속시간 감소","Duração Reduzida","Сокращение длительности","Duración reducida","ลดระยะเวลา","減少持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3982,"duration_spells6","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[212,18323]",-16,-10,0,0,35581,"Near at Hand","À portée de main","Griffbereit","手近に","손 닿는 거리","À Mão","Под рукой","Al alcance de la mano","Near at Hand","近在咫尺",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3983,"duration_spells7","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[18323,70]",-4,2,0,0,26568,"Slow Effect on You and Attack Speed","Effet des Ralentissements sur vous et Vitesse d'attaque","Verlangsamungswirkung auf Euch und Angriffsgeschwindigkeit","プレイヤーに対する減速効果およびアタックスピード","플레이어에게 적용되는 감속 및 공격 속도","Efeito de Desaceleração sobre Si e Velocidade de Ataque","Эффект замедления на вас и скорость атаки","Efecto de la ralentización sobre ti y velocidad de ataque","ผลความเชื่องช้าต่อตัวคุณและความเร็วในการโจมตี","你身上的緩速效果和攻擊速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3984,"duration_spells8","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,51732,"Attack Speed","Vitesse d'attaque","Angriffsgeschwindigkeit","アタックスピード","공격 속도","Velocidade de Ataque","Скорость атаки","Velocidad de ataque","โจมตี - ความเร็ว","攻擊速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3985,"duration_spells9","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,35863,"Attack Speed","Vitesse d'attaque","Angriffsgeschwindigkeit","アタックスピード","공격 속도","Velocidade de Ataque","Скорость атаки","Velocidad de ataque","โจมตี - ความเร็ว","攻擊速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3986,"duration_spells10","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18323],-8,0,0,0,59367,"Slow Effect on You","Effet des Ralentissements sur vous","Verlangsamungswirkung auf Euch","プレイヤーに対する減速効果","플레이어에게 적용되는 감속","Efeito de Desaceleração sobre Si","Эффект замедления на вас","Efecto de la ralentización sobre ti","ผลความเชื่องช้าต่อตัวคุณ","你身上的緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3987,"duration_spells11","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[9061,18323]",15,-8,0,0,10774,"Unyielding","Intraitable","Unnachgiebig","不撓","완고","Inabalável","Непреклонность","Irreductible","Unyielding","屹立不搖",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,4,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3988,"duration_spells12","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[],0,0,0,0,37310,"[DNT-UNUSED] Duration Spells Notable","WIP","[DNT-UNUSED] Duration Spells Notable","[DNT-UNUSED] Duration Spells Notable","WIP","WIP","[DNT-UNUSED] Duration Spells Notable","[DNT-UNUSED] Duration Spells Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3989,"slowed_enemies1","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[5962],10,0,0,0,11764,"Debuff Expiry","Expiration des effets néfastes","Abklingen von Schwächungen","デバフ消失","디버프 만료","Término de Penalidade","Истечение отрицательных эффектов","Expiración de efectos nocivos","ดีบัฟ - การหมดเวลา","減益效果失效",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3990,"slowed_enemies2","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[5962],10,0,0,0,38878,"Debuff Expiry","Expiration des effets néfastes","Abklingen von Schwächungen","デバフ消失","디버프 만료","Término de Penalidade","Истечение отрицательных эффектов","Expiración de efectos nocivos","ดีบัฟ - การหมดเวลา","減益效果失效",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3991,"slowed_enemies3_","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19043],5,0,0,0,54975,"Slow Effect","Effet des Ralentissements","Verlangsamungswirkung","減速効果","감속 효과","Efeito de Desaceleração","Эффект замедления","Efecto de ralentización","เชื่องช้า - ผล","緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3992,"slowed_enemies4","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19043],5,0,0,0,26772,"Slow Effect","Effet des Ralentissements","Verlangsamungswirkung","減速効果","감속 효과","Efeito de Desaceleração","Эффект замедления","Efecto de ralentización","เชื่องช้า - ผล","緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3993,"slowed_enemies5","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[19043],5,0,0,0,45774,"Slow Effect","Effet des Ralentissements","Verlangsamungswirkung","減速効果","감속 효과","Efeito de Desaceleração","Эффект замедления","Efecto de ralentización","เชื่องช้า - ผล","緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3994,"slowed_enemies6","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[212],10,0,0,0,20718,"Duration","Durée","Dauer","持続時間増加","지속시간","Duração","Длительность","Duración","ระยะเวลา","持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3995,"slowed_enemies7","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[5962],10,0,0,0,34898,"Debuff Expiry","Expiration des effets néfastes","Abklingen von Schwächungen","減速消失","디버프 만료","Término de Penalidade","Истечение отрицательных эффектов","Expiración de efectos nocivos","ดีบัฟ - การหมดเวลา","減益效果失效",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3996,"slowed_enemies8","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[212],10,0,0,0,13294,"Duration","Durée","Dauer","持続時間増加","지속시간","Duração","Длительность","Duración","ระยะเวลา","持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3997,"slowed_enemies9","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[19043,5962]",10,20,0,0,24240,"Time Manipulation","Manipulation temporelle","Zeitmanipulation","時間操作","시간 조작","Manipulação do Tempo","Манипуляция временем","Manipulación temporal","Time Manipulation","時間操縱",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,13,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3998,"slowed_enemies10","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[19043,212]",10,20,0,0,39990,"Chronomancy","Chronomancie","Chronomantie","時の魔法","시간술","Cronomancia","Хрономантия","Cronomancia","Chronomancy","時空法術",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
3999,"slowed_enemies11_","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[24],25,0,0,0,11098,"[DNT-UNUSED] Slowed Enemies Notable","WIP","[DNT-UNUSED] Slowed Enemies Notable","スロー状態の敵ノータブル","WIP","WIP","[DNT-UNUSED] Slowed Enemies Notable","Notable de enemigos ralentizados","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4000,"slowed_enemies12","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[24],25,0,0,0,10475,"[DNT-UNUSED] Slowed Enemies Notable","WIP","[DNT-UNUSED] Slowed Enemies Notable","スロー状態の敵ノータブル","WIP","WIP","[DNT-UNUSED] Slowed Enemies Notable","Notable de enemigos ralentizados","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4001,"slowed_enemies13","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[19043,19298]",4,20,0,0,44563,"Slow Effect and Hinder Duration","Effet des Ralentissements et Durée de l'Entrave","Verlangsamungswirkung und Lähmungsdauer","減速効果と阻害持続時間","감속 효과 및 이동 방해 지속시간","Efeito de Desaceleração e Duração do Tolhimento","Эффект замедления и длительность Скованности","Efecto de ralentización y duración de entumecimiento","เชื่องช้า - ผลและระยะเวลาขัดขวาง","緩速效果與阻礙持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4002,"slowed_enemies14_","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[19043,19298]",4,20,0,0,59053,"Slow Effect and Hinder Duration","Effet des Ralentissements et Durée de l'Entrave","Verlangsamungswirkung und Lähmungsdauer","減速効果と阻害持続時間","감속 효과 및 이동 방해 지속시간","Efeito de Desaceleração e Duração do Tolhimento","Эффект замедления и длительность Скованности","Efecto de ralentización y duración de entumecimiento","เชื่องช้า - ผลและระยะเวลาขัดขวาง","緩速效果與阻礙持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4003,"slowed_enemies15","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[4311,19043]",30,10,0,0,54805,"Hindered Capabilities","Capacités entravées","Eingeschränkte Fähigkeiten","阻害された能力","방해받은 능력","Capacidades Obstruídas","Ограниченные возможности","Capacidades entumecidas","Hindered Capabilities","受阻之力",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,13,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4004,"slowed_enemies16","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18323],-8,0,0,0,55412,"Slow Effect on You","Effet des Ralentissements sur vous","Verlangsamungswirkung auf Euch","プレイヤーに対する減速効果","플레이어에게 적용되는 감속 효과","Efeito de Desaceleração sobre Si","Эффект замедления на вас","Velocidad de la ralentización sobre ti","ผลความเชื่องช้าต่อตัวคุณ","你身上的緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4005,"slowed_enemies17","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[18323],-8,0,0,0,22538,"Slow Effect on You","Effet des Ralentissements sur vous","Verlangsamungswirkung auf Euch","プレイヤーに対する減速効果","플레이어에게 적용되는 감속 효과","Efeito de Desaceleração sobre Si","Эффект замедления на вас","Velocidad de la ralentización sobre ti","ผลความเชื่องช้าต่อตัวคุณ","你身上的緩速效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4006,"slowed_enemies18","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[12162,18323]",-10,-20,0,0,64659,"Lasting Boons","Bienfaits durables","Anhaltende Bereicherungen","持続する恩恵","지속되는 은혜","Dádivas Duradouras","Длительные благословения","Bendiciones duraderas","Lasting Boons","持續恩惠",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4007,"slowed_enemies19","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[5962],25,0,0,0,25211,"Waning Hindrances","Entraves fugaces","Schwindende Hindernisse","弱まる阻害","무너지는 방해물","Impedimentos Enfraquecidos","Ослабевающие помехи","Obstáculos menguantes","Waning Hindrances","衰退阻礙",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4008,"slowed_enemies20","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[5962],10,0,0,0,11330,"Debuff Expiry Rate","Effet des Ralentissements sur vous et Vitesse d'expiration des Effets néfastes","Abklingen von Schwächungen","デバフ消失レート","디버프 만료 속도","Taxa de Término da Penalidade","Скорость истечения отрицательных эффектов","Velocidad de expiración de los efectos nocivos","ดีบัฟ - อัตราการหมดเวลา","減益效果失效速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4009,"slowed_enemies21","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[5962],10,0,0,0,22185,"Debuff Expiry Rate","Effet des Ralentissements sur vous et Vitesse d'expiration des Effets néfastes","Abklingen von Schwächungen","デバフ消失レート","디버프 만료 속도","Taxa de Término da Penalidade","Скорость истечения отрицательных эффектов","Velocidad de expiración de los efectos nocivos","ดีบัฟ - อัตราการหมดเวลา","減益效果失效速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4010,"slowed_enemies22","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[3224],5,0,0,0,17796,"Cooldown Recovery Rate","Vitesse de recharge","Abklingzeit-Rate","クールダウン解消レート","재사용 대기시간 회복 속도","Velocidade de Recarga","Ускорение перезарядки","Velocidad de recuperación del enfriamiento","คูลดาวน์ - ความเร็วในการฟื้นฟู","冷卻時間恢復率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4011,"slowed_enemies23_","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[3224],16,0,0,0,12412,"Temporal Mastery","Maîtrise temporelle","Beherrschung der Zeit","時魔法のマスタリー","시간 지배","Maestria Temporal","Мастерство над временем","Maestría temporal","Temporal Mastery","時間專精",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
4012,"slowed_enemies24","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds","[5962,18323]",3,-4,0,0,3355,"Slow Effect on You and Debuff Expiry Rate","Effet des Ralentissements sur vous et Vitesse d'expiration des Effets néfastes","Verlangsamungswirkung auf Euch und Abklingen von Schwächungen","プレイヤーに対する減速効果およびデバフ消失レート","플레이어에게 적용되는 감속 및 디버프 만료 속도","Efeito de Desaceleração sobre Si e Taxa de Término da Penalidade","Эффект замедления на вас и скорость истечения отрицательных эффектов","Efecto de la ralentización sobre ti y velocidad de expiración de los efectos nocivos","ผลความเชื่องช้าต่อตัวคุณและอัตราการหมดเวลาของดีบัฟ","你身上的緩速效果及減益效果衰減率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
