"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","WeaponSoundType","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468","string_468 (French)","string_468 (German)","string_468 (Japanese)","string_468 (Korean)","string_468 (Portuguese)","string_468 (Russian)","string_468 (Spanish)","string_468 (Thai)","string_468 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","InheritsFrom","i32_763","i32_767","BossHealthBar","TauntGrantedEffect","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","Questflag","f32_826","f32_830","bool_834","[string]_835","[rid]_851","i32_867","PoiseThreshold","AttackCrit","rid_879","bool_895","i32_896","bool_900","i32_901","MonsterCategory","AggroAudio","i32_937","rid_941","bool_957","[i32]_958","[rid]_974","[i32]_990","[rid]_1006","string_1022"
1112,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickChaosBloodied",641,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Chaos/BloodyVaalZealotKnifestickChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,723,225,760,71,48,718,1101,31,29,118]",115,[],105,105,700,500,0,"[1195,3570]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaotic Zealot","Zélote chaotique","Chaotischer Eiferer","混沌の狂信者","혼돈의 맹신자","Fanático Caótico","Подвижник хаоса","Entusiasta caótico","Chaotic Zealot","混沌狂熱者",115,115,1425,[16200],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,31107,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1113,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickChaosPatrol",641,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Chaos/VaalZealotKnifestickChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,176,723,225,760,71,48,718,1101,31,29,118]",115,[],105,105,700,500,0,"[1195,3570]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais","[6756,6936]","stance2",0,"Chaotic Zealot","Zélote chaotique","Chaotischer Eiferer","混沌の狂信者","혼돈의 맹신자","Fanático Caótico","Подвижник хаоса","Entusiasta caótico","Chaotic Zealot","混沌狂熱者",115,115,1425,[16199],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,49467,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Zealots/PatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1114,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickCold",642,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/VaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,721,225,760,71,48,718,31,29,118]",115,[],105,105,700,500,0,"[1195,7533]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1425,[16199],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,4138,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1115,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickColdBloodied",642,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/BloodyVaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,721,225,760,71,48,718,31,29,118]",115,[],105,105,700,500,0,"[1195,7533]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1425,[16200],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,22235,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1116,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickColdPatrol",642,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/VaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,176,721,225,760,71,48,718,31,29,118]",115,[],105,105,700,500,0,"[1195,7533]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais","[6756,6936]","stance2",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1425,[16199],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,64129,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Zealots/PatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1117,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickColdSacrifice",642,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/VaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,721,225,760,71,48,718,31,29,118]",115,[],105,105,700,500,0,"[1195,7533]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"stance2",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1425,[16199],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,48783,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/VaalSoldiersGuardBase""]",-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1118,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickFire",643,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Fire/VaalZealotKnifestickFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,225,760,720,71,48,718,31,29,118]",115,[],105,105,700,500,0,"[1195,7534]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Fiery Zealot","Zélote ardent","Feuriger Eiferer","灼熱の狂信者","불타는 맹신자","Fanático Ardente","Огненный подвижник","Entusiasta ardiente","Fiery Zealot","熾炎狂熱者",115,115,1425,[16199],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,30924,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1119,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickFireBloodied",643,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Fire/BloodyVaalZealotKnifestickFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,225,760,720,71,48,718,31,29,118]",115,[],105,105,700,500,0,"[1195,7534]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Fiery Zealot","Zélote ardent","Feuriger Eiferer","灼熱の狂信者","불타는 맹신자","Fanático Ardente","Огненный подвижник","Entusiasta ardiente","Fiery Zealot","熾炎狂熱者",115,115,1425,[16200],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,44548,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1120,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickLightning__",644,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Lightning/VaalZealotKnifestickLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,225,760,71,48,722,718,31,29,118]",115,[],105,105,700,500,0,"[1195,3066]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Powered Zealot","Zélote chargé","Angetriebener Eiferer","電動の狂信者","강화된 맹신자","Fanático Potencializado","Заряженный подвижник","Entusiasta energizado","Powered Zealot","強化狂熱者",115,115,1425,[16199],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,6594,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1121,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickLightningBloodied",644,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Lightning/BloodyVaalZealotKnifestickLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1026,729,225,760,71,48,722,718,31,29,118]",115,[],105,105,700,500,0,"[1195,3066]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Powered Zealot","Zélote chargé","Angetriebener Eiferer","電動の狂信者","강화된 맹신자","Fanático Potencializado","Заряженный подвижник","Entusiasta energizado","Powered Zealot","強化狂熱者",115,115,1425,[16200],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,10151,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,36,0,"","",[],[],[],[],""
1122,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBlood",645,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Blood/VaalZealotSpearBlood.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,225,760,71,48,718,29,719,118,1028,761]",115,[],105,105,700,500,0,"[2417,2509,1195]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Blood Zealot","Zélote du sang","Blut-Eiferer","血の狂信者","피의 맹신자","Fanático Sangrento","Кровавый подвижник","Entusiasta de sangre","Blood Zealot","鮮血狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,47366,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1123,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBloodBloodied",645,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Blood/BloodyVaalZealotSpearBlood.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,225,760,71,48,718,29,719,118,1028,761]",115,[],105,105,700,500,0,"[2417,2509,1195]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Blood Zealot","Zélote du sang","Blut-Eiferer","血の狂信者","피의 맹신자","Fanático Sangrento","Кровавый подвижник","Entusiasta de sangre","Blood Zealot","鮮血狂熱者",115,115,1245,[16198],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,40251,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestVolatileReviveBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1124,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearChaos",646,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Chaos/VaalZealotSpearChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,723,225,760,71,48,718,1101,29,118,1028,761]",115,[],105,105,700,500,0,"[2418,6508,1226]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaotic Zealot","Zélote chaotique","Chaotischer Eiferer","混沌の狂信者","혼돈의 맹신자","Fanático Caótico","Подвижник хаоса","Entusiasta caótico","Chaotic Zealot","混沌狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,48058,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1125,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearChaosBloodied",646,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Chaos/BloodyVaalZealotSpearChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,723,225,760,71,48,718,1101,29,118,1028,761]",115,[],105,105,700,500,0,"[2418,6508,1226]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaotic Zealot","Zélote chaotique","Chaotischer Eiferer","混沌の狂信者","혼돈의 맹신자","Fanático Caótico","Подвижник хаоса","Entusiasta caótico","Chaotic Zealot","混沌狂熱者",115,115,1245,[16198],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,4606,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1126,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearChaosPatrol",646,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Chaos/VaalZealotSpearChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,176,34,723,225,760,71,48,718,1101,29,118,1028,761]",115,[],105,105,700,500,0,"[2418,6508,1226]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais","[6756,6938]","stance2",0,"Chaotic Zealot","Zélote chaotique","Chaotischer Eiferer","混沌の狂信者","혼돈의 맹신자","Fanático Caótico","Подвижник хаоса","Entusiasta caótico","Chaotic Zealot","混沌狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,47581,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Zealots/PatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1127,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearCold",647,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,721,225,760,71,48,718,29,118,1028,761]",115,[],105,105,700,500,0,"[7526,7532,1214]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,61115,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1128,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearColdBloodied",647,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/BloodyVaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,721,225,760,71,48,718,29,118,1028,761]",115,[],105,105,700,500,0,"[7526,7532,1214]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1245,[16198],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,34623,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1129,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearColdPatrol",647,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,176,34,721,225,760,71,48,718,29,118,1028,761]",115,[],105,105,700,500,0,"[7526,7532,1214]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais","[6756,6938]","stance2",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,7711,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Zealots/PatrolBase""]",-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1130,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearColdSacrifice",647,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,721,225,760,71,48,718,29,118,1028,761]",115,[],105,105,700,500,0,"[7526,7532,1214]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"stance2",0,"Gelid Zealot","Zélote glacial","Eisiger Eiferer","極寒の狂信者","극한의 맹신자","Fanático Gélido","Студёный подвижник","Entusiasta gélido","Gelid Zealot","極寒狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,41972,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/VaalMonsters/Living/VaalSoldiersGuardBase""]",-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
1131,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearFire",648,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Fire/VaalZealotSpearFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[728,729,34,225,760,720,71,48,718,29,118,1028,761]",115,[],105,105,700,500,0,"[6146,7525,6507,1211]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Fiery Zealot","Zélote ardent","Feuriger Eiferer","灼熱の狂信者","불타는 맹신자","Fanático Ardente","Огненный подвижник","Entusiasta ardiente","Fiery Zealot","熾炎狂熱者",115,115,1245,[16197],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,15935,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],[51],4,108,0.05,0,1,0,"",40,5,37,0,"","",[],[],[],[],""
