"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string_40","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","bool_66","bool_67","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","Shield","OnHitEffect","string_124","string_132","string_140","string_148","string_156","string_164","string_172"
142,"Weapon_Darkprism","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/staff.epk",43008,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/staff.epk"
143,"Footprint_Stygian","","","","","","","",44485,"","","","","","","","","","","","","","","",""
144,"Weapon_Stygian","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/staff.epk",8339,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/staff.epk"
145,"Footprint_Metamorph","","","","","","","",26537,"","","","","","","","","","","","","","","",""
146,"Weapon_Metamorph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_clawdaggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_staff.epk",3316,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_clawdaggerwand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_staff.epk"
147,"Weapon_WaterElemental","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/staff.epk",55581,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/staff.epk"
148,"Footprint_WaterElemental","","","","","","","",63228,"","","","","","","","","","","","","","","",""
149,"Footprint_Darkprism","","","","","Metadata/Effects/Microtransactions/foot_prints/darkprism/foot_trail.epk","","",5361,"","","","","","","","","","Metadata/Effects/Microtransactions/foot_prints/darkprism/foot_trail.epk","Metadata/Effects/Microtransactions/foot_prints/darkprism/foot_trail.epk","","","","",""
150,"Weapon_Darkseer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/wang.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk",4294,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/1H_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/2H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk"
151,"Weapon_Fateweaver","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/staff.epk",35867,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/staff.epk"
152,"Footprint_Project","","","","","","","",57121,"","","","","","","","","","","","","","","",""
153,"Weapon_Project","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/staff.epk",625,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/staff.epk"
154,"Footprint_Scientist","","","","","","","",2270,"","","","","","","","","","","","","","","",""
155,"Weapon_Scientist","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/staff.epk",55806,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/staff.epk"
156,"Footprint_Thaumaturgy","","","","","","","",6874,"","","","","","","","","","","","","","","",""
157,"Weapon_DarkMagic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/staff.epk",26316,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/Shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/staff.epk"
158,"Weapon_Void","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/staff.epk",15316,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/staff.epk"
159,"Weapon_Dreadspire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/staff.epk",44299,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/staff.epk"
160,"Weapon_InsatiableMalice","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/staff.epk",38511,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/2H_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/1H_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/2H_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/staff.epk"
161,"Weapon_DivineBenevolence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/staff.epk",64403,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/staff.epk"
162,"Weapon_Angelic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/staff.epk",28640,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/staff.epk"
163,"Footprint_Angelic","","","","","","","",62024,"","","","","","","","","","","","","","","",""
164,"Weapon_Demonic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/staff.epk",28554,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/staff.epk"
165,"Footprint_Demonic","","","","","","","",15785,"","","","","","","","","","","","","","","",""
166,"Footprint_Pandemonium","","","","","","","",20417,"","","","","","","","","","","","","","","",""
167,"Footprint_Harvest","","","","","","","",40852,"","","","","","","","","","","","","","","",""
168,"Weapon_Nightwatch","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/staff.epk",29259,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/staff.epk"
169,"Weapon_Goddess","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/staff.epk",13937,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/staff.epk"
170,"Footprint_Goddess","","","","","","","",55257,"","","","","","","","","","","","","","","",""
171,"Weapon_Sunrise","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/staff.epk",9550,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/staff.epk"
172,"Footprint_Sunrise","","","","","","","",42007,"","","","","","","","","","","","","","","",""
173,"Weapon_Nightfall","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/staff.epk",50945,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/staff.epk"
174,"Footprint_Nightfall","","","","","","","",65162,"","","","","","","","","","","","","","","",""
175,"Footprint_Twilight","","","","","Metadata/Effects/Microtransactions/foot_prints/twilight/Footprints_Twilight.epk","","",49773,"","","","","","","","","","Metadata/Effects/Microtransactions/foot_prints/twilight/Footprints_Twilight.epk","Metadata/Effects/Microtransactions/foot_prints/twilight/Footprints_Twilight.epk","","","","",""
