"rownum","Id","AlternateTreeVersion","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","PassiveType","Stats","Stat1","i32_68","Stat2","i32_76","Stat3","i32_84","Stat4","rid_92","i32_108","SpawnWeight","ConquerorIndex","Random","i32_124","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","DDSIcon","AchievementItems","ConquerorVersion","ConquerorSpawnWeight"
108,"eternal_keystone_3_v2",5,"Supreme Ostentation","Ostentation suprême","Überlegene Prahlerei","スプリームオステンテイション","허영의 정점","Ostentação Suprema","Величайшее хвастовство","Ostentación suprema","Supreme Ostentation","至高．炫耀",[4],[11047],1,1,0,0,0,0,0,0,0,100,3,0,0,"Displays of power are not just for show. If you are never truly tested,\r\nyou may divert those resources elsewhere.","Faire étalage de sa puissance ne sert pas qu'à épater la galerie.\r\nEt si personne n'ose jamais vous défier,\r\nce seront toujours des ressources que vous pourrez réattribuer ailleurs.","Machtdemonstrationen dienen nicht nur zur Schau. Wenn Ihr nie auf die Probe gestellt werdet, \r\nkönnt Ihr diese Ressourcen anderweitig einsetzen.","力を誇示するのは見せるためだけではない。真に試されることがないのであれば、その資源は他所に当てられる。","힘을 드러내는 것은 그저 과시하기 위함이 아니다. 그대에게 진정한 시련이 없다면\r\n그 여력을 다른 곳에 써도 된다.","Demonstração de poder não serve só para demonstrações. Se você nunca foi testado realmente, pode ser que desvie tais recursos para outro lugar.","Силу демонстрируют не только ради бахвальства. Если вас никогда не испытывали по-настоящему, направьте этот потенциал в другое русло.","Las demostraciones de poder no se hacen solo para aparentar. Si nunca te pones a prueba de verdad,\r\npodrías desviar esos recursos a otra parte.","การแสดงพลังไม่ใช่เพื่ออวดเบ่งเท่านั้น หากไม่มีใครประลองสู้เจ้าได้จริงๆ จงนำพลังนั้นไปทำอย่างอื่น","展示力量不光是炫耀。若你從未真的試驗過，或許你會將這力量轉化至其他地方。","Art/2DArt/SkillIcons/passives/SupremeProdigy.dds",[],1,100
109,"eternal_small_blank",5,"Price of Glory","Le Prix de la gloire","Preis des Ruhms","栄光の代償","영광의 대가","Preço da Glória","Цена славы","Precio de la gloria","Price of Glory","榮耀代價","[1,2]",[],0,0,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireBlank.dds",[],0,100
110,"eternal_notable_crit_1",5,"Flawless Execution","Exécution parfaite","Einwandfreie Ausführung","完璧な処刑","결함 없는 처형","Execução Impecável","Безупречное исполнение","Ejecución impoluta","Flawless Execution","完美行動",[3],[540],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
111,"eternal_notable_crit_2",5,"Brutal Execution","Exécution brutale","Brutale Ausführung","残虐な処刑","잔인한 처형","Execução Brutal","Жестокое исполнение","Ejecución brutal","Brutal Execution","殘暴行動",[3],[95],40,40,0,0,0,0,0,0,0,35,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
112,"eternal_notable_endurance_1",5,"Eternal Resilience","Ténacité éternelle","Ewige Ausdauer","永遠の丈夫さ","영원한 회복력","Resiliência Eterna","Вечная стойкость","Resiliencia eterna","Eternal Resilience","永恆韌性",[3],[7046],1,1,0,0,0,0,0,0,0,15,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
113,"eternal_notable_endurance_2",5,"Eternal Fortitude","Longanimité éternelle","Ewige Standhaftigkeit","永遠の頑強さ","영원한 강건함","Fortitude Eterna","Вечная храбрость","Fortaleza eterna","Eternal Fortitude","永恆剛毅",[3],[7735],8,8,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
114,"eternal_notable_endurance_3",5,"Eternal Dominance","Prédominance éternelle","Ewige Überlegenheit","永遠の優越","영원한 지배","Dominância Eterna","Вечное господство","Dominancia eterna","Eternal Dominance","永恆統御",[3],[3273],10,10,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
115,"eternal_notable_frenzy_1",5,"Eternal Fervour","Zèle éternel","Ewiger Eifer","永遠の熱血","영원한 열정","Fervor Eterno","Вечное рвение","Fervor eterno","Eternal Fervour","永恆熱情",[3],[181],10,10,0,0,0,0,0,0,0,15,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
116,"eternal_notable_frenzy_2",5,"Eternal Adaptiveness","Adaptabilité éternelle","Ewige Anpassungsfähigkeit","永遠の適応力","영원한 순응","Adaptação Eterna","Вечная приспособляемость","Flexibilidad eterna","Eternal Adaptiveness","永恆適性",[3],[116],8,8,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
117,"eternal_notable_frenzy_3",5,"Eternal Bloodlust","Soif de sang éternelle","Ewige Blutlust","永遠の渇き","영원한 유혈 충동","Sede de Sangue Eterna","Вечная кровожадность","Sed de sangre eterna","Eternal Bloodlust","永恆嗜血",[3],[1650],10,10,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
118,"eternal_notable_power_1",5,"Eternal Subjugation","Soumission éternelle","Ewige Unterwerfung","永遠の征服","영원한 예속","Subjugação Eterna","Вечное покорение","Subyugación eterna","Eternal Subjugation","永恆抑制",[3],[1249],15,15,0,0,0,0,0,0,0,15,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
119,"eternal_notable_power_2",5,"Eternal Separation","Séparation éternelle","Ewige Trennung","永遠の分離","영원한 이별","Separação Eterna","Вечное разделение","Separación eterna","Eternal Separation","永恆隔離",[3],[7736],4,4,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
120,"eternal_notable_power_3",5,"Eternal Exploitation","Exploitation éternelle","Ewige Ausbeutung","永遠の搾取","영원한 착취","Exploração Eterna","Вечное присвоение","Explotación eterna","Eternal Exploitation","永恆開發",[3],[5787],10,10,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
121,"eternal_notable_chill_1",5,"Rites of Lunaris","Rites de Lunaris","Ritual von Lunaris","ルナリスの儀式","루나리스의 의식","Ritos de Lunaris","Обряды Лунарис","Ritos de Lunaris","Rites of Lunaris","月影儀式",[3],[3420],30,30,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
122,"eternal_notable_chill_2",5,"Rites of Solaris","Rites de Solaris","Ritual von Solaris","ソラリスの儀式","솔라리스의 의식","Ritos de Solaris","Обряды Солярис","Ritos de Solaris","Rites of Solaris","日耀儀式",[3],[185],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
123,"eternal_notable_shock_1",5,"Virtue Gem Surgery","Chirurgie des Gemmes de vertu","Tugendgemmenschmiede","ヴァーチュージェムの手術","힘의 마석 수술","Cirurgia da Gema Virtuosa","Вживление камня добродетели","Cirugía de gemas de virtud","Virtue Gem Surgery","古靈寶石手術",[3],[3421],30,30,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
124,"eternal_notable_shock_2",5,"Rural Life","Vie rurale","Landleben","田舎の生活","전원 생활","Vida Rural","Сельская жизнь","Vida rural","Rural Life","鄉村生活",[3],[188],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
125,"eternal_notable_block_1",5,"City Walls","Murailles","Stadtmauern","都市の外壁","도시 성벽","Muros da Cidade","Городские стены","Muros de ciudad","City Walls","古城之牆",[3],[1081],8,8,0,0,0,0,0,0,0,20,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
126,"eternal_notable_block_2",5,"Sceptre Pinnacle","Cime du Sceptre","Turmspitze","王笏の頂点","셉터의 정점","Ápice do Cetro","Вершина перста","Pináculo del cetro","Sceptre Pinnacle","王權之巔",[3],[448],8,8,0,0,0,0,0,0,0,20,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
127,"eternal_notable_dodge_1",5,"Secret Tunnels","Tunnels secrets","Geheime Tunnel","秘密のトンネル","비밀 터널","Túneis Secretos","Тайные тоннели","Túneles secretos","Secret Tunnels","秘密通道",[3],[605],20,20,0,0,0,0,0,0,0,20,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
128,"eternal_notable_dodge_2",5,"Purity Rebel","Rebelle de la Pureté","Rebell der Reinheit","ピュリティの反乱者","정화 반란자","Pureza Rebelde","Повстанец Очищения","Rebelde de pureza","Purity Rebel","純淨反叛",[3],[448],12,12,0,0,0,0,0,0,0,20,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
129,"eternal_notable_aura_1",5,"Superiority","Supériorité","Erhabenheit","優勢","우월성","Superioridade","Превосходство","Superioridad","Superiority","優越",[3],[3689],12,12,0,0,0,0,0,0,0,20,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
130,"eternal_notable_minion_1",5,"Slum Lord","Seigneur des taudis","Gebieter","スラムの主","빈민가 군주","Lorde da Favela","Лорд трущоб","Señor de los tugurios","Slum Lord","貧民君主",[3],[474],80,80,0,0,0,0,0,0,0,40,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
131,"eternal_notable_minion_2",5,"Axiom Warden","Geôlier d'Axiom","Axiom-Wächter","アクシオムの守り人","액시옴 간수","Carcereiro de Axiom","Смотритель Аксиомы","Guardián de Axiom","Axiom Warden","典獄長格言",[3],[153],80,80,0,0,0,0,0,0,0,40,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
132,"eternal_notable_spell_1",5,"Gemling Inquisition","Inquisition des Sertis","Inquisition der Gemmlinge","ジェムリングの審問","마석병의 이단 심문","Inquisição Gemante","Инквизиция каменитов","Inquisición gemita","Gemling Inquisition","古靈審判所",[3],[25],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
133,"eternal_notable_spell_2",5,"Gemling Ambush","Embuscade des Sertis","Überfall der Gemmlinge","ジェムリングの不意打ち","마석병의 매복","Emboscada Gemante","Засада каменитов","Emboscada gemita","Gemling Ambush","古靈伏擊",[3],[542],80,80,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
134,"eternal_notable_fire_attack_1",5,"Night of a Thousand Ribbons","Nuit des Mille Rubans","Nacht der Tausend Schleifen","千のリボンの夜","천 개의 리본의 밤","Noite das Mil Fitas","Ночь тысячи лент","Noche de las mil cintas","Night of a Thousand Ribbons","千縷絲之夜",[3],[5700],80,80,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
135,"eternal_notable_cold_attack_1",5,"Bloody Flowers' Rebellion","Rébellion des Fleurs ensanglantées","Rebellion der Blutigen Blüten","血染めの花の反乱","핏빛 꽃송이 봉기","Rebelião das Flores Sangrentas","Восстание Кровавых цветов","Rebelión de las flores sangrientas","Bloody Flowers' Rebellion","太腥花之亂",[3],[5701],80,80,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
136,"eternal_notable_lightning_attack_1",5,"Chitus' Heart","Cœur de Chitus","Chitus' Herz","チタスの心","치투스의 심장","Coração de Chitus","Сердце Титуса","Corazón de Chitus","Chitus' Heart","切特斯之心",[3],[5702],80,80,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
137,"eternal_notable_physical_damage_1",5,"Gemling Training","Entraînement des Sertis","Gemmling-Training","ジェムリングの訓練","마석병 훈련","Treinamento Gemante","Выучка каменита","Entrenamiento Gemita","Gemling Training","古靈訓練",[3],[26],80,80,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
138,"eternal_notable_physical_damage_2",5,"Rigwald's Might","Puissance de Rigwald","Rigwalds Macht","リグワルドの精力","리그월드의 완력","Força de Rigwald","Мощь Ригвальда","El poder de Rigwald","Rigwald's Might","瑞佛之力",[3],[476],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
139,"eternal_notable_bleed_damage_1",5,"Geofri's End","Dénouement de Geofri","Geofris Untergang","ジェフリの最後","조프리의 끝","Fim de Geofri","Конец Джофри","El fin de Geofri","Geofri's End","吉爾菲的結局",[3],[8537],10,10,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
140,"eternal_notable_projectile_attack_damage_1",5,"Lioneye's Focus","Visée d'Œil de Lion","Löwenauges Fokus","ライオンアイのフォーカス","라이온아이의 집중","Foco de Lioneye","Меткость Львиного глаза","La concentración de Lioneye","Lioneye's Focus","獅眼的專注",[3],[4761],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
141,"eternal_notable_attack_speed_1",5,"Voll's Coup","Coup d'État de Voll","Volls Putsch","ヴォールの政変","볼의 봉기","Golpe de Voll","Ход Волла","La revuelta de Voll","Voll's Coup","福爾的妙計",[3],[70],15,15,0,0,0,0,0,0,0,35,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
142,"eternal_notable_cast_speed_1",5,"Dialla's Wit","Esprit de Dialla","Diallas Scharfsinn","ディアーラの理知","디알라의 재치","Sabedoria de Diala","Ум Диаллы","El intelecto de Dialla","Dialla's Wit","達拉的智慧",[3],[212],15,15,0,0,0,0,0,0,0,35,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
143,"eternal_notable_rarity_1",5,"Discerning Taste","Goûts raffinés","Guter Geschmack","洗練された審美眼","안목의 소유자","Gosto Discernente","Придирчивый вкус","Sabor discernido","Discerning Taste","鑑賞之味",[3],[147],40,40,0,0,0,0,0,0,0,25,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
144,"eternal_notable_armour_1",5,"Gleaming Legion","Légion étincelante","Glänzende Legion","輝く軍団","번뜩이는 군단","Legião Reluzente","Сверкающий легион","Legión resplandeciente","Gleaming Legion","閃耀軍閥",[3],[111],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
145,"eternal_notable_evasion_1",5,"Shadowy Streets","Ruelles sombres","Finstere Gassen","暗い路地裏","아련한 거리","Ruas Escuras","Тёмные улицы","Calles ensombrecidas","Shadowy Streets","陰暗巷道",[3],[114],80,80,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
146,"eternal_notable_fire_resistance_1",5,"Crematorium Worker","Crémateur","Einäscherer","火葬場の労働者","화장터 일꾼","Trabalhador do Crematório","Рабочий крематория","Trabajador de crematorio","Crematorium Worker","火葬場之徒",[3],[138],50,50,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
147,"eternal_notable_cold_resistance_1",5,"Street Urchin","Enfant de la rue","Straßenkind","浮浪児","거리의 악동","Garoto de Rua","Уличный оборванец","Erizo callejero","Street Urchin","街邊頑童",[3],[140],50,50,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
148,"eternal_notable_lightning_resistance_1",5,"Baleful Augmentation","Accroissement maléfique","Schmerzvolle Verstärkung","悪意に満ちた強化","사악한 강화","Aumento Maligno","Зловещее усиление","Mejora nefasta","Baleful Augmentation","險惡增幅",[3],[142],50,50,0,0,0,0,0,0,0,50,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
149,"eternal_notable_chaos_resistance_1",5,"With Eyes Open","Face à la vérité","Mit geöffneten Augen","開いた目で","트인 눈","Com Olhos Abertos","С открытыми глазами","Con los ojos abiertos","With Eyes Open","睜大雙眼",[3],[144],37,37,0,0,0,0,0,0,0,40,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
150,"eternal_notable_life_1",5,"Robust Diet","Diète vigoureuse","Stramme Diät","健全な食事","보양식","Dieta Robusta","Строгая диета","Dieta robusta","Robust Diet","生酮飲食",[3],[118],10,10,0,0,0,0,0,0,0,40,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
151,"eternal_notable_mana_1",5,"Pooled Resources","Ressources accumulées","Gebündelte Ressourcen","集結された資源","물자 산더미","Recursos Agregados","Накопленные запасы","Recursos agrupados","Pooled Resources","集資",[3],[122],30,30,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
152,"eternal_notable_mana_regen_1",5,"Laureate","Lauréat","Laureat","名誉ある者","계관인","Louvado","Придворный поэт","Galardonado","Laureate","桂冠",[3],[124],50,50,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
153,"eternal_notable_accuracy_1",5,"War Games","Exercices de guerre","Kriegsspiele","ウォーゲーム","워 게임","Jogos de Guerra","Военные игры","Juegos de guerra","War Games","戰爭遊戲",[3],[84],25,25,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
154,"eternal_notable_flask_duration_1",5,"Freshly Brewed","Décoction fraîche","Frisch gebraut","淹れたて","신선한 한 잔","Recém Fermentado","Свежий отвар","Recién preparado","Freshly Brewed","鮮釀",[3],[763],20,20,0,0,0,0,0,0,0,30,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
155,"kalguur_keystone_1",6,"Black Scythe Training","Entraînement de la Faux noire","Training der Schwarzen Sense","ブラックサイストレー二ング","검은 낫의 교육","Treinamento da Foice Negra ","Подготовка Чёрной косы","Entrenamiento con la guadaña negra","Black Scythe Training","黑暗血鐮訓練",[4],[20614],1,1,0,0,0,0,0,0,0,100,1,0,0,"The most important lesson the company\r\ntaught was simple. Be clever, and survive.","La leçon la plus importante enseignée par le groupe\r\nétait simple. Soyez astucieux et survivez.","Die wichtigste Lektion, die die Gesellschaft lehrte,\r\nwar einfach. Sei clever und überlebe.","その集団が教えた一番の教訓はシンプルなものだった。知恵を絞り、生き残れ。","용병단에서 가르치는 가장 중요한 내용은 간단했다.\r\n머리를 잘 쓰고 살아남으라는 것.","A lição mais importante que nos foi ensinada é muito simples. Seja esperto e sobreviva.","Самый важный урок компании был прост.\r\nБудь находчив и оставайся в живых.","La lección más importante que enseñaba\r\nla compañía era sencilla. Sé listo y sobrevive.","กลุ่มสอนบทเรียนสำคัญที่เข้าใจได้ง่ายนัก\r\nทำตัวให้ฉลาดแล้วเอาตัวให้รอด","組織最重要的教訓很簡單。\r\n保持敏銳，生存下去。","Art/2DArt/SkillIcons/passives/KalguuranStrKeystone.dds",[],0,100
156,"kalguur_keystone_2",6,"Circular Teachings","Enseignements circulaires","Kreisförmige Lehren","サーキュラーティーチング","원의 가르침","Ensinamentos Circulares","Учения круга","Enseñanzas circulares","Circular Teachings","循環教義",[4],[20615],1,1,0,0,0,0,0,0,0,100,2,0,0,"It is both despair and inspiration, to look back,\r\nand see oneself in the cycles of Time.","C'est à la fois un désespoir et une inspiration que de regarder en arrière,\r\net de se voir dans les cycles du temps.","Es ist Verzweiflung und Inspiration zugleich,\r\nzurückzuschauen und sich selbst in den Zyklen der Zeit zu sehen.","振り返り時の循環に自分を見いだすことは、絶望であり、また啓示でもある。","뒤를 돌아보고 시간의 순환에 갇힌 자기 모습을 보는 것은\r\n절망적이면서도 고무적이다.","É tanto desespero quanto inspiração, olhar para trás, \r\ne ver a si mesmo nos ciclos do Tempo. ","И отчаяние, и вдохновение – оглянуться\r\nи увидеть себя в круговороте времён.","Al mirar hacia atrás y verse a uno mismo en los ciclos del tiempo,\r\nse siente tanto desesperación como inspiración.","การมองย้อนกลับจนพบตัวเองในวัฏจักรกาลเวลา\r\nนำพาทั้งความสิ้นหวังและแรงบันดาลใจ","回頭望去時，看見自己陷入時間的循環，\r\n對一個人來說既是絕望，也是啟發。","Art/2DArt/SkillIcons/passives/KalguuranDexKeystone.dds",[],0,100
157,"kalguur_keystone_3",6,"Knightly Tenets","Principes chevaleresques","Ritterliche Grundsätze","ナイトリーテネット","기사의 신조","Princípios da Cavalaria","Рыцарский догмат","Principios caballerescos","Knightly Tenets","騎士信條",[4],[20616],1,1,0,0,0,0,0,0,0,100,3,0,0,"Many men throughout history have claimed to\r\nstand against evil. Only a few truly meant it.","De nombreux hommes au cours de l'histoire ont prétendu\r\ncombattre le mal. Seuls quelques-uns étaient vraiment sincères.","Viele Menschen haben im Laufe der Geschichte behauptet,\r\nsich gegen das Böse zu stellen. Nur wenige haben es wirklich ernst gemeint.","歴史を通して、多くの者が悪に立ち向かうと口にした。しかし、本当にそれを実行した者はごくわずかに過ぎない。","역사 속의 많은 사람들이 악과 맞서 싸운다 주장했다.\r\n그중에 진심이었던 자는 많지 않다.","Muitos homens ao longo da história afirmaram \r\nse posicionar contra o mal. Poucos realmente o fizeram. ","На протяжении истории многие люди утверждали, что стоят\r\nпротив зла. Лишь некоторые при этом не обманывались.","Muchos hombres a lo largo de la historia han afirmado\r\noponerse al mal. Solo unos pocos lo decían de verdad.","มนุษย์หลายต่อหลายคนทั่วทั้งประวัติศาสตร์\r\nต่างอ้างตนว่ายืนหยัดต่อต้านความชั่วร้าย\r\nแต่มีไม่กี่คนที่คิดเช่นนั้นจริง","綜觀歷史上無數人聲稱自己挺身\r\n對抗邪惡。只有少數人所言不虛。","Art/2DArt/SkillIcons/passives/KalguuranIntKeystone.dds",[],0,100
158,"kalguur_notable1",6,"Scorched Earth","Terre brûlée","Verbrannte Erde","焦げた大地","그을린 대지","Terra Arrasada ","Опалённая земля","Tierra calcinada","Scorched Earth","焦土",[3],"[42,562]",40,40,15,15,0,0,0,0,0,1000,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
159,"kalguur_notable2",6,"War Tactics","Tactiques de guerre","Kriegstaktik","戦争戦術","병법","Táticas de Guerra ","Военная тактика","Tácticas de guerra","War Tactics","戰爭策略",[3],"[26,124]",40,40,20,20,0,0,0,0,0,1000,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
160,"kalguur_notable3",6,"Kalguuran Forged","Forgé façon kalguur","Kalguurisch geschmiedet","カルグール製","칼구르의 작품","Forjado pelos Kalguur ","Калгууранская закалка","Forjado por los kalguur","Kalguuran Forged","卡爾葛鍛造",[3],"[947,202]",2,2,10,10,0,0,0,0,0,250,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
161,"kalguur_notable4",6,"Born of Middengard","Issu de Middengard","Geboren in Middengard","ミデンガルド生まれ","미덴가르드 태생","Nascido de Middengard ","Рождённый в Мидденгарде","Nacido en Middengard","Born of Middengard","密登加德之裔",[3],"[111,140]",40,40,10,10,0,0,0,0,0,1000,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
162,"kalguur_notable5",6,"Force of Will","Force de volonté","Macht des Willens","意志の力","의지의 힘","Força de Vontade ","Сила воли","Fuerza de voluntad","Force of Will","意志之力",[3],"[17654,122]",30,30,2,2,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
163,"kalguur_notable6",6,"Runic Flows","Flux runiques","Runenströme","ルーンの流れ","룬의 흐름","Fluxos Rúnicos ","Рунический поток","Flujos rúnicos","Runic Flows","符文奔流",[3],"[436,2009]",90,90,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
164,"kalguur_notable7",6,"Siege Mentality","Mentalité de siège","Belagerungsmentalität","包囲戦の心構え","포위 심리","Mentalidade de Cerco ","Осадный менталитет","Mentalidad de asedio","Siege Mentality","圍攻心理",[3],"[19122,133]",40,40,10,10,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
165,"kalguur_notable8",6,"Rune Knight","Chevalier des runes","Runenritter","ルーンの騎士","룬 기사","Cavaleiro Rúnico ","Рунный рыцарь","Caballero rúnico","Rune Knight","魔符騎士",[3],"[1356,318]",40,40,15,15,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
166,"kalguur_notable9",6,"Fiery Leadership","Commandement fougueux","Feurige Führungsqualität","情熱的なリーダーシップ","타오르는 통솔력","Liderança Ardente ","Пламенное лидерство","Liderazgo pasional","Fiery Leadership","激情領導",[3],"[17988,2075]",40,40,15,15,0,0,0,0,0,500,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/KalguuranStrNotable.dds",[],0,100
