"rownum","Id","DGRFile","i32_16","i32_20","i32_24","[i32]_28","[i32]_44","i32_60","i32_64"
375,"G2_4_1_SE","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_SE.dgr",100,50,50,"[8,1]",[8],85,1
376,"G2_4_1_WE","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_WE.dgr",100,50,50,"[8,1]",[8],85,1
377,"G2_4_1_EW_expedition","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_EW_expedition.dgr",100,50,50,"[8,3]",[8],85,54
378,"G2_4_1_NS_expedition","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_NS_expedition.dgr",100,50,50,"[8,0]",[8],85,54
379,"G2_4_1_SE_expedition","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_SE_expedition.dgr",100,50,50,"[8,1]",[8],85,54
380,"G2_4_1_WE_expedition","Metadata/Terrain/Gallows/Act2/2_4/Graphs/buried_city_WE_expedition.dgr",100,50,50,"[8,1]",[8],85,54
381,"G2_4_2_WE","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_WE.dgr",100,50,50,"[3,1]",[8],85,56
382,"G2_4_2_EW","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_EW.dgr",100,50,50,"[1,3]",[8],85,56
383,"G2_4_2_NS","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_NS.dgr",100,50,50,"[2,0]",[8],85,56
384,"G2_4_2_SN","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_SE.dgr",100,50,50,"[0,2]",[8],85,56
385,"G2_4_2_SE","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_WN.dgr",100,50,50,"[0,1]",[8],85,56
386,"G2_4_2_WN","Metadata/Terrain/Gallows/Act2/2_4_1/Graphs/UpperDungeon_SN.dgr",100,50,50,"[3,2]",[8],85,56
387,"G2_4_3_N1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_N_01.dgr",100,50,50,[2],"[0,6]",85,56
388,"G2_4_3_N2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_N_02.dgr",100,50,50,[2],"[0,6]",85,56
389,"G2_4_3_E1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_E_01.dgr",100,50,50,[1],"[0,6]",85,56
390,"G2_4_3_E2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_E_02.dgr",100,50,50,[1],"[0,6]",85,56
391,"G2_4_3_S1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_S_01.dgr",100,50,50,[0],"[0,6]",85,56
392,"G2_4_3_S2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_S_02.dgr",100,50,50,[0],"[0,6]",85,56
393,"G2_4_3_W1","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_W_01.dgr",100,50,50,[3],"[0,6]",85,56
394,"G2_4_3_W2","Metadata/Terrain/Gallows/Act2/2_4_2/Graphs/KethSanctum_W_02.dgr",100,50,50,[3],"[0,6]",85,56
395,"G2_5_E1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_E_1.dgr",100,50,70,"[8,6,8]",[8],85,56
396,"G2_5_E2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_E_2.dgr",100,50,70,"[8,7,8]",[8],85,56
397,"G2_5_E3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_E_3.dgr",100,50,70,"[8,5,8]",[8],85,56
398,"G2_5_N1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_N_1.dgr",100,50,70,"[8,6,8]",[8],85,56
399,"G2_5_N2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_N_2.dgr",100,50,70,"[8,5,8]",[8],85,56
400,"G2_5_N3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_N_3.dgr",100,50,70,"[8,6,8]",[8],85,56
401,"G2_5_S1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_S_1.dgr",100,50,70,"[8,7,8]",[8],85,56
402,"G2_5_S2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_S_2.dgr",100,50,70,"[8,7,8]",[8],85,56
403,"G2_5_S3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_S_3.dgr",100,50,70,"[8,6,8]",[8],85,56
404,"G2_5_W1","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_W_1.dgr",100,50,70,"[8,5,8]",[8],85,56
405,"G2_5_W2","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_W_2.dgr",100,50,70,"[8,4,8]",[8],85,56
406,"G2_5_W3","Metadata/Terrain/Gallows/Act2/2_5/Graphs/badlands_W_3.dgr",100,50,70,"[8,4,8]",[8],85,56
407,"G2_5_2_N1","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_N_1.dgr",100,50,70,[6],[8],85,1
408,"G2_5_2_N2","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_N_2.dgr",100,50,70,[7],[8],85,1
409,"G2_5_2_S1","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_S_1.dgr",100,50,70,[4],[8],85,1
410,"G2_5_2_S2","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_S_2.dgr",100,50,70,[4],[8],85,1
411,"G2_5_2_N1_expedition","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_N_1_expedition.dgr",100,50,70,[6],[8],85,54
412,"G2_5_2_N2_expedition","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_N_2_expedition.dgr",100,50,70,[7],[8],85,54
413,"G2_5_2_S1_expedition","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_S_1_expedition.dgr",100,50,70,[4],[8],85,54
414,"G2_5_2_S2_expediton","Metadata/Terrain/Gallows/Act2/2_5_2/Graphs/bonepits_S_2_expedition.dgr",100,50,70,[4],[8],85,54
415,"G2_6_1","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_01.dgr",100,50,60,"[8,8]","[0,7]",85,56
416,"G2_6_2","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_02.dgr",100,50,60,"[8,8]","[0,7]",85,56
417,"G2_6_3","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_03.dgr",100,50,60,"[8,8]","[0,7]",85,56
418,"G2_6_4","Metadata/Terrain/Gallows/Act2/2_6/Graphs/TitanValley_04.dgr",100,50,60,"[8,8]","[0,7]",85,56
419,"G2_7_E1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_E1.dgr",70,50,70,[8],"[0,7]",85,56
420,"G2_7_E2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_E2.dgr",70,50,70,[8],"[0,7]",85,56
421,"G2_7_N1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_N1.dgr",70,50,70,[8],"[0,7]",85,56
422,"G2_7_N2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_N2.dgr",70,50,70,[8],"[0,7]",85,56
423,"G2_7_S1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_S1.dgr",70,50,70,[8],"[0,7]",85,56
424,"G2_7_S2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_S2.dgr",70,50,70,[8],"[0,7]",85,56
425,"G2_7_W1","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_W1.dgr",70,50,70,[8],"[0,7]",85,56
426,"G2_7_W2","Metadata/Terrain/Gallows/Act2/2_7/Graphs/titan_grotto_W2.dgr",70,50,70,[8],"[0,7]",85,56
427,"G2_8_EW","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_EW.dgr",100,50,60,"[8,8]",[8],85,1
428,"G2_8_NS","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_NS.dgr",100,50,60,"[8,8]",[8],85,1
429,"G2_8_SN","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_SN.dgr",100,50,60,"[8,8]",[8],85,1
430,"G2_8_WE","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_WE.dgr",100,50,60,"[8,8]",[8],85,1
431,"G2_8_EW_expedition","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_EW_expedition.dgr",100,50,60,"[8,8]",[8],85,54
432,"G2_8_NS_expedition","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_NS_expedition.dgr",100,50,60,"[8,8]",[8],85,54
433,"G2_8_SN_expedition","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_SN_expedition.dgr",100,50,60,"[8,8]",[8],85,54
434,"G2_8_WE_expedition","Metadata/Terrain/Gallows/Act2/2_8/Graphs/PillarBase_WE_expedition.dgr",100,50,60,"[8,8]",[8],85,54
435,"G2_9_1_EN","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_EN.dgr",100,50,50,"[8,8]","[0,4,3,7]",85,56
436,"G2_9_1_ES","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_ES.dgr",100,50,50,"[8,8]","[0,1,6,7]",85,56
437,"G2_9_1_EW","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_EW.dgr",100,50,50,"[8,8]","[0,4,3,7]",85,56
438,"G2_9_1_NE","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_NE.dgr",100,50,50,"[8,8]","[0,1,6,7]",85,56
439,"G2_9_1_NS","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_NS.dgr",100,50,50,"[8,8]","[0,1,6,7]",85,56
440,"G2_9_1_NW","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_NW.dgr",100,50,50,"[8,8]","[0,4,3,7]",85,56
441,"G2_9_1_SE","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_SE.dgr",100,50,50,"[8,8]","[0,1,6,7]",85,56
442,"G2_9_1_SN","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_SN.dgr",100,50,50,"[8,8]","[0,4,3,7]",85,56
443,"G2_9_1_SW","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_SW.dgr",100,50,50,"[8,8]","[0,4,3,7]",85,56
444,"G2_9_1_WE","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_WE.dgr",100,50,50,"[8,8]","[0,1,6,7]",85,56
445,"G2_9_1_WN","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_WN.dgr",100,50,50,"[8,8]","[0,4,3,7]",85,56
446,"G2_9_1_WS","Metadata/Terrain/Gallows/Act2/2_9/Graphs/PillarAscent_WS.dgr",100,50,50,"[8,8]","[0,1,6,7]",85,56
447,"G2_9_2_E","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_E.dgr",100,40,75,[8],"[0,4,3,7]",85,56
448,"G2_9_2_N","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_N.dgr",100,40,75,[8],"[0,4,3,7]",85,56
449,"G2_9_2_S","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_S.dgr",100,40,75,[8],"[0,1,6,7]",85,56
450,"G2_9_2_W","Metadata/Terrain/Gallows/Act2/2_9_2/Graphs/PillarTops_W.dgr",100,40,75,[8],"[0,1,6,7]",85,56
451,"G2_10_1_E1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_E_1.dgr",100,50,50,"[8,3]",[8],85,56
452,"G2_10_1_E2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_E_2.dgr",100,50,50,"[8,1]",[8],85,56
453,"G2_10_1_N1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_N_1.dgr",100,50,50,"[8,3]",[8],85,56
454,"G2_10_1_N2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_N_2.dgr",100,50,50,"[8,2]",[8],85,56
455,"G2_10_1_S1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_S_1.dgr",100,50,50,"[8,1]",[8],85,56
456,"G2_10_1_S2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_S_2.dgr",100,50,50,"[8,0]",[8],85,56
457,"G2_10_1_W1","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_W_1.dgr",100,50,50,"[8,1]",[8],85,56
458,"G2_10_1_W2","Metadata/Terrain/Gallows/Act2/2_10_1/Graphs/quarry_W_2.dgr",100,50,50,"[8,1]",[8],85,56
459,"G2_10_2_1","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_01.dgr",100,50,100,[0],"[0,7]",85,56
460,"G2_10_2_2","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_02.dgr",100,50,100,[0],"[0,7]",85,56
461,"G2_10_2_3","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_03.dgr",100,50,100,[3],"[0,7]",85,56
462,"G2_10_2_4","Metadata/Terrain/Gallows/Act2/2_10_2/Graphs/foundry_04.dgr",100,50,100,[1],"[0,7]",85,56
463,"G2_11","Metadata/Terrain/Gallows/Act2/2_11/Graphs/dreadnought_wake_1.dgr",100,50,100,[],[0],85,56
464,"G2_12_1_SN_1","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_SN_1.dgr",100,50,50,[],[0],85,56
465,"G2_12_1_SN_2","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_SN_2.dgr",100,50,50,[],[0],85,56
466,"G2_12_1_SN_3","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_SN_3.dgr",100,50,50,[],[0],85,56
467,"G2_12_1_SN_4","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_SN_4.dgr",100,50,50,[],[0],85,56
468,"G2_12_1_WE_1","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_WE_1.dgr",100,50,50,[],[0],85,56
469,"G2_12_1_WE_2","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_WE_2.dgr",100,50,50,[],[0],85,56
470,"G2_12_1_WE_3","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_WE_3.dgr",100,50,50,[],[0],85,56
471,"G2_12_1_WE_4","Metadata/Terrain/Gallows/Act2/2_12_1/Graphs/_dreadnought_WE_4.dgr",100,50,50,[],[0],85,56
472,"G2_12_2_SN_1","Metadata/Terrain/Gallows/Act2/2_12_2/Graphs/vanguard_SN_1.dgr",100,50,50,[8],[0],85,56
473,"G2_12_2_WE_1","Metadata/Terrain/Gallows/Act2/2_12_2/Graphs/vanguard_WE_1.dgr",100,50,100,[8],[1],85,56
474,"G2_13","Metadata/Terrain/Gallows/Act2/2_13/Level_1/Graphs/hub.dgr",100,50,100,[],[0],85,56
475,"G2_13_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/level1.dgr",100,50,100,[],[0],85,56
476,"G2_13_1_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/airlock_1.dgr",100,50,100,[],[0],85,56
477,"G2_13_1_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/airlock_2.dgr",100,50,100,[],[0],85,56
478,"G2_13_1_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_1/Graphs/airlock_3.dgr",100,50,100,[],[0],85,56
479,"G2_13_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/level2.dgr",100,50,100,[],[0],85,56
480,"G2_13_2_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/airlock_1.dgr",100,50,100,[],[0],85,56
481,"G2_13_2_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/airlock_2.dgr",100,50,100,[],[0],85,56
482,"G2_13_2_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_2/Graphs/airlock_3.dgr",100,50,100,[],[0],85,56
483,"G2_13_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/level3.dgr",100,50,100,[],[0],85,56
484,"G2_13_3_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/airlock_1.dgr",100,50,100,[],[0],85,56
485,"G2_13_3_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/airlock_2.dgr",100,50,100,[],[0],85,56
486,"G2_13_3_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_3/Graphs/airlock_3.dgr",100,50,100,[],[0],85,56
487,"G2_13_4","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/level4.dgr",100,50,100,[],[0],85,56
488,"G2_13_4_Foyer_1","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/airlock_1.dgr",100,50,100,[],[0],85,56
489,"G2_13_4_Foyer_2","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/airlock_2.dgr",100,50,100,[],[0],85,56
490,"G2_13_4_Foyer_3","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Graphs/airlock_3.dgr",100,50,100,[],[0],85,56
491,"G3Town","Metadata/Terrain/Gallows/Act3/3_town/Graphs/town_1.dgr",100,50,100,[],[0],85,56
492,"G3_1_E1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_E_1.dgr",115,50,37,[1],[8],85,56
493,"G3_1_E2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_E_2.dgr",115,50,37,[1],[8],85,56
494,"G3_1_N1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_N_1.dgr",115,50,37,[2],[8],85,56
495,"G3_1_N2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_N_2.dgr",115,50,37,[2],[8],85,56
496,"G3_1_S1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_S_1.dgr",115,50,37,[0],[8],85,56
497,"G3_1_S2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_S_2.dgr",115,50,37,[0],[8],85,56
498,"G3_1_W1","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_W_1.dgr",115,50,37,[3],[8],85,56
499,"G3_1_W2","Metadata/Terrain/Gallows/Act3/3_1/Graphs/SandsweptMarsh_W_2.dgr",115,50,37,[3],[8],85,56
500,"G3_2_1_SE_1","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEN_1.dgr",100,50,50,"[0,1,8]",[8],85,1
501,"G3_2_1_SE_2","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEW_1.dgr",100,50,50,"[0,1,8]",[8],85,1
502,"G3_2_1_SE_3","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEW_2.dgr",100,50,50,"[0,1,8]",[8],85,1
503,"G3_2_1_SE_4","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEW_3.dgr",100,50,50,"[0,1,8]",[8],85,1
504,"G3_2_1_SN_1","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SNW_1.dgr",100,50,50,"[0,2,8]",[8],85,1
505,"G3_2_1_SW_1","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_1.dgr",100,50,50,"[0,3,8]",[8],85,1
506,"G3_2_1_SW_2","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_2.dgr",100,50,50,"[0,3,8]",[8],85,1
507,"G3_2_1_SW_3","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_3.dgr",100,50,50,"[0,3,8]",[8],85,1
508,"G3_2_1_SW_4","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_4.dgr",100,50,50,"[0,3,8]",[8],85,1
509,"G3_2_1_SE_1_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEN_1_expedition.dgr",100,50,50,"[0,1,8]",[8],85,54
510,"G3_2_1_SE_2_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEW_1_expedition.dgr",100,50,50,"[0,1,8]",[8],85,54
511,"G3_2_1_SE_3_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEW_2_expedition.dgr",100,50,50,"[0,1,8]",[8],85,54
512,"G3_2_1_SE_4_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SEW_3_expedition.dgr",100,50,50,"[0,1,8]",[8],85,54
513,"G3_2_1_SN_1_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SNW_1_expedition.dgr",100,50,50,"[0,2,8]",[8],85,54
514,"G3_2_1_SW_1_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_1_expedition.dgr",100,50,50,"[0,3,8]",[8],85,54
515,"G3_2_1_SW_2_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_2_expedition.dgr",100,50,50,"[0,3,8]",[8],85,54
516,"G3_2_1_SW_3_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_3_expedition.dgr",100,50,50,"[0,3,8]",[8],85,54
517,"G3_2_1_SW_4_expedition","Metadata/Terrain/Gallows/Act3/3_2_1/Graphs/JungleOutskirts_SWN_4_expedition.dgr",100,50,50,"[0,3,8]",[8],85,54
518,"G3_2_2_WE1","Metadata/Terrain/Gallows/Act3/3_2_2/Graphs/Waterways_WE_01.dgr",50,40,60,"[3,2]","[0,3,4,7]",85,56
519,"G3_3_SNE_1","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SNE_1.dgr",100,50,50,"[0,2,1,8]","[0,3]",85,1
520,"G3_3_SNE_2","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SNE_2.dgr",100,50,50,"[0,2,1,8]","[0,3]",85,1
521,"G3_3_SWE_1","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SWE_1.dgr",100,50,50,"[0,3,1,8]","[0,3]",85,1
522,"G3_3_SWE_2","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SWE_2.dgr",100,50,50,"[0,3,1,8]","[0,3]",85,1
523,"G3_3_WES_1","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WES_1.dgr",100,50,50,"[3,1,0,8]","[0,1]",85,1
524,"G3_3_WES_2","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WES_2.dgr",100,50,50,"[3,1,0,8]","[0,1]",85,1
525,"G3_3_WNS_1","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WNS_1.dgr",100,50,50,"[3,2,0,8]","[0,1]",85,1
526,"G3_3_WNS_2","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WNS_2.dgr",100,50,50,"[3,2,0,8]","[0,1]",85,1
527,"G3_3_SNE_1_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SNE_1_expedition.dgr",100,50,50,"[0,2,1,8]","[0,3]",85,54
528,"G3_3_SNE_2_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SNE_2_expedition.dgr",100,50,50,"[0,2,1,8]","[0,3]",85,54
529,"G3_3_SWE_1_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SWE_1_expedition.dgr",100,50,50,"[0,3,1,8]","[0,3]",85,54
530,"G3_3_SWE_2_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_SWE_2_expedition.dgr",100,50,50,"[0,3,1,8]","[0,3]",85,54
531,"G3_3_WES_1_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WES_1_expedition.dgr",100,50,50,"[3,1,0,8]","[0,1]",85,54
532,"G3_3_WES_2_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WES_2_expedition.dgr",100,50,50,"[3,1,0,8]","[0,1]",85,54
533,"G3_3_WNS_1_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WNS_1_expedition.dgr",100,50,50,"[3,2,0,8]","[0,1]",85,54
534,"G3_3_WNS_2_expedition","Metadata/Terrain/Gallows/Act3/3_3/Graphs/JungleRuins_WNS_2_expedition.dgr",100,50,50,"[3,2,0,8]","[0,1]",85,54
535,"G3_4_1","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_01.dgr",100,50,100,[8],"[0,3,4,7]",85,1
536,"G3_4_2","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_02.dgr",100,50,50,[8],"[0,3,4,7]",85,1
537,"G3_4_3","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_03.dgr",100,50,50,[8],"[0,3,4,7]",85,1
538,"G3_4_4","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_04.dgr",100,50,50,[8],"[0,3,4,7]",85,1
539,"G3_4_1_expedition","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_01_expedition.dgr",100,50,50,[8],"[0,3,4,7]",85,54
540,"G3_4_2_expedition","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_02_expedition.dgr",100,50,50,[8],"[0,3,4,7]",85,54
541,"G3_4_3_expedition","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_03_expedition.dgr",100,50,50,[8],"[0,3,4,7]",85,54
542,"G3_4_4_expedition","Metadata/Terrain/Gallows/Act3/3_4/Graphs/SnakePit_04_expedition.dgr",100,50,50,[8],"[0,3,4,7]",85,54
543,"G3_5_ENW_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_ENW_01.dgr",100,50,50,"[1,2,3]","[0,4]",85,56
544,"G3_5_ENW_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_ENW_02.dgr",100,50,50,"[1,2,3]","[0,4]",85,56
545,"G3_5_EWN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_EWN_01.dgr",100,50,50,"[1,3,2]","[0,4]",85,56
546,"G3_5_EWN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_EWN_02.dgr",100,50,50,"[1,3,2]","[0,4]",85,56
547,"G3_5_SEN_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEN_01.dgr",100,50,50,"[0,1,2]","[0,4]",85,56
548,"G3_5_SEN_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEN_02.dgr",100,50,50,"[0,1,2]","[0,4]",85,56
549,"G3_5_SEW_1","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEW_01.dgr",100,50,50,"[0,1,3]","[0,4]",85,56
550,"G3_5_SEW_2","Metadata/Terrain/Gallows/Act3/3_5/Graphs/ChimeralWetlands_SEW_02.dgr",100,50,50,"[0,1,3]","[0,4]",85,56
