"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
1249,"Metadata/Chests/BlightEssenceRemnant",1,2,"Blight Pustule","[""Metadata/Chests/BlightChests/FungalChestRare.ao""]",1,30,-924057600,2,-16908288,-16843010,-16843010,-16843010,65278,0,-335544320,712,0,0,-335544320,712,587202560,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,712,-33554432,-16843010,-16843010,-16843010,822017790,679,0,179,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1250,"Metadata/Chests/BlightEssenceCorrupted",1,2,"Blight Pustule","[""Metadata/Chests/BlightChests/FungalChestRare.ao""]",1,30,-918290432,2,-16908288,-16843010,-16843010,-16843010,65278,0,1140850688,713,0,0,1140850688,713,587202560,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1140850688,713,-33554432,-16843010,-16843010,-16843010,822017790,679,0,179,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1251,"Metadata/Chests/BlightFragments",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-913440768,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1912602624,713,0,0,-1912602624,713,620756992,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,713,-33554432,-16843010,-16843010,-16843010,822017790,679,0,181,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1252,"Metadata/Chests/BlightFragmentsNoMidnight",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-907280384,2,-16908288,-16843010,-16843010,-16843010,65278,0,-335544320,713,0,0,-335544320,713,620756992,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,713,-33554432,-16843010,-16843010,-16843010,822017790,679,0,181,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1253,"Metadata/Chests/BlightFragmentsUber",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-901906432,2,-16908288,-16843010,-16843010,-16843010,65278,0,1040187392,714,0,0,1040187392,714,620756992,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1040187392,714,-33554432,-16843010,-16843010,-16843010,822017790,679,0,181,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1254,"Metadata/Chests/BlightScarabRusted",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-896663552,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1912602624,714,0,0,-1912602624,714,754974720,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,714,-33554432,-16843010,-16843010,-16843010,822017790,679,0,189,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1255,"Metadata/Chests/BlightScarabPolished",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-891158528,2,-16908288,-16843010,-16843010,-16843010,65278,0,-503316480,714,0,0,-503316480,714,754974720,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,714,-33554432,-16843010,-16843010,-16843010,822017790,679,0,189,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1256,"Metadata/Chests/BlightScarabGilded",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-885915648,2,-16908288,-16843010,-16843010,-16843010,65278,0,838860800,715,0,0,838860800,715,754974720,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,838860800,715,-33554432,-16843010,-16843010,-16843010,822017790,679,0,189,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1257,"Metadata/Chests/BlightFossilCommon",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-880672768,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2113929216,715,0,0,-2113929216,715,603979776,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,715,-33554432,-16843010,-16843010,-16843010,822017790,679,0,180,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1258,"Metadata/Chests/BlightFossilUncommon",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-875167744,2,-16908288,-16843010,-16843010,-16843010,65278,0,-704643072,715,0,0,-704643072,715,603979776,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-704643072,715,-33554432,-16843010,-16843010,-16843010,822017790,679,0,180,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1259,"Metadata/Chests/BlightFossilRare",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-870187008,2,-16908288,-16843010,-16843010,-16843010,65278,0,570425344,716,0,0,570425344,716,603979776,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,570425344,716,-33554432,-16843010,-16843010,-16843010,822017790,679,0,180,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1260,"Metadata/Chests/BlightFossil4SocketResonator",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-863633408,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2046820352,716,0,0,-2046820352,716,603979776,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2046820352,716,-33554432,-16843010,-16843010,-16843010,822017790,679,0,180,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1261,"Metadata/Chests/BlightProphecyCoins",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-858259456,2,-16908288,-16843010,-16843010,-16843010,65278,0,-671088640,716,0,0,-671088640,716,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-671088640,716,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1262,"Metadata/Chests/BlightProphecyItemised",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-852492288,2,-16908288,-16843010,-16843010,-16843010,65278,0,805306368,717,0,0,805306368,717,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,805306368,717,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1263,"Metadata/Chests/BlightProphecyMonstrousTreasure",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-845545472,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1711276032,717,0,0,-1711276032,717,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,717,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1264,"Metadata/Chests/BlightProphecyJewellersTouch",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-838991872,2,-16908288,-16843010,-16843010,-16843010,65278,0,-33554432,717,0,0,-33554432,717,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-33554432,717,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1265,"Metadata/Chests/BlightProphecyFatedConnections",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-832176128,2,-16908288,-16843010,-16843010,-16843010,65278,0,1711276032,718,0,0,1711276032,718,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,718,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1266,"Metadata/Chests/BlightProphecyTempestCorrupt",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-825622528,2,-16908288,-16843010,-16843010,-16843010,65278,0,-905969664,718,0,0,-905969664,718,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,718,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1267,"Metadata/Chests/BlightProphecyTempestFire",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-819462144,2,-16908288,-16843010,-16843010,-16843010,65278,0,671088640,719,0,0,671088640,719,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,671088640,719,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1268,"Metadata/Chests/BlightProphecyTempestIce",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-813432832,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2080374784,719,0,0,-2080374784,719,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2080374784,719,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1269,"Metadata/Chests/BlightProphecyTempestLightning",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-806617088,2,-16908288,-16843010,-16843010,-16843010,65278,0,-335544320,719,0,0,-335544320,719,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,719,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1270,"Metadata/Chests/BlightProphecyTempestPhysical",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-799932416,2,-16908288,-16843010,-16843010,-16843010,65278,0,1375731712,720,0,0,1375731712,720,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,720,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1271,"Metadata/Chests/BlightProphecyTempestChaos",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-793640960,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1308622848,720,0,0,-1308622848,720,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,720,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1272,"Metadata/Chests/BlightProphecyTempestFrogs",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-787349504,2,-16908288,-16843010,-16843010,-16843010,65278,0,301989888,721,0,0,301989888,721,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,301989888,721,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1273,"Metadata/Chests/BlightProphecyTempestRats",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-781189120,2,-16908288,-16843010,-16843010,-16843010,65278,0,1879048192,721,0,0,1879048192,721,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,721,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1274,"Metadata/Chests/BlightProphecyTempestDreamersDream",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-773849088,2,-16908288,-16843010,-16843010,-16843010,65278,0,-536870912,721,0,0,-536870912,721,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,721,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1275,"Metadata/Chests/BlightProphecyTempestBountifulTraps",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-766377984,2,-16908288,-16843010,-16843010,-16843010,65278,0,1375731712,722,0,0,1375731712,722,738197504,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,722,-33554432,-16843010,-16843010,-16843010,822017790,679,0,188,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1276,"Metadata/Chests/BlightDivinationCards",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestRare.ao""]",1,30,-760741888,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1476395008,722,0,0,-1476395008,722,570425344,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,722,-33554432,-16843010,-16843010,-16843010,822017790,679,0,178,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1277,"Metadata/Chests/BlightDivinationCardsStackedDeck",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestRare.ao""]",1,30,-753664000,2,-16908288,-16843010,-16843010,-16843010,65278,0,335544320,723,0,0,335544320,723,570425344,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,723,-33554432,-16843010,-16843010,-16843010,822017790,679,0,178,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1278,"Metadata/Chests/BlightGenericCurrencyLow",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-747634688,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1879048192,723,0,0,-2147483648,723,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2147483648,723,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,1,4,"","","",[],"",[],"","","",1,1400,"",1
1279,"Metadata/Chests/BlightGenericCurrencyMid",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-740556800,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-603979776,723,0,0,-335544320,723,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-335544320,723,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,1,4,"","","",[],"",[],"","","",1,1400,"",1
1280,"Metadata/Chests/BlightGenericCurrencyMidChisels",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-732561408,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1442840576,724,0,0,1711276032,724,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,724,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,1,4,"","","",[],"",[],"","","",1,1400,"",1
1281,"Metadata/Chests/BlightGenericCurrencyHigh",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-725352448,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1006632960,724,0,0,-738197504,724,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-738197504,724,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,1,4,"","","",[],"",[],"","","",1,1400,"",1
1282,"Metadata/Chests/BlightGenericQualityCurrencyLow",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-717357056,2,-16908288,-16843010,-16843010,-16843010,16842494,0,1040187392,725,0,0,1308622848,725,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1308622848,725,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,1,4,"","","",[],"",[],"","","",1,1400,"",1
1283,"Metadata/Chests/BlightGenericQualityCurrencyNoLow",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-709099520,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1140850688,725,0,0,-872415232,725,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-872415232,725,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,1,4,"","","",[],"",[],"","","",1,1400,"",1
1284,"Metadata/Chests/BlightGenericGemQuality",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-702152704,2,-16908288,-16843010,-16843010,-16843010,16842494,0,637534208,726,0,0,905969664,726,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,905969664,726,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,1,4,"","","",[],"",[],"","","",1,1400,"",1
1285,"Metadata/Chests/BlightGenericMap",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,30,-696123392,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2113929216,726,0,0,-2113929216,726,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,726,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1286,"Metadata/Chests/BlightGenericTrinkets",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-690487296,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-671088640,726,0,0,-402653184,726,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-402653184,726,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,"",4,"","","",[],"",[],"","","",1,1400,"",1
1287,"Metadata/Chests/BlightGenericArmour",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-684064768,2,-16908288,-16843010,-16843010,-16843010,16842494,0,973078528,727,0,0,1241513984,727,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,727,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,"",4,"","","",[],"",[],"","","",1,1400,"",1
1288,"Metadata/Chests/BlightGenericWeapons",1,2,"Blight Cyst","[""Metadata/Chests/BlightChests/FungalChest1.ao""]",1,14,-677511168,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1644167168,727,0,0,-1375731712,727,654311424,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1375731712,727,-33554432,-16843010,-16843010,-16843010,822017790,679,0,183,[],"",0,0,"",4,"","","",[],"",[],"","","",1,1400,"",1
1289,"Metadata/Chests/BlightBestiaryAspect",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-670957568,2,-16908288,-16843010,-16843010,-16843010,65278,0,33554432,728,0,0,33554432,728,520093696,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,728,-33554432,-16843010,-16843010,-16843010,822017790,679,0,175,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1290,"Metadata/Chests/BlightBestiaryScarabRusted",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-664666112,2,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,728,0,0,1644167168,728,520093696,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,728,-33554432,-16843010,-16843010,-16843010,822017790,679,0,175,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1291,"Metadata/Chests/BlightBestiaryScarabPolished",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-658112512,2,-16908288,-16843010,-16843010,-16843010,65278,0,-973078528,728,0,0,-973078528,728,520093696,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-973078528,728,-33554432,-16843010,-16843010,-16843010,822017790,679,0,175,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1292,"Metadata/Chests/BlightBestiaryScarabGilded",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-651821056,2,-16908288,-16843010,-16843010,-16843010,65278,0,637534208,729,0,0,637534208,729,520093696,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,729,-33554432,-16843010,-16843010,-16843010,822017790,679,0,175,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
1293,"Metadata/Chests/BlightBestiaryLeagueUnique",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-645529600,2,-16908288,-16843010,-16843010,-16843010,65278,0,-2046820352,729,0,0,-2046820352,729,520093696,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2046820352,729,-33554432,-16843010,-16843010,-16843010,822017790,679,0,175,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1294,"Metadata/Chests/BlightTalismanT1",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-640548864,2,-16908288,-16843010,-16843010,-16843010,65278,0,-771751936,729,0,0,-771751936,729,771751936,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-771751936,729,-33554432,-16843010,-16843010,-16843010,822017790,679,0,190,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1295,"Metadata/Chests/BlightTalismanT2",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-635568128,2,-16908288,-16843010,-16843010,-16843010,65278,0,503316480,730,0,0,503316480,730,771751936,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,503316480,730,-33554432,-16843010,-16843010,-16843010,822017790,679,0,190,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1296,"Metadata/Chests/BlightTalismanT3",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-630587392,2,-16908288,-16843010,-16843010,-16843010,65278,0,1778384896,730,0,0,1778384896,730,771751936,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,730,-33554432,-16843010,-16843010,-16843010,822017790,679,0,190,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1297,"Metadata/Chests/BlightTalismanUnique",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-625082368,2,-16908288,-16843010,-16843010,-16843010,65278,0,-1107296256,730,0,0,-1107296256,730,771751936,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,730,-33554432,-16843010,-16843010,-16843010,822017790,679,0,190,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1298,"Metadata/Chests/BlightLabyrinthGloveEnchant",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,14,-618659840,2,-16908288,-16843010,-16843010,-16843010,16842494,0,536870912,731,0,0,805306368,731,687865856,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,805306368,731,-33554432,-16843010,-16843010,-16843010,822017790,679,0,185,[],"",0,0,"",4,"","","",[],"",[],"","","",1,1400,"",1
1299,"Metadata/Chests/BlightLabyrinthBootEnchant",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,14,-611319808,2,-16908288,-16843010,-16843010,-16843010,16842494,0,-1879048192,731,0,0,-1610612736,731,687865856,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1610612736,731,-33554432,-16843010,-16843010,-16843010,822017790,679,0,185,[],"",0,0,"",4,"","","",[],"",[],"","","",1,1400,"",1
1300,"Metadata/Chests/BlightLabyrinthHelmEnchant",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,14,-603979776,2,-16908288,-16843010,-16843010,-16843010,16842494,0,0,732,0,0,268435456,732,687865856,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,268435456,732,-33554432,-16843010,-16843010,-16843010,822017790,679,0,185,[],"",0,0,"",4,"","","",[],"",[],"","","",1,1400,"",1
1301,"Metadata/Chests/BlightLabyrinthOffering",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-597032960,2,-16908288,-16843010,-16843010,-16843010,65278,0,1778384896,732,0,0,1778384896,732,687865856,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,732,-33554432,-16843010,-16843010,-16843010,822017790,679,0,185,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1302,"Metadata/Chests/BlightLabyrinthTwiceEnchanted",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-590348288,2,-16908288,-16843010,-16843010,-16843010,65278,0,-805306368,732,0,0,-805306368,732,687865856,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,732,-33554432,-16843010,-16843010,-16843010,822017790,679,0,185,[],"",0,0,"",4,"","","",[],"",[],"","","",1,3000,"",1
1303,"Metadata/Chests/BlightLegionSplinters",1,2,"Blight Sack","[""Metadata/Chests/BlightChests/FungalChestSpecial.ao""]",1,30,-584712192,2,-16908288,-16843010,-16843010,-16843010,65278,0,637534208,733,0,0,637534208,733,704643072,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,733,-33554432,-16843010,-16843010,-16843010,822017790,679,0,194,[],"",0,0,1,4,"","","",[],"",[],"","","",1,3000,"",1
