"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool","[rid]"
484,"ChargeMasteryConsume","",[20311],12,[],[],4,1,[],0,[],1,[],1,[]
485,"ChargeMasteryPower","",[20566],12,[],[],14,1,[],0,[],1,[],1,[]
486,"ChargeMasteryFrenzy","",[20565],12,[],[],14,1,[],0,[],1,[],1,[]
487,"ChargeMasteryEndurance","",[20564],12,[],[],14,1,[],0,[],1,[],1,[]
488,"DefianceBannerDefences","",[20064],12,[],[],14,1,[],0,[],1,[],1,[]
489,"DefianceBannerSpeed","",[20197],12,[],[],14,1,[],0,[],1,[],1,[]
490,"DreadBannerFlaskCharges","",[20208],12,[],[],14,1,[],0,[],1,[],1,[]
491,"DreadBannerThreshold","",[20206],12,[],[],14,1,[],0,[],1,[],1,[]
492,"ElementalConfluxDamage","",[20159],12,[],[],14,1,[],0,[],1,[],1,[]
493,"EmergencyReloadDamage","",[20147],12,[],[],14,1,[],0,[],1,[],1,[]
494,"EnfeebleDamagePenalty","",[636],12,[],[],14,1,[],0,[],1,[],1,[]
495,"EnfeebleDamagePenaltyUnique","",[8654],12,[],[],14,1,[],0,[],1,[],1,[]
496,"GrenadeSkillFuseDuration","",[20729],12,[],[],14,1,[],0,[],1,[],1,[]
497,"OilGroundSlow","",[20130],12,[],[],14,1,[],0,[],1,[],1,[]
498,"OilGroundExposure","",[18405],12,[],[],14,1,[],0,[],1,[],1,[]
499,"CoverInOilSlow","",[18404],12,[],[],8,1,[],0,[],1,[],1,[]
500,"CoverInOilExposure","",[18406],12,[],[],8,1,[],0,[],1,[],1,[]
501,"BloodHuntBloodLossDamage","",[18172],12,[],[],1,1,[],0,[],1,[],1,[]
502,"BloodHuntBloodLossArea","","[21752,21753]",12,[],[],4,1,[],0,[],1,[],1,[]
503,"FlameWallProjectileDamage","",[12360],12,[],[],1,1,[],0,[],1,[],1,[]
504,"FlameWallIgniteDamage","",[11743],12,[],[],1,1,[],0,[],1,[],1,[]
505,"FreezingMarkFreezeBuildup","",[19875],12,[],"[1196,8226]",14,1,[],0,[],1,[],1,[]
506,"IceCrystalLife","",[20958],12,[],[],14,1,[],0,[],1,[],1,[]
507,"ShieldWallLife","",[21041],12,[],[],14,1,[],0,[],1,[],1,[]
508,"MetaEnergyRefund","",[19428],12,[],[],14,1,[],0,[],1,[],1,[]
509,"GhostDanceShroudCap","",[14128],12,[],[],14,1,[],0,[],1,[],1,[]
510,"GhostDanceRecovery","",[8458],12,[],[],14,1,[],0,[],1,[],1,[]
511,"GlacialCascadeLength","",[17924],12,[],[],14,1,[],0,[],1,[],1,[]
512,"GlacialCascadeSpikeCount","",[2090],12,[],[],14,1,[],0,[],1,[],1,[]
513,"HeraldOfThunderBoltCount","",[18138],12,[],[],14,1,[],0,[],1,[],1,[]
514,"ArmourBrokenStunDamage","",[18428],12,[],[],8,1,[],0,[],1,[],1,[]
515,"LightningArrowExtraTargets","",[806],12,[],[],14,1,[],0,[],1,[],1,[]
516,"ManaTempestDamage","",[18234],12,[],[],14,1,[],0,[],1,[],1,[]
517,"ManaTempestChains","",[20788],12,[],[],14,1,[],0,[],1,[],1,[]
518,"ManaTempestChainTargets","",[17551],12,[],[],14,1,[],0,[],1,[],1,[]
519,"ManaTempestForks","",[17550],12,[],[],14,1,[],0,[],1,[],1,[]
520,"ManaTempestCost","",[17555],12,[],[],14,1,[],0,[],1,[],1,[]
521,"FallingThunderProjectiles","",[17591],12,[],[],3,1,[],0,[],1,[],1,[]
522,"FallingThunderChargeDamage1","",[19632],12,[],[],1,1,[],0,[],1,[],1,[]
523,"FallingThunderChargeDamage2","",[17589],12,[],[],1,1,[],0,[],1,[],1,[]
524,"OrbOfStormsLimit","",[18808],12,[],[],2,1,[],0,[],1,[],1,[]
525,"OverwhelmingPressureStunThreshold","",[20314],12,[],[],14,1,[],0,[],1,[],1,[]
526,"OverwhelmingPressureAilmentThreshold","",[20316],12,[],[],14,1,[],0,[],1,[],1,[]
527,"VineArrowStoredPoison","",[18720],12,[],[],7,1,[],0,[],1,[],1,[]
528,"VineArrowSlow","",[18758],12,[18759],[],14,"",[],0,[],1,[18759],1,[]
529,"RapidShotHeatGain","",[20221],12,[],[],14,1,[],0,[],1,[],1,[]
530,"RapidShotChargeTime","",[21097],12,[],[],2,1,[],0,[],1,[],1,[]
531,"RapidShotGrenadeDamage","",[20223],12,[],[],14,1,[],0,[],1,[],1,[]
532,"IceShardMaximum","",[18505],12,[],[],2,1,[],0,[],1,[],1,[]
533,"IceShardDelayedDamage","",[18504],12,[],[],4,1,[],0,[],1,[],1,[]
534,"ShardDespoilerFrequency","",[20285],12,[],[],14,1,[],0,[],1,[],1,[]
535,"CrossbowClipSize","",[19275],12,[1196],[],2,1,[],0,[],1,[],1,[]
536,"CrossbowReloadTime","",[20054],12,"[20689,1196]",[],2,1,[],0,[],1,[],1,[]
537,"StormblastBoltMaxBolts","",[20886],12,[],[],14,1,[],0,[],1,[],1,[]
538,"CrossbowAmmoSaveChance","",[20737],12,[],[20689],2,1,[],0,[],1,[],1,[]
539,"CrossbowReloadOnHeavyStun","",[20280],12,"[20689,1196]",[],2,1,[],0,[],1,[],1,[]
540,"SnipersMarkCritMulti","",[11723],12,[],[],14,1,[],0,[],1,[],1,[]
541,"SolarOrbLimit","",[18806],12,[],[],2,1,[],0,[],1,[],1,[]
542,"VoltaicMarkShockChance","",[19880],12,[],[],14,1,[],0,[],1,[],1,[]
543,"VoltaicMarkShockEffect","",[19877],12,[],[],14,1,[],0,[],1,[],1,[]
544,"TimeOfNeedLifeGain","",[20101],12,[],[],14,1,[],0,[],1,[],1,[]
545,"CursedGround","",[11751],12,[],[],14,1,[],0,[],1,[],1,[]
546,"TornadoShotLimit","",[20255],12,[],[],2,1,[],0,[],1,[],1,[]
547,"TornadoShotHitLimit","",[20413],12,[],[],2,1,[],0,[],1,[],1,[]
548,"TornadoShotDamage","",[20249],12,[],[],3,1,[],0,[],1,[],1,[]
549,"TornadoShotRange","",[20248],12,[],[],3,1,[],0,[],1,[],1,[]
550,"WarBannerDamage","",[20059],12,[],[],13,1,[],0,[],1,[],1,[]
551,"WarBannerAccuracy","",[20195],12,[],[],13,1,[],0,[],1,[],1,[]
552,"ScavengedPlatingArmour","",[19086],12,[],[],14,1,[],0,[],1,[],1,[]
553,"ScavengedPlatingThorns","","[19087,19088]",12,[],[],14,1,[],0,[],1,[],1,[]
554,"ScavengedPlatingMaximum","",[19089],12,[],[],14,1,[],0,[],1,[],1,[]
555,"MHArmourBreakOnHit","",[19587],12,[7243],[19830],8,1,[],0,[],1,[],1,[]
556,"OHArmourBreakOnHit","",[19588],12,[7244],[19830],8,1,[],0,[],1,[],1,[]
557,"CannotBreakArmour","",[19830],12,[],[],8,1,[],0,[],1,[],1,[]
558,"BreakArmourOnHeavyStun","",[18250],12,[],[19830],8,1,[],0,[],1,[],1,[]
559,"HeraldOfAshThreshold","",[17955],12,[],[],14,1,[],0,[],1,[],1,[]
560,"HeraldOfAshDamage","",[6166],12,[],[],14,1,[],0,[],1,[],1,[]
561,"WarcryEmpoweredAttacks","",[13668],12,[],[],14,1,[],0,[],1,[],1,[]
562,"WarcryChargeConsumeEmpower","",[18723],12,[],[],14,1,[],0,[],1,[],1,[]
563,"InfernalCryDamage","","[17964,17965]",12,[],[],14,1,[],0,[],1,[],1,[]
564,"SuperchargedSlamDamagePerStage","",[17961],12,[],[],1,1,[],0,[],1,[],1,[]
565,"SuperchargedSlamStages","",[17967],12,[],[],2,1,[],0,[],1,[],1,[]
566,"TemporalChainsActionSpeed","",[3140],12,[],[],13,1,[],0,[],1,[],1,[]
567,"TemporalChainsBuffExpiry","",[522],12,[],[],13,1,[],0,[],1,[],1,[]
568,"FirestormFrequency","",[599],12,[],[],14,1,[],0,[],1,[],1,[]
569,"FirestormLimit","",[19058],12,[],[],2,1,[],0,[],1,[],1,[]
570,"ArcChainDamage","",[7491],12,[],[],1,1,[],0,[],1,[],1,[]
571,"ArcticArmourStageGain","","[19708,17574]",12,[],[],14,1,[],0,[],1,[],1,[]
572,"FlameblastRadius","",[7587],12,[],[],4,1,[],0,[],1,[],1,[]
573,"FlameblastDamage","",[1990],12,[],[],1,1,[],0,[],1,[],1,[]
574,"FlameblastMaxStages","",[12332],12,[],[],2,1,[],0,[],1,[],1,[]
575,"OrbOfStormsBoltFrequency","",[7517],12,[],[],2,1,[],0,[],1,[],1,[]
576,"OrbOfStormsMaximumBolts","",[15084],12,[],[],2,1,[],0,[],1,[],1,[]
577,"LightningConduitShockDamage","",[15792],12,[],[],1,1,[],0,[],1,[],1,[]
578,"SolarOrbPulseFrequency","",[18609],12,[],[],2,1,[],0,[],1,[],1,[]
579,"ManaRemnantsRecovery","",[21104],12,[],[],14,1,[],0,[],1,[],1,[]
580,"ManaRemnantsChance","",[20826],12,[],[],14,1,[],0,[],1,[],1,[]
581,"ManaRemnantsInterval","",[19077],12,[],[],14,1,[],0,[],1,[],1,[]
582,"EmberFusilladeDamage","",[20251],12,[],[],1,1,[],0,[],1,[],1,[]
583,"DetonateDeadDamage","",[18792],12,[],[],1,1,[],0,[],1,[],1,[]
584,"ContagionSpreadDamage","","[18596,18920]",12,[],[],1,1,[],0,[],1,[],1,[]
585,"VulnerabilityArmourLoss","",[18415],12,[],[],13,1,[],0,[],1,[],1,[]
586,"HexblastMaximumExplosions","",[18593],12,[],[],2,1,[],0,[],1,[],1,[]
587,"PainOfferingSpeed","",[18463],12,[],[],14,1,[],0,[],1,[],1,[]
588,"PainOfferingDamage","",[18525],12,[],[],14,1,[],0,[],1,[],1,[]
589,"UnearthBoneConstructLimit","",[19056],12,[],[],2,1,[],0,[],1,[],1,[]
590,"RitualofPowerLimit","",[19061],12,[],[],2,1,[],0,[],1,[],1,[]
591,"GrimFeastRecovery","",[21106],12,[],[],14,1,[],0,[],1,[],1,[]
592,"GrimFeastChance","",[20818],12,[],[],14,1,[],0,[],1,[],1,[]
593,"FlickerStrikeRepeatCount","",[17981],12,[],[],2,1,[],0,[],1,[],1,[]
594,"ChargedStaffDuration","",[18548],12,[],[],4,1,[],0,[],1,[],1,[]
595,"ChargedStaffDamage","","[18553,18554]",12,[],[],14,1,[],0,[],1,[],1,[]
596,"ComboRequirement","",[19810],12,[],[],2,1,[],0,[],1,[],1,[]
597,"TempestBellLimit","",[19042],12,[],[],2,1,[],0,[],1,[],1,[]
598,"RainOfArrowsFrenzyProjectiles1","",[19831],12,[],[],3,1,[],0,[],1,[],1,[]
599,"RainOfArrowsFrenzyProjectiles2","",[18610],12,[],[],3,1,[],0,[],1,[],1,[]
600,"RainOfArrowsLimit","",[21005],12,[],[],2,1,[],0,[],1,[],1,[]
601,"RainOfArrowsDelay","",[21970],12,[],[],1,1,[],0,[],1,[],1,[]
602,"ToxicGrowthDamageFromPoison","",[18721],12,[],[],1,1,[],0,[],1,[],1,[]
603,"ToxicGrowthRadiusFromPoison","",[18729],12,[],[],4,1,[],0,[],1,[],1,[]
604,"WindDancerStages","",[18880],12,[],[],14,1,[],0,[],1,[],1,[]
605,"WindDancerStageGain","",[18883],12,[],[],14,1,[],0,[],1,[],1,[]
606,"WindDancerEvasion","",[18881],12,[],[],14,1,[],0,[],1,[],1,[]
607,"HarvesterResummonSpeed","",[20321],12,[],[],14,1,[],0,[],1,[],1,[]
608,"LightningRodLimit","",[18613],12,[],[],2,1,[],0,[],1,[],1,[]
609,"LightningRodHitLimit","",[20414],12,[],[],2,1,[],0,[],1,[],1,[]
610,"FreezingSalvoMaxSeals","",[20445],12,[],[],2,1,[],0,[],1,[],1,[]
611,"FreezingSalvoSealGeneration","",[20447],12,[],[],2,1,[],0,[],1,[],1,[]
612,"CombatFrenzyInterval","",[20440],12,[],[],14,1,[],0,[],1,[],1,[]
613,"HeraldOfAgony","",[20443],12,[],[],14,1,[],0,[],1,[],1,[]
614,"HeraldOfAgonyHinder","",[20444],12,[],[],14,1,[],0,[],1,[],1,[]
615,"BerserkRageEffect","",[19542],12,[],[],14,1,[],0,[],1,[],1,[]
616,"BerserkLifeLeech","",[20370],12,[],[],14,1,[],0,[],1,[],1,[]
617,"BerserkLifeLoss","",[9157],12,[],[],14,1,[],0,[],1,[],1,[]
618,"WitheringPresenceFrequency","",[20426],12,[],[],14,1,[],0,[],1,[],1,[]
619,"ArchmageCost","",[20341],12,[],[],14,1,[],0,[],1,[],1,[]
620,"ArchmageDamage","",[20330],12,[],[],14,1,[],0,[],1,[],1,[]
621,"EarthquakeLimit","",[20533],12,[],[],2,1,[],0,[],1,[],1,[]
622,"IncinerateExposure","","[19102,19101]",12,[],[],14,1,[],0,[],1,[],1,[]
623,"IncinerateMaxStages","",[19103],12,[],[],2,1,[],0,[],1,[],1,[]
624,"IncinerateDamagePerStage","",[20554],12,[],[],1,1,[],0,[],1,[],1,[]
625,"MarkLimit","",[20629],12,[],[],2,1,[],0,[],1,[],1,[]
626,"BonestormMaxProjectiles","",[20289],12,[],[],2,1,[],0,[],1,[],1,[]
627,"GatheringStormMaxShockwaves","",[20771],12,[],[],2,1,[],0,[],1,[],1,[]
628,"LifeRemnantsRecovery","",[21105],12,[],[],14,1,[],0,[],1,[],1,[]
629,"LifeRemnantsChance","",[20828],12,[],[],14,1,[],0,[],1,[],1,[]
630,"LifeRemnantsInterval","",[20829],12,[],[],14,1,[],0,[],1,[],1,[]
631,"SpiralVolleyFrenzyDamage1","",[20257],12,[],[],1,1,[],0,[],1,[],1,[]
632,"SpiralVolleyFrenzyDamage2","",[20256],12,[],[],1,1,[],0,[],1,[],1,[]
633,"SpiralVolleyChains","",[20343],12,[],[],3,1,[],0,[],1,[],1,[]
634,"SupportChanceForExtraProjectilesInCircle","",[20658],12,[],[],3,1,[],0,[],1,[],1,[]
635,"ManaDrainLeech","",[19362],12,[],[],14,1,[],0,[],1,[],1,[]
636,"AdditionalChargeChance","",[19068],12,[],[],14,1,[],0,[],1,[],1,[]
637,"LivingBombSeedLimit","",[19120],12,[],[],2,1,[],0,[],1,[],1,[]
638,"DisciplineESGranted","",[19105],12,[],[],13,"",[],0,[],1,[],1,[]
639,"DisciplineRechargeRateGranted","",[19107],12,[],[],13,1,[],0,[],1,[],1,[]
640,"SigilOfPowerMaxStages","",[11713],12,[],[],14,1,[],0,[],1,[],1,[]
641,"SigilOfPowerStageGain","",[11712],12,[],[],14,1,[],0,[],1,[],1,[]
642,"SigilOfPowerBuff","",[11714],12,[],[],14,1,[],0,[],1,[],1,[]
643,"TemporalRiftSnapshotInterval","",[20880],12,[],[],14,1,[],0,[],1,[],1,[]
644,"TemporalRiftMaxSnapshots","",[20881],12,[],[],14,1,[],0,[],1,[],1,[]
645,"AegisMaximumAmount","",[12566],12,[],[],14,1,[],0,[],1,[],1,[]
646,"AegisRechargeDelay","",[12581],12,[],[],14,1,[],0,[],1,[],1,[]
647,"ConcoctionChargeConsumption","",[13660],12,[],[],14,1,[],0,[],1,[],1,[]
648,"ConcoctionFireExposure","",[19900],12,[],[],8,1,[],0,[],1,[],1,[]
649,"ConcoctionColdExposure","",[19901],12,[],[],8,1,[],0,[],1,[],1,[]
650,"ConcoctionLightningExposure","",[19902],12,[],[],8,1,[],0,[],1,[],1,[]
651,"MeditateESRecharge","",[20530],12,[],[],14,1,[],0,[],1,[],1,[]
652,"IntoTheBreachSpawnRate","",[20524],12,[],[],14,1,[],0,[],1,[],1,[]
653,"IntoTheBreachDuration","",[21102],12,[],[],14,1,[],0,[],1,[],1,[]
654,"EncaseInJadeAbsorption","",[20095],12,[],[],14,1,[],0,[],1,[],1,[]
655,"TornadoHinder","",[14706],12,[],[],14,1,[],0,[],1,[],1,[]
656,"TornadoHitInterval","",[14076],12,[],[],1,1,[],0,[],1,[],1,[]
657,"DemonFormLifeLoss","",[20073],12,[],[],14,1,[],0,[],1,[],1,[]
658,"DemonFormSpellDamage","",[20074],12,[],[],14,1,[],0,[],1,[],1,[]
659,"DemonFormGemLevel","",[20326],12,[],[],14,1,[],0,[],1,[],1,[]
660,"DemonFormCastSpeed","",[20327],12,[],[],14,1,[],0,[],1,[],1,[]
661,"DemonFormMaxStacks","",[20075],12,[],[],14,1,[],0,[],1,[],1,[]
662,"UnboundAvatarMaxCharges","",[19889],12,[],[],14,1,[],0,[],1,[],1,[]
663,"UnboundAvatarChargeGainInterval","",[19888],12,[],[],14,1,[],0,[],1,[],1,[]
664,"UnboundAvatarDamage","",[19893],12,[],[],14,1,[],0,[],1,[],1,[]
665,"UnboundAvatarAilmentChance","",[20227],12,[],[],14,1,[],0,[],1,[],1,[]
666,"UnboundAvatarAilmentBuildup","",[20228],12,[],[],14,1,[],0,[],1,[],1,[]
667,"GrenadeDoubleExplodeChance","",[19923],12,[20116],[20689],1,1,[],0,[],1,[],1,[]
668,"SupportBloodlustDamage","",[2631],12,[1473],[1196],1,1,[],0,[],1,[],1,[]
669,"DamageGainedAsFireVsIgnited","",[19040],12,[],[1196],1,1,[],0,[],1,[],1,[]
670,"SupportCloseCombatDamage","",[19370],12,[],[1196],1,1,[],0,[],1,[],1,[]
671,"SupportBeheadModSteal","",[13601],12,[],[],9,1,[],0,[],1,[],1,[]
672,"SupportRuthlessStun","","[5905,16260]",12,[],[1196],8,1,[],0,[],1,[],1,[]
673,"SupportExecuteLowLifeDamage","",[13600],12,[],[1196],1,1,[],0,[],1,[],1,[]
674,"SupportFistOfWarFrequency","",[11248],12,[],[],2,1,[],0,[],1,[],1,[]
675,"SupportUnbreakableStunThreshold","",[16266],12,[],[],2,1,[],0,[],1,[],1,[]
676,"SupportImpactShockwaveRadius","",[16270],12,[],[],4,1,[],0,[],1,[],1,[]
677,"SupportExploitWeaknessDamage","",[18247],12,[],[],1,1,[],0,[],1,[],1,[]
678,"SupportEnragedWarcryDamage","","[18311,18312]",12,[],[],14,1,[],0,[],1,[],1,[]
679,"EnduranceChargeOnArmourBreakChance","",[18974],12,[],[19830],8,1,[],0,[],1,[],1,[]
680,"SupportEmpoweredDamage","",[19070],12,[],[],14,1,[],0,[],1,[],1,[]
681,"SupportEmpoweredCull","",[19071],12,[],[],14,1,[],0,[],1,[],1,[]
682,"WarcryRagePerPower","",[19557],12,[],[],14,1,[],0,[],1,[],1,[]
683,"SupportRuptureBleedAggravate","",[19748],12,[],[],8,1,[],0,[],1,[],1,[]
684,"SupportRageforgedDamage","","[19154,19155]",12,[],[],1,1,[],0,[],1,[],1,[]
685,"SupportArmourExplosionTrigger","",[19200],12,[],[],8,1,[],0,[],1,[],1,[]
686,"SupportStompingGroundTrigger","",[19217],12,[],[],14,1,[],0,[],1,[],1,[]
687,"SupportCorruptingCryDamage","",[19321],12,[],[],1,1,[],0,[],1,[],1,[]
688,"SupportCorruptingCryDuration","",[19323],12,[],[],4,1,[],0,[],1,[],1,[]
689,"SupportVitalityRegeneration","",[19697],12,[],[],14,1,[],0,[],1,[],1,[]
690,"SupportHerbalismFlaskRecovery","",[19698],12,[],[],14,1,[],0,[],1,[],1,[]
691,"SupportCannibalismLifeGain","",[19699],12,[],[],14,1,[],0,[],1,[],1,[]
692,"SupportClarityRegeneration","",[19696],12,[],[],14,1,[],0,[],1,[],1,[]
693,"SupportPrecisionAccuracy","",[19695],12,[],[],14,1,[],0,[],1,[],1,[]
694,"SupportArmourBreakFromDamage","",[19750],12,[],[],8,1,[],0,[],1,[],1,[]
695,"SupportEvasionBreakFromDamageVsBleeding","",[21736],12,[],[],8,1,[],0,[],1,[],1,[]
696,"SupportDazeWarcryDuration","",[19789],12,[],[],8,1,[],0,[],1,[],1,[]
697,"SupportLifeFont","","[20180,20181]",12,[],[],14,1,[],0,[],1,[],1,[]
698,"SupportManaFont","","[20182,20183]",12,[],[],14,1,[],0,[],1,[],1,[]
699,"SupportRageFont","","[20184,20185]",12,[],[],14,1,[],0,[],1,[],1,[]
700,"SupportHolyDescentDuration","",[20550],12,[],[],4,1,[],0,[],1,[],1,[]
701,"SupportFreshClipDamage","",[20281],12,[],[],1,1,[],0,[],1,[],1,[]
702,"SupportSpellEchoCount","",[18162],12,[],[],2,1,[],0,[],1,[],1,[]
703,"SupportSpellEchoArea","",[19746],12,[],[],4,1,[],0,[],1,[],1,[]
704,"SupportIceBiteDamage","","[19027,19029]",12,[],[],7,1,[],0,[],1,[],1,[]
705,"SupportInnervate","","[19036,5942]",12,[],[],9,1,[],0,[],1,[],1,[]
706,"SupportArcaneSurge","","[5911,5909]",12,[],[],14,1,[],0,[],1,[],1,[]
707,"SupportUnleashSealGain","",[11000],12,[],[],2,1,[],0,[],1,[],1,[]
708,"SupportUnleashMaxSeals","",[8521],12,[],[],2,1,[],0,[],1,[],1,[]
709,"SupportUnleashRepeatDamage","",[8586],12,[],[1196],1,1,[],0,[],1,[],1,[]
710,"SupportImpendingDoomTrigger","",[11747],12,[],[],14,1,[],0,[],1,[],1,[]
711,"CurseTransferOnDeath","",[2051],12,[],[],14,1,[],0,[],1,[],1,[]
712,"SupportFrostNexusDuration","",[20553],12,[],[],4,1,[],0,[],1,[],1,[]
713,"SupportShockSiphonESGain","",[17971],12,[],[],9,1,[],0,[],1,[],1,[]
714,"SupportCoursingCurrent","","[17974,18235]",12,[],[],8,1,[],0,[],1,[],1,[]
715,"SupportFortress","",[18797],12,[],[],4,1,[],0,[],1,[],1,[]
716,"SupportBitingFrostDamage","",[20709],12,[],[],1,1,[],0,[],1,[],1,[]
717,"SupportStormfire","",[18803],12,[],[10315],7,1,[],0,[],1,[],1,[]
718,"SupportEnergyBarrier","",[18818],12,[],[],14,1,[],0,[],1,[],1,[]
719,"SupportElementalDischargeTrigger","",[18830],12,[],[],8,1,[],0,[],1,[],1,[]
720,"SupportFrostfireIgniteMagnitude","",[18800],12,[],[10314],7,1,[],0,[],1,[],1,[]
721,"SupportFieryDeathTrigger","",[18838],12,[],[],9,1,[],0,[],1,[],1,[]
722,"SupportManaFlareTrigger","",[18894],12,[],[2756],8,1,[],0,[],1,[],1,[]
723,"ChanceToNotConsumeCorpse","",[18979],12,[],[],2,1,[],0,[],1,[],1,[]
724,"SupportDecayingHexDamage","",[19009],12,[],[],1,1,[],0,[],1,[],1,[]
725,"SupportMinionPact","","[18972,18973]",12,[],[],1,1,[],0,[],1,[],1,[]
726,"SupportLastGaspDuration","",[19014],12,[],[],27,1,[],0,[],1,[],1,[]
727,"SupportAmbushCritChance","",[18944],12,[],[],5,1,[],0,[],1,[],1,[]
728,"SupportHinder","",[19605],12,[],[],14,1,[],0,[],1,[],1,[]
729,"SupportIntenseAgonyDamage","",[19608],12,[],[],1,1,[],0,[],1,[],1,[]
730,"SupportDrainAilmentsDamage","",[19629],12,[],[],1,1,[],0,[],1,[],1,[]
731,"SupportChaoticFreeze","",[19606],12,[],[],7,1,[],0,[],1,[],1,[]
732,"SupportSpellcascadeCount","",[6497],12,[],[],4,1,[],0,[],1,[],1,[]
733,"SupportSpellCascadeArea","",[6498],12,[],[],4,1,[],0,[],1,[],1,[]
734,"SupportDanseMacabre","",[20716],12,[],[],2,1,[],0,[],1,[],1,[]
735,"SupportBurningRunes","",[20332],12,[],[],1,1,[],0,[],1,[],1,[]
736,"SupportExposureEffect","",[20655],12,[],[],8,1,[],0,[],1,[],1,[]
737,"SupportCrescendo","",[19289],12,[20966],[],2,1,[],0,[],1,[],1,[]
738,"SupportRangedCombatDamage","",[19751],12,[],[],1,1,[],0,[],1,[],1,[]
739,"SupportCullingStrike","",[19749],12,[],[],8,1,[],0,[],1,[],1,[]
740,"SupportDazeBuildup","",[19782],12,[],[],8,1,[],0,[],1,[],1,[]
741,"SupportBreakPostureDazeDuration","",[19781],12,[],[],8,1,[],0,[],1,[],1,[]
742,"SupportFerocitySkillSpeed","",[20700],12,[],[],2,1,[],0,[],1,[],1,[]
743,"SupportPotentialCritChance","",[20685],12,[],[],5,1,[],0,[],1,[],1,[]
744,"SupportCulminationDamage","",[20679],12,[],[],1,1,[],0,[],1,[],1,[]
745,"SupportPierceDamageAfterPierce","",[3816],12,[],[],1,1,[],0,[],1,[],1,[]
746,"SupportForkDamageAfterFork","",[17892],12,[],[],1,1,[],0,[],1,[],1,[]
747,"SupportMomentum","","[19158,19159]",12,[],[],1,1,[],0,[],1,[],1,[]
748,"SupportBurstingPlague","","[18746,18748]",12,[],[18073],7,1,[],0,[],1,[],1,[]
749,"SupportKnockbackWave","",[18868],12,[],[],14,1,[],0,[],1,[],1,[]
750,"SupportLockdownPin","",[18903],12,[],[],8,1,[],0,[],1,[],1,[]
751,"SupportManaFlaskCharges","",[18963],12,[],[],9,1,[],0,[],1,[],1,[]
752,"SupportLifeFlaskCharges","",[18964],12,[],[],9,1,[],0,[],1,[],1,[]
753,"FlameWallProjectileAddedFlatDamage","","[21015,21016]",12,[],[],1,1,[],0,[],1,[],1,[]
754,"InfernalCryExplosionDamageFromPower","",[18130],12,[],[],1,1,[],0,[],1,[],1,[]
755,"SkeletalReaverEnrageDecay","",[18986],12,[],[],14,1,[],0,[],1,[],1,[]
756,"SkeletalArsonistCommandThreshold","",[18555],12,[],[],2,1,[],0,[],1,[],1,[]
757,"SkeletalClericHeal","",[22492],12,[21020],[],14,1,[],0,[],1,[],1,[]
758,"PlagueBearerStorage","",[9412],12,[9413],[],14,1,[],0,[],1,[],1,[]
759,"PlagueBearerNovaAoE","",[18631],12,[],[],4,1,[],0,[],1,[],1,[]
760,"MagmaBarrierWindow","",[18743],12,[],[],2,1,[],0,[],1,[],1,[]
761,"MagmaBarrierCooldown","",[18744],12,[],[],2,1,[],0,[],1,[],1,[]
762,"LightningConduitExtraBolts","",[21056],12,[],[],1,1,[],0,[],1,[],1,[]
763,"AuraFireResistanceGranted","",[21086],12,[],[],13,1,[],0,[],1,[],1,[]
764,"AuraColdResistanceGranted","",[21087],12,[],[],13,1,[],0,[],1,[],1,[]
765,"AuraLightningResistanceGranted","",[21088],12,[],[],13,1,[],0,[],1,[],1,[]
766,"AuraChaosResistanceGranted","",[21089],12,[],[],13,1,[],0,[],1,[],1,[]
767,"CurseFireResistanceGranted","",[21081],12,[],[],13,1,[],0,[],1,[],1,[]
768,"CurseColdResistanceGranted","",[21082],12,[],[],13,1,[],0,[],1,[],1,[]
769,"CurseLightningResistanceGranted","",[21083],12,[],[],13,1,[],0,[],1,[],1,[]
770,"CurseChaosResistanceGranted","",[21084],12,[],[],13,1,[],0,[],1,[],1,[]
771,"SkillEnergyGainPenalty","",[21134],12,[],[],14,1,[],0,[],1,[],1,[]
772,"WitherOnHitChanceFromChaosDamageMagnitude","",[21194],12,[],[],8,1,[],0,[],1,[],1,[]
773,"GaleForceDamage","",[18885],12,[],[],1,1,[],0,[],1,[],1,[]
774,"GaleForceArea","",[18886],12,[],[],4,1,[],0,[],1,[],1,[]
775,"GaleForceKnockback","",[18887],12,[],[],8,1,[],0,[],1,[],1,[]
776,"SpearDischargeConversion","",[21375],12,[],[],1,1,[],0,[],1,[],1,[]
777,"SpearDischargeArea","",[21374],12,[],[],4,1,[],0,[],1,[],1,[]
778,"WindstormExtraRadius","",[12713],12,[],[],4,1,[],0,[],1,[],1,[]
779,"WindstormKnockback","",[21246],12,[],[],8,1,[],0,[],1,[],1,[]
780,"WindstormSlow","",[18759],12,[],[],14,1,[],0,[],1,[],1,[]
781,"WindstormDamage","",[12712],12,[],[],1,1,[],0,[],1,[],1,[]
782,"WindstormMaxStages","",[12714],12,[],[],2,1,[],0,[],1,[],1,[]
783,"WindstormLimit","",[21401],12,[],[],2,1,[],0,[],1,[],1,[]
784,"VolcanicFissureLimit","",[21584],12,[],[],2,1,[],0,[],1,[],1,[]
785,"LifeRecoupPerAttackTime","",[21597],12,[2863],[],2,1,[],0,[],1,[],1,[]
