"rownum","Id","HASH16","Text"
1611,"UniqueBodyInt17",44373,"The First of the Night was the first explorer\r\nIt was she who first braved night's terrors\r\nand found comfort in silence and solace."
1612,"UniqueHelmetInt16",60444,"A hunter uses everything at their disposal.\r\nThe First of the Night did not hold back her venom. \r\nShe used it to weaken her enemies, \r\nand used her enemies to strengthen her many children."
1613,"UniqueGlovesDexInt10",61795,"A burden shared is a burden made lighter.\r\nThe First of the Night teaches us that our burdens \r\nare not just ours to bear, but ours to use against oppressors."
1614,"UniqueBootsDexInt7",20531,"When the fires spilled out of the mountain, The First of the Night wove a net\r\nand was carried into the night on its hot winds.\r\nThough we cannot live without danger, we can learn to live with it."
1615,"UniqueHelmetInt15",45441,"Gleeful are the few\r\nwho bask in the blood of the many."
1616,"UniqueBodyStrInt9",57031,"When it comes to finding a use for surplus,\r\na rich man has within himself\r\nboundless creativity."
1617,"UniqueBodyStrInt9x",46280,"\""Better... stronger... more vital... and then... failure. Always, failure.\r\nWhat key fundamental secret are we missing?\"""
1618,"UniqueRing51",42980,"When your skin sloughs, and your blood cooks,\r\nyou'll wish the lightning strike had killed you."
1619,"UniqueBelt28",39875,"What started as a desire to feed\r\nbecame a desire to learn..."
1620,"UniqueGlovesDexInt11",44696,"Great works take time.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Dominance}"
1621,"UniqueGlovesDexInt12",7192,"A plan without a deadline stays a plan."
1622,"UniqueHelmetStrInt13",58898,"Our flesh is our most sacred gift.\r\nTaint it not with the occult.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Summoning}"
1623,"UniqueHelmetStrInt14",46063,"From the flesh of the gods, Xibaqua was born.\r\nFrom the carnage of Xibaqua, we were born.\r\nIt is our duty to return to the gods what was once theirs."
1624,"UniqueShieldInt11",11334,"The heart grows slow,\r\nthe spirit grows strong.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Awakening}"
1625,"UniqueShieldInt12",50102,"Give him your body, and your burdens will follow."
1626,"UniqueBodyStrDexInt2",59258,"Destined for sacrifice,\r\nthey were dressed in garments\r\nthat blurred the lines between this world\r\nand the next."
1627,"UniqueAmulet48",29677,"The seed of life, saved and savoured.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Sacrifice}"
1628,"UniqueAmulet49",1820,"We are incapable of change without sacrifice, for we are both the iron and the forge."
1629,"UniqueJewel116",17827,"We are born raw and untested, and we are shaped by life.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Transcendence}"
1630,"UniqueJewel117",41442,"Though the body rots, the spirit lives on.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Transcendence}"
1631,"UniqueJewel118",43025,"Any thought, no matter how fleeting, changes the thinker.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Transcendence}"
1632,"UniqueJewel119",44881,"We are as much shaped by what we do\r\nas what is done to us."
1633,"UniqueJewel120",40122,"Take comfort knowing that, even in death,\r\nwe may serve our Queen and fuel her empire."
1634,"UniqueJewel121",34510,"A keen mind sees what others do not,\r\nmakes connections where others do not, \r\nand is dangerous in a way that others are not."
1635,"UniqueFlask25",13973,"Freedom is for the privileged, even in death.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of the Ghost}"
1636,"UniqueFlask26",19137,"\""What care have I for their pain? They're already dead.\""\r\n- Atalui, Vaal Priestess"
1637,"UniqueBelt29",48246,"For the Vaal, the relationship between slave and master\r\nwas as intimate and volatile as that of lovers."
1638,"UniqueBootsDexInt8",61993,"Facing their death,\r\nthe mind of a sacrifice\r\nretreats into instinct and madness.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of the Ritual}"
1639,"UniqueBootsDexInt8Royale",15055,"Facing their death,\r\nthe mind of a sacrifice\r\nretreats into instinct and madness."
1640,"UniqueBootsDexInt9",13009,"Only a fool seeks meaning\r\nin a life so fleeting."
1641,"UniqueBelt30",41212,"As a gift or as punishment,\r\nthe Empire will have your blood.\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Consequence}"
1642,"UniqueBelt31",57846,"Death is your most important duty.\r\nFace it, or curse your bloodline for all eternity."
1643,"UniqueOneHandSword29",6173,"Through war we found peace. Through death we found advancement.\r\nOur ancestors did not know where their actions would take them.\r\nAre we any better?\r\n\r\n<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Fate}"
1644,"UniqueOneHandSword30",22135,"Doryani promises immortality, yet we build great structures, \r\ncarve magnificent works into stone, so a part of us lives onward.\r\nA sign of faithlessness through action."
1645,"UniqueTwoHandAxe16",6493,"War is a thriving infection.\r\nIt numbs the heart and eats away at the soul\r\nuntil only emptiness remains."
1646,"UniqueSceptre19",17891,"There the weary multitude of man-kind \r\nshall turn in their masses into the wide fire, \r\nwhere the destroying flame embraces the living, \r\nsome will go up, some down, filled with misery."
1647,"UniqueSceptre19x",52539,"\""Lord of Bone, Lord of Flesh, yet all that we can\r\nmaster turns to ash.\"" \r\n- Researcher Arn"
1648,"UniqueShieldDexInt5",10292,"\""Great minds wish to reveal all the secrets of time and space.\r\nBut it does not matter. Creation, the act of Matter Metamorphosis, \r\nis the only secret worth discovering.\"" \r\n- Zeel, Vaal Tinkerer"
1649,"UniqueShieldStrInt12",5887,"An Emperor must conquer his own darkness\r\nbefore he can act as a beacon of light."
1650,"UniqueJewel122",64258,"Kaom watched the torches patrol the top of the Watch. \r\nHe observed the lay of the beach, its barricades and rocks, \r\nand his men in their canoes, ready to lay their lives down for him.\r\nBut when his foot hit the sand, he thought only of the fight."
1651,"UniqueJewel123",20616,"Standing behind iron bars,\r\nDaresso thought of his adoring fans cheering his name, \r\nhis wife's warm embrace waiting for him, \r\nand of the celebrations that would soon be thrown in his name.\r\nBut when the arena gate lifted, he thought only of the fight."
1652,"UniqueJewel124",50099,"Voll stood at the gates of Sarn, and a nation stood behind him. \r\nHe thought of the righteousness of his cause, \r\nand of the glory he would bring to the empire he would soon lead. \r\nBut as Chitus and his gemlings advanced, he thought only of the fight."
1653,"UniqueAmulet50",29713,"\""No man, before or since,\r\nhas climbed to such lofty heights\r\nor fallen so far.\""\r\n- Voll, Emperor of Purity"
1654,"UniqueJewel125",24192,"\""I don't know how I know, \r\nI just know that I know.\"""
1655,"UniqueHelmetStrDex7",23407,"When you're on the run,\r\nlook only to yourself for survival."
1656,"UniqueGlovesInt10",60476,"Xibaqua's treachery was met with divine fury.\r\nOne by one, the gods reclaimed their flesh,\r\nuntil all that remained was a droplet of pure light:\r\nThe first Vaal."
1657,"UniqueRing52",16960,"So great was the thaumaturgy of a bloodpriest's mark,\r\nthat sacrifices soon welcomed their death."
1658,"UniqueStaff23",21783,"Death is but the start of your servitude."
1659,"UniqueGlovesStrInt8",16523,"We serve only the Night."
1660,"UniqueStaff24",27789,"There was never a simpler time.\r\nJust simpler motivations."
1661,"UniqueAmulet51",57776,"The leash of the lifegiver\r\nbinds in both directions."
1662,"UniqueGlovesInt9",57915,"\""One coy look. One blown kiss. One word spoken.\r\nOne night I wish I'd forget.\"""
1663,"UniqueAmulet52",16870,"He was a lot luckier before he lost this."
1664,"UniqueShieldInt13",21022,"The empire is both the tree and the fruit.\r\nIt provides safe harbour as ideas grow within,\r\nand when the time is right, the apple is picked. \r\nThe idea, and our ideals, take root."
1665,"UniqueHelmetDexInt11",34003,"Sing with me one last duet,\r\nthe curtain closes nigh.\r\nJoin me in a quiet song,\r\nBefore we all must die."
1666,"UniqueSceptre20",49019,"The greatest of guardians make the greatest of sacrifices."
1667,"UniqueHelmetInt17",21203,"\""Feel the pain of ancient wounds.\r\nFeel the doom of dying souls.\"""
1668,"UniqueHelmetStrInt15",54899,"You will know if your subjects follow you from fear\r\nor respect when you have your first moment of weakness.\r\nIf it's the former, they will tear you into pieces like rabid dogs."
1669,"UniqueAmulet53",26944,"It was not his fearlessness or ferocity, nor his tactical genius,\r\nit was his leadership that earned Aul, the Last King, his crown."
1670,"UniqueRing53a",35629,"Fleeing the destruction set upon her home,\r\nthe Clayshaper sought safety in the clouds of ash above.\r\n\r\n<default>{This item can be combined with a Meadow and Valley ring at a Vendor.}"
1671,"UniqueRing53b",20905,"Where once had stood a village, lay naught but splinters.\r\nSome had once been her home. \r\nSome had once been her creations.\r\nSome had once been her family.\r\n\r\n<default>{This item can be combined with a Mountain and Valley ring at a Vendor.}"
1672,"UniqueRing53c",11038,"The river, once fertile and fresh, \r\nand flowing briskly to the sea,\r\nnow stood, stained, at a standstill.\r\nDammed by the coagulating dead.\r\n\r\n<default>{This item can be combined with a Meadow and Mountain ring at a Vendor.}"
1673,"UniqueRing53d",17593,"The narrow path turned to rough rocks that led towards the sky.\r\nOne last obstacle in a life-long journey\r\nto find a land they could call home.\r\n\r\n<default>{This item can be combined with a Meadow and Valley ring at a Vendor.}"
1674,"UniqueRing53e",59387,"Cold winds blasted what little grew on the icy surface.\r\nThe gifts of the land lay hidden deeper,\r\nand only patience and persistence would free them.\r\n\r\n<default>{This item can be combined with a Mountain and Valley ring at a Vendor.}"
1675,"UniqueRing53f",22647,"Sheltered beneath thick ice,\r\nthe river ferried fat fish towards the sea.\r\nBut the First King knew the river's secret,\r\nand the fish were not the only ones who grew fat.\r\n\r\n<default>{This item can be combined with a Meadow and Mountain ring at a Vendor.}"
1676,"UniqueRing53g",50873,"He surveyed his lands, green and vital,\r\nwatched with pride as his slaves quarried fine stone for his fortress,\r\nand thanked the heavens for his many blessings.\r\nBut this pilgrimage to the peak was to be his last.\r\n\r\n<default>{This item can be combined with a Meadow and Valley ring at a Vendor.}"
1677,"UniqueRing53h",59684,"The fields were silent but for the plucking of fruits,\r\nthe rustling of leaves, and the breaking of stone.\r\nNo slave dared to speak or look the passing king in the eye.\r\nNo one... except Aul.\r\n\r\n<default>{This item can be combined with a Mountain and Valley ring at a Vendor.}"
1678,"UniqueRing53i",23496,"With no stone for rebuilding, each storm took its toll on the village.\r\nHuts eventually collapsed, their occupants injured or dead.\r\nBodies were left by the river, to appease the gods.\r\nBut the dead would not remain there.\r\n\r\n<default>{This item can be combined with a Meadow and Mountain ring at a Vendor.}"
1679,"UniqueRing54",23274,"History teaches humility."
1680,"UniqueJewel127",48015,"In the weeks that followed the Cataclysm,\r\nthe dead began to rot and fester.\r\nThe air fouled with such concentration,\r\nthat passing birds drowned in flight."
1681,"UniqueShieldInt14",54539,"Though we live and act as individuals,\r\nin truth, we are tethered together. \r\nThe barriers that divide us need not be broken \r\nfor our spirits to become entangled."
1682,"UniqueAmulet54",36162,"Time, like light, can be refracted into all its myriad colours.\r\nThe first shade is beautiful, but the last will drive the unwary insane."
1683,"UniqueBow22",26776,"\""There were no survivors. It had only been fired twice.\""\r\n- Order of the Djinn inscription"
1684,"UniqueRing55",60892,"\""Fusing the parasite with another ring has manifested unpredictable effects.\r\nI theorise the sacrificial vessel's level of anguish is a key variable.\""\r\n- Arzaak, Syndicate Researcher"
1685,"UniqueFlask27",61418,"A controlled burn is sometimes necessary for new life."
1686,"UniqueGlovesStrDex11",42128,"Open the way to new and dangerous lands."
1687,"UniqueGlovesStrDex12_",53658,"Is it better to find new lands - or to create them?"
1688,"UniqueHelmetInt18",47027,"See the land as it is."
1689,"UniqueHelmetInt19a",23145,"See creation as it was, aflame and frantic."
1690,"UniqueHelmetInt19b",7942,"See creation as it will be, frozen and silent."
1691,"UniqueHelmetInt19c",31681,"See creation as it is, energetic and storming."
1692,"UniqueBodyDexInt11",1854,"There can be no defence against the celestial siblings entropy and time."
1693,"UniqueBodyDexInt11x",24536,"\""The form of this replica came to me in a troubled dream.\r\nI do not believe we should ever allow it to be used.\""\r\n- Researcher Arn"
1694,"UniqueRapier6",59126,"What has no siblings but is always a twin?"
1695,"UniqueRapier6x",64037,"\""This is one riddle I can't solve.\"" \r\n- Researcher Graven"
1696,"UniqueBelt32",23436,"Cold winds whirl at the crown of the world."
1697,"UniqueBodyInt18",37280,"In their crimson nightmare, the Vaal are still sacrificing themselves to her glory and beauty. \r\nThey stab their own hearts and cry out in ecstasy, only to rise again."
1698,"UniqueHelmetInt20",27479,"The spirit hungers for the flesh."
1699,"UniqueSceptre21",30866,"The vastness of the cosmos holds energies beyond comprehension,\r\nshould one have the fortitude to grasp them."
1700,"UniqueSceptre21x",6561,"\""We could rival the gods with this power, if only we had the mitigating mechanisms\r\nto make it work. A jewel, a talisman, an armour... or the Font...\"""
1701,"UniqueFlask28",27869,"A tourniquet for the soul, squeezing ethereal into physical."
1702,"UniqueGlovesStrInt9",37253,"\""You covet the strength of your peers, mortal?\r\nPerhaps it can be yours, if you are willing to make an offering of their blood...\""\r\n- Vaal Myth of the Third Snake"
1703,"UniqueBodyInt19",53537,"Exceptional men and women of strong will can flicker a spark, \r\nbut something much greater is needed to unleash the wildfire of true divine flames."
1704,"UniqueGlovesDexInt13",45725,"The power of lightning is a power best shared."
1705,"UniqueHelmetStrInt16",41792,"The judge determines worthiness by comparison to the paragon: himself."
1706,"UniqueRing56",3981,"I condemned an innocent man to the pyres, but to admit this mistake is to condemn myself.\r\nMy only choice is to strive harder."
1707,"UniqueRing57",60519,"My subordinates circled me eternally, attuned to the slightest weakness,\r\nready to tear me apart for their own gains."
1708,"UniqueRing58",40556,"I sacrificed a life of love for one of responsibility, so that she,\r\nand others like her, might be kept safe."
1709,"UniqueRing59",19904,"I was a happy child, before the cruel truth was revealed to me.\r\nI fight so that the children may remain ignorant."
1710,"UniqueRing60",3550,"I feel the moral weight of what I must do to protect Wraeclast.\r\nI accept my guilt without shame. It is my gift to humanity."
1711,"UniqueAmulet55",48217,"Strike true, strike hard, and leave no survivors to retaliate."
1712,"UniqueAmulet55x",4967,"\""The type Delta test subjects could have escaped with the power offered by\r\nPrototype #15, but they suddenly chose to murder each other instead...\"""
1713,"UniqueShieldDexInt6",58840,"Something within the machine never stops moving,\r\nbut Oriathan scholars dare not open it to find out why."
1714,"UniqueBootsStrInt6",23347,"When the time comes to face evil, the faithful are never alone."
1715,"UniqueQuiver15",33510,"Midnight tinkering begets midday murdering;\r\na sinister shaft surreptitiously shot slays a scoundrel.\r\nI will see them again, but not until my work is done."
1716,"UniqueQuiver15x",27341,"\""The Midnight Tinkerer's aid was invaluable during our brief alliance,\r\nbut when we failed to make any progress on resurrection, he continued his search elsewhere...\"""
1717,"UniqueGlovesDexInt14",35962,"The Black Sekhema's trial had only just begun."
1718,"UniqueHelmetDemigods1",44728,"The champion's name echoes through time, \r\ndrowning out the whispers of the defeated."
1719,"UniqueHelmetInt21",26086,"Young Napuatzi was thrown into the pits, an unwilling sacrifice, \r\nbut the offer of her blood was refused. \r\nShe rose from the pit alive and anew.  \r\nA Leader. A Conquerer. A Viper."
1720,"UniqueAmulet56",1382,"\""Hyrri and her arrows broke the sacred code, damning herself. \r\nKaom seized her sacrifice, and in doing so, seized victory.\"" \r\n- Lavianga, Advisor to Kaom"
1721,"UniqueHelmetDexInt12",2398,"\""The more the warrior understood Tangmazu's gift, the less the mask aided him.\r\nHis dreams were filled with divine laughter.\""\r\n- Tenth Song of the Islands"
1722,"UniqueHelmetInt22",18130,"The Light drove the darkness from our lands and from our hearts."
1723,"UniqueSceptre22",16857,"A secret few among the Templars grant absolution by bearing the guilt of others."
1724,"UniqueJewel128",39075,"They believed themselves the pinnacle of civilisation, but that height toppled their empire."
1725,"UniqueJewel129",46561,"They believed themselves the greatest warriors, but that savagery turned upon their own."
1726,"UniqueJewel130",45402,"They believed themselves the most ordered, but that tradition turned their forests to salt."
1727,"UniqueJewel131",36763,"They believed themselves the utmost faithful, but that conviction became oppression."
1728,"UniqueJewel132",29374,"They believed themselves better than the past, but that confidence brought about nightmare."
1729,"UniqueJewel133",56675,"The enslaved Ezomyte clans were not permitted to own weapons.\r\nFor years, they trained in secret, watching and waiting for the\r\nperfect moment to reveal the true depth of the Empire's folly."
1730,"UniqueGlovesExpedition1",40480,"Those heroes that set foot on Wraeclast found\r\nthemselves changing, only subtly at first..."
1731,"UniqueGlovesExpedition2",48556,"For forty-two nights, the Feller of Heroes challenged\r\nthe next greatest warrior to a one-on-one duel.\r\nNone could match his might."
1732,"UniqueBootsExpedition1",59394,"In their hour of desperate need, the Knights of the Sun\r\ncalled out for aid... and the Black Scythe answered."
1733,"UniqueBootsExpedition2",14209,"Where others would retreat when vulnerable,\r\nOlroth the Gallant fought deeper into battle."
1734,"UniqueHelmetExpedition1",23668,"The priests of the Kalguur worshipped knowledge, not gods."
1735,"UniqueHelmetExpedition2",63979,"Cadigan the Third ruled dispassionately\r\nthrough the iron might of artifice."
1736,"UniqueFlask29",5984,"Olroth the Gallant,\r\ntireless and true,\r\nhe fights for me,\r\nhe fights for you!"
1737,"UniqueFlask30",49801,"Uhtred and his priests drank of the skies\r\nto empower runes... and themselves.\r\n"
1738,"UniqueFlask31_",31646,"Nothing endures. All things end.\r\nThen, they begin again."
1739,"UniqueFlask32",43152,"Vorana trained her mercenaries\r\nthus: strike true and survive."
1740,"UniqueGlovesStrDex14",57582,"Try as you like to hide the\r\nblood on your hands.\r\nYou'll still know the truth."
1741,"UniqueAmulet66",26497,"Death's approach brings clarity."
1742,"UniqueBelt43_",31709,"Rivers of power course through your veins."
1743,"UniqueBodyDexInt15",39770,"Those that can never die have but one wish."
1744,"UniqueAmulet67",58450,"The time is nigh.\r\nWar has come.\r\nWe dream as one."
1745,"UniqueShieldStrDex7",45665,"Judge not the weak, for\r\nthey empower the strong."
1746,"UniqueShieldStrDex8",40919,"Every clash leaves one more scar."
1747,"UniqueJewel158",32408,"\""We awoke to a sudden jungle rupturing the valleys of our home.\r\nGrasping limbs coiled around us, into us. We sank into each other,\r\nthen rose into the living sky. My family screams alongside me still.\"""
1748,"UniqueJewel159",23854,"\""We awoke to a sudden dawn cresting through the mountains.\r\nEach peak rose into searing fire, a massive roiling tide.\r\nA great eye gazed upon us, and we became known—utterly.\"""
1749,"UniqueAmulet68",51050,"That winter, scorched refugees emerged from the shrine,\r\nspeaking only in strange tongues. They prayed to a new\r\nsymbol of power, not out of love, but out of fear."
1750,"UniqueAmulet69",2948,"A single facet contains the wisdom\r\nof countless disintegrated worlds."
1751,"UniqueStaff30",47146,"There is no force more destructive in the heavens\r\nthan the scintillating light of utter clarity."
1752,"UniqueBow23",8205,"To eat, to feast, to forget the horror of endless agonising existence\r\nif but for a moment... only to disgorge and do it all again..."
1753,"UniqueGlovesInt11",23381,"He reached for his home one last time, a shining jewel among the stars...\r\nonly to watch in horror as it ruptured and shattered under a tide of limbs."
1754,"UniqueHelmetInt25",57522,"Where that searing dawn fell, silence reigned.\r\nWe sought the shadows, but none remained."
1755,"UniqueRing72",7484,"Those that escaped the annihilating light\r\nsank eternally into crushing darkness. "
1756,"UniqueGlovesStr11",5584,"Lost in a sea of limbs and screaming faces, they claw\r\nfor any fleeting pleasure which might dull the pain."
1757,"UniqueBootsDexInt12",35597,"A multitude of beings share a wretched existence\r\nirrevocably bound together in perpetual torture."
1758,"UniqueShieldStr13",21873,"\""The newcomers warn of doom and death beyond mortal ken.\r\nI ask, why should we fear the fire when we serve the Lord of Light?\""\r\n- Maxarius, the first High Templar"
1759,"UniqueJewel160",29943,"The minds of those studied utterly by the Cleansing Fire\r\ncontinue to think and dream and beg for silence..."
1760,"UniqueJewel161_",25814,"The bodies of those wholly subsumed by the Tangle\r\ncontinue to merge and mutate and cry out for release..."
1761,"UniqueJewel162",57569,"Gripping the stolen Spear of Solerai in hand,\r\nthe bandit king of Stridevolf watched his enclave burn.\r\nAs foretold, the weapon was powerful beyond compare,\r\nbut using it had cost him absolutely everything."
1762,"UniqueBelt44",52971,"Mortal pleasures can hold back the memories,\r\nbut a hollow soul can never be healed."
1763,"UniqueHelmetStr9",18067,"A cacophony of battle cries\r\nReverberate through time and space\r\nInflicting pain beyond measure"
1764,"UniqueAmulet70",6965,"Simply the way it must be, so that existence may be."
1765,"UniqueRing73",42503,"Only when the mind is empty of ambition\r\ncan the cold truth of existence take hold."
1766,"UniqueJewel163_",15969,"She was the last of countless progeny bred to test the limits of limitless power.\r\nIn the cosmic prison of her birth, her siblings fought each other to the death\r\nfor supremacy. She alone reached her limit... and broke through."
1767,"UniqueJewel164",244,"This world is not good enough for her,\r\nso I will make a better one. Nothing\r\nmatters but the pursuit of perfection."
1768,"UniqueSentinel1",59952,"Destruction incarnate leaves a bitter aftertaste\r\nas one soul is imbued with remnants of another,\r\nand the earth is salted by rivers of blood.\r\n"
1769,"UniqueSentinel2",58955,"Alone among the powers of artifice, there is one against\r\nwhich the horrors of Wraeclast have never adapted.\r\n"
1770,"UniqueSentinel3_",21438,"She stands grim, wreathed in flame, awaiting the crusader's call."
1771,"UniqueSentinel3b",18250,"Knowing the human body to harbour infinite potential,\r\nshe endowed her subjects with the most potent forces at her disposal,\r\nstriving invariably for improvement."
1772,"UniqueSentinel3c",45303,"Some artists wait a lifetime for inspiration. He waited for five."
1773,"UniqueSentinel3d",35,"Even after she harvested their tongues, they were still able to scream."
1774,"UniqueSentinel3e",23466,"This grotesque conglomerate is truly an abomination to behold.\r\nYou feel a strange sense of déjà vu when you gaze upon its hideous visage..."
1775,"UniqueSentinel3f",38388,"A fiery horror from a distant plane of existence,\r\nit feasts upon the charred corpses subsumed by lava pits.\r\nDon't fall in..."
1776,"UniqueSentinel3g",18595,"Lightning always strikes twice."
1777,"UniqueSentinel3h",41793,"He feeds on the nightmares of the Atlas' denizens.\r\nIf you fall asleep in the Atlas, he'll be waiting..."
1778,"UniqueSentinel4",41206,"In the wake of tyranny,\r\nThe battlefields have been left barren."
1779,"UniqueSentinel6",24596,"Under clouds of black beset by crimson lightning, we sailed stormy seas of poison and disease. Only one light shone in that darkness; only one Flame to keep hope alive."
1780,"UniqueSentinel7",18339,"A life without risk is no life at all."
1781,"UniqueSentinel8",40498,"On judgement day, only those who are worthy will survive."
1782,"UniqueSentinel9",30398,"Otherworldly incantations echo across the battlefield,\r\nAnd the warrior readies his blade."
1783,"UniqueSentinel11",9893,"Mechanisms gone awry, circuitry in flux.\r\nThis experiment became something truly perverse."
1784,"UniqueSentinel12",5437,"Torture something enough, and you just might force a reaction."
1785,"UniqueGlovesStr12",50208,"Who can tell when whispers are truly from a god?"
1786,"UniqueMap26",32901,"On the outskirts of Utzaal, at the Temple of Chaos,\r\nthe Trialmaster awaits your challenge."
1787,"UniqueGlovesDexInt18",53069,"Fear can be instilled by the smallest entity."
1788,"UniqueBootsStr12",15086,"In a void strewn with incandescent stardust,\r\nthe emissary of flame traverses interplanetary space\r\nconsuming the knowledge of fallen civilisations."
1789,"UniqueBodyInt21",63842,"Faith springs abundant at the edge of death."
1790,"UniqueHelmetStr10",42990,"We may fight, and we may die, but in these\r\nmoments of blood and battle, we truly live."
1791,"UniqueHelmetDex11",55194,"Ancient worshippers of the Greatwolf were overtaken\r\nby a ravenous hunger for all things mystical."
1792,"UniqueBootsStrDex8",39523,"Pray that the flames find fascination,\r\nfor the true end follows when the great eye closes."
1793,"UniqueQuiver19",10753,"What do you see when you look inward?"
1794,"UniqueRing22",6013,"On one hand, you have a choice.\r\nOn the other, you have its twin."
1795,"UniqueFlask33",3733,"They were bred in a cosmic ocean of raw creation.\r\nFeasting and drinking of the milk of the mother,\r\nthey fought to the death for every last drop."
1796,"UniqueJewel165",46873,"A wellspring of vitality bubbling from within."
1797,"UniqueJewel166",26508,"A mountain fortress safe from the storm."
1798,"UniqueJewel167",3229,"A mass of flesh writhing with savage fury."
1799,"UniqueJewel168",35084,"A body that never falters."
1800,"UniqueJewel169",1936,"A spirit that never rests."
1801,"UniqueJewel170",46815,"A mind that never quiets."
1802,"UniqueJewel171",47483,"Logic wanes in shining faith, and in rationalism, ardour dims\r\nThus, the cynic and the zealot are divided\r\nBut can they not be one and the same?"
1803,"UniqueRing74",19270,"Too much of something is bad enough;\r\ntoo much of nothing is just as tough."
1804,"UniqueGlovesDexInt19",32780,"A legion of lives claimed\r\nby the shards of obliterated worlds."
1805,"UniqueFlask34",11716,"Ennui prevailed, until inspiration sparked\r\na mote of flame, kindled by fury\r\nand all in his path were obliterated."
1806,"UniqueAmulet71",37136,"The price of immortality is isolation."
1807,"UniqueHelmetInt26",27165,"Bold and beautiful, a castaway\r\nHemmed and hawed, for her to stay\r\nOh, what I'd give for one more day\r\nFor she's the one that got away\r\n-Franklin"
1808,"UniqueJewel172",28542,"How simple a power, on which empires turn,\r\nwhen one man stands firm and says, \""I refuse.\"""
1809,"UniqueJewel173",3929,"The true secret of the elements\r\nis that all are one and the same."
1810,"UniqueJewel174",290,"Within a firestorm, the Thane commands the flames\r\nEmblazoned by glory and the song of the First Ones\r\nFor the master of fire fears nothing."
1811,"UniqueStaff31",58416,"Life... Death...\r\nThe whim of the cosmos."
1812,"UniqueJewel175",44534,"In darkest night, 'neath waxen moon\r\nA witch snatches a boy from his room.\r\nHe wards off her hexes\r\nThe witch he perplexes\r\nAnd so becomes part of her stew."
1813,"UniqueRing75",15582,"Enraged by the incompetence of mortals\r\nThe demon-lord opens a gateway\r\nUnleashing a litany of pain upon the world."
1814,"UniqueAmulet72",14132,"Maligaro did the cutting... at her request.\r\nIn the new void, a malevolent power emerged."
1815,"UniqueTwoHandSword14",52695,"Witness the emergence of a new cosmic power."
1816,"UniqueJewel176",47098,"Fellshrine stood as a holy bastion opposite the\r\nChamber of Sins, and all that it represented.\r\nFor one to rise, the other must fall."
1817,"UniqueHelmetInt27",17402,"A fell wind brings death."
1818,"UniqueRelic1",61089,"Centuries of peace brought immense wealth to Keth,\r\nbut many worried that it had also left the people soft."
1819,"UniqueRelic2",9382,"By fire and ice, perhaps the end of the world.\r\nThey did not fall on their knees and lament."
1820,"UniqueRelic3",48611,"All rejoiced when Solerai and Lundara shattered the grey sky,\r\nbut with the cold banished, sandier climes began to creep in..."
1821,"UniqueRelic4",30835,"As they looked toward the future, yet held close the past,\r\nthe tale-women began to see the tapestry of Time."
1822,"UniqueRelic5",26202,"The path forward is unknown,\r\nbut someone must lead.\r\nLet it be the best of us."
1823,"UniqueRelic6",45300,"In the coldest depths of the Winter of the World, overrun by darkness and fighting to the last, life itself clung to existence by the barest remaining thread."
1824,"UniqueRing76",54171,"Innocence rose to godhood not on inspired faith,\r\nbut on the vilification and hatred of another."
1825,"UniqueHelmetStr11",54003,"An eye for an eye makes the whole world dead."
1826,"UniqueAmulet73",35517,"Beidat made false promises to many denizens,\r\nconverting only one into a conduit through\r\nwhich Wraeclast might be consumed."
1827,"UniqueJewel177",43941,"The spirits of our ancestors guided us from the Archipelago to the continent.\r\nInextricably, the purity of our souls is linked to the ones who came before us."
1828,"UniqueGlovesDexInt20",37884,"The fundamental forces of our world are secrets\r\nto be uncovered by the intelligent and the capable.\r\nLike all secrets, they, too, can be stolen."
1829,"UniqueBow24",11731,"\""I loosed a volley of arrows into the heart of the man\r\nwho slew my beloved. There was no satisfaction, no\r\nhealing, no revenge. There was only... emptiness.\""\r\n- Chieftainess Ahuana of the Ramako Tribe"
1830,"UniqueBelt45",5026,"\""A man confronted with sufficient adversity\r\nmay ascend to unprecedented heights\r\nand triumph over his coddled rivals.\""\r\n- Weylan the Ezomyte"
1831,"UniqueGlovesStrDex15",60112,"There is no greater thrill than leaping into combat,\r\nslashing and hewing with utmost abandon."
1832,"UniqueBootsDex15",62814,"The inferno surged past, devastating Stridevolf, but the Maraketh\r\nwarrior somehow remained. Soot-blackened and resolute, she\r\ngrinned. In that moment, the bandit king knew true despair."
1833,"UniqueJewel178",12387,"At the core of the warrior's spirit,\r\na fierce determination burns,\r\nigniting their capacity to endure."
1834,"UniqueBodyStrInt15",33555,"Seek not to avoid the mortal pains of this world.\r\nIn flagellation, there lies freedom from temptation."
