"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","Audio","CostTypes","bool","[i32]","i32","SupportWeaponRestrictions"
2663,"GAExecutionerReverseSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],47,"","","","",10666,0,0,"",2772,[],"",[],1,[],-1,[]
2664,"GAExecutioner2H","",[],"",[],[],"",0,"",2,1000,315,"","",[],234,"","","","",10667,0,0,"",2773,[],"",[],1,[],-1,[]
2665,"GSSkelemancerGhostflameImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10668,0,0,"",2774,[],"",[],1,[],-1,[]
2666,"GSBalbalaRuneExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10669,0,0,"",2775,[],"",[],1,[],-1,[]
2667,"GSSkeletonSnakeBossFlameBlast","",[],"",[],[],"",0,"",2,1000,316,"","",[],96,"","","","",10670,0,0,"",2776,[],"",[],1,[],-1,[]
2668,"GASkeletonSnakeBossHeadSlamBodyDamage","",[],"",[],[],"",0,"",2,1000,315,"","",[],96,"","","","",10671,0,0,"",2777,[],"",[],1,[],-1,[]
2669,"GASkeletonSnakeBossHeadSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],61,"","","","",10672,0,0,"",2778,[],"",[],1,[],-1,[]
2670,"GSSkeletonSnakeBossRibCageBarrageImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],96,"","","","",10673,0,0,"",2779,[],"",[],1,[],-1,[]
2671,"GABalbalaFlickerStrikeTriggeredAttack1","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10674,0,0,"",2780,[],"",[],1,[],-1,[]
2672,"GABalbalaFlickerStrikeTriggeredAttack2","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10675,0,0,"",2781,[],"",[],1,[],-1,[]
2673,"GSWifeMonsterDelayedBlast","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",10676,0,0,"",2782,[],"",[],1,[],-1,[]
2674,"GSWifeMonsterDelayedBlastLarge","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10677,0,0,"",2783,[],"",[],1,[],-1,[]
2675,"GAFarudinCrawlerSpearSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10678,0,0,"",2784,[],"",[],1,[],-1,[]
2676,"GSFarudinCrawlerDelayedStrike","",[],"",[],[],"",0,"",2,1000,316,"","",[],21,"","","","",10679,0,0,"",2785,[],"",[],1,[],-1,[]
2677,"GARudjaEnrageAttack1","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10680,0,0,"",2786,[],"",[],1,[],-1,[]
2678,"GARudjaEnrageAttack2","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10681,0,0,"",2787,[],"",[],1,[],-1,[]
2679,"GSHusbandWifeRevive","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10682,0,0,"",2788,[],"",[],1,[],-1,[]
2680,"GATitanBossRockFall","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10683,0,0,"",2789,[],"",[],1,[],-1,[]
2681,"GATitanBossRockFallLarge","",[],"",[],[],"",0,"",2,1000,315,"","",[],96,"","","","",10730,0,0,"",2790,[],"",[],1,[],-1,[]
2682,"GSTitanBossMegaBlast","",[],"",[],[],"",0,"",2,1000,316,"","",[],28,"","","","",10684,0,0,"",2791,[],"",[],1,[],-1,[]
2683,"GSCarrionCroneSpikeExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10685,0,0,"",2792,[],"",[],1,[],-1,[]
2684,"GSSanctumGroundSpikeExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10936,0,0,"",2793,[],"",[],1,[],-1,[]
2685,"GSPerennialKingBasicLightningZap","",[],"",[],[],"",0,"",2,1000,316,"","",[],21,"","","","",10686,0,1014,"",2794,[],"",[],1,[],-1,[]
2686,"GAPerennialKingGlassSwordSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],61,"","","","",10687,0,1014,"",2795,[],"",[],1,[],-1,[]
2687,"GAPerennialKingAxeCleave","",[],"",[],[],"",0,"",2,1000,315,"","",[],9,"","","","",10689,0,1016,"",2796,[],"",[],1,[],-1,[]
2688,"GAPerennialKingObsidianStormImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10690,0,1014,"",2797,[],"",[],1,[],-1,[]
2689,"GSPerennialKingSandnadoPhysDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10691,0,0,"",2798,[],"",[],1,[],-1,[]
2690,"GSPerennialKingSandnadoLightningDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10692,0,1015,"",2799,[],"",[],1,[],-1,[]
2691,"GAInfectedMercIncendiaryBoltImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10693,0,0,"",2800,[],"",[],1,[],-1,[]
2692,"GSHusbandPurge","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10694,0,0,"",2801,[],"",[],1,[],-1,[]
2693,"GATitanBossFissureDamage","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10696,0,0,"",2802,[],"",[],1,[],-1,[]
2694,"GATitanArmSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10697,0,0,"",2803,[],"",[],1,[],-1,[]
2695,"GSPerennialKingBeaconSpray","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10698,0,1015,"",2804,[],"",[],1,[],-1,[]
2696,"GAManorGargoyleLacerate","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10699,0,0,"",2805,[],"",[],1,[],-1,[]
2697,"GSTitanBossLaserImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10700,0,0,"",2806,[],"",[],1,[],-1,[]
2698,"GATitanArmSlam2","",[],"",[],[],"",0,"",2,1000,315,"","",[],16,"","","","",10701,0,0,"",2807,[],"",[],1,[],-1,[]
2699,"GATitanArmSlam3","",[],"",[],[],"",0,"",2,1000,315,"","",[],17,"","","","",10702,0,0,"",2808,[],"",[],1,[],-1,[]
2700,"GASkeletalKnightShieldBash","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10703,0,0,"",2809,[],"",[],1,[],-1,[]
2701,"GSWifeMonsterBoneCone","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10704,0,0,"",2810,[],"",[],1,[],-1,[]
2702,"GASkeletalKnightShieldBashImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10706,0,0,"",2809,[],"",[],1,[],-1,[]
2703,"GABaronWolfBloodTeleSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10708,0,0,"",2811,[],"",[],1,[],-1,[]
2704,"GABaronWolfDashDangerRectangle","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10709,0,0,"",2812,[],"",[],1,[],-1,[]
2705,"GABaronWolfBloodBurst","",[],"",[],[],"",0,"",2,1000,315,"","",[],23,"","","","",10710,0,0,"",2813,[],"",[],1,[],-1,[]
2706,"GSWifeMonsterBoneStorm","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",10707,0,0,"",2814,[],"",[],1,[],-1,[]
2707,"GSCarrionCroneWaveDamageShape","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",10712,0,0,"",2815,[],"",[],1,[],-1,[]
2708,"GACountsGuardLeapAttack1","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10713,0,0,"",2816,[],"",[],1,[],-1,[]
2709,"GACountsGuardLeapAttack2","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10714,0,0,"",2817,[],"",[],1,[],-1,[]
2710,"GAMudBurrowerBloodProj","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10715,0,0,"",2818,[],"",[],1,[],-1,[]
2711,"GAExecutionerSlamAxeImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10716,0,0,"",2819,[],"",[],1,[],-1,[]
2712,"GAExecutionerSlamAxeMelee","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10717,0,0,"",2820,[],"",[],1,[],-1,[]
2713,"GAMudBurrowerGoopSmallImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10718,0,0,"",2821,[],"",[],1,[],-1,[]
2714,"GAMudBurrowerSpraySmallImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10719,0,0,"",2822,[],"",[],1,[],-1,[]
2715,"GSBaronWolfSummonDeathExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10720,0,0,"",2823,[],"",[],1,[],-1,[]
2716,"GAExecutionerMegaSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10721,0,0,"",2824,[],"",[],1,[],-1,[]
2717,"GAHusbandCleaveDash","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10722,0,0,"",2825,[],"",[],1,[],-1,[]
2718,"GAScarecrowBeastBlade","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10723,0,0,"",2826,[],"",[],1,[],-1,[]
2719,"GAMudBurrowerDivePush","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10724,0,0,"",2827,[],"",[],1,[],-1,[]
2720,"GABaronHumanEpicThrust","",[],"",[],[],"",0,"",2,1000,315,"","",[],33,"","","","",10725,0,0,"",2828,[],"",[],1,[],-1,[]
2721,"GABaronHumanLacerateSlamLeft","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10726,0,0,"",2829,[],"",[],1,[],-1,[]
2722,"GABaronHumanLacerateSlamRight","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10727,0,0,"",2830,[],"",[],1,[],-1,[]
2723,"GABaronHumanLacerateSlamSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10728,0,0,"",2831,[],"",[],1,[],-1,[]
2724,"GATitanBossChiselSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],96,"","","","",10729,0,0,"",2832,[],"",[],1,[],-1,[]
2725,"GAFaridunLizardTailSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10731,0,0,"",2833,[],"",[],1,[],-1,[]
2726,"GABaronBossCorruptWolfJumpSlash","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10732,0,0,"",2834,[],"",[],1,[],-1,[]
2727,"GSGolemancerTornado","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10734,0,0,"",2835,[],"",[],1,[],-1,[]
2728,"GSForgottenCrawlerLightning","",[],"",[],[],"",0,"",2,1000,316,"","",[],21,"","","","",10735,0,0,"",2836,[],"",[],1,[],-1,[]
2729,"GSBaronBossColdBreathGround","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10736,0,0,"",2837,[],"",[],1,[],-1,[]
2730,"GABaronBossFogDash","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10737,0,0,"",2838,[],"",[],1,[],-1,[]
2731,"GSDrudgeMinerExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],33,"","","","",10738,0,0,"",2839,[],"",[],1,[],-1,[]
2732,"GABaronCorruptWolfBloodTeleSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10739,0,0,"",2840,[],"",[],1,[],-1,[]
2733,"GSBaronCorruptWolfMoonbeam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10740,0,0,"",2841,[],"",[],1,[],-1,[]
2734,"GSBaronCorruptWolfMoonbeamRed","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10741,0,0,"",2842,[],"",[],1,[],-1,[]
2735,"GAHusbandDashTrigger","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10742,0,0,"",2843,[],"",[],1,[],-1,[]
2736,"GSDrudgeMinerExplodeCart","",[],"",[],[],"",0,"",2,1000,316,"","",[],33,"","","","",10743,0,0,"",2839,[],"",[],1,[],-1,[]
2737,"GAMutewindBanditExecutionerLeapCircularImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10744,0,0,"",2844,[],"",[],1,[],-1,[]
2738,"GAPerennialKingGlassSpearTossImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10745,0,1014,"",2845,[],"",[],1,[],-1,[]
2739,"GAPerennialKingGlassSpearTossImpactMulti","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10746,0,1014,"",2846,[],"",[],1,[],-1,[]
2740,"GATitanWalkerStomp","",[],"",[],[],"",0,"",2,1000,315,"","",[],118,"","","","",10747,0,0,"",2847,[],"",[],1,[],-1,[]
2741,"GATitanWalkerSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10748,0,0,"",2848,[],"",[],1,[],-1,[]
2742,"GADrudgeMinerCartDamage","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10749,0,0,"",2849,[],"",[],1,[],-1,[]
2743,"GSWingedCreatureBallLightning","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10750,0,0,"",2850,[],"",[],1,[],-1,[]
2744,"GAGiantSnakeBossAttackImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10751,0,0,"",2851,[],"",[],1,[],-1,[]
2745,"GSPlagueNymphLaser","",[],"",[],[],"",0,"",2,1000,316,"","",[],21,"","","","",10752,0,0,"",2852,[],"",[],1,[],-1,[]
2746,"GAQueenOfFilthOverheadSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10753,0,0,"",2853,[],"",[],1,[],-1,[]
2747,"GSPerennialKingObsidianStormContactDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10754,0,0,"",2854,[],"",[],1,[],-1,[]
2748,"GATwoHeadedTitanSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10755,0,0,"",2855,[],"",[],1,[],-1,[]
2749,"GATwoHeadedTitanStomp","",[],"",[],[],"",0,"",2,1000,315,"","",[],118,"","","","",10756,0,0,"",2856,[],"",[],1,[],-1,[]
2750,"GAVaalForgemasterSnake","",[],"",[],[],"",0,"",2,1000,315,"","",[],1,"","","","",0,0,0,"",2857,[],"",[],1,[],-1,[]
2751,"GSSunWorshipperBossSunExplosionObject","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10757,0,0,"",2858,[],"",[],1,[],-1,[]
2752,"GAForgemasterBossLeap","",[],"",[],[],"",0,"",2,1000,315,"","",[],1,"","","","",10781,0,0,"",2859,[],"",[],1,[],-1,[]
2753,"GSForgeBossBrandExplosion","",[],"",[],[],"",0,"",2,1000,316,"","",[],1,"","","","",10758,0,0,"",2860,[],"",[],1,[],-1,[]
2754,"GSDoryaniHumanBossBasicLightningZap","",[],"",[],[],"",0,"",2,1000,316,"","",[],497,"","","","",10759,0,0,"",2861,[],"",[],1,[],-1,[]
2755,"GSDoryaniHumanBossMultiLightningZap","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10760,0,0,"",2862,[],"",[],1,[],-1,[]
2756,"GSDoryaniHumanBossLightningClap","",[],"",[],[],"",0,"",2,1000,316,"","",[],35,"","","","",10761,0,0,"",2863,[],"",[],1,[],-1,[]
2757,"GSDoryaniHumanBossFireClap","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10913,0,0,"",2864,[],"",[],1,[],-1,[]
2758,"GSDoryaniHumanBossSolarOrbPulse","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10762,0,0,"",2865,[],"",[],1,[],-1,[]
2759,"GSDoryaniHumanBossFlamethrower","",[],"",[],[],"",0,"",2,1000,316,"","",[],494,"","","","",10764,0,0,"",2866,[],"",[],1,[],-1,[]
2760,"GSDoryaniHumanBossFireballDirectImpactExplosion","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10765,0,0,"",2867,[],"",[],1,[],-1,[]
2761,"GSGiantSnakeBossFlameBreath","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10767,0,0,"",2868,[],"",[],1,[],-1,[]
2762,"GSViperNapuatziFireRain","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10768,0,0,"",2869,[],"",[],1,[],-1,[]
2763,"GSViperNapuatziChaosRain","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10769,0,0,"",2870,[],"",[],1,[],-1,[]
2764,"GAVaalZealotKnifeStickChaosSlash","",[],"",[],[],"",0,"",2,1000,315,"","",[],61,"","","","",10770,0,0,"",2871,[],"",[],1,[],-1,[]
2765,"GAVaalZealotKnifeStickBloodSlash","",[],"",[],[],"",0,"",2,1000,315,"","",[],61,"","","","",10771,0,0,"",2872,[],"",[],1,[],-1,[]
2766,"GACountsGuardBloaterTentacleHit","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10773,0,0,"",2873,[],"",[],1,[],-1,[]
2767,"GSIronGuardToothZone","",[],"",[],[],"",0,"",2,1000,316,"","",[],13,"","","","",10774,0,0,"",2874,[],"",[],1,[],-1,[]
2768,"GSPerennialKingGlassSwordFenceZap","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10775,0,1015,"",2875,[],"",[],1,[],-1,[]
2769,"GSIronSniperLaserDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10776,0,0,"",2876,[],"",[],1,[],-1,[]
2770,"GAFungusBehemothVineSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10777,0,0,"",2877,[],"",[],1,[],-1,[]
2771,"GAAzmeriCarnivorousPlantVineCascade","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10778,0,0,"",2878,[],"",[],1,[],-1,[]
2772,"GSForgeMasterSunderDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10779,0,0,"",2879,[],"",[],1,[],-1,[]
2773,"GASkeletonSnakeBossHeadSlam180","",[],"",[],[],"",0,"",2,1000,315,"","",[],33,"","","","",10672,0,0,"",2880,[],"",[],1,[],-1,[]
2774,"GAVaalForgeBossSunder1","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10780,0,0,"",2881,[],"",[],1,[],-1,[]
2775,"GAForgemasterBossLeapLava","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10782,0,0,"",2882,[],"",[],1,[],-1,[]
2776,"GSPerennialKingAsalaSandstormDefense","",[],"",[],[],"",0,"",2,1000,465,"","",[],107,"","","","",10786,0,0,"",2883,[],"",[],1,[],-1,[]
2777,"GSWitchHutBansheeScreech","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",10788,0,0,"",2884,[],"Audio/Sound Effects/Combat/OnHit/Monster/Custom/Act5/OnHit_ScreechSG",[],1,[],-1,[]
2778,"GAViperNapuatziSnakeWave","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10789,0,0,"",2885,[],"",[],1,[],-1,[]
2779,"GAGiantSnakeBossForearmSlams","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10790,0,0,"",2886,[],"",[],1,[],-1,[]
2780,"GAGiantSnakeBossHandSlams","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10791,0,0,"",2887,[],"",[],1,[],-1,[]
2781,"GSGiantSnakeBossComboFlame","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10792,0,0,"",2888,[],"",[],1,[],-1,[]
2782,"GACarnivorousPlantBossHammerSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],23,"","","","",10793,0,0,"",2889,[],"",[],1,[],-1,[]
2783,"GSWifeBossSlow","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10795,0,0,"",2890,[],"",[],1,[],-1,[]
2784,"GSEGGiantSnakeBossDetonateRunes","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10799,0,0,"",2891,[],"",[],1,[],-1,[]
2785,"GAVoodooKingVineSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10800,0,0,"",2892,[],"",[],1,[],-1,[]
2786,"GSVoodooKingRitual","",[],"",[],[],"",0,"",2,1000,465,"","",[],107,"","","","",10801,0,0,"",2893,[],"",[],1,[],-1,[]
2787,"GAVoodooKingVineCascadeSmall","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10802,0,0,"",2894,[],"",[],1,[],-1,[]
2788,"GAVoodooKingVineCascadeBig","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10803,0,0,"",2895,[],"",[],1,[],-1,[]
2789,"GSVoodooKingBugBombImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10804,0,0,"",2896,[],"",[],1,[],-1,[]
2790,"GAVoodooKingDeathEffigyPulse","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10805,0,0,"",2897,[],"",[],1,[],-1,[]
2791,"GSAzmeriSwampToadExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10806,0,0,"",2898,[],"",[],1,[],-1,[]
2792,"GSPerennialKingCorpseFriendExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10807,0,0,"",2899,[],"",[],1,[],-1,[]
2793,"GASummonScarabsAttack","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10809,0,0,"",2900,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ConstantSG",[],1,[],-1,[]
2794,"GSWarlockRaiseBugs","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",10810,0,0,"",2901,[],"",[],1,[],-1,[]
2795,"GAVaalHumanoidRocketFistImpactGround","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10811,0,0,"",2902,[],"",[],1,[],-1,[]
2796,"GAVaalHumanoidRocketFistImpactWall","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10812,0,0,"",2903,[],"",[],1,[],-1,[]
2797,"GSShieldLegsGenadeExplosion","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10813,0,0,"",2904,[],"",[],1,[],-1,[]
2798,"GSFarudinLocustDDExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10814,0,0,"",2905,[],"",[],1,[],-1,[]
2799,"GSUndeadMarakethPriestMagmaOrbImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10815,0,0,"",2906,[],"",[],1,[],-1,[]
2800,"GSBitterGuyStormUp","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10817,0,0,"",2907,[],"",[],1,[],-1,[]
2801,"GSBitterGuyStormDown","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10818,0,0,"",2908,[],"",[],1,[],-1,[]
2802,"CrowScarecrowCrows","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10819,0,0,"",2909,[],"",[],1,[],-1,[]
2803,"GAMudBurrowerHeadSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],13,"","","","",10821,0,0,"",2910,[],"",[],1,[],-1,[]
2804,"GAViperComboEndSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10822,0,0,"",2911,[],"",[],1,[],-1,[]
2805,"GAQueenOfFilthRollImpact","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10823,0,0,"",2912,[],"",[],1,[],-1,[]
2806,"GSDredgeMortarImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10824,0,0,"",2913,[],"",[],1,[],-1,[]
2807,"GSChimeraWetlandsBossChaosSprayImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10825,0,0,"",2914,[],"",[],1,[],-1,[]
2808,"GSChimeraWetlandsBossFrostBreath","",[],"",[],[],"",0,"",2,1000,316,"","",[],34,"","","","",10826,0,0,"",2915,[],"",[],1,[],-1,[]
2809,"GSChimeraUltimatumBossFrostBreath","",[],"",[],[],"",0,"",2,1000,316,"","",[],34,"","","","",10826,0,0,"",2916,[],"",[],1,[],-1,[]
2810,"GSChimeraWetlandsBossFrostBreathImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10827,0,0,"",2917,[],"",[],1,[],-1,[]
2811,"GSChimeraUltimatumBossFrostBreathImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10827,0,0,"",2918,[],"",[],1,[],-1,[]
2812,"GSChimeraWetlandsBossFireSpray","",[],"",[],[],"",0,"",2,1000,316,"","",[],33,"","","","",10828,0,0,"",2919,[],"",[],1,[],-1,[]
2813,"GSDredgeMortarImpactAir","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10829,0,0,"",2913,[],"",[],1,[],-1,[]
2814,"GSDredgeBossMortarImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10830,0,0,"",5682,[],"",[],1,[],-1,[]
2815,"GSDredgeBossMortarImpactAir","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10831,0,0,"",5682,[],"",[],1,[],-1,[]
2816,"GAChaosGodTriceratops180GroundSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],33,"","","","",10832,0,0,"",2920,[],"",[],1,[],-1,[]
2817,"GAChaosGodTriceratopsTailSlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],34,"","","","",10833,0,0,"",2921,[],"",[],1,[],-1,[]
2818,"GSChaosGodTriceratopsGigaBeam","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10834,0,0,"",2922,[],"",[],1,[],-1,[]
2819,"GABogSavageStalkerGroundSlamImpact2","",[],"",[],[],"",0,"",2,1000,315,"","",[],"","","","","",10835,0,0,"",2923,[],"",[],1,[],-1,[]
2820,"GSParasiticFishMortarGround","",[],"",[],[],"",0,"",2,1000,316,"","",[],34,"","","","",10836,0,0,"",2924,[],"",[],1,[],-1,[]
2821,"GSParasiticFishMortarAir","",[],"",[],[],"",0,"",2,1000,316,"","",[],34,"","","","",10837,0,0,"",2924,[],"",[],1,[],-1,[]
2822,"GAVaalGoliathCrystalStomp","",[],"",[],[],"",0,"",2,1000,315,"","",[],61,"","","","",10838,0,0,"",2925,[],"",[],1,[],-1,[]
2823,"GSOverlordBossRaiseAndRazeRockUpwardDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",0,0,0,"",2926,[],"",[],1,[],-1,[]
2824,"GSOverlordBossRaiseAndRazeExplosionDamage","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",0,0,0,"",2927,[],"",[],1,[],-1,[]
2825,"GSSunWorshipperSolarFlare","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10839,0,0,"",2928,[],"",[],1,[],-1,[]
2826,"GSSunWorshipperEnrageDashExplosion","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10840,0,0,"",2929,[],"",[],1,[],-1,[]
2827,"GADoryaniCrabBodySlam","",[],"",[],[],"",0,"",2,1000,315,"","",[],61,"","","","",10841,0,0,"",2930,[],"",[],1,[],-1,[]
2828,"GADoryaniCrabExplode","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",10843,0,0,"",2931,[],"",[],1,[],-1,[]
