"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","KeystoneId","bool","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool","bool"
3463,"elemental_attacks5","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5732],12,0,0,0,51336,"Elemental Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3464,"elemental_attacks6","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5732],12,0,0,0,42794,"Elemental Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3465,"elemental_attacks7","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5732],12,0,0,0,56818,"Elemental Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3466,"elemental_attacks8","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds","[5732,8012]",20,5,0,0,31433,"Catalysis",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3467,"elemental_attacks9","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5757],40,0,0,0,38895,"Crystal Elixir",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3468,"elemental_attacks10","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[13586],15,0,0,0,3985,"Forces of Nature",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3469,"elemental_attacks11","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds","[18229,18228,18417,19951]",25,25,25,25,43423,"Emboldened Avatar",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3470,"elemental_attacks12","Art/2DArt/SkillIcons/passives/ElementalDamagewithAttacks2.dds",[5732],12,0,0,0,21495,"Elemental Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3471,"long_range_projectiles1","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,8371,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3472,"long_range_projectiles2","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,147,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3473,"long_range_projectiles3","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,3895,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3474,"long_range_projectiles4","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,24794,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3475,"long_range_projectiles5","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,28274,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3476,"long_range_projectiles6","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,56333,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3477,"long_range_projectiles7","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,18398,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3478,"long_range_projectiles8","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,19805,"Long range projectiles",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3479,"long_range_projectiles9","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,30676,"[DNT-UNUSED] Long range projectiles Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3480,"long_range_projectiles10","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,6401,"[DNT-UNUSED] Long range projectiles Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3481,"long_range_projectiles11","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,9498,"[DNT-UNUSED] Long range projectiles Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3482,"long_range_projectiles12","Art/2DArt/SkillIcons/passives/ProjectileDmgNode.dds",[],0,0,0,0,7531,"[DNT-UNUSED] Long range projectiles Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3483,"stealth1","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,31571,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3484,"stealth2","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,40717,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3485,"stealth3","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,43104,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3486,"stealth4","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,16989,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3487,"stealth5","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,17907,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3488,"stealth6","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,6185,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3489,"stealth7","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,28585,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3490,"stealth8","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,48351,"Stealth",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3491,"stealth9","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,50369,"[DNT-UNUSED] Stealth Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3492,"stealth10","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,38260,"[DNT-UNUSED] Stealth Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3493,"stealth11","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,3906,"[DNT-UNUSED] Stealth Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3494,"stealth12","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,9608,"[DNT-UNUSED] Stealth Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3495,"blind1","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[978],5,0,0,0,1801,"Blind Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3496,"blind2","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[978],5,0,0,0,60,"Blind Chance",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3497,"blind3","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[14163],10,0,0,0,1418,"Blind Effect",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3498,"blind4","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[14163],10,0,0,0,9919,"Blind Effect",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3499,"blind5","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[7196],15,0,0,0,61373,"Damage vs Blinded",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3500,"blind6_","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[14163],10,0,0,0,63610,"Blind Effect",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3501,"blind7","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[7196],15,0,0,0,5988,"Damage vs Blinded",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3502,"blind8_","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,15641,"Blind",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3503,"blind9","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[14163],50,0,0,0,58426,"Pocket Sand",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3504,"blind10","Art/2DArt/SkillIcons/passives/EvasionNode.dds","[7196,982]",25,25,0,0,38459,"Disorientation",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3505,"blind11","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,28441,"[DNT-UNUSED] Blind Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3506,"blind12","Art/2DArt/SkillIcons/passives/EvasionNode.dds",[],0,0,0,0,32721,"[DNT-UNUSED] Blind Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3507,"movement_speed1","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,61106,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3508,"movement_speed2","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,35188,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3509,"movement_speed3","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,59653,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3510,"movement_speed4","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[20268],3,0,0,0,3431,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3511,"movement_speed5","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[20268],3,0,0,0,5305,"Skill Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3512,"movement_speed6","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[4617],3,0,0,0,40341,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3513,"movement_speed7","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,60051,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3514,"movement_speed8_","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[4617],3,0,0,0,62051,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3515,"movement_speed9","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds","[20268,171]",10,3,0,0,43082,"Acceleration",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3516,"movement_speed10_","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],4,0,0,0,2801,"[DNT-UNUSED] Movement Speed Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3517,"movement_speed11","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds","[4617,6749]",4,8,0,0,17340,"Adrenaline Rush",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,37,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3518,"movement_speed12","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],4,0,0,0,2179,"[DNT-UNUSED] Movement Speed Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3519,"movement_speed13","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,36486,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3520,"movement_speed14","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,8638,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3521,"movement_speed15","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,14499,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3522,"movement_speed16","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,47301,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3523,"movement_speed17","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,30187,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3524,"movement_speed18","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,32058,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3525,"movement_speed19","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,49742,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3526,"movement_speed20","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,33060,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3527,"movement_speed21","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,55359,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3528,"movement_speed22","Art/2DArt/SkillIcons/passives/increasedrunspeeddex.dds",[171],2,0,0,0,43007,"Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3529,"area_attacks1","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,9352,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3530,"area_attacks2","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,31295,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3531,"area_attacks3","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,13729,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3532,"area_attacks4","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,17584,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3533,"area_attacks5_","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,28446,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3534,"area_attacks6__","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[19562],12,0,0,0,41126,"Area Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3535,"area_attacks7","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,10474,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3536,"area_attacks8","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,53785,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3537,"area_attacks9","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[19562],12,0,0,0,9918,"Area Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3538,"area_attacks10","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[19562],12,0,0,0,3999,"Area Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3539,"area_attacks11","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,9737,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3540,"area_attacks12","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[19562],12,0,0,0,1170,"Area Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3541,"area_attacks13","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,53089,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3542,"area_attacks14","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[19562],12,0,0,0,59480,"Area Damage",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3543,"area_attacks15","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,36522,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3544,"area_attacks16_","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[19562,19352]",8,10,0,0,37665,"Area Damage and Armour Break",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3545,"area_attacks17","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,4577,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3546,"area_attacks18","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[19562,19352]",8,10,0,0,42410,"Area Damage and Armour Break",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3547,"area_attacks19","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,24813,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3548,"area_attacks20","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,5920,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3549,"area_attacks21","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,52574,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3550,"area_attacks22","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,55478,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3551,"area_attacks23","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,34436,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3552,"area_attacks24","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,53443,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3553,"area_attacks25_","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[4749],8,0,0,0,20645,"Attack Area",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3554,"area_attacks26","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[4749,4534]",10,20,0,0,32071,"Primal Growth",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3555,"area_attacks27","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[4749,6621]",15,15,0,0,16626,"Impact Area",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3556,"area_attacks28","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[4749,19562]",15,15,0,0,48006,"Devastation",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3557,"area_attacks29","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[19562,17893]",25,20,0,0,64443,"Impact Force",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3558,"area_attacks30","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[4749,3239]",20,10,0,0,20397,"Authority",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3559,"area_attacks31","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[19562,19561]",25,25,0,0,35739,"Crushing Judgement",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3560,"area_attacks32","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds","[4749,19352]",16,25,0,0,59767,"Reverberating Impact",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3561,"area_attacks33","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[],0,0,0,0,64489,"[DNT-UNUSED] Area Attacks Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3562,"area_attacks34","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[],0,0,0,0,25162,"[DNT-UNUSED] Area Attacks Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
3563,"area_attacks35","Art/2DArt/SkillIcons/passives/AreaDmgNode.dds",[],0,0,0,0,6952,"[DNT-UNUSED] Area Attacks Notable",[],"",1,"","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"",""
