"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","i32","Stat2Value","i32","Stat3Value","i32","Stat4Value","i32","SpawnWeight_Tags","SpawnWeight_Values","Tags","GrantedEffectsPerLevel","AuraFlags","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32"
6800,"DisplayChaosDegenerationAuraUnique__1",5601,1420,1,1628,"","","",1,"",3,[690],3000,3000,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,72683956,[],"",0,0,1677721600,3049,50331648,0
6801,"DisplayChaosDegenerationAuraUnique__1Royale__",8910,1420,1,1628,"","","",1,"",3,[690],1200,1200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-952441356,[],"",0,0,33554432,3050,50331648,0
6802,"ItemBloodFootstepsUniqueBootsDex4",9030,1419,1,1629,11378,"","",1,"",3,[689],1,1,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[588],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-215297940,[],"",0,0,1744830464,3050,50331648,0
6803,"ItemSilverFootstepsUniqueHelmetStrDex2",33672,1421,1,1631,"","","",1,"",3,[691],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,109020663,[],"",0,0,-939524096,3050,50331648,0
6804,"ItemBloodFootstepsUnique__1",56437,1419,1,1629,11378,"","",1,"",3,[689],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[588],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1737210878,[],"",0,0,570425344,3051,50331648,0
6805,"MaximumBlockChanceUniqueAmulet16",13481,1422,1,480,"","","",1,"",3,[692],3,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-32388424,[],"",0,0,-2046820352,3051,50331648,0
6806,"MaximumBlockChanceUnique__1",32853,1422,1,480,"","","",1,"",3,[692],-10,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[582],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1030536505,[],"",0,0,-536870912,3051,50331648,0
6807,"ExilesEverywhereLeague",5828,1424,1,1386,1644,1645,"",6,"",3,[620],100,100,1,1,2,2,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,312214616,[],"",0,0,536870912,3052,50331648,0
6808,"FasterBurnFromAttacksUniqueOneHandSword4",31455,1425,1,1325,"","","",1,"",3,[694],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1290483252,[],"",0,0,-738197504,3052,50331648,0
6809,"CannotLeechMana",14561,1426,1,1335,"","","",1,"",3,[449],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1070401324,[],"",0,0,100663296,3053,50331648,0
6810,"CannotLeechManaUnique__1_",40597,1426,1,1335,"","","",1,"",3,[449],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,48077896,[],"",0,0,1275068416,3053,50331648,0
6811,"EnemiesCannotLeechMana",43982,1427,1,8,"","","",1,"",3,[449],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-429437527,[],"",0,0,-1946157056,3053,50331648,0
6812,"CannotLeechOnLowLife",50185,1428,1,1333,"","","",1,"",3,[449],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1275824131,[],"",0,0,-939524096,3053,50331648,0
6813,"MeleeDamageIncreaseUniqueHelmetStrDex3",11059,1429,1,1357,"","","",1,"",3,[696],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1467645002,[],"",0,0,1207959552,3054,50331648,0
6814,"MeleeDamageUniqueAmulet12",39064,1429,1,1357,"","","",1,"",3,[696],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1786508003,[],"",0,0,-1375731712,3054,50331648,0
6815,"MeleeDamageImplicitGloves1",19223,1429,78,1357,"","","",1,"",3,[696],16,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-704537322,[],"",0,0,369098752,3055,50331648,0
6816,"MeleeDamageUnique__1",34094,1429,1,1357,"","","",1,"",3,[696],20,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-931902118,[],"",0,0,1912602624,3055,50331648,0
6817,"MeleeDamageUnique__2",5726,1429,1,1357,"","","",1,"",3,[696],25,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[579,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-220404606,[],"",0,0,-838860800,3055,50331648,0
6818,"DamageAuraUniqueHelmetDexInt2",56995,1188,1,24,"","","",1,"",3,[508],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,-16843010,-16843010,-1908977516,[],"",0,0,738197504,3056,50331648,0
6819,"DamageAuraSkeletonMonster",42747,1188,1,24,"","","",3,"",3,[508],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,-16843010,-16843010,-1959711286,[],"",0,0,-2113929216,3056,50331648,0
6820,"IronReflexes",54420,1430,1,704,"","","",1,"",3,[159],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,574,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1318427138,[],"",0,0,-570425344,3056,50331648,0
6821,"ChanceToIgniteUniqueOneHandSword4",32532,1051,1,598,"","","",1,"",3,[434],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,309,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1929710610,[],"",0,0,1677721600,3057,50331648,0
6822,"DisplayDamageAuraUniqueHelmetDexInt2",28601,1432,1,1653,"","","",1,"",3,[698],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-92826162,[],"",0,0,-805306368,3057,50331648,0
6823,"MainHandAddedFireDamageUniqueTwoHandAxe6",12335,1433,1,1637,1638,"","",1,"",3,[699],75,100,165,200,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1759467761,[],"",0,0,-2080374784,3058,50331648,0
6824,"MainHandAddedFireDamageUniqueTwoHandAxe6Royale",49264,1433,1,1637,1638,"","",1,"",3,[699],3,5,9,12,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1034878431,[],"",0,0,1140850688,3059,50331648,0
6825,"MainHandAddedFireDamageUniqueOneHandAxe2",60682,1433,1,1637,1638,"","",1,"",3,[699],255,285,300,330,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,121498167,[],"",0,0,-134217728,3059,50331648,0
6826,"OffHandAddedChaosDamageUniqueTwoHandAxe6",8321,1434,1,1639,1640,"","",1,"",3,[700],75,100,165,200,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-716442166,[],"",0,0,-1677721600,3060,50331648,0
6827,"OffHandAddedChaosDamageUniqueTwoHandAxe6Royale_",45628,1434,1,1639,1640,"","",1,"",3,[700],3,5,9,12,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[653,579,312,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-562533308,[],"",0,0,1308622848,3061,50331648,0
6828,"OffHandAddedColdDamageUniqueOneHandAxe2",54797,1435,1,1641,1642,"","",1,"",3,[701],255,285,300,330,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,310,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2111613906,[],"",0,0,0,3062,50331648,0
6829,"ChaosDamageCanShockUniqueBow10",58189,1436,1,1617,"","","",1,"",3,[702],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,318,311,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1626702777,[],"",0,0,-1610612736,3062,50331648,0
6830,"ChaosDamageCanShockUnique__1",40857,1436,1,1617,"","","",1,"",3,[702],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[314,318,311,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2106487293,[],"",0,0,1006632960,3063,50331648,0
6831,"ConvertLightningDamageToChaosUniqueBow10",27272,1438,1,1478,"","","",1,"",3,[703],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,653,579,318,311,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-786318423,[],"",0,0,0,3064,50331648,0
6832,"ConvertLightningDamageToChaosUniqueBow10Updated",36191,1438,1,1478,"","","",1,"",3,[703],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,653,579,318,311,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2035741705,[],"",0,0,-771751936,3064,50331648,0
6833,"MaximumShockOverrideUniqueBow10",28365,7610,1,10185,"","","",1,"",3,[3609],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1647906037,[],"",0,0,1409286144,3065,50331648,0
6834,"AttacksShockAsIfDealingMoreDamageUniqueBow10",21365,8922,1,13394,"","","",1,"",3,[4237],300,300,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-43012582,[],"",0,0,0,3066,50331648,0
6835,"AttacksShockAsIfDealingMoreDamageUnique__2",65505,8922,1,13394,"","","",1,"",3,[4237],300,300,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1382133121,[],"",0,0,-1476395008,3066,50331648,0
6836,"EnemiesExplodeOnDeathUniqueTwoHandMace7",36956,1439,1,1374,"","","",1,"",3,[704],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-738507865,[],"",0,0,1241513984,3067,50331648,0
6837,"DisplaySocketedGemGetsReducedManaCostUniqueDagger5",15273,1440,1,1660,"","","",1,"",3,[705],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,488777355,[],"",0,0,-503316480,3067,50331648,0
6838,"DisplaySocketedGemsGetFasterCastUniqueDagger5",19432,1441,1,1661,"","","",1,"",3,[706],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,849115508,[],"",0,0,1879048192,3068,50331648,0
6839,"SupportedByFasterCastUnique__1",7080,1441,1,1661,"","","",1,"",3,[706],18,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[586,27]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,278203197,[],"",0,0,-536870912,3068,50331648,0
6840,"FlaskRemovePercentageOfEnergyShieldUniqueFlask2",31446,1442,1,1621,"","","",2,"",3,[707],80,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[575,20,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2135098774,[],"",0,0,-2113929216,3069,50331648,0
6841,"FlaskTakeChaosDamagePercentageOfLifeUniqueFlask2",21454,1443,1,1622,"","","",2,"",3,[708],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,653,579,312]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1705195118,[],"",0,0,905969664,3070,50331648,0
6842,"FlaskGainFrenzyChargeUniqueFlask2",33981,1444,1,1624,"","","",2,"",3,[709],1,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,577]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1534779336,[],"",0,0,-1409286144,3070,50331648,0
6843,"FlaskGainPowerChargeUniqueFlask2",28263,1445,1,1623,"","","",2,"",3,[709],1,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,576]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,773079155,[],"",0,0,536870912,3071,50331648,0
6844,"FlaskGainEnduranceChargeUniqueFlask2",6126,1446,1,1625,"","","",2,"",3,[709],1,3,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[578,20]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,535496709,[],"",0,0,-1677721600,3071,50331648,0
6845,"FlaskGainEnduranceChargeUnique__1_",23208,1446,1,1625,"","","",2,"",3,[709],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[578,20]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2140742962,[],"",0,0,335544320,3072,50331648,0
6846,"CanOnlyDealDamageWithThisWeapon",49138,1447,1,1711,"","","",1,"",3,[710],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1328672964,[],"",0,0,1979711488,3072,50331648,0
6847,"LocalFlaskChargesUsedUniqueFlask2",16976,1448,1,1714,"","","",2,"",3,[711],250,300,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1222183562,[],"",0,0,-603979776,3072,50331648,0
6848,"LocalFlaskChargesUsedUniqueFlask6",14476,1448,1,1714,"","","",2,"",3,[711],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1924614716,[],"",0,0,1107296256,3073,50331648,0
6849,"LocalFlaskChargesUsedUniqueFlask9",36716,1448,1,1714,"","","",2,"",3,[711],70,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1612509041,[],"",0,0,-1476395008,3073,50331648,0
6850,"LocalFlaskChargesUsedUnique__1",33318,1448,1,1714,"","","",2,"",3,[711],0,0,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-166824920,[],"",0,0,134217728,3074,50331648,0
6851,"LocalFlaskChargesUsedUnique__2",10357,1448,1,1714,"","","",2,"",3,[711],-20,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1733775139,[],"",0,0,1744830464,3074,50331648,0
6852,"LeftRingSlotElementalReflectDamageTakenUniqueRing10",57722,1449,57,1668,"","","",1,"",3,[712],-80,-80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[318],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-845665054,[],"",0,0,-234881024,3074,50331648,0
6853,"RightRingSlotPhysicalReflectDamageTakenUniqueRing10",6203,1450,1,1669,"","","",1,"",3,[713],-80,-80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[313],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1988390592,[],"",0,0,2080374784,3075,50331648,0
6854,"DamageCannotBeReflectedUnique__1",6054,5553,1,2260,"","","",1,"",3,[1020],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-770980435,[],"",0,0,-805306368,3075,50331648,0
6855,"IncreasedEnemyFireResistanceUniqueHelmetInt5",17347,1451,1,582,"","","",1,"",3,[714],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[605,579,318,309]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1572413051,[],"",0,0,2080374784,3076,50331648,0
6856,"UsingFlasksDispelsBurningUniqueHelmetInt5",35988,1452,1,1329,"","","",1,"",3,[715],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,318,309,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,988788347,[],"",0,0,570425344,3077,50331648,0
6857,"UniqueMapBossDropsExtraItemsOfClass",28623,1453,1,1717,1718,"","",6,"",3,[716],10,15,0,23,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,2,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1385577817,[],"",0,0,2080374784,3077,50331648,0
6858,"DarkshrineDrop5RareAmulets_",39930,1453,1,1717,1718,"","",3,"",3,[716],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-528516219,[],"",0,0,-973078528,3077,50331648,0
6859,"DarkshrineDrop5RareRings",10810,1453,1,1717,1718,"","",3,"",3,[716],5,5,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,375864413,[],"",0,0,167772160,3078,50331648,0
6860,"DarkshrineDrop5RareClaws",388,1453,1,1717,1718,"","",3,"",3,[716],5,5,2,2,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2116714414,[],"",0,0,1308622848,3078,50331648,0
6861,"DarkshrineDrop5RareDaggers",43118,1453,1,1717,1718,"","",3,"",3,[716],5,5,3,3,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-367181197,[],"",0,0,-1778384896,3078,50331648,0
6862,"DarkshrineDrop5RareWands",56253,1453,1,1717,1718,"","",3,"",3,[716],5,5,4,4,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1227002527,[],"",0,0,-637534208,3078,50331648,0
6863,"DarkshrineDrop5RareOneHandSwords",49648,1453,1,1717,1718,"","",3,"",3,[716],5,5,5,5,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1643945997,[],"",0,0,771751936,3079,50331648,0
6864,"DarkshrineDrop5RareOneHandAxes",55127,1453,1,1717,1718,"","",3,"",3,[716],5,5,7,7,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-268617558,[],"",0,0,2113929216,3079,50331648,0
