"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid","[string]","i32","i32","bool","bool"
821,8351,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlavePen_lantern_noBlood_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlavePen_lantern_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlavePen_lanternGlow_noBlood_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlavePen_lanternGlow_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlavePen_lantern_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlavePen_lantern_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_noBlood_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_noBlood_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_noBlood_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_noBlood_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/slavePen_lanternGlow_noBlood_v01_07.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[17],1,"",105,0,"","",1,"",[],-16843010,-16843010,"",""
822,8352,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/stove.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CanibalStove_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CanibalStove_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CanibalStove_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",105,0,"","",1,"",[],-16843010,-16843010,"",""
823,8353,"[""Metadata/Terrain/Doodads/SarnTown/Jug.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",101,0,"","",1,"",[],-16843010,-16843010,"",""
824,8354,"[""Metadata/Terrain/Doodads/Act4/Plateau/whare_carving_05.ao"",""Metadata/Terrain/Doodads/Act4/Plateau/whare_carving_04.ao"",""Metadata/Terrain/Doodads/Act4/Plateau/whare_carving_03.ao"",""Metadata/Terrain/Doodads/Act4/Plateau/whare_carving_02.ao"",""Metadata/Terrain/Doodads/Act4/Plateau/whare_carving_01.ao"",""Metadata/Terrain/Doodads/Act4/Plateau/whare_carving_07.ao"",""Metadata/Terrain/Doodads/Act4/Plateau/whare_carving_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",78,0,"","",1,"",[],-16843010,-16843010,"",""
825,8355,"[""Metadata/Terrain/Doodads/Act5/Theopolis/CultistKitava_BookStand_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",78,0,"","",1,"",[],-16843010,-16843010,"",""
826,8356,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlaveBanner_v01_07.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlaveBanner_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlaveBanner_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlaveBanner_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlaveBanner_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlaveBanner_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/SlaveBanner_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/rugs_v01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/Chest_v05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[31],1,"",78,0,"","",1,"",[],-16843010,-16843010,"",""
827,8357,"[""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CabinetShort_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CabinetShort_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CabinetShort_v02_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CabinetShort_v02_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CabinetTall_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CabinetTall_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CanibalCabinet_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CanibalCabinet_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CanibalCabinet_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/SlaveDens/CanibalCabinet_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",105,0,"","",1,"",[],-16843010,-16843010,"",""
828,8358,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_large_alembic_1.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperAlembic_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassAlembic_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
829,8359,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/alembic.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/distiller.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_bellows.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassDistiller_03.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperDistiller_03.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassShelf_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperShelf_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/FlaskRack_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
830,8360,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_fireplace_1.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
831,8361,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/labflask01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/labflask02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/labflask03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/labflask04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/labflask05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_bottle_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_bottle_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_stacked_bottle_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_small_flasks_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_small_flasks_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_small_flasks_3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_small_flasks_4.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_small_flasks_5.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_small_flasks_6.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassFlask_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassAlembic_02.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperFlask_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperSet_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperAlembic_02.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/GlassFlask_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/GlassSet_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
832,8362,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_flask_tower_1.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
833,8363,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_feed1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_conduit_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_conduit_3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_conduit_4.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_conduit_6.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_conduit_7.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/base.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
834,8364,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_flaskshelf_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_flaskshelf_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_flaskshelf_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_flaskshelf_v01_04.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/FlaskCabinet_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/FlaskCabinet_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
835,8365,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_tube_liquid_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_tube_liquid_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_tank_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_tube_empty_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Laboratory/lab_press.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
836,8366,"[""Metadata/Terrain/Doodads/Leagues/Metamorphosis/BossTankWild.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/BossTankEndgame.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
837,8367,"[""Metadata/Terrain/Doodads/Leagues/Metamorphosis/FieldTable_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/FieldTable_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
838,8368,"[""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperDrawers_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/FieldTable_02.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/FieldTable_05.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/FieldTable_04.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassDrawers_01.ao"",""Metadata/Terrain/Doodads/Hideouts/Hasina/BarTable_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
839,8369,"[""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassJar_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassCylinder_04.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassCylinder_03.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassDistiller_02.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassDistiller_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassCylinder_02.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/GlassCylinder_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperJar_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperCylinder_04.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperCylinder_03.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperDistiller_02.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperDistiller_01.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperCylinder_02.ao"",""Metadata/Terrain/Doodads/Leagues/Metamorphosis/CopperCylinder_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",106,0,"","",1,"",[],-16843010,-16843010,"",""
840,8370,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/Bestiary_Altar.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
841,8371,"[""Metadata/Terrain/Doodads/Act5/Theopolis/Food/fruitBox_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/fruitBox_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/fruitBox_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/Food/fruitBox_v01_06.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v05_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v05_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v05_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v05_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
842,8372,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_bird_cage_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_insect_cage_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[7],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
843,8373,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_antiburrowing_cage_v01_04.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_antiburrowing_gate_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_antiburrowing_pillar_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_reinforced_cage_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_reinforced_cage_v01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_reinforced_cage_v01_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_reinforced_gate_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[7],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
844,8374,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_04.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_05.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_06.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_07.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v01_08.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
845,8375,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_corner_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_gate_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_post_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_v01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_v01_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_v01_04.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_v01_05.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_basic_cage_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[7],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
846,8376,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v02_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v02_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v02_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v02_04.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v02_05.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v02_06.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v03_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v03_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
847,8377,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v04_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v04_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v04_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v04_04.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/FeedingTrough_v04_05.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
848,8378,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalBed_v01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalBed_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v01_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v01_04.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v02_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v02_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v02_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/AnimalCrate_v02_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[5],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
849,8379,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_fish_cage_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_fish_cage_v01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_fish_cage_v01_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_fish_cage_v01_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[7],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
850,8380,"[""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_spirit_cage_v01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_spirit_cage_v01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_spirit_cage_v01_03.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_spirit_cage_v01_04.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_spirit_cage_v01_05.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_spirit_cage_v01_06.ao"",""Metadata/Terrain/Doodads/Leagues/Bestiary/bestiary_spirit_cage_v01_07.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[7],1,"",14,0,"","",1,"",[],-16843010,-16843010,"",""
851,8381,"[""Metadata/Terrain/Doodads/SarnTown/MetalLantern.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[17],1,"",101,0,"","",1,"",[],-16843010,-16843010,"",""
852,8382,"[""Metadata/Terrain/Doodads/Leagues/Delve/Carriage01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage01_Azurite01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage01_GreenCrystal01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage03.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage03_Azurite01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage03_GreenCrystal01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage03_GreenCrystal02.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/GreenCrystalPile.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage02.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage04_Azurite01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Carriage02_Azurite01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",37,0,"","",1,"",[],-16843010,-16843010,"",""
853,8383,"[""Metadata/Terrain/Doodads/Leagues/Delve/MetalBasket.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Gunthing.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/MineProp01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/MineProp02.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Tanker.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",37,0,"","",1,"",[],-16843010,-16843010,"",""
854,8384,"[""Metadata/Terrain/Doodads/Leagues/Delve/Contraption01.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Contraption02.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Contraption03.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/Contraption04.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/DelveMapViewerTutorial.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/DelveMachineHideout.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/DelveMachinePipe.ao"",""Metadata/Terrain/Doodads/Leagues/Delve/DelveMachineGauge.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,"",37,0,"","",1,"",[],-16843010,-16843010,"",""
855,8385,"[""Metadata/Terrain/Doodads/EndGame/Marshes/CrabParasite_Dead1.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/CrabParasite_Dead2.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/DeadParasiticSquid.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Rhoa_Dead1.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Rhoa_Dead2.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Rhoa_Dead3.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Sandspitter_Dead1.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Scavenger_Dead1.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Scavenger_Dead2.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Scavenger_Dead3.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Scavenger_Dead4.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Seawitch_Dead1.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Seawitch_Dead2.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Spawn_Dead1.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Spawn_Dead2.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Squid_Dead1.ao"",""Metadata/Terrain/Doodads/EndGame/Marshes/Squid_Dead4.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,"",[],-16843010,-16843010,"",""
