"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypesKeys","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClassesKeys","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","ModFamily","CraftingItemClassCategoriesKeys","MaximumMapTier","CraftingBenchUnlockCategoriesKey","UnveilsRequired","UnveilsRequired2","AffixType","[rid]","[rid]","AchievementItemsKeys","i32","i32","bool","rid"
275,3,187,16070,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[160],3,"LocalPhysicalDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
276,3,188,16074,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[158],1,"PhysicalDamage","[9,10,13,7]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
277,3,189,16075,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[159],2,"PhysicalDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
278,3,190,16076,[10],[6],0,"",6,[],0,"",0,0,[],"","","",[180],1,"ChaosDamage","[9,10,13,7]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
279,3,191,16077,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[181],2,"ChaosDamage","[9,10]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
280,3,192,16081,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"SpellAddedFireDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
281,3,193,16082,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[171],2,"SpellAddedFireDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
282,3,194,16083,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[172],3,"SpellAddedFireDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
283,3,195,16078,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[170],1,"SpellAddedFireDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
284,3,196,16079,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[171],2,"SpellAddedFireDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
285,3,197,16080,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[172],3,"SpellAddedFireDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
286,3,198,16087,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"SpellAddedColdDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
287,3,199,16088,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[174],2,"SpellAddedColdDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
288,3,200,16089,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[175],3,"SpellAddedColdDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
289,3,201,16084,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[173],1,"SpellAddedColdDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
290,3,202,16085,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[174],2,"SpellAddedColdDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
291,3,203,16086,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[175],3,"SpellAddedColdDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
292,3,204,16093,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"SpellAddedLightningDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
293,3,205,16094,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[178],2,"SpellAddedLightningDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
294,3,206,16095,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[179],3,"SpellAddedLightningDamage",[1],1,"",0,0,"Prefix",[1],[],[],1114,1114,"",""
295,3,207,16090,[10],[4],0,"",6,[],0,"",0,0,[],"","","",[176],1,"SpellAddedLightningDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
296,3,208,16091,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[178],2,"SpellAddedLightningDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
297,3,209,16092,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[179],3,"SpellAddedLightningDamage","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
298,3,210,16096,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[190],1,"LocalCriticalStrikeChance","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
299,3,211,16097,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[191],2,"LocalCriticalStrikeChance","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
300,3,212,16098,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[254],3,"LocalCriticalStrikeChance","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
301,3,213,16099,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[190],1,"CriticalStrikeMultiplier","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
302,3,214,16100,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[191],2,"CriticalStrikeMultiplier","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
303,3,215,16101,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[254],3,"CriticalStrikeMultiplier","[0,1,2,3]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
304,3,216,16104,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[190],1,"SpellCriticalStrikeChance",[1],1,"",0,0,"Suffix",[1],[],[],1114,1114,"",""
305,3,217,16105,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[191],2,"SpellCriticalStrikeChance",[1],1,"",0,0,"Suffix",[1],[],[],1114,1114,"",""
306,3,218,16102,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[190],1,"SpellCriticalStrikeChance","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
307,3,219,16103,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[191],2,"SpellCriticalStrikeChance","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
308,3,220,16106,[11],[9],0,"",6,[],0,"",0,0,[],"","","",[190],1,"CriticalStrikeChance","[13,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
309,3,221,16107,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[191],2,"CriticalStrikeChance","[13,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
310,3,222,16108,[17],[2],0,"",6,[],0,"",0,0,[],"","","",[192],1,"BeltIncreasedFlaskDuration",[11],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
311,3,223,16109,[17],[4],0,"",6,[],0,"",0,0,[],"","","",[193],2,"BeltIncreasedFlaskDuration",[11],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
312,3,224,16110,[14],[1],0,"",6,[],0,"",0,0,[],"","","",[194],1,"AvoidStun","[5,7]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
313,3,225,16111,[14],[2],0,"",6,[],0,"",0,0,[],"","","",[195],2,"AvoidStun","[5,7]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
314,3,226,16112,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[194],1,"AvoidElementalStatusAilments","[5,7]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
315,3,227,16113,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[195],2,"AvoidElementalStatusAilments","[5,7]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
316,3,228,16114,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[194],1,"ReducedElementalAilmentEffectOnSelf","[8,7]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
317,3,229,16115,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[195],2,"ReducedElementalAilmentEffectOnSelf","[8,7]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
318,3,230,16116,[11],[9],0,"",6,[],0,"",0,0,[],"","","",[196],1,"IncreasedShieldBlockPercentage",[4],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
319,3,231,16117,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[197],2,"IncreasedShieldBlockPercentage",[4],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
320,3,232,16118,[7],[4],0,"",6,[],0,"",0,0,[],"","","",[196],1,"SpellBlockPercentage",[4],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
321,3,233,16119,[14],[3],0,"",6,[],0,"",0,0,[],"","","",[197],2,"SpellBlockPercentage",[4],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
322,3,234,16120,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[198],1,"EnergyShieldDelay",[9],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
323,3,235,16121,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[199],2,"EnergyShieldDelay",[9],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
324,3,236,16122,[14],[2],0,"",6,[],0,"",0,0,[],"","","",[226],0,"DegenDamageTaken",[4],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
325,3,237,16123,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[227],0,"ItemDropsOnGuardianDeath",[6],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
326,3,238,16124,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[227],0,"LightRadiusScalesWithEnergyShield","[5,9]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
327,3,239,16125,[15],[4],0,"",6,[],0,"",0,0,[],"","","",[228],1,"MinionLife",[5],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
328,3,240,16126,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[229],2,"MinionLife",[5],1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
329,3,241,16127,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[228],0,"MinionDamage",[7],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
330,3,242,16128,[15],[4],0,"",6,[],0,"",0,0,[],"","","",[228],1,"MinionRunSpeed","[9,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
331,3,243,16129,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[229],2,"MinionRunSpeed","[9,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
332,3,244,16133,[15],[4],0,"",6,[],0,"",0,0,[],"","","",[228],1,"MinionDamageOnWeapon","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
333,3,245,16134,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[229],2,"MinionDamageOnWeapon","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
334,3,246,16135,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[255],3,"MinionDamageOnWeapon","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
335,3,247,16130,[15],[4],0,"",6,[],0,"",0,0,[],"","","",[228],1,"MinionDamageOnWeapon","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
336,3,248,16131,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[229],2,"MinionDamageOnWeapon","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
337,3,249,16132,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[255],3,"MinionDamageOnWeapon","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
338,3,250,16138,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[230],1,"TrapDamageOnWeapon","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
339,3,251,16139,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[231],2,"TrapDamageOnWeapon","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
340,3,252,16136,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[230],1,"TrapDamageOnWeapon","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
341,3,253,16137,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[231],2,"TrapDamageOnWeapon","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
342,3,254,16142,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[230],1,"MineDamageOnWeapon","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
343,3,255,16143,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[231],2,"MineDamageOnWeapon","[1,3]",1,"",0,0,"Prefix","[1,3]",[],[],1114,1114,"",""
344,3,256,16140,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[230],1,"MineDamageOnWeapon","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
345,3,257,16141,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[231],2,"MineDamageOnWeapon","[0,2]",1,"",0,0,"Prefix","[0,2]",[],[],1114,1114,"",""
346,3,258,16146,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[230],1,"TrapThrowSpeedOnWeapon","[1,3]",0,"",0,0,"Suffix","[1,3]",[],[],1114,1114,"",""
347,3,259,16147,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[231],2,"TrapThrowSpeedOnWeapon","[1,3]",0,"",0,0,"Suffix","[1,3]",[],[],1114,1114,"",""
348,3,260,16144,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[230],1,"TrapThrowSpeedOnWeapon","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
349,3,261,16145,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[231],2,"TrapThrowSpeedOnWeapon","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
350,3,262,16150,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[230],1,"MineLayingSpeedOnWeapon","[1,3]",1,"",0,0,"Suffix","[1,3]",[],[],1114,1114,"",""
351,3,263,16151,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[231],2,"MineLayingSpeedOnWeapon","[1,3]",1,"",0,0,"Suffix","[1,3]",[],[],1114,1114,"",""
352,3,264,16148,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[230],1,"MineLayingSpeedOnWeapon","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
353,3,265,16149,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[231],2,"MineLayingSpeedOnWeapon","[0,2]",1,"",0,0,"Suffix","[0,2]",[],[],1114,1114,"",""
354,3,266,15964,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[168],0,"IncreasedAttackSpeed","[4,9]",1,"",0,0,"Suffix","[4,9]",[],[],1114,1114,"",""
355,3,267,15966,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[168],1,"IncreasedCastSpeed","[4,10]",1,"",0,0,"Suffix","[4,10]",[],[],1114,1114,"",""
356,3,268,15972,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[168],0,"WarcrySpeed",[10],0,"",0,0,"Suffix",[10],[],[],1114,1114,"",""
357,3,269,20485,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[147],0,"TravelSkillsCannotBeExerted","[9,10,11]",0,"",0,0,"Suffix","[9,10,11]",[],[],1114,1114,"",""
358,5,0,14777,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedPhysicalDamageAndImpaleChance","[0,1,2,3]",0,68,2,2,"Prefix",[],[],[],1114,1114,"",15691
359,5,1,14778,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedPhysicalDamageAndImpaleChance","[0,1,2,3]",0,68,4,2,"Prefix",[],[],[],1114,1114,"",15691
360,5,2,14779,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedPhysicalDamageAndImpaleChance","[0,1,2,3]",0,68,6,2,"Prefix",[],[],[],1114,1114,"",15691
361,5,3,14780,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedPhysicalDamageAndBleedChance","[0,1,2,3]",0,66,2,2,"Prefix",[],[],[],1114,1114,"",15692
362,5,4,14781,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedPhysicalDamageAndBleedChance","[0,1,2,3]",0,66,4,2,"Prefix",[],[],[],1114,1114,"",15692
363,5,5,14782,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedPhysicalDamageAndBleedChance","[0,1,2,3]",0,66,6,2,"Prefix",[],[],[],1114,1114,"",15692
364,5,6,14783,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedPhysicalDamageAndBlindChance","[0,1,2,3]",0,67,2,2,"Prefix",[],[],[],1114,1114,"",15693
365,5,7,14784,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedPhysicalDamageAndBlindChance","[0,1,2,3]",0,67,4,2,"Prefix",[],[],[],1114,1114,"",15693
366,5,8,14785,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedPhysicalDamageAndBlindChance","[0,1,2,3]",0,67,6,2,"Prefix",[],[],[],1114,1114,"",15693
367,5,9,14786,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreasedPhysicalDamageAndPoisonChance","[0,1,2,3]",0,69,2,2,"Prefix",[],[],[],1114,1114,"",15694
368,5,10,14787,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreasedPhysicalDamageAndPoisonChance","[0,1,2,3]",0,69,4,2,"Prefix",[],[],[],1114,1114,"",15694
369,5,11,14788,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"LocalIncreasedPhysicalDamageAndPoisonChance","[0,1,2,3]",0,69,6,2,"Prefix",[],[],[],1114,1114,"",15694
370,5,12,14811,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireDamageAndChanceToIgnite",[1],0,42,2,2,"Prefix",[1],[],[],1114,1114,"",15703
371,5,13,14812,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"FireDamageAndChanceToIgnite",[1],0,42,4,2,"Prefix",[1],[],[],1114,1114,"",15703
372,5,14,14813,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"FireDamageAndChanceToIgnite",[1],0,42,6,2,"Prefix",[1],[],[],1114,1114,"",15703
373,5,15,14808,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireDamageAndChanceToIgnite","[0,2]",0,42,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15702
374,5,16,14809,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"FireDamageAndChanceToIgnite","[0,2]",0,42,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15702
375,5,17,14810,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"FireDamageAndChanceToIgnite","[0,2]",0,42,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15702
376,5,18,14817,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdDamageAndBaseChanceToFreeze",[1],0,19,2,2,"Prefix",[1],[],[],1114,1114,"",15705
377,5,19,14818,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"ColdDamageAndBaseChanceToFreeze",[1],0,19,4,2,"Prefix",[1],[],[],1114,1114,"",15705
378,5,20,14819,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"ColdDamageAndBaseChanceToFreeze",[1],0,19,6,2,"Prefix",[1],[],[],1114,1114,"",15705
379,5,21,14814,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdDamageAndBaseChanceToFreeze","[0,2]",0,19,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15704
380,5,22,14815,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"ColdDamageAndBaseChanceToFreeze","[0,2]",0,19,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15704
381,5,23,14816,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"ColdDamageAndBaseChanceToFreeze","[0,2]",0,19,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15704
382,5,24,14823,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"LightningDamageAndChanceToShock",[1],0,59,2,2,"Prefix",[1],[],[],1114,1114,"",15707
383,5,25,14824,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"LightningDamageAndChanceToShock",[1],0,59,4,2,"Prefix",[1],[],[],1114,1114,"",15707
384,5,26,14825,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"LightningDamageAndChanceToShock",[1],0,59,6,2,"Prefix",[1],[],[],1114,1114,"",15707
385,5,27,14820,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"LightningDamageAndChanceToShock","[0,2]",0,59,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15706
386,5,28,14821,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"LightningDamageAndChanceToShock","[0,2]",0,59,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15706
387,5,29,14822,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"LightningDamageAndChanceToShock","[0,2]",0,59,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15706
388,5,30,14829,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"ChaosDamageAndChaosSkillDuration",[1],0,16,2,2,"Prefix",[1],[],[],1114,1114,"",15709
389,5,31,14830,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"ChaosDamageAndChaosSkillDuration",[1],0,16,4,2,"Prefix",[1],[],[],1114,1114,"",15709
390,5,32,14831,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"ChaosDamageAndChaosSkillDuration",[1],0,16,6,2,"Prefix",[1],[],[],1114,1114,"",15709
391,5,33,14826,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"ChaosDamageAndChaosSkillDuration","[0,2]",0,16,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15708
392,5,34,14827,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"ChaosDamageAndChaosSkillDuration","[0,2]",0,16,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15708
393,5,35,14828,[2],[8],0,"",6,[],0,"",0,0,[],"","","",[],3,"ChaosDamageAndChaosSkillDuration","[0,2]",0,16,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15708
394,5,36,14835,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"SpellDamageAndManaRegenerationRate",[1],0,103,2,2,"Prefix",[1],[],[],1114,1114,"",15711
395,5,37,14836,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"SpellDamageAndManaRegenerationRate",[1],0,103,4,2,"Prefix",[1],[],[],1114,1114,"",15711
396,5,38,14837,[2],[6],0,"",6,[],0,"",0,0,[],"","","",[],3,"SpellDamageAndManaRegenerationRate",[1],0,103,6,2,"Prefix",[1],[],[],1114,1114,"",15711
397,5,39,14832,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"SpellDamageAndManaRegenerationRate","[0,2]",0,103,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15710
398,5,40,14833,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"SpellDamageAndManaRegenerationRate","[0,2]",0,103,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15710
399,5,41,14834,[2],[6],0,"",6,[],0,"",0,0,[],"","","",[],3,"SpellDamageAndManaRegenerationRate","[0,2]",0,103,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15710
400,5,42,14841,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"SpellDamageAndNonChaosDamageToAddAsChaosDamage",[1],0,104,2,2,"Prefix",[1],[],[],1114,1114,"",15713
401,5,43,14842,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"SpellDamageAndNonChaosDamageToAddAsChaosDamage",[1],0,104,4,2,"Prefix",[1],[],[],1114,1114,"",15713
402,5,44,14843,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"SpellDamageAndNonChaosDamageToAddAsChaosDamage",[1],0,104,6,2,"Prefix",[1],[],[],1114,1114,"",15713
403,5,45,14838,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"SpellDamageAndNonChaosDamageToAddAsChaosDamage","[0,2]",0,104,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15712
404,5,46,14839,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"SpellDamageAndNonChaosDamageToAddAsChaosDamage","[0,2]",0,104,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15712
405,5,47,14840,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"SpellDamageAndNonChaosDamageToAddAsChaosDamage","[0,2]",0,104,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15712
406,5,48,14847,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"MinionDamageAndMinionMaximumLife","[1,3]",0,83,2,2,"Prefix","[1,3]",[],[],1114,1114,"",15715
407,5,49,14848,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"MinionDamageAndMinionMaximumLife","[1,3]",0,83,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15715
408,5,50,14849,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MinionDamageAndMinionMaximumLife","[1,3]",0,83,6,2,"Prefix","[1,3]",[],[],1114,1114,"",15715
409,5,51,14844,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"MinionDamageAndMinionMaximumLife","[0,2]",0,83,2,2,"Prefix","[0,2]",[],[],1114,1114,"",15714
410,5,52,14845,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"MinionDamageAndMinionMaximumLife","[0,2]",0,83,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15714
411,5,53,14846,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MinionDamageAndMinionMaximumLife","[0,2]",0,83,6,2,"Prefix","[0,2]",[],[],1114,1114,"",15714
412,5,54,14853,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"MinionAttackAndCastSpeedOnWeapon","[1,3]",0,82,2,2,"Suffix","[1,3]",[],[],1114,1114,"",15717
413,5,55,14854,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"MinionAttackAndCastSpeedOnWeapon","[1,3]",0,82,4,2,"Suffix","[1,3]",[],[],1114,1114,"",15717
414,5,56,14855,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"MinionAttackAndCastSpeedOnWeapon","[1,3]",0,82,6,2,"Suffix","[1,3]",[],[],1114,1114,"",15717
415,5,57,14850,[11],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"MinionAttackAndCastSpeedOnWeapon","[0,2]",0,82,2,2,"Suffix","[0,2]",[],[],1114,1114,"",15716
416,5,58,14851,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"MinionAttackAndCastSpeedOnWeapon","[0,2]",0,82,4,2,"Suffix","[0,2]",[],[],1114,1114,"",15716
