"rownum","Id","PredictionText","i32","Name","FlavourText","QuestTracker_ClientStringsKeys","OGGFile","ProphecyChainKey","ProphecyChainPosition","IsEnabled","SealCost","PredictionText2"
208,"MapContainsTrial","You will discover a Trial of Ascendancy in a map.",5079,"The Dream Trial","The depths of a dream hide a gauntlet that sharpens the body and mind.",[2247],"Audio/Dialogue/NPC/NavaliProphecy/N40h.ogg","",0,1,2,""
209,"AreaSpawnsUndead","You will discover an area with large packs of Undead monsters.",34490,"Soil, Worms and Blood","The unliving crowd into the dwellings of unlikely allies.",[2239],"Audio/Dialogue/NPC/NavaliProphecy/N43b.ogg","",0,1,2,""
210,"AreaSpawnsInsectsAndQueens","You will discover an area with large packs of Insects.",11196,"The Hungering Swarm","Skittering across the ground, insects nest near unlikely allies.",[2240],"Audio/Dialogue/NPC/NavaliProphecy/N43c.ogg","",0,1,2,""
211,"AreaSpawnsSeaWitchesAndSpawn","You will discover an area with large packs of Sea Witches.",18633,"The Cursed Choir","The sea witch whispers sweet nothings, and calms the hearts of unlikely allies.",[2241],"Audio/Dialogue/NPC/NavaliProphecy/N43d.ogg","",0,1,2,""
212,"AreaSpawnsRareDevourers","You will discover an area with many Devourers.",8034,"The Trembling Earth","The earth shifts beneath the feet of many, but they are not the prey this monster seeks.",[2242],"Audio/Dialogue/NPC/NavaliProphecy/N43e.ogg","",0,1,2,""
213,"AreaContainsInvasionBoss","You will encounter a very powerful invading monster and slay it.",5396,"The Invader","A horror from the past returns to cause pain in a place that it never called home.",[2289],"Audio/Dialogue/NPC/NavaliProphecy/N44a.ogg","",0,1,2,""
214,"UnbearableWhispers1","You will discover a tome in the Library.",26400,"Unbearable Whispers I","Dark runes skitter across the pages of the tome, concealing the Whisperer's allies.",[2143],"Audio/Dialogue/NPC/NavaliProphecy/N63a.ogg",1,0,1,5,"You will discover a tome in the Library, Academy Map, Museum Map, or Scriptorium Map."
215,"UnbearableWhispers2","You will discover a tome upon slaying a monster in the Sceptre of God.",18574,"Unbearable Whispers II","The Whisperer leaves a tome in the tower, held by a maddened follower.",[2144],"Audio/Dialogue/NPC/NavaliProphecy/N63b.ogg",1,1,1,6,"You will discover a tome upon slaying a monster in the Sceptre of God, Palace Map, Residence Map, or Villa Map."
216,"UnbearableWhispers3","You will slay Shavronne, and she will drop a tome.",34738,"Unbearable Whispers III","The Aesthete holds the Whisperer's forbidden words safe, deep in the beast's belly.","[2145,2284,2129]","Audio/Dialogue/NPC/NavaliProphecy/N63c.ogg",1,2,1,7,""
217,"UnbearableWhispers4","You will slay a certain powerful monster and it will drop a tome.",33038,"Unbearable Whispers IV","Forbidden words ring in the ears of the powerful; the Whisperer's influence spreads.","[2146,2129]","Audio/Dialogue/NPC/NavaliProphecy/N63d.ogg",1,3,1,8,""
218,"UnbearableWhispers5","You will discover a dangerous tome in the final chamber of the Labyrinth.",46875,"Unbearable Whispers V","The trapped emperor unknowingly protects foul knowledge. Dark pages amongst bright treasures.",[2147],"Audio/Dialogue/NPC/NavaliProphecy/N63e.ogg",1,4,1,9,""
219,"TheUnbreathingQueen1","You will encounter spectres in the Fellshrine Ruins and slay them.",15614,"The Unbreathing Queen I","The Unbreathing Queen masterminds an unholy heist, a defilement of the dead.",[2153],"Audio/Dialogue/NPC/NavaliProphecy/N54a.ogg",3,0,1,5,"You will encounter spectres in the Fellshrine Ruins, Cemetery Map, or Graveyard Map and slay them."
220,"TheUnbreathingQueen2","You will encounter the spirit of a hero in the Lord's Labyrinth and defeat it.",38833,"The Unbreathing Queen II","The flesh is taken by the Unbreathing Queen. But the hero's soul, bitter and cold, remains trapped in the Emperor's greatest trial.",[2154],"Audio/Dialogue/NPC/NavaliProphecy/N54b.ogg",3,1,1,6,""
221,"TheUnbreathingQueen3","You will encounter the spirit of a hero in the Beacon and defeat it",36334,"The Unbreathing Queen III","Water crashes against stone; A victim of the Unbreathing Queen burns with desire for The Mother's domain.",[2155],"Audio/Dialogue/NPC/NavaliProphecy/N54c.ogg",3,2,1,7,"You will encounter the spirit of a hero in the Beacon or Lighthouse Map and defeat it."
222,"TheUnbreathingQueen4","You will encounter the spirit of a hero in the Temple of Decay and defeat it.",37692,"The Unbreathing Queen IV","A tangle of web trapped the body, now stolen. The Unbreathing Queen leaves behind a sorrowful soul whose howls thunder through the halls.",[2156],"Audio/Dialogue/NPC/NavaliProphecy/N54d.ogg",3,3,1,8,"You will encounter the spirit of a hero in the Temple of Decay or Arachnid Tomb Map and defeat it."
223,"TheUnbreathingQueen5","You will defeat the Unbreathing Queen in a Cemetery map.",16196,"The Unbreathing Queen V","The Unbreathing Queen raises an army in a dream of tombs and graves. She knows you are coming.",[2157],"Audio/Dialogue/NPC/NavaliProphecy/N54e.ogg",3,4,1,9,""
224,"TheAmbitiousBandit1","You will encounter and slay bandits in an area where they do not ordinarily appear.",30353,"The Ambitious Bandit I","A bandit's ambition grows, and so too does the path it walks.",[2166],"Audio/Dialogue/NPC/NavaliProphecy/N56e.ogg",8,0,1,4,""
225,"TheAmbitiousBandit2","You will encounter and slay bandits in the Marketplace.",64493,"The Ambitious Bandit II","A bandit seeks a relic for the greedy where greed was once a great virtue.",[2167],"Audio/Dialogue/NPC/NavaliProphecy/N56f.ogg",8,1,1,5,"You will encounter and slay bandits in the Marketplace, Arcade Map, Bazaar Map, Port Map or Alleyways Map."
226,"TheAmbitiousBandit3","You will encounter and slay bandits in the Library.",52289,"The Ambitious Bandit III","Where relics and tomes gather dust, a bandit's eyes see great value.",[2168],"Audio/Dialogue/NPC/NavaliProphecy/N57a.ogg",8,2,1,6,"You will encounter and slay bandits in the Library, Academy Map, Museum Map, or Scriptorium Map."
227,"DeadlyRivalry1","You will encounter a rival Exile imbued with Nemesis powers.",28304,"Deadly Rivalry I","You draw the ire of another, imbued with golden power.",[2169],"Audio/Dialogue/NPC/NavaliProphecy/N57b.ogg",10,0,1,4,""
228,"DeadlyRivalry2","You will encounter the rival Exile, now also imbued with Onslaught.",1363,"Deadly Rivalry II","Their defeat will not stand, renewed and fueled by blind rage.",[2170],"Audio/Dialogue/NPC/NavaliProphecy/N57c.ogg",10,1,1,5,""
229,"DeadlyRivalry3","You will encounter the rival Exile, now possessed by a Tormented Spirit.",39249,"Deadly Rivalry III","Their body broken and mended, now a conduit for a greater power.",[2171],"Audio/Dialogue/NPC/NavaliProphecy/N57d.ogg",10,2,1,6,""
230,"DeadlyRivalry4","You will encounter the rival Exile, now imbued with the powers of a Shrine",63914,"Deadly Rivalry IV","Prayer at a dark altar mends torn flesh once again, but darkness still fills the soul. Each defeat feeds their determination.",[2172],"Audio/Dialogue/NPC/NavaliProphecy/N57e.ogg",10,3,1,7,""
231,"DeadlyRivalry5","You will encounter the rival Exile, now backed by others of a shared Bloodline.",7131,"Deadly Rivalry V","Allies arrive for a final battle, filled with shared blood. The breaking and mending takes its toll.",[2173],"Audio/Dialogue/NPC/NavaliProphecy/N57f.ogg",10,4,1,8,""
232,"TheWarmongers1","You will encounter and slay several Warbands.",37240,"The Warmongers I","A vanguard seeks to claim land that is not theirs.",[2178],"Audio/Dialogue/NPC/NavaliProphecy/N59a.ogg",9,0,1,4,""
233,"TheWarmongers2","You will encounter and slay several Warbands and their reinforcements.",48032,"The Warmongers II","The vanguard did not return, so more have followed their path, bringing war with them.",[2179],"Audio/Dialogue/NPC/NavaliProphecy/N59b.ogg",9,1,1,5,""
234,"TheWarmongers3","You will encounter and slay several Warbands and their elite soldiers.",59466,"The Warmongers III","Failure twice draws the ire of higher ranking soldiers. They come to spill blood.",[2180],"Audio/Dialogue/NPC/NavaliProphecy/N59c.ogg",9,2,1,6,""
235,"TheWarmongers4","You will encounter and slay several Warbands and their leader.",48932,"The Warmongers IV","The leader arrives, and lays plans to paint the land red with your blood.",[2181],"Audio/Dialogue/NPC/NavaliProphecy/N59d.ogg",9,3,1,7,""
236,"BeyondSight1","You will slay the cultists and the foes they summon.",61725,"Beyond Sight I","A dark presence hides just out of sight. Only bodies betray its movements.",[2182],"Audio/Dialogue/NPC/NavaliProphecy/N60b.ogg",5,0,1,4,""
237,"BeyondSight2","You will slay the cultists and the powerful foes they summon.",61814,"Beyond Sight II","A visible following forms around an invisible foe. It grows greater yet remains veiled.",[2182],"Audio/Dialogue/NPC/NavaliProphecy/N60c.ogg",5,1,1,5,""
238,"BeyondSight3","You will slay the cultists and the powerful foes they summon.",61397,"Beyond Sight III","Monsters not of this world spill forth. Only shapes and movement. A warped vision.",[2182],"Audio/Dialogue/NPC/NavaliProphecy/N60d.ogg",5,2,1,6,""
239,"BeyondSight4","You will slay the Herald of Bameth and the very powerful foe it summons.",52856,"Beyond Sight IV","My vision grows dark. A horror draws near. Its soul would be a treasured prize for Hinekora.","[2182,2184]","Audio/Dialogue/NPC/NavaliProphecy/N60e.ogg",5,3,1,7,""
240,"ChestWithDivinationCards","You will find a chest containing Divination Cards in a map.",722,"The Fortune Teller's Collection","The dreaming seeker finds what a fortune teller forgets.",[2312],"Audio/Dialogue/NPC/NavaliProphecy/N40eFIX.ogg","",0,1,2,""
241,"IcetombFated","You will defeat Tsoagoth, The Brine King while holding Icetomb.",33906,"End of the Light","The king rots in his frozen tomb, atop the island of his own creation.",[],"","",0,1,1,""
242,"WondertrapFated","You will defeat Guardian of the Vault while holding Wondertrap.",54967,"Greed's Folly","A trap of greed is laid in the Vault, and sprung at its heart by a wonder.",[],"","",0,1,1,""
243,"BriskwrapFated","You will defeat Master of the Blade while holding Briskwrap.",9751,"Last of the Wildmen","The Master's blade strikes the ground, and his body briskly follows. The line of the Wild Men ends.",[],"","",0,1,1,""
244,"SundanceFated","You will defeat Dawn, Harbinger of Solaris while holding Sundance.",56807,"Sun's Punishment","Death's dance with dawn leads to the midday sun, whose spiteful zenith burns indiscriminately.",[],"","",0,1,1,""
245,"WindscreamFated","You will defeat Doedre the Defiler while holding Windscream.",1431,"Darktongue's Shriek","Where the dead still rest, the defiler's scream bellows through the tombs before falling eternally silent.",[],"","",0,1,1,""
246,"DusktoeFated","You will defeat Maligaro, The Inquisitor while holding Dusktoe.",5936,"Agony at Dusk","In the beast's belly, the Inquisitor hunts the dying light.",[],"","",0,1,1,""
247,"MeginordsViseFated","You will defeat Tore, Towering Ancient while holding Meginord's Vise.",10738,"Fall of the Tower","The ancient tower stands for now, but crumbles beneath a strong hand.",[],"","",0,"",1,""
248,"DoedresTenureFated","You will defeat Erythrophagia while holding Doedre's Tenure.",4304,"The Malevolent Witch","Silence and darkness harbour growing malevolence as the blood eater meets her maker.",[],"","",0,1,1,""
249,"HeatshiverFated","You will defeat Sumter the Twisted while holding Heatshiver.",18119,"A Vision of Ice and Fire","Where the river meets the sea, the flames meet winter's chill, and heated battle sends a shiver down a twisted spine.",[],"","",0,1,1,""
250,"TimeclaspFated","You will defeat Riftwalker while holding Timeclasp.",22707,"A Rift in Time","The rift is torn open, and time's clasp is twisted.",[],"","",0,1,1,""
251,"AtzirisMirrorFated","You will defeat Atziri, Queen of the Vaal in the Alluring Abyss while holding Atziri's Mirror.",34267,"The Queen's Sacrifice","The ancient queen casts her gaze upon her reflection, and at last the curse is broken.",[],"","",0,1,1,""
252,"QuecholliFated","You will defeat Shadow of the Vaal while holding Quecholli.",30752,"The Fall of an Empire","The Vaal's dark machinery was their greatest triumph, and its destruction another's destiny.",[],"","",0,1,1,""
253,"FencoilFated","You will defeat Caliga, Imperatrix while holding Fencoil.",3036,"Trapped in the Tower","The Imperatrix traps her subjects in the shining sceptre, but it is she who becomes mired.",[],"","",0,1,1,""
254,"TheStormheartFated","You will defeat Poporo, the Highest Spire while holding The Stormheart.",50946,"The Storm Spire","Cold ocean winds whip across the sharp stones where two yet battle for control.",[],"","",0,1,1,""
255,"FoxshadeFated","You will defeat Arakaali, Spinner of Shadows while holding Foxshade.",1796,"Dark Instincts","Guided by luck, the fox hunts the spider in absolute shadow.",[],"","",0,1,1,""
256,"AsenathsMarkFated","You will defeat Garukhan, Queen of the Winds while holding Asenath's Mark.",23963,"Song of the Sekhema","The Sekhema's whispers fight back the wind, leaving no mark remaining.",[],"","",0,1,1,""
257,"HonourhomeFated","You will defeat Eater of Souls while holding Honourhome.",61898,"Honour Held","A lone soul escapes the Eater with their honour held firm.",[],"","",0,"",1,""
258,"MalachaisSimulaFated","You will defeat Eater of Souls while holding Malachai's Simula.",58827,"The Nightmare Awakens","The Eater has his final meal, and the Soulless One awakens.",[],"","",0,1,1,""
259,"SidhebreathFated","You will defeat Xixic, High Necromancer while holding Sidhebreath.",45233,"WIP","WIP",[],"","",0,"",1,""
260,"TheIgnomonFated","You will defeat Barthol, the Pure while holding The Ignomon.",33878,"Blind Faith","Two sides, light and dark, collide, and leave all but one blind.",[],"","",0,1,1,""
261,"TheMagnateFated1","You will defeat Hector Titucius, Eternal Servant while holding The Magnate.",13931,"The Great Mind of the North","The Eternal servant bathes in his own blood, and a master tactician is born. ",[],"","",0,1,1,""
262,"TheMagnateFated2","You will defeat Boulderback while holding The Magnate.",14233,"The Great Leader of the North","The boulder is crushed atop the hill, letting the great leader's people pass.",[],"","",0,1,1,""
263,"BloodboilFated","You will defeat Glace while holding Bloodboil.",13948,"Cold Blooded Fury","Winter weaves the cannibal's cold fury until his blood boils over.",[],"","",0,1,1,""
264,"HyrrisBiteFated","You will defeat The Dishonoured Queen while holding Hyrri's Bite.",28620,"A Dishonourable Death","The dishonoured niece of the king is decisively laid to rest by her own bite.",[],"","",0,1,1,""
265,"DreadarcFated","You will defeat Piety the Empyrean while holding Dreadarc.",36099,"Burning Dread","The Empyrian faces her dread and perishes; her arc now complete.",[],"","",0,1,1,""
266,"GoredrillFated","You will defeat Visceris while holding Goredrill.",65534,"Crimson Hues","The ruins hide an artist whose own crimson ink coats the stone.",[],"","",0,1,1,""
267,"GeofrisBaptismFated","You will defeat Litanius, the Black Prayer while holding Geofri's Baptism.",3551,"Black Devotion","The Black Prayer falls silent in the face of the Archbishop's shimmering devotion.",[],"","",0,1,1,""
268,"CameriasMaulFated","You will defeat Fragment of Winter while holding Cameria's Maul.",19773,"Cold Greed","Avarice turns the heart as cold as a fragment of Winter itself.",[],"","",0,1,1,""
269,"RedbeakFated","You will defeat Skullbeak while holding Redbeak.",61760,"The Dreaded Rhoa","The rhoa's rage builds and boils over; a feeling of dread envelops the crimson beak.",[],"","",0,1,1,""
270,"TheDancingDervishFated","You will defeat The Steel Soul while holding The Dancing Dervish.",6131,"Dance of Steel","A soul of steel shatters, and a spinning shard joins the eternal dance.",[],"","",0,1,1,""
271,"EclipseSolarisFated","You will defeat Jorus, Sky's Edge while holding Eclipse Solaris.",63480,"Blinding Light","The light fades from one source but grows in another, blinding those who approach.",[],"","",0,1,1,""
272,"IronHeartFated","You will defeat Tyrant while holding Iron Heart.",47370,"Battle Hardened","The eager warrior meets the Tyrant in battle. Outmatched and outwitted; he uses his strength to best his foe.",[],"","",0,1,1,""
273,"ChoberChaberFated","You will defeat Tolman, the Exhumer while holding Chober Chaber.",42400,"Faith Exhumed","The lost lover returns, but faith releases him from his service.",[],"","",0,1,1,""
274,"MatuaTupunaFated","You will defeat The Cleansing Light while holding Matua Tupuna.",16621,"The Mentor","One falls, but another rises to lead.",[],"","",0,1,1,""
275,"GeofrisCrestFated","You will defeat Pagan Bishop of Agony while holding Geofri's Crest.",6185,"The Bishop's Legacy","The crest becomes a crown when placed upon the Bishop's brow.",[],"","",0,1,1,""
