"rownum","WordlistsKey","Text","SpawnWeight_TagsKeys","SpawnWeight_Values","i32","Text2","Inflection"
1394,2," Keep","[69,25,16,63,0]","[1000,1000,1000,1000,0]",-393299924," Keep",""
1395,2," Nexus","[68,0]","[1000,0]",-541141589," Nexus",""
1396,2," Oubliette","[63,64,66,0]","[1000,1000,1000,0]",-1876552698," Oubliette",""
1397,2," Panorama","[62,65,66,67,0]","[1000,1000,1000,1000,0]",-2021384569," Panorama",""
1398,2," Pit","[63,64,66,0]","[1000,1000,1000,0]",144722731," Pit",""
1399,2," Point","[67,0]","[1000,0]",768902940," Point",""
1400,2," Reaches","[65,66,67,0]","[1000,1000,1000,0]",1082573631," Reaches",""
1401,2," Refuge","[45,1,62,65,68,69,651,0]","[0,1000,1000,1000,1000,1000,1000,0]",-1904905524," Refuge",""
1402,2," Refuse","[64,65,66,0]","[1000,1000,1000,0]",-1311474424," Refuse",""
1403,2," Remains","[69,63,68,0]","[1000,1000,1000,0]",2102137753," Remains",""
1404,2," Remnant","[69,63,68,663,0]","[1000,1000,1000,1000,0]",-531497359," Remnant",""
1405,2," Rupture","[64,0]","[1000,0]",-353078148," Rupture",""
1406,2," Sanctum","[63,68,0]","[1000,1000,0]",711359285," Sanctum",""
1407,2," Scum","[66,0]","[1000,0]",832406966," Scum",""
1408,2," Secrets","[69,62,63,64,65,66,67,68,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",1663681149," Secrets",""
1409,2," Sepulcher","[63,68,0]","[1000,1000,0]",-416281438," Sepulchre",""
1410,2," Shadows","[69,62,63,64,65,66,67,68,0]","[1000,1000,1000,1000,1000,1000,1000,1000,0]",-1905849040," Shadows",""
1411,2," Shard","[134,687,67,0]","[1000,1000,1000,0]",-317956279," Shard",""
1412,2," Slag","[64,66,67,0]","[1000,1000,1000,0]",952872307," Slag",""
1413,2," Solitude","[62,63,65,66,67,0]","[1000,1000,1000,1000,1000,0]",723614688," Solitude",""
1414,2," Spires","[65,67,68,0]","[1000,1000,1000,0]",1281380443," Spires",""
1415,2," Trap","[26,63,64,65,66,68,0]","[1000,1000,1000,1000,1000,1000,0]",424501404," Trap",""
1416,2," Vault","[69,63,68,0]","[1000,1000,1000,0]",1961885347," Vault",""
1417,2," View","[69,62,65,67,0]","[1000,1000,1000,1000,0]",1115538280," View",""
1418,2," Vine","[65,66,0]","[1000,1000,0]",1851006750," Vine",""
1419,2," Waste","[62,64,66,0]","[1000,1000,1000,0]",614820232," Waste",""
1420,2," Ziggurat","[69,63,68,0]","[1000,1000,1000,0]",-823895369," Ziggurat",""
1421,2," Abode","[69,0]","[1000,0]",2087585239," Abode",""
1422,2," Quarters","[63,69,0]","[1000,1000,0]",490779091," Quarters",""
1423,2," Roost","[64,69,0]","[1000,1000,0]",8987238," Roost",""
1424,2," Sector","[69,0]","[1000,0]",-1937154358," Sector",""
1425,2," Zone","[69,0]","[1000,0]",-15251040," Zone",""
1426,2," Precinct","[69,0]","[1000,0]",-821966901," Precinct",""
1427,2," Dwelling","[63,66,67,69,0]","[1000,1000,1000,1000,0]",2121450468," Dwelling",""
1428,2," Aegis","[45,1,0]","[0,1000,0]",-1782320361," Aegis",""
1429,2," Anthem","[45,0]","[1000,0]",1710354389," Anthem",""
1430,2," Arbiter","[238,0]","[1000,0]",376950426," Arbiter",""
1431,2," Arch","[5,0]","[1000,0]",65972952," Arch",""
1432,2," Arrow","[21,0]","[1000,0]",234744802," Arrow",""
1433,2," Badge","[45,1,0]","[0,1000,0]",-104134860," Badge",""
1434,2," Band","[2,0]","[1000,0]",-251699053," Band",""
1435,2," Bane","[15,12,10,37,5,14,13,9,11,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-2028099905," Bane",""
1436,2," Barb","[80,12,21,14,13,9,0]","[1000,1000,1000,1000,1000,1000,0]",-645552816," Barb",""
1437,2," Barrage","[5,0]","[1000,0]",-1315876322," Barrage",""
1438,2," Barrier","[45,1,0]","[0,1000,0]",2142107251," Barrier",""
1439,2," Bastion","[45,1,0]","[0,1000,0]",-1806660153," Bastion",""
1440,2," Batter","[11,0]","[1000,0]",-563884563," Batter",""
1441,2," Beads","[652,3,0]","[1000,1000,0]",-1969274989," Beads",""
1442,2," Beak","[15,12,0]","[1000,1000,0]",1753108439," Beak",""
1443,2," Beam","[10,0]","[1000,0]",-1865593406," Beam",""
1444,2," Bite","[15,12,21,13,14,9,0]","[1000,1000,1000,1000,1000,1000,0]",-1566710252," Bite",""
1445,2," Blast","[11,5,0]","[1000,1000,0]",1963061425," Blast",""
1446,2," Blow","[11,37,0]","[1000,1000,0]",-104450980," Blow",""
1447,2," Blunt","[11,0]","[1000,0]",2124587495," Blunt",""
1448,2," Bolt","[21,0]","[1000,0]",-859697041," Bolt",""
1449,2," Bond","[26,632,672,0]","[1000,1000,1000,0]",1731122119," Bond",""
1450,2," Braid","[652,3,0]","[1000,1000,0]",1174089708," Braid",""
1451,2," Branch","[10,5,9,0]","[1000,1000,1000,0]",887290488," Branch",""
1452,2," Brand","[11,21,0]","[1000,1000,0]",-1110353602," Brand",""
1453,2," Breaker","[37,11,0]","[1000,1000,0]",2116020311," Breaker",""
1454,2," Breeze","[5,0]","[1000,0]",319670565," Breeze",""
1455,2," Brow","[25,0]","[1000,0]",-693495638," Brow",""
1456,2," Buckle","[26,0]","[1000,0]",401962596," Buckle",""
1457,2," Bulwark","[45,1,0]","[0,1000,0]",-1893959562," Bulwark",""
1458,2," Burst","[11,0]","[1000,0]",-229914810," Burst",""
1459,2," Butcher","[15,0]","[1000,0]",-44025754," Butcher",""
1460,2," Call","[10,37,9,696,45,0]","[1000,1000,1000,1000,1000,0]",-215609425," Call",""
1461,2," Carapace","[16,0]","[1000,0]",-1728974690," Carapace",""
1462,2," Caress","[22,0]","[1000,0]",-1619201602," Caress",""
1463,2," Chant","[10,37,9,45,0]","[1000,1000,1000,1000,0]",-226380884," Chant",""
1464,2," Charm","[652,3,9,45,663,0]","[1000,1000,1000,1000,1000,0]",1709142314," Charm",""
1465,2," Choker","[652,3,0]","[1000,1000,0]",233997637," Choker",""
1466,2," Circle","[2,0]","[1000,0]",1038118815," Circle",""
1467,2," Clasp","[652,3,26,0]","[1000,1000,1000,0]",1949715251," Clasp",""
1468,2," Claw","[22,0]","[1000,0]",1541357693," Claw",""
1469,2," Cloak","[16,0]","[1000,0]",-1870032604," Cloak",""
1470,2," Clutches","[22,0]","[1000,0]",999362789," Clutches",""
1471,2," Coat","[16,0]","[1000,0]",800893338," Coat",""
1472,2," Coil","[2,0]","[1000,0]",713671567," Coil",""
1473,2," Collar","[652,3,0]","[1000,1000,0]",1036195521," Collar",""
1474,2," Cord","[26,0]","[1000,0]",-1878010760," Cord",""
1475,2," Corona","[25,0]","[1000,0]",-408129022," Corona",""
1476,2," Cowl","[25,0]","[1000,0]",-77557419," Cowl",""
1477,2," Crack","[11,37,0]","[1000,1000,0]",-341795603," Crack",""
1478,2," Crown","[25,0]","[1000,0]",199688775," Crown",""
1479,2," Crusher","[11,37,0]","[1000,1000,0]",-625629459," Crusher",""
1480,2," Cry","[10,37,9,0]","[1000,1000,1000,0]",-1431171242," Cry",""
1481,2," Curtain","[16,0]","[1000,0]",-217353932," Curtain",""
1482,2," Dart","[21,0]","[1000,0]",1699235655," Dart",""
1483,2," Dash","[4,0]","[1000,0]",1701149228," Dash",""
1484,2," Dome","[25,0]","[1000,0]",60830068," Dome",""
1485,2," Duty","[1,696,0]","[1000,1000,0]",-274239999," Duty",""
1486,2," Emblem","[1,0]","[1000,0]",-618191874," Emblem",""
1487,2," Etcher","[15,13,0]","[1000,1000,0]",-1419857336," Etcher",""
1488,2," Eye","[134,687,2,0]","[1000,1000,1000,0]",-553839572," Eye",""
1489,2," Fang","[12,13,14,0]","[1000,1000,1000,0]",-942926738," Fang",""
1490,2," Fend","[45,1,0]","[0,1000,0]",-1450574262," Fend",""
1491,2," Finger","[2,0]","[1000,0]",1689305404," Finger",""
1492,2," Fingers","[22,0]","[1000,0]",-1224056153," Fingers",""
1493,2," Fist","[22,14,0]","[1000,1000,0]",118898226," Fist",""
1494,2," Fletch","[5,0]","[1000,0]",1914346874," Fletch",""
1495,2," Flight","[21,0]","[1000,0]",541554259," Flight",""
1496,2," Girdle","[26,0]","[1000,0]",-1657870526," Girdle",""
1497,2," Glance","[25,0]","[1000,0]",-623139574," Glance",""
1498,2," Glare","[238,0]","[1000,0]",1363657903," Glare",""
1499,2," Globe","[238,0]","[1000,0]",-326491821," Globe",""
1500,2," Gnarl","[10,37,9,0]","[1000,1000,1000,0]",-434397333," Gnarl",""
1501,2," Gnash","[15,0]","[1000,0]",-663265512," Gnash",""
1502,2," Goad","[4,10,9,0]","[1000,1000,1000,0]",-256379388," Goad",""
1503,2," Gorget","[652,3,0]","[1000,1000,0]",774896540," Gorget",""
1504,2," Grasp","[2,22,0]","[1000,1000,0]",-1247601035," Grasp",""
1505,2," Grinder","[11,37,0]","[1000,1000,0]",1409749182," Grinder",""
1506,2," Grip","[2,22,0]","[1000,1000,0]",1383646332," Grip",""
1507,2," Guard","[1,0]","[1000,0]",-932661635," Guard",""
1508,2," Guardian","[25,16,0]","[1000,1000,0]",-1919876150," Guardian",""
1509,2," Guide","[5,0]","[1000,0]",-644759752," Guide",""
1510,2," Gutter","[12,13,14,0]","[1000,1000,1000,0]",-398379636," Gutter",""
1511,2," Gyre","[2,0]","[1000,0]",-1295728108," Gyre",""
1512,2," Hail","[21,0]","[1000,0]",-278369782," Hail",""
1513,2," Halo","[25,0]","[1000,0]",-1011632877," Halo",""
1514,2," Hand","[22,0]","[1000,0]",-759582686," Hand",""
1515,2," Harness","[26,0]","[1000,0]",1518693127," Harness",""
1516,2," Heart","[134,687,652,3,0]","[1000,1000,1000,1000,0]",181361069," Heart",""
1517,2," Hide","[16,0]","[1000,0]",-1437215019," Hide",""
1518,2," Hold","[2,22,0]","[1000,1000,0]",-296714226," Hold",""
1519,2," Hoof","[4,0]","[1000,0]",1409625956," Hoof",""
1520,2," Horn","[25,5,0]","[1000,1000,0]",1117011472," Horn",""
1521,2," Hunger","[15,12,13,14,0]","[1000,1000,1000,1000,0]",-2137516248," Hunger",""
1522,2," Idol","[652,3,0]","[1000,1000,0]",-118974970," Idol",""
1523,2," Impaler","[12,21,13,14,0]","[1000,1000,1000,1000,0]",-645000513," Impaler",""
1524,2," Iridescence","[238,0]","[1000,0]",1767894937," Iridescence",""
1525,2," Jack","[16,0]","[1000,0]",-563307443," Jack",""
1526,2," Knell","[11,37,0]","[1000,1000,0]",-698534611," Knell",""
1527,2," Knot","[2,0]","[1000,0]",278743954," Knot",""
1528,2," Knuckle","[2,22,0]","[1000,1000,0]",-1265266821," Knuckle",""
1529,2," Lash","[26,0]","[1000,0]",1853711838," Lash",""
1530,2," League","[4,0]","[1000,0]",-296491544," League",""
1531,2," Leash","[26,0]","[1000,0]",736955403," Leash",""
1532,2," Leer","[238,0]","[1000,0]",1709918177," Leer",""
1533,2," Lock","[26,0]","[1000,0]",-273902604," Lock",""
1534,2," Locket","[652,3,26,0]","[1000,1000,1000,0]",-1343746527," Locket",""
1535,2," Loop","[2,0]","[1000,0]",-851684166," Loop",""
1536,2," Mangler","[15,11,0]","[1000,1000,0]",-1014812734," Mangler",""
1537,2," Mantle","[16,0]","[1000,0]",-1703853642," Mantle",""
1538,2," March","[4,0]","[1000,0]",-1483104641," March",""
1539,2," Mark","[1,5,0]","[1000,1000,0]",909688441," Mark",""
1540,2," Mast","[10,0]","[1000,0]",-2139328261," Mast",""
1541,2," Medallion","[652,3,0]","[1000,1000,0]",501613308," Medallion",""
1542,2," Mitts","[22,0]","[1000,0]",786546745," Mitts",""
1543,2," Nail","[2,0]","[1000,0]",-104469475," Nail",""
1544,2," Nails","[21,22,0]","[1000,1000,0]",1022725174," Nails",""
1545,2," Needle","[12,21,13,14,9,0]","[1000,1000,1000,1000,1000,0]",-666915164," Needle",""
1546,2," Nock","[5,0]","[1000,0]",1516667493," Nock",""
1547,2," Noose","[652,3,0]","[1000,1000,0]",-1052828934," Noose",""
1548,2," Pace","[4,0]","[1000,0]",-363937493," Pace",""
1549,2," Palm","[22,0]","[1000,0]",-1475274127," Palm",""
1550,2," Paw","[22,0]","[1000,0]",2077795254," Paw",""
1551,2," Peak","[25,0]","[1000,0]",192127378," Peak",""
1552,2," Pelt","[16,0]","[1000,0]",1018853104," Pelt",""
1553,2," Pendant","[652,3,0]","[1000,1000,0]",1425198195," Pendant",""
1554,2," Pile","[10,0]","[1000,0]",-811283838," Pile",""
1555,2," Pillar","[10,0]","[1000,0]",-50331648," Pillar",""
1556,2," Pith","[45,0]","[1000,0]",-90292577," Pith",""
1557,2," Pole","[10,80,0]","[1000,1000,0]",-352822656," Pole",""
1558,2," Post","[10,0]","[1000,0]",854386853," Post",""
1559,2," Quill","[21,0]","[1000,0]",-341643608," Quill",""
1560,2," Rain","[5,0]","[1000,0]",-465671148," Rain",""
1561,2," Ram","[11,37,0]","[1000,1000,0]",1579859235," Ram",""
1562,2," Razor","[12,13,14,0]","[1000,1000,1000,0]",858207063," Razor",""
1563,2," Reach","[5,0]","[1000,0]",1565984375," Reach",""
1564,2," Rend","[15,0]","[1000,0]",1378265532," Rend",""
1565,2," Road","[4,0]","[1000,0]",1880765524," Road",""
1566,2," Roar","[11,15,10,37,14,0]","[1000,1000,1000,1000,1000,0]",317186206," Roar",""
1567,2," Rock","[45,1,0]","[0,1000,0]",-173418980," Rock",""
1568,2," Rod","[21,0]","[1000,0]",514543673," Rod",""
1569,2," Rook","[45,1,0]","[0,1000,0]",-638576770," Rook",""
1570,2," Rosary","[652,3,0]","[1000,1000,0]",1642290044," Rosary",""
1571,2," Ruin","[134,687,11,0]","[1000,1000,1000,0]",968939582," Ruin",""
1572,2," Salvation","[25,16,0]","[1000,1000,0]",-1823074472," Salvation",""
1573,2," Sanctuary","[1,16,651,0]","[1000,1000,1000,0]",1990908656," Sanctuary",""
1574,2," Saw","[12,0]","[1000,0]",-1890837120," Saw",""
1575,2," Scalpel","[12,13,0]","[1000,1000,0]",-747161264," Scalpel",""
1576,2," Scarab","[652,3,0]","[1000,1000,0]",-315123922," Scarab",""
1577,2," Scratch","[12,13,14,9,0]","[1000,1000,1000,1000,0]",-328092903," Scratch",""
1578,2," Sever","[15,12,13,0]","[1000,1000,1000,0]",910607970," Sever",""
1579,2," Shackle","[26,0]","[1000,0]",-1064895548," Shackle",""
1580,2," Shatter","[11,0]","[1000,0]",848529369," Shatter",""
1581,2," Shell","[16,0]","[1000,0]",-2138918272," Shell",""
1582,2," Shelter","[67,69,25,16,651,0]","[1000,1000,1000,1000,1000,0]",2041443920," Shelter",""
1583,2," Shot","[21,0]","[1000,0]",-1990533021," Shot",""
1584,2," Shroud","[16,651,0]","[1000,1000,0]",1930865782," Shroud",""
1585,2," Siege","[5,0]","[1000,0]",146241021," Siege",""
1586,2," Skewer","[12,21,13,14,0]","[1000,1000,1000,1000,0]",308671733," Skewer",""
1587,2," Skin","[16,0]","[1000,0]",-1743900101," Skin",""
1588,2," Slayer","[15,0]","[1000,0]",-1128135587," Slayer",""
1589,2," Slicer","[12,13,14,0]","[1000,1000,1000,0]",131865107," Slicer",""
1590,2," Slippers","[4,0]","[1000,0]",-962946847," Slippers",""
1591,2," Smasher","[11,37,0]","[1000,1000,0]",739661109," Smasher",""
1592,2," Snare","[80,26,0]","[1000,1000,0]",-1319896056," Snare",""
1593,2," Sole","[4,0]","[1000,0]",-81137130," Sole",""
1594,2," Song","[15,12,10,5,37,13,14,9,45,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-922178943," Song",""
1595,2," Span","[4,45,1,0]","[1000,0,1000,0]",834921565," Span",""
1596,2," Spark","[134,687,4,0]","[1000,1000,1000,0]",-869438560," Spark",""
1597,2," Spawn","[15,0]","[1000,0]",-794491121," Spawn",""
1598,2," Spear","[21,0]","[1000,0]",1885277620," Spear",""
1599,2," Spell","[10,37,9,45,0]","[1000,1000,1000,1000,0]",1086567182," Spell",""
1600,2," Sphere","[238,0]","[1000,0]",1803479120," Sphere",""
1601,2," Spike","[21,0]","[1000,0]",350701586," Spike",""
1602,2," Spiker","[12,13,14,0]","[1000,1000,1000,0]",-1475778679," Spiker",""
1603,2," Spiral","[2,0]","[1000,0]",-986862129," Spiral",""
1604,2," Spire","[10,21,9,0]","[1000,1000,1000,0]",625424085," Spire",""
1605,2," Splitter","[15,0]","[1000,0]",-1635761638," Splitter",""
1606,2," Spur","[4,0]","[1000,0]",1627468538," Spur",""
1607,2," Star","[134,687,25,11,37,45,0]","[1000,1000,1000,1000,1000,1000,0]",-347263778," Star",""
1608,2," Stinger","[12,5,21,13,14,0]","[1000,1000,1000,1000,1000,0]",902096026," Stinger",""
1609,2," Strap","[26,0]","[1000,0]",1999550601," Strap",""
1610,2," Stride","[4,0]","[1000,0]",190317123," Stride",""
1611,2," Strike","[5,0]","[1000,0]",-1390510518," Strike",""
1612,2," Suit","[16,0]","[1000,0]",-1235128975," Suit",""
1613,2," Sunder","[15,0]","[1000,0]",2103081610," Sunder",""
1614,2," Talisman","[3,0]","[0,0]",1583745948," Talisman",""
1615,2," Talons","[14,22,0]","[1000,1000,0]",478766153," Talons",""
1616,2," Tether","[26,0]","[1000,0]",1394754651," Tether",""
1617,2," Thirst","[15,12,5,13,14,9,0]","[1000,1000,1000,1000,1000,1000,0]",-574911623," Thirst",""
1618,2," Thread","[26,0]","[1000,0]",1392385769," Thread",""
1619,2," Thresher","[11,0]","[1000,0]",-705969383," Thresher",""
1620,2," Thunder","[5,0]","[1000,0]",-1994171496," Thunder",""
1621,2," Torc","[652,3,0]","[1000,1000,0]",996591223," Torc",""
1622,2," Touch","[22,0]","[1000,0]",-1508169672," Touch",""
1623,2," Tower","[45,1,0]","[0,1000,0]",-747988493," Tower",""
1624,2," Track","[4,0]","[1000,0]",-26703372," Track",""
1625,2," Trail","[4,0]","[1000,0]",-1188735587," Trail",""
1626,2," Tread","[4,0]","[1000,0]",1455183056," Tread",""
1627,2," Turn","[2,0]","[1000,0]",1588890116," Turn",""
1628,2," Twine","[26,5,0]","[1000,1000,0]",672308551," Twine",""
1629,2," Twirl","[2,0]","[1000,0]",790827099," Twirl",""
1630,2," Urge","[4,696,0]","[1000,1000,0]",-1196766853," Urge",""
1631,2," Veil","[25,16,651,0]","[1000,1000,1000,0]",-1528019380," Veil",""
1632,2," Visage","[25,0]","[1000,0]",638617041," Visage",""
1633,2," Vise","[22,0]","[1000,0]",1257484190," Vise",""
1634,2," Visor","[25,0]","[1000,0]",-1298080982," Visor",""
1635,2," Volley","[5,0]","[1000,0]",422414490," Volley",""
1636,2," Ward","[25,16,1,663,0]","[1000,1000,1000,1000,0]",-919128377," Ward",""
1637,2," Watch","[45,1,0]","[0,1000,0]",-945547267," Watch",""
1638,2," Weaver","[10,37,9,45,0]","[1000,1000,1000,1000,0]",-1071476747," Weaver",""
1639,2," Whorl","[2,0]","[1000,0]",-2006539850," Whorl",""
1640,2," Wish","[45,0]","[1000,0]",1352750347," Wish",""
1641,2," Wind","[5,0]","[1000,0]",2061280005," Wind",""
1642,2," Wing","[45,1,5,0]","[0,1000,1000,0]",-1017855297," Wing",""
1643,2," Wrap","[16,0]","[1000,0]",-1027226756," Wrap",""
1644,2," Wreck","[11,0]","[1000,0]",1966461758," Wreck",""
1645,1,"Ambush","[4,26,0]","[1000,1000,0]",219892988,"Ambush",""
1646,1,"Anarchy","[4,26,0]","[1000,1000,0]",117679371,"Anarchy",""
1647,1,"Apocalypse","[696,134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-2043923648,"Apocalypse",""
1648,1,"Armageddon","[696,134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,663,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1237372638,"Armageddon",""
1649,1,"Beast","[652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-916543839,"Beast",""
1650,1,"Behemoth","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1916837847,"Behemoth",""
1651,1,"Blight","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-399831848,"Blight",""
1652,1,"Borealis","[696,0]","[1000,0]",509337199,"Borealis",""
1653,1,"Bramble","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-630827701,"Bramble",""
1654,1,"Brimstone","[652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1388452879,"Brimstone",""
1655,1,"Brood","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",526618548,"Brood",""
1656,1,"Carrion","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1067473868,"Carrion",""
1657,1,"Cataclysm","[696,134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1157041780,"Cataclysm",""
1658,1,"Chimeric","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-680274216,"Chimeric",""
1659,1,"Corpse","[652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",283020575,"Corpse",""
1660,1,"Corruption","[652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-2047036296,"Corruption",""
1661,1,"Damnation","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1778796107,"Damnation",""
1662,1,"Domination","[4,26,0]","[1000,1000,0]",-1738128319,"Domination",""
1663,1,"Demon","[652,3,2,663,632,672,664,653,651,26,21,8,7,62,63,64,65,66,67,68,69,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1053984238,"Demon",""
1664,1,"Doom","[80,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-566419181,"Doom",""
1665,1,"Dragon","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1755237846,"Dragon",""
1666,1,"Dusk","[134,687,652,3,2,663,696,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1656506785,"Dusk",""
1667,1,"Eagle","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-311895495,"Eagle",""
1668,1,"Eclipse","[696,0]","[1000,0]",-22216767,"Eclipse",""
1669,1,"Eldritch","[696,0]","[1000,0]",-359508199,"Eldritch",""
1670,1,"Empyrian","[3,2,26,21,8,7,0]","[0,0,0,0,0,0,0]",538953479,"Empyrian",""
1671,1,"Empyrean","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1025728402,"Empyrean",""
1672,1,"Entropy","[696,134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1353602378,"Entropy",""
1673,1,"Eternity","[696,0]","[1000,0]",1684937291,"Eternity",""
1674,1,"Fate","[696,80,652,3,2,663,632,672,664,653,651,26,21,8,7,663,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1013055060,"Fate",""
1675,1,"Foe","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",752101102,"Foe",""
1676,1,"Gale","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2105233802,"Gale",""
1677,1,"Ghoul","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-969448165,"Ghoul",""
1678,1,"Gloom","[80,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",20329566,"Gloom",""
1679,1,"Glyph","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",825793522,"Glyph",""
1680,1,"Golem","[652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1086327218,"Golem",""
1681,1,"Havoc","[696,80,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1986979652,"Havoc",""
1682,1,"Honour","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",2061538386,"Honour",""
1683,1,"Hypnotic","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",217839953,"Hypnotic",""
1684,1,"Invasion","[26,4,0]","[1000,1000,0]",-817997959,"Invasion",""
1685,1,"Infinity","[696,0]","[1000,0]",-318632525,"Infinity",""
1686,1,"Kraken","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1470892901,"Kraken",""
1687,1,"Loath","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",-1111217734,"Loath",""
1688,1,"Maelstrom","[134,687,652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",1449275374,"Maelström",""
1689,1,"Mind","[652,3,2,663,632,672,664,653,651,26,21,8,7,0]","[1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0]",178328507,"Mind",""
