"rownum","string","i32","rid","i32"
1075,"HeistEnchantAttackWeaponLightning75",13,21374,10
1076,"HeistEnchantAttackWeaponLightning76",13,21375,10
1077,"HeistEnchantAttackWeaponLightning77",13,21376,10
1078,"HeistEnchantAttackWeaponLightning78",13,21377,1
1079,"HeistEnchantAttackWeaponLightning79",13,21378,10
1080,"HeistEnchantAttackWeaponLightning80",13,21379,10
1081,"HeistEnchantAttackWeaponLightning81",13,21380,10
1082,"HeistEnchantAttackWeaponLightning82",13,21381,10
1083,"HeistEnchantAttackWeaponLightning83",13,21382,10
1084,"HeistEnchantAttackWeaponLightning84",13,21383,1
1085,"HeistEnchantAttackWeaponLightning85",13,21384,10
1086,"HeistEnchantAttackWeaponLightning86",13,21385,10
1087,"HeistEnchantAttackWeaponLightning87",13,21386,10
1088,"HeistEnchantAttackWeaponLightning88",13,21387,10
1089,"HeistEnchantAttackWeaponLightning89",13,21388,5
1090,"HeistEnchantAttackWeaponLightning90",13,21389,5
1091,"HeistEnchantAttackWeaponLightning91",13,21391,5
1092,"HeistEnchantAttackWeaponLightning92",13,21395,5
1093,"HeistEnchantAttackWeaponLightning93",13,21396,5
1094,"HeistEnchantAttackWeaponLightning94",13,21398,5
1095,"HeistEnchantAttackWeaponLightning95",13,21402,5
1096,"HeistEnchantAttackWeaponLightning96",13,21403,5
1097,"HeistEnchantAttackWeaponLightning97",13,21404,5
1098,"HeistEnchantAttackWeaponLightning98",13,21405,5
1099,"HeistEnchantAttackWeaponLightning99",13,21406,5
1100,"HeistEnchantAttackWeaponLightning100",13,21407,5
1101,"HeistEnchantAttackWeaponLightning101",13,21408,5
1102,"HeistEnchantAttackWeaponLightning102",13,21409,5
1103,"HeistEnchantAttackWeaponLightning103",13,21410,5
1104,"HeistEnchantAttackWeaponLightning104",13,21412,5
1105,"HeistEnchantAttackWeaponLightning105",13,21416,5
1106,"HeistEnchantAttackWeaponLightning106",13,21417,5
1107,"HeistEnchantAttackWeaponLightning107",13,21419,5
1108,"HeistEnchantAttackWeaponLightning108",13,21423,5
1109,"HeistEnchantAttackWeaponLightning109",13,21424,5
1110,"HeistEnchantAttackWeaponLightning110",13,21426,5
1111,"HeistEnchantAttackWeaponLightning111",13,21430,5
1112,"HeistEnchantAttackWeaponLightning112",13,21431,5
1113,"HeistEnchantAttackWeaponLightning113",13,21432,5
1114,"HeistEnchantAttackWeaponLightning114",13,21433,5
1115,"HeistEnchantAttackWeaponLightning115",13,21434,5
1116,"HeistEnchantAttackWeaponLightning116",13,21435,5
1117,"HeistEnchantAttackWeaponLightning117",13,21436,5
1118,"HeistEnchantAttackWeaponLightning118",13,21437,5
1119,"HeistEnchantAttackWeaponLightning119",13,21438,5
1120,"HeistEnchantAttackWeaponLightning120",13,21439,5
1121,"HeistEnchantAttackWeaponLightning121",13,21440,5
1122,"HeistEnchantAttackWeaponLightning122",13,21441,5
1123,"HeistEnchantAttackWeaponLightning123",13,21442,5
1124,"HeistEnchantAttackWeaponLightning124",13,21443,5
1125,"HeistEnchantAttackWeaponLightning125",13,21444,5
1126,"HeistEnchantAttackWeaponLightning126",13,21445,5
1127,"HeistEnchantAttackWeaponLightning127",13,21446,5
1128,"HeistEnchantAttackWeaponLightning128",13,21447,5
1129,"HeistEnchantAttackWeaponLightning129",13,21448,5
1130,"HeistEnchantAttackWeaponLightning130",13,21449,5
1131,"HeistEnchantAttackWeaponLightning131",13,21450,5
1132,"HeistEnchantAttackWeaponLightning132",13,21451,5
1133,"HeistEnchantAttackWeaponLightning133",13,21452,5
1134,"HeistEnchantAttackWeaponLightning134",13,21453,5
1135,"HeistEnchantAttackWeaponLightning135",13,21454,5
1136,"HeistEnchantAttackWeaponLightning136",13,21455,5
1137,"HeistEnchantAttackWeaponLightning137",13,21456,5
1138,"HeistEnchantAttackWeaponLightning138",13,21457,5
1139,"HeistEnchantAttackWeaponLightning139",13,21458,5
1140,"HeistEnchantAttackWeaponLightning140",13,21459,5
1141,"HeistEnchantCasterWeaponGeneric1",14,21281,100
1142,"HeistEnchantCasterWeaponGeneric2",14,21282,100
1143,"HeistEnchantCasterWeaponGeneric3",14,21283,100
1144,"HeistEnchantCasterWeaponGeneric4",14,21284,25
1145,"HeistEnchantCasterWeaponGeneric5",14,21285,200
1146,"HeistEnchantCasterWeaponGeneric6",14,21286,50
1147,"HeistEnchantCasterWeaponGeneric7",14,21287,100
1148,"HeistEnchantCasterWeaponGeneric8",14,21288,100
1149,"HeistEnchantCasterWeaponGeneric9",14,21289,50
1150,"HeistEnchantCasterWeaponGeneric10",14,21290,50
1151,"HeistEnchantCasterWeaponGeneric11",14,21291,100
1152,"HeistEnchantCasterWeaponGeneric12",14,21292,10
1153,"HeistEnchantCasterWeaponGeneric13",14,21293,25
1154,"HeistEnchantCasterWeaponGeneric14",14,21294,10
1155,"HeistEnchantCasterWeaponGeneric15",14,21295,10
1156,"HeistEnchantCasterWeaponGeneric16",14,21296,10
1157,"HeistEnchantCasterWeaponGeneric17",14,21297,10
1158,"HeistEnchantCasterWeaponGeneric18",14,21298,10
1159,"HeistEnchantCasterWeaponGeneric19",14,21299,1
1160,"HeistEnchantCasterWeaponGeneric20",14,21303,10
1161,"HeistEnchantCasterWeaponGeneric21",14,21304,10
1162,"HeistEnchantCasterWeaponGeneric22",14,21305,10
1163,"HeistEnchantCasterWeaponGeneric23",14,21306,10
1164,"HeistEnchantCasterWeaponGeneric24",14,21307,10
1165,"HeistEnchantCasterWeaponGeneric25",14,21308,10
1166,"HeistEnchantCasterWeaponGeneric26",14,21309,1
1167,"HeistEnchantCasterWeaponGeneric27",14,21310,10
1168,"HeistEnchantCasterWeaponGeneric28",14,21311,10
1169,"HeistEnchantCasterWeaponGeneric29",14,21312,10
1170,"HeistEnchantCasterWeaponGeneric30",14,21313,10
1171,"HeistEnchantCasterWeaponGeneric31",14,21314,10
1172,"HeistEnchantCasterWeaponGeneric32",14,21315,10
1173,"HeistEnchantCasterWeaponGeneric33",14,21316,10
1174,"HeistEnchantCasterWeaponGeneric34",14,21317,10
1175,"HeistEnchantCasterWeaponGeneric35",14,21318,10
1176,"HeistEnchantCasterWeaponGeneric36",14,21319,1
1177,"HeistEnchantCasterWeaponGeneric37",14,21320,10
1178,"HeistEnchantCasterWeaponGeneric38",14,21321,10
1179,"HeistEnchantCasterWeaponGeneric39",14,21322,10
1180,"HeistEnchantCasterWeaponGeneric40",14,21323,10
1181,"HeistEnchantCasterWeaponGeneric41",14,21324,10
1182,"HeistEnchantCasterWeaponGeneric42",14,21325,10
1183,"HeistEnchantCasterWeaponGeneric43",14,21326,10
1184,"HeistEnchantCasterWeaponGeneric44",14,21327,10
1185,"HeistEnchantCasterWeaponGeneric45",14,21328,10
1186,"HeistEnchantCasterWeaponGeneric46",14,21329,1
1187,"HeistEnchantCasterWeaponGeneric47",14,21330,10
1188,"HeistEnchantCasterWeaponGeneric48",14,21331,10
1189,"HeistEnchantCasterWeaponGeneric49",14,21332,10
1190,"HeistEnchantCasterWeaponGeneric50",14,21333,10
1191,"HeistEnchantCasterWeaponGeneric51",14,21334,10
1192,"HeistEnchantCasterWeaponGeneric52",14,21335,10
1193,"HeistEnchantCasterWeaponGeneric53",14,21336,10
1194,"HeistEnchantCasterWeaponGeneric54",14,21337,10
1195,"HeistEnchantCasterWeaponGeneric55",14,21338,10
1196,"HeistEnchantCasterWeaponGeneric56",14,21339,1
1197,"HeistEnchantCasterWeaponGeneric57",14,21340,10
1198,"HeistEnchantCasterWeaponGeneric58",14,21341,10
1199,"HeistEnchantCasterWeaponGeneric59",14,21342,10
1200,"HeistEnchantCasterWeaponGeneric60",14,21343,10
1201,"HeistEnchantCasterWeaponGeneric61",14,21344,10
1202,"HeistEnchantCasterWeaponGeneric62",14,21345,10
1203,"HeistEnchantCasterWeaponGeneric63",14,21346,10
1204,"HeistEnchantCasterWeaponGeneric64",14,21347,10
1205,"HeistEnchantCasterWeaponGeneric65",14,21348,10
1206,"HeistEnchantCasterWeaponGeneric66",14,21349,1
1207,"HeistEnchantCasterWeaponGeneric67",14,21350,10
1208,"HeistEnchantCasterWeaponGeneric68",14,21351,10
1209,"HeistEnchantCasterWeaponGeneric69",14,21352,10
1210,"HeistEnchantCasterWeaponGeneric70",14,21353,10
1211,"HeistEnchantCasterWeaponGeneric71",14,21354,10
1212,"HeistEnchantCasterWeaponGeneric72",14,21355,10
1213,"HeistEnchantCasterWeaponGeneric73",14,21356,10
1214,"HeistEnchantCasterWeaponGeneric74",14,21357,10
1215,"HeistEnchantCasterWeaponGeneric75",14,21358,10
1216,"HeistEnchantCasterWeaponGeneric76",14,21359,1
1217,"HeistEnchantCasterWeaponGeneric77",14,21360,10
1218,"HeistEnchantCasterWeaponGeneric78",14,21361,10
1219,"HeistEnchantCasterWeaponGeneric79",14,21362,10
1220,"HeistEnchantCasterWeaponGeneric80",14,21363,10
1221,"HeistEnchantCasterWeaponGeneric81",14,21364,10
1222,"HeistEnchantCasterWeaponGeneric82",14,21365,1
1223,"HeistEnchantCasterWeaponGeneric83",14,21366,10
1224,"HeistEnchantCasterWeaponGeneric84",14,21367,10
1225,"HeistEnchantCasterWeaponGeneric85",14,21368,10
1226,"HeistEnchantCasterWeaponGeneric86",14,21369,10
1227,"HeistEnchantCasterWeaponGeneric87",14,21370,10
1228,"HeistEnchantCasterWeaponGeneric88",14,21371,1
1229,"HeistEnchantCasterWeaponGeneric89",14,21372,10
1230,"HeistEnchantCasterWeaponGeneric90",14,21373,10
1231,"HeistEnchantCasterWeaponGeneric91",14,21374,10
1232,"HeistEnchantCasterWeaponGeneric92",14,21375,10
1233,"HeistEnchantCasterWeaponGeneric93",14,21376,10
1234,"HeistEnchantCasterWeaponGeneric94",14,21377,1
1235,"HeistEnchantCasterWeaponGeneric95",14,21378,10
1236,"HeistEnchantCasterWeaponGeneric96",14,21379,10
1237,"HeistEnchantCasterWeaponGeneric97",14,21380,10
1238,"HeistEnchantCasterWeaponGeneric98",14,21381,10
1239,"HeistEnchantCasterWeaponGeneric99",14,21382,10
1240,"HeistEnchantCasterWeaponGeneric100",14,21383,1
1241,"HeistEnchantCasterWeaponGeneric101",14,21384,10
1242,"HeistEnchantCasterWeaponGeneric102",14,21385,10
1243,"HeistEnchantCasterWeaponGeneric103",14,21386,10
1244,"HeistEnchantCasterWeaponGeneric104",14,21387,10
1245,"HeistEnchantCasterWeaponGeneric105",14,21388,5
1246,"HeistEnchantCasterWeaponGeneric106",14,21389,5
1247,"HeistEnchantCasterWeaponGeneric107",14,21391,5
1248,"HeistEnchantCasterWeaponGeneric108",14,21395,5
1249,"HeistEnchantCasterWeaponGeneric109",14,21396,5
1250,"HeistEnchantCasterWeaponGeneric110",14,21397,5
1251,"HeistEnchantCasterWeaponGeneric111",14,21398,5
1252,"HeistEnchantCasterWeaponGeneric112",14,21399,5
1253,"HeistEnchantCasterWeaponGeneric113",14,21400,5
1254,"HeistEnchantCasterWeaponGeneric114",14,21401,5
1255,"HeistEnchantCasterWeaponGeneric115",14,21402,5
1256,"HeistEnchantCasterWeaponGeneric116",14,21403,5
1257,"HeistEnchantCasterWeaponGeneric117",14,21404,5
1258,"HeistEnchantCasterWeaponGeneric118",14,21405,5
1259,"HeistEnchantCasterWeaponGeneric119",14,21406,5
1260,"HeistEnchantCasterWeaponGeneric120",14,21407,5
1261,"HeistEnchantCasterWeaponGeneric121",14,21408,5
1262,"HeistEnchantCasterWeaponGeneric122",14,21409,5
1263,"HeistEnchantCasterWeaponGeneric123",14,21410,5
1264,"HeistEnchantCasterWeaponGeneric124",14,21411,5
1265,"HeistEnchantCasterWeaponGeneric125",14,21412,5
1266,"HeistEnchantCasterWeaponGeneric126",14,21413,5
1267,"HeistEnchantCasterWeaponGeneric127",14,21414,5
1268,"HeistEnchantCasterWeaponGeneric128",14,21415,5
1269,"HeistEnchantCasterWeaponGeneric129",14,21416,5
1270,"HeistEnchantCasterWeaponGeneric130",14,21417,5
1271,"HeistEnchantCasterWeaponGeneric131",14,21418,5
1272,"HeistEnchantCasterWeaponGeneric132",14,21419,5
1273,"HeistEnchantCasterWeaponGeneric133",14,21420,5
1274,"HeistEnchantCasterWeaponGeneric134",14,21421,5
1275,"HeistEnchantCasterWeaponGeneric135",14,21422,5
1276,"HeistEnchantCasterWeaponGeneric136",14,21423,5
1277,"HeistEnchantCasterWeaponGeneric137",14,21424,5
1278,"HeistEnchantCasterWeaponGeneric138",14,21425,5
1279,"HeistEnchantCasterWeaponGeneric139",14,21426,5
1280,"HeistEnchantCasterWeaponGeneric140",14,21427,5
1281,"HeistEnchantCasterWeaponGeneric141",14,21428,5
1282,"HeistEnchantCasterWeaponGeneric142",14,21429,5
1283,"HeistEnchantCasterWeaponGeneric143",14,21430,5
1284,"HeistEnchantCasterWeaponGeneric144",14,21431,5
1285,"HeistEnchantCasterWeaponGeneric145",14,21432,5
1286,"HeistEnchantCasterWeaponGeneric146",14,21433,5
1287,"HeistEnchantCasterWeaponGeneric147",14,21434,5
1288,"HeistEnchantCasterWeaponGeneric148",14,21435,5
1289,"HeistEnchantCasterWeaponGeneric149",14,21436,5
1290,"HeistEnchantCasterWeaponGeneric150",14,21437,5
1291,"HeistEnchantCasterWeaponGeneric151",14,21438,5
1292,"HeistEnchantCasterWeaponGeneric152",14,21439,5
1293,"HeistEnchantCasterWeaponGeneric153",14,21440,5
1294,"HeistEnchantCasterWeaponGeneric154",14,21441,5
1295,"HeistEnchantCasterWeaponGeneric155",14,21442,5
1296,"HeistEnchantCasterWeaponGeneric156",14,21443,5
1297,"HeistEnchantCasterWeaponGeneric157",14,21444,5
1298,"HeistEnchantCasterWeaponGeneric158",14,21445,5
1299,"HeistEnchantCasterWeaponGeneric159",14,21446,5
1300,"HeistEnchantCasterWeaponGeneric160",14,21447,5
1301,"HeistEnchantCasterWeaponGeneric161",14,21448,5
1302,"HeistEnchantCasterWeaponGeneric162",14,21449,5
1303,"HeistEnchantCasterWeaponGeneric163",14,21450,5
1304,"HeistEnchantCasterWeaponGeneric164",14,21451,5
1305,"HeistEnchantCasterWeaponGeneric165",14,21452,5
1306,"HeistEnchantCasterWeaponGeneric166",14,21453,5
1307,"HeistEnchantCasterWeaponGeneric167",14,21454,5
1308,"HeistEnchantCasterWeaponGeneric168",14,21455,5
1309,"HeistEnchantCasterWeaponGeneric169",14,21456,5
1310,"HeistEnchantCasterWeaponGeneric170",14,21457,5
1311,"HeistEnchantCasterWeaponGeneric171",14,21458,5
1312,"HeistEnchantCasterWeaponGeneric172",14,21459,5
1313,"HeistEnchantCasterWeaponFire1",15,21281,100
1314,"HeistEnchantCasterWeaponFire2",15,21285,200
1315,"HeistEnchantCasterWeaponFire3",15,21286,50
1316,"HeistEnchantCasterWeaponFire4",15,21287,100
1317,"HeistEnchantCasterWeaponFire5",15,21288,100
1318,"HeistEnchantCasterWeaponFire6",15,21289,50
1319,"HeistEnchantCasterWeaponFire7",15,21290,50
1320,"HeistEnchantCasterWeaponFire8",15,21291,100
1321,"HeistEnchantCasterWeaponFire9",15,21292,10
1322,"HeistEnchantCasterWeaponFire10",15,21293,25
1323,"HeistEnchantCasterWeaponFire11",15,21294,10
1324,"HeistEnchantCasterWeaponFire12",15,21295,10
1325,"HeistEnchantCasterWeaponFire13",15,21296,10
1326,"HeistEnchantCasterWeaponFire14",15,21297,10
1327,"HeistEnchantCasterWeaponFire15",15,21298,10
1328,"HeistEnchantCasterWeaponFire16",15,21299,1
1329,"HeistEnchantCasterWeaponFire17",15,21303,10
1330,"HeistEnchantCasterWeaponFire18",15,21304,10
1331,"HeistEnchantCasterWeaponFire19",15,21305,10
1332,"HeistEnchantCasterWeaponFire20",15,21306,10
1333,"HeistEnchantCasterWeaponFire21",15,21307,10
1334,"HeistEnchantCasterWeaponFire22",15,21308,10
1335,"HeistEnchantCasterWeaponFire23",15,21309,1
1336,"HeistEnchantCasterWeaponFire24",15,21310,10
1337,"HeistEnchantCasterWeaponFire25",15,21311,10
1338,"HeistEnchantCasterWeaponFire26",15,21312,10
1339,"HeistEnchantCasterWeaponFire27",15,21313,10
1340,"HeistEnchantCasterWeaponFire28",15,21314,10
1341,"HeistEnchantCasterWeaponFire29",15,21315,10
1342,"HeistEnchantCasterWeaponFire30",15,21316,10
1343,"HeistEnchantCasterWeaponFire31",15,21317,10
1344,"HeistEnchantCasterWeaponFire32",15,21318,10
1345,"HeistEnchantCasterWeaponFire33",15,21319,1
1346,"HeistEnchantCasterWeaponFire34",15,21323,10
1347,"HeistEnchantCasterWeaponFire35",15,21324,10
1348,"HeistEnchantCasterWeaponFire36",15,21325,10
1349,"HeistEnchantCasterWeaponFire37",15,21326,10
1350,"HeistEnchantCasterWeaponFire38",15,21327,10
1351,"HeistEnchantCasterWeaponFire39",15,21328,10
1352,"HeistEnchantCasterWeaponFire40",15,21329,1
1353,"HeistEnchantCasterWeaponFire41",15,21333,10
1354,"HeistEnchantCasterWeaponFire42",15,21334,10
1355,"HeistEnchantCasterWeaponFire43",15,21335,10
1356,"HeistEnchantCasterWeaponFire44",15,21336,10
1357,"HeistEnchantCasterWeaponFire45",15,21337,10
1358,"HeistEnchantCasterWeaponFire46",15,21338,10
1359,"HeistEnchantCasterWeaponFire47",15,21339,1
1360,"HeistEnchantCasterWeaponFire48",15,21343,10
1361,"HeistEnchantCasterWeaponFire49",15,21344,10
1362,"HeistEnchantCasterWeaponFire50",15,21345,10
1363,"HeistEnchantCasterWeaponFire51",15,21346,10
1364,"HeistEnchantCasterWeaponFire52",15,21347,10
1365,"HeistEnchantCasterWeaponFire53",15,21348,10
1366,"HeistEnchantCasterWeaponFire54",15,21349,1
1367,"HeistEnchantCasterWeaponFire55",15,21350,10
1368,"HeistEnchantCasterWeaponFire56",15,21351,10
1369,"HeistEnchantCasterWeaponFire57",15,21352,10
1370,"HeistEnchantCasterWeaponFire58",15,21353,10
1371,"HeistEnchantCasterWeaponFire59",15,21354,10
1372,"HeistEnchantCasterWeaponFire60",15,21355,10
1373,"HeistEnchantCasterWeaponFire61",15,21356,10
1374,"HeistEnchantCasterWeaponFire62",15,21357,10
1375,"HeistEnchantCasterWeaponFire63",15,21358,10
1376,"HeistEnchantCasterWeaponFire64",15,21359,1
1377,"HeistEnchantCasterWeaponFire65",15,21360,10
1378,"HeistEnchantCasterWeaponFire66",15,21361,10
1379,"HeistEnchantCasterWeaponFire67",15,21362,10
1380,"HeistEnchantCasterWeaponFire68",15,21363,10
1381,"HeistEnchantCasterWeaponFire69",15,21364,10
1382,"HeistEnchantCasterWeaponFire70",15,21365,1
1383,"HeistEnchantCasterWeaponFire71",15,21366,10
1384,"HeistEnchantCasterWeaponFire72",15,21367,10
1385,"HeistEnchantCasterWeaponFire73",15,21368,10
1386,"HeistEnchantCasterWeaponFire74",15,21369,10
1387,"HeistEnchantCasterWeaponFire75",15,21370,10
1388,"HeistEnchantCasterWeaponFire76",15,21371,1
1389,"HeistEnchantCasterWeaponFire77",15,21372,10
1390,"HeistEnchantCasterWeaponFire78",15,21373,10
1391,"HeistEnchantCasterWeaponFire79",15,21374,10
1392,"HeistEnchantCasterWeaponFire80",15,21375,10
1393,"HeistEnchantCasterWeaponFire81",15,21376,10
1394,"HeistEnchantCasterWeaponFire82",15,21377,1
1395,"HeistEnchantCasterWeaponFire83",15,21378,10
1396,"HeistEnchantCasterWeaponFire84",15,21379,10
1397,"HeistEnchantCasterWeaponFire85",15,21380,10
1398,"HeistEnchantCasterWeaponFire86",15,21381,10
1399,"HeistEnchantCasterWeaponFire87",15,21382,10
1400,"HeistEnchantCasterWeaponFire88",15,21383,1
1401,"HeistEnchantCasterWeaponFire89",15,21384,10
1402,"HeistEnchantCasterWeaponFire90",15,21385,10
1403,"HeistEnchantCasterWeaponFire91",15,21386,10
1404,"HeistEnchantCasterWeaponFire92",15,21387,10
1405,"HeistEnchantCasterWeaponFire93",15,21388,5
1406,"HeistEnchantCasterWeaponFire94",15,21389,5
1407,"HeistEnchantCasterWeaponFire95",15,21391,5
1408,"HeistEnchantCasterWeaponFire96",15,21395,5
1409,"HeistEnchantCasterWeaponFire97",15,21396,5
1410,"HeistEnchantCasterWeaponFire98",15,21397,5
1411,"HeistEnchantCasterWeaponFire99",15,21398,5
1412,"HeistEnchantCasterWeaponFire100",15,21399,5
1413,"HeistEnchantCasterWeaponFire101",15,21400,5
1414,"HeistEnchantCasterWeaponFire102",15,21401,5
1415,"HeistEnchantCasterWeaponFire103",15,21402,5
1416,"HeistEnchantCasterWeaponFire104",15,21403,5
1417,"HeistEnchantCasterWeaponFire105",15,21405,5
1418,"HeistEnchantCasterWeaponFire106",15,21409,5
1419,"HeistEnchantCasterWeaponFire107",15,21410,5
1420,"HeistEnchantCasterWeaponFire108",15,21412,5
1421,"HeistEnchantCasterWeaponFire109",15,21416,5
1422,"HeistEnchantCasterWeaponFire110",15,21417,5
1423,"HeistEnchantCasterWeaponFire111",15,21419,5
1424,"HeistEnchantCasterWeaponFire112",15,21423,5
1425,"HeistEnchantCasterWeaponFire113",15,21424,5
1426,"HeistEnchantCasterWeaponFire114",15,21425,5
1427,"HeistEnchantCasterWeaponFire115",15,21426,5
1428,"HeistEnchantCasterWeaponFire116",15,21427,5
1429,"HeistEnchantCasterWeaponFire117",15,21428,5
1430,"HeistEnchantCasterWeaponFire118",15,21429,5
1431,"HeistEnchantCasterWeaponFire119",15,21430,5
1432,"HeistEnchantCasterWeaponFire120",15,21431,5
1433,"HeistEnchantCasterWeaponFire121",15,21432,5
1434,"HeistEnchantCasterWeaponFire122",15,21433,5
1435,"HeistEnchantCasterWeaponFire123",15,21434,5
1436,"HeistEnchantCasterWeaponFire124",15,21435,5
1437,"HeistEnchantCasterWeaponFire125",15,21436,5
1438,"HeistEnchantCasterWeaponFire126",15,21437,5
1439,"HeistEnchantCasterWeaponFire127",15,21438,5
1440,"HeistEnchantCasterWeaponFire128",15,21439,5
1441,"HeistEnchantCasterWeaponFire129",15,21440,5
1442,"HeistEnchantCasterWeaponFire130",15,21441,5
1443,"HeistEnchantCasterWeaponFire131",15,21442,5
1444,"HeistEnchantCasterWeaponFire132",15,21443,5
1445,"HeistEnchantCasterWeaponFire133",15,21444,5
1446,"HeistEnchantCasterWeaponFire134",15,21445,5
1447,"HeistEnchantCasterWeaponFire135",15,21446,5
1448,"HeistEnchantCasterWeaponFire136",15,21447,5
1449,"HeistEnchantCasterWeaponFire137",15,21448,5
1450,"HeistEnchantCasterWeaponFire138",15,21449,5
1451,"HeistEnchantCasterWeaponFire139",15,21450,5
1452,"HeistEnchantCasterWeaponFire140",15,21451,5
1453,"HeistEnchantCasterWeaponFire141",15,21452,5
1454,"HeistEnchantCasterWeaponFire142",15,21453,5
1455,"HeistEnchantCasterWeaponFire143",15,21454,5
1456,"HeistEnchantCasterWeaponFire144",15,21455,5
1457,"HeistEnchantCasterWeaponFire145",15,21456,5
1458,"HeistEnchantCasterWeaponFire146",15,21457,5
1459,"HeistEnchantCasterWeaponFire147",15,21458,5
1460,"HeistEnchantCasterWeaponFire148",15,21459,5
1461,"HeistEnchantCasterWeaponCold1",16,21283,100
1462,"HeistEnchantCasterWeaponCold2",16,21285,200
1463,"HeistEnchantCasterWeaponCold3",16,21286,50
1464,"HeistEnchantCasterWeaponCold4",16,21287,100
1465,"HeistEnchantCasterWeaponCold5",16,21288,100
1466,"HeistEnchantCasterWeaponCold6",16,21289,50
1467,"HeistEnchantCasterWeaponCold7",16,21290,50
1468,"HeistEnchantCasterWeaponCold8",16,21291,100
1469,"HeistEnchantCasterWeaponCold9",16,21292,10
1470,"HeistEnchantCasterWeaponCold10",16,21293,25
1471,"HeistEnchantCasterWeaponCold11",16,21294,10
1472,"HeistEnchantCasterWeaponCold12",16,21295,10
1473,"HeistEnchantCasterWeaponCold13",16,21296,10
1474,"HeistEnchantCasterWeaponCold14",16,21297,10
1475,"HeistEnchantCasterWeaponCold15",16,21298,10
1476,"HeistEnchantCasterWeaponCold16",16,21299,1
1477,"HeistEnchantCasterWeaponCold17",16,21303,10
1478,"HeistEnchantCasterWeaponCold18",16,21304,10
1479,"HeistEnchantCasterWeaponCold19",16,21305,10
1480,"HeistEnchantCasterWeaponCold20",16,21306,10
1481,"HeistEnchantCasterWeaponCold21",16,21307,10
1482,"HeistEnchantCasterWeaponCold22",16,21308,10
1483,"HeistEnchantCasterWeaponCold23",16,21309,1
1484,"HeistEnchantCasterWeaponCold24",16,21313,10
1485,"HeistEnchantCasterWeaponCold25",16,21314,10
1486,"HeistEnchantCasterWeaponCold26",16,21315,10
1487,"HeistEnchantCasterWeaponCold27",16,21316,10
1488,"HeistEnchantCasterWeaponCold28",16,21317,10
1489,"HeistEnchantCasterWeaponCold29",16,21318,10
1490,"HeistEnchantCasterWeaponCold30",16,21319,1
1491,"HeistEnchantCasterWeaponCold31",16,21323,10
1492,"HeistEnchantCasterWeaponCold32",16,21324,10
1493,"HeistEnchantCasterWeaponCold33",16,21325,10
1494,"HeistEnchantCasterWeaponCold34",16,21326,10
1495,"HeistEnchantCasterWeaponCold35",16,21327,10
1496,"HeistEnchantCasterWeaponCold36",16,21328,10
1497,"HeistEnchantCasterWeaponCold37",16,21329,1
1498,"HeistEnchantCasterWeaponCold38",16,21330,10
1499,"HeistEnchantCasterWeaponCold39",16,21331,10
1500,"HeistEnchantCasterWeaponCold40",16,21332,10
1501,"HeistEnchantCasterWeaponCold41",16,21333,10
1502,"HeistEnchantCasterWeaponCold42",16,21334,10
1503,"HeistEnchantCasterWeaponCold43",16,21335,10
1504,"HeistEnchantCasterWeaponCold44",16,21336,10
1505,"HeistEnchantCasterWeaponCold45",16,21337,10
1506,"HeistEnchantCasterWeaponCold46",16,21338,10
1507,"HeistEnchantCasterWeaponCold47",16,21339,1
1508,"HeistEnchantCasterWeaponCold48",16,21343,10
1509,"HeistEnchantCasterWeaponCold49",16,21344,10
1510,"HeistEnchantCasterWeaponCold50",16,21345,10
1511,"HeistEnchantCasterWeaponCold51",16,21346,10
1512,"HeistEnchantCasterWeaponCold52",16,21347,10
1513,"HeistEnchantCasterWeaponCold53",16,21348,10
1514,"HeistEnchantCasterWeaponCold54",16,21349,1
1515,"HeistEnchantCasterWeaponCold55",16,21350,10
1516,"HeistEnchantCasterWeaponCold56",16,21351,10
1517,"HeistEnchantCasterWeaponCold57",16,21352,10
1518,"HeistEnchantCasterWeaponCold58",16,21353,10
1519,"HeistEnchantCasterWeaponCold59",16,21354,10
1520,"HeistEnchantCasterWeaponCold60",16,21355,10
1521,"HeistEnchantCasterWeaponCold61",16,21356,10
1522,"HeistEnchantCasterWeaponCold62",16,21357,10
1523,"HeistEnchantCasterWeaponCold63",16,21358,10
1524,"HeistEnchantCasterWeaponCold64",16,21359,1
1525,"HeistEnchantCasterWeaponCold65",16,21360,10
1526,"HeistEnchantCasterWeaponCold66",16,21361,10
1527,"HeistEnchantCasterWeaponCold67",16,21362,10
1528,"HeistEnchantCasterWeaponCold68",16,21363,10
1529,"HeistEnchantCasterWeaponCold69",16,21364,10
1530,"HeistEnchantCasterWeaponCold70",16,21365,1
1531,"HeistEnchantCasterWeaponCold71",16,21366,10
1532,"HeistEnchantCasterWeaponCold72",16,21367,10
1533,"HeistEnchantCasterWeaponCold73",16,21368,10
1534,"HeistEnchantCasterWeaponCold74",16,21369,10
1535,"HeistEnchantCasterWeaponCold75",16,21370,10
1536,"HeistEnchantCasterWeaponCold76",16,21371,1
1537,"HeistEnchantCasterWeaponCold77",16,21372,10
1538,"HeistEnchantCasterWeaponCold78",16,21373,10
1539,"HeistEnchantCasterWeaponCold79",16,21374,10
1540,"HeistEnchantCasterWeaponCold80",16,21375,10
1541,"HeistEnchantCasterWeaponCold81",16,21376,10
1542,"HeistEnchantCasterWeaponCold82",16,21377,1
