"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","MiscAnimatedKeys1","bool","BuffName","rid","rid","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","[rid]"
770,"raider_phasing_buff","Art/2DArt/BuffIcons/Phasing.dds","[""Metadata/Effects/misc/flask_effects/phase_flask/phase.epk""]",[],[],1,"","","","","","","",[],[],[]
771,"shade_form","Art/2DArt/BuffIcons/AbyssShadowForm.dds","[""Metadata/Effects/Spells/player_buff_effects/abyss_league/shadow_invulnerability/epk/shadow_cloak.epk""]",[],[],"","","","","","","","",[],[],[]
772,"lich_crystal_barrier","","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/boss_shield.epk""]",[],[],"","","","","","","","",[],[],[]
773,"monster_thorns_physical_mortar","Art/2DArt/BuffIcons/PhysicalThorns.dds","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/physical/physical_thorn_shield/phys_thornshield.epk""]",[],[],1,"","","","","","","",[],[],[]
774,"monster_thorns_elemental_mortar","Art/2DArt/BuffIcons/ElementalThorns.dds","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/elemental/spell_thorn_shield/ele_thornshield.epk""]",[],[],1,"","","","","","","",[],[],[]
775,"monster_thorns_physical_large_mortar","Art/2DArt/BuffIcons/PhysicalThorns.dds","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/physical/physical_thorn_shield/phys_thornshield_large.epk""]",[],[],1,"","","","","","","",[],[],[]
776,"monster_thorns_elemental_large_mortar","Art/2DArt/BuffIcons/ElementalThorns.dds","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/elemental/spell_thorn_shield/ele_thornshield_large.epk""]",[],[],1,"","","","","","","",[],[],[]
777,"zana_dont_hurt_me","Art/2DArt/BuffIcons/invulnerability.dds",[],[],[],"","","","","","","","",[],[],[]
778,"elder_ground_spores","Art/2DArt/BuffIcons/ElderGroundEffects.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/epk/slimes/slimes.epk""]",[],[],"","","","","","","","",[],[],[]
779,"uber_elder_immune_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/portal_action/ImmuneEPK/immune_shield.epk""]",[],[],"","","","","","","","",[],[],[]
780,"uber_shaper_immune_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Elder/portal_action/ImmuneEPK/shaper_shield.epk""]",[],[],"","","","","","","","",[],[],[]
781,"temporal_anomaly","Art/2DArt/SkillIcons/TimeAnomaly.dds",[],[],[],"","","","","","","","",[],[],[]
782,"corpse_mark","","[""Metadata/Effects/Spells/detonate_dead_v2/signaling/unstable_corpse.epk"",""Metadata/Effects/Spells/detonate_dead_v2/signaling/unstable_corpse.epk"",""Metadata/Effects/Spells/detonate_dead_v2/signaling/unstable_corpse_large.epk""]",[],[],"","","","","","","","",[],[],[]
783,"corpse_mark_chaos","","[""Metadata/Effects/Spells/detonate_dead_v2/signaling/chaos/unstable_corpse.epk"",""Metadata/Effects/Spells/detonate_dead_v2/signaling/chaos/unstable_corpse.epk"",""Metadata/Effects/Spells/detonate_dead_v2/signaling/chaos/unstable_corpse_large.epk""]",[],[],"","","","","","","","",[],[],[]
784,"master_buff_treasure_hunter","Art/2DArt/BuffIcons/MFbuff.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[],"","","","","","","","",[],[],[]
785,"master_buff_kirac","Art/2DArt/BuffIcons/KiracsMasterBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_3_9_0/orsen_tiller/buff_self.epk""]",[],[],"","","","","","","","",[],[],[]
786,"master_buff_huck","Art/2DArt/BuffIcons/KiracsMasterBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Huck/buff.epk""]",[],[],"","","","","","","","",[],[],[]
787,"nemesis_vines","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/retaliation/epk/retaliation.epk"",""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/retaliation/epk/retaliation_large.epk""]",[],[],"","","","","","","","",[],[],[]
788,"nemesis_vines_large","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/retaliation/epk/retaliation_large.epk""]",[],[],"","","","","","","","",[],[],[]
789,"nemesis_immortal_ghost","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/avenging_shade/avenging_shade.epk""]",[],[],"","","","","","","","",[],[],[]
790,"nemesis_lightning_retaliation","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/static_discharge/mod_aura/static_discharge.epk"",""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/static_discharge/mod_aura/static_discharge_large.epk""]",[],[],"","","","","","","","",[],[],[]
791,"nemesis_lightning_retaliation_large","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/static_discharge/mod_aura/static_discharge_large.epk""]",[],[],"","","","","","","","",[],[],[]
792,"bestiary_tiger_teleport_in","","[""Metadata/Effects/Environment/League_Bestiary/Tiger_Boss/player_transition/fadein_epk.epk""]",[],[],"","","","","","","","",[],[],[]
793,"bestiary_tiger_teleport_out","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Environment/League_Bestiary/Tiger_Boss/player_transition/fadeout_epk.epk""]",[],[],"","","","","","","","",[],[],[]
794,"sin_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/sin/fire/sin_fire_herald.epk""]",[],[],"","","","","","","","",[],[],[]
795,"sin_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/sin/ice/sin_ice_herald.epk""]",[],[],"","","","","","","","",[],[],[]
796,"sin_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/sin/lightning/sin_lightning_herald.epk""]",[],[],"","","","","","","","",[],[],[]
797,"sin_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/sin/lightning/sin_lightning_herald_active.epk""]",[],[],"","","","","","","","",[],[],[]
798,"innocence_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/innocence/epk_FIRE.epk""]",[],[],"","","","","","","","",[],[],[]
799,"innocence_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/innocence/epk_ICE.epk""]",[],[],"","","","","","","","",[],[],[]
800,"innocence_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/innocence/epk_LIT.epk""]",[],[],"","","","","","","","",[],[],[]
801,"innocence_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/innocence/epk_LIT_active.epk""]",[],[],"","","","","","","","",[],[],[]
802,"ignited_sin","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_sin.epk"",""Metadata/Effects/StatusAilments/Ignited_sin.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_sin.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_sin.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_sin.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_sin_large.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_sin_player.epk","","",[],[],[]
803,"capture_monster_disappearing","","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Einhar/trailer/fire_harpoon_gun/fadeout.epk""]",[],[],"","","","","","","","",[],[],[]
804,"avian_aspect","",[],[],[],"","","","","","","","",[],[],[]
805,"avians_flight","Art/2DArt/BuffIcons/AvianBuff1.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/avian/EPKs/avian_flight.epk""]",[],[],"","","","","","","","",[],[],[]
806,"avians_flight_aura","Art/2DArt/BuffIcons/AvianBuff1.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/avian/EPKs/avian_flight.epk""]",[],"","","","","","","","",[],[],[]
807,"avians_might","Art/2DArt/BuffIcons/AvianBuff2.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/avian/EPKs/avian_might.epk""]",[],[],"","","","","","","","",[],[],[]
808,"avians_might_aura","Art/2DArt/BuffIcons/AvianBuff2.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/avian/EPKs/avian_might.epk""]",[],"","","","","","","","",[],[],[]
809,"cat_aspect","",[],[],[],"","","","","","","","",[],[],[]
810,"cats_stealth","Art/2DArt/BuffIcons/CatBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/cat/EPKs/cat_stealth.epk""]",[],[],"","","","","","","","",[],[],[]
811,"cats_agility","Art/2DArt/BuffIcons/CatBuff2.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/cat/EPKs/cat_frenzy.epk""]",[],[],"","","","","","","","",[],[],[]
812,"crab_aspect","",[],[],[],"","","","","","","","",[],[],[]
813,"crab_aspect_stacking_buff_1","Art/2DArt/BuffIcons/CrabBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/crab/EPKs/crabshell_01.epk""]",[],[],"","","","","","","","",[],[],[]
814,"crab_aspect_stacking_buff_2","","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/crab/EPKs/crabshell_02.epk""]",[],[],"","","","","","","","",[],[],[]
815,"crab_aspect_stacking_buff_3","","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/crab/EPKs/crabshell_03.epk""]",[],[],"","","","","","","","",[],[],[]
816,"spider_aspect","","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/spider/EPKs/player.epk""]",[],[],"","","","","","","","",[],[],[]
817,"spider_aspect_webs","Art/2DArt/BuffIcons/SpiderDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/spider/EPKs/web_debuff_slow.epk""]",[],[],"","","","","","","","",[],[],[]
818,"bestiary_crab_boss_roar","Art/2DArt/BuffIcons/CrabDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
819,"adrenaline","Art/2DArt/SkillIcons/passives/Champion/FirstStrikeLastFall.dds","[""Metadata/Effects/Spells/player_buff_effects/ascendancy_rework/adrenaline/adrenaline.epk""]",[],[],1,"","","","","","","",[],[],[]
820,"spider_aspect_webs_fade_out","","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/AspectSkills/spider/EPKs/web_debuff_end.epk""]",[],[],"","","","","","","","",[],[],[]
821,"intimidating_cry","Art/2DArt/SkillIcons/WarCryIntimidating.dds","[""Metadata/Effects/Spells/intimidating_cry_v2/buff.epk""]",[],[],1,"","","","","","","",[],[],[]
822,"intimidating_cry_debuff","Art/2DArt/SkillIcons/WarCryIntimidating.dds","[""Metadata/Effects/Spells/warcries/intimidating_cry/Intimidated.epk""]",[],[],1,"","","","","","","",[],[],[]
823,"bestiary_cocoon_web","Art/2DArt/BuffIcons/SpiderDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/web_coat/EPK/web_coat.epk""]",[],[],"","","","","","","","",[],[],[]
824,"curse_nova_fated_curse_immunity","Art/2DArt/SkillIcons/CurseNova.dds",[],[],[],"","","","","","","","",[],[],[]
825,"guardian_block_aura","Art/2DArt/SkillIcons/passives/Guardian/ShieldMastery.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],"","","","","","","","",[],[],[]
826,"guardian_spell_block_aura","Art/2DArt/SkillIcons/passives/Guardian/ShieldMastery.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],"","","","","","","","",[],[],[]
827,"bestiary_spider_hallucinate","Art/2DArt/BuffIcons/SpiderDebuff.dds",[],[],[],"","","","","","","","",[],[],[]
828,"tailwind","Art/2DArt/SkillIcons/passives/DeadEye/GatherWinds.dds","[""Metadata/Effects/Spells/player_buff_effects/ascendancy_rework/tailwind/tailwind_ally.epk""]","[""Metadata/Effects/Spells/player_buff_effects/ascendancy_rework/tailwind/tailwind_player.epk""]",[],1,"","","","","","","",[],[],[]
829,"bestiary_agile_rhex_aura1","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/avian/alpha_avian.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/avian/alpha_avian.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/avian/alpha_avian_large.epk""]",[41],"","","","","","","","",[],[],[]
830,"bestiary_agile_rhex_aura2","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/avian/alpha_avian2.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/avian/alpha_avian2.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/avian/alpha_avian2_large.epk""]",[41],"","","","","","","","",[],[],[]
831,"bestiary_regen_ursa_aura1","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/ursae/alpha_ursae.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/ursae/alpha_ursae.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/ursae/alpha_ursae_large.epk""]",[41],"","","","","","","","",[],[],[]
832,"bestiary_regen_ursa_aura2","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/ursae/alpha_ursae2.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/ursae/alpha_ursae2.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/ursae/alpha_ursae2_large.epk""]",[41],"","","","","","","","",[],[],[]
833,"bestiary_fast_lynx_aura1","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/cat/alpha_cat.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/cat/alpha_cat.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/cat/alpha_cat_large.epk""]",[41],"","","","","","","","",[],[],[]
834,"bestiary_fast_lynx_aura2","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/cat/alpha_cat2.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/cat/alpha_cat2.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/cat/alpha_cat2_large.epk""]",[41],"","","","","","","","",[],[],[]
835,"bestiary_tank_crab_aura","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/crab/alpha_crab.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/crab/alpha_crab.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/crab/alpha_crab_large.epk""]",[41],"","","","","","","","",[],[],[]
836,"bestiary_cold_squid_aura","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/wolf/alpha_wolf.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/wolf/alpha_wolf.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/wolf/alpha_wolf_large.epk""]",[41],"","","","","","","","",[],[],[]
837,"bestiary_poison_spider_aura","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/affected/affected_large.epk""]","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/spider/alpha_spider.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/spider/alpha_spider.epk"",""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Mods_Skills/Auras/spider/alpha_spider_large.epk""]",[41],"","","","","","","","",[],[],[]
838,"bestiary_spider_plated_webbed_with_poison","Art/2DArt/BuffIcons/PoisonWebDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/Spider_Boss/tail_strike/web_affected.epk""]",[],[],"","","","","","","","",[],[],[]
839,"rage","Art/2DArt/SkillIcons/passives/Berserker/CombatFrenzy.dds","[""Metadata/Effects/Spells/player_buff_effects/ascendancy_rework/rage/im_angry.epk""]",[],[],1,"","","","","","","",[],[],[]
840,"soul_regeneration","Art/2DArt/SkillIcons/passives/newtitanicmight.dds",[],[],[],"","","","","","","","",[],[],[]
841,"charged_dash_stack","Art/2DArt/SkillIcons/ChargedDash.dds",[],[],[],"","","","","","","","",[],[],[]
842,"nemesis_physical_retaliation","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/mod_small_epk.epk"",""Metadata/Effects/Spells/monsters_effects/nemesis_mods/mod_epk.epk""]",[],[],"","","","","","","","",[],[],[]
843,"nemesis_physical_retaliation_large","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/mod_epk.epk""]",[],[],"","","","","","","","",[],[],[]
844,"nemesis_physical_retaliation_charging","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/chargeup_small_epk.epk"",""Metadata/Effects/Spells/monsters_effects/nemesis_mods/chargeup_epk.epk""]",[],[],"","","","","","","","",[],[],[]
845,"nemesis_cold_retaliation","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/Cold_beam/small_epk.epk"",""Metadata/Effects/Spells/monsters_effects/nemesis_mods/Cold_beam/epk.epk""]",[],[],"","","","","","","","",[],[],[]
846,"ice_siphon_trap_debuff","Art/2DArt/SkillIcons/IceSiphon.dds","[""Metadata/Effects/Spells/trap_02/ice_siphon/affected.epk""]",[],[],"","","","","","","","",[],[],[]
847,"ice_siphon_trap_buff","Art/2DArt/SkillIcons/IceSiphon.dds","[""Metadata/Effects/Spells/trap_02/ice_siphon/player_leech.epk""]",[],[],"","","","","","","","",[],[],[]
848,"vaal_lightning_strike_debuff","","[""Metadata/Effects/Spells/lightning_strike/VaalEPK.epk""]",[],[],"","","","","","","","",[],[],[]
849,"vaal_double_strike_two","","[""Metadata/Effects/Spells/doublestrike/shadow_clone.epk""]",[],[],"","","","","","","","",[],[],[]
850,"vaal_double_strike_two_luminous","","[""Metadata/Effects/Microtransactions/Spells/double_strike/rainbow/vaal_EPK.epk""]",[],[],"","","","","","","","",[],[],[]
851,"nemesis_fire_retaliation","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/fire_mod/rune_epk/rune.epk""]",[],[],"","","","","","","","",[],[],[]
852,"nemesis_fire_retaliation_charging","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/nemesis_mods/fire_mod/fire_epk/charge_up.epk""]",[],[],"","","","","","","","",[],[],[]
853,"architect_healing_beam","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/healing_totems/healing/healing.epk""]",[],[],"","","","","","","","",[],[],[]
854,"impurity_enemy_debuff_fire","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalaurafireresist.dds","[""Metadata/Effects/StatusAilments/impurity_enemy_debuff.epk""]",[],[],"","","","","","","","",[],[],[]
855,"impurity_enemy_debuff_cold","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalauracoldresist.dds","[""Metadata/Effects/StatusAilments/impurity_enemy_debuff.epk""]",[],[],"","","","","","","","",[],[],[]
856,"impurity_enemy_debuff_lightning","Art/2DArt/SkillIcons/Vaal Skill Icons/Vaalauralightningresist.dds","[""Metadata/Effects/StatusAilments/impurity_enemy_debuff.epk""]",[],[],"","","","","","","","",[],[],[]
857,"blood_ground","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","",[],[],[]
858,"quicksand_display_buff_architect","Art/2DArt/SkillIcons/BreachPortal.dds","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/breach_quicksands/charaFX.epk""]",[],[],"","Breach Void","","","The Breach consumes you, dealing Physical Damage over time.","","","",[],[],[]
859,"vaal_novasoul_immune","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Saucer_Boss/protective_shield/protshield.epk""]",[],[],"","","","","","","","",[],[],[]
860,"incursion_demon_sacrifice_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/demon_sacrifice/sacrifice_state/sacrifice_state.epk""]",[],[],"","","","","","","","",[],[],[]
861,"infernal_blow_new_debuff","Art/2DArt/SkillIcons/iconinnerfire.dds","[""Metadata/Particles/infernal_blow/new/epk1.epk""]",[],[],"","","","","","","","",[],[],[]
862,"infernal_blow_new_debuff2","","[""Metadata/Particles/infernal_blow/new/epk2.epk""]",[],[],"","","","","","","","",[],[],[]
863,"infernal_blow_new_debuff3","","[""Metadata/Particles/infernal_blow/new/epk3.epk""]",[],[],"","","","","","","","",[],[],[]
864,"incursion_construct_enrage","","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/diversefx/buffs/generic/vaal_enrage.epk""]",[],[],"","","","","","","","",[],[],[]
865,"vaal_earthquake_display","Art/2DArt/SkillIcons/QuakeSlam.dds",[],[],[],"","","","","","","","",[],[],[]
866,"vaal_earthquake_stationary","","[""Metadata/Effects/Spells/vaal_skills/earthquake/buff/vaal_earthquake_buff.epk""]",[],[],"","","","","","","","",[],[],[]
867,"wasteland_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/fire/wasteland_fire.epk""]",[],[],"","","","","","","","",[],[],[]
868,"wasteland_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/ice/wasteland_ice.epk""]",[],[],"","","","","","","","",[],[],[]
869,"wasteland_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/lightning/wasteland_lightning.epk""]",[],[],"","","","","","","","",[],[],[]
870,"wasteland_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/Wastelands/lightning/wasteland_lightning_active.epk""]",[],[],"","","","","","","","",[],[],[]
871,"automaton_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_FIRE.epk""]",[],[],"","","","","","","","",[],[],[]
872,"automaton_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_ICE.epk""]",[],[],"","","","","","","","",[],[],[]
873,"automaton_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_LIT.epk""]",[],[],"","","","","","","","",[],[],[]
874,"automaton_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/machine/epk_LIT_active.epk""]",[],[],"","","","","","","","",[],[],[]
875,"arc_damage_is_lucky","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Spells/vaal_skills/arc/buff/vaalarcbuff.epk""]",[],[],"","","","","","","","",[],[],[]
